Lipid,Class,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M3_Male_WT_diencephalon,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
LPI(17:2),PI,97399.88684082033,100843.44708251952,116096.16821289062,97995.48681640624,115785.42761230467,150180.81170654297,111232.0679321289,111303.30786132812,138315.88989257812,153799.19110107422,140896.77154541016,130070.84832763672,109473.14807128906,112824.30822753906,106149.96826171876,123410.46948242188,142321.25048828125,140858.19079589844,105517.68774414062,121322.8295288086,169455.31286621094,136793.8302001953,57386.64422607422,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(18:0),PI,205725.93359375,170775.17236328125,190785.6154785156,161787.5311279297,192290.43237304688,312121.8806152344,249143.6774902344,161979.69091796875,265050.9187011719,442210.013671875,225948.6579589844,302094.2785644531,172610.43212890625,330239.6022949219,196527.07666015625,213395.73400878903,321641.66442871094,258517.67700195312,174843.3721923828,243335.69604492188,333772.98291015625,193507.71411132807,400843.1767578125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(18:1),PI,93092.34631347656,114525.32763671876,107505.74868774414,82445.28552246094,115801.86889648438,288484.8204345703,188252.0941162109,113590.1283569336,216458.1148071289,231961.4965209961,165251.99200439453,115745.26770019533,103938.6675415039,274411.79876708984,85011.08557128906,198350.15600585935,213280.8363647461,289933.14318847656,264867.6378173828,265519.2198486328,298254.5614013672,118977.84796142578,64739.804290771484,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(18:2),PI,149848.77056884766,129166.20922851562,114169.14874267578,165353.59210205078,315252.1435546875,211094.1353149414,253906.3766784668,193980.15606689453,398300.6441650391,222381.2964477539,327700.22033691406,349589.3035888672,122483.84829711914,308544.5417175293,175809.0128173828,240042.25714111328,174151.63339233398,532282.9989013672,354614.8428955078,480130.25549316406,380905.58459472656,219488.8182373047,35383.6024017334,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(18:3),PI,3652754.268554688,2185184.1721191406,2572635.0974121094,5037642.845703125,10157638.442871094,4551344.594360352,5448898.259765625,4166317.643310547,10256866.522705078,3879986.465942383,8348539.01171875,11734736.0546875,2572022.9729003906,3192159.1533203125,4894321.790771484,5892943.313964844,2686263.340698242,9735960.764648438,1942330.1645507808,7566438.498046875,3681002.2944335938,6272360.288330078,49682.62371826172,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(18:4),PI,56614.58395385742,57018.544494628906,65076.864501953125,58917.04428100586,63451.4645690918,84449.60632324219,76923.92565917969,64875.18493652344,83840.36505126953,79541.4453125,80642.60595703125,66086.0244140625,75503.50540161133,71654.20498657227,59689.28411865234,60890.28405761719,80398.56546020508,85434.1264038086,62555.26443481445,69803.5446472168,77929.5451965332,69083.60479736328,38114.06280517578,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(19:0)|LPI(O-20:0),PI,2273.6401557922363,1967.220127105713,2975.020221710205,2324.660167694092,2009.320140838623,2143.460159301758,2711.380187988281,6219.140586853027,5096.360256195068,2354.2801628112798,2275.800151824951,2143.9201583862305,2475.740173339844,4608.66032409668,2262.6001739501958,2212.9601669311523,2342.140151977539,2337.7401809692383,4166.580307006836,2162.460147857666,5097.32043838501,2387.780170440674,649549.9510498047,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(19:1)|LPI(P-20:0),PI,3931.7602500915527,2858.480213165283,5498.920307159424,3973.100257873535,2932.9001998901367,4358.060314178467,4248.54024887085,30927.442569732662,31375.361667633057,5141.840412139893,4741.560447692871,4978.240287780762,3320.860279083252,13656.561046600342,3962.7403259277344,3439.6402473449707,4740.700347900391,3396.28018951416,5818.200519561768,5625.140430450439,9404.80082321167,5890.380401611328,54542.76413726807,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(20:0),PI,124612.72912597656,106081.56732177734,117078.74822235107,81382.54559326172,114326.82824707033,580062.535949707,217857.0351867676,91128.74574279784,170291.0524673462,274818.6188964844,137832.2904663086,115712.82879638672,102804.6069946289,116482.60799789429,84057.62665939331,118533.14849853516,164834.81182861328,158875.25213623047,95878.16683578493,135043.50897216797,143668.69149017334,92239.98760986328,115784.28930664062,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(20:1),PI,123204.14880371094,128210.86865234376,146446.01097106934,131544.38903808594,170099.41259765625,210114.5948486328,175237.43237304688,123240.36895751952,178605.1344795227,265203.3575439453,184325.9942626953,135021.15003585815,140690.95043945312,135813.04972457886,128425.33005142212,151612.1317138672,211814.853515625,215811.4976806641,142536.9506263733,187289.5721435547,213752.6768798828,160937.75170898438,100334.10778808594,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(20:2),PI,535846.0374145508,98468.7667541504,389681.1472091675,413712.74841308594,143478.78985595703,221529.43493652344,679078.6519470215,275265.99826431274,662441.3073768616,469514.5914001465,523728.24084472656,333849.60625839233,377457.1876220703,380011.6209335327,276214.0414390564,131715.77047729492,384487.482421875,591019.2326660156,367203.5867385864,217830.0972290039,428705.4926490784,285317.8593444824,38564.18295288086,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(20:3),PI,35266.882751464844,49335.443267822266,42196.38332748413,35248.90252685547,44575.28329467773,64340.50387573242,61076.40399169922,35431.56226730347,50804.02350616455,67915.40432739258,62282.92425537109,47589.88330078125,49242.70343017578,42151.20318603516,33702.22229385376,48245.48350524902,57635.84344482422,59767.204833984375,40410.90280151367,49339.2233581543,62638.06412506104,45481.763580322266,34572.84240722656,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(20:4),PI,30042.38220214844,33300.762451171875,33029.94248962402,36207.82258605957,36281.48262023926,53954.56350326538,44889.0633392334,22537.82146072388,34333.26247024536,50435.123569488525,50088.54312133789,35893.842445373535,37820.10272979736,29022.72197341919,31977.482219696045,35997.00239562988,47057.26317596436,51411.883728027344,29178.102367401123,48491.64350891113,45320.50323486328,39810.84266662598,26896.7419128418,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(20:5),PI,35757.02227783203,35919.00270462036,17804.361240386963,30275.68202972412,47787.38325500488,38896.92289733887,39030.26254653931,10445.500659942629,18692.2413520813,51135.14348983765,69305.40578079224,57909.18399429321,46812.12317276001,16156.561191558838,39347.88271331787,45400.74337005615,42400.42316436768,54123.10353851318,16401.50112915039,37606.20268630981,21627.501537323,42193.74311828613,51888.90362548828,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(21:0),PI,267696.5991210937,393245.7270507813,324342.9619140625,277151.6818847656,350335.50634765625,583935.0810546875,398807.74755859375,293336.5205078125,391302.4868164063,442888.0546875,421840.60791015625,305278.982421875,329040.1591796875,332887.5634765625,280234.5795898437,431898.95166015625,489399.8701171875,508162.65625,319634.5031738281,464888.2758789063,450729.0747070313,326946.00244140625,268374.52001953125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(22:0),PI,142796.83074951172,154593.86950683594,144965.58978271484,126313.84930419922,141688.81030273438,267972.30114746094,176705.1534423828,139840.3500366211,177489.25366210938,208057.1563720703,252920.22143554688,166507.5125732422,139504.97039794922,144496.27099609375,186969.7125854492,158916.81127929688,202147.2349243164,221187.35424804688,135186.38958740234,207451.0958251953,227944.83837890625,190459.9743652344,68945.72473144531,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(22:1),PI,141446.48986816406,117490.2880859375,149211.60974121094,126992.30981445312,205359.67456054688,207913.3349609375,179049.19262695312,141593.5693359375,227968.73559570312,223507.53564453125,196199.25463867188,130823.90966796876,131964.52880859375,168259.79272460938,143130.38989257812,180831.97338867188,176595.2322998047,194783.8349609375,142606.79052734375,206232.1540527344,195811.375,183556.1735839844,126827.3486328125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(22:2),PI,107530.96719360352,56347.62405395508,76475.00540161133,63963.16432189941,64011.084228515625,101942.08807373048,71138.52514648438,71493.42465209961,95855.00704956056,93796.52734375,82769.66589355469,84519.66607666016,76028.14538574219,94178.88647460938,74414.74588012695,60049.50436401367,91023.68612670898,98899.6860961914,70783.3442993164,78387.58624267578,83560.82498168945,70252.58547973633,29403.062118530277,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(22:4),PI,56895.24383544922,53189.68389892578,56324.22421264648,50449.58358764648,57396.72384643555,86993.3256225586,64802.88464355469,59530.22445678711,72383.58517456055,73409.70617675781,64512.74453735352,51370.18371582031,54621.443908691406,64740.42459106445,52058.02337646485,60442.10446166992,75799.60494995117,80312.44561767578,58444.50424194336,70244.52481079102,77007.7653503418,55291.963928222656,32802.56234741211,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPI(22:6),PI,131409.2290649414,159477.85162353516,162686.3706665039,125520.36822509766,181481.7335205078,293521.0036621094,173275.29333496094,154900.3309326172,196957.87548828125,236753.15759277344,224760.3349609375,158067.5908203125,157778.51202392578,174751.5313720703,161551.75048828125,169462.49353027344,231296.2952270508,250983.21771240237,162089.41131591797,209440.2139892578,204486.3733520508,136659.72875976562,110897.30786132812,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(12:0),PS,74366.78533935547,86427.56646728516,99608.7865600586,91182.92596435548,71282.36517715454,133556.990234375,76666.8851928711,97320.44659423828,107590.8677368164,108185.30725097656,138660.3106689453,84549.78588867188,103824.82775878906,99277.86669921876,85350.66577148438,96361.607421875,120777.1688232422,140968.490234375,93387.16680908205,109845.88818359376,113646.20837402344,109465.12719726562,84633.40588378906,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(13:0),PS,96193.9462890625,83830.42529296875,95959.1069946289,88539.24633789062,87478.96653747559,131144.08862304688,84024.8458480835,91726.70666503906,120151.08935546876,110048.1280517578,122555.18908691406,95590.30639648438,88628.32580566406,97278.02685546876,95197.86755371094,93237.96600341795,109923.1278076172,109295.56762695312,93845.38659667967,97769.70666503906,108577.74792480467,99480.30725097656,91949.4072265625,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(14:1),PS,564187.4580078125,522679.66259765625,582701.6748046875,569362.9057617188,371863.566986084,1023565.9736328124,373808.3085784912,635555.94140625,902357.7666015624,700407.3686523438,816499.33984375,775594.23828125,615403.2299804688,619400.1215820312,661720.3432617188,578714.3012695312,839089.615234375,1229304.0463867188,818670.96484375,939236.1772460938,813512.7534179688,666409.5688476562,364893.1059570313,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(16:1),PS,141753.8895263672,122179.86755371094,132082.02893066406,120502.30865478516,88067.74671173096,186467.7921142578,75821.8655128479,132278.90856933594,275930.2990722656,194071.6148681641,167785.43139648438,142353.51013183594,147982.6690673828,160706.51208496094,122306.00854492188,121166.74865722656,198448.8961181641,192839.71215820312,125064.62878417967,157053.39038085938,167912.87200927734,137204.68969726562,99840.70703125,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(17:2),PS,65879.1244506836,88258.505859375,87842.26647949219,75120.1655883789,75487.76512527466,188520.0938720703,67845.36507415771,77721.90490722656,81306.66607666016,97412.94714355467,100458.5867919922,71873.08489990234,78414.86535644531,77926.08557128906,72870.20483398438,80943.72564697266,100563.78686523438,88910.92572021484,225060.3560791016,82658.34558105469,93701.2064819336,87767.44653320312,74220.0849609375,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(18:1),PS,84084.30578613281,105600.20727539062,113408.8681640625,91644.24621582033,59330.22430801392,156724.79077148438,57218.26396560669,96670.3466796875,143473.68969726562,195712.6735839844,123019.26904296876,121622.94732666016,82917.58605957031,94810.32629394533,81927.22589111328,91808.74700927734,184107.79193115237,111896.4887084961,97642.68701171876,101141.36779785156,189457.8336181641,138021.1492919922,66536.56427001953,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(18:2),PS,53261.6435546875,64621.164489746094,73405.12506103516,55022.34405517578,44884.86339187622,80282.30587768555,43631.30308151245,66397.9447631836,70229.84490966797,78345.8466796875,73448.28564453125,65119.004821777344,64460.38458251953,68239.08502197266,62404.54479980469,64971.28497314453,78223.52536010742,73110.38513183594,74618.32525634766,80655.98602294922,72964.42547607422,66035.62478637695,48057.46362304688,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(18:3),PS,49757.783752441406,56380.18405151367,64718.10498046875,51949.70361328125,48595.04381942749,65773.54504394531,47617.64362335205,61188.564208984375,59355.72384643555,67031.78454589844,65413.90441894531,54076.18365478516,58146.28399658203,56761.243896484375,61748.54473876953,64310.10437011719,68763.0048828125,64049.56408691406,64442.484375,57190.46356201172,56197.784423828125,58270.48431396485,49115.5032043457,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(20:0),PS,59159.12438964844,60642.40452575684,72949.80505371094,58661.26407623291,46433.5832862854,103658.24671554564,44310.52314376831,62814.86407470703,79696.52520751953,98405.8671875,78317.28591918945,70256.86476516724,66570.76482772827,70946.36456298828,62729.54470825195,64714.70431137085,94516.20659637453,82174.00573348999,66576.9252319336,75683.00499725342,84584.02551269531,65577.86486816406,60208.72394561768,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(20:1),PS,121927.20861816406,95068.24631500244,134353.32958984375,116434.76791381836,92685.68658447266,148981.5298576355,89357.16743087769,121553.10864257812,143850.31091308594,155867.83142089844,136700.54930496216,120707.50811767578,121261.00804901125,130640.72973632812,102113.06733322144,116182.16854858398,164169.06970977783,161747.5731124878,139381.75,148262.6517372131,148790.5108642578,115452.74816894533,97257.40671157835,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(20:2),PS,209510.294921875,66393.50361251831,285799.4055786133,351460.019985199,43737.64315032959,215211.91438674927,38307.12292480469,214065.6746826172,225711.43655395508,258191.33837890625,442152.05335617065,233217.11431884769,267147.6392555237,269041.5980834961,196400.39548492432,100441.26769256592,229248.3766746521,281246.4809074402,914224.5704345704,227102.8177146912,298217.2633666992,173831.51165771484,41663.323123931885,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(20:3),PS,65502.24456787109,58839.64440536499,92167.62661743164,47814.20351409912,64553.085037231445,65863.744972229,46589.54319000244,57852.18411254883,72473.84481811523,66814.28442382812,79852.80569076538,73095.7852973938,61473.90431213379,91638.8057861328,59041.34422302246,63915.1844291687,84549.14567947388,65522.70462799072,66629.38507080078,71939.80562210083,58725.52429199219,55335.3840637207,52617.96396255493,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(20:4),PS,35084.16261291504,27608.30209350586,44003.02331542969,32559.782146453857,27822.021842956543,33216.52221298218,30490.86224746704,33513.282455444336,50812.66329956055,50286.18336486816,45219.86307144165,44262.14292526245,30140.422088623047,40932.84310913086,32998.282302856445,36152.262367248535,50156.90345001221,37246.28266143799,36840.92272949219,105836.18857192992,52404.34373474121,41348.80285644531,30552.182189941406,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(20:5),PS,42116.022731781006,10370.36071395874,47543.663650512695,30709.8020362854,19120.46124267578,12678.620986938477,27445.961875915527,42609.18312072754,42413.123046875,44618.44308853149,51103.52363967896,51244.34323120117,4335.420333862305,65869.30474853516,28031.54200363159,26616.58178710937,39979.4228515625,14527.320957183838,50993.963638305664,54723.2841835022,38863.28285217285,35810.40278625488,26183.58193206787,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(21:0),PS,119259.54895019533,155206.01135253906,171520.19287109375,139559.830078125,84693.025806427,316263.6838378906,77361.36534118652,146654.73083496094,211114.61560058597,205241.5947265625,195118.01245117188,145369.130859375,160055.45275878906,159947.09155273438,144968.93017578125,162833.65002441406,275760.27868652344,275050.03845214844,165813.03186035156,230954.67834472656,225251.6961669922,138212.29052734375,113976.40759277344,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(22:0),PS,87395.1064453125,97320.90661621094,88787.98608398438,87472.32678222656,89785.44625091553,140216.6085205078,84345.96621322632,90209.44635009766,113070.24780273438,119718.12866210938,127001.56872558594,93312.0264892578,102548.86743164062,94706.20666503906,86085.68627929688,102100.02685546876,124845.46923828124,120916.58862304688,90057.24658203125,118489.7685546875,133243.32934570312,102461.86706542967,81659.765625,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(22:1),PS,177312.03295898438,123948.9678955078,164436.1123046875,118592.84838867188,220045.3357849121,215400.55493164065,153977.29107666016,149633.49060058594,269085.5993652344,247005.45751953125,172763.9716796875,159061.01196289062,137652.78930664062,167450.89111328125,119234.60925292967,221518.35522460935,203748.69409179688,186479.21362304688,150302.94970703125,204893.81274414065,204058.01489257807,151369.11096191406,144813.98962402344,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(22:2),PS,50197.16363525391,54959.02374267578,57636.24365234375,54021.56359863281,46375.32368469238,101310.50659179688,41540.68285369873,55052.3440246582,90583.88708496094,100892.68743896484,71263.08520507812,56872.10409545898,62971.18475341797,58864.76409912109,56814.76376342773,60314.22439575195,100854.26727294922,101129.7064819336,56459.32403564453,141900.85095214844,83277.92614746094,62112.32403564453,45866.30322265625,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(22:4),PS,67974.0443725586,74337.98529052734,84146.9252319336,67817.92498779297,59324.2435836792,107459.24786376952,45643.8231010437,76059.3052368164,92052.36651611328,90658.84631347656,85277.16491699219,78103.68566894531,78676.56530761719,82795.12548828125,75848.12536621094,77405.62518310547,103394.48748779295,102935.5283203125,83326.54541015625,96603.98681640624,94519.38647460938,68311.1449584961,52716.6439819336,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(22:6),PS,100333.42700195312,136991.46923828125,133200.68969726562,114760.82751464844,73593.56524276733,197473.51245117188,67261.44454956055,131261.46911621094,177839.1923828125,143298.58923339844,151031.4102783203,122947.04931640624,130569.20971679688,132892.54821777344,112914.10748291016,123982.88818359376,188644.2724609375,176698.17224121094,136980.1300048828,194026.71337890625,151196.9522705078,117024.66870117188,87399.2466430664,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(O-16:0),PS,237731.39697265625,171003.03173828125,225006.31518554688,202970.19555664065,196688.81409454343,246497.15893554688,174720.15204238892,213354.4553222656,295293.6418457031,301243.7619628906,296951.60107421875,243096.9775390625,252893.23559570312,244766.15673828125,217442.75659179688,184321.31323242188,260562.15747070312,254525.41845703125,210158.43286132807,218892.037109375,282933.8186035156,247262.47802734372,179513.71362304688,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(O-18:0),PS,483204.7534179688,409861.9274902344,390226.3837890625,390576.08349609375,226084.23793792725,919711.6791992188,207693.9948158264,493007.4479980469,882007.0607910156,484952.5310058594,600119.5629882812,654542.5043945312,477465.595703125,474658.232421875,527487.6977539062,441758.8935546875,635281.3857421875,1179956.3293457031,406517.0729980469,903054.7004394532,670406.1015625,514080.1943359375,244715.63598632807,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(O-20:0),PS,2247.4801483154297,4938.640243530273,2300.9401512146,3183.900230407715,3185.8401832580566,5913.280384063721,2146.140148162842,2135.2001419067383,2307.160171508789,2273.100154876709,2303.3801498413086,3634.9402770996094,4675.420379638672,2235.1201515197754,2872.9002265930176,3066.1802406311035,3534.7602729797363,6050.620391845703,2665.6601943969727,2568.6001586914062,2230.5001487731934,2482.000175476074,2982.940196990967,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(P-16:0),PS,77969.30480957031,97917.80651855467,97902.3471069336,79810.86529541016,102519.36670684814,138104.57012939453,58887.02431869507,84259.70587158203,97767.94677734376,171829.15307617188,103203.16705322266,156722.87127685547,111897.18811035156,134806.6688232422,99263.46691894533,95722.70568847656,137184.5308227539,122186.18927001952,89122.68713378906,102798.88696289062,110465.1278076172,89502.92651367188,112676.24792480467,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(P-18:0),PS,48902.263244628906,67347.48455810547,61934.26446533203,59395.304443359375,57963.00383377075,86010.40606689453,51073.24351119995,56123.26416015625,64677.74456787109,78279.42590332031,78425.62512207031,63766.42474365234,61011.12432861328,63733.504821777344,58011.32415771485,64883.58489990234,77989.96502685547,73620.86511230469,67977.20483398438,67136.20501708984,76662.60510253906,66999.02465820312,54120.14404296875,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
LPS(P-20:0),PS,3133.960205078125,19783.301677703857,3748.880302429199,4208.860359191895,7846.0805015563965,38123.16283035278,3452.6202507019043,2938.720203399658,4126.880359649658,4151.260341644287,4364.540237426758,3952.860301971436,16018.20111465454,2873.8002128601074,7128.06058883667,5361.940319061279,4515.900302886963,22861.721508026123,3490.0602836608887,3950.2002143859854,5738.2803955078125,4614.860294342041,3378.480255126953,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
PC(10:0)|LPC(11:0),PC,86631.8062133789,79973.505859375,85850.48681640625,84374.26550292969,81122.88653564453,65832.4243774414,61073.103515625,92251.16723632812,80540.0249633789,67761.5453491211,81763.10614013672,89352.40686035156,90450.08599853516,91619.4067993164,92455.1869506836,78573.5859375,64467.68426513672,70462.62469482422,84582.20574951172,59393.20373535156,70826.50469970703,97411.505859375,45321.36334228516,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
PC(12:0)|LPC(13:0)|LPC(O-14:0),PC,42868.52301025391,36476.02255249024,45095.40270996094,40723.96325683594,46830.22338867188,56277.82406616211,59366.56365966797,44801.50323486328,53717.363861083984,54363.52374267578,49012.403259277344,44159.58282470703,45350.76287841797,45219.30334472656,42283.68322753906,46492.26318359375,54986.50384521485,57175.10354614258,45606.00286865234,51973.02374267578,54216.26416015625,40564.50271606445,38026.90274047852,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
PC(12:4),PC,54087.30352783203,58058.2841796875,59846.32446289063,55233.423828125,64844.44500732422,78550.4859008789,71778.86511230469,61099.08483886719,69234.24548339844,71056.2451171875,66477.38427734375,57259.54370117188,56175.60430908203,59703.044006347656,58100.44384765625,58423.54431152344,72207.30529785156,77444.40563964844,60814.28497314453,63815.68426513672,66951.12512207031,56689.803771972656,48748.52325439453,Brain Region: diencephalon,Brain Region: cerebellum,Brain Region: diencephalon vs Brain Region: cerebellum_,11,11,Blank_Blank_Blank_Blank_Blank
