Lipid,Class,FAD185_M4_Male_WT_cerebellum,FAD185_M4_Male_WT_cortex ,FAD185_M4_Male_WT_diencephalon,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cerebellum,FAD189_M3_Male_WT_cortex ,FAD189_M3_Male_WT_diencephalon,FAD189_M3_Male_WT_hippocampus,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8661.080646514893,8372.62056350708,7816.26053237915,9328.74059677124,9001.020645141602,7941.820571899414,8907.860569000244,8502.580646514893,9689.680694580078,8577.140621185303,8721.760601043701,8568.220588684082,8318.060626983643,8411.740604400635,7482.000534057617,7539.040561676025,13441.081062316896,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
1-O-carboceroyl-Cer(d18:1/18:0),Cer,5883.54044342041,5207.060371398926,5258.760345458984,6087.420398712158,5280.9404220581055,5650.460433959961,5710.500385284424,4769.1403160095215,5799.040378570557,5413.460395812988,5578.660442352295,6196.2203941345215,5115.880325317383,5130.460311889648,5487.040382385254,5558.380397796631,10754.940727233889,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/16:0),Cer,8735.280536651611,9290.400688171389,8148.64066696167,8501.54056930542,8516.400615692139,7143.50057220459,7521.940540313721,9123.6806640625,7474.940441131592,7802.7805519104,7981.360595703125,8040.980537414551,8573.660594940186,8101.120586395264,8647.680599212646,8830.200618743896,27056.321769714355,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/18:0),Cer,6981.180500030518,6837.580448150635,6925.360507965088,7972.80057144165,7391.100601196289,5950.34041595459,7045.340488433838,7738.960517883301,7792.660556793213,7725.420509338379,6294.140449523926,8824.200637817383,7122.800559997559,7911.000511169434,6836.120529174805,6892.3405113220215,68355.16482543945,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,10219.000663757324,9565.300636291504,8926.260597229004,10325.38069152832,10520.740711212158,8808.120651245117,10403.060832977297,9717.960689544678,9364.940658569336,9810.380699157717,9463.600631713867,9922.920711517334,9801.420639038086,10066.900783538818,10230.800720214844,10515.620750427246,13193.50090789795,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,6952.5604820251465,8650.720581054688,8245.660610198975,8535.900554656982,7945.700611114502,9187.500675201416,8062.280567169189,9617.800693511965,6948.380500793457,7057.380542755127,9130.20064163208,9591.080646514893,9086.820735931396,9158.640632629396,7684.760482788086,9780.680618286133,13192.94090270996,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
1-O-pentacosanoyl-Cer(d18:1/16:0),Cer,8179.280578613281,9663.680641174316,8450.26053237915,8803.960636138916,8828.020603179932,7633.620571136475,6795.100513458252,7818.540576934814,9166.600620269775,8940.48063659668,7604.800563812256,8188.280567169189,7844.560554504394,9711.52070236206,8546.240688323975,8967.700687408447,12938.94090270996,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,9397.540691375732,9130.02063369751,8991.360679626465,9259.84059906006,9237.920612335203,8344.720603942871,7866.760555267334,8220.380592346191,9683.500770568848,9297.44063949585,9360.44066619873,9959.060760498049,8104.660575866699,8682.920627593994,8225.540557861328,9261.020671844482,13541.00082397461,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,4082.340297698975,4670.720272064209,4763.640342712402,4582.320308685303,5002.220348358154,4828.840335845947,5930.140460968018,4383.04029083252,5406.7203941345215,5353.00036239624,5483.860397338867,4845.380363464356,5042.760368347168,4756.000324249268,5524.400386810303,5247.520420074463,7750.14049911499,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
CAR,CAR,46440.56329345703,47234.3635559082,43209.50308227539,45818.92294692993,44907.54349899292,45410.30307006836,43425.30322265625,44214.12307739258,48045.42339324951,44588.18323516846,43833.5830078125,44582.10324859619,44804.78328704834,45051.662799835205,46375.6432800293,44112.16289901733,43366.06298828125,Sex: Male | Genotype: WT,Sex: Female | Genotype: 5xFAD,Sex: Male__Genotype: WT vs Sex: Female__Genotype: 5xFAD_,8,8,Blank_Blank_Blank_Blank_Blank
