Lipid,Class,DOD93_F4_Female_5xFAD_cortex ,DOD94_F3_Female_WT_cortex ,DOD94_F4_Female_5xFAD_cortex ,FAD184_F3_Female_WT_cortex ,FAD184_F4_Female_WT_cortex ,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD185_M4_Male_WT_cortex ,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,FAD189_M3_Male_WT_cortex ,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
SM(d16:0/23:0),SM,41050.92292022705,38375.32255554199,40685.56252670288,38419.38274765015,34411.40235900879,58489.10377120972,39066.50267791748,42029.26333236694,39918.54301834106,38366.98278427124,36042.8224067688,35788.52231216431,38780.42279815674,39223.32272720337,38425.4228515625,39113.14272689819,34459.00259780884,38147.22288513184,36955.5025138855,36207.14259338379,35434.58239364624,32804.082080841064,179749.85235595703,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:0/24:0),SM,43841.90311431885,42553.74305343628,43746.80324935913,42707.84303665161,36410.182888031006,58091.76414108277,42094.36303329468,44512.34302520752,45262.02314758301,41867.32302856445,40380.80298995972,43623.04314041138,43251.82323074341,42472.70296096802,44536.2232093811,40374.94285964966,38635.26258850098,44298.50308990479,40720.0432434082,38999.96266937256,40005.22287750244,41828.42300415039,231929.6138916016,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:0/25:0),SM,43295.46318817139,43485.64324188232,44693.92317581177,44667.12343978882,37481.12272644043,64722.844329833984,41476.92325592041,45246.58310699463,45050.723083496094,43138.98302078247,40365.76303482056,46095.20318222046,48463.74337387085,44082.82314300537,43414.10289764404,41971.10319519043,42272.5630531311,40129.60279464722,44409.403327941895,43232.90295410156,42453.76330947876,41586.20307922363,225879.13806152344,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/16:0),SM,54883.46374511719,56146.54382324219,53017.62335205078,50206.16317749024,49483.5634765625,52396.50408935547,48499.88317871094,54789.763671875,50546.783447265625,47730.44329833984,46495.54364013672,55755.80438232422,52617.26379394531,53192.76361083984,55199.52392578125,46097.54342651367,48486.02313232422,50305.60345458984,50959.443908691406,47600.723541259766,49911.26354980469,52885.90393066406,240187.5366821289,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/17:0),SM,46290.34344482422,44274.96298217773,45771.823303222656,44245.40301513672,43583.10314941406,47242.16342163086,41509.10284423828,41694.0228881836,43912.96322631836,40656.36294555664,42916.3432006836,47327.22314453125,49745.08349609375,47271.54357910156,47188.24346923828,43643.183197021484,43717.123291015625,42091.84310913086,42188.90295410156,44808.5432434082,43684.40301513672,42436.602783203125,254567.97631835935,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/18:0),SM,30768.402130126957,32847.12219238281,32951.36225891113,31848.682334899902,32115.122314453125,32898.482177734375,29960.36228942871,29147.482025146484,31159.742233276367,30513.34197998047,29343.181838989258,32766.98226928711,32772.10205078125,30606.90217590332,35638.282653808594,29736.06191253662,29962.80206298828,31988.84226989746,29521.46221923828,29360.84197998047,30495.142196655277,30947.862075805664,279586.8795776367,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/18:1),SM,33639.54281616211,34479.242614746094,30946.502197265625,28053.862129211426,29817.46209716797,34600.18258666992,27076.92189025879,31763.622470855717,29884.20211791992,29287.182342529297,27987.36193847656,35272.02233886719,34402.68250274658,33874.10243225098,32731.0224609375,32234.62201690674,29385.26202392578,28233.321975708008,29057.48211669922,31056.842346191406,32442.302185058597,29438.802154541016,280486.9385986328,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/20:0),SM,32364.002265930176,29679.282180786133,37073.48292541504,29843.54230117798,28299.70227432251,56734.68421936035,33094.58233642578,32637.982330322266,39607.96327209473,30327.62222290039,29505.482025146484,32434.50228881836,33997.38220214844,36528.66278076172,38054.86270904541,35600.342514038086,33473.84248352051,28721.481998443604,34612.32266998291,30057.662322998047,32775.482330322266,31590.462326049805,158926.93170166016,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/20:1),SM,37899.44274139404,32774.862186431885,33598.7424621582,38272.56272888184,31034.1422958374,54026.7446975708,35583.782638549805,40201.062812805176,39329.66229248047,31184.642120361328,30897.08229064941,34030.30229949951,28849.822078704838,36229.042556762695,36644.2427520752,33425.66256713867,33043.902435302734,28236.92198562622,33031.782318115234,34761.20253753662,31864.482376098636,34841.06271362305,169404.84954833984,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/22:0),SM,34021.9824256897,31938.40225982666,34162.62254714966,32455.322425842285,29061.582229614258,50451.90339279175,33139.24243545532,35428.822441101074,35159.1826210022,30512.42225265503,31207.12224578857,31936.44248199463,34163.34268951416,31386.922241210938,30553.342163085938,30586.58209991455,29400.061992645264,29090.94202041626,32263.32218551636,31072.38217163086,27954.16220855713,31448.64211654663,191499.85546875,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/22:1),SM,35239.72228240967,32856.78234863281,34825.00238800049,33324.80247116089,31570.422382354736,44016.682762146,30413.222038269043,36278.16215133667,37695.46257019043,31287.782123565677,30895.722328186035,35520.9227104187,35608.82228851318,32119.842124938965,34199.3625869751,31342.24214553833,33512.10208892822,31778.742389678955,32142.16258621216,29298.22206878662,30827.72239303589,31726.302227020264,197034.0920410156,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/23:0),SM,40814.58313369751,37934.66258239746,39034.30281829834,37299.90257644653,35948.34275817871,47808.12344741821,37433.30276870728,40768.98264694214,38750.70292663574,37381.12261581421,32627.022090911865,37785.8027420044,37857.28258132935,35360.20230102539,33396.762687683105,34981.84244155884,34376.02265167236,34762.76238632202,34437.722118377686,36394.84252548218,34568.18238449097,32923.10220718384,180516.47393798828,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/24:0),SM,42685.60306549072,43678.96292114258,43110.2227935791,44155.463203430176,40761.66288375855,56330.48348999024,41568.6628036499,43325.00314331055,43179.74283218384,43271.96311950684,37212.72249984741,44787.90322113037,42485.46293640137,41084.30307769776,45857.38342285156,43184.04301452637,41344.24279785156,39263.00285720825,42053.06271362305,41501.96284866333,39268.90293884277,38785.76266860962,228127.1362915039,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/24:1),SM,44982.903423309326,43349.48271560669,47258.1033782959,43932.18294906616,41902.622661590576,60676.24385452271,43971.223110198975,47293.02342605591,40577.68282318115,47856.74319076538,43250.9231262207,46159.62391662598,43439.14292526245,45388.82326889038,45971.48310470581,45191.78370666504,39561.142578125,40253.20292663574,45469.96324920654,41374.24320220947,41574.042766571045,42101.34298706055,236158.57989501956,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d16:1/25:0),SM,44328.78293609619,44478.563079833984,47662.30308532715,43275.262634277344,44100.10327529907,60963.94446563721,43978.36293411255,43768.36349487305,46021.32328414917,42543.94310760498,43483.06315612793,44346.66310882568,47683.66339874268,44367.4429397583,42671.34329605103,44887.34339904785,39932.26252365112,39380.682876586914,42830.18324661255,42020.14297485352,43066.3228187561,43552.74322891235,228085.47607421875,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d17:0/27:0),SM,136758.34883117676,130341.1494216919,137039.22928237915,144272.22998428345,121498.2692489624,141986.3097267151,123152.02808380128,127632.64841461182,126416.86948776244,128857.26794815063,119678.6079750061,136548.1291923523,131219.60828399658,131830.45013046265,134777.28945541382,134408.3095817566,128230.04900741576,120455.2887802124,127828.24989318848,130113.81002807616,120872.98826980592,125371.74839782716,2413118.829589844,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d17:1/24:1),SM,47073.10348892212,43437.62317657471,46887.78371810913,48407.62315750122,42507.143184661865,59117.0039138794,42351.98286437988,46466.9829788208,49240.98325347901,43969.84298706055,41849.62315368652,44981.00324630737,48188.1834526062,46144.582847595215,44566.922927856445,44462.78317260742,45400.383140563965,43220.6431312561,40795.72305297852,44050.38306427002,42047.26254653931,42087.52280807495,231319.49591064453,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d17:1/26:1),SM,26197.54216766357,27172.981910705566,27552.381927490234,24868.96181488037,20283.14142227173,36649.94279098511,25567.52182006836,26307.921913146973,24837.40165710449,24243.72161102295,23065.88177871704,25673.94195175171,24243.701725006104,24112.04158782959,27466.38180923462,23678.22168731689,24725.541870117188,25015.74183654785,24980.14157485962,23790.88180923462,24820.401611328125,24676.68173980713,89938.4467163086,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:0/13:0),SM,38118.40252685547,37654.602447509766,40446.2629699707,40511.68307495117,38564.82269287109,37239.80288314819,37898.3024597168,41003.68290710449,36930.18294906616,38429.16288757324,35721.12239074707,44317.78314208984,42747.403396606445,46366.96325683594,39295.8228302002,39155.48272705078,36796.402671813965,38848.62283325195,39686.96286010742,37946.24243164063,36403.70291900635,37718.22269821167,205473.8741455078,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:0/15:0),SM,44300.12309265137,47458.6432800293,45385.6833190918,44943.98327636719,43955.54333496094,45119.603271484375,43607.08319091797,43289.84359741211,40979.74285888672,45730.9631652832,38188.52276611328,45695.86306762695,45368.98327636719,46199.5634765625,44683.8630065918,43360.88348388672,42905.422943115234,42652.72314453125,43370.26279449463,44388.68298339844,45499.02337646485,45671.083435058594,262196.61810302734,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:0/17:0),SM,31446.32232666016,29818.481861114506,31555.401916503903,29966.662078857426,26949.34178161621,29688.04229736328,25721.061805725098,28146.822036743164,30853.582000732426,30522.18203735352,28074.56202697754,29483.74200439453,31192.302337646484,32704.762268066406,32527.68238067627,28154.022033691406,26024.00184631348,27779.9619140625,30967.32209777832,27879.58212280273,29194.741973876957,27483.902130126957,214589.1149597168,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:0/24:0),SM,33359.72226333618,32193.522289276123,30150.02219772339,29704.902057647705,28615.282077789307,35759.16256713867,29944.4620552063,33210.18246459961,27868.381923675537,31667.642223358154,26724.96200942993,30698.522247314453,31087.36212539673,29209.70190811157,29346.40205001831,31930.202114105225,30403.20225906372,29869.142181396484,29821.582229614258,28342.94186019897,29741.302227020264,28862.94205474853,105951.06567382812,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:0/24:1),SM,33770.54242706299,32375.16229248047,32445.762046813965,31511.202365875244,29728.262084960938,34469.9825630188,28592.002155303955,33978.042388916016,33214.40219497681,28912.34204483032,29925.76219558716,30735.262378692627,31854.082153320312,33415.14244842529,32593.482486724854,30984.78234863281,31111.46230697632,31238.98239517212,30173.92227172852,31030.202407836918,31297.042350769043,29749.9621925354,112292.8483581543,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:0/26:1(17Z)),SM,134972.04991149902,126225.7290878296,129770.36916732788,136258.00887680054,119960.84805297852,135136.92915725708,120733.80792617798,128634.32963562012,125172.18898391724,134746.14907836914,119251.0485496521,132377.3896560669,132139.18991088867,129700.44942855836,129709.00939178468,123954.86894989014,127975.30871582033,112958.6880645752,123767.88822174072,124648.48929977416,121698.54837799072,123142.28901290894,2247619.958251953,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:1/12:0),SM,41656.1830444336,40269.14294433594,38661.32265853882,38942.68268203735,33962.20206069946,35907.40266799927,36218.58261871338,39018.28309631348,35965.82263946533,35629.24256515503,35556.06238555908,45555.86309814453,35697.32261276245,39862.222396850586,40042.762966156006,34269.162631988525,36110.28244781494,35687.22256851196,36262.4426651001,37395.322681427,33992.72246551514,36052.84230041504,123416.40893554688,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:1/17:0),SM,31000.56242370605,30819.242065429688,29538.701934814453,29275.441955566406,29380.701934814453,30968.52227020264,28047.32202148437,28844.66209411621,30152.101837158203,31617.102294921875,27264.78192138672,32464.402297973636,33244.64221191406,34054.58256530762,32624.622497558597,28938.16203308105,28873.642013549805,30047.72200012207,28315.54192352295,30203.88195800781,26273.06187438965,27760.62188720703,217041.5557861328,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:1/19:0),SM,28832.682022094727,29077.88207244873,28267.52169036865,29652.702087402344,25533.781929016117,53393.063903808594,27601.282077789307,29476.68218231201,27034.0219078064,23887.64181137085,26903.56188964844,30563.662113189697,32127.302337646484,28724.4619140625,32659.98229598999,30831.70209121704,27826.34210205078,25661.72180557251,26938.90173721313,26087.28187179565,29105.561756134037,29447.262016296387,134478.64916992188,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:1/24:1(15Z)),SM,33210.78242111206,31824.882194519043,34645.862422943115,34102.10227584839,30283.66229248047,35482.30250930786,32767.94207382202,35642.92223358154,33733.3225402832,33855.102558135986,30490.92213058472,35559.52243804932,33098.60245895386,34512.842208862305,30389.32210922241,30341.281955718998,29269.5622253418,33907.06259536743,28824.262161254883,31316.441970825195,30943.982219696045,32382.562465667725,133913.02923583984,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:1/25:0),SM,23100.82160949707,27657.102069854736,25019.10176849365,23384.74164199829,21592.121574401852,37935.762729644775,25401.60178756714,26318.94171142578,26690.641956329346,22949.14159011841,21976.0415725708,28040.222106933597,24364.56196212769,23868.46156692505,22385.341583251957,24400.54176712036,23601.06174468994,22454.48152923584,24014.481803894043,22473.16176605225,24087.641716003414,25812.681785583496,81866.10473632812,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:1/26:1(17Z)),SM,131827.98917388916,121866.04740905762,124143.1891746521,129799.72887420654,114119.32759857178,120441.54879379272,114167.38845062256,120417.26876831056,116516.34811782835,122150.7091178894,111152.26769256592,127807.8484725952,118725.28861999512,121081.14918899536,125441.64851379396,120934.828540802,127196.96937942503,111143.56796264648,118272.72902297974,119566.9490737915,112779.02848434448,115825.20834732056,2088754.373046875,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:2/14:0),SM,52528.463928222656,52768.02355957031,52659.62396240234,50740.76361083984,54022.94354248047,52472.584144592285,48392.12377929688,52448.26382446289,49660.863037109375,54168.50408935547,48844.40353393555,54865.22344970703,55795.46356201172,54147.22360229492,52852.40350341797,52384.36376953125,45929.622997283936,48576.543395996094,47619.70343017578,52826.94421386719,49872.3434753418,52372.70385742188,225997.27587890625,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:2/15:0),SM,49937.063873291016,47372.18328857422,45160.802978515625,45345.503173828125,41878.08276367188,48693.3835144043,40039.78280639648,44085.16354370117,41731.34265136719,45074.12292480469,39248.48303222656,48112.48394775391,47481.50347900391,43730.243560791016,47532.44323730469,44780.94332885742,43949.923248291016,45020.94348144531,43480.80310058594,43187.04275512695,44756.12335205078,44585.18328857422,220162.15649414065,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:2/18:1),SM,32591.90252304077,32000.762298583984,35500.72221374512,33487.062255859375,32926.80239868164,49299.70394897461,35042.00277709961,39069.40311431885,36431.80233764648,31893.862091064453,31193.34230041504,32221.002265930176,30575.862129211426,39330.522872924805,34784.56239318848,32787.56245422363,32254.682373046875,32325.26239013672,36706.78227233887,32309.30242919922,32971.16223144531,31957.30212402344,170948.2527770996,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:2/20:1),SM,39439.74291229248,33183.94241333008,35017.32232666016,41686.76303482056,31407.74222946167,49339.0033454895,36997.982734680176,41097.68296432495,36049.36265182495,36891.16248703003,31900.78240585327,38674.2029838562,38971.76274108887,36921.26268768311,36127.72230529785,37498.1025428772,32124.782474517822,32673.02236557007,35990.32263183594,35085.58243560791,35685.60276412964,32750.862396240234,207325.0698852539,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:2/21:0),SM,38506.98285293579,35691.64234542847,37314.32284545898,37651.88261413574,33898.6823425293,42984.66325759888,33144.68214035034,41046.78332519531,38030.58251953125,35716.84238815308,34726.86231613159,38733.462772369385,36567.64251327515,37649.34265136719,35245.922496795654,34940.10250854492,38128.8825378418,34951.68245315552,36227.62261581421,37152.78268051148,33009.12229537964,34541.70222854614,203882.7945556641,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:2/22:1),SM,58229.464138031006,48501.40326690674,53557.62344360352,51966.44434738159,51366.46350479126,100304.72636413574,55360.0039100647,59924.48425292969,51472.60346984863,52323.86349487305,48148.30286788941,54476.38381195068,51319.80326080322,52344.12382507324,51338.10350418091,50682.96334838867,51700.804054260254,48941.84362411499,53798.30404663086,55728.86389541626,48731.96366119385,50122.52379989624,264913.35791015625,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
SM(d18:2/24:1),SM,40526.622661590576,37877.202781677246,35345.10256195068,42507.44267272949,38038.54288482666,41541.78260421753,36472.98281478882,41455.18278884888,39332.14274215698,35915.602672576904,35130.92234802246,38333.44267654419,37575.28243637085,37336.082386016846,39616.32283401489,37375.62258529663,40369.28279876709,37954.7426071167,38441.382793426514,38777.62243270874,37995.10287094116,37481.68272781372,182088.6539916992,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(37:0)]_FA14:0,TAG,62025.08410644531,57146.62451171875,61422.92419433594,64227.04455566406,64433.00500488281,102726.1866455078,76987.42517089844,66010.96508789062,83257.80596923828,117497.42797851562,85667.64599609375,69228.68505859375,56230.22412109375,51375.2236328125,73664.12561035156,63976.16467285156,91795.58654785156,93022.98681640624,62186.384521484375,90494.24597167967,102531.86694335938,61072.42419433594,53841.62384033203,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(37:0)]_FA16:0,TAG,114335.1470336914,89185.6069946289,82937.7251586914,95002.5259399414,112241.92797851562,154496.5502319336,133137.84924316406,112886.82830810548,168021.9139404297,739715.1964111328,475194.974609375,110296.00805664062,88696.00659179688,91158.24670410156,119384.62774658205,102851.0068359375,148651.3309326172,155602.8507080078,104126.0673828125,171260.4110107422,207861.0341796875,115779.86749267578,63377.2846069336,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(37:0)]_FA18:0,TAG,203138.51538085935,167566.45080566406,188696.5134277344,172782.87255859375,208804.85571289065,494381.7938842773,435350.8660888672,271753.2000732422,413390.39025878906,337943.5686035156,232724.77630615237,226877.81713867188,129784.7688293457,161053.6719970703,184971.7330932617,152838.93017578125,390685.92932128906,373748.62255859375,179158.03295898438,350891.365234375,347235.94665527344,190020.31274414065,133977.5894165039,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(38:0)]_FA14:0,TAG,488922.1025390625,313084.14306640625,673425.7041015625,645809.3076171875,459092.4375,502846.35546875,423534.0283203125,515673.0126953125,444194.83203125,537698.6728515625,432055.65234375,456290.4956054688,524732.3930664062,517832.19677734375,525860.4755859375,572308.3442382812,478306.533203125,424250.2314453125,426965.7890625,450269.17041015625,488217.7548828125,625664.7866210938,263183.95703125,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(38:0)]_FA16:0,TAG,156396.91259765625,153971.97143554688,142518.25073242188,151971.27001953125,169172.55346679688,258137.33862304688,228535.9353027344,168245.09155273438,250322.7978515625,378790.8054199219,237564.3154296875,167817.49243164062,140993.37036132812,151199.91064453125,198229.8342285156,148569.13037109375,233208.9775390625,225934.85571289065,165843.05078125,228506.05737304688,256348.43627929688,149218.7294921875,139112.30981445312,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(38:0)]_FA18:0,TAG,226232.49633789065,216683.8134765625,214999.17700195312,196513.73388671875,234072.49536132807,408379.93115234375,392086.8244628906,327425.822265625,517066.75634765625,584651.6628417969,377423.1245117188,277070.3020019531,197607.29638671875,218180.6154785156,274061.39697265625,203617.49487304688,399769.5290527344,380998.029296875,237305.875,366224.8862304688,390544.4475097656,232913.95629882807,184773.5329589844,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA14:0,TAG,4636515.900512695,992602.9139404296,9838704.557861328,9688093.11669922,3726056.857666016,435299.6118164063,362804.6832275391,4904561.684204102,418657.8930664063,331275.9782714844,690909.6423339844,3074246.5869140625,6419185.5390625,6324180.271362305,3620762.0290527344,6663640.892578125,523998.888671875,391473.1638183594,2959342.0509033203,290212.60119628906,418595.0930175781,8168069.145141602,49943.38360595703,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,DAG,133198.08935546875,125240.10925292967,118659.24829101562,98409.746509552,124984.60903930664,200443.31384277344,204165.1541748047,203061.57470703125,124976.68901062012,231146.7165527344,141347.67053222656,136707.7296142578,107779.80780029295,116379.828125,128755.36902236938,117710.80755615234,188257.45263671875,176502.53369140625,119576.1082763672,173850.57202148438,182701.5938720703,94083.0465888977,102517.0669555664,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,TAG,82539.22619628906,80070.84606933594,72732.00500488281,74106.52478027344,87088.5859375,125550.62866210938,128971.12951660156,125202.28833007812,205303.9716796875,188662.5711669922,101859.72692871094,89049.56640625,74092.30554199219,75728.24523925781,97232.16674804688,78575.60571289062,122667.66772460938,122382.24792480467,83511.22570800781,132763.4288330078,143212.990234375,85370.34631347656,66849.10485839844,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,DAG,256015.07762146,239761.11657714844,219825.39614105225,222675.69596862796,211500.97533416748,373951.88818359375,305545.77978515625,266003.4392089844,228669.2567558289,523020.716796875,217148.69565963745,275105.79931640625,214397.91551208496,226331.1563949585,209982.3946762085,216564.09506607056,359605.0056152344,283227.8412361145,225327.65452575684,275020.0994987488,263550.4984931946,222584.5747566223,217122.51489257807,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,TAG,162652.37255859375,159027.91235351562,159007.65209960938,153255.49145507812,186273.91259765625,295530.7983398437,247321.19677734372,178004.09130859375,258785.078125,429288.6687011719,268826.3581542969,186898.77221679688,140820.62939453125,150277.23193359375,219155.8359375,167781.65112304688,277742.6015625,262799.7600097656,173058.39306640625,243830.677734375,285949.201171875,197416.69409179688,128104.22973632812,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,DAG,24562.081886291504,18558.581298828125,28284.681957244877,24974.02178955078,28625.78203201294,50739.18348312378,32288.48234558105,31699.26224899292,32392.742389678955,87834.24602890015,32776.70234298706,22368.44166564941,23791.74161529541,32218.021991729736,29285.082206726074,29120.60201644897,37474.142822265625,31302.96225357056,28568.02206802368,26753.081943511963,31835.76218032837,32530.46229171753,20074.461338043213,Brain Region: cortex,Brain Region: hippocampus,Brain Region: cortex vs Brain Region: hippocampus_,11,11,Blank_Blank_Blank_Blank_Blank
