Lipid,Class,DOD93_F4_Female_5xFAD_cortex ,DOD94_F3_Female_WT_cortex ,DOD94_F4_Female_5xFAD_cortex ,FAD184_F3_Female_WT_cortex ,FAD184_F4_Female_WT_cortex ,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD185_M4_Male_WT_cortex _x,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,FAD189_M3_Male_WT_cortex _x,FAD185_M4_Male_WT_cerebellum,FAD185_M4_Male_WT_cortex _y,FAD185_M4_Male_WT_diencephalon,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cerebellum,FAD189_M3_Male_WT_cortex _y,FAD189_M3_Male_WT_diencephalon,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
CAR(10:1),CAR,462996.2899551392,452669.6117248535,473156.8574142456,471916.7936515808,461430.33322906494,456883.1327896118,465105.2358818054,472870.6527290344,458949.9333877564,462073.6529541016,465064.4133415222,463669.89585113525,472870.6527290344,470902.736000061,469846.89278793335,456407.10988616943,465064.4133415222,456719.7716178894,470096.8910675049,634009.9052734375,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(10:1)_QUAL,CAR,1225996.6278457642,1152608.801185608,1235450.905921936,1192826.0019073486,1209490.2474975586,1161861.2991142273,1133688.3053627014,1223388.7229423523,1159647.360107422,1178396.0200195312,1205198.602191925,1226830.0862236023,1223388.7229423523,1223989.145462036,1188577.2490234375,1191960.7978553772,1205198.602191925,1133229.6761245728,1172517.3888130188,1046036.49609375,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(10:2),CAR,465503.0145187378,457558.5531387329,479235.2310333252,476367.7107849121,477712.733215332,466466.7318916321,460608.3939208984,477107.171875,473931.9167480469,477851.7532348633,486582.8288574219,478791.27502441406,477107.171875,479449.8723144531,478029.55585098267,474985.4504814148,486582.8288574219,472247.4354248047,465915.6570625305,642041.1708984375,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(10:2)_QUAL,CAR,625800.6659698486,583119.983165741,654185.5482177734,625976.7437744141,613562.1617736816,686649.5900878906,652079.5024414062,639425.8439941406,665449.4080810547,632789.7221069336,651245.6447753906,645250.8635253906,639425.8439941406,600914.159362793,633082.9434432983,617690.7841033936,651245.6447753906,586886.3618164062,606192.3217468262,585456.421875,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(10:3),CAR,452021.83361816406,460000.71240234375,474795.994140625,464155.4952850342,468188.3310546875,467282.83181762695,451108.0492782593,465020.26988220215,459617.4909515381,461934.0142211914,472539.2971191406,476578.8731765747,465020.26988220215,464057.452835083,473136.5139160156,471274.576171875,472539.2971191406,462716.1932449341,473883.7734375,611447.3291015625,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(10:3)_QUAL,CAR,685624.3889160156,642235.74609375,697903.6512451172,659595.4996337891,709130.7650985718,746274.6158752441,682222.3889465332,670706.4097900391,736102.3311386108,659423.4671554565,702346.127243042,701900.7349433899,670706.4097900391,672318.2248725891,647108.7614135742,721197.8115234375,702346.127243042,617384.665802002,663728.0073547363,633677.9819335938,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(11:0),CAR,226792.97513198853,217053.09909439087,230251.3971862793,235199.47663497925,229641.99746704104,217638.55546569824,220808.29425430295,228364.27590179443,215391.51430511475,219324.81494140625,222769.0371246338,234711.0570678711,228364.27590179443,228741.0756149292,230991.2163734436,218226.2944984436,222769.0371246338,216124.01500701904,220441.4962081909,307762.5842285156,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(11:0)_QUAL,CAR,970676.92817688,954711.986038208,986055.2133140564,973990.7679748536,977671.6344985962,934787.2282104492,918568.4296531676,971594.3958740234,939842.6645050048,949083.5850601196,989258.566810608,978144.6479530334,971594.3958740234,980565.6117897034,958958.3817367554,951554.263698578,989258.566810608,924346.5397491456,943764.8858032228,870968.1220703125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(12:0),CAR,6678902.369693756,6587197.182506561,6738613.562194824,6841519.090320587,6707013.297504425,6607863.245319366,6664555.5596961975,6697081.9528160095,6635573.870006561,6636016.132194519,6676301.0075035095,6764746.511878967,6697081.9528160095,6717907.478443146,6800531.134380341,6579164.950317383,6676301.0075035095,6659343.449691772,6639128.447193146,6397297.76171875,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(12:0)_QUAL,CAR,1204854.1464118958,1186442.9816474917,1221828.444656372,1270938.2918777466,1232741.0681304932,1231349.6988372805,1221284.5914916992,1241054.7493286133,1306356.8415679932,1193412.1874275208,1213965.2067642212,1224322.105255127,1241054.7493286133,1300107.4476852417,1236211.186569214,1207328.6835975647,1213965.2067642212,1137825.3182106018,1178170.2781333923,1316580.955078125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(14:0),CAR,352516.32289886475,348522.6434059143,355747.00621795654,359881.06538009644,346274.64430618286,341709.0861778259,339953.44495010376,354997.76723480225,334817.0441246033,338206.9849281311,339063.7844963074,349707.2444610596,354997.76723480225,358287.88621521,354786.8057899475,343465.46434402466,339063.7844963074,342347.18447875977,337522.3039932251,372286.3051757813,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(14:0)_QUAL,CAR,767989.5547332764,744998.4352416992,756529.673248291,772035.891960144,743653.8512954712,727281.4342269897,761418.1294593811,764294.6153945923,741924.6730957031,751814.8503990173,748432.934261322,784517.7756309509,764294.6153945923,776724.5965690613,776756.1938323975,717301.4472732544,748432.934261322,715467.2517662048,731135.1941871643,886736.28125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(14:1),CAR,354174.50399017334,355140.1877403259,365205.88707733154,366563.72498703,356826.54473495483,347182.0241088867,358554.5650444031,366983.2272148132,343123.0645942688,346077.24448013306,361806.1068038941,357274.9656906128,366983.2272148132,367769.3065872192,367426.5475463867,353994.2070198059,361806.1068038941,348716.82412719727,354754.462310791,368998.5258789063,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(14:1)_QUAL,CAR,814000.9125061035,744259.6683273315,762916.4165306091,776833.9528961182,752968.1960601807,724341.1519584656,733591.5547332764,756387.4721946716,719726.5105552673,758138.393913269,754983.6320800781,773335.7379722595,756387.4721946716,766401.6937179565,767197.8109855652,740426.3129768372,754983.6320800781,740715.7894592285,719702.2526626587,902707.2607421876,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(14:2),CAR,379257.40713500977,374163.9449691773,390155.8661003113,395916.17125701904,389661.7878799439,381633.790145874,381604.8462371826,391972.246257782,378694.5857315064,378606.2049293518,382274.2672729492,386504.00748825073,391972.246257782,392923.6473693848,394912.0869789124,374577.8872909546,382274.2672729492,379550.0477981568,379640.6463165283,397565.6098632813,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(14:2)_QUAL,CAR,807545.179107666,767973.9305114746,791702.0143814087,807015.7537155151,799562.6788711548,767176.1962928772,789051.5732498169,802263.0186004639,774223.9913330078,761149.5116081238,808655.4323120117,809444.1345405579,802263.0186004639,798070.0604743958,800865.2715682983,776865.636100769,808655.4323120117,746626.632194519,758700.0524291992,898668.984375,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(16:0),CAR,254972.17778015137,251302.79752731323,252360.7569503784,257439.0177116394,254987.4772911072,251473.47735977173,255412.83624649048,255909.8370552063,250881.0977783203,247474.23796463013,260033.4383468628,260782.2986793518,255909.8370552063,263729.85804367065,261857.9980354309,255094.79864120483,260033.4383468628,244751.75845336917,249421.79866027832,283562.0600585937,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(16:0)_QUAL,CAR,750047.2343788147,695143.8098487854,727270.5544624329,732082.8132858276,745552.4319190979,761272.3086395264,757181.172039032,714538.5910606384,763946.3106689453,721392.4711380005,742535.4524078369,739910.9273910522,714538.5910606384,729065.9316101074,724161.7909011841,748902.6073913574,742535.4524078369,712383.3089141846,707938.570438385,743383.630859375,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(16:1),CAR,243783.21682357788,240792.1379928589,245360.19734191892,251715.1997642517,250094.41779708865,238651.93688964844,247915.0375175476,256811.7780532837,235559.25829696652,240942.0760192871,249647.53729248047,248668.6992378235,256811.7780532837,252695.8781776428,252962.2583465576,244456.33667755127,249647.53729248047,242737.27661895752,235482.75677490237,271161.9794921875,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(16:1)_QUAL,CAR,704960.151763916,676417.1706314087,705393.8503189087,725311.6316871643,731428.8098487854,758423.3161010742,721346.4516448975,703302.6930923462,812565.5787582397,735076.952545166,754551.427898407,769126.7771148682,703302.6930923462,761771.6136398315,698302.7676239014,749935.374420166,754551.427898407,713375.989616394,681140.4275474548,740003.9345703125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(16:2),CAR,244697.97831726077,238028.15690994263,240024.1763458252,252207.2161369324,243440.07543563843,243046.63777923584,242045.73767089844,251063.47832870483,235517.69748687744,232855.4962463379,248387.9770622253,245138.49822616577,251063.47832870483,251160.677192688,250200.19537734985,239194.91827774048,248387.9770622253,238116.23794555664,231382.07596588132,256414.337890625,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(16:2)_QUAL,CAR,666640.0074272156,675326.2664108276,674450.1648483276,689828.7694168091,727642.2745780945,701309.7100067139,716002.735786438,688396.1675071716,733708.4512557983,684801.8274307251,689735.8322143555,694329.3298530579,688396.1675071716,741312.2479362488,662673.0277786255,659436.4851989746,689735.8322143555,680106.8850440979,647718.7468833923,720453.970703125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(17:0),CAR,1396086.3981285095,1342411.8786811829,1402296.1561775208,1365435.819694519,1386686.9743041992,1353571.8726654053,1272498.4499282837,1404791.521724701,1295091.9070358276,1300291.628364563,1350500.256099701,1403911.8992271423,1404791.521724701,1424652.5557098389,1353126.6807861328,1384220.1986808777,1350500.256099701,1275777.190788269,1342317.3182106018,1142501.9833984375,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(17:0)_QUAL,CAR,547453.7202033997,535001.0970344543,563622.2194595337,559384.4412536621,552436.002117157,539171.1168403625,537797.8213729858,565967.7417640686,535650.5117263794,540114.2405166626,566670.0461387634,553653.5812950134,565967.7417640686,562287.6005325317,562570.2406730652,540486.1771965027,566670.0461387634,533086.5393829346,534958.2737159729,595367.421875,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:0),CAR,3381557.4882850647,3344060.9525032043,3457404.749382019,3484259.4640693665,3403506.3254776,3212707.112350464,3266554.9107894897,3499383.6750068665,3156970.61000824,3147100.541255951,3332275.1471939087,3440968.196411133,3499383.6750068665,3518062.486724853,3499921.774066925,3371841.245632172,3332275.1471939087,3245037.5331306458,3232710.562191009,3204698.263671875,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:0)_QUAL,CAR,721255.08934021,722951.7132110596,737973.8898925781,743083.9319190979,726716.0859832764,702674.0927810669,704641.5527000427,733856.613407135,682358.8477783203,700399.5262145996,733271.0139122009,716590.8282470703,733856.613407135,733085.6737937927,747540.3379364014,702780.9741096497,733271.0139122009,687811.7888336182,697593.447933197,760985.4560546875,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:1),CAR,3301628.6700057983,3263183.57157135,3365038.3362579346,3382485.3075065613,3296570.7317276,3163711.5511016846,3209502.482975006,3355950.292663574,3061767.8464126587,3129870.37625885,3248227.794692993,3349125.6428222656,3355950.292663574,3388461.5528182983,3367397.8403167725,3220022.6293792725,3248227.794692993,3151038.9817237854,3200600.482662201,3208659.5,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:1)_QUAL,CAR,700237.9283294678,691485.6316871643,705935.4915313721,722437.5520362854,698676.2541503906,684254.9703979492,680631.1444206238,728707.2491493225,659237.9448890686,681394.0701217651,684351.1671180725,696776.6521186829,728707.2491493225,721227.9511795044,712744.3495368958,675206.6469573975,684351.1671180725,669243.5468063354,681471.0283279419,735194.3125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:2),CAR,3395870.140319824,3381310.580318451,3464880.677978516,3512091.339225769,3387669.825321197,3233295.9546928406,3293080.086883545,3450073.6081314087,3153841.6593818665,3171208.575946808,3378507.9884414678,3457559.8312568665,3450073.6081314087,3491905.8846931458,3490407.823757172,3302492.835788727,3378507.9884414678,3245415.816570282,3287624.5207862854,3252238.28515625,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:2)_QUAL,CAR,691594.3280906677,681783.3293418884,696887.011138916,703156.7877388,684677.1701622009,657429.1837158203,664824.4467277527,708036.3482475281,646209.2857894897,658525.7477798462,673538.2653198242,690750.8669586182,708036.3482475281,701849.2703590393,696330.5928192139,664099.7440299988,673538.2653198242,647354.7459030151,644688.2028961182,725255.8544921875,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:3),CAR,3370895.863910675,3354389.6895370483,3406953.552661896,3442251.3753204346,3350015.237663269,3215544.002193451,3233189.695941925,3429904.116878509,3152076.383911133,3176414.3812561035,3312679.8973503117,3407461.330318451,3429904.116878509,3446792.911567688,3403707.0223503117,3290062.8789138794,3312679.8973503117,3198455.052192688,3265775.312194824,3175149.642578125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:3)_QUAL,CAR,734192.0928192139,724256.6666870117,744972.2701225281,740901.3504333496,724836.8706283569,699465.3496551514,696019.29246521,747649.1333656311,693745.6071548462,713923.1545372009,724785.8936004639,729924.0055541992,747649.1333656311,750720.569732666,745413.3921546936,712557.6684417725,724785.8936004639,698366.1102409363,704370.0494613647,757884.5498046875,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:4),CAR,3330174.315475464,3270577.046726227,3370750.345943451,3384906.931880951,3307672.6473503117,3162778.693130493,3206804.1934432983,3399486.8254776,3073514.468444824,3099974.26984787,3229563.2268829346,3378656.8293800354,3399486.8254776,3377583.2187576294,3388878.250629425,3214800.5200042725,3229563.2268829346,3131903.721725464,3190959.591255188,3109092.08203125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(18:4)_QUAL,CAR,729564.9716835022,713336.4137573242,736543.7698898315,749293.1941490173,719543.4729347229,694115.5088729858,696792.8487167358,736047.5109024048,696220.6852416992,698410.2664146423,709531.2917251587,742658.6296157837,736047.5109024048,747812.2742652893,738490.2113761902,695680.4130134583,709531.2917251587,689283.4114532471,700743.2273521423,756819.1298828125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(20:0),CAR,615438.1665687561,608679.9014892578,624361.2435417175,622327.7019195557,603089.2824287415,586645.7002029419,582079.1347312927,631115.6622695923,574311.2203979492,575452.460319519,610788.9026222229,610046.7840309143,631115.6622695923,625775.5028991699,630978.9630126953,588258.3452415466,610788.9026222229,580729.5193443298,595512.2205123901,631235.4873046875,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(20:0)_QUAL,CAR,2067352.8719596865,2030921.9206314087,2096010.542190552,2106460.679851532,2106803.243911743,2091926.9437561035,2024557.981880188,2086055.1295394895,2003382.295475006,2046552.9743804927,2100954.6359443665,2103037.8742256165,2086055.1295394895,2105911.855319977,2070868.5746955872,2067518.1768798828,2100954.6359443665,2005786.6437568665,2088308.668598175,2018746.53125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(20:1),CAR,593621.5425033569,573377.6212539673,593058.0241889954,606478.0848083496,584938.5810966492,559269.5806694031,571172.1201248169,602110.226726532,548740.7184410095,556692.4851226807,577569.9802017212,596167.4827423096,602110.226726532,609974.4481315613,594834.1255531311,576583.0191078186,577569.9802017212,556584.7382469177,564796.5011367798,602583.583984375,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(20:1)_QUAL,CAR,2053046.564304352,2010838.4269599917,2092487.095554352,2093240.2393836973,2075263.855632782,2043130.7114143367,2015235.4481315613,2088881.7276611328,2024805.646728516,2053102.1375083923,2069368.9885978696,2082222.6592216487,2088881.7276611328,2092374.8167266848,2076457.0429763796,2082339.4067230225,2069368.9885978696,2016305.91469574,2046993.6329727173,2005452.6015625,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
CAR(20:2),CAR,540381.9594192505,533664.4797325134,542875.0798339844,542057.2000083923,535712.1989135742,511996.2529373169,522356.77590560913,546378.7353973389,495884.21684265137,510662.513130188,525643.7546577454,544468.7799873352,546378.7353973389,544810.4769973755,545533.9381332397,517482.3745765686,525643.7546577454,506287.9177017212,518068.7759819031,542018.3017578125,Brain Region: cortex,Sex: Male | Genotype: WT,Brain Region: cortex vs Sex: Male__Genotype: WT_,11,8,Blank_Blank_Blank_Blank_Blank
