Lipid,Class,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
PG(30:4),PG,71278.12548828125,62101.98431396485,58699.66397094727,79712.78601074219,70298.12481689453,100807.5072631836,99286.5668334961,68454.58526611328,103514.88720703124,108173.32690429688,67729.54522705078,58296.22421264648,61225.06457519531,70872.38549804688,66998.28509521484,81074.8452758789,111929.36785888672,96634.18713378906,68773.32525634766,77542.50494384766,88673.52612304688,98728.5873413086,56143.08404541016,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(31:0)|PG(O-32:0),PG,136843.48950195312,100267.22686767578,120907.5087890625,126128.048828125,129092.66955566406,179599.17260742188,186182.193359375,137346.3701171875,250319.33715820312,279144.7006835937,147058.10974121094,117018.88854980467,119414.24877929688,129815.82873535156,116729.34893798828,134509.60961914062,241678.25512695312,195088.5943603516,120306.5284423828,229182.1552734375,281357.1993408203,172707.73120117188,83204.6860961914,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(31:1)|PG(O-32:1)|PG(P-32:0),PG,128416.09033203124,110655.54809570312,106737.26708984376,134636.2890625,130175.08850097656,186946.31298828125,169543.27294921875,127662.44897460938,186619.61267089844,196807.97338867188,123884.88842773438,107962.96801757812,114198.28759765624,123567.86865234376,116023.80834960938,136026.22998046875,199660.01513671875,167537.5107421875,133966.88940429688,177727.63330078125,177829.39196777344,171766.17260742188,115338.66821289062,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(31:2)|PG(P-32:1),PG,70554.06512451172,61783.86437988281,62302.94464111328,65629.06451416016,63958.5244140625,83688.80633544922,93048.18676757812,68059.18450927734,93332.66625976562,89926.04638671875,62739.164489746094,61958.82427978516,64160.704528808594,65972.76446533203,63489.38464355469,75859.50512695312,103058.94659423828,84774.38598632812,70294.20483398438,84757.92608642578,90264.94635009766,84978.00622558594,61775.28448486328,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(31:3),PG,77865.76538085938,64806.524475097656,74966.18505859375,83282.04522705078,79173.70587158203,105434.08709716795,101871.3875732422,77834.58526611328,95354.12713623048,101558.80676269533,76765.02545166016,74875.20483398438,71458.82507324219,73322.5650024414,71401.6851196289,84272.0658569336,111350.3682861328,100031.98699951172,78770.98571777344,93725.8663330078,91399.5869140625,91667.92700195312,56344.56359863281,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(31:4),PG,92602.84637451172,89803.22564697266,95613.3271484375,105321.98706054688,95905.44714355467,116385.7681274414,112264.04711914062,104034.60736083984,103651.32678222656,117146.44799804688,98407.02728271484,82774.06652832031,99533.20794677734,90739.46618652344,87917.70574951172,107377.5672607422,117086.88763427734,111385.6279296875,101538.82690429688,98560.80682373048,103708.44799804688,126898.12866210938,58803.903747558594,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(32:0)|PG(O-33:0),PG,316125.98046875,211529.77478027344,243939.03662109372,300092.6022949219,241196.71801757807,460980.8510742188,497453.1047363281,242089.39721679688,506644.3559570313,472560.5540771485,248583.05786132807,208239.31494140625,278480.0408935547,256708.53784179688,228553.81665039065,288591.33935546875,533109.0756835938,466265.41015625,262532.7995605469,496797.3957519531,427366.4284667969,348058.6232910156,180143.33349609375,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(32:1)|PG(O-33:1)|PG(P-33:0),PG,124042.6690673828,115714.62829589844,109643.50817871094,119839.38806152344,107614.14697265624,184699.77416992188,201525.9742431641,113376.56787109376,174151.6717529297,172605.5928955078,103836.94750976562,104057.12683105467,126446.98840332033,114502.30871582033,106159.5078125,133982.10961914062,208148.6748046875,175628.8935546875,120944.36962890624,194279.1141357422,184212.9530029297,165196.83203125,117656.56823730467,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(32:2)|PG(O-33:2)|PG(P-33:1),PG,331215.0435791016,424664.17736816406,324761.0206298828,368323.783203125,285909.52111816406,669429.6047363281,470203.6348876953,373222.94921875,399285.74853515625,546570.7182617188,425827.5520019531,366551.521484375,325404.4226074219,298888.0206298828,299296.4221191406,423072.5100097656,537534.4555664062,464360.7888183594,384146.4692382813,561462.1198730469,296372.12109375,475508.9777832031,121219.40832519533,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(32:3)|PG(P-33:2),PG,140256.77081298828,107566.22735595705,105485.4874267578,135599.08966064453,116475.98895263672,228673.1571044922,235299.07739257807,124609.36938476562,191840.5742797852,172903.51342773438,112364.04821777344,88089.84600830078,115375.8487548828,115452.58880615234,110351.92810058594,124133.8878173828,213615.7951660156,189379.71362304688,112441.60766601562,145060.81005859375,154756.6505126953,147289.4901123047,73126.84503173828,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(32:4),PG,134958.60961914062,102634.4072265625,109973.70739746094,138048.80920410156,128237.6690673828,171320.89208984375,164632.73168945312,100577.7080078125,193493.45275878903,164314.23168945312,174862.29235839844,135780.09002685547,91761.18713378906,118089.66784667967,105679.98748779295,113489.46850585938,152162.7908935547,136657.88903808594,113981.32781982422,222956.2542724609,140987.99005126953,150333.0321044922,55754.76403808594,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(32:5),PG,86564.06616210938,70648.10485839844,72296.08532714844,90030.10681152344,81948.48608398438,101239.2876586914,110704.14770507812,85229.0458984375,100409.10693359376,113131.14831542967,76525.90539550781,63659.164978027344,77909.76544189453,79048.96520996094,71412.02526855469,86950.64611816406,113676.58850097656,104380.28759765624,95478.88684082033,89029.86639404297,100155.26782226562,103865.26696777344,63100.22473144531,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(33:0)|PG(O-34:0),PG,151738.99060058594,125835.16821289062,122240.56909179688,157301.53161621094,130218.24865722656,228018.5965576172,234974.29614257807,142212.01025390625,249281.73754882807,273786.4561767578,142695.86987304688,154606.14978027344,130428.32971191406,140279.96911621094,131389.64904785156,161172.69140625,271922.65881347656,228213.67626953125,130500.64892578124,259857.4404296875,333861.8425292969,185969.11328125,332220.44689941406,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(33:1)|PG(O-34:1)|PG(P-34:0),PG,106584.10778808594,134400.76892089844,92952.00622558594,118600.80871582033,88961.40631103516,148546.75036621094,167272.01208496094,90598.5869140625,137622.84936523438,121202.84899902344,81898.76586914062,152763.77172851562,94369.5659790039,99860.9076538086,87801.2865600586,114656.44818115234,161939.3712158203,145910.07049560547,94768.66662597656,158252.69189453125,293171.6014404297,127014.32824707033,675870.9793701172,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(33:2)|PG(O-34:2)|PG(P-34:1),PG,126119.60815429688,95367.0675048828,98637.96643066406,130338.54858398438,99812.02673339844,177901.791015625,178471.43298339844,106378.5484008789,171943.9520263672,157110.9698486328,99387.626953125,87915.72625732422,100132.22729492188,107522.18780517578,99339.8875732422,124006.9285888672,177617.91186523438,152324.55236816406,117715.62908935548,149600.85131835938,146064.40881347656,153928.45190429688,74902.22570800781,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(33:3)|PG(O-34:3)|PG(P-34:2),PG,82686.42645263672,63782.184143066406,73067.92498779297,86629.08612060547,81849.18566894531,109090.74713134766,113991.04809570312,76438.70520019531,116264.44799804688,122392.16809082033,76197.2056274414,75071.80548095703,71665.10455322266,81067.42614746094,73732.04522705078,84873.36608886719,112856.54821777344,101130.02697753906,83830.04699707031,100424.44750976562,100445.9267578125,109576.12707519533,60660.96435546875,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(33:4)|PG(O-34:4)|PG(P-34:3),PG,77824.28546142578,64832.92431640625,69116.48504638672,85455.46618652344,71606.70520019531,99405.06689453124,108937.88732910156,75249.68542480469,100962.98754882812,93371.92596435548,71414.2455444336,62969.904541015625,76986.00592041016,77318.3056640625,71983.12475585938,82404.96588134766,107260.24768066406,91763.4462890625,76557.66516113281,95669.96771240234,89083.96655273438,101135.447265625,57486.24432373047,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(33:5)|PG(P-34:4),PG,79582.3853149414,63155.74426269531,61815.72448730469,80997.72631835938,69884.40496826172,107173.90655517578,108103.64782714844,70998.86474609375,102252.46728515624,105285.64770507812,65238.78479003906,63086.664611816406,68951.1049194336,76984.16522216797,70463.58459472656,84882.44555664062,104422.3876953125,102029.3671875,75697.60607910156,96945.56677246094,97792.34692382812,98416.46716308594,60225.52423095703,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(34:0)|PG(O-35:0),PG,192644.45434570312,148531.07006835938,195974.7735595703,193472.0546875,155844.29125976562,266387.71923828125,339711.123046875,162900.25146484375,351452.1838378906,276956.1794433594,158609.4920654297,161002.29125976562,197773.0340576172,164930.4910888672,169741.65258789062,203556.49487304688,386242.5864257813,293673.3022460937,190222.13403320312,492053.2116699219,309203.80505371094,225279.9755859375,132664.4698486328,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(34:3)|PG(P-35:2),PG,110262.4483642578,90829.0859375,94554.48663330078,115580.78747558594,97594.1866455078,128583.51000976562,173857.611328125,97576.6875,172218.39233398438,134812.150390625,90015.92596435547,83006.20574951172,135507.12963867188,103558.46740722656,105829.74755859376,116106.22875976562,166881.11010742188,157637.6707763672,112704.68701171876,166851.97326660156,149076.0313720703,143959.65063476562,71790.78509521484,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(34:4),PG,97747.4066772461,93952.58728027344,74434.6450805664,97632.18670654295,83046.48559570312,117451.96801757812,131209.02954101562,82298.0053100586,132339.33056640625,122678.28771972656,76355.50555419922,65009.58435058594,96644.14654541016,89879.82641601562,79058.70538330078,89434.46630859375,115830.52825927734,113062.16857910156,82780.16638183594,149526.29052734375,109640.94787597656,113573.86730957033,148247.4503173828,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(34:5),PG,119185.70837402344,96778.826171875,103782.54693603516,121542.9090576172,102550.06774902344,158959.15209960938,161912.55297851562,108491.42785644533,148480.0506591797,151105.15087890625,109094.06823730467,90381.78637695312,102948.5867919922,111161.2684326172,101129.74743652344,125471.46801757812,157085.8709716797,138799.1104736328,112877.8878173828,139102.81115722656,127446.62902832033,148735.71118164062,82617.0659790039,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(34:6),PG,166722.07055664062,129169.46997070312,143598.72998046875,176262.05236816406,159635.8115234375,231284.93725585935,218023.63671875,160619.83056640625,241359.89697265625,214067.39428710935,133975.5098876953,137048.78857421875,141628.98974609375,154961.65087890625,145043.27087402344,165141.25048828125,233849.3359375,203257.853515625,153110.15087890625,217115.7360839844,230747.935546875,190715.03393554688,157189.33044433594,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(35:2)|PG(O-36:2)|PG(P-36:1),PG,105211.70825195312,82899.50561523438,91271.3663330078,106478.10705566406,96065.46655273438,133601.5106201172,161587.1905517578,100281.00708007812,133796.02954101562,132128.72924804688,91772.96655273438,78090.82550048828,100867.267578125,96542.326171875,96988.2469482422,116969.1494140625,149228.9893798828,134946.6492919922,99753.46716308594,141508.72900390625,133820.10900878906,126013.0888671875,72601.4853515625,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(35:3)|PG(O-36:3)|PG(P-36:2),PG,121101.54815673828,111361.46801757812,120121.96875,143148.8311767578,121562.24920654295,150791.6900024414,164438.75256347656,117629.1478881836,156230.46948242188,141232.23010253906,153739.35131835938,115982.74792480467,122279.8485107422,123265.6689453125,110826.44757080078,121413.32873535156,152006.8709716797,131624.69067382812,128569.24963378906,154731.57202148438,124109.86962890624,151098.13110351562,66782.36474609375,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(35:4)|PG(O-36:4)|PG(P-36:3),PG,237480.1358642578,302204.9454345703,246904.7947998047,467794.4521484375,219195.8946533203,214318.6763916016,190891.19409179688,190594.55395507807,200438.0123291016,192815.83349609372,656696.9265136719,417949.4505615234,143127.2908935547,280527.2805175781,263336.7186279297,143606.83056640625,138581.12939453125,140949.8507080078,301793.5450439453,263735.61877441406,138081.44970703125,278725.0964355469,67758.54473876953,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(35:5)|PG(O-36:5)|PG(P-36:4),PG,103890.10717773438,89117.08624267578,89458.42700195312,113436.8681640625,102443.28698730467,151808.9910888672,152951.7117919922,103778.9072265625,150720.27124023438,146663.51049804688,96646.64636230467,84312.22546386719,97288.76708984376,100333.36694335938,98989.68725585938,112950.1884765625,159755.59033203125,136718.82934570312,107696.66772460938,144985.9696044922,145086.35034179688,133375.26928710938,83314.78564453125,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(35:6)|PG(P-36:5),PG,131401.07006835938,102159.58728027344,102331.92822265624,142640.4112548828,114749.6280517578,290252.080078125,278677.4598388672,121457.38830566406,237832.37573242188,279516.68200683594,120504.0281982422,104037.16729736328,118634.408203125,118496.80865478516,111980.96752929688,150559.47143554688,296873.8811035156,252851.33862304688,126150.4891357422,255545.29931640625,224872.4967041016,158712.77124023438,82769.46545410156,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(36:1)|PG(O-37:1)|PG(P-37:0),PG,3122082.0947265625,1261330.248046875,3800601.095703125,2418803.7548828125,2126672.618652344,4417027.5390625,10591725.99609375,2288299.7197265625,6224904.94921875,3655777.568359375,2052276.2114257808,4148477.676757813,3378048.693359375,2555054.21875,3237974.3642578125,3918539.331054688,8366444.3125,6353146.3984375,4268021.37890625,20973126.34765625,6223453.365234375,4699076.09765625,1051587.134765625,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(36:3)|PG(P-37:2),PG,155257.87133789062,117029.92785644533,162670.23181152344,143308.12963867188,138652.08947753906,197926.25415039065,250712.7972412109,140792.79052734375,246266.9757080078,182383.93310546875,136809.53088378906,124281.068359375,166369.291015625,150212.20947265625,137937.66955566406,161697.63232421875,265188.599609375,238444.19799804688,171040.95190429688,351605.6850585937,204407.7149658203,184632.59423828125,81748.88562011719,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(36:4),PG,230664.5162353516,172442.2939453125,250659.67907714844,202253.8740234375,195825.45385742188,256838.39794921875,358922.3659667969,176674.5528564453,445744.08850097656,248273.14111328125,165811.9910888672,136996.189453125,282685.5576171875,193757.39306640625,199337.55322265625,208703.73486328125,388377.74475097656,331818.0623779297,212505.3741455078,497381.0129394531,285459.5615234375,212216.61743164065,88534.60583496094,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(36:5),PG,100764.48760986328,83855.08581542969,86591.58502197266,100481.42755126952,94929.306640625,146744.48950195312,143877.6297607422,96818.16723632812,143506.4093017578,143196.52978515625,85428.58587646484,76711.40576171875,111961.08740234376,99674.62683105467,87439.64575195312,110290.08715820312,142815.58923339844,133910.01037597656,101128.5277709961,118987.18896484376,114185.4285888672,121741.8682861328,70467.18524169922,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(36:6),PG,117873.30810546876,90243.70587158205,91620.32653808594,115759.8074951172,127957.08996582033,141794.68969726562,146797.22973632812,147925.03149414062,152900.15087890625,154400.53100585938,101626.30700683594,88307.18615722656,235333.15313720703,105777.78735351562,101375.1671142578,116173.267578125,148395.75122070312,130036.92993164062,105995.78735351562,142998.830078125,149407.3505859375,132245.16967773438,77504.50567626953,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(36:7)|PG(35:0)|PG(O-36:0),PG,198333.6740722656,145475.8095703125,178596.07250976562,177259.57287597656,190852.154296875,234250.8771972656,254644.13623046875,191805.375,387411.00634765625,364332.5241699219,226527.1962890625,180238.83203125,157962.53198242188,198774.0330810547,178591.19189453125,202287.93505859372,349956.70361328125,256344.01831054688,162139.61108398438,380360.38671875,487541.3559570313,231387.61767578125,132842.9688720703,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(36:8)|PG(35:1)|PG(O-36:1)|PG(P-36:0),PG,282944.0207519531,339286.8859863281,293948.400390625,296187.6018066406,247386.93774414065,500112.2961425781,449462.59228515625,296456.0756835937,359294.810546875,438277.5126953125,341580.1420898437,305566.6806640625,294689.3596191406,265391.37841796875,257574.73901367188,338747.54248046875,478181.3933105469,408886.6081542969,331770.1218261719,574618.6208496094,291816.7209472656,398484.6281738281,114779.8680419922,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(37:3)|PG(O-38:3)|PG(P-38:2),PG,105363.1875,110606.5278930664,106677.58752441406,112993.58776855467,103380.84729003906,132636.32861328125,175767.51196289062,112108.38842773438,148701.05102539062,133748.47009277344,113531.98815917967,92760.94665527344,100471.78692626952,115020.98864746094,109198.4073486328,127738.32885742188,171141.4296875,141604.4288330078,127345.78839111328,159958.73217773438,143870.81018066406,154168.05017089844,73866.30480957031,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(37:4)|PG(O-38:4)|PG(P-38:3),PG,106009.3671875,86997.30633544922,95896.54656982422,115122.2684326172,102559.24774169922,136328.9091796875,195106.1334228516,111112.02746582033,161484.09118652344,128997.06909179688,95689.14685058594,102960.54748535156,118196.24896240234,108912.427734375,107625.6474609375,128935.80883789062,181810.4532470703,180605.6739501953,119765.82873535156,184297.13354492188,142280.1893310547,159371.8515625,70285.20520019531,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(37:5)|PG(O-38:5)|PG(P-38:4),PG,98732.92724609376,83741.78631591797,82438.78588867188,106260.46728515624,99463.60766601562,133272.88903808594,139335.94970703125,97392.44677734376,128907.64855957033,133187.34912109375,79180.1259765625,83970.70544433594,89486.02697753906,93873.46704101562,91135.5267944336,107766.54809570312,141307.2303466797,126112.84881591795,94927.94665527344,132054.12915039062,119712.56896972656,121644.60949707033,76457.22485351562,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(37:6)|PG(O-38:6)|PG(P-38:5),PG,146859.77111816406,117130.2274169922,126115.12829589844,149307.23083496094,133202.64965820312,213878.0959472656,246311.85900878903,133273.25048828125,240496.2581787109,196966.61328125,119969.88916015624,121615.4481201172,133459.888671875,134377.83056640625,127465.38842773438,151181.33129882812,261176.79626464844,226113.1767578125,142536.6094970703,310391.5217285156,211563.31481933597,183122.4930419922,120110.00903320312,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(37:7)|PG(P-38:6)|PG(36:0)|PG(O-37:0),PG,581563.4609375,298583.3405761719,567629.4970703125,474745.9128417969,415153.8076171875,889456.9560546875,1593885.771484375,426170.7888183594,1167943.9272460938,812838.95703125,441618.91162109375,598087.9013671875,512558.85791015625,477579.2548828125,528212.314453125,624661.4638671875,1375877.0810546875,1116333.818359375,644661.166015625,2679238.677734375,1052643.7407226562,780398.4721679688,235316.97680664065,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(38:2)|PG(P-39:1),PG,329769.36376953125,214490.57421875,318361.54345703125,268193.4597167969,247588.31579589844,393944.1281738281,1194109.7270507812,244339.6982421875,594497.0356445312,372804.3654785156,217618.8767089844,369480.72802734375,384414.828125,308923.7615966797,434516.3510742188,503888.9345703125,959821.6450195312,731117.2907714844,488485.4733886719,1504199.4892578125,658681.26953125,714712.0124511719,105088.92797851562,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(38:3),PG,360764.4060058594,223247.69458007807,398037.3088378906,339843.6247558594,253848.27783203125,503009.458984375,860111.8657226562,278121.4990234375,825219.5380859375,407041.0268554688,270775.9794921875,358086.74462890625,351484.96533203125,295806.5205078125,356164.7646484375,363232.4445800781,796627.4731445312,661801.3046875,412507.9291992188,1683862.1494140625,606169.421875,450729.5703125,139828.390625,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(38:4),PG,1026997.65234375,423921.2309570313,1127124.6245117188,810285.6352539062,546433.8374023438,1400015.1474609375,2429432.90625,653447.4028320312,2687198.9189453125,1076845.1518554688,540964.1999511719,830153.5390625,989821.5649414062,648734.4462890625,759259.0537109375,824521.6162109375,2212451.392578125,1846095.998046875,951666.1494140624,5068305.787109375,1632929.8193359375,912374.0014648438,308585.84228515625,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(38:5),PG,253594.5993652344,157892.4715576172,241687.23828125,211429.2137451172,166099.05200195312,332772.6223144531,441575.8745117188,179803.89416503906,498902.4323730469,287090.9609375,165198.630859375,195348.69384765625,246077.8759765625,188382.7744140625,203794.41357421875,218831.5959472656,479545.59521484375,394769.7687988281,231055.61596679688,829598.0151367188,395516.79052734375,240937.85864257807,135245.7498779297,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(38:6),PG,267856.3991699219,187072.6143798828,245516.8583984375,257472.1787109375,200397.73461914065,433989.5295410156,559888.3229980469,197824.6141357422,706621.6298828125,334060.2255859375,200367.3537597656,173552.8525390625,248510.65698242188,184473.0926513672,235214.896484375,297377.6611328125,676082.8305664062,513854.9353027344,274642.5983886719,959358.6840820312,686103.4660644531,286107.6804199219,200211.01293945312,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(38:7)|PG(37:0)|PG(O-38:0),PG,249954.2177734375,155658.01025390625,197084.83471679688,231993.75659179688,174764.3116455078,433268.5697021485,586010.0842285156,201307.59521484372,436481.5354003906,453739.5910644531,181098.0328369141,226624.99609375,242970.2178955078,197700.3336181641,259115.0799560547,337417.703125,592513.0207519531,490310.9821777344,268012.1806640625,681324.5258789062,496349.7185058594,443124.7907714844,82049.54602050781,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(38:8)|PG(37:1)|PG(O-38:1)|PG(P-38:0),PG,142440.7899169922,105325.4873046875,129265.2293701172,133741.8291015625,117542.56848144533,184980.8922119141,325074.8660888672,122230.12817382812,212240.95556640625,176112.85107421875,116717.408203125,140200.06909179688,142572.18994140625,135718.0284423828,137737.57055664062,167676.3720703125,299744.21875,245416.97680664065,166341.01123046875,390151.787109375,220559.7946777344,220331.37463378903,82396.8056640625,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
PG(38:9)|PG(37:2)|PG(O-38:2)|PG(P-38:1),PG,161365.11059570312,115032.2684326172,140759.9891357422,159274.99096679688,135322.6094970703,199643.47412109372,306094.1824951172,139881.19006347656,227403.97412109372,215477.6734619141,134409.81018066406,155068.1513671875,158723.3720703125,150434.63049316406,156117.3914794922,204917.09448242188,315990.5041503906,266445.1785888672,183662.4923095703,306500.8654785156,240332.79650878903,257437.5380859375,87949.10681152344,Brain Region: hippocampus,Brain Region: diencephalon,Brain Region: hippocampus vs Brain Region: diencephalon_,11,11,Blank_Blank_Blank_Blank_Blank
