Match 1,Match 2,Lipid 1,Lipid 2,Number,Gene,Reaction,T-Statistic,P-Value,Z-Score
LPC(16:1)_2,PC(34:4),LPC,PC,79888,LPCAT1,22,0.8888691002626755,0.3821043650074606,0.8740255035480052
PS(38:3),LPS(22:2) ,PS,LPS,64600,PLA2G2F,31,0.769560114040075,0.44808813667251546,0.7586062435724297
PG(38:3),LPG(22:4) ,PG,LPG,283748,PLA2G4D,33,0.09221539862159762,0.9271959515413655,0.09137333140625031
LPC(22:5),PC(34:6),LPC,PC,10162,LPCAT3,22,0.7365963058319506,0.4672854145273242,0.7269029424692367
PG(42:2),LPG(16:1) ,PG,LPG,255189,PLA2G4F,33,0.5856370219445899,0.5634693189121938,0.5776960907645474
PC(46:0),LPC(22:5),PC,LPC,8605,PLA2G4C,23,-1.0405024221851327,0.3093383229331632,1.0166114124986818
LPG(18:4),PG(32:3),LPG,PG,54675,CRLS1,32,0.7215226485887354,0.47694862355108336,0.7112188593746375
PC(44:8),LPC(20:2),PC,LPC,8605,PLA2G4C,23,1.1362740515062502,0.2701115661944274,1.102805667923617
PC(32:1),PS(44:2),PC,PS,9791,PTDSS1,9,0.6648555961998763,0.513368243415393,0.653602018556334
PC(38:4),LPC(22:4),PC,LPC,30814,PLA2G2E,23,-1.4212653626144698,0.17263825282636142,1.3637754383893521
PG(30:4),LPG(18:4),PG,LPG,54675,CRLS1,33,-0.11693981657004726,0.9077138682353569,0.11592262018766149
LPE(20:3),PE(36:4),LPE,PE,10162,LPCAT3,26,1.2533667474614258,0.22537799552123175,1.2123511402839378
LPC(18:2),PC(36:2),LPC,PC,254531,LPCAT4,22,0.3636958179661263,0.7188463260268501,0.36000107985346336
PI(34:0),LPI(18:1) ,PI,LPI,123745,PLA2G4E,29,-0.13257155276864885,0.8958877598557051,0.1308578485529732
LPE(17:1),PE(32:2),LPE,PE,154141,MBOAT1,26,2.3294953287788194,0.030292499872835228,2.166244610189396
PG(38:0) ,LPG(20:0),PG,LPG,283748,PLA2G4D,33,0.5834351865047822,0.5646784974620092,0.5759063290257272
LPC(14:0),PC(34:0),LPC,PC,254531,LPCAT4,22,0.9126730676153818,0.37112555007841663,0.8943670238298359
LPC(18:0),PC(38:4),LPC,PC,254531,LPCAT4,22,0.7516703327921671,0.45839823586934647,0.7414869592579855
PC(40:10),LPC(18:4),PC,LPC,5319,PLA2G1B,23,0.28685891181437406,0.776271113572444,0.2841817330082325
LPE(20:4),PE(36:5),LPE,PE,154141,MBOAT1,26,1.6482129405778314,0.11652871850657645,1.569511858501004
LPG(22:0) ,PG(44:6),LPG,PG,9926,LPGAT1,32,0.6766158890345159,0.5056604198299719,0.6656099892040036
PI(34:4),LPI(22:4) ,PI,LPI,283748,PLA2G4D,29,-1.1189806383126757,0.27818609177792186,1.0844031407738581
LPS(18:4)_2,PS(42:10),LPS,PS,254531,LPCAT4,30,0.5221714022013577,0.6059195503624426,0.5159067343712012
PC(34:5),PS(34:5),PC,PS,9791,PTDSS1,9,0.5885375345944026,0.561798544484988,0.5801721322829645
LPE(20:2),PE(32:1),LPE,PE,154141,MBOAT1,26,-0.34238443636581356,0.7358498927867152,0.33735421767270013
PG(42:7),LPG(22:6) ,PG,LPG,54675,CRLS1,33,-0.404669737446013,0.691989089536594,0.3961571643315239
LPE(22:6),PE(40:10),LPE,PE,154141,MBOAT1,26,0.4430718037101659,0.6610444010057717,0.4384716718779573
LPC(16:1),PC(32:1),LPC,PC,79888,LPCAT1,22,0.8737317411565473,0.390117644731908,0.859404034295636
PC(40:5),LPC(20:2),PC,LPC,100137049,PLA2G4B,23,0.7731639993868732,0.4483185712975821,0.7582212008705024
LPC(10:0),PC(34:6),LPC,PC,79888,LPCAT1,22,0.6151993958727769,0.5437843588671065,0.6071002882983252
PS(34:2),LPS(17:2),PS,LPS,64600,PLA2G2F,31,0.05804586931640526,0.9542402744465388,0.05738278693040987
PE(36:1),PS(24:0),PE,PS,81490,PTDSS2,7,0.22523444044079652,0.8240058941955679,0.22239565467778394
PC(32:4),LPC(20:4),PC,LPC,5320,PLA2G2A,23,0.6471328325806325,0.5248483002150257,0.6358897250166619
PG(34:5)_2,LPG(20:5) ,PG,LPG,54675,CRLS1,33,0.29213059981721007,0.7725531853248596,0.28903684071518365
LPG(20:3) ,PG(42:2),LPG,PG,54675,CRLS1,32,0.12827217149057737,0.8989136593587236,0.12703378403368576
PC(46:2),LPC(20:1),PC,LPC,30814,PLA2G2E,23,0.7000120801097394,0.48949831973071367,0.6911069711552238
LPI(14:1),PI(36:2),LPI,PI,79143,MBOAT7,28,1.9708978056827542,0.05834701913270488,1.8930815967105674
PC(36:0) ,LPC(8:0),PC,LPC,123745,PLA2G4E,23,0.37007622808351276,0.7144707383957833,0.3658584013619471
PS(40:3),LPS(20:4) ,PS,LPS,30814,PLA2G2E,31,0.00789163192702277,0.9937612649652647,0.007819174493991674
PC(38:2),PS(26:1),PC,PS,9791,PTDSS1,9,0.6399255136607483,0.5287845241809641,0.6298625389950757
PS(38:2),LPS(20:5) ,PS,LPS,64600,PLA2G2F,31,-0.007094780485541056,0.9943896637155432,0.0070315717236419896
PC(44:4),LPC(20:3),PC,LPC,8605,PLA2G4C,23,1.1839840707407692,0.2504472786599243,1.1492636581904359
PC(42:5),LPC(22:1),PC,LPC,26279,PLA2G2D,23,0.38922299249322123,0.7000262627824191,0.3852850146342981
PC(38:0),LPC(18:0),PC,LPC,255189,PLA2G4F,23,0.38477330212881977,0.7033148297983105,0.38084963038922576
PI(42:8),LPI(18:3) ,PI,LPI,123745,PLA2G4E,29,0.02329935271620652,0.9815729034952929,0.023096993991292905
LPC(14:1),PC(32:3),LPC,PC,254531,LPCAT4,22,0.7771387296357608,0.4439954330210346,0.7654637689240933
PG(40:5),LPG(20:2) ,PG,LPG,255189,PLA2G4F,33,-0.7521405852660765,0.46328874169501,0.7334422443624589
PI(38:4),LPI(18:0) ,PI,LPI,123745,PLA2G4E,29,1.241825746719116,0.22657488598919281,1.2092289824797953
LPC(20:5),PC(42:11),LPC,PC,10162,LPCAT3,22,-0.9272524986601786,0.3617405604723978,0.9120534895784511
Cer(44:2),SM(44:2),Cer,SM,10087,CERT1,17,-0.5491794966117495,0.5871078889848853,0.5430318273194584
LPS(20:4) ,PS(36:4),LPS,PS,254531,LPCAT4,30,1.500196075301552,0.14444138579173793,1.4594496620004005
PG(38:8),LPG(20:5) ,PG,LPG,283748,PLA2G4D,33,-0.23681363383502163,0.8144723252276491,0.2346604006813618
PC(40:6),LPC(22:6),PC,LPC,123745,PLA2G4E,23,-1.1504400866839235,0.2661081305961725,1.1120698225780454
LPG(12:0),PG(24:1),LPG,PG,54675,CRLS1,32,1.2898769174854696,0.20837178747453075,1.2580552173839448
PS(24:0),PE(46:1),PS,PE,23761,PISD,6,-0.7973869103011134,0.4357532195534354,0.7793845544522336
PE(52:4),PS(34:1),PE,PS,81490,PTDSS2,7,-0.022753584615222148,0.9820556388223269,0.022491817772307774
PC(44:6),LPC(22:2),PC,LPC,5321,PLA2G4A,23,-0.6363527054087799,0.5344177332294717,0.6212764692307382
LPE(20:5),PE(38:2),LPE,PE,10162,LPCAT3,26,1.9800507067553197,0.06290214161536332,1.8598825717628678
SM(40:0),Cer(40:0),SM,Cer,6610,SMPD2,18,0.5941998993476898,0.5587861760958035,0.5846453969730618
PG(44:4),LPG(18:4),PG,LPG,283748,PLA2G4D,33,-0.39463353270999574,0.696057343357495,0.3906481313026755
LPC(20:3),PC(44:8),LPC,PC,10162,LPCAT3,22,-0.548009006240287,0.5878824062865,0.5419072438608749
PC(42:0),LPC(8:0),PC,LPC,8605,PLA2G4C,23,1.162514099219245,0.25998949387649156,1.1264159612613054
LPE(20:2),PE(38:0)_2,LPE,PE,154141,MBOAT1,26,-0.34703433842667414,0.7325150561637411,0.34178186777632313
LPI(20:4) ,PI(32:5),LPI,PI,79143,MBOAT7,28,0.9421708525531306,0.35405518219959586,0.926752249950241
PI(42:10),LPI(18:4) ,PI,LPI,283748,PLA2G4D,29,-0.9799252009838862,0.33875480819645254,0.9566284807856583
PC(36:5),LPC(22:4),PC,LPC,5321,PLA2G4A,23,-1.3343586290811118,0.200688419185361,1.2795926982460255
Cer(20:1),SM(32:2),Cer,SM,166929,SGMS2,17,0.5610935773187473,0.5791603312811593,0.5546116316717705
PS(38:4),LPS(22:4) ,PS,LPS,64600,PLA2G2F,31,0.7641409838406827,0.451232476226319,0.7533618916759692
PC(34:1),LPC(17:1),PC,LPC,283748,PLA2G4D,23,0.426288403502017,0.6740752968555159,0.4205615208733711
PE(44:3),PS(26:0),PE,PS,81490,PTDSS2,7,0.30275804067134016,0.7645568293730568,0.29950228428057574
PS(38:1),LPS(20:1) ,PS,LPS,30814,PLA2G2E,31,-0.5631925969165804,0.5779554916788233,0.5563735865333292
LPS(20:3) ,PS(42:7),LPS,PS,254531,LPCAT4,30,0.24590382594624463,0.8078809432552712,0.2431606572352024
PG(40:6),LPG(22:4) ,PG,LPG,255189,PLA2G4F,33,2.8016269758486056,0.009799966794619365,2.582808621064349
PC(40:7),LPC(20:2),PC,LPC,64600,PLA2G2F,23,0.8052825878932164,0.43028471368009547,0.788704540232605
PI(40:9),LPI(18:4) ,PI,LPI,283748,PLA2G4D,29,-0.5817427898681123,0.5654311140318793,0.5747932771268813
PC(42:3),LPC(22:2),PC,LPC,64600,PLA2G2F,23,-0.28621051128131136,0.7784431240351963,0.28134848734119733
LPC(18:1),PC(36:1),LPC,PC,10162,LPCAT3,22,0.6749912990137105,0.5050995618032976,0.6664874827773271
PS(40:9),LPS(18:4),PS,LPS,5320,PLA2G2A,31,-1.4700267052523177,0.1578288174048604,1.4124115506117436
PE(42:5),LPE(22:1),PE,LPE,8605,PLA2G4C,27,-1.2347387125329352,0.22933130263970175,1.202083179407503
LPE(20:3),PE(38:0),LPE,PE,129642,MBOAT2,26,1.3260438815236022,0.20026156512672538,1.2808067142192887
LPG(18:0) ,PG(38:5),LPG,PG,9926,LPGAT1,32,0.45721490973542084,0.6509826994343741,0.45239742810520733
LPE(18:3),PE(40:9),LPE,PE,10162,LPCAT3,26,1.0358981317107745,0.3088314651103373,1.0176770335683167
PS(44:4),PE(32:3),PS,PE,23761,PISD,6,0.2923405997201552,0.7722790666863826,0.28939507073441095
LPC(17:1),PC(34:0),LPC,PC,54947,LPCAT2,22,0.8106941925565375,0.42467019615733137,0.7983451976542715
PC(34:1),LPC(17:2),PC,LPC,64600,PLA2G2F,23,0.42626626686398256,0.6740551434481918,0.42058911509870467
PC(36:8),LPC(18:4),PC,LPC,64600,PLA2G2F,23,0.6965803081790716,0.49388122053539596,0.6841487820544745
PG(40:5),LPG(22:1) ,PG,LPG,54675,CRLS1,33,2.1417653240631513,0.04090366217191978,2.0445052208085706
PE(44:6),LPE(24:6),PE,LPE,8605,PLA2G4C,27,0.630873125149559,0.5336497471435204,0.6224443174172302
PE(36:5),LPE(22:6),PE,LPE,8605,PLA2G4C,27,-0.5238417829019202,0.6048364999950875,0.5174579722248075
PS(42:5),PE(20:5),PS,PE,23761,PISD,6,0.05139027139223034,0.9593674665265481,0.050947360171202875
PC(40:6),LPC(16:1),PC,LPC,64600,PLA2G2F,23,-0.4116641805876695,0.6841572342459249,0.40679680404601914
LPE(20:5),PE(42:9),LPE,PE,254531,LPCAT4,26,1.976558687644501,0.06340036608059106,1.8563733115566106
PC(44:3),LPC(20:3),PC,LPC,30814,PLA2G2E,23,1.1369605015521027,0.26945522081451306,1.1043179919429686
PE(38:5),PS(38:5),PE,PS,81490,PTDSS2,7,0.3057628362451535,0.7619845426425857,0.3028757630221682
LPC(22:4),PC(52:4),LPC,PC,79888,LPCAT1,22,1.014287922530846,0.3236691209923327,0.9869459813509364
PC(42:0),LPC(20:1),PC,LPC,30814,PLA2G2E,23,1.1606393983425245,0.2607828949511562,1.1245426328996233
LPS(15:1),PS(30:0),LPS,PS,254531,LPCAT4,30,-0.001824153198194173,0.9985647447557449,0.0017988266583811334
PS(40:3),LPS(18:4)_2,PS,LPS,30814,PLA2G2E,31,-0.03282010344541855,0.9741082341350511,0.032456213558922975
PC(44:0),LPC(24:0),PC,LPC,283748,PLA2G4D,23,0.17638509439101938,0.8613155418645114,0.1746997784557388
LPE(18:0),PE(32:0),LPE,PE,129642,MBOAT2,26,-0.22736336925157247,0.8218139367096762,0.2252125371782645
LPC(20:0),PC(36:1),LPC,PC,254531,LPCAT4,22,0.17986222949116587,0.8585491692899846,0.1782213168495562
PC(38:2),LPC(18:1),PC,LPC,64600,PLA2G2F,23,0.10482966688983741,0.9172354078829842,0.1039167583331655
PG(30:0),LPG(14:0),PG,LPG,54675,CRLS1,33,-0.840161850594466,0.4078260742998939,0.827725323579092
PI(44:7),LPI(20:2) ,PI,LPI,123745,PLA2G4E,29,-1.0949095519980778,0.28298380059177886,1.073640584234148
LPE(18:3),PE(42:2),LPE,PE,254531,LPCAT4,26,0.9100422813136129,0.3706773181759705,0.8952053634244062
O-PE(34:0),P-PE(20:0),O-PE,P-PE,387521,PEDS1,84,-1.6272558874124528,0.12075994982942863,1.5515917023538135
LPE(14:1),PE(36:7),LPE,PE,254531,LPCAT4,26,-0.2982368058164717,0.7677502233007247,0.2953189741229085
PS(34:5)_2,LPS(14:0),PS,LPS,5320,PLA2G2A,31,0.21471338119363637,0.8316000636525596,0.2126498785250923
PC(34:1),LPC(20:2),PC,LPC,5321,PLA2G4A,23,0.8202604785634088,0.42236734353423444,0.8023209210491481
PS(44:1),PE(28:0),PS,PE,23761,PISD,6,0.08224708248225449,0.9351046683221843,0.0814241193536901
PS(42:8),LPS(20:3) ,PS,LPS,64600,PLA2G2F,31,-0.16195879033836266,0.8724619845107991,0.16053204014977934
PS(32:2),PE(20:3),PS,PE,23761,PISD,6,-0.6707959574752556,0.5102580877456891,0.6584358775727236
PC(36:4),LPC(18:1),PC,LPC,5320,PLA2G2A,23,0.5776245756641918,0.5696762481481914,0.5685283690539278
PS(32:2),PE(32:2),PS,PE,23761,PISD,6,-0.6356625557220648,0.5319596031307814,0.6250174533692237
LPC(22:6),PC(44:6),LPC,PC,79888,LPCAT1,22,0.3775300846480954,0.708842170091583,0.3734115425137976
PG(30:1),LPG(14:0),PG,LPG,283748,PLA2G4D,33,-0.3989717065130186,0.6929388329769728,0.3948699975448252
LPE(20:1),PE(32:2),LPE,PE,254531,LPCAT4,26,-1.2711253356246874,0.22081457877972452,1.2243649673460526
PE(44:4),PS(24:0),PE,PS,81490,PTDSS2,7,0.33115702944224396,0.7434812746357218,0.32724673630563106
LPC(20:5),PC(44:10),LPC,PC,10162,LPCAT3,22,-0.46337991124963374,0.6465612057938755,0.4585446305820648
PC(38:0),LPC(24:0),PC,LPC,100137049,PLA2G4B,23,-0.35444601006141996,0.7257042525314955,0.35084551018823684
PC(32:5),LPC(12:0),PC,LPC,64600,PLA2G2F,23,-0.3387800280139945,0.7372215605222985,0.33553498230693285
PC(48:2),LPC(24:1),PC,LPC,5321,PLA2G4A,23,-0.6249944845148504,0.536895559462164,0.6175142888017755
PC(38:1),LPC(16:0),PC,LPC,30814,PLA2G2E,23,-0.6877289573050693,0.4983685066883565,0.6770590226071072
PS(44:1),LPS(20:2) ,PS,LPS,30814,PLA2G2E,31,-1.2731591704614824,0.22452356638371138,1.2145872179074997
PS(40:2),LPS(16:1) ,PS,LPS,5320,PLA2G2A,31,0.6442519081944066,0.5250591107749009,0.6355663455890239
PS(32:1),PE(18:0),PS,PE,23761,PISD,6,0.11293084779520698,0.9109950067831415,0.1117835804983351
LPE(20:0),PE(36:1),LPE,PE,10162,LPCAT3,26,-1.2374464726816723,0.23477880282298808,1.1881386157146125
PC(44:5),LPC(22:4),PC,LPC,255189,PLA2G4F,23,-0.5109516209085656,0.6160868595537844,0.5014039512567099
LPE(21:0),PE(38:0),LPE,PE,254531,LPCAT4,26,1.4106590074500047,0.17018493693708087,1.371609814311101
LPC(18:4),PC(42:3),LPC,PC,54947,LPCAT2,22,-1.8940256800532098,0.06832837993509754,1.822835033415237
LPC(18:1),PC(32:1),LPC,PC,54947,LPCAT2,22,0.801454169370598,0.42947565629076057,0.7900892349296352
PC(42:3),LPC(22:6),PC,LPC,255189,PLA2G4F,23,-0.2673599298039763,0.7928470270496384,0.26261540266427935
PC(42:1),LPC(16:1)_2,PC,LPC,5320,PLA2G2A,23,1.2306255825949757,0.2310742921865851,1.1975961075645984
LPG(22:2),PG(44:1),LPG,PG,9926,LPGAT1,32,1.9747056645655576,0.05839111418575487,1.892750071413157
Cer1P(20:1),SM(40:1),Cer,SM,166929,SGMS2,17,0.6065256418711009,0.54940354557394,0.5986541388463331
PG(32:3),LPG(14:1) ,PG,LPG,54675,CRLS1,33,0.3050052943428061,0.762604379961485,0.3020625507052759
PE(36:3),LPE(20:2),PE,LPE,8605,PLA2G4C,27,-0.9857548286963016,0.3345073067020943,0.9650748822135518
LPS(20:1) ,PS(40:4),LPS,PS,10162,LPCAT3,30,-1.3205864098516291,0.20572764271970984,1.2654009280158567
LPE(12:0) ,PE(34:5),LPE,PE,129642,MBOAT2,26,-1.1015149053472284,0.2798973524708357,1.0805499586487037
PS(40:2),LPS(20:3) ,PS,LPS,30814,PLA2G2E,31,-0.2129653529629524,0.8330602179896944,0.21077836950568735
PI(34:4),LPI(16:1) ,PI,LPI,283748,PLA2G4D,29,0.7304408647357586,0.4716595302149027,0.719781511247361
LPE(20:1),PE(42:0),LPE,PE,254531,LPCAT4,26,-1.3525767675741016,0.19542400744938843,1.2946992249051679
LPC(24:0),PC(38:0),LPC,PC,10162,LPCAT3,22,0.9801058741912725,0.3358255320026776,0.9624461677997134
LPE(17:1),PE(34:1),LPE,PE,254531,LPCAT4,26,1.7613851635240227,0.08892987554625338,1.701069829157206
Cer(30:1),SM(30:1),Cer,SM,166929,SGMS2,17,0.5283049537434732,0.6013268006963093,0.5224934572860257
LPE(14:0),PE(32:0),LPE,PE,129642,MBOAT2,26,-0.5335019148240407,0.5979024888215374,0.5274192351633501
LPC(24:1),PC(44:1),LPC,PC,79888,LPCAT1,22,0.7245353269273765,0.4751937763153298,0.7140540202255814
PC(42:9),LPC(20:4),PC,LPC,64600,PLA2G2F,23,1.157787695637276,0.26187876588939474,1.1219616033619166
PC(46:0),LPC(22:1),PC,LPC,30814,PLA2G2E,23,-1.6814228323694431,0.10344704577802089,1.6283672113651209
LPE(16:0),PE(40:1),LPE,PE,154141,MBOAT1,26,-0.9257416658821929,0.3639326744153385,0.9078969401271928
PC(42:4),LPC(20:5),PC,LPC,26279,PLA2G2D,23,1.12311230821295,0.27601724722699783,1.0893099029077384
Cer(20:1),SM(34:1),Cer,SM,166929,SGMS2,17,0.6174324403667436,0.5420001909509438,0.6097911104522012
PC(44:1),LPC(22:1),PC,LPC,64600,PLA2G2F,23,-1.1594054945230376,0.2621811162037838,1.1212508127298908
PC(36:1),LPC(22:1),PC,LPC,5321,PLA2G4A,23,-0.7337919767419304,0.47095454491803557,0.7209268129596456
PC(38:3),LPC(20:5),PC,LPC,255189,PLA2G4F,23,0.7456374442300868,0.4641752278994389,0.7319890882768675
LPI(13:0),PI(28:1),LPI,PI,79143,MBOAT7,28,1.5208057382669269,0.13932124156114262,1.4783233840839531
PC(34:3),LPC(18:2),PC,LPC,8605,PLA2G4C,23,0.6442191942684099,0.5266133074631676,0.6331842839993201
PI(40:3),LPI(20:0) ,PI,LPI,283748,PLA2G4D,29,1.4722319332911042,0.15461317543698122,1.4234243582444053
LPC(18:0),PC(42:6),LPC,PC,254531,LPCAT4,22,-1.4255362990258316,0.16468165196648976,1.3894970677133507
LPC(12:0),PC(32:5),LPC,PC,79888,LPCAT1,22,0.8656845101881889,0.39378101185333725,0.8527805500651945
LPG(22:1) ,PG(36:0),LPG,PG,9926,LPGAT1,32,-0.5754711496940259,0.5694675053550786,0.568835905585204
LPG(18:4),PG(38:3),LPG,PG,9926,LPGAT1,32,0.8902703484003521,0.382488367343888,0.8733205779337012
PC(40:7),LPC(22:5),PC,LPC,100137049,PLA2G4B,23,-1.2960862413930068,0.2132163688527455,1.2447698307551853
LPC(19:0),PC(36:1),LPC,PC,54947,LPCAT2,22,0.5298478107489947,0.600594325571524,0.5235460330987849
PC(36:0) ,LPC(18:4),PC,LPC,100137049,PLA2G4B,23,0.5780395945565188,0.5685079282159025,0.5702503241200682
LPS(14:0),PS(40:1),LPS,PS,10162,LPCAT3,30,-0.518632760878011,0.6083927535045449,0.5123690416203142
PI(44:5),LPI(22:6) ,PI,LPI,123745,PLA2G4E,29,1.0607375813762838,0.30194256749379444,1.0322765835810848
LPS(14:1) ,PS(28:0),LPS,PS,154141,MBOAT1,30,0.658875056287649,0.5159511053721009,0.6495992690324348
LPS(18:4),PS(34:3),LPS,PS,154141,MBOAT1,30,1.052017608572537,0.30246051500070975,1.0311712611386747
PS(36:1),LPS(14:0),PS,LPS,30814,PLA2G2E,31,1.0091827608566244,0.3214688648965503,0.9914439165870519
LPI(20:0) ,PI(38:4),LPI,PI,79143,MBOAT7,28,0.23622375042587979,0.8150446809508294,0.23392309809142323
LPG(18:1) ,PG(38:4),LPG,PG,9926,LPGAT1,32,-1.1702395552608562,0.25152030174985895,1.1466645145610737
PE(44:1),LPE(24:1),PE,LPE,8605,PLA2G4C,27,-1.1506784017998806,0.25992278441577255,1.1265736516285894
LPC(15:0),PC(34:0),LPC,PC,10162,LPCAT3,22,0.9784471744580865,0.33829051131049626,0.957548435736266
PC(44:1),LPC(20:0),PC,LPC,123745,PLA2G4E,23,1.9431020209836918,0.0642013649504497,1.8507789197003899
LPC(12:0),PC(36:6),LPC,PC,10162,LPCAT3,22,0.7088602725585182,0.4846544605145615,0.6988361074448232
LPE(14:0),PE(32:2),LPE,PE,154141,MBOAT1,26,0.9654603444897981,0.34231328051953047,0.9496044420895017
PC(36:2),LPC(18:2),PC,LPC,64600,PLA2G2F,23,0.6719261702443396,0.508043946434513,0.6618865278442004
PC(36:2),LPC(18:1),PC,LPC,64600,PLA2G2F,23,0.531499572456296,0.5995086616409971,0.5251072137265177
LPS(18:2) ,PS(42:2),LPS,PS,10162,LPCAT3,30,1.391228356230235,0.1763500866103153,1.3520788681785068
LPC(16:1),PC(40:7),LPC,PC,10162,LPCAT3,22,0.7481850906093147,0.46095802194634106,0.7372702469975492
PC(40:6),LPC(22:5),PC,LPC,5321,PLA2G4A,23,-1.157007233581493,0.26374879735025997,1.117574423563354
LPE(20:1),PE(44:2),LPE,PE,129642,MBOAT2,26,-1.2573598643440869,0.2259855796317722,1.2107647471513436
PC(52:4),PS(34:4),PC,PS,9791,PTDSS1,9,0.2889514632654109,0.7754701463465583,0.28522711718390065
PC(34:6),LPC(14:1),PC,LPC,283748,PLA2G4D,23,0.4409198358134546,0.6629136881151059,0.43589393171077734
PC(38:0),LPC(21:0),PC,LPC,26279,PLA2G2D,23,-1.0192070710085406,0.31970881962176617,0.9950564302895363
LPS(20:3) ,PS(42:9),LPS,PS,154141,MBOAT1,30,0.18804289878790495,0.8527139466260439,0.18565675055400138
Cer1P(20:1),Cer1P(20:1),Cer,Cer1P,64781,CERK,41,,,
LPE(18:4),PE(40:8),LPE,PE,10162,LPCAT3,26,1.7178110718482666,0.09654381616039923,1.6618452028616284
LPC(18:3),PC(36:7),LPC,PC,254531,LPCAT4,22,0.7125340043589011,0.4820814538336302,0.7029587545040092
PG(32:5),LPG(12:0),PG,LPG,283748,PLA2G4D,33,-0.15811549819560183,0.875777562694194,0.1563240976066624
PC(34:5),LPC(18:4),PC,LPC,26279,PLA2G2D,23,0.578110365941415,0.56908579395012,0.569398412468284
PE(42:5),LPE(24:6),PE,LPE,8605,PLA2G4C,27,-0.16325237790488598,0.8718115571814893,0.16135785665080296
PE(22:6),PS(38:5),PE,PS,81490,PTDSS2,7,0.4139873868226468,0.6825363345556268,0.40900453298800477
PC(46:1),LPC(18:1),PC,LPC,30814,PLA2G2E,23,-1.1226117514324145,0.27135879530021767,1.0999387830092717
LPG(20:4) ,PG(36:4),LPG,PG,54675,CRLS1,32,0.9160031820219255,0.3672929938220848,0.9015555849702089
LPS(22:2) ,PS(42:3),LPS,PS,10162,LPCAT3,30,-0.22784050070713582,0.8222308927947758,0.2246765703375159
PS(28:1),PE(44:0),PS,PE,23761,PISD,6,-0.2355513947135621,0.8163760957392054,0.23220847475703862
PC(36:0) ,LPC(18:3),PC,LPC,8605,PLA2G4C,23,0.5930768541948266,0.558815759580511,0.5846014097207782
LPG(20:4) ,PG(42:4),LPG,PG,9926,LPGAT1,32,1.2739052063440035,0.21300463620218096,1.24534588410396
LPC(20:0),PC(44:6),LPC,PC,54947,LPCAT2,22,-0.9766892165909846,0.33683760404041996,0.9604324676542662
PC(40:6),LPC(20:2),PC,LPC,26279,PLA2G2D,23,0.8610212171590597,0.39967758075961535,0.8421972001360193
LPC(16:0),PC(36:1),LPC,PC,10162,LPCAT3,22,0.7806923908463846,0.4418032961281485,0.7691516385717425
PC(36:0) ,LPC(22:0),PC,LPC,5321,PLA2G4A,23,-0.7361362667326748,0.46966092453606556,0.7230308606192091
PC(44:4),LPC(20:4),PC,LPC,255189,PLA2G4F,23,1.2650590669080883,0.22044681890353302,1.2253408612528665
LPC(14:1),PC(32:0),LPC,PC,10162,LPCAT3,22,0.7471673559586899,0.46153255949714234,0.7363256178405854
PC(40:9),LPC(18:3),PC,LPC,5320,PLA2G2A,23,0.434095158011385,0.6675842995335555,0.4294657696037217
LPS(16:0) ,PS(34:2),LPS,PS,254531,LPCAT4,30,-0.5753349242488376,0.5704757945943653,0.5673509103744094
PI(34:5),LPI(20:5) ,PI,LPI,283748,PLA2G4D,29,0.11783201026428285,0.9071064832423084,0.11668903054798603
