Lipid,Class,FAD185_M1_Male_5xFAD_hippocampus_x,FAD185_M3_Male_5xFAD_hippocampus_x,FAD189_M1_Male_5xFAD_hippocampus_x,FAD189_M2_Male_5xFAD_hippocampus_x,FAD185_M1_Male_5xFAD_hippocampus_y,FAD185_M3_Male_5xFAD_hippocampus_y,FAD189_M1_Male_5xFAD_hippocampus_y,FAD189_M2_Male_5xFAD_hippocampus_y,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
CE(20:1),CE,1032917.3704490662,906467.1030960083,1096545.014530182,853091.5192146301,1032917.3704490662,906467.1030960083,1096545.014530182,853091.5192146301,2816307.859375,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(20:3),CE,833825.6800765991,727581.5102806091,831041.917427063,696535.0108718872,833825.6800765991,727581.5102806091,831041.917427063,696535.0108718872,2158650.114501953,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(20:4),CE,454348.81282043457,396565.54831695557,447148.591545105,408381.7900466919,454348.81282043457,396565.54831695557,447148.591545105,408381.7900466919,1543046.3491210938,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(20:5),CE,178361.25258636475,147116.63036346436,183761.97329330444,137597.84991836548,178361.25258636475,147116.63036346436,183761.97329330444,137597.84991836548,1250399.6277770996,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(22:0),CE,124241.70886993408,121496.64895248413,125077.44895553589,125833.08826828003,124241.70886993408,121496.64895248413,125077.44895553589,125833.08826828003,505493.67501068115,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(22:1),CE,129893.00940322876,114612.48780059814,127947.18946838379,119061.04870986938,129893.00940322876,114612.48780059814,127947.18946838379,119061.04870986938,505272.3333091736,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(22:2),CE,162859.71141433716,135633.2096748352,158001.35091781616,139755.9099998474,162859.71141433716,135633.2096748352,158001.35091781616,139755.9099998474,566032.1397857666,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(22:3),CE,405745.8886604309,289309.94020462036,409109.5280609131,238038.27683258057,405745.8886604309,289309.94020462036,409109.5280609131,238038.27683258057,1092154.7315444946,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(22:5),CE,1078913.196697235,944878.5691108704,1113930.5003051758,888863.1596336365,1078913.196697235,944878.5691108704,1113930.5003051758,888863.1596336365,2145913.7845458984,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(22:6),CE,1070234.4120750427,950818.3672294617,1142208.8413734436,889587.4430122375,1070234.4120750427,950818.3672294617,1142208.8413734436,889587.4430122375,2201574.9931640625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(24:1),CE,352618.983959198,196838.11478805542,423316.03036117554,110359.60759735107,352618.983959198,196838.11478805542,423316.03036117554,110359.60759735107,6072815.161281586,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(46:3;O2),CE,163358.03229141235,129087.26902389526,216175.2949066162,76309.28558731079,163358.03229141235,129087.26902389526,216175.2949066162,76309.28558731079,3927450.7996025085,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(48:3;O2),CE,77340.50521469116,62012.5244140625,88262.58652496338,43250.403060913086,77340.50521469116,62012.5244140625,88262.58652496338,43250.403060913086,1287123.7808647156,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(50:3;O2),CE,99234.1669960022,83617.126247406,126076.42935180664,55225.284088134766,99234.1669960022,83617.126247406,126076.42935180664,55225.284088134766,2094737.3390960693,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
CE(52:3;O2),CE,62258.664279937744,56588.103843688965,70045.16505432129,49679.46350097656,62258.664279937744,56588.103843688965,70045.16505432129,49679.46350097656,226813.61838531494,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d12:0/14:0),Cer,38418.64258956909,40095.60248184204,41736.622913360596,39176.62300872803,38418.64258956909,40095.60248184204,41736.622913360596,39176.62300872803,44455.723205566406,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
"Cer(d14:2(4E,6E)/16:0)",Cer,11321.26067352295,11514.200801849365,10662.360801696777,13160.741027832031,11321.26067352295,11514.200801849365,10662.360801696777,13160.741027832031,16321.661117553711,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
"Cer(d14:2(4E,6E)/18:1(9Z))",Cer,11934.120834350586,10008.240684509277,11612.000778198242,12471.72085571289,11934.120834350586,10008.240684509277,11612.000778198242,12471.72085571289,13665.06095123291,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
"Cer(d14:2(4E,6E)/20:1(11Z))",Cer,10086.120719909668,9058.640712738037,10587.82064819336,11846.340900421143,10086.120719909668,9058.640712738037,10587.82064819336,11846.340900421143,18195.26148223877,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d15:1/16:0),Cer,20711.66142654419,18694.381340026855,22164.481693267822,22260.801399230957,20711.66142654419,18694.381340026855,22164.481693267822,22260.801399230957,28685.962020874023,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
"Cer(d15:2(4E,6E)/20:0)",Cer,16912.441276550293,15154.161228179932,16603.981018066406,16717.84112930298,16912.441276550293,15154.161228179932,16603.981018066406,16717.84112930298,39650.562911987305,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
"Cer(d15:2(4E,6E)/22:0)",Cer,14693.101043701172,14988.481006622314,13700.041015625,13893.941047668457,14693.101043701172,14988.481006622314,13700.041015625,13893.941047668457,18799.70132446289,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d16:1/17:0),Cer,34269.12244796753,31040.902389526367,30938.80218887329,32845.502140045166,34269.12244796753,31040.902389526367,30938.80218887329,32845.502140045166,36450.52267456055,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d16:1/23:0),Cer,15397.861042022705,15201.461185455322,15235.820938110352,14889.160976409912,15397.861042022705,15201.461185455322,15235.820938110352,14889.160976409912,20381.52138519287,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/13:0),Cer,33138.32256317139,32430.66231918335,34314.02250671387,34257.34228897095,33138.32256317139,32430.66231918335,34314.02250671387,34257.34228897095,41184.04275512695,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/14:0),Cer,44675.843311309814,42500.363220214844,47684.48356628418,43728.34299850464,44675.843311309814,42500.363220214844,47684.48356628418,43728.34299850464,50856.263610839844,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/15:0),Cer,36438.10264587402,37457.9627532959,40680.40280914307,36669.62261199951,36438.10264587402,37457.9627532959,40680.40280914307,36669.62261199951,43407.602966308594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/16:0),Cer,78953.02548217773,75252.78522109985,78735.70473480225,79401.46519088745,78953.02548217773,75252.78522109985,78735.70473480225,79401.46519088745,84237.666015625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/17:0),Cer,84626.20567321777,79988.5648803711,86167.04610824585,86739.00630569458,84626.20567321777,79988.5648803711,86167.04610824585,86739.00630569458,103740.6279296875,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/18:0),Cer,34906.36234283447,31293.481773376465,34680.42227935791,30474.622066497803,34906.36234283447,31293.481773376465,34680.42227935791,30474.622066497803,40826.322814941406,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/19:0),Cer,28407.72200012207,29887.682121276855,25524.281826019287,27135.721809387207,28407.72200012207,29887.682121276855,25524.281826019287,27135.721809387207,37957.802490234375,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/20:0),Cer,31320.40249633789,29705.682041168213,32722.242221832275,32991.022510528564,31320.40249633789,29705.682041168213,32722.242221832275,32991.022510528564,40378.802673339844,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/21:0),Cer,34575.242374420166,33170.462520599365,36202.962368011475,37818.782695770264,34575.242374420166,33170.462520599365,36202.962368011475,37818.782695770264,161184.93188476562,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/22:0),Cer,31962.302124023438,31058.50206375122,35244.18237686157,31671.702293395996,31962.302124023438,31058.50206375122,35244.18237686157,31671.702293395996,147861.1506652832,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/23:0),Cer,33145.62222671509,35022.82235336304,34191.38238143921,34969.48257827759,33145.62222671509,35022.82235336304,34191.38238143921,34969.48257827759,70578.20520019531,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/24:0),Cer,78241.06517028809,80732.28576660156,78222.44567871094,75196.94541931152,78241.06517028809,80732.28576660156,78222.44567871094,75196.94541931152,115357.70776367188,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/25:0),Cer,81298.02593612671,81511.68585205078,87009.10650634766,84331.10681152344,81298.02593612671,81511.68585205078,87009.10650634766,84331.10681152344,94354.74658203125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/26:0),Cer,58482.58428955078,58020.643646240234,60901.48419189453,59035.72381591797,58482.58428955078,58020.643646240234,60901.48419189453,59035.72381591797,98408.84783935547,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/27:0),Cer,55863.064025878906,52282.16326904297,54442.903900146484,56656.78399658203,55863.064025878906,52282.16326904297,54442.903900146484,56656.78399658203,88581.96716308594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/29:0),Cer,31286.202423095703,30810.462196350098,32552.742561340332,31001.50222015381,31286.202423095703,30810.462196350098,32552.742561340332,31001.50222015381,36515.04244995117,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/30:0),Cer,29029.822174072266,26380.801830291748,25734.961780548096,26006.28195953369,29029.822174072266,26380.801830291748,25734.961780548096,26006.28195953369,36017.642486572266,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/31:0),Cer,22793.461612701416,18386.22138595581,22613.18170928955,22533.101608276367,22793.461612701416,18386.22138595581,22613.18170928955,22533.101608276367,33543.66241455078,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/32:0),Cer,22826.641647338867,20060.901279449463,22175.701431274414,21389.281394958496,22826.641647338867,20060.901279449463,22175.701431274414,21389.281394958496,35743.24252319336,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/h17:0),Cer,31832.322284698486,30861.761993408203,32385.802402496338,33786.1226234436,31832.322284698486,30861.761993408203,32385.802402496338,33786.1226234436,36675.402587890625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/h24:0),Cer,81458.14553451538,83752.74612426758,89559.36703491211,87004.30569458008,81458.14553451538,83752.74612426758,89559.36703491211,87004.30569458008,95063.60705566406,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:0/h26:0),Cer,55340.22415161133,54655.10383605957,56323.723403930664,54578.40377807617,55340.22415161133,54655.10383605957,56323.723403930664,54578.40377807617,92062.6470336914,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/12:0),Cer,21071.08140182495,19919.761432647705,21338.70163345337,18789.721336364746,21071.08140182495,19919.761432647705,21338.70163345337,18789.721336364746,25365.081756591797,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/14:0),Cer,26227.581928253174,25792.321811676025,25873.041721343994,22443.96173477173,26227.581928253174,25792.321811676025,25873.041721343994,22443.96173477173,34530.7822265625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/16:0),Cer,30314.262134552002,28884.52202987671,30958.54224395752,30954.30227279663,30314.262134552002,28884.52202987671,30958.54224395752,30954.30227279663,38499.722717285156,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/17:0),Cer,30431.22215652466,29902.542266845703,31343.78245162964,32074.382495880127,30431.22215652466,29902.542266845703,31343.78245162964,32074.382495880127,40616.56295776367,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/18:0),Cer,25069.38193511963,21732.961612701416,24833.141723632812,22168.30173110962,25069.38193511963,21732.961612701416,24833.141723632812,22168.30173110962,28675.522033691406,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/18:1(9Z)),Cer,25487.361755371094,23009.06153869629,24279.101696014404,24527.021770477295,25487.361755371094,23009.06153869629,24279.101696014404,24527.021770477295,31446.062286376953,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/19:0),Cer,24266.101734161377,21343.781620025635,23913.64158630371,19152.101314544678,24266.101734161377,21343.781620025635,23913.64158630371,19152.101314544678,42978.6032409668,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/20:0),Cer,19006.58140182495,20177.301513671875,18944.301361083984,18766.361358642578,19006.58140182495,20177.301513671875,18944.301361083984,18766.361358642578,29753.861755371094,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/22:0),Cer,18159.081336975098,14505.861186981201,16520.340984344482,17765.601303100586,18159.081336975098,14505.861186981201,16520.340984344482,17765.601303100586,24002.86163330078,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/23:0),Cer,19203.121376037598,19250.961235046387,17531.221294403076,20989.58152770996,19203.121376037598,19250.961235046387,17531.221294403076,20989.58152770996,29695.122009277344,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
Cer(d18:1/24:0),Cer,21898.441570281982,25629.74185180664,21692.441696166992,21925.681579589844,21898.441570281982,25629.74185180664,21692.441696166992,21925.681579589844,47688.70349121094,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
