Lipid,Class,FAD185_M1_Male_5xFAD_hippocampus_x,FAD185_M3_Male_5xFAD_hippocampus_x,FAD189_M1_Male_5xFAD_hippocampus_x,FAD189_M2_Male_5xFAD_hippocampus_x,FAD185_M1_Male_5xFAD_hippocampus_y,FAD185_M3_Male_5xFAD_hippocampus_y,FAD189_M1_Male_5xFAD_hippocampus_y,FAD189_M2_Male_5xFAD_hippocampus_y,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
SM(d18:2/14:0),SM,45929.622997283936,48576.543395996094,52826.94421386719,49872.3434753418,45929.622997283936,48576.543395996094,52826.94421386719,49872.3434753418,225997.27587890625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
SM(d18:2/15:0),SM,43949.923248291016,45020.94348144531,43187.04275512695,44756.12335205078,43949.923248291016,45020.94348144531,43187.04275512695,44756.12335205078,220162.15649414062,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
SM(d18:2/18:1),SM,32254.682373046875,32325.26239013672,32309.30242919922,32971.16223144531,32254.682373046875,32325.26239013672,32309.30242919922,32971.16223144531,170948.2527770996,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
SM(d18:2/20:1),SM,32124.782474517822,32673.02236557007,35085.58243560791,35685.60276412964,32124.782474517822,32673.02236557007,35085.58243560791,35685.60276412964,207325.0698852539,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
SM(d18:2/21:0),SM,38128.8825378418,34951.68245315552,37152.782680511475,33009.12229537964,38128.8825378418,34951.68245315552,37152.782680511475,33009.12229537964,203882.79455566406,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
SM(d18:2/22:1),SM,51700.804054260254,48941.84362411499,55728.86389541626,48731.96366119385,51700.804054260254,48941.84362411499,55728.86389541626,48731.96366119385,264913.35791015625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
SM(d18:2/24:1),SM,40369.28279876709,37954.7426071167,38777.62243270874,37995.10287094116,40369.28279876709,37954.7426071167,38777.62243270874,37995.10287094116,182088.65399169922,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(37:0)]_FA14:0,TAG,91795.58654785156,93022.98681640625,90494.24597167969,102531.86694335938,91795.58654785156,93022.98681640625,90494.24597167969,102531.86694335938,53841.62384033203,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(37:0)]_FA16:0,TAG,148651.3309326172,155602.8507080078,171260.4110107422,207861.0341796875,148651.3309326172,155602.8507080078,171260.4110107422,207861.0341796875,63377.284606933594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(37:0)]_FA18:0,TAG,390685.92932128906,373748.62255859375,350891.365234375,347235.94665527344,390685.92932128906,373748.62255859375,350891.365234375,347235.94665527344,133977.5894165039,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(38:0)]_FA14:0,TAG,478306.533203125,424250.2314453125,450269.17041015625,488217.7548828125,478306.533203125,424250.2314453125,450269.17041015625,488217.7548828125,263183.95703125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(38:0)]_FA16:0,TAG,233208.9775390625,225934.85571289062,228506.05737304688,256348.43627929688,233208.9775390625,225934.85571289062,228506.05737304688,256348.43627929688,139112.30981445312,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(38:0)]_FA18:0,TAG,399769.5290527344,380998.029296875,366224.88623046875,390544.4475097656,399769.5290527344,380998.029296875,366224.88623046875,390544.4475097656,184773.53295898438,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA14:0,TAG,523998.888671875,391473.1638183594,290212.60119628906,418595.0930175781,523998.888671875,391473.1638183594,290212.60119628906,418595.0930175781,49943.38360595703,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,TAG | DAG,155462.56018066406,149442.39080810547,153307.0004272461,162957.29205322266,155462.56018066406,149442.39080810547,153307.0004272461,162957.29205322266,84683.08590698242,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,TAG | DAG,318673.8035888672,273013.80062294006,259425.3886165619,274749.8498325348,318673.8035888672,273013.80062294006,259425.3886165619,274749.8498325348,172613.37231445312,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,TAG | DAG,74231.5251159668,71371.97526741028,71333.1454334259,74148.91493415833,74231.5251159668,71371.97526741028,71333.1454334259,74148.91493415833,31205.932207107544,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,TAG | DAG,838839.6303462982,785599.1245059967,776508.0645999908,747349.480588913,838839.6303462982,785599.1245059967,776508.0645999908,747349.480588913,524108.48876953125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(39:0)]_FA14:0,TAG,90585.42687988281,94223.48657226562,86392.80603027344,107846.60754394531,90585.42687988281,94223.48657226562,86392.80603027344,107846.60754394531,38063.52276611328,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(39:0)]_FA16:0,TAG,109936.80859375,110066.82775878906,111033.52868652344,118760.609375,109936.80859375,110066.82775878906,111033.52868652344,118760.609375,64290.10437011719,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(39:0)]_FA18:0,TAG,219190.1121826172,226954.45349121094,245803.61987304688,291524.1979980469,219190.1121826172,226954.45349121094,245803.61987304688,291524.1979980469,76476.26623535156,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(39:1)]_FA14:0,TAG,141148.3901977539,132751.9270324707,111493.78826904297,123452.04895019531,141148.3901977539,132751.9270324707,111493.78826904297,123452.04895019531,43193.203216552734,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(39:1)]_FA16:0,TAG,99237.62670898438,97991.86645507812,95691.32641601562,104220.44787597656,99237.62670898438,97991.86645507812,95691.32641601562,104220.44787597656,47120.243408203125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(39:1)]_FA16:1,TAG,124748.00903320312,128909.8486328125,119818.64892578125,138421.0087890625,124748.00903320312,128909.8486328125,119818.64892578125,138421.0087890625,62350.10430908203,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(39:1)]_FA18:0,TAG,154823.53045654297,188837.373046875,225049.43627929688,169345.873046875,154823.53045654297,188837.373046875,225049.43627929688,169345.873046875,72345.82495117188,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(39:1)]_FA18:1,TAG,244025.25927734375,242352.41870117188,265900.51611328125,284551.3415527344,244025.25927734375,242352.41870117188,265900.51611328125,284551.3415527344,76259.26550292969,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:0)]_FA14:0,TAG,272229.861328125,240880.89794921875,267905.119140625,295959.72119140625,272229.861328125,240880.89794921875,267905.119140625,295959.72119140625,178000.93212890625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:0)]_FA16:0,TAG,276015.2978515625,283103.9577636719,287768.99951171875,288720.7424316406,276015.2978515625,283103.9577636719,287768.99951171875,288720.7424316406,156035.61059570312,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:0)]_FA18:0,TAG,196078.85595703125,198088.05493164062,212728.6572265625,231055.31591796875,196078.85595703125,198088.05493164062,212728.6572265625,231055.31591796875,102814.80749511719,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA14:0,TAG,75638.76550292969,71950.0650024414,75165.30596923828,76377.44512939453,75638.76550292969,71950.0650024414,75165.30596923828,76377.44512939453,40020.122985839844,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA16:0,TAG,438381.2722167969,476891.12951660156,301771.15899658203,331133.3029785156,438381.2722167969,476891.12951660156,301771.15899658203,331133.3029785156,53036.68341064453,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA16:1,TAG,314230.8017578125,310044.3212890625,282189.716796875,320328.80615234375,314230.8017578125,310044.3212890625,282189.716796875,320328.80615234375,142653.38940429688,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA18:0,TAG,112298.04748535156,119112.54809570312,129287.48889160156,143690.49060058594,112298.04748535156,119112.54809570312,129287.48889160156,143690.49060058594,56847.50402832031,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA18:1,TAG,204928.57495117188,203290.6533203125,219993.33715820312,220200.99755859375,204928.57495117188,203290.6533203125,219993.33715820312,220200.99755859375,93546.30700683594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA14:0,TAG,97796.2466430664,100592.26647949219,96203.58618164062,128342.68859863281,97796.2466430664,100592.26647949219,96203.58618164062,128342.68859863281,32060.7021484375,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA16:0,TAG,67399.52523803711,73512.56567382812,69984.48541259766,69347.0842590332,67399.52523803711,73512.56567382812,69984.48541259766,69347.0842590332,94824.2857055664,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA16:1,TAG,484046.99560546875,561752.9835205078,310873.20068359375,355219.1472167969,484046.99560546875,561752.9835205078,310873.20068359375,355219.1472167969,54243.983825683594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA18:0,TAG,92353.50524902344,93451.12731933594,114856.74816894531,106424.98742675781,92353.50524902344,93451.12731933594,114856.74816894531,106424.98742675781,47691.243591308594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA18:1,TAG,116894.12915039062,120465.7294921875,133603.92895507812,134187.9497680664,116894.12915039062,120465.7294921875,133603.92895507812,134187.9497680664,52584.48400878906,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA18:2,TAG,227979.416015625,210366.07641601562,240803.41723632812,249601.37622070312,227979.416015625,210366.07641601562,240803.41723632812,249601.37622070312,101763.20703125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:0)]_FA14:0,TAG,78504.80548095703,78973.96557617188,82255.16577148438,91126.18591308594,78504.80548095703,78973.96557617188,82255.16577148438,91126.18591308594,32394.162384033203,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,TAG | DAG,153227.70162963867,148965.07989501953,139187.64962768555,162979.49142456055,153227.70162963867,148965.07989501953,139187.64962768555,162979.49142456055,61289.40441894531,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,TAG | DAG,97776.87714576721,96951.66703605652,105622.87790870667,105675.6070728302,97776.87714576721,96951.66703605652,105622.87790870667,105675.6070728302,71211.89463806152,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA14:0,TAG,125926.0892944336,111794.00646972656,97103.06726074219,95730.46661376953,125926.0892944336,111794.00646972656,97103.06726074219,95730.46661376953,34149.50248718262,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA16:0,TAG,93715.12683105469,96268.68704223633,87965.64538574219,93210.14642333984,93715.12683105469,96268.68704223633,87965.64538574219,93210.14642333984,36475.022399902344,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA16:1,TAG,132365.869140625,123773.94860839844,113690.90789794922,151109.9503173828,132365.869140625,123773.94860839844,113690.90789794922,151109.9503173828,41192.46307373047,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA18:0,TAG,72662.96466064453,78059.28643798828,90013.16638183594,86206.2861328125,72662.96466064453,78059.28643798828,90013.16638183594,86206.2861328125,37963.42251586914,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA18:1,TAG,121780.92742919922,124890.70971679688,138583.3701171875,133855.3477783203,121780.92742919922,124890.70971679688,138583.3701171875,133855.3477783203,51342.70361328125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA14:0,TAG,69864.62548828125,60055.20397949219,62490.88427734375,61729.68426513672,69864.62548828125,60055.20397949219,62490.88427734375,61729.68426513672,26025.10171508789,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA16:0,TAG,53690.60382080078,58126.323974609375,53652.08410644531,57987.563720703125,53690.60382080078,58126.323974609375,53652.08410644531,57987.563720703125,30333.022064208984,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA16:1,TAG,111097.7885131836,113678.1079711914,89705.70587158203,104025.00708007812,111097.7885131836,113678.1079711914,89705.70587158203,104025.00708007812,35800.64254760742,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:0,TAG,62478.56457519531,82006.22576904297,74604.92608642578,73370.22473144531,62478.56457519531,82006.22576904297,74604.92608642578,73370.22473144531,28303.062103271484,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:1,TAG,85450.0859375,87208.08569335938,95289.66589355469,91533.10559082031,85450.0859375,87208.08569335938,95289.66589355469,91533.10559082031,38625.762786865234,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:2,TAG,129693.88916015625,127105.08813476562,154205.35131835938,150775.5096435547,129693.88916015625,127105.08813476562,154205.35131835938,150775.5096435547,61773.204162597656,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(42:0)]_FA14:0,TAG,227165.73559570312,206768.27221679688,222103.39624023438,256734.01635742188,227165.73559570312,206768.27221679688,222103.39624023438,256734.01635742188,113048.08764648438,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,TAG | DAG,309197.19285583496,286175.86028671265,254830.81843185425,325283.60323905945,309197.19285583496,286175.86028671265,254830.81843185425,325283.60323905945,166154.8020915985,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus vs Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus,4,4,Blank_Blank_Blank_Blank_Blank
