Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex ,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex ,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex ,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,9689.680694580078,8577.140621185303,8721.760601043701,8568.220588684082,8318.060626983643,8411.740604400635,7482.000534057617,7539.040561676025,9103.68058013916,8556.320613861084,8496.220573425293,9405.820568084717,9683.860694885254,9057.300678253174,7950.900543212891,9459.980648040771,8625.36058807373,9157.600639343262,7859.120552062988,10246.540729522705,13441.081062316895,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(10:2),CAR,514652.99893188477,465503.0145187378,466398.2900390625,468795.7157020569,477414.1746826172,479235.2310333252,476177.0739746094,465215.43168258667,453861.348487854,457558.5531387329,467254.89208984375,459875.91410446167,473032.41312789917,476367.7107849121,481124.4542427063,479465.87662506104,471169.6966743469,477712.73321533203,477586.1125488281,478198.37226867676,642041.1708984375,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(10:2)_QUAL,CAR,703678.1702880859,625800.6659698486,662201.5657730103,606911.8633232117,628613.0872039795,654185.5482177734,609228.8646697998,648264.1270751953,612985.6586914062,583119.983165741,613257.7263183594,619634.5055885315,631867.0440940857,625976.7437744141,672799.165512085,630418.004322052,615290.3865966797,613562.1617736816,632785.6041870117,656310.4880371094,585456.421875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(10:3),CAR,504844.3345336914,452021.83361816406,464280.13161087036,469241.8908691406,465302.7536354065,474795.994140625,474447.635887146,465557.13538360596,450509.6921386719,460000.71240234375,464176.95095825195,452145.2126464844,465281.9126586914,464155.4952850342,474823.5919189453,474205.2722167969,468512.5920410156,468188.3310546875,461780.14990234375,469740.2858848572,611447.3291015625,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(10:3)_QUAL,CAR,733342.43359375,685624.3889160156,673968.7052230835,659826.9465866089,632045.0028305054,697903.6512451172,665941.73046875,645827.4847717285,659306.0273742676,642235.74609375,626910.0848655701,665620.6653213501,666056.2108001709,659595.4996337891,667592.1860351562,678421.726776123,639118.0305175781,709130.7650985718,671410.9285202026,654040.244216919,633677.9819335938,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(11:0),CAR,257411.83834457397,226792.97513198853,235500.31698989868,228777.53755569458,230313.99589538574,230251.3971862793,230270.4958267212,221750.31714248657,220413.59775543213,217053.09909439087,228729.7152633667,223195.856300354,221055.97383499146,235199.47663497925,230880.37762069702,225887.83601379395,220966.0139694214,229641.99746704102,224726.95721054077,224918.15712356567,307762.5842285156,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(11:0)_QUAL,CAR,1042371.3549728394,970676.9281768799,969895.6544570923,975705.0064086914,965662.7069129944,986055.2133140564,976975.6697769165,955191.4277381897,949159.1106185913,954711.986038208,968537.4339294434,938378.0825996399,964686.4536552429,973990.7679748535,992071.5774345398,981095.388343811,939224.9856300354,977671.6344985962,956961.8673667908,989260.4065742493,870968.1220703125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(12:0),CAR,7086168.616256714,6678902.369693756,6863065.198444366,6745535.974380493,6722045.327503204,6738613.562194824,6699264.702194214,6719000.105945587,6595506.065631866,6587197.182506561,6609949.7562561035,6508958.115943909,6755555.022506714,6841519.090320587,6716539.346256256,6678660.912193298,6792760.283447266,6707013.297504425,6667696.220630646,6701144.04000473,6397297.76171875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(12:0)_QUAL,CAR,1301156.3486747742,1204854.1464118958,1223517.5615692139,1185620.6024284363,1168562.6757087708,1221828.444656372,1185875.7597351074,1231905.3475875854,1220984.7471504211,1186442.9816474915,1206898.078968048,1169944.6788101196,1221448.2316474915,1270938.2918777466,1211441.843990326,1192335.056098938,1149624.4547691345,1232741.0681304932,1156557.9998130798,1158045.8211669922,1316580.955078125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(14:0),CAR,372923.9835395813,352516.32289886475,361172.9073677063,351659.0252189636,344656.7267036438,355747.00621795654,357862.2861595154,345185.36516189575,350620.08406829834,348522.6434059143,341792.96465682983,337150.12424468994,359427.3056907654,359881.06538009644,363645.406414032,357919.7455329895,355229.2665863037,346274.64430618286,347462.24549484253,354003.20457458496,372286.30517578125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(14:0)_QUAL,CAR,827987.8002815247,767989.5547332764,771629.2531318665,761843.1140289307,751557.3112182617,756529.673248291,767636.0124702454,767607.0130500793,749190.3892250061,744998.4352416992,753242.0290298462,765062.256061554,773082.2574691772,772035.891960144,758977.2906303406,747751.4731330872,740778.4919586182,743653.8512954712,740152.0901222229,733174.673248291,886736.28125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(14:1),CAR,375419.16662979126,354174.50399017334,368253.64530181885,363025.84524154663,359813.8261604309,365205.88707733154,375739.64881134033,356100.30715560913,350630.924949646,355140.1877403259,352333.0259246826,350389.9856529236,356755.88496780396,366563.72498703003,369238.8459434509,358175.605922699,358847.823677063,356826.54473495483,354837.2649497986,362649.1644592285,368998.52587890625,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(14:1)_QUAL,CAR,799638.3330917358,814000.9125061035,767067.6369972229,805187.0212173462,750288.1098861694,762916.4165306091,760089.3957099915,754330.134147644,757029.9527816772,744259.6683273315,748755.6727409363,762665.391254425,753580.4165306091,776833.9528961182,790660.0382080078,759985.7733268738,748233.2111778259,752968.1960601807,745128.6497344971,732112.7479362488,902707.2607421875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(14:2),CAR,411872.5904350281,379257.40713500977,391137.3074455261,390176.2078399658,389590.1304168701,390155.8661003113,396985.10791397095,382627.4061203003,380503.1065673828,374163.94496917725,383549.54625701904,379983.54623794556,391326.5685043335,395916.17125701904,400606.2511405945,390802.4482498169,393587.8889694214,389661.78787994385,376575.94801330566,386611.48862075806,397565.60986328125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(14:2)_QUAL,CAR,845375.5410995483,807545.179107666,834265.8830909729,815737.9792633057,789235.235710144,791702.0143814087,788367.5584449768,815013.1390686035,805672.5811767578,767973.9305114746,797707.0398521423,824324.7989883423,806046.2173500061,807015.7537155151,836812.7205162048,796397.3543815613,791681.4773902893,799562.6788711548,786712.6766471863,777356.4733657837,898668.984375,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(16:0),CAR,272205.9010620117,254972.17778015137,260527.89841461182,263566.538608551,261969.87801361084,252360.75695037842,260281.57931137085,254191.69914627075,243168.3185043335,251302.79752731323,249055.1368522644,255124.0784072876,265652.26039505005,257439.0177116394,262179.4790916443,261844.07703781128,255383.49932479858,254987.47729110718,257094.6977005005,262309.0381126404,283562.06005859375,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(16:0)_QUAL,CAR,785454.1362190247,750047.2343788147,741665.0752410889,739226.2096939087,728377.2713737488,727270.5544624329,741527.9105110168,713229.6112556458,711777.9098129272,695143.8098487854,724922.409576416,763822.391960144,744304.7329330444,732082.8132858276,739062.2687950134,734761.513053894,784411.1769981384,745552.4319190979,754089.5711021423,739143.4885215759,743383.630859375,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(16:1),CAR,265494.65633773804,243783.21682357788,251108.5578765869,251304.5781402588,248678.4370956421,245360.19734191895,255607.11666488647,246293.89665603638,245300.87617874146,240792.1379928589,248448.07914733887,245800.7378692627,245991.79652786255,251715.1997642517,264756.37813186646,247661.2379837036,250654.79792785645,250094.41779708862,238331.3762550354,247959.7371749878,271161.9794921875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(16:1)_QUAL,CAR,737661.1934432983,704960.151763916,734014.1730155945,766917.2532501221,703927.8320007324,705393.8503189087,734830.953327179,720657.4304771423,695575.2939910889,676417.1706314087,726439.9694976807,707643.2922325134,717180.0927810669,725311.6316871643,725863.83070755,713666.6140708923,724446.8543014526,731428.8098487854,725142.5340690613,702181.8899688721,740003.9345703125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(16:2),CAR,254123.47904968262,244697.97831726074,248117.01676177979,253679.09756469727,242813.39530944824,240024.1763458252,247627.7583732605,245519.13901138306,239340.3956298828,238028.15690994263,239834.85723495483,246588.4993057251,241356.97693252563,252207.21613693237,255897.41875839233,247745.63875579834,243000.47681045532,243440.07543563843,241989.59797668457,250961.57744979858,256414.337890625,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(16:2)_QUAL,CAR,701353.0062561035,666640.0074272156,697616.492351532,717976.537776947,678927.8856697083,674450.1648483276,677503.011100769,668987.487701416,692253.6337165833,675326.2664108276,689009.5485610962,643639.3448104858,677953.36668396,689828.7694168091,674033.1201629639,686873.8896560669,747993.7341079712,727642.2745780945,707687.5710601807,714111.8694229126,720453.970703125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(17:0),CAR,1482878.3078193665,1396086.3981285095,1370896.2021942139,1395676.4764137268,1409439.1154022217,1402296.1561775208,1423578.6156311035,1392305.039226532,1280312.0266456604,1342411.8786811829,1360446.9550056458,1249825.6628189087,1388717.9932060242,1365435.819694519,1413356.663368225,1410220.4593811035,1331627.5144615173,1386686.9743041992,1347009.9774284363,1400522.4432868958,1142501.9833984375,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(17:0)_QUAL,CAR,595341.5996513367,547453.7202033997,576444.3008651733,575001.4996185303,567340.6586799622,563622.2194595337,572052.1805152893,547222.5586013794,547989.9380531311,535001.0970344543,550429.6366462708,544586.656879425,554741.1977005005,559384.4412536621,572058.7203559875,564401.9959831238,546695.0993423462,552436.002117157,565149.957233429,551341.518913269,595367.421875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(18:0),CAR,3616983.304851532,3381557.4882850647,3483483.0332870483,3398042.738132477,3469922.337348938,3457404.749382019,3559557.1098480225,3474643.0546951294,3296005.070941925,3344060.9525032043,3352246.9637527466,3311144.3721961975,3469259.7359466553,3484259.4640693665,3523997.5050086975,3455183.6737556458,3436369.5448493958,3403506.3254776,3337268.1692276,3445748.8835983276,3204698.263671875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(18:0)_QUAL,CAR,774771.6753196716,721255.08934021,754288.6739501953,743533.6129341125,738997.1532478333,737973.8898925781,757535.6389884949,732448.7354736328,716354.0694618225,722951.7132110596,719669.6684455872,710598.3502388,720246.8477783203,743083.9319190979,749395.356136322,723401.7704734802,700834.5096549988,726716.0859832764,706073.6140327454,726914.1117248535,760985.4560546875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(18:1),CAR,3536704.2545394897,3301628.6700057983,3393913.270629883,3353392.2062568665,3361928.4101638794,3365038.3362579346,3400106.4828186035,3339850.368286133,3208154.653289795,3263183.57157135,3307511.630317688,3274809.1086006165,3347135.549381256,3382485.3075065613,3353254.942504883,3361561.0278167725,3287294.077976227,3296570.7317276,3204892.8693847656,3351227.7195396423,3208659.5,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(18:1)_QUAL,CAR,746234.0699272156,700237.9283294678,724785.0505142212,723665.552936554,716264.7123908997,705935.4915313721,710473.9950065613,703605.8525428772,690094.1508674622,691485.6316871643,704959.9509849548,697517.5519180298,700270.9301605225,722437.5520362854,733329.8883666992,704511.444694519,687817.2287979126,698676.2541503906,685858.1858673096,690885.727470398,735194.3125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(18:2),CAR,3644972.7496910095,3395870.140319824,3503175.5364112854,3441816.2820358276,3459340.898914337,3464880.6779785156,3480028.3957901,3441927.2031326294,3338940.8262557983,3381310.580318451,3378535.9031333923,3321106.1242256165,3450976.4942245483,3512091.339225769,3508806.404537201,3443127.4628181458,3400825.3496932983,3387669.8253211975,3324932.8187561035,3422128.678287506,3252238.28515625,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(18:2)_QUAL,CAR,754319.9326591492,691594.3280906677,695773.7686767578,708596.9889526367,687232.8104362488,696887.011138916,690644.4261360168,682017.2644615173,668169.3501625061,681783.3293418884,681685.0301246643,674869.0134429932,686454.8266487122,703156.7877388,720276.7510643005,694198.5872344971,669660.2464904785,684677.1701622009,667810.4846534729,682717.2683677673,725255.8544921875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(18:3),CAR,3629987.7721939087,3370895.863910675,3444286.058444977,3371295.2239112854,3425767.350631714,3406953.5526618958,3441400.094696045,3416208.1578178406,3279828.879535675,3354389.6895370483,3349920.6620368958,3290681.483757019,3407649.4781303406,3442251.3753204346,3445740.9128189087,3445305.923286438,3369807.191257477,3350015.237663269,3287794.0570373535,3405838.6034431458,3175149.642578125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(18:3)_QUAL,CAR,792140.098285675,734192.0928192139,755661.3931694031,750744.1921539307,754328.6924285889,744972.2701225281,748352.8323478699,726399.4345741272,730110.7504768372,724256.6666870117,725491.6473884583,726656.8913345337,733380.6719207764,740901.3504333496,754579.333480835,742360.8333244324,717607.3729362488,724836.8706283569,735466.7116851807,731881.909614563,757884.5498046875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
CAR(18:4),CAR,3549657.456100464,3330174.315475464,3399707.930316925,3352943.5315704346,3370694.5312538147,3370750.345943451,3403386.753757477,3341677.4223480225,3234661.6706314087,3270577.046726227,3294830.3148498535,3233968.356567383,3368890.472820282,3384906.931880951,3429150.994380951,3370275.0512542725,3319213.617038727,3307672.6473503113,3256345.6503181458,3373901.868598938,3109092.08203125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
