Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex ,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cortex ,FAD184_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cerebellum,FAD184_F4_Female_WT_cortex ,FAD184_F4_Female_WT_diencephalon,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,9689.680694580078,8577.140621185303,8721.760601043701,8568.220588684082,8318.060626983643,8411.740604400635,7482.000534057617,7539.040561676025,9103.68058013916,8556.320613861084,8496.220573425293,9405.820568084717,9683.860694885254,9057.300678253174,7950.900543212891,9459.980648040771,8625.36058807373,9157.600639343262,7859.120552062988,10246.540729522705,13441.081062316895,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(32:3)_C18:0,DAG,51606.763690948486,52047.983947753906,51404.64359283447,48540.66374588013,60245.40418243408,52064.80340194702,50154.76362609863,54985.143909454346,52073.843910217285,49816.663146972656,54294.38376235962,54635.76372528076,54811.483657836914,52565.12370300293,52702.124015808105,48915.32357406616,57812.60408401489,52601.14370727539,52601.96343231201,51287.16371154785,59358.62420654297,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(32:3)_C18:1,DAG,106996.2074508667,140720.96998214722,146363.30949783325,123875.49041366577,122582.28811645508,122178.18893814087,137755.39040374756,153310.87244033813,114678.92865371704,78878.02593231201,119782.9493598938,108930.76728439331,138702.64807510376,116808.20760726929,144489.7314453125,280057.6021118164,147911.33261108398,116627.9268875122,110171.22805404663,142357.86958694458,1149421.6794433594,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(32:3)_C18:2,DAG,166375.4515914917,178913.47205734253,174904.59212112427,176521.2527885437,177345.81212615967,177319.07313919067,180037.4919166565,186805.0928993225,167638.95196914673,167284.57034683228,175320.63293075562,158958.11184310913,200891.2543411255,168428.11145401,185161.03312683105,178800.49229812622,171253.251121521,166588.79139709473,191324.97268676758,167675.55208206177,545395.2413330078,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(32:5)_C16:0,DAG,50761.244079589844,59229.624282836914,39870.24295043945,56985.12384033203,55358.123794555664,44827.5231628418,39919.302963256836,38652.442779541016,48872.72343444824,42069.323181152344,40913.86273956299,38217.34270477295,44496.56298446655,35696.24251937866,36568.94254684448,53852.703536987305,37274.78269195557,47912.123764038086,29877.98218536377,54426.42379760742,36289.26235961914,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(32:5)_C16:1,DAG,40239.64277267456,53387.78379821777,44756.00308609009,63248.04443359375,44903.9033203125,49343.50346374512,42422.24300003052,41267.502979278564,51826.44357299805,49845.16360473633,42198.082889556885,38178.14273071289,38914.262798309326,37275.04258728027,45032.46319961548,37894.282707214355,38110.88293457031,42495.94302749634,38703.10261917114,49836.14366531372,41413.98291015625,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(32:5)_C18:0,DAG,29194.322093963623,27689.521995544434,27928.76198577881,27941.322219848633,34661.84246826172,28826.2819480896,26840.6219329834,29266.242179870605,26930.141941070557,26414.18181991577,27166.461833953857,26419.76194000244,28630.78196334839,28121.98204421997,30993.30224609375,30585.9222946167,30749.5821685791,27015.861980438232,29349.10199737549,23144.10178756714,41148.54284667969,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(32:5)_C18:1,DAG,47096.923152923584,44444.943241119385,47555.843437194824,41625.20306777954,43992.80305480957,45290.22329330444,42321.84286117554,43010.30319213867,45206.62339782715,45038.683097839355,45689.643268585205,42730.46312713623,44410.42322540283,40000.8828125,45296.04298400879,49298.6834564209,46127.123123168945,44322.9232711792,44006.48288726807,46979.543254852295,115489.04736328125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(32:5)_C18:2,DAG,70987.76490020752,68398.5650177002,67839.20470046997,74281.86492538452,68313.32485961914,72239.1047782898,71547.30527114868,69040.18487930298,67695.10453796387,68316.90483856201,69987.2448387146,68773.06471633911,71832.54532623291,68009.2050704956,74947.6450920105,70700.66477203369,65664.48443984985,65950.36484527588,65564.54466629028,65573.60460281372,75692.72525024414,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:0)_C16:0,DAG,581179.7058105469,1179510.568786621,767754.0672607422,1420804.4881591797,1597152.6430664062,1359170.1538085938,815664.7824707031,1157096.9669799805,1214825.1788330078,1302570.2033691406,513017.5947265625,358280.7233428955,240144.7572746277,76467.2854385376,464381.31133651733,992878.2811279297,77972.8655204773,741789.9909667969,74161.98528671265,998314.3253173828,517723.9404296875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:0)_C18:0,DAG,42218.6629486084,43000.60334396362,43412.58271789551,44850.72318267822,65951.18469238281,41389.262592315674,44178.56326293945,43855.34326553345,47453.163330078125,45671.42325973511,45984.24327850342,50959.243591308594,39233.76281738281,45022.82322692871,41883.3628578186,44062.04288101196,44516.50311279297,42673.682861328125,41551.60292816162,41389.1828956604,108580.68685913086,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:1)|DG(O-34:1)_C16:0,DAG,56899.36376953125,62106.06427001953,47855.40353393555,71819.38500976562,65796.56448364258,70555.06497192383,58963.44445800781,56264.66372680664,65995.80429077148,64568.62454223633,57801.124084472656,51410.30355834961,49482.50382232666,48301.64348602295,48674.423736572266,59737.464416503906,44318.1831741333,59225.124114990234,48169.50318527222,56985.86437988281,51131.76379394531,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:1)|DG(O-34:1)_C16:1,DAG,107092.64739990234,1062341.048828125,102679.9076499939,2188595.5294189453,522654.4751396179,1062277.6100387573,106954.08792877197,312822.4830818176,974922.3221435547,1345288.6333618164,106104.08749771118,102539.9465751648,99466.2467842102,98294.62686538696,106151.96788024902,116786.80853652954,95857.00630569458,98829.8869972229,109861.98767852783,710003.7331848145,719989.2328491211,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:1)|DG(O-34:1)_C18:0,DAG,45357.92308425903,44213.64289855957,40647.842948913574,42003.56287765503,99574.02628326416,42223.96312713623,39676.742752075195,42463.48294067383,43197.282974243164,44268.683013916016,43048.64316558838,45665.44326019287,41767.323097229004,41902.96278381348,40218.26276016235,42441.083068847656,39205.5626373291,39441.80251312256,39610.8429107666,43992.32300567627,54502.983642578125,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:1)|DG(O-34:1)_C18:1,DAG,58016.46437835693,62600.58419036865,61419.7843170166,62948.044593811035,60458.804080963135,59817.34432601929,59729.08447265625,60035.22406387329,61049.60442352295,60859.54426956177,61834.86428833008,59512.304290771484,56470.60425949097,57198.524211883545,56447.804012298584,61105.964614868164,58236.623794555664,61302.66427230835,58899.304138183594,59520.74402618408,146698.89093017578,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C16:0,DAG,58790.80465698242,68141.5648803711,50949.46353149414,76113.36535644531,70004.36502075195,60649.72430419922,55254.22430419922,60927.38397216797,68276.84503173828,66118.78457641602,50642.28350830078,46465.08359527588,44519.94327545166,39080.62294006348,46659.263038635254,60822.10464477539,37775.582679748535,53909.20361328125,39621.382667541504,58049.32403564453,48120.763122558594,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C16:1,DAG,61656.20418548584,73890.22482299805,60422.744174957275,87551.94570922852,60927.424365997314,70201.62489700317,59684.604305267334,63652.42431640625,69073.38438415527,77878.72534179688,64495.52434539795,59477.00439834595,57277.104137420654,54219.98401260376,55929.843883514404,56223.32390975952,55686.58402633667,56146.20420837402,56138.663875579834,59306.2440032959,65436.78466796875,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C18:0,DAG,47820.943561553955,50851.223751068115,51403.663566589355,47925.28345489502,49027.28370666504,52856.02372741699,49240.003479003906,53124.32373046875,49681.94356918335,49504.2232093811,52726.10375213623,52593.50373840332,52084.06408691406,49958.143730163574,47345.32359313965,49759.82350921631,49329.1237487793,45506.882904052734,51364.78350830078,48030.68344497681,61951.8444519043,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C18:1,DAG,64825.8447227478,65857.80469894409,65824.6049079895,66979.16484451294,67251.44462585449,62119.66470336914,59822.6441078186,63019.04425430298,65495.364276885986,65020.3643951416,61924.72455215454,63521.76467514038,63410.44459152222,64322.68451690674,65176.72500228882,64947.38446044922,61448.80423736572,65864.18465805054,64337.78476333618,65518.30474090576,73919.3452758789,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:2)_C18:2,DAG,60444.244022369385,61466.164585113525,58326.92448043823,61861.66440963745,58103.243896484375,61710.6243019104,60374.46404647827,60382.28436279297,64933.64434814453,63278.02446746826,62654.70444869995,68621.02499008179,65853.64517211914,60077.724266052246,59171.18432998657,59878.52437591553,63038.52470397949,65024.604389190674,61206.38451766968,64469.00450515747,145297.4905090332,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C16:0,DAG,56370.84387207031,61367.64450073242,50674.80368041992,72116.5654296875,65275.04443359375,62331.5046081543,49419.04341125488,55995.06359863281,64234.10446166992,51124.863830566406,45413.82302856445,46941.10334777832,42825.302852630615,40087.06279754639,43766.023166656494,54111.203369140625,35055.32257080078,51745.14318847656,40751.042751312256,60403.58444213867,34988.962310791016,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C16:1,DAG,44703.42307662964,65934.78450012207,45219.68306350708,94005.8265991211,50021.4635848999,59940.92411804199,43866.42310714722,48009.88349533081,74430.32527160645,59726.10437011719,41572.5827293396,38776.64278411865,42483.283184051514,36787.942527770996,40362.04277801514,46297.883487701416,37416.7025680542,40263.322772979736,52125.54417037964,56895.103927612305,52907.083984375,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C18:0,DAG,29848.722145080566,30692.92218017578,30326.622203826904,31482.602180480957,31164.862297058105,32892.92227935791,29769.001861572266,29157.321823120117,33914.42246246338,28834.222232818604,28340.862045288086,33497.00231552124,30647.682388305664,28526.02214050293,30042.602054595947,33348.5824508667,31294.381965637207,28781.561965942383,30736.302291870117,30060.442054748535,38404.24252319336,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C18:1,DAG,60492.22428894043,63863.98414993286,61079.16431427002,58333.44422912598,61847.323947906494,60105.224266052246,56928.78412628174,60163.44416809082,62813.06457519531,59624.284214019775,58040.34423828125,60936.86413574219,61960.14427947998,60867.284660339355,59712.82396316528,62313.08456039429,59904.18408203125,60328.20441055298,59404.76420211792,60229.92422103882,73733.90539550781,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:3)_C18:2,DAG,61339.764209747314,62793.00450515747,66513.24493408203,66259.26468276978,58817.74417877197,59877.784198760986,64332.224700927734,64115.06447601318,59914.10427856445,63083.364486694336,64189.98452377319,64207.26441574097,67180.52474594116,60400.58433532715,66141.96447753906,63740.54458236694,64358.12482070923,60615.08432388306,61729.04448699951,63117.14476394653,76821.22573852539,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C16:0,DAG,52446.32345581055,50627.28350830078,37329.9825592041,54439.56369018555,51553.643646240234,47533.08322143555,47574.323150634766,46054.863342285156,57213.12405395508,52107.40376281738,42692.94323730469,47777.98320007324,36820.16276168823,41479.563037872314,42163.6830329895,49560.56344604492,42310.64304351807,46065.283111572266,41319.92289733887,52296.463806152344,39657.74295043945,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C16:1,DAG,40072.7226524353,105148.28700256348,42128.482849121094,109087.66734313965,50585.283531188965,61535.484477996826,42753.143184661865,40703.12296295166,68574.34477233887,59855.08395385742,38301.54279708862,39331.12266921997,37575.42261123657,36059.30248260498,44370.6633605957,41845.023403167725,37381.562854766846,47979.023624420166,41559.70308303833,76603.18534469604,52294.58386230469,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C18:0,DAG,172756.13221359253,170985.27236557007,181960.4530029297,172361.9320449829,176786.37340164185,174048.31200027466,171614.9916419983,179188.35264968872,179184.67337417603,178600.55208969116,176092.45294189453,180578.89270401,175501.65214920044,177216.07202911377,172483.03169250488,172912.45099258423,183601.7731666565,175125.89211273193,174383.19216918945,170906.75162506104,207783.83520507812,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C18:1,DAG,35062.64255523682,36650.982639312744,38968.06272506714,36424.602630615234,37424.60266876221,33843.22252655029,33351.14250564575,34631.04236602783,36884.68278121948,37319.582679748535,35985.40252304077,35840.962646484375,33402.32236480713,35607.542739868164,34615.68255233765,37514.5026473999,34370.38254928589,35728.522426605225,31961.86241531372,34882.72247695923,38159.922927856445,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:4)_C18:2,DAG,65170.56448364258,67785.06504058838,67046.14483642578,65286.20467758179,67309.40454864502,67229.20516204834,62792.46464538574,68280.24494171143,66019.0650100708,67035.2246170044,69902.78469848633,65174.2243270874,69050.68449401855,63487.684467315674,63737.74447250366,64673.74434661865,61201.144481658936,66017.00440979004,67029.44495391846,62561.24423980713,82581.46606445312,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C16:0,DAG,67114.32485961914,64806.88513183594,70578.54495239258,73341.98522949219,80528.52542114258,74104.16519165039,66464.66494750977,57961.78436279297,75942.06539916992,49669.123291015625,54371.743713378906,58360.084396362305,54988.4038734436,49143.10367202759,57811.72425079346,79249.40560913086,49130.68320083618,63770.54470825195,48764.623332977295,68003.32498168945,46754.70330810547,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C16:1,DAG,49274.38366699219,62698.984375,46872.56329727173,71058.98504638672,50688.523582458496,52183.843631744385,46984.403354644775,43173.543102264404,65459.46496582031,54398.663803100586,45358.00313568115,44967.26330947876,41724.903133392334,44997.58334350586,44916.94300842285,47570.58338546753,48318.42329788208,47672.523361206055,44031.4829750061,82343.00524139404,54140.38375854492,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C18:0,DAG,83117.70595169067,84487.86577606201,90995.38660430908,82978.18565368652,79804.20554351807,89056.78603744507,86592.82635116577,95410.94716262817,81576.42572402954,67289.94459152222,80557.76623153687,62742.4245300293,95979.42665100098,96710.76717376709,92870.52705383301,87907.32593154907,98388.70740127563,91871.78693771362,92948.48624420166,88033.24644470215,85946.8662109375,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C18:1,DAG,206283.77388381958,211202.51498794556,202396.1947441101,203100.11449050903,212984.77377319336,200490.15354919434,200848.71238327026,200611.0938873291,204914.97398757935,211708.15533447266,202245.79447555542,205028.75423812866,200063.81420135498,201626.21379470825,203843.65441513062,206627.91456985474,202960.99464035034,198178.5736465454,201951.89375686646,208399.69525527954,202510.99340820312,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(33:5)_C18:2,DAG,39808.102893829346,40366.08280181885,36452.36245727539,40657.82286453247,40202.282817840576,38206.282527923584,37951.76258087158,38237.72274017334,39458.16286468506,39104.52283859253,39985.20285797119,38400.942890167236,39553.86267852783,40762.14295578003,40656.3030128479,36012.062423706055,41069.58280944824,37588.56283569336,40583.9228553772,37559.72271347046,47241.20333862305,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:0)_C16:0,DAG,235700.91619110107,6686.820503234863,6597.920379638672,4017.300235748291,5100.6403465271,4413.7203369140625,118578.6499786377,4104.560279846191,3189.4402236938477,134117.96994018555,2639.440185546875,2619.7601928710938,2628.3801918029785,2630.620174407959,2640.200183868408,135001.09184646606,2631.440196990967,106689.14765548706,2658.6001930236816,7551.460651397705,3417.0002250671387,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:0)_C18:0,DAG,68340.68467712402,67926.78511810303,73177.4054069519,67004.60450744629,135881.70820236206,69135.46517944336,68321.56440734863,73754.30503082275,74285.08531570435,69004.02492141724,73046.90536499023,73713.7455444336,67227.44485092163,70665.04458999634,70329.3652420044,72885.52500534058,70545.72519302368,68209.3448638916,72330.44546890259,66014.18508911133,102004.16799926758,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:1)_C16:0,DAG,107350.76652526855,125000.84768676758,61643.865032196045,20905.86139678955,253799.51736450195,61649.2442817688,77225.28565216064,34355.84236907959,4183.460300445557,87952.6858253479,3103.980213165283,2890.240222930908,9291.960651397705,16254.041137695312,24690.482177734375,79805.90681838989,13285.021026611328,72057.30443954468,7621.42057800293,44194.80317687988,11391.08073425293,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:1)_C16:1,DAG,132953.10933303833,315208.5969238281,150253.53077697754,273508.14025878906,197344.97513961792,169836.57126235962,154939.17164230347,158198.57165145874,157471.93129730225,148888.69145584106,128294.06929397583,41403.92293548584,148528.1504020691,131635.9698677063,152399.15050125122,167717.27122879028,147723.21116256714,129993.88907623291,238180.9370956421,155114.03089141846,693586.6465492249,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:1)_C18:0,DAG,59901.344341278076,64086.66431045532,66587.6448173523,64778.50440979004,152825.3314781189,64109.52471923828,59989.00435256958,66614.44471740723,64610.80487823486,67240.76491546631,63602.684562683105,68403.74453735352,62234.164222717285,62855.24447631836,63206.904193878174,64056.944469451904,67071.90476989746,58356.48364639282,58104.88391113281,60305.74438858032,107205.48748779297,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:1)_C18:1,DAG,85831.1061630249,86232.38597869873,85512.80604553223,84645.3463973999,84685.90576171875,80647.30582809448,85360.38608551025,85515.78561401367,86664.7862815857,83881.20626449585,85091.98588180542,89750.72657775879,85437.62604904175,87048.9863243103,82874.16579437256,84373.96583557129,84165.58574295044,80266.98585891724,82799.42538833618,85972.02605056763,107462.40710449219,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C16:0,DAG,117625.98892211914,93366.00695800781,77738.30567932129,88959.16589355469,162698.7527770996,91534.78675842285,57746.48391723633,77010.1452331543,56837.30375289917,87726.4857788086,47735.02322769165,39474.56233215332,44858.80310058594,30948.08197784424,56687.36347961426,115388.70805358887,30046.382301330566,71535.92477416992,31814.462154388428,67914.70568847656,32901.14241409302,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C16:1,DAG,37425.16244888306,127888.02982330322,43811.18299484253,132888.20993041992,91858.64519882202,77651.50510025024,42438.50280380249,46238.723556518555,77878.28522109985,98745.50674438477,37516.06272125244,38538.66275405884,39124.76271057129,33973.84230804443,40781.782695770264,38377.32279205322,40440.042919158936,36421.74283218384,62026.464878082275,62430.48501586914,283284.41635131836,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C18:0,DAG,79789.54530334473,82883.6054763794,82411.12512207031,76725.8651008606,215128.65719985962,75843.24555587769,79427.66560745239,79444.08520507812,85839.66646575928,81811.06614685059,85427.14624023438,87116.22611618042,79024.36545562744,83639.94592666626,80290.62574386597,82970.04538726807,85524.08616638184,75999.00563049316,75573.60559082031,74783.245262146,361707.8221435547,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C18:1,DAG,74486.68550109863,78542.18539047241,73681.72478866577,68850.08517837524,75491.94482421875,72240.70510101318,69868.70495986938,69734.08503341675,74912.70528793335,76066.00535583496,75711.64541244507,73875.26497268677,72783.38530731201,71740.70477294922,72456.62491607666,74222.38500976562,68766.44478607178,71790.62519454956,70477.94495773315,76006.96515274048,188204.89282226562,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:2)_C18:2,DAG,85864.46641159058,90812.12646865845,92517.94617080688,94952.28715133667,89547.86638641357,94982.06629562378,88953.22649765015,92385.06637191772,93962.5467414856,90557.66667175293,97738.08685302734,91236.3864364624,97972.26679992676,88307.42607116699,92751.20635986328,89181.52638244629,92504.72646331787,87764.32612228394,93917.10633087158,89526.70616912842,124230.28894042969,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C16:0,DAG,2997584.3324279785,1623058.7904052734,1381300.924621582,1478305.860321045,1245451.5886230469,1405695.8587036133,699873.0219726562,1308243.2137451172,1024837.4969482422,1452496.0829467773,479362.0121154785,464524.91384124756,567509.7161254883,58029.90397262573,839926.1366539001,2407825.0395202637,46945.86352920532,730290.0448913574,45607.18320465088,864225.3688964844,43855.44302368164,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
DG(34:3)_C16:1,DAG,33274.06243515015,81436.18544006348,35487.32258605957,108928.96795654297,66083.42430114746,79225.52571105957,32734.34223175049,42465.72331619263,63550.824420928955,86137.2657623291,33769.00235748291,34159.78240966797,32462.082321166992,33291.14233016968,32554.342319488525,31289.442249298096,31559.962425231934,34092.6424407959,34244.64225769043,55547.66447067261,41195.38296508789,Sex: Female | Genotype: 5xFAD,Sex: Female | Genotype: WT,Sex: Female__Genotype: 5xFAD vs Sex: Female__Genotype: WT,8,12,Blank_Blank_Blank_Blank_Blank
