Class,Intensity,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition
,6186.17032623291,,364.2,272.2,Equisplash_Lipidomix_Std_Rep1,364.2 -> 272.2
,16056.36988067627,,487.3,346.3,Equisplash_Lipidomix_Std_Rep1,487.3 -> 346.3
,189496.56754302979,,529.4,184.1,Equisplash_Lipidomix_Std_Rep1,529.4 -> 184.1
,8334.601486206055,,573.6,271.4,Equisplash_Lipidomix_Std_Rep1,573.6 -> 271.4
,49980.20012664795,,605.5,299.5,Equisplash_Lipidomix_Std_Rep1,605.5 -> 299.5
DAG,6001.4691162109375,DG(39:4)_C18:0,676.7,375.3,Equisplash_Lipidomix_Std_Rep1,676.7 -> 375.3
,7523.636680603027,,698.6,193.1,Equisplash_Lipidomix_Std_Rep1,698.6 -> 193.1
,44140.71259307861,,711.6,570.5,Equisplash_Lipidomix_Std_Rep1,711.6 -> 570.5
,232247.5224533081,,753.6,184.1,Equisplash_Lipidomix_Std_Rep1,753.6 -> 184.1
,28761.85424041748,,755.5,570.5,Equisplash_Lipidomix_Std_Rep1,755.5 -> 570.5
,24303.66033935547,,759.6,570.6,Equisplash_Lipidomix_Std_Rep1,759.6 -> 570.6
,175057.82556152344,,829.8,523.5,Equisplash_Lipidomix_Std_Rep1,829.8 -> 523.5
,17276.234832763672,,847.6,570.6,Equisplash_Lipidomix_Std_Rep1,847.6 -> 570.6
,6097.836715698242,,200.0,350.0,Equisplash_Lipidomix_Std_Rep1,200.0 -> 350.0
,2904.9106521606445,,364.2,272.2,Equisplash_Lipidomix_Std_Rep2,364.2 -> 272.2
,2985.4881896972656,,364.2,272.2,Equisplash_Lipidomix_Std_Rep2,364.2 -> 272.2
,2143.8839950561523,,364.2,272.2,Equisplash_Lipidomix_Std_Rep2,364.2 -> 272.2
,1698.9514236450195,,364.2,272.2,Equisplash_Lipidomix_Std_Rep2,364.2 -> 272.2
,1627.587303161621,,364.2,272.2,Equisplash_Lipidomix_Std_Rep2,364.2 -> 272.2
,31256.887786865234,,487.3,346.3,Equisplash_Lipidomix_Std_Rep2,487.3 -> 346.3
,30742.70280456543,,487.3,346.3,Equisplash_Lipidomix_Std_Rep2,487.3 -> 346.3
,26108.30206298828,,487.3,346.3,Equisplash_Lipidomix_Std_Rep2,487.3 -> 346.3
,18508.27024078369,,487.3,346.3,Equisplash_Lipidomix_Std_Rep2,487.3 -> 346.3
,13322.319282531738,,487.3,346.3,Equisplash_Lipidomix_Std_Rep2,487.3 -> 346.3
,324179.0056991577,,529.4,184.1,Equisplash_Lipidomix_Std_Rep2,529.4 -> 184.1
,335220.0771636963,,529.4,184.1,Equisplash_Lipidomix_Std_Rep2,529.4 -> 184.1
,340521.8228149414,,529.4,184.1,Equisplash_Lipidomix_Std_Rep2,529.4 -> 184.1
,337270.31886291504,,529.4,184.1,Equisplash_Lipidomix_Std_Rep2,529.4 -> 184.1
,319383.4653701782,,529.4,184.1,Equisplash_Lipidomix_Std_Rep2,529.4 -> 184.1
,54622.93835449219,,605.5,299.5,Equisplash_Lipidomix_Std_Rep2,605.5 -> 299.5
,50693.74467468262,,605.5,299.5,Equisplash_Lipidomix_Std_Rep2,605.5 -> 299.5
,39500.298973083496,,605.5,299.5,Equisplash_Lipidomix_Std_Rep2,605.5 -> 299.5
