Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PGp (42:2),PG,65161.06497192383,58730.64431762695,45530.88333129883,54688.58361816406,50129.403381347656,51375.883697509766,48403.54284667969,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PGp (42:4),PG,43981.32275390625,48109.143493652344,40612.00296020508,40814.92303466797,41654.24267578125,43746.80310058594,32466.142684936523,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (14:1),PI,123372.79021453857,562594.0080566406,566800.9542236328,87930.18745422363,591114.2644042969,403640.1101951599,276031.0588378906,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (20:1),PI,93719.14587402344,177796.251953125,142828.63037109375,51636.04315185547,212258.89221191406,126028.87023925781,119808.26794433594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (24:0),PI,32091.00230407715,86725.3860168457,67239.30380249023,24467.201652526855,86344.14608764648,54428.62454223633,46573.70297241211,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (26:0),PI,37289.742069244385,73073.3447265625,67958.66421508789,28669.461959838867,81403.72564697266,66312.02551269531,63134.92413330078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (26:1),PI,136320.34786605835,184582.9521484375,157794.73071289062,83967.46563720703,170603.53125,152212.65161132812,144399.28955078125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (28:0),PI,43704.58303833008,99238.98736572266,115799.5078125,35015.34257507324,132350.24908447266,120998.14569091797,71032.00482177734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (28:1),PI,22466.841480255127,66445.56469726562,65850.26412963867,24566.401596069336,77621.08575439453,59733.483337402344,45244.50390625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (28:2),PI,18509.621223449707,59232.20361328125,43147.583084106445,13028.300888061523,47503.14274597168,33366.50263214111,40523.60314178467,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (30:0),PI,222123.53685760498,346193.365234375,431046.32861328125,153856.65075683594,453233.1123046875,483270.1123046875,232384.59716796875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (30:1),PI,75253.12411117554,159683.79138183594,213133.53692626953,62417.544036865234,225333.3770751953,223326.7996826172,90841.66625976562,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (30:2),PI,41060.20316314697,97146.28814697266,99974.64630126953,26180.82194519043,107158.80743408203,88728.66516113281,94457.12591552734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (30:3),PI,18325.30136871338,49782.2038269043,38408.82273864746,15421.001209259033,49826.68344116211,37546.80274963379,59143.68330383301,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (30:4),PI,19589.56147003174,65299.88409423828,52388.96434020996,16516.641235351562,65357.46495056152,37512.02251434326,35465.4022064209,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (32:0),PI,352287.84630203247,581099.5834960938,698131.1748046875,226664.05493164062,733344.2294921875,776586.3583984375,359021.90576171875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (32:1),PI,203842.09424591064,416512.8896484375,500735.3974609375,158019.0926513672,518059.59716796875,551380.0859375,225152.615234375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (32:2),PI,244340.29721069336,339505.6875,366907.50732421875,168559.77099609375,385358.20556640625,369250.265625,258897.87841796875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (32:3),PI,21970.421463012695,62829.3846282959,46062.623123168945,19844.92123413086,62074.70454406738,41283.76281738281,37263.662841796875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (32:4),PI,19655.10160446167,86688.04629516602,76552.96382141113,25519.94155883789,83605.10633850098,58125.183586120605,33829.00190734863,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (32:5),PI,22124.20140838623,89272.72634887695,61825.98498535156,26611.42183303833,76573.52513122559,54305.78366088867,37329.70248413086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (34:0),PI,333545.7022781372,456175.009765625,479525.23583984375,232600.81591796875,498886.84033203125,498755.498046875,475098.173828125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (34:1),PI,174107.97372436523,547623.8002929688,497356.9462890625,137670.65002441406,504785.47119140625,499667.3879394531,558142.7624511719,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (34:2),PI,169594.0131340027,376944.10693359375,367383.2668457031,114742.7876586914,379800.2087402344,325588.2214355469,178375.07104492188,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (34:3),PI,29997.402141571045,105608.068359375,87527.02781677246,34141.82288360596,102268.74661254883,64454.924255371094,47541.063903808594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (34:4),PI,18515.021381378174,64305.225189208984,45183.943771362305,16654.061199188232,52410.48387145996,42308.583236694336,34364.50213623047,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (34:5),PI,29600.062175750732,117798.94995117188,87818.38702392578,31439.92170715332,107101.60824584961,66850.80519104004,56586.20388793945,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (34:6),PI,23105.28168106079,59737.28498840332,51672.12390136719,18714.88136291504,64948.94467163086,51973.54399108887,39426.82279968262,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (36:0),PI,153883.6508216858,209671.83520507812,205123.2548828125,107766.46856689453,217847.33715820312,194182.8740234375,169436.51220703125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (36:1),PI,49240.123779296875,174926.5919189453,122025.72766113281,55202.26419067383,143476.388671875,98630.26675415039,56182.664306640625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (36:2),PI,85905.54592895508,308976.9620361328,258618.61791992188,74638.88568115234,247442.37951660156,141449.169921875,92591.24584960938,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (36:3),PI,42015.803047180176,246779.33752441406,186322.3533935547,41156.443351745605,202457.45281982422,96264.20678710938,57282.94403076172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (36:4),PI,43094.583293914795,580644.0043945312,169722.15042114258,49908.4637298584,395044.025390625,208838.13186645508,49265.12387084961,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (36:5),PI,23995.521728515625,79465.845703125,53307.603515625,16733.221225738525,70304.56506347656,38657.74298095703,31696.002044677734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (36:6),PI,34503.92237854004,65118.14431762695,53386.363372802734,22048.6414642334,65759.9838256836,43805.8829498291,46188.38366699219,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (36:7),PI,34011.48253250122,74651.60446166992,74558.84509277344,28712.38201904297,88219.08685302734,62992.68392944336,52231.56365966797,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (36:8),PI,40566.22286605835,116697.74826049805,113537.32775878906,41357.282791137695,117885.36883544922,97295.78729248047,54564.58361816406,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:0) | PIp (40:6),PI,26770.56188583374,61527.004791259766,58407.884765625,28102.72184753418,62716.284088134766,50495.86276245117,41279.66320800781,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:0) | PIp (40:6)_2,PI,27777.48183441162,58366.984130859375,57849.24368286133,31030.381942749023,66164.56442260742,46128.84358215332,39103.42330932617,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:1),PI,19798.741458892822,63164.945251464844,48892.54281616211,17341.581089019775,57676.764068603516,40257.12301635742,33391.98225402832,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:2),PI,21971.981719970703,89477.72741699219,50176.443603515625,22272.68154144287,68446.14489746094,42224.622955322266,34534.48245239258,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:3),PI,24384.20163345337,327755.12048339844,80077.14532470703,35302.64250946045,176123.87170410156,112467.3087310791,29888.84211730957,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:4),PI,79263.44602966309,2958383.3693847656,441393.3713378906,145686.7495727539,1457961.3286132812,877265.9484710693,33924.32278442383,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:5),PI,36061.62296295166,687401.8770141602,163821.07080078125,59704.603576660156,358466.3269042969,193154.3924560547,31828.921997070312,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:6),PI,36503.88262176514,271707.52014160156,102320.66674804688,42183.76315307617,131915.46899414062,80040.12524414062,46680.34298706055,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:7),PI,30639.122047424316,180935.93612670898,113381.36854553223,35107.50262069702,141311.92840576172,93209.78649902344,39463.90299987793,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:8),PI,29508.761936187744,69370.42498779297,54332.54342651367,28192.961990356445,69466.90509033203,47236.303649902344,38304.08239746094,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (38:9),PI,26764.90184020996,61449.44494628906,45705.78372192383,27357.341987609863,60089.663970947266,42822.58346557617,40901.10299682617,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:0),PI,38206.28290939331,280165.83657836914,213966.73825073242,129526.97062683105,234002.09658813477,127687.32843017578,248674.4577331543,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:1),PI,19773.801273345947,44163.28340148926,41969.64303588867,22981.662071228027,54353.603271484375,37035.943016052246,32715.142013549805,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:10),PI,21484.601593017578,97759.58805847168,60762.86477661133,52954.96369934082,101256.16595458984,61198.58460998535,32061.102447509766,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:2),PI,22388.901454925537,63925.02380371094,48045.443267822266,27549.96199798584,64669.524169921875,40559.40326309204,63856.04414367676,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:3),PI,20898.241455078125,47176.682708740234,37517.062408447266,20366.941482543945,45589.18276977539,33122.60251617432,33939.501892089844,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:4),PI,17788.8212890625,73290.30557250977,39261.60238647461,26251.68170928955,49793.68347930908,31935.482414245605,40005.80235290527,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:5),PI,22650.501445770264,114147.92834472656,57455.22360229492,29581.101821899414,71178.06491088867,44385.10305786133,85973.32585144043,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:6),PI,36889.082973480225,373329.68408203125,107769.38690185547,87737.78637695312,132795.1298828125,83133.74520874023,163903.69165039062,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:7),PI,25381.201679229736,107390.42825317383,67646.82518005371,31155.921813964844,80106.32571411133,57271.22450256348,36003.922592163086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:8),PI,24887.461715698242,73335.94494628906,90286.06651306152,49289.664138793945,67220.62490844727,62285.20376586914,41180.28256225586,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (40:9),PI,19878.721519470215,50983.38348388672,40554.88296508789,17913.96111679077,50833.723541259766,30015.36199951172,31218.941864013672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:0),PI,18911.561408996582,55498.103454589844,43462.38345336914,33623.562534332275,56106.70397949219,41834.98313522339,97259.66902160645,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:1),PI,13895.721046447754,29012.06219482422,26110.48194885254,17095.241249084473,33121.442626953125,25710.80213546753,24027.881881713867,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:10),PI,14313.061000823975,42793.66278076172,30294.942321777344,17799.101188659668,41704.383071899414,25198.981716156006,31729.622604370117,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:11),PI,20170.72150039673,102615.52561950684,81540.14555358887,50260.88283538818,91147.44702148438,54807.3645401001,145164.92910766602,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:3),PI,17690.001499176025,69072.92529296875,45689.10372924805,29287.261825561523,64803.62341308594,36961.8030090332,71772.20361328125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:4),PI,13069.600852966309,29299.52195739746,23431.541595458984,15510.541244506836,30805.26206970215,21618.481590270996,23323.401580810547,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:5),PI,14947.04118347168,46440.143493652344,33550.362480163574,22736.98176574707,44853.94305419922,21930.78168106079,26459.201835632324,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:6),PI,16013.720989227295,35388.86242675781,28578.661865234375,18729.50122833252,37119.50224304199,23599.70151901245,25515.321868896484,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:7),PI,21219.26156616211,44294.78289794922,40538.0032043457,22219.561805725098,47967.10333251953,35015.38245391846,37744.662857055664,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:8),PI,20821.541469573975,61170.76446533203,48834.82339477539,25991.44184112549,64762.144134521484,40897.82302856445,49812.26318359375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (42:9),PI,14492.82107925415,33684.46273803711,28578.662139892578,14966.601036071777,33767.042221069336,21186.921684265137,27867.421981811523,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:0),PI,12238.220886230469,25338.801986694336,17103.281272888184,8761.900539398193,27396.601524353027,17078.801307678223,19133.061264038086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:1),PI,12026.560752868652,20182.581314086914,18968.6014213562,8594.260581970215,26089.80181121826,17043.801094055176,20980.681270599365,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:10),PI,16980.04116821289,29447.921905517578,28030.50163269043,14838.88109588623,33607.94234466553,23444.681686401367,29384.162109375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:12),PI,12024.640895843506,31733.322105407715,22450.16145324707,15762.521102905273,30819.602310180664,19210.141498565674,22073.341537475586,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:2),PI,14531.480972290039,26619.421875,23737.681648254395,14225.680961608887,29048.982093811035,19281.18166732788,19368.401416778564,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:3),PI,11332.940784454346,26449.181926727295,18113.24129486084,10647.100883483887,27453.122108459473,16085.140937805176,24497.321369171143,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:4),PI,10846.500789642334,23019.541702270508,18286.401206970215,10223.600784301758,24855.421844482422,17457.021255493164,17822.28133392334,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:5),PI,13018.06095123291,25938.06175994873,26507.82201385498,12032.980735778809,32700.642364501953,21863.501636505127,19893.441177368164,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:6),PI,13008.1208152771,28432.921997070312,21232.22134399414,12843.060806274414,32069.042137145996,18472.62120437622,23178.341667175293,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:7),PI,14844.021114349365,30028.92222595215,26030.681762695312,14643.94108581543,30736.58187866211,22385.241695404053,22519.341567993164,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PI (44:8),PI,14839.080924987793,33356.52258300781,26446.0816116333,14454.361122131348,30393.36245727539,21514.001651763916,23591.72177886963,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PIo (18:0),PI,100821.46810913086,470314.80310058594,385947.8352050781,79314.18662261963,485351.3542480469,281529.0758972168,108059.58819580078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PIo (20:5),PI,95131.02719116211,269351.8938598633,355490.95361328125,44738.12270736694,356510.6868286133,229484.29583740234,477581.294921875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PIo (28:0),PI,29574.54186630249,97021.90655517578,88843.80659484863,24810.58164215088,98067.38592529297,81527.52633666992,48891.243225097656,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
PIo (30:0),PI,53744.06365585327,161846.1117553711,146423.68981933594,45991.98321533203,182487.91247558594,168185.53106689453,70112.96502685547,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: cortex,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: cortexBlank1,3,3,10xBlank_01202023
