Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
"PIo (36:1), PIp (36:0)",PI,74672.08477783203,97843.62683105469,158029.435546875,162907.1943359375,106109.34732055664,92371.02673339844,188418.83349609375,100644.14764404297,110571.60858154297,119546.80828857422,53338.583435058594,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (36:2), PIp (36:1)",PI,50995.643798828125,64300.524169921875,86108.62561035156,98160.1668548584,65035.88455200195,66756.04391479492,84545.66659545898,65872.18478393555,69553.86553955078,53189.423919677734,45456.003173828125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (36:3), PIp (36:2)",PI,47593.163818359375,58482.02459716797,58054.823654174805,58805.564025878906,52108.46378326416,65590.32511901855,59521.72445678711,49909.363372802734,48385.72425842285,46920.56369018555,31942.382369995117,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (36:4), PIp (36:3)",PI,37258.702407836914,65839.70421218872,53012.26365661621,47720.42304992676,50263.12384033203,53920.94429016113,57604.904037475586,51806.642974853516,38422.56262207031,37071.16215515137,32187.64210510254,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (36:5), PIp (36:4)",PI,38528.36276245117,50141.08319091797,46296.28341674805,41458.08251953125,43320.90283203125,51941.12350463867,53236.00411987305,50187.143493652344,36081.962341308594,38195.52279663086,43573.04333496094,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (38:1), PIp (38:0)",PI,49834.443450927734,62419.224060058594,68945.70526123047,66905.42501831055,55178.563903808594,56572.70397949219,80771.58508300781,53930.283935546875,51620.64291381836,56919.84457397461,36859.44216918945,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (38:2), PIp (38:1)",PI,39576.90267944336,58145.64453125,57368.82400512695,58113.2234954834,53545.0231628418,51211.743713378906,56531.083740234375,50296.664123535156,44639.92332458496,38843.84265136719,38121.5027923584,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (38:3), PIp (38:2)",PI,37894.562744140625,59075.38397216797,55268.90353393555,44458.663024902344,46034.383209228516,51393.24447631836,50638.74383544922,50182.52355957031,40969.92344665527,37127.522521972656,34793.502532958984,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (38:4), PIp (38:3)",PI,48831.20365905762,101175.48715209961,61087.664642333984,53259.944396972656,49765.72366333008,60594.944763183594,64115.68487548828,61350.02412414551,51188.00343322754,49895.503173828125,32404.802627563477,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (38:5), PIp (38:4)",PI,31376.2420501709,59775.18395996094,39037.602935791016,37896.92216491699,37296.46292114258,48527.60354614258,47041.103439331055,46834.6231842041,33108.462005615234,34961.12258911133,29409.061904907227,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (38:6), PIp (38:5)",PI,45123.44354248047,60525.46398925781,60564.62414550781,51140.76347351074,52045.56427001953,61781.12420654297,65619.98510742188,56058.403747558594,48432.48350524902,55655.04415893555,44603.96319580078,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (40:1), PIp (40:0)",PI,85600.96676635742,75181.48538208008,83256.60650634766,57576.16360473633,55573.48483276367,61921.06474304199,62824.3645324707,66427.50473022461,52365.30358886719,63461.684509277344,36227.74237060547,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (40:2), PIp (40:1)",PI,30551.581939697266,39892.50262451172,38713.42265319824,38012.502853393555,39607.22311401367,42643.18273925781,41275.943298339844,40603.282470703125,32652.102462768555,33204.3825378418,33817.56234741211,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (40:3), PIp (40:2)",PI,45778.183685302734,50504.823333740234,46318.02350616455,76732.3256072998,57381.96388244629,76642.16402435303,54197.0233001709,63043.14372253418,64760.98432922363,61649.223541259766,29665.28215789795,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (40:4), PIp (40:3)",PI,68081.6044921875,71894.38552856445,56043.44464111328,41085.802642822266,44068.76303100586,51186.94346618652,47569.26354980469,51875.54357910156,41719.64337158203,39846.34288024902,33921.76220703125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (40:5), PIp (40:4)",PI,99674.2666015625,122095.60864257812,101421.7275390625,101149.16711425781,106371.90759277344,113439.84777832031,117937.4482421875,118427.76953125,97393.66687011719,98071.58715820312,107881.58801269531,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
"PIo (40:6), PIp (40:5)",PI,56456.324127197266,80943.68536376953,73844.4656829834,118902.25003051758,96108.22607421875,101761.08703613281,84468.4052734375,72675.70585632324,85984.24550628662,59597.30433654785,106634.4677734375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIo (40:7),PI,50395.86395263672,143972.0302734375,82431.54611206055,71316.28637695312,64255.48486328125,71564.72534179688,80132.68566894531,72605.74523925781,66755.34506225586,61923.78469848633,36364.7823638916,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIo (42:0),PI,31868.722259521484,39830.36215209961,53688.02407836914,46289.04333496094,43699.983139038086,40711.0830078125,51872.12364196777,40035.443267822266,40083.88282775879,37510.26287841797,30690.662078857422,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIo (42:1),PI,36432.24267578125,43994.32308959961,50829.123306274414,47901.203269958496,46388.40353393555,51732.40351867676,48380.02328491211,44558.28335571289,43071.04278564453,36745.822814941406,38842.243087768555,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIo (42:2),PI,25083.521911621094,34322.76254272461,29970.962432861328,30591.62239074707,30264.182052612305,32523.402557373047,33025.74238586426,33006.92221069336,24743.581855773926,27042.182006835938,27278.421936035156,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIo (42:4),PI,51187.48275756836,58694.164123535156,59264.88363647461,58888.383041381836,63338.54454040527,73450.92414855957,65895.34368896484,55136.20429992676,54414.004302978516,53948.30419921875,92010.18826293945,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIo (42:6),PI,52882.84379577637,54250.423278808594,71287.60610961914,56988.40441894531,61244.42445373535,76906.86460876465,59572.6037902832,68746.42485046387,48495.3645324707,77868.12548828125,48259.04315185547,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (20:0),PI,172845.0137939453,162841.3712158203,209240.23315429688,9557.500728607178,142663.10955810547,361658.8243408203,295279.3018798828,293140.46032714844,9845.460613250732,129667.1279296875,126939.98913574219,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (28:0),PI,39659.642486572266,57320.22442626953,56594.584480285645,56659.663093566895,42453.50276184082,48708.54365539551,52484.804138183594,43334.82305908203,42190.002769470215,38400.222900390625,31976.50244140625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (30:1),PI,115095.78778076172,150203.14971923828,120078.86883544922,248422.47747802734,195125.97424316406,134538.12983703613,121028.70837402344,127532.08901977539,87122.12600708008,116586.88800048828,756468.8090820312,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (32:1),PI,53242.40380859375,68719.52404785156,93424.62643432617,113098.66918945312,90291.32604980469,89432.9462890625,99621.32653808594,86561.96618652344,66932.24380493164,66487.4448852539,54997.403869628906,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (34:1),PI,63717.303771972656,71475.80462646484,134782.03094482422,132361.50842285156,86551.78598022461,72157.18420410156,112709.22756958008,75881.4450378418,90102.34689331055,65091.34439086914,50325.58395385742,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (34:4),PI,39283.92254638672,49820.4635925293,42875.103118896484,38602.70317077637,38257.442932128906,48119.00343322754,46543.50262451172,44415.4231262207,32356.04248046875,34540.62306213379,31558.38217163086,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (36:5),PI,166856.1328125,184528.9140625,189026.4931640625,174410.33325195312,168390.03125,187648.6328125,194739.45361328125,175227.13110351562,167586.27124023438,172282.53173828125,180333.63354492188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (38:6),PI,183019.91186523438,208366.03491210938,253034.43920898438,222489.07666015625,218266.4560546875,215038.99584960938,274290.9602050781,208688.81372070312,212956.716796875,209043.4560546875,176706.0517578125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (42:2),PI,28664.022232055664,43719.90281677246,32419.542350769043,28806.00213623047,33539.142166137695,35646.06215286255,35125.80276489258,33977.76290893555,27300.20184326172,29683.76202392578,28327.76234436035,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (42:4),PI,26649.601806640625,32908.9422454834,31406.882080078125,26093.86180114746,33308.90231323242,36791.862533569336,33681.70252990723,34138.66239929199,25046.681838989258,27700.741790771484,26652.341903686523,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PIp (42:6),PI,251224.91934204102,212109.33169555664,329804.76428222656,310438.4588775635,244522.19479370117,290595.0020751953,224433.4951171875,200186.99197387695,240164.5798034668,173896.89208984375,259064.51788330078,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (22:7),PS,20540.121334075928,34516.96221923828,21291.161220550537,65891.84425354004,76653.80545043945,32717.942291259766,92899.80462646484,20767.621475219727,57906.96463012695,67342.34526062012,63264.76483154297,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (24:0),PS,28602.081771850586,32926.982429504395,34938.58263397217,87497.66621398926,81747.68635559082,26576.081787109375,117190.9866027832,28361.281951904297,63401.925201416016,87677.16789245605,51203.44384765625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (26:0),PS,23207.901206970215,33184.702239990234,23155.641395568848,58888.66384887695,66108.92538452148,31701.662322998047,86747.2055053711,27447.741821289062,51819.58361816406,58139.04461669922,87234.84713745117,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (26:1),PS,40014.302490234375,92909.50701904297,46506.92352294922,113575.74841308594,120239.14819335938,98421.86712646484,130493.50854492188,68694.78533935547,106281.28759765625,109017.48718261719,111328.60888671875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (28:0),PS,389344.4425125122,263107.9800109863,490970.00897979736,838266.2371520996,817675.1571655273,162040.24838256836,982555.5189208984,121153.56680297852,691080.7564086914,708020.422668457,974451.3958129883,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (28:1),PS,24870.58190536499,45146.62356567383,24410.381759643555,63462.6044921875,71632.74536132812,44566.58288574219,74173.08447265625,29854.782104492188,57951.00427246094,59161.82391357422,60252.984802246094,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (28:2),PS,14840.241111755371,22759.42155456543,19436.72123336792,41705.58331298828,209404.55410766602,25391.602020263672,53449.24429321289,22119.20135498047,35239.08268737793,39558.68283081055,40767.30258178711,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (30:0),PS,24419.16152191162,44022.903217315674,29787.582092285156,81089.06634521484,79773.76593017578,55574.52404785156,105135.40747070312,40443.88310241699,73063.86474609375,93279.10656738281,64963.36437988281,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (30:1),PS,18493.461532592773,27429.822105407715,20407.021354675293,52224.983795166016,49015.84362792969,26236.661849975586,56461.18371582031,23193.70166015625,48204.06396484375,41731.902893066406,44926.423400878906,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (30:2),PS,22822.121601104736,31459.062046051025,25712.12110900879,63378.983947753906,64421.084716796875,34850.822677612305,67300.36413574219,30908.48235321045,47592.2039642334,49833.74346923828,64758.944915771484,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (30:3),PS,21453.30149078369,32627.682319641113,23829.801582336426,59042.16368103027,66169.92553710938,33180.002532958984,67009.94448852539,30576.001991271973,49169.10321044922,51489.603607177734,51306.443908691406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (30:4),PS,16254.721019744873,24026.4217376709,18916.521114349365,51362.58349609375,48057.06350708008,23864.861770629883,59583.924377441406,14895.681137084961,41437.783752441406,47057.58364868164,40809.38264465332,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (32:0),PS,27195.96224975586,39158.96294784546,31670.04229736328,87021.10650634766,95988.66778564453,36668.62265777588,115597.03021240234,28731.081970214844,76320.42587280273,108573.90826416016,59481.00451660156,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (32:1),PS,18910.26108932495,28334.061740875244,22372.52141571045,66372.00491333008,62545.70431518555,26109.121837615967,68792.72583007812,21982.76180267334,62159.223724365234,58114.9040222168,39554.942962646484,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (32:2),PS,118685.9055557251,42553.92303085327,92047.32601928711,349762.72381591797,276658.54217529297,65176.96520996094,311300.4048461914,74404.36575317383,426159.9636230469,320091.88751220703,53356.00421142578,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (32:3),PS,19530.981510162354,23817.48179626465,18912.761322021484,57911.124084472656,57146.30401611328,24928.46176147461,64079.945068359375,23483.24183654785,49575.80360412598,47482.72396850586,40643.342346191406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (32:4),PS,27350.781951904297,33130.062339782715,24203.561950683594,60973.04530334473,57959.665283203125,28503.022201538086,68973.60472106934,27544.101737976074,54018.783630371094,65637.26426696777,40966.843017578125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (32:5),PS,20535.861328125,28695.981952667236,21116.581661224365,47470.303131103516,48257.66375732422,34273.522399902344,65589.32446289062,26214.4017868042,45109.22280883789,718289.7510681152,43834.64358520508,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (34:0),PS,22042.80157470703,33656.72218322754,22735.981910705566,61782.184478759766,68617.96508789062,35444.86250305176,82971.22650146484,32537.862365722656,53781.823669433594,68551.62481689453,51350.06359863281,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (34:1),PS,23965.521881103516,56535.70387649536,27123.341773986816,76180.02563476562,81375.98620605469,44276.243072509766,82398.16571044922,44175.94305419922,69060.58477783203,63996.94500732422,59608.624084472656,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (34:2),PS,21376.501625061035,25483.8816986084,20549.501304626465,60315.84426879883,52018.62338256836,30406.982189178467,67463.44485473633,19309.401260375977,50273.723541259766,49519.083892822266,45831.18362426758,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (34:3),PS,19670.60163116455,29615.401977539062,20005.901542663574,52696.943450927734,55149.443786621094,31495.042167663574,67596.62493896484,27872.162109375,51453.02380371094,44421.88363647461,47167.90368652344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (34:4),PS,18873.8214263916,34054.682415008545,18169.821449279785,52663.28448486328,51923.323974609375,28519.622192382812,57637.223693847656,24110.281944274902,47978.7839050293,48760.943359375,46370.62326049805,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (34:5),PS,37801.722354888916,32387.102210998535,38344.90294647217,85523.72677612305,80635.36511230469,29609.962215423584,107351.68743896484,27213.701904296875,73255.48425292969,77418.26501464844,61373.8244934082,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (34:5)_2,PS,34896.02249908447,29824.62205886841,38953.42184448242,79057.525390625,78777.9048461914,31053.522129058838,107767.66812133789,29455.762268066406,71323.94610595703,74369.72442626953,71007.74481201172,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (34:6),PS,18237.801239013672,27038.04206085205,22343.181602478027,65995.40408325195,67992.16528320312,30193.222286224365,77460.0048828125,28091.76206970215,55705.34396362305,204585.11386108398,41767.52331542969,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (36:0),PS,42987.58296203613,57819.7435874939,48858.24383544922,110203.78778076172,116657.62841796875,60584.80443572998,133816.08984375,54134.06332397461,95213.44604492188,112550.3881225586,100860.08850097656,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (36:1),PS,67346.64471435547,122141.30894851685,59539.644104003906,132255.7293701172,142181.7296142578,131611.57061386108,203587.974609375,88283.78625488281,147275.1298828125,141790.32958984375,129346.98901367188,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
PS (36:2),PS,51698.36340332031,67859.86493682861,72617.62557983398,113336.12591552734,128814.9301147461,62364.184394836426,161828.9708251953,92668.486328125,112074.66943359375,143167.388671875,77039.74475097656,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,5,5,10xBlank_01202023
