Lipid,Class,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PE (38:5),PE,379571.1047973633,263377.45709228516,402690.8424682617,270807.56213378906,247667.33850097656,351137.78326416016,341453.66387939453,57860.28399658203,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (38:6),PE,992508.4794921875,607292.7166748047,887661.8643188477,591610.7357788086,394748.89349365234,812677.4947509766,737133.0584106445,71421.02490234375,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (38:7),PE,496837.0963745117,353105.70556640625,643243.8280029297,368436.4611816406,448657.7229614258,428626.08984375,534994.2560424805,115742.64880371094,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (38:8),PE,103691.0263671875,84146.30548095703,95686.14617919922,74504.38513183594,86028.88543701172,99728.26611328125,75118.48553466797,66760.24517822266,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (38:9),PE,97380.68737792969,93708.4868774414,91585.3666381836,70014.5249633789,87587.40612792969,90469.0062866211,78527.345703125,68791.42498779297,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:0) | PEp (42:6),PE,800198.1977539062,713660.6779785156,558756.7760620117,562627.7478637695,773127.8358154297,866622.1533203125,613230.7310180664,739565.6359863281,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:0) | PEp (42:6)_2,PE,719276.8778076172,639406.1754150391,547221.0676879883,505161.4763183594,724214.4650878906,777254.9626464844,588412.1475830078,704371.3571777344,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:1),PE,72810.76477050781,64397.40447998047,60178.70407104492,51317.162994384766,58242.06384277344,65968.48486328125,50532.14340209961,60797.52395629883,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:10),PE,162900.990234375,96610.82611083984,169137.81268310547,97040.64611816406,140631.26953125,121859.42785644531,120207.80688476562,67112.2446899414,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:2),PE,141695.30920410156,118208.70935058594,138472.5887451172,72104.26544189453,94437.16711425781,115422.14947509766,95128.44677734375,124172.42895507812,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:3),PE,113235.48876953125,90775.72637939453,94619.54638671875,74415.4457397461,78103.80596923828,92991.6860961914,82066.52612304688,64576.34442138672,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:4),PE,369221.6298828125,249479.69677734375,320296.03759765625,218520.57653808594,166557.65283203125,287013.3419189453,274893.4588623047,70988.00439453125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:5),PE,437240.26904296875,273071.9189453125,396678.18713378906,253974.4393310547,197005.73321533203,348541.12451171875,335866.7429199219,68147.14532470703,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:7),PE,316690.32373046875,229236.85998535156,285049.1793823242,191215.71466064453,170593.48974609375,289568.5792236328,262864.318359375,76985.52502441406,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:8),PE,101895.8275756836,84553.90563964844,91674.18566894531,77233.66564941406,99558.12707519531,94253.70654296875,85259.0658569336,73820.48571777344,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (40:9),PE,89511.40588378906,70852.90533447266,69128.96514892578,62451.46432495117,75348.4458618164,72730.40496826172,64214.044982910156,68818.30487060547,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:0),PE,76234.0650024414,59089.56427001953,59094.36462402344,43964.6828918457,56539.02423095703,58189.084716796875,46664.32345581055,80385.34509277344,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:1),PE,80123.86584472656,71070.84484863281,92693.48788452148,57040.12448120117,78242.1460571289,78728.10552978516,78220.14559936523,44949.74362182617,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:10),PE,120221.0078125,91929.2056274414,105109.48913574219,69129.1851196289,103207.06707763672,107352.72802734375,86554.72564697266,88553.50668334961,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:11),PE,336079.50744628906,274845.4053955078,231877.8159790039,239085.26123046875,282842.1987915039,295777.7412109375,267561.0255432129,567797.3109130859,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:2),PE,110175.44714355469,86668.9058227539,127458.84686279297,65980.20532226562,111901.90783691406,105577.46789550781,93198.76635742188,54594.463134765625,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:2)_2,PE,103248.1275024414,78270.70489501953,123858.24884033203,65511.88540649414,117095.98803710938,97625.7275390625,89923.90692138672,50915.143798828125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:3),PE,112199.82806396484,77081.02587890625,80656.34600830078,72275.46594238281,97899.6870727539,91917.58520507812,75507.82537841797,82177.765625,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:4),PE,61524.60412597656,52206.823791503906,57988.724365234375,45284.183197021484,52811.263671875,56289.504150390625,47593.283294677734,47901.96307373047,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:5),PE,70070.94458007812,52993.403381347656,53321.5234375,47786.64340209961,56801.82391357422,58653.56433105469,47999.623107910156,48342.28338623047,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:6),PE,76354.86538696289,61058.74432373047,61370.263916015625,48814.6233215332,58609.404541015625,63437.14434814453,46240.80352783203,51214.32336425781,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:7),PE,77579.80535888672,59538.924560546875,62347.70440673828,51500.70361328125,60102.903869628906,68533.22448730469,52911.42449951172,62931.244384765625,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (42:9),PE,114205.7494506836,79611.20532226562,127197.9291381836,77644.02557373047,104353.62713623047,102575.92584228516,103216.32818603516,60611.303955078125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:0),PE,50326.54362487793,39747.30229187012,37956.702880859375,32796.22211456299,38184.34267425537,37649.022857666016,32886.68236541748,41320.123123168945,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:1),PE,49304.54325866699,38533.48267364502,35213.5622253418,31411.482456207275,39070.18296813965,35791.882694244385,34547.242362976074,46303.14366149902,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:12),PE,65093.964294433594,52799.38345336914,54213.16342163086,40281.86251831055,50180.663330078125,57951.02404785156,47060.00326538086,52815.76443481445,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:2),PE,48901.08352661133,41608.26330566406,41813.86306762695,31025.142211914062,38098.58279418945,39984.50280761719,35298.3625793457,39921.40255737305,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:3),PE,49010.64343261719,42610.843017578125,41338.6828918457,33556.80253601074,42581.84326171875,41059.40252685547,36489.08267211914,49494.123046875,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:4),PE,49406.343811035156,39633.10287475586,37149.44256591797,33140.5421295166,45224.743225097656,39325.94268798828,36044.36260986328,39237.183044433594,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:5),PE,55609.72430419922,43227.823181152344,41108.502990722656,34826.722595214844,46622.98309326172,46198.683532714844,37450.72268676758,42072.36312866211,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:6),PE,61859.82421875,44831.203186035156,48250.40319824219,43588.40286254883,49749.343994140625,48166.52359008789,44181.283264160156,50487.563568115234,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:7),PE,61677.184631347656,47911.22302246094,49767.9033203125,41003.52310180664,52070.884216308594,50861.74337768555,41794.54318237305,42247.16329956055,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (44:8),PE,53509.16387939453,47816.06359863281,47802.34362792969,36401.6823425293,46730.22341918945,48981.68371582031,41565.382720947266,44680.182678222656,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (46:1),PE,37962.50276184082,29962.742065429688,34745.62237548828,30614.102081298828,37066.882873535156,35373.66261291504,31517.34250640869,32585.642639160156,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PE (52:4),PE,36003.06246948242,25263.92204284668,29815.722381591797,19891.54123687744,28129.282012939453,26462.541931152344,24697.781524658203,21515.601501464844,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (18:0),PE,82564.62487792969,48356.383361816406,95847.40698242188,77417.90447998047,76938.20446777344,64030.94467163086,78885.4856262207,12523.880874633789,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (18:1),PE,168129.41235351562,17352.401336669922,244741.07196044922,146765.36883544922,177609.5901184082,124362.16766357422,178808.41259765625,2986.2802352905273,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (20:0),PE,36968.5224609375,34761.88259887695,2612.5601692199707,36323.202880859375,37509.24255371094,37430.22286987305,31773.202377319336,50394.444076538086,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (28:0),PE,66857.26419067383,56953.10321044922,50213.043869018555,45350.2229309082,53408.403411865234,59609.32391357422,50720.42398071289,64770.42544555664,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (30:0),PE,602326.8801879883,379120.50161743164,1127907.279876709,454103.3826599121,639415.3953552246,553249.5683288574,667432.3133239746,42619.00257873535,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (32:1),PE,77582.02606201172,72172.28509521484,65487.224548339844,63256.30487060547,70100.7446899414,78035.60656738281,66772.3441772461,74534.8853149414,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (32:5),PE,54839.8034362793,46099.96353149414,48073.72280883789,42457.5832824707,52718.44302368164,51982.12289428711,43282.22328186035,42055.64291381836,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (34:0),PE,70473.32452392578,60793.324645996094,69213.80480957031,56580.74362182617,59802.00408935547,64632.283782958984,55802.82400512695,61414.24447631836,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (34:1),PE,88872.68566894531,71248.90606689453,83802.90698242188,62263.04397583008,64402.364654541016,79426.98486328125,69444.18453979492,89238.78762817383,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (34:2),PE,107130.06848144531,84286.54516601562,120799.70852661133,82850.02584838867,97502.56817626953,97252.3070678711,92902.66607666016,64707.64520263672,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (34:3),PE,62402.5244140625,52314.7434387207,55549.34390258789,49794.70388793945,71678.52508544922,52152.243591308594,46889.40328979492,51130.023376464844,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (34:4),PE,60597.804138183594,53803.06335449219,46162.723205566406,42367.243103027344,51438.76336669922,53120.683502197266,45029.86306762695,54821.244232177734,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (36:0),PE,59330.14407348633,49994.48278808594,48667.7434387207,41543.283203125,46337.083099365234,49936.48355102539,43298.44290161133,47888.66329956055,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (36:1),PE,77646.6852722168,67480.56436157227,90181.76672363281,70191.384765625,71407.46466064453,76528.62591552734,70667.42611694336,46045.104095458984,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (36:2),PE,88423.22662353516,91593.64697265625,98241.52642822266,70779.40533447266,76567.8442993164,92981.86694335938,75222.6254272461,60238.78433227539,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (36:3),PE,96551.96618652344,86930.32577514648,105171.2678527832,69956.92449951172,74189.62512207031,104341.92660522461,81331.86529541016,54553.723693847656,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (36:4),PE,95222.12677001953,79189.66561889648,78640.68637084961,61634.14453125,67878.16467285156,86054.42559814453,69081.6244506836,58951.66506958008,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (36:5),PE,79590.08514404297,60611.684143066406,73115.02459716797,55549.04425048828,59866.76412963867,69164.98526000977,60921.40365600586,52111.863830566406,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (38:0),PE,378051.5602416992,274026.8442687988,529550.8460083008,244269.28125,332766.72637939453,343708.8399658203,397464.12353515625,98827.6455078125,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (38:1),PE,96572.30682373047,78046.10479736328,83847.62677001953,67985.86486816406,85216.22662353516,91455.66723632812,72497.42517089844,64799.56494140625,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (38:2),PE,90720.60614013672,74886.88513183594,88748.9455871582,68604.44448852539,79928.90563964844,83461.92602539062,73385.28485107422,62723.40478515625,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (38:3),PE,82555.08581542969,70056.50476074219,74571.48565673828,56650.324157714844,69430.30529785156,76780.00610351562,62912.66436767578,53738.78381347656,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (38:4),PE,155280.57385253906,119347.7880859375,127507.75073242188,106120.82836914062,92418.24658203125,129701.30682373047,112231.58654785156,57848.88397216797,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (38:5),PE,170824.51232910156,112015.92858886719,147091.42999267578,115182.98760986328,91941.32635498047,141368.2294921875,129745.5485534668,47719.54364013672,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (38:6),PE,211948.2742919922,132721.73052978516,172952.8525390625,126779.82766723633,98562.04724121094,173657.81365966797,142710.3310546875,48624.98318481445,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (40:0),PE,315270.18420410156,218887.3348388672,264178.88049316406,194472.6951904297,164939.2127685547,272763.0583496094,248706.11767578125,74184.26550292969,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (40:2),PE,82492.1254272461,66850.8246459961,70382.40521240234,54739.40380859375,69966.14489746094,66417.76470947266,60677.16418457031,67354.98455810547,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (40:3),PE,130340.2109375,90680.4467163086,136067.02905273438,87470.56579589844,112520.40759277344,102256.50775146484,100322.36764526367,62180.68426513672,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (40:4),PE,106263.0062866211,92255.26623535156,94831.36614990234,76007.88543701172,81118.4453125,96803.80651855469,85884.02709960938,65576.48498535156,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (40:5),PE,178015.1524658203,137389.0899658203,155940.41046142578,120341.51013183594,116743.58850097656,149097.48992919922,140389.28930664062,103374.60748291016,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (40:6),PE,821650.1892089844,818281.1588745117,874977.5704345703,604285.979309082,614852.5393066406,692385.1274414062,833936.813293457,704991.9232788086,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (42:0),PE,73775.60498046875,59225.244201660156,58126.62414550781,46906.003021240234,55635.0439453125,64105.504455566406,51507.26419067383,54419.50369262695,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (42:2),PE,98808.26763916016,73378.66510009766,105967.02709960938,69393.22485351562,89784.94592285156,87104.44519042969,91116.3462524414,55708.50402832031,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (42:4),PE,215031.19512939453,194828.51489257812,163592.37042236328,162146.7514038086,181655.37341308594,190498.37701416016,178411.17449951172,324055.8346557617,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEo (42:6),PE,141706.29022216797,114357.84796142578,111707.92922973633,101329.38775634766,126248.02783203125,139468.56970214844,107876.20764160156,124321.7060546875,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEp (16:0),PE,255020.06353759766,217841.6905517578,350705.28479003906,263159.78216552734,215155.05310058594,247365.79345703125,253359.15576171875,54986.14303588867,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEp (20:0),PE,56272.94403076172,47258.643005371094,20454.341537475586,36302.02197265625,48199.982666015625,56083.26397705078,38722.58270263672,64054.60452270508,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEp (28:0),PE,46402.943298339844,40028.06280517578,36550.46223449707,36277.42248535156,36952.422760009766,44932.22314453125,35256.82297515869,45536.66323852539,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
PEp (30:0),PE,56659.784423828125,53178.0439453125,49401.16394042969,41447.10321044922,45755.0036315918,52444.683990478516,42135.32308959961,42990.90328979492,Genotype: 5xFAD | Brain Region: cortex,Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cortex vs Genotype: WT__Brain Region: cortexBlank1,4,3,10xBlank_01202023
