Lipid,Class,DOD100-M1-WT-cerebellum10x_01202023,DOD99-M2-WT-cerebellum10x_01202023,M5FAD173-WT-Cerebellum10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PG (44:4),PG,38442.542724609375,35789.30242919922,32097.782287597656,40093.90286254883,29987.742431640625,33408.12237548828,28805.081985473633,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:5),PG,37387.9423828125,36922.28289794922,33214.38259887695,36381.46237182617,39092.342681884766,29845.522079467773,22608.84161376953,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:6),PG,35656.52256774902,39178.94282531738,34118.98239135742,34923.96270751953,33625.28219604492,33344.702392578125,29619.32179260254,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:7),PG,36816.26272583008,39242.322692871094,32682.182235717773,41124.18258666992,36038.02291870117,34501.001953125,30537.3224029541,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PG (44:8),PG,39289.36267089844,42252.20294189453,31329.562255859375,34977.80270385742,36759.902770996094,33119.06219482422,27194.722106933594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (20:0),PG,99502.70678710938,94053.32818603516,1766.9201393127441,95398.96752929688,98504.96566772461,1489.3201026916504,129101.58911132812,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (28:0),PG,66681.52453613281,51632.403564453125,55712.963623046875,50994.82373046875,53290.063873291016,49670.42372131348,39178.362701416016,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (30:0),PG,104598.40756225586,107913.26754760742,102795.94760131836,109769.78759765625,108567.76596069336,152954.09130859375,36833.5026550293,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (30:1),PG,74551.60586547852,69316.4047241211,57865.38429260254,64459.223693847656,62870.24493408203,63511.685302734375,31758.76239013672,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (32:0),PG,54444.304443359375,59134.2639465332,45255.08264160156,67729.80429077148,50323.383361816406,45326.603576660156,42436.62286376953,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (32:1),PG,40229.84280395508,42881.66279602051,33496.522384643555,39869.22314453125,40631.08290100098,33176.842376708984,36412.56280517578,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (34:0),PG,128321.01022338867,135868.2508239746,102070.90728759766,138989.95147705078,115591.38851928711,119488.92822265625,83248.26483154297,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (34:2),PG,60302.724853515625,65990.22528076172,56021.904296875,55343.904296875,57640.28350830078,52783.103454589844,43904.3034362793,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (34:3),PG,53857.564025878906,52954.72299194336,46056.123107910156,52016.68395996094,52269.963958740234,46606.62316894531,42189.14324951172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (34:4),PG,53593.7038269043,63367.7841796875,46951.283203125,61089.6051940918,56164.18475341797,45807.222717285156,38706.40280151367,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:0),PG,63629.76483154297,79160.86572265625,53702.4228515625,60164.603515625,57591.584533691406,57791.524475097656,34644.582427978516,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:1),PG,247066.5167236328,250484.4373779297,158368.81091308594,169578.95349121094,202948.81188964844,231910.1142578125,53039.72396850586,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:2),PG,56512.80432128906,65957.4048461914,51647.28350830078,58500.7643737793,56934.0241394043,56112.42413330078,42934.363037109375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:4),PG,59408.964294433594,64048.38543701172,50522.243591308594,53680.683654785156,56604.18420410156,50951.40347290039,36157.40249633789,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (36:5),PG,53124.08419799805,58666.144622802734,44592.40353393555,55768.424377441406,49317.32328796387,47043.983459472656,40131.24282836914,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:0),PG,149665.1717529297,225616.93603515625,122536.26745605469,105565.1273803711,129070.2880859375,173112.79431152344,38564.10284423828,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:1),PG,82742.64672851562,133930.70724487305,59357.52423095703,62578.844299316406,68104.00457763672,66828.48504638672,41037.882232666016,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:2),PG,80400.4850769043,127758.4096069336,60925.624938964844,70350.34478759766,77380.48626708984,68803.04498291016,44233.76318359375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:3),PG,89020.306640625,112508.64770507812,65254.14389038086,75523.7847290039,92538.46600341797,75018.18518066406,43287.62268066406,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:4),PG,86288.88598632812,106569.74841308594,60189.08485412598,79046.9252319336,74132.0258178711,64290.404052734375,49617.463287353516,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (38:6),PG,58258.84442138672,61348.923767089844,49832.44323730469,62680.8232421875,57534.14437866211,51230.863677978516,40650.76266479492,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:0),PG,113656.30773925781,172388.4330444336,72098.88464355469,92514.18688964844,73877.50555419922,69183.04486083984,47382.54318237305,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:1),PG,85847.5863647461,153345.0528564453,57194.32369995117,62411.664001464844,61538.24426269531,61729.24426269531,42035.14306640625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:2),PG,69309.84518432617,95579.02551269531,55909.424713134766,59726.524169921875,64440.46398925781,62516.384521484375,47293.363342285156,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:4),PG,62333.62518310547,55863.80374145508,51710.00289916992,73055.56539916992,53400.58377075195,48948.70372009277,37771.54263305664,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:5),PG,56090.04382324219,58707.40432739258,47556.10363769531,59319.62487792969,56721.72399902344,45390.783264160156,43497.00296020508,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:6),PG,124338.0100402832,139171.39129638672,115460.04870605469,113870.32824707031,114791.06964111328,131056.48919677734,117214.88705444336,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (40:9),PG,167735.97296142578,256948.5548095703,149640.19229125977,155436.79248046875,155040.09002685547,329672.18048095703,40586.04315185547,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:0),PG,46376.1630859375,53598.783752441406,44023.30294799805,51576.203674316406,46207.70379638672,41860.16287231445,36547.522888183594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:1),PG,54177.984313964844,58719.50421142578,44522.72332763672,52830.24435424805,51513.34359741211,46545.90350341797,37186.402770996094,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:2),PG,85813.08630371094,98590.68591308594,84137.22714233398,97453.06658935547,87010.98571777344,84379.02551269531,41483.44284057617,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:4),PG,167406.58923339844,150553.4921875,128261.83193969727,149911.39120483398,132643.64611816406,108062.50637817383,260236.63716125488,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGo (42:6),PG,86113.66668701172,93462.62567138672,75945.42459106445,89445.72686767578,83643.48510742188,85484.90518188477,65426.144622802734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (16:0),PG,102133.8876953125,94788.6279296875,91672.7651977539,116453.44842529297,114078.48760986328,86335.54638671875,126885.62969970703,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (20:0),PG,55105.503662109375,61318.7841796875,1503.000114440918,52231.80419921875,50348.843688964844,1494.3801002502441,51600.16357421875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (28:0),PG,56178.94364929199,64376.22457885742,59157.10464477539,50838.98295593262,54927.964096069336,54515.24362182617,37398.582275390625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (30:1),PG,76532.5661315918,80888.38494873047,61609.244232177734,62394.86520385742,68748.1044921875,74554.14492797852,41657.723571777344,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (34:4),PG,52125.26397705078,58204.08377075195,41434.70309448242,322507.24548339844,46082.003356933594,43702.40301513672,39228.48287963867,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (36:5),PG,89280.7474975586,112373.76818847656,85368.2053527832,118718.54949951172,96950.24816894531,96887.64624023438,75559.30596923828,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (38:6),PG,176833.17346191406,204002.79724121094,130913.16845703125,177014.47424316406,161512.2900390625,124697.72961425781,122761.30865478516,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (42:2),PG,65161.06497192383,58730.64431762695,45530.88333129883,57404.5235748291,55129.72442626953,49709.463317871094,48403.54284667969,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PGp (42:4),PG,43981.32275390625,48109.143493652344,40612.00296020508,49972.94384765625,40454.24267578125,38288.1826171875,32466.142684936523,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (14:1),PI,123372.79021453857,562594.0080566406,566800.9542236328,527984.0258789062,582093.7045898438,242129.21718215942,276031.0588378906,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (20:1),PI,93719.14587402344,177796.251953125,142828.63037109375,145929.0294189453,162932.29138183594,86469.7066040039,119808.26794433594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (24:0),PI,32091.00230407715,86725.3860168457,67239.30380249023,69843.44577026367,88784.26718139648,33671.162033081055,46573.70297241211,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (26:0),PI,37289.742069244385,73073.3447265625,67958.66421508789,70531.66412353516,77585.34585571289,43668.20324707031,63134.92413330078,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (26:1),PI,136320.34786605835,184582.9521484375,157794.73071289062,172569.73168945312,177218.83349609375,131447.40942382812,144399.28955078125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (28:0),PI,43704.58303833008,99238.98736572266,115799.5078125,109907.54797363281,101055.36865234375,62891.86410522461,71032.00482177734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (28:1),PI,22466.841480255127,66445.56469726562,65850.26412963867,66708.96452331543,62545.46469116211,35212.46252441406,45244.50390625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (28:2),PI,18509.621223449707,59232.20361328125,43147.583084106445,41232.54252624512,42775.76330566406,18166.58140563965,40523.60314178467,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:0),PI,222123.53685760498,346193.365234375,431046.32861328125,373956.02734375,343324.4228515625,250347.51684570312,232384.59716796875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:1),PI,75253.12411117554,159683.79138183594,213133.53692626953,183004.43212890625,152522.9112548828,79947.54516601562,90841.66625976562,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:2),PI,41060.20316314697,97146.28814697266,99974.64630126953,110772.82598876953,107256.36755371094,51165.10366821289,94457.12591552734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:3),PI,18325.30136871338,49782.2038269043,38408.82273864746,45960.62341308594,48453.923583984375,23053.881553649902,59143.68330383301,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (30:4),PI,19589.56147003174,65299.88409423828,52388.96434020996,55165.184326171875,60222.94341278076,22757.681755065918,35465.4022064209,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:0),PI,352287.84630203247,581099.5834960938,698131.1748046875,596369.0424804688,553289.1982421875,398972.90478515625,359021.90576171875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:1),PI,203842.09424591064,416512.8896484375,500735.3974609375,414617.52783203125,345249.7236328125,237424.89819335938,225152.615234375,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:2),PI,244340.29721069336,339505.6875,366907.50732421875,344147.90576171875,310035.42138671875,282381.5576171875,258897.87841796875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:3),PI,21970.421463012695,62829.3846282959,46062.623123168945,58655.604919433594,58692.643981933594,21953.201332092285,37263.662841796875,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:4),PI,19655.10160446167,86688.04629516602,76552.96382141113,74111.2649307251,88159.1469116211,28281.401885986328,33829.00190734863,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (32:5),PI,22124.20140838623,89272.72634887695,61825.98498535156,72127.74496459961,79076.00454711914,27827.202140808105,37329.70248413086,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:0),PI,333545.7022781372,456175.009765625,479525.23583984375,458570.23388671875,426379.12841796875,344812.6053466797,475098.173828125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:1),PI,174107.97372436523,547623.8002929688,497356.9462890625,407357.55517578125,352098.06591796875,205596.51565551758,558142.7624511719,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:2),PI,169594.0131340027,376944.10693359375,367383.2668457031,265294.41796875,246261.97900390625,175067.23278808594,178375.07104492188,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:3),PI,29997.402141571045,105608.068359375,87527.02781677246,67798.40533447266,65804.48477172852,28646.562286376953,47541.063903808594,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:4),PI,18515.021381378174,64305.225189208984,45183.943771362305,48434.10368347168,56091.28399658203,19925.861457824707,34364.50213623047,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:5),PI,29600.062175750732,117798.94995117188,87818.38702392578,100485.00900268555,105158.14579772949,29650.18190765381,56586.20388793945,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (34:6),PI,23105.28168106079,59737.28498840332,51672.12390136719,56841.60369873047,58293.28451538086,22143.661529541016,39426.82279968262,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:0),PI,153883.6508216858,209671.83520507812,205123.2548828125,207433.63427734375,207045.8134765625,139423.77001953125,169436.51220703125,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:1),PI,49240.123779296875,174926.5919189453,122025.72766113281,102956.58770751953,110157.04797363281,49714.62338256836,56182.664306640625,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:2),PI,85905.54592895508,308976.9620361328,258618.61791992188,164253.59106445312,162065.59033203125,82405.72576904297,92591.24584960938,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:3),PI,42015.803047180176,246779.33752441406,186322.3533935547,90641.94653320312,106525.32690429688,41542.842712402344,57282.94403076172,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:4),PI,43094.583293914795,580644.0043945312,169722.15042114258,152192.80908203125,235716.65893554688,76387.64454650879,49265.12387084961,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:5),PI,23995.521728515625,79465.845703125,53307.603515625,55670.104248046875,65358.76528930664,21327.061752319336,31696.002044677734,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:6),PI,34503.92237854004,65118.14431762695,53386.363372802734,61064.124267578125,65854.18447875977,34606.72238922119,46188.38366699219,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:7),PI,34011.48253250122,74651.60446166992,74558.84509277344,74295.24517822266,77077.48596191406,33368.46194458008,52231.56365966797,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (36:8),PI,40566.22286605835,116697.74826049805,113537.32775878906,106431.72705078125,110751.44702148438,49941.52365112305,54564.58361816406,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (38:0) | PIp (40:6),PI,26770.56188583374,61527.004791259766,58407.884765625,57459.143951416016,58124.184143066406,28916.262279510498,41279.66320800781,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (38:0) | PIp (40:6)_2,PI,27777.48183441162,58366.984130859375,57849.24368286133,55049.863693237305,59110.724365234375,29859.72216796875,39103.42330932617,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
PI (38:1),PI,19798.741458892822,63164.945251464844,48892.54281616211,50829.663635253906,46599.90283203125,23728.461544036865,33391.98225402832,Genotype: WT | Brain Region: cerebellum,Genotype: WT | Brain Region: hippo,Genotype: WT__Brain Region: cerebellum vs Genotype: WT__Brain Region: hippoBlank1,3,3,10xBlank_01202023
