Lipid,Chain length,DB Number,DB Location,DBs in front,FA mass,[FA+AMP]+,n-1,n-2,n-3,n-4,n-5,n-6,n-7
FA(9:1),9,1,<>,0,156.1,323.2,325.2,311.2,297.2,283.2,269.2,255.2,241.2
