Lipid,Chain length,DB Number,DB Location,DBs in front,FA mass,[FA+AMP]+,n-1,n-2,n-3,n-4,n-5
FA(6:4),6,4,<BBB>,0,108.1,275.2,277.2,,,,
FA(6:4),6,4,<BBF>,1,108.1,275.2,,265.2,,,
FA(6:4),6,4,<BFF>,2,108.1,275.2,,,253.2,,
FA(6:4),6,4,<FFF>,3,108.1,275.2,,,,241.2,
