Lipid,Chain length,DB Number,DB Location,DBs in front,FA mass,[FA+AMP]+,n-1,n-2,n-3,n-4,n-5
FA(6:1),6,1,<>,0,114.1,281.2,283.2,269.2,255.2,241.2,
