lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M4_Male_WT_cerebellum,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_diencephalon,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cerebellum,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_diencephalon,FAD189_M3_Male_WT_hippocampus,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
[TG(62:15)|TG(61:8)|TG(60:1)]_FA18:2,0.1717520264684113,4.3481579380032205,0.26046378982402985,0.6098017039324753,0.9996459543607097,TAG,52283.04364013672,60415.92425537109,52493.96356201172,55949.02383422852,52355.383728027344,85262.72616577148,75933.18539428711,49140.24380493164,53810.52407836914,47971.82333374024,51461.44366455078,44887.5228881836,53446.48428344727,31590.48223876953
[TG(62:15)|TG(61:8)|TG(60:1)]_FA18:3,0.10382023536207527,4.606905030830597,0.09555094704455769,0.7572354471875138,0.9996459543607097,TAG,87450.70617675781,67612.52545166016,65500.08456420898,53308.0237121582,81972.40606689453,92864.60736083984,77815.92611694336,52238.80407714844,77286.34484863281,52995.78427124024,50595.983795166016,60272.08447265625,75960.22463989258,28362.48210144043
[TG(62:15)|TG(61:8)|TG(60:1)]_FA20:4,0.022628137968509716,4.22953916991999,0.004559477278917257,0.9461646347701687,0.9996459543607097,TAG,49493.40347290039,50874.48388671875,47028.723205566406,44730.36279296875,45945.14331054688,70143.40509033203,58563.24429321289,41829.16305541992,51944.18344116211,44736.02307128906,49120.803283691406,39188.10266113281,51269.84387207031,47277.34315490723
[TG(62:15)|TG(61:8)|TG(60:1)]_FA22:5,-0.11080248158848889,5.789532106341594,0.11008992155120723,0.7400417846311319,0.9996459543607097,TAG,122755.14807128906,153316.14990234375,141307.0093383789,116127.02813720705,150878.15045166016,135714.00970458984,178884.7928466797,237293.4168701172,132701.55010986328,91431.986328125,205142.09405517575,241340.1583251953,119942.14727783205,48041.18322753906
[TG(62:16)|TG(61:9)|TG(60:2)]_FA14:0,0.02686923844709357,3.3002002520660088,0.006426642050399778,0.9361049608528511,0.9996459543607097,TAG,25233.761764526367,30273.642150878903,24267.98164367676,24135.021606445312,25492.08187866211,33591.22229003906,34083.64254760742,24166.46174621582,25143.84169006348,24069.70182800293,27172.022216796875,24765.481842041016,25971.66180419922,18822.04136657715
[TG(62:16)|TG(61:9)|TG(60:2)]_FA16:0,0.11228627279814134,3.6745966566797845,0.11170656544140933,0.7382095378854991,0.9996459543607097,TAG,31368.74252319336,55261.64367675781,30878.442138671875,28598.521850585938,30685.061965942383,55365.92385864258,42134.56274414063,28480.362243652344,33100.88229370117,29290.902145385742,30448.28207397461,37011.56233215332,31913.80242919922,19245.161193847656
[TG(62:16)|TG(61:9)|TG(60:2)]_FA16:1,0.16650668641727445,3.8834133815556338,0.24486412414555048,0.6207148507754607,0.9996459543607097,TAG,37540.18273925781,46241.38287353516,37546.36264038086,34748.602478027344,39336.92280578613,61979.084533691406,57785.06414794922,38176.74304199219,35901.262619018555,33546.00239562988,39064.04281616211,33821.002380371094,41270.50305175781,20982.28141784668
[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:0,0.28768608705492654,4.730860697588411,0.7256013607448324,0.39431268499344363,0.9996459543607097,TAG,91900.6870727539,194155.41473388672,45100.803283691406,48785.54364013672,46022.363037109375,125282.72845458984,84632.4651184082,44331.98303222656,60711.38427734375,60604.18441772461,50341.48376464844,90371.70687866212,50844.26361083984,33583.98248291016
[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:1,0.15841583364655315,4.782336106332235,0.22176693131950742,0.6376968908693683,0.9996459543607097,TAG,75552.56536865234,126596.14877319336,54431.044342041016,55662.90396118164,63263.96435546875,127924.86901855467,133002.60974121094,47995.88381958008,69419.60516357422,68947.9455871582,71286.00540161133,79627.885498046875,59436.2239074707,28280.76239013672
[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:2,0.26929231084077965,4.808690335629423,0.6365232845482751,0.4249725773867603,0.9996459543607097,TAG,66687.94482421875,75584.24563598633,64763.08410644531,67375.8051147461,72367.50534057617,150514.04974365234,138700.17016601562,62036.18389892578,69697.084716796875,67485.92486572266,69823.76477050781,57335.62420654297,70554.465087890625,36578.30242919922
[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:3,0.17086169997192016,4.549307401692503,0.25778762158142854,0.6116441786095015,0.9996459543607097,TAG,57224.10354614258,69463.9248046875,61913.26449584961,60921.90423583984,64497.38470458984,97690.80728149414,87569.70596313477,57261.3840637207,62598.704010009766,57651.90403747559,55446.644134521484,50836.903564453125,62977.34451293945,36009.72232055664
[TG(62:16)|TG(61:9)|TG(60:2)]_FA20:4,0.023371205691519823,4.233500840212756,0.004863660845188633,0.9444006424217948,0.9996459543607097,TAG,48655.2233581543,49573.38320922852,53763.32379150391,50822.94375610352,46633.44348144531,66775.84436035156,56232.4635925293,43929.74331665039,53493.66390991211,46445.443359375,46080.20352172852,43700.2033996582,52087.10345458984,39173.8427734375
[TG(62:16)|TG(61:9)|TG(60:2)]_FA22:5,-0.11243830442270203,5.1526421843407935,0.11337119323388833,0.7363382456669771,0.9996459543607097,TAG,95331.68743896484,99220.287841796875,102795.24670410156,74266.28515625,87458.90673828125,87448.2060546875,112339.24786376952,125101.2691040039,94095.66650390624,63717.34454345703,114040.80731201172,133410.18975830078,96110.28732299805,45007.28329467773
[TG(62:16)|TG(61:9)|TG(60:2)]_FA22:6,-0.133296863061506,5.864353368555181,0.15950197741358352,0.6896154484070292,0.9996459543607097,TAG,120894.2686767578,154021.63116455078,156760.51104736328,121808.10864257812,167222.53125,153733.0308227539,181832.4526977539,236689.85760498047,147487.3696899414,97548.5672607422,212632.87475585935,250422.53833007807,132323.32891845703,52007.10345458984
[TG(62:7)|TG(61:0)]_FA16:0,-0.1279817602151417,3.681152080053963,0.14697884661825356,0.7014393624179159,0.9996459543607097,TAG,29872.362182617188,41622.16342163086,41371.543060302734,29788.82232666016,32874.84228515625,36570.56294250488,42024.3625793457,27523.101852416992,47007.84288024902,26917.60171508789,31319.962142944336,29107.82215881348,47872.46327209473,19055.681518554688
[TG(62:7)|TG(61:0)]_FA16:1,-0.21150855753108894,4.206679106769758,0.40303527916944404,0.5255258609619143,0.9996459543607097,TAG,38408.422592163086,73889.38485717773,54925.48443603516,35254.52275085449,45686.48300170898,79504.94512939453,46916.58322143555,33892.72229003906,96524.00703430176,35633.64254760742,45110.24282836914,46830.18292236328,54401.20394897461,20195.62144470215
[TG(62:7)|TG(61:0)]_FA18:0,0.23462050800164355,4.129929303272896,0.4841889532708592,0.48653099472196976,0.9996459543607097,TAG,45004.54345703125,45042.12307739258,46258.82318115234,41619.4426574707,44764.422943115234,86740.3860168457,71193.90438842773,44375.12286376953,44119.86352539063,38677.862701416016,40272.84262084961,37880.802490234375,49799.00329589844,26384.441528320312
[TG(62:7)|TG(61:0)]_FA18:1,0.046403754221179885,3.7741646238701825,0.01914890883085718,0.889940432633315,0.9996459543607097,TAG,35471.62268066406,45037.56314086914,38445.98257446289,32512.26254272461,35963.84262084961,49470.42297363281,43756.62313842773,33454.622497558594,39979.38275146485,33403.16226196289,34930.882568359375,32317.482055664062,37900.962463378906,21530.96156311035
[TG(62:7)|TG(61:0)]_FA18:2,0.08187656055970254,4.2581395963001105,0.059500172005073126,0.8072876900072841,0.9996459543607097,TAG,47699.163146972656,57183.9241027832,52397.54376220703,50487.42378234863,48347.30337524414,64948.563537597656,66244.2241821289,48417.40295410156,55524.50456237793,50606.243591308594,49148.52368164063,43115.50329589844,43785.583084106445,35727.18223571777
[TG(62:7)|TG(61:0)]_FA18:3,-0.016084164291007976,4.0027445111809055,0.0023083606267846335,0.9616800590211584,0.9996459543607097,TAG,38859.74285888672,43931.98301696777,40647.38299560547,39118.46255493164,38637.302642822266,49855.12301635742,52695.00390625,37893.30258178711,51562.503662109375,41162.40298461914,38111.72256469727,34745.68243408203,38302.30291748047,43041.242736816406
[TG(62:7)|TG(61:0)]_FA20:4,0.30397563311814474,5.547089439122187,0.8092838162501721,0.3683320753695149,0.9996459543607097,TAG,196554.65423583984,182056.3719177246,105157.62713623048,118856.14901733398,90820.40557861328,117199.76776123048,181005.27529907227,99998.96755981444,130769.12854003906,110772.62800598145,101712.28741455078,80867.46566772461,93184.82656860352,123334.92785644533
[TG(62:7)|TG(61:0)]_FA22:5,0.07208894023277211,5.672158646962409,0.0461537275880346,0.8298965983598217,0.9996459543607097,TAG,153609.09014892578,232141.69650268555,123310.06823730467,109586.08767700195,115315.74716186523,206048.7142944336,169104.53186035156,137290.3099975586,125254.02801513672,93177.586181640625,138708.2890625,215943.0950012207,110091.2275390625,29735.042266845703
[TG(62:7)|TG(61:0)]_FA22:6,0.027488060007230856,5.633146386629934,0.006727052167889269,0.9346319157330176,0.9996459543607097,TAG,131049.58972167967,176773.83392333984,117582.48760986328,92079.90637207033,121313.9692993164,263278.97830200195,161983.8930053711,121537.64935302734,127737.60968017578,102711.06729125977,126491.98901367188,191899.333190918,120133.40771484376,44975.50286865234
[TG(62:8)|TG(61:1)]_FA16:0,0.04028273454298258,3.6484753905786844,0.014434925427053713,0.904367941523065,0.9996459543607097,TAG,33033.08218383789,35125.70262145996,36921.3625793457,30146.322143554688,32532.762084960938,41081.7028503418,44872.68350219727,30029.80224609375,33235.4426574707,30179.582000732426,32085.72213745117,29561.082244873047,37043.50282287598,22515.581451416016
[TG(62:8)|TG(61:1)]_FA16:1,-0.10398817144162362,3.886646702117154,0.09692272453816031,0.7555542120772439,0.9996459543607097,TAG,35484.16256713867,51456.56369018555,45870.52340698242,33674.10220336914,37308.30261230469,47266.54370117188,44465.3627319336,35158.142669677734,52424.18383789063,30233.00201416016,35547.0026550293,36380.942474365234,55435.604888916016,18634.121551513672
[TG(62:8)|TG(61:1)]_FA18:0,0.0859252339879256,4.249725631191517,0.06551515696892807,0.7979822740048883,0.9996459543607097,TAG,52876.063415527344,60356.60430908203,42375.46304321289,47604.30349731445,48332.72348022461,73085.52526855469,74290.46478271484,43456.783447265625,50147.70361328125,45927.86340332031,50967.00329589844,47877.08361816406,47860.92330932617,30873.82211303711
[TG(62:8)|TG(61:1)]_FA18:1,0.16794303492130147,4.277862224505515,0.24909462473283384,0.6177133026481011,0.9996459543607097,TAG,47489.38348388672,52022.42346191406,50879.543548583984,47373.94332885742,50911.86376953125,100022.68768310548,80851.6655883789,41086.84298706055,49392.883239746094,46566.94342041016,49784.723571777344,43916.10299682617,53528.723861694336,24292.72158813477
[TG(62:8)|TG(61:1)]_FA18:2,0.15054396446758844,3.810747349706209,0.20035190788894397,0.65443694594361,0.9996459543607097,TAG,38036.42254638672,42412.26300048828,37003.80258178711,35459.882263183594,36270.90280151367,53968.3039855957,52012.903869628906,34115.522705078125,40753.84286499024,30268.42196655273,34358.52230834961,32578.742233276367,36159.82241821289,23861.521591186523
[TG(62:8)|TG(61:1)]_FA18:3,0.07124894273254594,4.485499197095122,0.045083981686758534,0.8318496790912636,0.9996459543607097,TAG,57119.06381225586,64722.883880615234,59959.1044921875,60046.484375,57711.88397216797,77199.54583740234,78872.465576171875,55974.52407836914,64435.724365234375,57825.42456054688,53227.4241027832,50001.803771972656,61222.72448730469,39119.66258239746
[TG(62:8)|TG(61:1)]_FA20:4,0.023962750511834763,4.274758657174843,0.00511281669582786,0.9429966707764337,0.9996459543607097,TAG,55401.16412353516,66407.104736328125,47216.82342529297,42374.58255004883,43860.50302124024,64693.76495361328,52095.02346801758,44070.12316894531,60461.04446411133,51930.8432006836,39104.74287414551,41529.80288696289,47042.94342041016,54747.44430541992
[TG(62:8)|TG(61:1)]_FA22:5,0.07505768513743155,5.195252045336202,0.05002421925382805,0.823021135823103,0.9996459543607097,TAG,112382.98669433594,112750.06802368164,100775.0867614746,80731.02578735352,92039.885986328125,104928.42614746094,126563.18951416016,134297.58932495117,97342.7063293457,59945.44485473633,112918.36883544922,121377.16848754884,93247.36651611328,35082.32263183594
[TG(62:8)|TG(61:1)]_FA22:6,-0.04996793043211582,5.996752868701924,0.022320471605780767,0.8812377170180585,0.9996459543607097,TAG,176891.7911376953,328863.56245422363,131745.54974365234,118482.7280883789,130800.27032470705,302287.4204406738,192112.4530944824,149500.3705444336,161828.01025390625,124424.28747558594,162433.81228637695,327025.841003418,125284.0290222168,33467.18246459961
[TG(62:9)|TG(61:2)]_FA16:0,-0.013462988866490829,3.402507257342274,0.00161695953572627,0.9679245608859218,0.9996459543607097,TAG,26847.921783447266,29210.18179321289,29027.562301635742,25092.20205688477,28457.72198486328,32271.602081298828,33613.822357177734,24023.041717529297,28796.18189239502,25689.34196472168,26572.68197631836,26504.561950683597,28147.362091064453,25415.74194335937
[TG(62:9)|TG(61:2)]_FA16:1,0.019030385741897478,3.823195650078802,0.003225398555173342,0.9547104147984623,0.9996459543607097,TAG,36622.88259887695,42660.66293334961,40562.002700805664,33557.98211669922,38433.94271850586,46477.84359741211,46830.4635925293,36786.58270263672,40377.802978515625,31586.82192993164,34600.182357788086,35155.52249145508,45531.12326049805,21843.381454467773
[TG(62:9)|TG(61:2)]_FA18:0,-0.014963199446314013,4.014845880519177,0.001997712056606815,0.964349803591818,0.9996459543607097,TAG,44421.76364135742,65162.14447021485,35444.642486572266,37850.402923583984,38748.44296264648,57073.6242980957,52085.903564453125,32594.702392578125,43208.42318725586,40656.44267272949,39516.44268798828,46599.38299560547,42793.38327026367,29985.46223449707
[TG(62:9)|TG(61:2)]_FA18:1,0.05321444248644559,4.3433932187745725,0.025174226919233433,0.8739336969502197,0.9996459543607097,TAG,53380.60366821289,63582.024322509766,49293.86322021485,51559.26361083984,49708.32373046875,80757.82482910156,78037.70492553711,45318.00280761719,57734.62377929688,54491.32406616211,53955.48358154297,48130.42343139648,50669.223571777344,29716.36199951172
[TG(62:9)|TG(61:2)]_FA18:2,0.29644732177833194,4.283252032814151,0.7700171108788254,0.3802117589898056,0.9996459543607097,TAG,48837.36325073242,56280.18350219727,47809.30337524414,48637.7633972168,49626.86334228516,106395.54830932616,81473.8452758789,45774.04321289063,48810.583435058594,40397.24279785156,46263.743103027344,43630.78298950195,50175.98388671875,26744.322052001957
[TG(62:9)|TG(61:2)]_FA18:3,0.14480352376528832,4.052993840329387,0.18543066876290482,0.6667471584514872,0.9996459543607097,TAG,44456.06311035156,49550.18362426758,42341.143127441406,44162.40335083008,45847.52328491211,66492.22491455078,57927.94387817383,38474.34289550781,46072.683685302734,39133.10287475586,37626.60272216797,38797.08255004883,44873.08322143555,27600.04196166992
[TG(62:9)|TG(61:2)]_FA20:4,0.225428365684657,4.241471678123474,0.4472490472220869,0.5036442412402165,0.9996459543607097,TAG,59530.6242980957,72430.60494995117,45879.0432434082,46328.9430847168,50313.02359008789,71948.84561157227,61037.94467163086,49201.52337646485,50797.5436706543,42682.66300964356,45447.64324951172,41632.92265319824,48043.3434753418,28724.882110595703
[TG(62:9)|TG(61:2)]_FA22:5,-0.16567314113614406,5.600785493907938,0.24677375806584223,0.6193559911993035,0.9996459543607097,TAG,137566.9698486328,149399.2510986328,129363.80947875977,86483.10546875,129343.49072265624,123484.1683959961,139437.47161865234,164075.8310546875,153419.8913269043,90908.48629760742,156546.4515991211,155559.0098876953,147534.1515197754,59644.184020996094
[TG(62:9)|TG(61:2)]_FA22:6,0.006120850418110437,5.342060281068652,3.3393083208466123e-4,0.9854204489425333,0.9996459543607097,TAG,118138.68908691406,114136.86865234376,120935.70852661131,86236.24551391602,101686.22671508788,121716.80786132812,134874.56930541992,141865.77017211914,108906.9677734375,70683.60501098633,120958.32846069336,141886.23092651367,110060.4676513672,38914.18293762207
[TG(63:11)|TG(62:4)]_FA14:0,-0.12201087205520444,3.6403827084660714,0.13354497340728244,0.7147844373955183,0.9996459543607097,TAG,25383.441650390625,42142.86240386963,32042.58233642578,22586.281539916992,33805.98239135742,54051.44366455078,35786.60229110718,30823.84219360352,41694.9432220459,21069.74140930176,34798.56258392334,36447.922302246094,42260.80253601074,18337.501220703125
[TG(63:11)|TG(62:4)]_FA16:0,0.0733161965996132,3.0503906246021555,0.047724720309995305,0.8270708124567777,0.9996459543607097,TAG,21142.221523284912,21786.641372680664,24282.28172302246,19728.36151123047,22333.641662597656,33158.542221069336,27688.38201904297,19407.24124145508,21506.14141845703,19374.56134033203,23197.161613464355,20711.98143005371,20754.18148803711,14697.601028442385
[TG(63:11)|TG(62:4)]_FA16:1,0.07560848523366993,3.452470863102724,0.05075212177627009,0.8217596561043714,0.9996459543607097,TAG,28050.782012939453,33294.98194885254,26999.20205688477,26231.14192199707,27811.78207397461,39132.64276123047,34122.082275390625,27943.701934814453,30525.022033691406,25436.06208801269,26725.02180480957,23761.10189819336,29524.941833496097,25609.881896972656
[TG(63:11)|TG(62:4)]_FA18:0,-0.03652884205121077,3.5609705818656736,0.01191849536371592,0.9130661780820082,0.9996459543607097,TAG,27843.401809692383,32699.98217773437,31896.02227783203,31359.722595214844,25372.48176574707,37303.80284118652,37764.44253540039,25512.401763916016,36793.56239318848,31334.56231689453,28854.782287597656,24986.801971435547,29066.72216796875,32076.44204711914
[TG(63:11)|TG(62:4)]_FA18:1,0.1334636027148011,3.70034586985829,0.15762307373439555,0.6913543900728478,0.9996459543607097,TAG,39486.92272949219,45088.10305786133,36027.502868652344,32296.46224975586,31255.20233154297,47014.203552246094,40399.36247253418,29632.54211425781,36022.98246765137,32642.602584838867,30515.46221923828,29602.762237548828,31939.78239440918,24428.621826171875
[TG(63:11)|TG(62:4)]_FA18:2,0.1212935778590965,4.2409004040995155,0.13028665112247495,0.7181350142072954,0.9996459543607097,TAG,46447.70341491699,101241.26718139648,46975.80296325684,38396.602630615234,40371.26290893555,86351.66598510742,59863.58465576172,37601.24240112305,41905.862884521484,48187.64303588867,38805.64270019531,66186.964599609375,44072.92333984375,25004.141662597656
[TG(63:11)|TG(62:4)]_FA18:3,0.20266117945744044,4.296466508965839,0.36197472237063266,0.5474115654765139,0.9996459543607097,TAG,51549.10345458984,78052.70568847656,47105.16339111328,47411.88346862793,50566.34362792969,80406.64511108398,81851.10604858398,44137.18313598633,47457.12310791016,50713.8436126709,42030.1227722168,52824.52337646485,48272.54364013672,25163.701721191406
[TG(63:11)|TG(62:4)]_FA20:4,0.2922003375519576,4.458231236612064,0.748323868688658,0.38700742325499854,0.9996459543607097,TAG,56802.00372314453,62647.58413696289,51230.90353393555,52972.903717041016,55929.083984375,130683.08935546876,85355.08581542969,50711.96353149414,56038.34426879883,47834.023529052734,53647.883728027344,45713.083068847656,55596.383392333984,31347.98208618164
[TG(63:11)|TG(62:4)]_FA22:5,0.06041456376430241,7.783126993644676,0.03243759951874381,0.8570705983271666,0.9996459543607097,TAG,912202.9896240234,601242.1179199219,729661.9344482422,323203.42321777344,649140.8094482422,820544.8642578125,759220.6893920898,509002.37646484375,806064.37646484375,820348.9547119141,551841.8385009766,325821.9030761719,475573.0126953125,158149.33099365234
[TG(63:12)|TG(62:5)]_FA14:0,-0.007918981824086452,4.272984522318228,5.593320288426185e-4,0.9811316283633327,0.9996459543607097,TAG,47229.80294799805,69808.82490539551,51559.32388305664,46210.36325073242,47713.44372558594,52103.44418334961,62218.06378173828,48682.223205566406,57744.16403198242,36797.94297790527,54635.64416503906,47787.82275390625,55294.8635559082,40748.3221282959
[TG(63:12)|TG(62:5)]_FA16:0,-0.02734669750076679,3.2774113101053812,0.006676348871025084,0.9348781787985571,0.9996459543607097,TAG,22461.08155822754,28135.781845092773,25729.72201538086,24548.561737060547,23970.72180175781,38787.72285461426,30512.20205688477,24521.08158874512,26127.041702270508,22235.361602783203,29609.182388305664,27496.14193725586,25131.941986083984,14593.081016540527
[TG(63:12)|TG(62:5)]_FA16:1,0.11615120984395277,3.3101825236732294,0.11949631072900502,0.7295814244288559,0.9996459543607097,TAG,26196.621948242188,26390.6618347168,28156.06199645996,23291.401412963867,26101.921783447266,40832.24282836914,32606.16233825684,26724.74185180664,25905.72169494629,21134.36134338379,27244.742065429688,24472.681762695312,26061.78189086914,16553.621200561523
[TG(63:12)|TG(62:5)]_FA18:0,0.01608791213176579,4.16985100336588,0.0023055243968883588,0.961703589576911,0.9996459543607097,TAG,48354.3235168457,54525.544372558594,46215.50390625,47375.90309143066,43633.02297973633,59708.30426025391,61868.94415283203,42165.16339111328,53664.303771972656,49671.54397583008,46921.84323120117,41385.28298950195,42885.40301513672,33329.142501831055
[TG(63:12)|TG(62:5)]_FA18:1,-0.02903560352217287,3.7861627276646685,0.007527559078534196,0.9308610852491538,0.9996459543607097,TAG,31874.82247161865,35407.52230834961,35654.542083740234,34074.322357177734,33984.982330322266,45512.123291015625,43367.06323242188,34302.18240356445,44030.12341308594,36899.84243774414,35103.40246582031,29137.44204711914,32245.602478027344,35349.28259277344
[TG(63:12)|TG(62:5)]_FA18:2,0.08050290311583792,3.7472022372953453,0.05752213559173924,0.8104560579919273,0.9996459543607097,TAG,34819.92266845703,49146.68374633789,35416.08264160156,33200.622497558594,34916.722747802734,47788.34306335449,43638.48321533203,28859.26222229004,41759.14340209961,31186.58192443848,34526.12268066406,30575.38214111328,32513.322204589844,25056.80155944824
[TG(63:12)|TG(62:5)]_FA18:3,0.13297013361348886,4.446990384449848,0.15647524305950355,0.69242262826561,0.9996459543607097,TAG,50010.82339477539,114578.34817504884,51558.28359985352,49139.34332275391,49012.54348754883,100707.04791259766,68216.28479003906,47464.64331054688,48429.02313232422,57299.06396484375,43462.86315917969,75947.3656616211,51059.783447265625,25824.06181335449
[TG(63:12)|TG(62:5)]_FA20:4,0.14876637162120934,4.567446122801302,0.1956815163393344,0.6582294172007684,0.9996459543607097,TAG,72682.244873046875,106874.7078552246,50479.84332275391,54191.943603515625,54686.4836730957,85270.26556396484,104496.90748596191,45930.44332885742,68806.52575683594,57767.16409301758,58693.24429321289,60449.68395996094,53045.52380371094,31679.86248779297
[TG(63:12)|TG(62:5)]_FA22:5,0.1073292125540213,11.177587469610563,0.1021079515841592,0.749314525535719,0.9996459543607097,TAG,10323317.39453125,6315648.813964844,7596951.549316406,3343065.6357421875,6832418.1083984375,9157865.9658203125,8035926.5361328125,5020843.780761719,8718040.465332031,9181460.8798828125,5458933.409179688,2632493.298828125,4770224.136230469,1611737.7868652344
[TG(63:12)|TG(62:5)]_FA22:6,0.050454054210517095,8.086589966466638,0.02263589479844086,0.8804077807887248,0.9996459543607097,TAG,1206317.3721923828,702366.92919921875,887795.9449462891,386061.9454956055,810249.9822998047,1028624.4090576172,917693.4300537108,604010.4847412109,1010062.674987793,1055024.0245361328,669286.9645385742,396099.9051513672,569012.9207763672,183103.4722290039
[TG(63:13)|TG(62:6)]_FA14:0,-0.2873155789519805,3.8762470036159566,0.746174982181401,0.38768996275174605,0.9996459543607097,TAG,33731.68281555176,64652.68409729004,46909.98301696777,23987.96157836914,45788.30296325684,32571.54208374023,35795.34240722656,31147.04252624512,55689.64486694336,21548.881546020508,41886.34292602539,44857.22352600098,62558.60577392578,16112.541137695312
[TG(63:13)|TG(62:6)]_FA16:1,-0.021282040681330633,3.5745946883633652,0.004042369054488404,0.9493049536812997,0.9996459543607097,TAG,29236.16209411621,33240.84211730957,31374.482055664062,29424.482025146484,30996.382110595703,48738.16363525391,34318.28244018555,33395.3024597168,29384.022216796875,26496.60182189941,39448.78288269043,33421.24252319336,32588.48194885254,15689.821090698242
[TG(63:13)|TG(62:6)]_FA18:0,0.11915463451390358,3.6740597477631396,0.12574021803129648,0.722890271342666,0.9996459543607097,TAG,32993.84219360352,40645.442810058594,31219.86239624023,31305.78213500977,34909.80279541016,48688.88333129883,43406.54327392578,31476.782287597656,31527.982330322266,30917.40209960937,32343.482330322266,29315.14208984375,34544.1423034668,23869.04151916504
[TG(63:13)|TG(62:6)]_FA18:1,0.07368279246283228,4.279199230156468,0.04820942765024938,0.8262088198075553,0.9996459543607097,TAG,47629.72351074219,60119.08380126953,55739.12432861328,52765.58316040039,46859.16354370117,63470.58435058594,67679.8444519043,49156.26364135742,56666.36413574219,50435.6635131836,50541.883850097656,40878.58320617676,49745.14349365234,34068.02249145508
[TG(63:13)|TG(62:6)]_FA18:2,-0.006562160414032626,3.818129509419656,3.840368294714125e-4,0.9843649705908322,0.9996459543607097,TAG,33313.902587890625,37966.06286621094,34885.84240722656,35446.50245666504,35396.4626159668,45357.423583984375,43865.84310913086,33761.6222076416,42157.12274169922,36038.86224365234,35383.82244873047,31053.662155151367,33191.70217895508,38719.80252075195
[TG(63:13)|TG(62:6)]_FA18:3,0.14190889975104168,4.012979539737032,0.17812026976700684,0.6729936524062937,0.9996459543607097,TAG,42157.143127441406,54566.583984375,44915.62286376953,41733.30322265625,41451.06280517578,58978.96401977539,49821.04373168945,37746.802642822266,43246.262786865234,40818.22271728516,35905.20225524902,37765.34274291992,39469.183013916016,32819.342041015625
[TG(63:13)|TG(62:6)]_FA20:4,0.2530875789399375,4.752598558976057,0.5627902944254402,0.45313817022152136,0.9996459543607097,TAG,105510.5676574707,167019.01138305664,56072.4040222168,54573.923583984375,53817.62377929688,92630.14712524414,90129.36601257324,48190.043395996094,72648.60513305664,63874.94470214844,59223.94429016113,70220.82453918457,54522.983978271484,41536.62258911133
[TG(63:13)|TG(62:6)]_FA22:5,0.1102919419681764,5.43271498152665,0.10779889727518821,0.742664111146202,0.9996459543607097,TAG,119264.68914794922,145682.55029296875,103903.62725830078,84050.38659667969,107674.06811523438,217118.19555664065,152892.00994873047,116973.0089111328,110080.98748779295,80670.8462524414,118193.92840576172,148775.529296875,103569.2469482422,41731.00305175781
[TG(63:13)|TG(62:6)]_FA22:6,0.059128705034227666,11.35178078808115,0.03107405736107971,0.8600752683655227,0.9996459543607097,TAG,12333107.109375,6910787.428955078,8624770.42578125,3587441.9497070312,7761729.666015625,10005153.461914062,8769281.330566406,5291723.3740234375,10215537.811035156,10985909.403808594,6207973.456054688,2893032.267089844,5239128.674804688,1656073.8100585938
[TG(64:10)|TG(63:3)]_FA16:0,-0.06372973437258,3.465080695150044,0.036327870924520056,0.848839995446081,0.9996459543607097,TAG,28826.062103271484,31008.042266845703,28894.342346191406,27650.64178466797,30909.822479248047,34104.14239501953,34419.68246459961,25390.401885986328,36743.10220336914,27712.722076416016,26754.281829833984,27377.942138671875,30436.922149658203,20854.721557617188
[TG(64:10)|TG(63:3)]_FA16:1,-0.1770133506548727,3.610221930666304,0.2818258060917742,0.5955070083681357,0.9996459543607097,TAG,26646.581802368164,36527.44267272949,33432.28225708008,25378.42189025879,33268.102310180664,37417.08239746094,37896.94253540039,28783.96203613281,46608.783126831055,24776.741729736328,32673.18214416504,29475.62222290039,40143.0033569336,23009.101440429688
[TG(64:10)|TG(63:3)]_FA18:0,0.012710042360396698,3.4143215711888573,0.0014391484107392216,0.9697386224717068,0.9996459543607097,TAG,28581.422119140625,33375.582458496094,26963.16180419922,27216.72204589844,29698.16192626953,32572.70233154297,30290.54214477539,24886.52174377441,29843.62216186523,28205.781799316406,25916.141662597656,23446.24169921875,29070.9619140625,23955.98178100586
[TG(64:10)|TG(63:3)]_FA18:1,0.05654338993935825,3.556656778615198,0.028414958023219583,0.8661369486681104,0.9996459543607097,TAG,33477.822265625,40410.30317687988,31673.68231201172,29867.14190673828,29776.62208557129,40078.122955322266,38888.2626953125,25820.10186767578,31757.4423828125,28139.082000732426,30242.46224975586,26898.38165283203,35038.8625793457,19630.88136291504
