lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
DG(39:6)_C18:0,-2.006266898173087,3.7195746495676167,26.39708764253509,2.779592700428221e-7,8.078507148426384e-5,DAG,2588.800193786621,2589.4401893615723,21089.381511688232,2597.580173492432,2587.7402000427246,69420.62530517578
DG(31:1)_C16:1,1.8210458688703337,9.091010394012807,25.92309867881704,3.552922201957168e-7,9.159073325594938e-5,DAG,3142247.3413085938,368648.7060852051,125250.8090171814,143884.9900894165,945925.6959571838,988632.05859375
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0,-1.9811863846989444,4.100304126427996,25.83213167730036,3.7243651308330995e-7,9.159073325594938e-5,DAG,6355.400508880615,2589.5601921081543,36169.40261077881,4030.780296325684,2588.3601875305176,83052.00598144531
DG(32:3)_C16:1,1.7975876908610955,8.1859372567503,25.27329654322238,4.975495877199765e-7,1.1361900228148321e-4,DAG,1658128.8932495115,200632.7957611084,72543.48545837402,76907.56525039673,504374.49139404297,532644.7174072266
DG(36:7)|DG(35:0)_C16:1,1.7678165524599692,11.233317184825065,24.4598625178387,7.587411359667359e-7,1.6171302744571032e-4,DAG,1551640.8192634585,423112.9627189636,200922.41047668457,328623.79473114014,230454.91889572144,15056646.359405518
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,1.7437936334597672,7.48439827085069,23.80985208122,1.0633679008111008e-6,2.124741986808181e-4,DAG,170829.49340057373,277437.6010360718,158374.57176208496,2904.9802169799805,7788.440601348877,842503.0589599609
DG(33:1)|DG(O-34:1)_C16:1,1.7255992995295464,8.635816648668662,23.327001026569626,1.3666791282046858e-6,2.5701606899237534e-4,DAG,2188595.5294189453,312822.4830818176,102539.9465751648,116786.80853652954,710003.7331848145,719989.2328491211
DG(30:3)_C16:1,1.7011899826266066,10.25063238180985,22.68335238474537,1.910156345838601e-6,3.3926499098033375e-4,DAG,5149777.382019043,464402.0104980469,226026.51475143436,557126.44091796875,1372817.4193649292,3883894.088623047
DG(32:2)_C16:1,1.61479240862948,7.444952982897393,20.46961166611436,6.058555500687787e-6,0.0010194316808262555,DAG,879722.9831542969,138545.15058898926,66261.48460006714,76750.46536254883,269670.63946533203,355963.46728515625
DG(O-40:9)|DG(38:2)_C18:1,-1.6806329418126247,4.022987669968165,19.154899181970904,1.2052774695761907e-5,0.0019266360351175408,DAG,2913.500202178955,26143.421867370605,11039.820793151855,65290.84437942505,63983.42464065552,4015.200294494629
DG(37:4)_C16:1,1.4249593396991642,7.9427965523942605,15.980778426630437,6.398888535561055e-5,0.009741546022946997,DAG,1786008.5904846191,137014.44999694824,39429.50277709961,37313.78267669678,784492.0373497009,43886.56324768066
DG(30:2)_C16:1,1.3962970235319465,8.800524345742847,15.348561013466679,8.938898428423514e-5,0.012989844670759079,DAG,2268862.3515625,300569.56157302856,182081.0933914185,274939.0178985596,759672.7119522095,834123.8420410156
DG(36:3)_C16:1,1.3714174892970394,6.486918607308975,14.808669817066402,1.1898721795476592e-4,0.016539223295712464,DAG,558926.3790893555,87196.18650054932,41107.26296234131,37562.12256240845,228180.0153121948,48801.16325378418
LPI(19:1)|LPI(P-20:0),-1.355081165205503,3.4406096328284654,12.802829809916354,3.4609545347453536e-4,0.046102798531587066,PI,3208.400177001953,3853.880306243897,8234.640548706055,8530.740753173828,7898.140491485596,54542.76413726807
FA(20:0),1.2238931049803168,10.494383675571912,11.803577382785079,5.911701707091603e-4,0.07559884143028742,FA,5418943.862548828,4535527.067626953,3392550.2607421875,667555.0563964844,1352433.9182128906,258155.2587890625
FA(20:4),1.1829605070064542,7.142604016692614,11.027341271328627,8.977781772018344e-4,0.11039218586593326,FA,277741.3200683594,600203.3309326172,340877.126159668,82560.56640625,90283.065673828125,74704.64587402344
DG(40:6)|DG(dO-40:0)_C16:1,1.1763279728849942,8.989468163540161,10.904412811505608,9.593544516912277e-4,0.11359467340951314,DAG,2200883.28704834,386018.9025878906,90848.88639831544,126283.36974334715,1190345.9880371094,1100294.9600830078
DG(28:1)_C16:1,1.1596846097036067,5.961690850746691,10.596899214808218,0.0011327747767980833,0.12933860576512402,DAG,299812.6218261719,64458.744556427,56531.64400482178,53623.103801727295,95288.28688430786,87459.32675170898
[TG(45:4)]_FA16:1,-1.1721515125959534,11.749811518704938,9.752512764927815,0.0017907776754697577,0.17890988213990047,TAG,1057515.7109375,167918.03125,2389217.2697753906,692092.9968261719,256088.79711914065,20843483.146850582
DG(35:3)_C16:1,-1.1776572807165056,1.904687765165386,9.817424394232262,0.0017286625333642616,0.17890988213990047,DAG,4836.440368652344,2931.020206451416,16072.621196746826,2921.0602111816406,2920.780204772949,5898.74040222168
FA(19:0),1.1125201389346255,9.09879084515825,9.752943937550295,0.0017903577036722268,0.17890988213990047,FA,1737239.639038086,1811562.2534179688,1378238.7719726562,275417.8934326172,451082.4600830078,183205.93432617188
LPE(20:4),1.1208853364196478,1.4975933004975526,9.874343296217491,0.0016759940514553652,0.17890988213990047,PE,4658.220355987549,11117.981048583984,3962.140274047852,3059.520179748535,3050.1002311706543,2961.640182495117
DG(36:6)_C16:1,1.1086890820014546,8.339295534038957,9.684665024292373,0.0018581225979621189,0.18001266502075436,DAG,263329.57807159424,71477.50493240356,57881.50393676758,70935.70457458496,71404.4443283081,1920249.1141052248
LPE(20:5),1.1013361130877155,6.238308448154344,9.556472785987346,0.001992455880953739,0.18734945445320894,PE,240803.7984657288,110713.1079788208,166295.4091911316,17827.58118057251,15243.80089187622,176354.4186477661
[TG(63:13)|TG(62:6)]_FA22:6,1.0899798242597858,12.269501419753153,9.361273951840957,0.0022161805662371105,0.20243226486457264,TAG,28902878.841796875,5047176.015625,3483530.9897460938,10591312.298828123,6968792.619140625,1656073.8100585938
[TG(63:12)|TG(62:5)]_FA22:5,1.0607725008519833,12.115240084198538,8.865339647756286,0.002906361685544468,0.2581010641301574,TAG,25577164.55029297,4535241.633789063,2987563.334228516,9825324.81982422,6291452.643554688,1611737.7868652344
FA(22:0),1.0571367451776215,10.115384616801293,8.804492702591233,0.003004896826261851,0.2596393284745713,FA,3786212.616455078,3522277.805419922,2690426.7211914062,712017.3392333984,1114148.15625,158888.591796875
FA(22:7),1.0536690046192896,10.338720476451643,8.746694351517363,0.003101637807566999,0.2609456860734657,FA,4533875.887939453,4002105.271972656,3405907.959228516,697554.1408691406,1133892.0786132812,193464.1936035156
DG(28:2)_C16:1,1.0415046079330406,5.762231005178177,8.544325720815323,0.0034660096761192642,0.28412392139880227,DAG,257271.07974243164,69024.40483093262,49504.823638916016,51974.86365127564,99802.92771148682,54922.8239440918
FA(21:0),1.0254205555242426,10.736557763792518,8.282794288854348,0.004002249121039122,0.3198797609990518,FA,6255064.768310547,4977912.603515625,4336334.653076172,1044317.0627441406,1646577.2846679688,227035.07763671875
DG(35:5)_C16:0,-1.068144407770671,1.180951629522997,8.140174444290665,0.004329511839846087,0.33759632565824244,DAG,2627.300178527832,2627.240188598633,2619.2601928710938,10778.220642089844,2637.440185546875,2623.7001914978027
DG(30:1)_C16:1,1.001072217833484,5.972409164874774,7.891979691092276,0.004965448511190652,0.36078497477901167,DAG,275591.14111328125,63956.38442611694,53245.64349746704,58248.48365402222,103447.94772720335,98332.88702392578
DG(42:9)|DG(41:2)_C16:1,1.006122418928412,8.415237427167252,7.972911491349805,0.004748250644061874,0.36078497477901167,DAG,1990564.348876953,321697.362827301,92775.82641220091,106348.5477027893,1210034.3367004397,97521.02673339844
LPI(19:0)|LPI(O-20:0),-1.0532640452058606,6.574581303029611,7.917790509672599,0.004895101768206452,0.36078497477901167,PI,2064.1801414489746,2244.16015625,3793.000289916992,4482.10022354126,3940.180282592773,649549.9510498047
PI(29:2)|PI(P-30:1),-1.0371373309943037,10.132137557178481,7.719410733909173,0.005463022455170774,0.38811739531513256,PI,270583.85888671875,190783.65234375,647404.8453979492,467597.17578125,140226.77056884766,6661615.031005859
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,0.980613004164963,4.438633741871888,7.569048055263011,0.005937913770435869,0.41268500704529293,DAG,46804.60360336304,44355.76335525513,45734.58324813843,2895.060195922852,9122.700645446776,54125.684020996094
[TG(62:7)|TG(61:0)]_FA14:0,0.9736753716657209,5.268743158868943,7.4641169820314985,0.0062940896602548995,0.41321386883219263,TAG,130829.46478271484,109108.28868103027,66242.08502197266,63323.12449645996,35058.78298950195,15074.141052246094
[TG(63:12)|TG(62:5)]_FA22:6,0.9740463099455423,8.949923526568163,7.470985211264633,0.006270122978406139,0.41321386883219263,TAG,2715589.7318725586,542690.6159667969,400965.5833129883,1092590.8434448242,698280.6698608398,183103.4722290039
FA(19:2),0.9728709184615975,10.080086737017979,7.452944831689823,0.006333274811628852,0.41321386883219263,FA,2318478.11328125,4372414.701171875,2992134.381835937,659318.98388671875,842054.8463134766,216946.63403320312
FA(15:2),0.9690555076329476,11.878471271678988,7.394411117691234,0.006542684086955329,0.4183392205199237,FA,10787620.960205078,13507930.600952148,12160172.736083984,1262052.7935180664,2385694.484008789,63076.88415527344
DG(37:3)_C18:1,0.9415495530226508,4.809810616271669,6.976723407046848,0.008257665994766045,0.5176423173581773,DAG,65367.74505233765,62507.80427932739,60999.32406616211,2895.380207061768,19418.38132095337,57847.16430664063
[TG(63:11)|TG(62:4)]_FA22:5,0.9302071414031611,8.651078127742839,6.811021219951726,0.009059693786966807,0.55699694301794,TAG,2167288.761413574,436664.88928222656,310954.20263671875,922547.1664428712,577589.421081543,158149.33099365234
FA(29:3),0.9262879993257425,10.497409905620914,6.7535683596506715,0.009356038441974574,0.5643632999809945,FA,775427.9139404297,7853645.913818359,5194426.479125977,489027.1326293945,438837.4135131836,61862.46453857422
FA(15:1),0.8984317303327835,8.035167013053226,6.351522256503813,0.01172806198023556,0.6943447064965387,FA,633031.7109375,848485.07861328125,757048.75927734375,106190.36651611328,157828.37063598633,191162.11645507807
[TG(45:3)]_FA16:1,-0.9331772110641452,9.85079960796096,6.300443807063857,0.012070774852796158,0.6944354787038698,TAG,333988.26373291016,75101.325439453125,674412.2067871094,173032.73303222656,101162.76690673828,5501317.548217773
FA(18:3),0.8938790580893904,7.054894678696502,6.286803315146244,0.012164024650427497,0.6944354787038698,FA,139627.34912109375,522320.8508300781,340163.64306640625,63152.144958496094,75001.28497314453,165620.63159179688
FA(15:3),0.8777066570194417,5.933500226264973,6.059687971202948,0.0138302118401242,0.7494099534385944,FA,109847.74731445312,144802.7900390625,111767.1278076172,31425.26234436035,38103.28242492676,142284.43029785156
FA(28:1),0.8778083803656151,10.411279352029041,6.062006877269596,0.013812063776828113,0.7494099534385944,FA,2010182.442138672,6142033.014526367,3182513.053222656,1362861.212524414,1533596.2138671875,140184.7899169922
LPI(20:5),0.8806897062360207,4.374048557918223,6.099311917124396,0.013523452895228034,0.7494099534385944,PI,55853.38370895386,30637.86185836792,21534.821575164795,16369.20111465454,23099.54151535034,51888.90362548828
DG(38:3)_C16:1,0.875200681593964,5.64339953309227,6.02505998281049,0.014104152410935713,0.7515162542960245,DAG,234767.07559204104,56833.34422302246,41560.50282287598,42640.643127441406,115811.78926467896,45506.98309326172
[TG(66:8)|TG(65:1)]_FA18:1,0.8694504244109457,5.04463522840665,5.945373298915001,0.014755965884999642,0.7608842408765137,TAG,97821.92832946776,95878.52603149414,62108.82469177246,46738.06309509277,33304.68223571777,17076.481033325195
FA(22:6),0.8701506895862638,7.875098125570601,5.956022070055042,0.014667097198633931,0.7608842408765137,FA,567966.1102294922,792737.66015625,580328.92578125,149171.7699584961,244376.1587524414,117102.00854492188
[TG(65:0)]_FA18:0,0.864532980392611,4.8482767508631275,5.877764912588191,0.015333274154888091,0.7781028170345592,TAG,77501.3246307373,87088.9055480957,50358.86331176758,40662.66346740723,31183.541763305664,18392.92127609253
FA(14:4),0.8532435508806979,7.54143415779725,5.725513958168449,0.01672014201085659,0.8352233438860706,FA,355928.9024658203,431468.59143066406,294501.8410644531,130238.44915771484,151971.6514892578,417901.5070800781
FA(30:1),0.8466421689851137,9.111619610175369,5.637000274582533,0.01758526960495795,0.8518198019250085,FA,913941.9959106444,2409260.2674980164,1444838.7722473145,303231.2611846924,718744.0816345215,25251.52146911621
PC(52:4),0.8470340829335445,5.280437779393797,5.64139278357743,0.01754126701198741,0.8518198019250085,PC,128604.88666915894,106127.72804260254,72014.86590576172,65900.36459350586,37460.08247375488,13041.280754089355
FA(19:1),0.8441847557311495,7.1797467709793015,5.603940297660301,0.017920130043587973,0.8550844141694142,FA,290567.4736328125,505497.4969482422,345746.5244140625,102591.9662475586,139597.35107421875,105899.4874267578
DG(37:5)_C16:1,0.8277654012340877,5.546430242667763,5.386315266641757,0.0202952834987097,0.9064075228614324,DAG,193809.8336181641,58454.46415710449,44304.042892456055,43003.18318557739,93197.26676940918,57806.043853759766
DG(38:6)|DG(dO-40:6)_C18:1,-0.856065970615116,3.434533540145535,5.328424440967069,0.020980343037768533,0.9064075228614324,DAG,17978.081272125244,2925.200210571289,20058.26160812378,15433.221118927002,12008.12089920044,31291.182106018063
FA(16:4),0.8242244701392553,6.407140881868962,5.340272484245361,0.020838215610151922,0.9064075228614324,FA,126565.30865478516,197890.25390625,142477.24963378906,46431.083068847656,53720.04373168945,221009.85595703125
FA(20:3),0.8272774384743682,8.620403823264796,5.380676494532965,0.02036098137805225,0.9064075228614324,FA,870682.1357421875,1418022.4848632812,894835.4396972656,345625.740234375,479532.3560791016,136383.86962890625
FA(29:0),0.8275509216011127,7.958369479988646,5.384207506882374,0.020319815510149507,0.9064075228614324,FA,565072.459197998,931372.7842102052,581784.7383117676,251051.61628723145,296701.9582672119,28903.92153930664
FA(32:0),0.8243374867219767,5.153021886258098,5.341407201430229,0.02082465609087287,0.9064075228614324,FA,100580.24603271484,109052.66638946532,47408.5235748291,41202.22265625,70079.34467315674,13181.56095123291
FA(42:6),-0.8609063456058241,6.073974706959472,5.391560435404244,0.020234368373404192,0.9064075228614324,FA,101457.2689666748,102349.0273284912,287879.3359451294,71887.24576950073,117169.72875976562,10848.6806640625
DG(38:7)|DG(37:0)_C18:1,0.8208248145532494,5.60267693651426,5.294893334847984,0.02138804079969944,0.9117008858218547,DAG,68199.36566543579,49310.64292144776,68825.76572036743,2914.800224304199,10002.440715789797,208052.99420166016
PE(38:5),0.8157236036627985,8.402645103044096,5.2305849415424746,0.02219306764805555,0.9335689114583369,PE,981953.8098144532,1039524.7677001952,423923.5087890625,890837.8856201172,311544.1239013672,90965.40686035156
DG(39:7)|DG(38:0)|DG(dO-40:0)_C16:1,0.8072880243653433,5.89561346754169,5.121797336794771,0.023627132933060905,0.9697565430393275,DAG,233453.1551513672,76003.62538528442,64379.92429351807,58633.08406448364,102549.38773727416,83172.62533569336
FA(16:6),0.8070821081176509,6.636021684850722,5.119385247871833,0.023659996983755878,0.9697565430393275,FA,177064.19409179688,282238.45947265625,229369.49536132807,51004.36346435547,63365.22448730469,166338.65234375
[TG(37:0)]_FA14:0,-0.25410717905890423,5.191110060459068,0.48870667666483314,0.4845047942326348,0.9995893119994175,TAG,69228.68505859375,51375.2236328125,56230.22412109375,73664.12561035156,63976.16467285156,53841.62384033203
[TG(37:0)]_FA16:0,-0.18701588294528404,5.807709644137523,0.26569716895963325,0.6062328630230491,0.9995893119994175,TAG,110296.00805664062,91158.24670410156,88696.006591796875,119384.62774658205,102851.0068359375,63377.2846069336
[TG(37:0)]_FA18:0,0.1636302913255746,6.596594266464296,0.20676506343079382,0.6493148164194326,0.9995893119994175,TAG,226877.81713867188,161053.6719970703,129784.7688293457,184971.7330932617,152838.93017578125,133977.5894165039
[TG(38:0)]_FA14:0,-0.29583804006777326,8.125194263442165,0.6609721553468262,0.41621694556852756,0.9995893119994175,TAG,456290.4956054688,517832.19677734375,524732.39306640625,525860.4755859375,572308.34423828125,263183.95703125
[TG(38:0)]_FA16:0,-0.1621921612544902,6.5512434073067185,0.20011374332989362,0.6546290513464944,0.9995893119994175,TAG,167817.49243164062,151199.91064453125,140993.37036132812,198229.8342285156,148569.13037109375,139112.30981445312
[TG(38:0)]_FA18:0,-0.006075715696764518,7.05623369025033,2.8298738652665634e-4,0.9865784362752749,0.9995893119994175,TAG,277070.3020019531,218180.6154785156,197607.29638671875,274061.39697265625,203617.49487304688,184773.5329589844
[TG(38:1)]_FA14:0,-0.3861195738779781,11.283720962100462,1.1200472614727914,0.28990827755396303,0.9995893119994175,TAG,3074246.5869140625,6324180.271362305,6419185.5390625,3620762.0290527344,6663640.892578125,49943.38360595703
[TG(38:1)]_FA16:0 | DG(40:8)|DG(39:1)_C16:0,-0.09479910254486089,5.882456582308904,0.06859567200405081,0.7933925608241063,0.9995893119994175,TAG | DAG,112878.6480102539,96054.0366821289,90936.05667114258,112993.76788520812,98143.20663452148,84683.08590698242
[TG(38:1)]_FA16:1 | DG(40:8)|DG(39:1)_C16:1,-0.04663252288025227,6.866665620338679,0.016638517432966175,0.8973652630286629,0.9995893119994175,TAG | DAG,231002.28576660156,188304.19416427612,177609.2724533081,214569.11530685425,192172.87309455872,172613.3723144531
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,-0.147265266328505,4.818452841523414,0.1650745538577212,0.6845268290271767,0.9995893119994175,TAG | DAG,51393.44388580322,51420.173135757446,45780.4529914856,59179.82378768921,50565.22367668152,31205.932207107548
[TG(38:1)]_FA18:1 | DG(40:8)|DG(39:1)_C18:1,0.08608272116485757,8.240560959434353,0.057043490770411154,0.8112313645207117,0.9995893119994175,TAG | DAG,676046.5955028534,430566.55141448975,374359.33714675903,531868.8598976135,491459.1779766083,524108.4887695313
[TG(39:0)]_FA14:0,-0.11789598619474008,5.755183585499933,0.10597038883133791,0.7447792746544482,0.9995893119994175,TAG,98168.267578125,113511.4051513672,125595.65075683594,101047.4653930664,83996.38604736328,38063.52276611328
[TG(39:0)]_FA16:0,-0.10571642564203305,5.520694633456579,0.08525534399780098,0.770297956886917,0.9995893119994175,TAG,92782.326904296875,70878.42498779297,71032.48474121094,95205.28674316406,72186.56481933594,64290.10437011719
[TG(39:0)]_FA18:0,-0.13679310562337677,6.5660667275285585,0.1425345461904044,0.705774219102283,0.9995893119994175,TAG,188917.07348632807,176812.4521484375,147520.89123535156,209081.4339599609,191859.9542236328,76476.26623535156
[TG(39:1)]_FA14:0,-0.07142632741173319,5.520210912940747,0.03898478314783915,0.8434788122171224,0.9995893119994175,TAG,96087.84637451172,82755.16702270508,88745.70593261719,83881.02606201172,79266.00506591797,43193.203216552734
[TG(39:1)]_FA16:0,-0.13755350116060627,5.3233142992737035,0.1441025038161996,0.704236157284333,0.9995893119994175,TAG,79489.5658569336,66411.30450439453,65632.324462890625,85682.08660888672,66565.985107421875,47120.243408203125
[TG(39:1)]_FA16:1,-0.163593089150653,5.624191394892555,0.20355728096774328,0.6518647039459029,0.9995893119994175,TAG,96649.28662109376,78587.725341796875,72082.84503173828,110338.10888671876,85152.98547363281,62350.10430908203
[TG(39:1)]_FA18:0,-0.11196402383912317,6.084878676969885,0.09560536583194335,0.7571685011197115,0.9995893119994175,TAG,121120.44982910156,130870.36865234376,102077.06701660156,145873.78930664062,126408.56884765624,72345.824951171875
[TG(39:1)]_FA18:1,-0.130161447654351,6.701159951311426,0.1290942177408283,0.7193730395978035,0.9995893119994175,TAG,205466.83325195312,201356.9141845703,155790.0496826172,233232.6348876953,220177.8563232422,76259.26550292969
[TG(40:0)]_FA14:0,-0.3119360031865718,6.771087684678045,0.7341524149388761,0.3915405315435359,0.9995893119994175,TAG,185297.09252929688,154257.84985351562,151657.73046875,236784.39819335935,186896.333984375,178000.93212890625
[TG(40:0)]_FA16:0,-0.2929532918773852,6.99226951134966,0.6482302282670389,0.420746130602915,0.9995893119994175,TAG,228668.45678710935,200044.29443359372,196602.53442382807,290633.142578125,229988.91552734372,156035.61059570312
[TG(40:0)]_FA18:0,-0.1197615641201149,6.331270143652943,0.10934401696897565,0.7408922025024626,0.9995893119994175,TAG,153895.49267578125,135913.9697265625,126916.88916015624,163852.35205078125,137075.77026367188,102814.8074951172
[TG(40:1)]_FA14:0,-0.1765885800451802,4.895025790925174,0.2369965283665749,0.6263838460228061,0.9995893119994175,TAG,55561.06396484375,47790.003173828125,48446.50360107422,60816.92462158203,49196.22314453125,40020.12298583984
[TG(40:1)]_FA16:0,-0.5255750707431837,8.975480755422927,2.0572281075401406,0.15148551510328523,0.9995893119994175,TAG,760654.9130859375,1026197.16796875,1102522.1133422852,1311551.1776123047,1135555.0513916016,53036.68341064453
[TG(40:1)]_FA16:1,-0.30921082027308944,7.027216306422291,0.721506076325568,0.3956503327690726,0.9995893119994175,TAG,246103.3181152344,201355.35571289065,192770.05224609372,308243.8022460937,254972.84033203125,142653.38940429688
[TG(40:1)]_FA18:0,-0.04321331634517749,5.462980798472875,0.014288928553014557,0.9048504778664478,0.9995893119994175,TAG,91358.1865234375,73036.584716796875,67184.184814453125,84652.66662597656,76786.846435546875,56847.50402832031
[TG(40:1)]_FA18:1,-0.16770332054561385,6.311886593569573,0.2138805662013965,0.6437427101726508,0.9995893119994175,TAG,155307.951171875,130349.58911132812,123861.30920410156,168575.25317382812,143164.31079101562,93546.30700683594
[TG(40:2)]_FA14:0,-0.1837405716141847,5.472196918510166,0.2565104780882166,0.6125277028955867,0.9995893119994175,TAG,82418.205810546875,86887.92626953125,78565.466064453125,96190.32720947266,87765.826416015625,32060.7021484375
[TG(40:2)]_FA16:0,-0.0398328876906405,5.213404746512576,0.01214172464915464,0.9122590938896665,0.9995893119994175,TAG,64217.12536621094,43893.44314575195,50325.3235168457,54216.20373535156,43890.48284912109,94824.2857055664
[TG(40:2)]_FA16:1,-0.6488605230000233,9.205580677651511,3.1099277499415616,0.07781641228376077,0.9995893119994175,TAG,880463.9066162109,1105074.0538330078,1112482.7717285156,1443883.5083007812,1713808.1204833984,54243.9838256836
[TG(40:2)]_FA18:0,-0.06532248993561403,5.264021940857683,0.032614955514361554,0.8566846082147381,0.9995893119994175,TAG,77210.3853149414,65495.90509033203,60581.78436279297,74604.5650024414,66773.88458251953,47691.243591308594
[TG(40:2)]_FA18:1,-0.0951709435121876,5.511065555849407,0.06913155320216902,0.7926054588496473,0.9995893119994175,TAG,91287.96618652344,78429.18505859375,67600.94482421875,90188.80712890624,87807.66613769531,52584.48400878906
[TG(40:2)]_FA18:2,-0.04296239866267651,6.375516627518325,0.014124743796401162,0.9053961239819165,0.9995893119994175,TAG,174562.2530517578,138496.96997070312,136197.63061523438,159014.37145996094,139108.77014160156,101763.20703125
[TG(41:0)]_FA14:0,-0.10317748949065236,4.922559626648359,0.08121412873967415,0.7756587543747111,0.9995893119994175,TAG,63310.80462646485,51140.54376220703,49767.20364379883,62940.72412109375,53497.743408203125,32394.162384033203
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,-0.04071490965259169,5.909302863278174,0.012686577596582538,0.9103201665989843,0.9995893119994175,TAG | DAG,121606.37866210938,111851.767578125,96557.7372932434,123771.25827217102,106319.75765991212,61289.40441894531
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,-0.20365780408793308,5.554647697354177,0.31479712356440365,0.5747512893928225,0.9995893119994175,TAG | DAG,80245.4854221344,75545.39499282837,80230.81566810608,89451.11632347107,73628.7948551178,71211.89463806152
[TG(41:1)]_FA14:0,-0.03892745361500993,5.399079431731043,0.011597582249578409,0.9142399590152622,0.9995893119994175,TAG,91850.82510375977,78584.48574829102,85640.7261352539,75949.88558959961,72496.02551269531,34149.50248718262
[TG(41:1)]_FA16:0,-0.0603910332437914,5.058263293269266,0.027882374551609246,0.8673856580787747,0.9995893119994175,TAG,65424.18487548828,61204.64407348633,60647.26440429688,65889.9252319336,52407.363861083984,36475.02239990234
[TG(41:1)]_FA16:1,-0.2719874801317429,5.571960680676916,0.5593796367375603,0.4545103043700416,0.9995893119994175,TAG,90995.70623779295,80778.54571533203,84279.80584716797,112036.84753417967,86242.5062866211,41192.46307373047
[TG(41:1)]_FA18:0,-0.16610605129218448,5.059405695845477,0.20981745596623114,0.6469105177586215,0.9995893119994175,TAG,64946.14440917969,55726.023864746094,53077.024475097656,66021.26477050781,63939.82470703125,37963.42251586914
[TG(41:1)]_FA18:1,-0.20711271723115277,5.616242098779384,0.32551439491282963,0.5683123895589963,0.9995893119994175,TAG,95877.72717285156,81340.14514160156,87312.40728759766,107552.6669921875,82543.845458984375,51342.70361328125
[TG(41:2)]_FA14:0,-0.2137692592582728,5.187148380131877,0.3466359296639894,0.5560236541776291,0.9995893119994175,TAG,72000.1450805664,66158.58416748047,81866.5263671875,65431.704040527344,66662.04513549805,26025.10171508789
[TG(41:2)]_FA16:0,-0.019165195245939123,4.438249608907971,0.0028132574841936986,0.957699917854687,0.9995893119994175,TAG,46796.0032043457,33607.46243286133,36554.40270996094,42106.663330078125,30821.5622253418,30333.022064208984
