lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
DG(35:5)_C16:0,1.3753194388213903,1.512635442166418,15.288202200951858,9.229112758208144e-5,0.0013917676173580867,DAG,3022.1601905822754,35625.242321014404,2631.2201805114746,2630.040180206299,2629.600185394287,2628.5001831054688,2623.7001914978027
LPE(15:1)|LPE(P-16:0),-1.240463035120085,7.173199701874397,15.218188584769448,9.577649231375687e-5,0.0014308291865751436,PE,510373.5239257813,274682.9245605469,204752.2330932617,273698.6168823242,472938.5132446289,479952.052734375,57129.9638671875
PE(O-38:9)|PE(36:2)|PE(O-37:2)|PE(P-37:1),1.3696989371792323,8.21847386074105,15.218364868138455,9.57675524301162e-5,0.0014308291865751436,PE,525418.2987060547,2293185.866455078,1415068.4360351562,639388.7502441406,371029.8645019531,224700.09814453125,89604.54736328125
[TG(54:6)]_FA20:4,1.363320174237228,10.656093378795338,15.087834184640087,1.0262253638437863e-4,0.0015259732503295743,TAG,2471274.7690429688,11461275.055664062,7337921.454101562,5548770.373046875,2139346.0720214844,1159650.4467773438,240371.81713867188
PS(40:4),1.362361236912566,9.21787074421059,15.068063380080275,1.0370305020410805e-4,0.0015349011643635807,PS,1203503.01171875,3754743.650390625,3440276.724609375,900103.3232421875,770806.17578125,375867.1860656738,383398.1474609375
[TG(55:11)|TG(54:4)]_FA16:1,1.3581781293325232,7.891670071538867,14.982255631512091,1.0852689449711063e-4,0.0015988962290657267,TAG,591987.0428466797,1305730.8784179688,1395485.9962768557,629514.6638793945,264792.53826904297,221613.09631347656,37073.78219604492
[TG(56:7)|TG(55:0)]_FA18:2,1.354143295927247,8.574189457035278,14.900139603181742,1.1335459650475558e-4,0.0016623607569986403,TAG,1141480.4989013672,1764971.2494506836,2292226.262451172,1077677.434509277,430752.9522094727,351519.7274169922,60424.36410522461
FA(20:2),-1.222200636127603,5.98256881087099,14.764241638089517,1.2182388739538095e-4,0.0017784062465891913,FA,113897.0092163086,116848.98797607422,77609.5249633789,179215.8955078125,159708.51123046875,202802.6714477539,90477.806396484375
PG(44:8)|PG(43:1),-1.2208599875618982,6.053771562641273,14.731429327264777,1.2396252182328044e-4,0.0018014008284955797,PG,132291.970703125,148826.3701019287,144491.09008789062,125549.7495727539,238140.87521362305,171203.85173034668,59504.303955078125
PG(40:2),1.3442490763434052,7.97949154628407,14.69894023447705,1.2611732945658945e-4,0.0018244212772521107,PG,1037822.2946777344,1158854.604736328,988550.07470703125,883888.27294921875,285707.478515625,224559.27685546875,83805.76599121094
LPE(19:1)|LPE(P-20:0),-1.2177737236645145,4.263833871801251,14.651587198831301,1.2932569301948814e-4,0.00186240648911398,PE,3940.640312194824,15515.281093597412,51331.68339538574,63479.08386230469,52248.48373413086,47918.34338378906,39778.52243041992
[TG(60:11)|TG(59:4)]_FA22:5,1.3399495445524696,7.655318719073936,14.611808321353237,1.3208430530994576e-4,0.001893603246977115,TAG,1107259.5296936035,603452.178527832,763440.79345703125,733349.1309509277,196556.0538330078,208514.41583251956,80920.16526794434
DG(38:9)|DG(dO-40:9)|DG(37:2)_C18:1,1.3339499214019823,3.1750993134404,14.45086354780539,1.438638806990878e-4,0.0020486989480418957,DAG,18105.32131958008,21303.34157180786,3771.5002822875977,2895.2802085876465,2882.240207672119,2887.8002128601074,54125.684020996094
PG(39:6)|PG(O-40:6)|PG(P-40:5),1.3317629804004405,7.657095402102015,14.446673124135941,1.4418431758192885e-4,0.0020486989480418957,PG,838833.1179199219,729758.7354736328,676492.1505126953,711058.2917480469,188217.95385742188,186235.9735107422,214987.41357421875
[TG(53:8)|TG(52:1)]_FA18:2,-1.207110873489116,7.310790617546237,14.39607942539078,1.481103549250024e-4,0.0020856076680898705,TAG,398103.4489746094,293855.1560058594,329854.06384277344,354499.36682128906,540174.81689453125,474570.65625,91027.24670410156
[TG(56:6)]_FA22:5,1.3294196825565698,9.689391782794045,14.400020910605235,1.4780066909206467e-4,0.0020856076680898705,TAG,3322672.188964844,1725323.733642578,3415042.4416503906,2787979.098388672,614421.1613769531,819175.9481201172,1283660.1729736328
[TG(59:10)|TG(58:3)]_FA20:4,1.3288363917731674,8.3462623042524,14.38810402316449,1.487389891537349e-4,0.0020856076680898705,TAG,1615016.3111572266,1382750.982849121,1030135.50390625,1051706.5489501953,342874.6039733887,301172.40270996094,188007.2918701172
[TG(54:6)]_FA16:1,1.325731495465495,8.406547848774972,14.325830984802451,1.537407523141804e-4,0.002138258505874915,TAG,919954.4642333984,1825837.8395996091,2042997.5251464844,815215.6125488281,418971.5090942383,292088.59979248047,41776.86294555664
[TG(56:6)]_FA18:1,1.325674736768256,8.53154086826254,14.324719517404446,1.5383154718524568e-4,0.002138258505874915,TAG,1068368.7966308594,1794005.34375,2224666.8142089844,1004406.7180786132,435707.5694580078,338226.8048095703,51388.984130859375
FA(28:4),-1.1933024226867386,5.580093131543815,14.061202456892717,1.769566149608405e-4,0.002438492663921582,FA,123246.3916015625,92642.90634155272,81038.9058227539,107296.34834289552,125606.32557678224,169232.47603988647,39330.06262207031
PE(44:0),-1.1936111501496414,5.577207709832602,14.068500420078863,0.00017627128336575732,0.002438492663921582,PE,100559.6867980957,102206.04726028442,81619.1657371521,94334.80632781982,145494.33093643188,130405.96881484984,62494.96408843994
[TG(56:6)]_FA20:4,1.3006163134603377,11.600763265435484,13.826219413371291,2.005184163440551e-4,0.002751319214815211,TAG,6663630.552734375,19952519.484375,12088868.603515623,11714387.5390625,3571697.5131835938,2911902.9775390625,855493.60546875
FA(32:5),-1.1785590819186367,4.778414076759002,13.708062532457916,2.1353580456256948e-4,0.0029174101161817717,FA,60486.36477661133,55853.84375,43805.38214111328,70492.22514343262,75380.40447998047,91025.94674682616,25019.94189453125
[TG(53:9)|TG(52:2)]_FA18:3,-1.1744895796492514,7.414140211870863,13.61424601516137,2.2447562016287916e-4,0.0030538236496201053,TAG,401989.9885253906,341377.0623779297,372699.6301269531,383553.82568359375,579081.5021972656,501228.2149658203,95707.38659667967
[TG(54:5)]_FA18:3,1.2854977416338884,11.706374608092766,13.528840155224314,2.3492518926177707e-4,0.0031690119412232124,TAG,8056271.05859375,20063448.3203125,13647533.337890623,12705059.989257812,3927339.26171875,3160395.334960937,720653.3662109375
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:0,-1.1724498448677358,3.5767387030387563,13.534526936359725,2.342144127193795e-4,0.0031690119412232124,DAG,2705.600200653076,2607.9201698303223,13197.52096939087,2603.320178985596,12708.580894470217,2593.8601722717285,83052.00598144531
[TG(61:10)|TG(60:3)]_FA22:5,1.28096704790421,7.763041676636717,13.439769870910823,2.463458385717025e-4,0.0032952621167938612,TAG,1198400.9870605469,989338.8240966796,526607.2916259766,631613.431640625,210682.57556152344,227274.65747070312,140783.5899658203
[TG(61:13)|TG(60:6)]_FA20:4,1.2810439807948675,6.348077838773948,13.440466359318634,2.4625439822765664e-4,0.0032952621167938612,TAG,316894.1880187988,351609.1853027344,304081.23904418945,314868.08532714844,92649.58609008788,76093.66537475586,35177.422424316406
[TG(56:8)|TG(55:1)]_FA18:2,1.2803125259938521,7.502856255697812,13.426899907451116,2.480416779835779e-4,0.0033041218521395774,TAG,765442.15380859375,563568.0758056641,848934.2233886719,641914.6002197266,189548.49267578125,181527.0518798828,97015.74639892578
[TG(41:2)]_FA14:0,-1.161912482536508,4.902735064786704,13.316490153278492,2.630821655253853e-4,0.0034899322953720205,TAG,69864.62548828125,60055.20397949219,62490.88427734375,61729.68426513672,50653.383880615234,130634.23059082033,26025.10171508789
[TG(58:10)|TG(57:3)]_FA20:4,1.2710937718928252,7.041840450634192,13.247249380947324,2.7298013953958115e-4,0.003587638435533754,TAG,598996.1415405273,370558.6066894531,606387.9044799805,503612.6530151367,145395.5906982422,130275.06994628906,52285.90335083008
PE(40:7)|PE(39:0)|PE(O-40:0),1.2715380985123952,8.592731988921798,13.256403352905181,2.7165034457323845e-4,0.003587638435533754,PE,738526.7678222656,2184333.9111328125,2485958.0659179688,837126.3615722656,471820.2585449219,350242.32861328125,96693.20751953124
PS(P-40:5),1.2707978563899245,7.1273915051955745,13.241531298543123,2.738141314576903e-4,0.003587638435533754,PS,596911.7684326172,536019.2800292969,501419.69494628906,519538.2768554688,163794.5108642578,120853.94916915894,86594.866455078125
PS(P-39:1),1.269828070470033,7.640626485805351,13.222956077730487,2.7654112381565054e-4,0.0036085794809740195,PS,639540.5078125,1346034.8583984375,634204.70751953125,534319.0593261719,255197.97802734372,158646.3313293457,95045.426025390625
[TG(57:12)|TG(56:5)]_FA18:0,1.2683744700793966,8.48740694904177,13.195020062965341,2.8069399589704717e-4,0.003647880914157967,TAG,1003293.8041381836,1683619.7895507812,2165036.265991211,1016818.3408203124,431265.7299194336,344832.9263305664,48617.743591308594
[TG(58:13)|TG(57:6)]_FA18:0,1.2677380601228392,8.185947820814887,13.182601025999247,2.825602989442553e-4,0.003657268322772406,TAG,1327152.2034301758,1271696.0602416992,909734.448425293,956256.7220458984,301402.96325683594,288804.0630493164,194443.2109985352
[TG(56:9)|TG(55:2)]_FA18:3,1.2603455191470183,7.665623579390977,13.039565576271343,3.04978831546054e-4,0.003931521469567478,TAG,791212.58056640625,635155.3815917969,974776.7933349608,706185.1475830078,213602.3358154297,200944.0516357422,130545.76922607422
PI(34:1)|PI(O-35:1)|PI(P-35:0),1.2587514835161415,10.010763905789311,13.009226788170054,3.099599019054578e-4,0.003979685969444774,PI,3781656.3571777344,2160444.0446777344,3059777.795410156,2896275.376464844,768104.1779785156,822012.99755859375,2675812.8022460938
DG(31:0)_C16:0,1.2545873908119891,10.288739918385097,12.92915638355771,3.2350354371013935e-4,0.004130334261003059,DAG,5016384.396606445,4853529.781738281,4073754.190429688,4453103.906494141,2326628.7385253906,132980.6700706482,1214711.3591308594
FA(21:2),-1.1449628989354044,5.990626776143024,12.92468567425476,3.242771033818479e-4,0.004130334261003059,FA,134251.61138916016,102171.04583740234,89451.9652709961,175106.9174194336,132988.54803466797,220622.21423339844,93336.80615234376
[TG(54:6)]_FA16:0,1.2532582208424028,6.857733258065686,12.902829733877297,3.280857346190691e-4,0.004162262276099857,TAG,422661.53552246094,439747.0512695313,578597.3796386719,371023.9853515625,133764.62829589844,108795.32781982422,56072.563537597656
FA(18:3),-1.1402866882377818,5.475674887081395,12.815872083402486,3.4369117098397397e-4,0.004343006615161126,FA,59431.84460449219,71885.64434814453,41641.50268554688,67958.64453125,72047.06555175781,96782.58642578124,165620.63159179688
FA(34:0),-1.1391727257517912,4.334286497032768,12.789390473735693,3.485906792407707e-4,0.00438757638398718,FA,46199.16313171387,44414.52346801758,36333.32304382324,50368.36408996582,48682.86282348633,75751.38412475586,13632.401084899902
[TG(56:13)|TG(55:6)]_FA16:0,1.243635732246014,6.107812393999608,12.717951736182386,3.621622111396021e-4,0.004522783550833234,TAG,276799.57736206055,289523.6344604492,214415.9754638672,226484.177734375,69682.38528442383,65692.34478759766,70473.325927734375
PS(40:2),1.24372496155174,7.397693820538487,12.720624246233001,3.6164503348009447e-4,0.004522783550833234,PS,651688.5836181641,812639.70166015625,624136.2626953125,560540.1978759766,207479.71423339844,148342.25108718872,76940.1058959961
[TG(56:6)]_FA18:0,1.2411082533492284,7.354921953277562,12.670703572300226,3.7142973690824883e-4,0.004620470306987048,TAG,616251.6799316406,536819.3365478516,793400.8424072266,595724.6763916016,174429.83349609375,169154.4306640625,83477.88592529297
FA(28:0),-1.1295163882592403,5.980798505386934,12.571787770445553,3.916137754408693e-4,0.0048526714731955784,FA,144492.45100402832,119489.35057067873,134605.52990722656,172856.42878723145,24250.22163772583,374481.90773010254,28822.442321777344
[TG(55:9)|TG(54:2)]_FA18:0,1.2313614682578373,11.16334331654282,12.486127563635817,4.099851753768857e-4,0.0050607050412351485,TAG,4728910.48828125,14667957.84375,9017738.70703125,8741742.3681640625,2725594.08203125,2287561.205078125,511983.2807617188
FA(20:1),-1.1191005511562782,6.973726916191017,12.33703966117173,4.4405865164340953e-4,0.005460213497323001,FA,330979.6608886719,237762.7979736328,192769.79705810547,334419.8310546875,302880.1393432617,456611.2918701172,98814.627197265625
[TG(53:9)|TG(52:2)]_FA18:0,1.21553027072601,10.164019216983819,12.187800515734128,4.810306759874985e-4,0.005892165023494378,TAG,1495332.974609375,8129493.1650390625,5101279.340332031,3960041.5444335938,1646523.8173828125,899036.54541015625,202028.53369140625
DG(33:0)_C16:0,1.2144187059318705,9.053383733553382,12.166859461956847,4.864614446211136e-4,0.005913373530242206,DAG,2115062.279663086,2065259.630065918,1714805.4610595703,1877855.2610473635,998423.2517089844,70021.06479263306,517723.9404296875
PC(10:0)|LPC(11:0),-1.1118298939391955,5.199087036259999,12.172642211578932,4.849556145233123e-4,0.005913373530242206,PC,75285.56530761719,73043.965087890625,82491.46496582031,72040.64483642578,92349.16534423828,116401.80853271484,45321.36334228516
[TG(55:11)|TG(54:4)]_FA18:2,1.2135577483580957,11.59591064690113,12.150897744781105,4.906424173972383e-4,0.005941605334920344,TAG,8431649.31640625,17617256.4296875,12136160.314453123,11815217.748046877,3679544.328125,3163285.0546875,661027.271484375
DG(37:5)_C16:1,1.2111745649062493,5.564080861959295,12.10413071693074,5.031024567195575e-4,0.006069503977858209,DAG,231908.85946655276,150109.20824432373,154311.4504890442,131688.469871521,51798.42347717285,40315.322940826416,57806.043853759766
[TG(54:6)]_FA22:6,1.2055115395811704,8.765642943025188,12.000470903578389,5.318710958901266e-4,0.006368508964646947,TAG,2279636.299194336,1087079.1021728516,1925157.7253417969,1711186.2994995115,414580.6064453125,557576.1212768555,70666.42468261719
DG(38:3)_C18:0,-1.1044064570741656,3.9260192938019745,12.00328991929564,5.310671853168752e-4,0.006368508964646947,DAG,3887.020275115967,30282.10230255127,31963.9224319458,33488.34254074097,35381.90269470215,32749.46228027344,42154.14288330078
FA(26:5),-1.092973295717914,5.35541165094989,11.755508855544804,6.066342413288656e-4,0.0072366032445088935,FA,65677.20550918579,98480.76727294922,82268.88494873047,90782.66735839844,124999.25061035156,103906.6690673828,53558.24353027344
PS(38:4),1.1894814857494695,8.654812446033668,11.703470283915522,6.238364489635066e-4,0.0074141454547818975,PS,855802.3984375,2494078.134765625,2164295.1611328125,672451.6525878906,558137.681640625,301766.08142852783,249139.5764160156
DG(28:1)_C16:1,1.1860060159630321,5.925302818475124,11.638031630150182,6.461694337279736e-4,0.007651124739364191,DAG,361701.3692626953,192284.69551086423,142465.68966674805,134084.80786132812,62529.96494293213,53946.903984069824,87459.32675170898
FA(38:6),-1.086045265289182,4.119051763878897,11.601968929382451,6.588203293054379e-4,0.007754731287846831,FA,39470.40299987793,40151.16281890869,32453.54252624512,44394.08227539063,46452.80309295654,59369.08403015137,11091.360710144045
PE(37:7)|PE(P-38:6)|PE(36:0)|PE(O-37:0),1.1838253078899788,7.946715832473262,11.599288121742575,6.597706944930679e-4,0.007754731287846831,PE,590584.0988769531,1242647.824951172,1295058.6564941406,617652.90234375,260850.03662109372,263229.8994140625,166460.51171875
[TG(54:5)]_FA22:5,1.1820971191689578,8.571660849358745,11.567726032750215,6.710643504810168e-4,0.007829900468933617,TAG,1879659.7901000977,946088.8287353516,1674768.2487792969,1589394.3192138672,343009.78283691406,516106.4135742188,69431.66455078125
[TG(62:8)|TG(61:1)]_FA22:6,1.182454400990372,6.907704125556829,11.573773518026428,6.688853970783922e-4,0.007829900468933617,TAG,572552.703704834,565542.0587158203,410511.4270019531,363406.3095092773,118482.7280883789,149500.3705444336,33467.18246459961
PE(32:3)|PE(P-33:2),1.1779644386675403,8.010055244218623,11.49191109459207,6.989972760695919e-4,0.008126161060343582,PE,1174202.2708740234,1156826.0931396484,924250.1779785156,542978.9576416016,268998.77685546875,265030.6993408203,231095.45568847656
[TG(51:8)|TG(50:1)]_FA16:0,1.1699230628654085,10.074706867352063,11.345532770385034,7.562967005027174e-4,0.008760436780823144,TAG,4365795.815429688,2618693.7006835938,3684075.168945313,3710388.979492188,934008.9912109376,1109397.248046875,1707462.140625
PE(37:5)|PE(O-38:5)|PE(P-38:4),1.1667585527895963,7.176614906857386,11.287520721911278,7.802981462047799e-4,0.009005823730746142,PE,278621.9208984375,742791.6237792969,797742.146484375,394066.5255126953,175850.6114501953,137488.94873046875,86608.38684082031
[TG(55:10)|TG(54:3)]_FA18:1,1.1663173835809733,11.5100028828171,11.280101864249445,7.834225776974485e-4,0.009009359643520657,TAG,7219502.12890625,17210453.130859375,12078700.556640623,10445643.185546877,3659872.66015625,2976645.0712890625,573113.1435546875
[TG(56:7)|TG(55:0)]_FA18:1,1.1653004297895202,7.4139138393723885,11.261172339951372,7.914521003810959e-4,0.009069076576768328,TAG,676110.1563720703,548541.4342041016,815825.9986572266,584783.1457519531,198644.3951416016,175380.97204589844,85913.88653564453
FA(24:1),-1.0697728319285278,5.216335460341485,11.252024953208547,7.953619912181068e-4,0.009081329592586741,FA,79064.50625610352,77482.20574951172,60887.60464477539,94469.326171875,93302.806640625,115335.8871459961,45426.24346923828
[TG(52:5)]_FA18:3,1.1607359261214871,10.843290041767194,11.179016316193154,8.27276209704089e-4,0.009412106912540828,TAG,3171705.5908203125,12001864.64453125,7839174.875,6290426.97265625,2666794.5439453125,1484241.3569335938,522388.6748046875
PI(39:6)|PI(O-40:6)|PI(P-40:5),1.158746893530618,6.140098337049405,11.141832753082781,8.440245911212254e-4,0.009568605027711197,PI,289884.8984680176,278588.89935302734,228430.78051757807,227521.41778564453,76936.36517333984,69209.50521850586,68958.7048034668
PE(37:4)|PE(O-38:4)|PE(P-38:3),1.1572873420633134,7.054906528853823,11.116152508777306,8.557912953446974e-4,0.009667720039636035,PE,291685.0802001953,691548.7960205078,754325.5983886719,297875.9426269531,156495.13110351562,133536.0694580078,77729.96551513672
PC(40:8)|PC(39:1)|PC(O-40:1)|PC(P-40:0),1.155078707532168,12.46559809046043,11.076999952916228,8.740509737465413e-4,0.009824250863552882,PC,11518258.396484377,33646799.79394531,37120388.12792969,10360493.22631836,7472822.671386719,5738506.001342773,167319.9132080078
PS(P-42:0),1.1549168848426783,6.795368145268304,11.073307135022333,8.757933988465972e-4,0.009824250863552882,PS,278882.3217773437,421499.0322265625,503097.8092041016,461066.6088867188,138940.88989257812,99441.08723068236,80502.065673828125
FA(33:0),-1.0610185132953833,4.240901297052311,11.063543745314291,8.80417105173309e-4,0.009841585612724017,FA,44375.9634552002,39651.68311309815,37365.18248748779,53097.68338775635,53092.44302368164,63044.52466583252,9500.760627746582
FA(9:0) | FA(10:7),-1.0596189400957037,4.105538289102045,11.033028311432531,8.950281882800946e-4,0.009970052675719382,FA,34855.08250427246,32153.092330932617,32719.882431030273,41943.0329284668,44493.652770996094,49722.07362365723,23753.311752319336
PC(40:7)|PC(39:0)|PC(O-40:0),1.1507508043756491,12.206939650879603,10.99919892923213,9.115127534472447e-4,0.010118424558232088,PC,9701304.575927734,28316282.856445312,30594814.876464844,8769883.082519531,6218194.878173828,4847899.056884766,153546.9096069336
DG(39:7)|DG(38:0)|DG(dO-40:0)_C16:1,1.145445906793789,6.093312014023099,10.902818968383144,9.601802619499528e-4,0.010604898477343664,DAG,340690.18127441406,229550.21306991577,210885.1354484558,176160.81435012817,77306.16481781006,60752.14457321167,83172.62533569336
PG(40:4),1.1451833838337988,9.533485299156313,10.899367975522182,9.61970772108121e-4,0.010604898477343664,PG,2229195.1279296875,3271032.37109375,4291713.541992188,1453481.8842773438,899610.70068359375,720053.5505371094,462435.61083984375
DG(dO-38:9)|DG(35:2)_C16:0,-1.0506141407608798,3.7034985629427437,10.840562744364426,9.930054955355615e-4,0.010909410890815086,DAG,2641.140205383301,8332.98057937622,35114.02260971069,47378.603775024414,36242.062686920166,25935.36173248291,29762.2021484375
PS(44:10),1.1412314737632192,7.8829352966995625,10.82855746889254,9.994647517087172e-4,0.010942769901413593,PS,508433.9324951172,1387481.0334472656,1271905.5263671875,368893.346069336,335982.5070800781,172611.49179458618,178567.05322265625
PC(40:10)|PC(39:3)|PC(O-40:3)|PC(P-40:2),1.1403408333865697,12.400652895475712,10.813031782426481,0.0010078811624561522,0.010997256233352624,PC,11203460.48828125,32348655.87597656,34644793.400878906,10185493.764160156,7164984.963867188,5565459.089477539,177901.65368652344
DG(O-40:9)|DG(38:2)_C16:0,1.131802655431626,6.31330843077435,10.660332274113898,0.0010945772804877897,0.011902597162311101,DAG,348257.55041503906,300124.92388916016,251478.41873168945,322082.5041503906,143849.24920654297,34087.18227005005,39912.022521972656
PC(40:9)|PC(39:2)|PC(O-40:2)|PC(P-40:1),1.130370295324787,12.448816558452874,10.635995192771546,0.0011090758473911036,0.012019374522404605,PC,11534450.654296877,33127974.169921875,36089513.739746094,10539222.629882812,7528102.438964844,5714773.780334473,163255.57202148438
[TG(59:11)|TG(58:4)]_FA18:2,1.1289661575424914,6.165604914513616,10.610045018449455,0.0011247495115973602,0.012148054691137705,TAG,266951.67919921875,285928.758972168,275091.4596557617,281506.74084472656,86528.18643188477,75163.72509765625,32623.38217163086
PC(38:3),1.1266858018682329,12.821477142027685,10.570895555238401,0.001148820575169901,0.012366260534741325,PC,14562488.482421877,43517023.23242188,46338620.26464844,13636091.060058594,9651481.4189453125,7512520.510864258,274159.2764892578
PC(40:6),1.1245618278226461,11.94003924004449,10.53343065553819,0.0011723438895243005,0.01257712555305097,PC,8096337.051025391,23611355.546875,25054433.533447266,7318600.311279297,5323982.738525391,4006759.151977539,140607.8096923828
PC(39:4)|PC(O-40:4)|PC(P-40:3),1.122933027794834,12.31994500606334,10.504752341686341,0.0011906791631465284,0.01273110797518211,PC,10775548.770996094,30058962.544921875,32799701.760253903,9690452.525634766,6829908.552734375,5320638.649169922,190151.3702392578
FA(30:6),-1.0333921292894506,5.764509399369486,10.485955312368787,0.0012028540676271241,0.012818414847346386,FA,121222.48764038086,114635.76654052734,100402.78689575195,171222.21286010742,132878.90872192383,198397.95404052731,26589.62176513672
PC(39:5)|PC(O-40:5)|PC(P-40:4),1.1211236810407506,12.268165093171325,10.472928808035938,0.0012113652104575265,0.012866227833331271,PC,10536865.271484377,28732731.650390625,31635514.23828125,9420929.35961914,6615000.569580078,5114638.569824219,199861.11083984372
PC(39:7)|PC(P-40:6)|PC(38:0)|PC(O-39:0),1.1204084897151907,12.2694668529421,10.460361348339475,0.0012196341837270206,0.01291116054760028,PC,10421211.340332031,28942599.341796875,31672960.73535156,9384778.268798828,6610676.3603515625,5137546.651733398,188171.55212402344
PS(P-37:0),1.1199811994100632,10.36098878355355,10.452812003961299,0.0012246288410786813,0.01292124886115031,PS,2478385.07421875,10741816.2578125,4946902.25390625,1899253.9697265625,1966322.8286132808,941974.7600059508,850047.51708984375
PC(38:5),1.1195881628827633,12.987938444110707,10.445963340994531,0.0012291778312163893,0.012926583968417095,PC,16720297.4609375,47716238.1640625,52138367.505859375,15547891.13671875,10715397.6015625,8594943.401123047,414168.7924804688
[TG(54:7)|TG(53:0)]_FA16:1,1.1192361877157158,6.834588836141718,10.439092340496245,0.001233758842654341,0.012932219737593207,TAG,446912.2336425781,437262.5343017578,499356.5548095703,375985.311340332,132625.48992919922,125692.6284790039,52460.543548583984
PC(38:4),1.118499377772943,12.969898956481527,10.426854636196143,0.001241960759977264,0.012975648855056577,PC,16133371.870117188,47669683.96289063,51453677.32617188,15248600.145507812,10653887.903320312,8431098.866455078,399302.21240234375
[TG(62:7)|TG(61:0)]_FA22:5,1.117008064433633,6.735975218173732,10.399983932426949,0.0012601641027529832,0.013097544260134814,TAG,468024.4162292481,512129.7218322754,365759.9006958008,338041.3828125,109586.08767700195,137290.3099975586,29735.042266845703
PC(37:6)|PC(O-38:6)|PC(P-38:5),1.1167536911587064,12.56708834169658,10.396242993735072,0.0012627196964495112,0.013097544260134814,PC,12025600.674804688,35849103.51953125,39218679.06591797,11469411.99169922,7856010.077636719,6575840.629150391,364113.2419433594
PC(39:6)|PC(O-40:6)|PC(P-40:5),1.1161466369730304,12.259572684173769,10.385605616335877,0.0012700152394875797,0.013097544260134814,PC,10342938.576171877,28597487.70410156,31545704.48291016,9333306.263183594,6609463.708984375,5086291.311157227,187979.2957763672
PC(O-38:9)|PC(36:2)|PC(O-37:2)|PC(P-37:1),1.1163605203151814,12.626417461909556,10.38935565679095,0.0012674384542599847,0.013097544260134814,PC,12534735.01171875,37449608.21582031,40984893.07373047,11762116.6640625,8275119.20703125,6771034.780761719,361993.471069336
FA(18:2),-1.0281616059262089,6.357086405348368,10.378278457033957,0.0012750653005234177,0.013107343298306644,FA,166355.9129333496,70495.78576660156,48478.68359375,417851.2023925781,144516.6283569336,314761.9736328125,92326.447265625
PC(O-38:8)|PC(36:1)|PC(O-37:1)|PC(P-37:0),1.114840492435055,12.549764443617368,10.36274415182757,0.0012858392573387451,0.01317573110805118,PC,11839762.41796875,35362897.486328125,38972410.88964844,11203033.50048828,7888714.8232421875,6389487.68359375,349393.5646972656
PC(33:1)|PC(O-34:1)|PC(P-34:0),1.1131710921357074,13.004904171034829,10.333558300154078,0.0013063312066053919,0.013258224976245833,PC,16309642.881347656,45519596.3515625,55220901.51269531,16736443.2578125,11208222.558105469,8453006.546508789,237269.09716796875
PC(38:7)|PC(37:0)|PC(O-38:0),1.1135823719902098,13.22710060169461,10.340747980777849,0.001301252709708324,0.013258224976245833,PC,19945636.923828125,54312361.73242188,63143776.48144531,18502714.853027344,12572056.92236328,10322909.194580078,395878.490234375
PC(38:9)|PC(37:2)|PC(O-38:2)|PC(P-38:1),1.1132499519022652,12.901155304773194,10.334935563578501,0.0013053568129114304,0.013258224976245833,PC,15538338.166992188,44810395.517578125,49514581.83886719,14451904.200683594,10096698.912109377,8153360.646118164,382420.6647949219
PC(38:8)|PC(37:1)|PC(O-38:1)|PC(P-38:0),1.1104428144149017,13.105321173169123,10.285926718359786,0.0013404867787170272,0.013561823517589671,PC,18064259.84765625,50710038.97265625,57806592.947265625,16636024.21044922,11672445.571289062,9400014.665771484,387948.4470214844
[TG(53:10)|TG(52:3)]_FA18:1,1.1084744043462365,10.490035633629164,10.251575639937073,0.0013656790410218561,0.01364398716920898,TAG,2511466.0415039062,9725174.7822265625,6051459.1767578125,4838401.55078125,2193741.384277344,1201485.267578125,236402.71728515625
[TG(58:9)|TG(57:2)]_FA20:4,1.108817374040075,7.083821293658611,10.25703563137722,0.0013616430063615945,0.01364398716920898,TAG,533319.5193481445,439435.6301269531,631832.026184082,524371.4530639648,143002.97061157227,172350.19256591797,38908.4423828125
FA(28:5),-1.0223789168219846,5.500661840747564,10.258998583175526,0.0013601949418824192,0.01364398716920898,FA,106242.14688110352,95696.78790283205,98044.5260925293,109158.68856811523,109488.2668838501,155571.35181427002,35232.46252441406
FA(32:6),-1.0226904367985121,4.972470717715268,10.264813188848166,0.00135591466408033,0.01364398716920898,FA,73962.20417785645,63904.06463623047,59615.14321899414,90177.86650085448,72305.00553894043,114129.7684020996,20922.801544189453
PC(38:6),1.107380469987329,13.247264785942656,10.23257586485795,0.0013798183453197002,0.013742302959461314,PC,20113972.30273437,54946431.55664063,63894981.30664063,18995124.60791016,12818143.633789062,10477669.11669922,410916.4072265625
PC(33:0)|PC(O-34:0),1.1066802596709633,13.003088894418953,10.220392388573629,0.001388962975002217,0.013790418108950583,PC,16107959.416992188,45694705.52636719,54931934.23242188,16816570.436523438,11172452.82763672,8540625.826660156,219498.7763671875
