lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
LPE(20:1),-0.7953397793562583,2.4563477471045894,7.755122852726117,0.005356039815124085,0.07547572263495818,PE,2401.66015625,2632.7401847839355,2268.1601524353027,2424.5601692199707,2335.320152282715,132247.60803985596,37634.5627822876,2575.700180053711,30525.00203704834,4573.460258483887,2460.460163116455,2831.940193176269,2555.080150604248,2187.400154113769,2524.1201705932617,2451.600170135498,150227.73001861572,110983.9871673584,2519.080181121826,72857.06577301025,9977.500694274902,2651.940196990967,2031.0601501464844
PC(20:1)|PC(O-21:1),-0.7926693405908002,9.956686139836638,7.70508556701234,0.00550654628135834,0.07725923847801462,PC,2562560.114013672,2405378.2690429688,3183286.8012695312,1473443.4240722656,3282785.4501953125,3649022.008666992,4261069.3740234375,2456392.4760742188,2883254.750488281,3664853.498046875,3262428.0739746094,12483239.83569336,2230494.0505371094,3081043.022460937,3369241.4102783203,2840631.9697265625,3774433.938232422,3454220.912353516,2782321.712036133,3124206.384765625,8547477.300292969,3103624.9091796875,185995.37353515625
[TG(57:11)|TG(56:4)]_FA18:3,0.777225344768802,6.949762376697521,7.411210587371897,0.0064818693193775395,0.09054975018888017,TAG,234493.43432617188,146097.30889892578,163846.53198242188,174083.6710205078,198260.35522460935,558122.2618408203,2137673.302001953,1588228.0900268557,2104461.9353027344,415470.8539428711,345609.4411621094,162787.9315185547,185443.09375,194043.9931640625,117975.90869140624,226416.37524414065,609208.0814208984,898386.5402832031,169527.4110107422,698913.88623046875,553765.3961181641,317011.06201171875,60484.58441162109
PC(20:4)|LPC(21:4),-0.7713618680538429,9.814002107164969,7.301158351869251,0.006891017091816114,0.09585048342797672,PC,2396884.7553710938,2202644.770263672,2971575.791748047,1338469.5336914062,2995213.5678710938,3297044.43347168,3789184.1486816406,2292277.965576172,2574459.9333496094,3334323.044311523,2992889.45703125,11295864.099609377,2021168.0319824216,2759454.922363281,3045887.206298828,2588386.041015625,3335715.259033203,3096271.7807617188,2474430.3786621094,2796017.947265625,7692823.095458984,2805950.9995117188,167524.0714111328
[TG(55:10)|TG(54:3)]_FA16:1,0.7673045135799207,6.9821784691618305,7.225379911178607,0.007187995871084507,0.09912676357260557,TAG,288996.4214477539,138307.7904663086,167535.09143066406,154116.0703125,206152.013671875,535728.4315795898,1963245.3689575195,1853095.7791137693,2028399.5830078125,500655.53692626953,385298.82775878906,167942.61199951172,172653.21197509766,190817.25341796875,140122.9698486328,186926.35235595703,697876.90576171875,926600.0778808594,194791.83081054688,821506.2655029297,552594.9798583984,252235.62036132807,36079.382415771484
[TG(56:10)|TG(55:3)]_FA16:1,0.7676191001550776,5.071731790275511,7.23105239857432,0.007165319109249587,0.09912676357260557,TAG,65663.744140625,49651.26333618164,57662.40380859375,55715.14447021485,65534.00439453125,141362.2091064453,546605.9984130859,420397.6321411133,469703.5936279297,153315.43075561523,108753.52838134766,50837.463439941406,52832.48419189453,56350.84399414063,52395.42395019531,66345.60528564453,123572.8091430664,212289.01513671875,62325.82403564453,168661.79327392578,153095.2319946289,86727.34600830078,28544.002075195312
LPC(22:6),-0.766162553676373,10.000031398898132,7.204188800857203,0.007273361745961848,0.0998771844860378,PC,2686545.381347656,2483150.126464844,3291724.0673828125,1552907.2895507812,3384166.65625,3830734.196044922,4425813.726806641,2531859.185791016,3082513.432373047,3831333.852783203,3413282.6611328125,12554822.184570312,2303356.9814453125,3185962.5791015625,3453906.354614258,2973840.8198242188,3916993.943359375,3533643.096069336,2868771.634277344,3324095.4838867188,8637279.059082031,3237424.578125,215034.1138916016
PC(20:0)|LPC(21:0)|PC(O-21:0),-0.7656568309344248,9.980855607323207,7.194790001714544,0.007311554665690773,0.09997621570417002,PC,2645064.2075195312,2461328.31640625,3232264.310546875,1522991.1577148438,3353741.9213867188,3766384.6103515625,4424447.475097656,2516571.344238281,2975018.7998046875,3774431.1918945312,3406670.202392578,12441740.508544922,2292960.5727539062,3122821.2260742188,3371825.2955322266,2887340.354736328,3850308.329833984,3457725.442138672,2849070.467773437,3235844.797363281,8658261.0234375,3198248.262451172,186638.75646972656
[TG(54:12)|TG(53:5)]_FA18:1,0.7649102119532812,5.105392226895568,7.180682986046122,0.00736926494757822,0.10034016027778445,TAG,91082.12567138672,75200.625244140625,79980.32568359375,81511.5259399414,76108.20544433594,129231.40881347656,440902.0143432617,421996.6115722656,457779.1377868652,158264.4729309082,113306.10787963869,59766.06396484375,76779.225341796875,78355.3853149414,64220.68399047852,73686.32528686523,95812.96685791016,150881.3500366211,99730.58752441406,170460.91149902344,111223.76721191406,81121.3257446289,26870.061767578125
[TG(56:10)|TG(55:3)]_FA16:0,0.7607496107497154,4.974454065034451,7.103648547832563,0.007692720323972748,0.10430423733386579,TAG,57059.32424926758,44232.583068847656,57474.52420043945,50000.44345092773,53359.08435058594,138865.46978759766,522553.8571166992,367183.1213684082,474070.0896606445,152905.2303466797,88885.48651123047,50866.08361816406,52035.76351928711,50209.32333374024,48641.78332519531,55840.76354980469,128567.2275390625,186972.1159057617,56693.18362426758,175144.6112060547,135998.22979736328,78985.826416015625,28348.062133789062
[TG(60:13)|TG(59:6)]_FA20:4,0.7584578428331311,5.263494392799615,7.061427183912201,0.007876122776736653,0.10634413473024762,TAG,106167.0067138672,90854.967041015625,97831.08709716795,204009.99517822263,85204.90576171875,215500.8565673828,335408.78497314453,348924.3838195801,375659.2847290039,172860.4119873047,214005.8955078125,66603.0248413086,77869.16540527344,81573.46630859375,65673.86511230469,78797.28497314453,145238.89038085938,181946.0108642578,76208.76556396484,171709.89111328125,174405.8324584961,86329.9457397461,44397.54302978516
[TG(54:8)|TG(53:1)]_FA22:6,0.755379416784694,6.720339474881964,7.005005012117749,0.008128214614105109,0.10794135209760158,TAG,297241.2007446289,184646.03231811523,343895.64657592773,198400.2528076172,186550.2135620117,572432.4652709961,1218977.3873291016,982402.6061096193,1369271.8435058594,681021.5061645508,574666.3033752441,167798.85229492188,144868.27108764648,189275.39385986328,145112.06973266602,231651.0146484375,380039.6852416992,622923.5408325195,233672.2974243164,599144.85986328125,489640.0552368164,251313.85577392575,45789.34332275391
[TG(55:10)|TG(54:3)]_FA16:0,0.7562151418806192,8.144878221797947,7.020390589526862,0.00805866499339524,0.10794135209760158,TAG,741023.1751098633,231882.87786865237,282547.80059814453,327686.0003051758,466596.3739624024,2260332.503845215,4484866.114135742,2782964.95690918,5420689.851928711,1579865.1237792969,400316.26654052734,199441.59338378903,603863.8193359375,343300.2626953125,440006.54998779297,345226.5195922852,1495131.456665039,1850392.8338012693,419772.9694824219,2687330.97253418,968843.4167480468,453349.6082763672,34598.14236450195
[TG(58:8)|TG(57:1)]_FA18:0,0.7559993022952574,6.037168263862398,7.016330751852365,0.008076957926179983,0.10794135209760158,TAG,169428.63299560547,111717.7671508789,144151.93029785156,208475.1929321289,161557.3524169922,469542.6297607422,658094.242980957,602311.494934082,738227.1982421875,427819.150390625,352785.04528808594,100900.14721679688,115139.74865722656,128515.16784667967,98533.44689941406,129962.76806640624,351338.1301879883,313211.8829345703,102860.16705322266,349079.4631347656,308490.3854980469,149624.47045898438,47550.6435546875
LPC(22:5),-0.7556525554880407,10.011374351264985,7.010082914997444,0.008105192624150612,0.10794135209760158,PC,2699909.503173828,2450418.296875,3320059.790283203,1591432.0122070312,3468443.623046875,3945355.387939453,4489977.821289063,2587911.1684570312,3107086.9184570312,3911204.7619628906,3391097.365722656,12583488.9140625,2368812.5600585938,3161231.908203125,3490466.760986328,2964885.317138672,4006776.941162109,3587706.509033203,2870104.00390625,3253909.751953125,8749408.373046875,3219982.242675781,235799.1552734375
[TG(57:10)|TG(56:3)]_FA18:2,0.7516520518299332,6.7951949400706635,6.936812138447294,0.008443947029535095,0.11167466009963013,TAG,218640.3142089844,131875.33032226562,160740.65264892578,155125.65167236328,169905.75262451172,464045.61572265625,1855019.243652344,1425327.5426635742,1925778.5599365237,383300.0694580078,311714.0407714844,140181.32958984375,163923.33111572266,165109.79235839844,104422.54669189452,196340.51348876956,558792.2423095703,885416.7897949219,151293.91149902344,650932.62939453125,479678.5942993164,284598.7006225586,48982.123596191406
[TG(55:10)|TG(54:3)]_FA14:0,0.7507849555393993,4.564628050766353,6.9207115813438165,0.00852030655402885,0.11222460918306572,TAG,47764.64331054688,41513.42239379883,54463.42346191406,48594.8837890625,41815.32321166992,87766.04620361328,356265.4624633789,268596.15588378906,311450.94415283203,114661.86840820312,90541.64666748048,44803.90313720703,39468.442626953125,44857.74328613281,45264.22326660156,47533.28338623047,70423.30487060547,117367.26815795898,57514.964111328125,115803.98736572266,87732.1862487793,67079.604736328125,28592.242065429688
[TG(48:5)]_FA18:3,0.7491016564534145,6.05377793511099,6.890280798184904,0.008666565342405397,0.11368701772334233,TAG,150422.1704711914,139046.22985839844,132533.00939941406,124634.7894897461,127602.6297607422,248818.09814453125,781827.6201171875,644122.9312133789,1244988.2053833008,250339.25720214844,317802.6610107422,79590.385986328125,155359.87091064453,121523.34790039062,89082.8662109375,161503.35131835938,227902.87353515625,389467.3524169922,110079.42803955078,301198.14404296875,267123.6794433594,233207.75830078125,57785.583557128906
LPS(P-20:0),-0.7462254553139462,0.8815768896747728,6.833613054502152,0.008945812752325243,0.11687505162653264,PS,4896.820365905762,6986.340496063232,2871.6401977539062,2828.5201835632324,4262.980354309082,5240.680366516113,2823.4002227783203,3730.520278930664,21205.16120147705,4467.000312805176,2942.0001945495605,3133.960205078125,19783.301677703857,3748.880302429199,4208.860359191895,7846.0805015563965,38123.16283035278,3452.6202507019043,2938.720203399658,4126.880359649658,4151.260341644287,4364.540237426758,3378.480255126953
[TG(52:10)|TG(51:3)]_FA16:1,0.7426048638027045,6.2180506291377755,6.7725811679547405,0.00925688599377721,0.1199677554293938,TAG,143510.83044433594,120732.30938720705,144358.1908569336,123943.48852539062,134795.8900756836,285874.5789794922,959531.2872314452,1239521.925415039,904184.7689208984,273099.6217041016,306454.06231689453,84071.2660522461,132621.48962402344,110887.30731201172,83572.00616455078,173684.09130859375,342506.50830078125,506553.7762451172,126729.55010986328,320327.0616455078,347994.6423339844,254962.48065185547,37751.36267089844
FA(16:3),-0.7429696791800735,6.198647849042225,6.779145750421776,0.009222901949464492,0.1199677554293938,FA,116865.5089111328,316366.40478515625,205026.19384765625,76208.6851196289,87630.265869140625,101605.3076171875,89255.64562988281,476998.7177734375,544028.6435546875,109341.0068359375,166390.93225097656,80470.225830078125,659798.158203125,93802.806396484375,343936.7697753906,597226.9765625,971985.517578125,308324.3623046875,136476.0714111328,86344.58581542969,96657.2470703125,93651.76623535156,251397.3388671875
LPC(22:4),-0.7419025226132474,10.018230942786449,6.760008749966996,0.00932233033580901,0.1203326399746227,PC,2742631.780517578,2536000.6948242188,3329726.461425781,1578652.0239257812,3409330.365722656,3934364.846923828,4533517.537597656,2553310.4916992188,3072716.567626953,3944275.123046875,3690355.2524414062,12487843.293457031,2364068.7470703125,3192891.6044921875,3463670.180175781,2975873.078857422,4018583.5493164062,3617153.0546875,2896322.766113281,3385450.58984375,8763462.9462890625,3225420.860839844,241431.71850585935
PI(40:10)|PI(39:3)|PI(O-40:3)|PI(P-40:2),0.7356834775410643,4.905300864299271,6.648095239957911,0.009926188365386304,0.12761677233108207,PI,64433.64456176758,52813.003662109375,61747.70397949219,50046.00396728516,55892.28430175781,139677.02908325195,466080.314819336,307209.52311706543,399836.3899230957,174472.19332885742,105974.54745483398,54944.62377929688,53052.98435974121,54260.023529052734,47404.62364196777,58367.54391479492,126292.18978881836,153767.29010009766,63292.98461914063,152100.95010375977,126084.4090576172,76777.26419067383,28578.182067871097
[TG(54:9)|TG(53:2)]_FA16:1,0.7330765312467556,5.919418691280612,6.60168887033069,0.010188208445827051,0.13046566926461864,TAG,108514.26763916016,90416.0463256836,106486.58666992188,120883.38793945312,116690.5889892578,249618.4580078125,854631.2779541016,807370.2791748047,821952.4383544922,273492.15869140625,229174.09838867188,80480.56604003906,100432.76684570312,98207.60705566406,84583.84655761719,129834.92932128906,249458.7581787109,371774.6488037109,114113.38806152344,296413.2012939453,283411.8178710937,187778.4539794922,47339.363037109375
PI(36:1)|PI(O-37:1)|PI(P-37:0),0.7273684259465899,8.167195196857346,6.500438840499555,0.010784787009507186,0.1375593188920146,PI,667134.0877685547,391520.4838867188,456012.9334716797,415138.728515625,584661.8250732422,1365274.1680908203,4459568.252197266,4705053.779418945,3116462.61328125,881013.4150390625,978096.96484375,455013.1115722656,612336.6403808594,444249.432006836,239929.3576660156,412838.3094482422,2591513.0775146484,1655456.4267578125,383579.8662109375,1378772.1987304688,1299278.4763183594,499143.5805664063,89580.60632324219
PI(34:1)|PI(O-35:1)|PI(P-35:0),0.719771883895009,10.19250850488843,6.3667511218733495,0.011627828916991267,0.14772836187059377,PI,2810174.256591797,1965223.978027344,1889820.184326172,1990201.448486328,2389266.890625,5158505.862548828,16390568.0625,18956447.422607426,9560381.33618164,2359556.6987304688,4710524.403808594,2117488.9221191406,2676566.3493652344,1651365.9282226562,750715.90966796875,1476552.3681640625,11879421.126953123,6071796.953125,1246290.1040039062,3989106.158935547,5255490.177246094,1684268.647705078,2675812.8022460938
[TG(51:4)]_FA18:1,0.7185253854097067,5.033821877120749,6.344720048967247,0.011773118810714536,0.14898766432225807,TAG,83612.94580078125,69891.18560791016,77823.54522705078,75160.7251586914,68661.224853515625,111233.62768554688,288315.5999450684,293448.6423339844,377443.4267578125,302712.864440918,242557.7930297852,56628.864166259766,76370.2455444336,72733.0248413086,58718.90362548828,71788.5451965332,101114.4866027832,145181.21154785156,85493.84603881836,155764.8491821289,116854.5687866211,93527.50732421876,29560.882431030277
[TG(58:9)|TG(57:2)]_FA18:1,0.7174085573657937,6.125000900108029,6.325336698529101,0.011902488656920774,0.14945264940032427,TAG,190238.43383789065,126276.3892211914,147732.31072998047,209746.6529541016,178476.5135498047,482153.1740722656,680179.0244750977,654957.8219604492,746566.1504516602,443453.81103515625,394626.3451538086,113808.78778076172,126750.38897705078,142040.6885986328,107643.92742919922,135742.48876953125,338505.1229248047,333145.0220336914,120646.26989746094,377348.2911376953,342224.00231933594,178928.99194335938,39912.74267578125
DG(41:5)_C16:1,-0.7175671963672282,10.910056053691914,6.328199833544204,0.01188328779569548,0.14945264940032427,DAG,6817486.189682007,3141651.279285431,1322268.7660636902,189408.5152168274,419392.0895233154,1748870.9056396484,2990926.357116699,1520511.1113891602,1505245.5283660889,1950206.5106201167,776167.1905708313,1795663.6401824951,641823.2313194275,1899404.710762024,1444711.7560691831,8530902.44821167,2046326.2472381592,450678.07357406616,1191006.4064941406,1465175.0392417908,13958065.272277832,1994760.5235595703,51109379.771606445
[TG(53:7)|TG(52:0)]_FA18:0,0.7164559251956868,9.525889666898257,6.308812183810758,0.012013930225471592,0.15026725906045282,TAG,1301941.89453125,995932.708984375,1068108.6328125,1158280.466796875,1342604.2255859375,3119615.763671875,10981078.200195312,13125411.094726562,8206823.53515625,2072968.845703125,2463138.96484375,1040841.0849609376,1367483.17578125,1057736.6748046875,787649.23046875,1125620.9453125,4355458.09375,7537012.935546875,1044962.3076171876,2956006.5356445312,2785440.5556640625,1277430.3037109375,394852.66943359375
[TG(52:10)|TG(51:3)]_FA18:0,0.7147622799709297,4.9251117271757545,6.279078792942414,0.012217159231460516,0.1522192001541432,TAG,74917.94561767578,67765.90533447266,70343.5248413086,67413.38488769531,64481.90521240234,99877.82781982422,239300.77478027344,272822.1220703125,356064.3832397461,299943.9642944336,225618.4161682129,52753.723541259766,73274.6455078125,67233.6240234375,60567.60464477539,73785.82556152344,90955.48684692384,128083.92907714844,75537.30560302734,131380.26977539062,105586.96691894533,89235.38684082031,32206.04211425781
[TG(53:8)|TG(52:1)]_FA16:0,0.7057269255139483,8.589369424821744,6.123098862095503,0.013342669929172301,0.16433891550167565,TAG,860014.3200683594,503739.3310546875,546730.59814453125,583469.4375,721766.755859375,1715979.1357421875,6138488.022949219,6393060.191894531,4360719.422119141,1063304.4084472656,1202853.4333496094,619316.44482421875,777051.337890625,594142.3447265625,309081.60009765625,589164.2189941406,3351566.6181640625,2871124.623046875,487082.5334472656,1776865.9501953125,1466024.8122558594,649251.0849609375,116756.40869140624
[TG(59:11)|TG(58:4)]_FA18:1,0.7058159128744961,5.464121455179945,6.124488410352569,0.013332186374941872,0.16433891550167565,TAG,92038.92724609376,62311.64422607422,74070.7046508789,67595.54461669922,87870.62609863281,174080.9512939453,683280.0787963867,416911.7892456055,827199.7189331055,191200.1742553711,128249.26873779295,70468.04510498047,79054.70526123047,83369.34582519531,60559.64373779297,79447.90594482422,170256.552734375,301015.2392578125,79355.746337890625,277721.1217651367,182572.0726928711,92785.686767578125,33218.442321777344
CE(24:1),-0.7058481034390367,7.715383537390216,6.125077633632827,0.013327743491938009,0.16433891550167565,CE,286488.2190322876,123247.58837127686,114190.6877784729,109704.56816864014,122082.2488822937,292763.9233322144,458732.0700531006,115699.22803115845,322363.68117904663,129158.64876556396,123903.98833465576,300645.7596244812,193180.0528869629,210920.2166404724,255095.35832214355,451680.1922111511,237407.69468688965,223762.99473571777,377046.726600647,360704.705619812,235154.01835250852,127006.66859054564,6072815.161281586
[TG(51:5)]_FA18:2,0.7043255031283211,5.170110983262015,6.098855675705181,0.013526944887370652,0.16472245717564185,TAG,87222.76611328125,72105.36520385742,81664.84579467773,79512.36584472656,72770.50497436523,118737.38800048828,304264.60095214844,326634.8834228516,438801.8366699219,340582.5432128906,263210.2180786133,60410.304443359375,88109.90606689453,74585.20556640625,67803.405029296875,80985.42593383789,116019.4677734375,167424.41381835938,86659.26647949219,160976.43203735352,131604.5693359375,108111.82717895508,36303.66229248047
[TG(60:11)|TG(59:4)]_FA20:4,0.7048048586232624,6.891321685987301,6.107223781487846,0.013463044081313356,0.16472245717564185,TAG,264487.7178955078,228087.13702392575,207916.5556640625,449713.5729370117,278285.89978027344,899015.7288818359,1076797.2176513672,1267024.9888916016,1034115.3475341796,616765.0051879883,818826.4611816406,169753.99151611328,197564.43286132807,243859.3145751953,144431.9907836914,194857.47399902344,751783.3247680664,634247.3020019531,163756.99157714844,652481.7681884766,756513.3521728516,193901.2733154297,50261.60354614258
FA(15:6),-0.7045113363161264,5.404640554058973,6.102042871472804,0.013502570021635709,0.16472245717564185,FA,74321.24499511719,166554.111328125,109575.96801757812,40791.98292541504,46543.70281982422,58007.86392211914,55012.92379760742,264280.4794921875,298880.181640625,67072.22528076172,101771.02673339844,48441.78356933594,260683.45751953125,52929.7841796875,129238.48876953124,631167.44482421875,315535.24267578125,130867.55004882812,60988.704193115234,62783.9642944336,59498.16436767578,57226.143615722656,223376.6572265625
[TG(55:11)|TG(54:4)]_FA20:4,0.7008102669593728,10.026238117644391,6.0389079219690345,0.013993938179158687,0.1697685658050567,TAG,2088694.0986328125,1415093.1318359375,1567496.890625,1569136.087890625,1954485.8974609373,4513944.1083984375,15296723.78515625,17963476.166992188,11337260.301757812,2847314.3291015625,3635983.603515625,1388075.5732421875,1862061.224609375,1563623.90625,1001712.095703125,1506056.0458984375,6523523.245117188,10405542.322265623,1532401.3876953125,4628327.227539063,4250965.841796875,1543636.07421875,721736.25390625
PI(38:3),0.6999634693650543,7.933271234834628,6.024443306407193,0.014109081193137469,0.17052436333428694,PI,687645.2074584961,239982.79669189453,284759.6233520508,277575.43743896484,477160.389251709,2249156.5861816406,3529127.825988769,1952794.881652832,4325737.012512207,1716780.173034668,354022.7213745117,176993.25231933594,594269.563659668,308895.11962890625,382781.8062133789,281930.55938720703,1389591.2865600586,1325068.440490723,400739.6057128906,2469356.2299194336,916190.6558837892,408045.3268432617,41249.6227722168
LPE(20:0),-0.6972850232157227,1.7392558657763164,5.977166707264587,0.014492265407085762,0.17450201667412593,PE,2069.4001502990723,2104.6001472473145,2071.8001403808594,1964.2201461791992,2012.6401329040527,71327.20523071289,28689.922233581543,2056.340148925781,20198.2014503479,3630.240203857422,2132.100143432617,2368.540168762207,2223.6801376342773,2087.16015625,2188.1601524353027,2066.400131225586,89018.14569473267,62791.22442626953,2259.120162963867,34505.16239929199,8640.460594177246,2313.480182647705,2168.840148925781
DG(35:3)_C16:0,-0.6959537434481099,1.5382981331560908,5.952832269453907,0.014693659533140009,0.17626929112804018,DAG,6642.7604637146,12730.06084060669,8001.24059677124,10050.380668640137,7517.620529174805,3769.820251464844,2629.9801864624023,5833.240398406982,3535.440231323242,4795.680324554443,6440.780448913574,19393.72135162353,26515.42186355591,4440.520351409912,12786.7208442688,10968.120811462402,2675.9801864624023,2634.5201873779297,2655.0401649475098,2629.900188446045,5739.160369873047,14320.860980987549,23162.98149871826
[TG(58:10)|TG(57:3)]_FA18:2,0.6940434383545971,6.166111197460318,5.923858617221413,0.014937210944716754,0.1785273322911147,TAG,191162.43225097656,121535.60906982422,152988.01013183594,211419.1763916016,168857.3916015625,476765.6555786133,694018.3028564453,639353.7017822266,796762.3576049805,489283.6755371094,422537.34924316406,110236.70776367188,128618.68951416016,135919.1494140625,102414.74755859376,148282.73107910156,393465.9899902344,372292.9409179688,115929.04895019533,379904.60546875,357309.5262451172,182256.13146972656,45628.32312011719
[TG(61:14)|TG(60:7)|TG(59:0)]_FA20:4,0.6925287828155193,5.522279873375843,5.898223617710755,0.015156163164922448,0.18047578794540495,TAG,88712.066650390625,63408.524963378906,71184.16491699219,60902.64392089844,78346.06573486328,176141.29376220703,691168.8150634766,423721.5144958496,943658.0264282228,204554.6937866211,129073.08996582033,69737.32534790039,72729.94543457031,84664.245849609375,65776.484619140625,81222.66549682617,202124.47589111328,311724.6619873047,85062.70516967773,302320.1233520508,184293.91473388672,92229.28643798828,39428.54293823242
[TG(58:11)|TG(57:4)]_FA18:3,0.6910914239001871,6.273492490762544,5.874050711139716,0.015365655952475613,0.18229769028911325,TAG,210455.6956787109,140225.650390625,153182.8125,209228.15423583984,192930.6136474609,542569.7212524414,754815.6981201172,696044.5062255859,837557.8187866211,517954.5354003906,437602.0715332031,120192.087890625,135351.64837646484,143474.4301147461,110704.28771972656,160495.0106201172,436806.33239746094,375645.1686401367,128075.82879638672,410278.4755859375,390876.1049804688,201207.6944580078,55170.40399169922
[TG(55:11)|TG(54:4)]_FA16:1,0.690173085880614,8.16946334480309,5.858661059943195,0.015500581184830949,0.18322481862069404,TAG,724333.682434082,225659.1773681641,311965.98291015625,315524.8225097656,480961.7935791016,2201861.8696289062,4330023.336853027,2962337.115539551,5292435.585327148,1612828.485168457,454390.2518310547,205634.79376220703,582145.5075073242,347380.3048095703,440780.87017822266,362375.8466796875,1460333.3786010742,2033298.9069824216,437270.966796875,2941432.617675781,1056370.921142578,441792.5908203125,37073.78219604492
[TG(55:9)|TG(54:2)]_FA14:0,0.6855561028254594,4.856978113486395,5.781053346555385,0.01619983022418725,0.19009764412164457,TAG,47883.00344848633,41424.66302490234,55201.60385131836,55798.96380615234,44787.98300170898,144590.05126953125,442680.0462646485,322635.30029296875,372495.1884765625,163779.07202148438,109156.14874267578,46759.8430480957,45744.48318481445,45751.40316772461,42972.8828125,58359.9642944336,152721.75048828125,172731.23040771484,58109.204528808594,149600.3087463379,135819.46990966797,68032.744384765625,26197.981872558597
PE(38:6),0.6855794346208407,10.114333450762485,5.781657175062094,0.01619426601424564,0.19009764412164457,PE,5047215.410400391,1301386.884765625,1359327.8920898438,1740542.4760742188,3367245.0888671875,15037976.588867188,10983687.037109377,2917959.9802246094,17349277.5859375,11787906.68725586,1302656.1987304688,668816.5048828125,2657852.323120117,1218884.6354980469,2332298.686279297,1295824.0314941406,5726085.009765625,6584891.589111328,1920530.6259765625,11626657.707763672,3367573.352050781,1882623.1981201167,125977.90869140624
[TG(64:13)|TG(63:6)]_FA20:4,0.6828066937283755,4.387490221441656,5.735079801226789,0.016629312454118236,0.19443040322260705,TAG,60536.26406860352,66758.26483154297,55274.00373840332,146371.85037231445,53915.22434997559,138191.30932617188,114767.54818725586,160292.29205322266,117999.88803100586,95763.766845703125,124461.88940429688,40369.90267944336,49815.02377319336,47045.62344360352,39231.60258483887,47016.48301696777,85355.24523925781,83404.4061126709,43668.263122558594,73933.0055847168,92895.78674316406,56906.36360168457,33559.522216796875
[TG(51:8)|TG(50:1)]_FA16:0,0.6822805945067242,10.393638696255593,5.726661785474484,0.016709216205997236,0.1946593526958595,TAG,3075184.5322265625,2231886.6909179688,1927932.024902344,2558512.087402344,2645472.6147460938,5825764.552734375,19237914.78515625,22768379.11035156,11941980.103515623,2459264.4711914062,5191058.766113281,2137861.772460937,3029738.6376953125,1924965.2607421875,890256.44140625,1864346.7065429688,13686527.881347656,9667321.171875,1392936.30859375,4554878.7265625,5731591.080078125,1954812.9765625,1707462.140625
PI(37:4)|PI(O-38:4)|PI(P-38:3),0.6816013060923606,5.5178295569616616,5.715230549273997,0.016818355844233995,0.19522602269547878,PI,131980.8696899414,109348.06768798828,107046.1473388672,97773.30725097656,103240.4871826172,250941.6164855957,626558.8752441406,382793.7278442383,612256.1640319824,240341.01806640625,129138.6280517578,72133.96542358398,113024.44854736328,104688.20791625977,84742.20663452148,91901.40682983398,193785.83456420896,198481.0742340088,114054.6089477539,262700.0192260742,153600.83221435547,103373.8872680664,38563.86264038086
[TG(51:8)|TG(50:1)]_FA20:4,0.6792622145772826,4.868990964510423,5.6763313245587455,0.01719528622142336,0.19888598077610462,TAG,101624.92657470705,81584.82525634766,80357.92547607422,61807.78451538086,74685.2251586914,106702.68743896484,99580.66595458984,81058.94577026367,118857.36798095705,516269.01385498047,385305.64654541016,59508.82406616211,69065.54501342773,72072.5844116211,66074.14465332031,73637.9662475586,99871.18655395508,80535.68649291992,83864.50604248047,108297.00793457033,90787.625732421875,100633.72723388672,33543.02224731445
[TG(59:13)|TG(58:6)]_FA18:3,0.6772050322274704,5.653167147857123,5.642423114230041,0.017530961989346006,0.20204433692721271,TAG,100086.9066772461,69307.3854675293,76857.84558105469,76066.14544677734,94420.44708251952,210592.5150756836,779832.4055786133,471270.4519042969,945191.7700805664,214470.8150024414,143103.37109375,78996.925048828125,81966.9460144043,89064.96615600586,66000.30474853516,98702.98553466795,222615.8346557617,350165.99798583984,93152.54638671876,308141.3628540039,213239.6533203125,109977.22723388672,39568.08279418945
[TG(54:9)|TG(53:2)]_FA14:0,0.6760454606198208,4.449350884750387,5.623108807331391,0.01772518075935944,0.20355572352474344,TAG,47086.62319946289,40422.12268066406,52805.32403564453,52636.66357421875,44901.88342285156,90523.34603881836,283976.9750366211,252919.11791992188,259260.4178466797,100148.80596923828,77072.58544921875,39938.64273071289,40878.24291992188,38819.282653808594,40429.682678222656,47863.88348388672,75419.085205078125,110953.00756835938,48928.34344482422,105192.12707519533,91324.32647705078,66829.004638671875,29249.522033691406
