Lipid,Class,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,DOD93_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_cortex ,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8568.220588684082,7539.040561676025,9422.880630493164,8103.2805099487305,7853.820575714111,7526.620525360107,8577.140621185303,8411.740604400635,8606.400630950928,8032.560604095459,9455.100658416748,8996.280673980713,13441.081062316895,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
1-O-carboceroyl-Cer(d18:1/18:0),Cer,6196.2203941345215,5558.380397796631,4728.700328826904,5426.9403648376465,4840.38032913208,6039.360454559326,5413.460395812988,5130.460311889648,5083.880325317383,4992.280368804932,5169.540332794189,5385.900367736816,10754.940727233887,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/16:0),Cer,8040.980537414551,8830.200618743896,7963.640594482422,7556.000484466553,8617.040580749512,7841.540504455566,7802.7805519104,8101.120586395264,7682.240562438965,7889.780548095703,7599.900527954102,8540.080627441406,27056.321769714355,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/18:0),Cer,8824.200637817383,6892.3405113220215,7387.7204666137695,6929.780529022217,7407.0404624938965,7077.020511627197,7725.420509338379,7911.000511169434,6025.6804122924805,6531.6804122924805,6861.660495758057,6835.160507202148,68355.16482543945,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,9922.920711517334,10515.620750427246,9144.52071762085,9044.040603637695,9532.360694885254,7362.540512084961,9810.380699157715,10066.900783538818,10164.000652313232,9522.38064956665,9627.140628814697,8906.200630187988,13193.50090789795,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,9591.080646514893,9780.680618286133,8497.62064743042,6567.540424346924,8389.480564117432,8646.800594329834,7057.380542755127,9158.640632629395,8036.820648193359,7571.140548706055,8321.620628356934,8472.860595703125,13192.940902709961,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
1-O-pentacosanoyl-Cer(d18:1/16:0),Cer,8188.280567169189,8967.700687408447,9095.020606994629,7373.140491485596,8424.600608825684,8506.620639801025,8940.48063659668,9711.52070236206,7200.280479431152,7675.76053237915,7982.120601654053,8871.46057510376,12938.940902709961,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,9959.060760498047,9261.020671844482,7998.040481567383,8090.720592498779,8871.680603027344,10224.440731048584,9297.44063949585,8682.920627593994,9140.360649108887,8521.640590667725,7924.540603637695,8394.86054611206,13541.00082397461,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,4845.3803634643555,5247.520420074463,4462.100303649902,4042.78031539917,4141.960292816162,4958.100357055664,5353.00036239624,4756.000324249268,4806.460300445557,4541.100345611572,4736.000328063965,4317.760311126709,7750.14049911499,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
CAR,CAR,44582.10324859619,44112.162899017334,44156.24300765991,43946.92301940918,44124.86301803589,42652.343086242676,44588.18323516846,45051.662799835205,45573.5832824707,43828.32273101807,42878.10280609131,45222.9833984375,43366.06298828125,Genotype: 5xFAD | Brain Region: hippocampus,Genotype: 5xFAD | Brain Region: cortex ,Genotype: 5xFAD__Brain Region: hippocampus vs Genotype: 5xFAD__Brain Region: cortex ,6,6,Blank_Blank_Blank_Blank_Blank
