Lipid,Class,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_hippocampus,FAD185_M1_Male_5xFAD_cortex ,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex ,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_hippocampus,DOD94_F3_Female_WT_cortex ,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_cortex ,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_cortex ,FAD184_F4_Female_WT_hippocampus,FAD185_M4_Male_WT_cortex ,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex ,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8577.140621185303,8568.220588684082,8411.740604400635,7539.040561676025,8606.400630950928,9422.880630493164,8032.560604095459,8103.2805099487305,9455.100658416748,7853.820575714111,8996.280673980713,7526.620525360107,8556.320613861084,9405.820568084717,9057.300678253174,9459.980648040771,9157.600639343262,10246.540729522705,8372.62056350708,9328.74059677124,7941.820571899414,8502.580646514893,13441.081062316895,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
1-O-carboceroyl-Cer(d18:1/18:0),Cer,5413.460395812988,6196.2203941345215,5130.460311889648,5558.380397796631,5083.880325317383,4728.700328826904,4992.280368804932,5426.9403648376465,5169.540332794189,4840.38032913208,5385.900367736816,6039.360454559326,5586.460422515869,6342.060436248779,5187.240390777588,6090.04044342041,5140.6403884887695,4964.380420684814,5207.060371398926,6087.420398712158,5650.460433959961,4769.1403160095215,10754.940727233887,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/16:0),Cer,7802.7805519104,8040.980537414551,8101.120586395264,8830.200618743896,7682.240562438965,7963.640594482422,7889.780548095703,7556.000484466553,7599.900527954102,8617.040580749512,8540.080627441406,7841.540504455566,8935.140686035156,8820.540557861328,7529.460517883301,8016.700466156006,7177.440525054932,6966.1005210876465,9290.400688171387,8501.54056930542,7143.50057220459,9123.6806640625,27056.321769714355,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/18:0),Cer,7725.420509338379,8824.200637817383,7911.000511169434,6892.3405113220215,6025.6804122924805,7387.7204666137695,6531.6804122924805,6929.780529022217,6861.660495758057,7407.0404624938965,6835.160507202148,7077.020511627197,7825.100547790527,8471.44058227539,7308.280502319336,8289.540588378906,7817.520641326904,7708.760517120361,6837.580448150635,7972.80057144165,5950.34041595459,7738.960517883301,68355.16482543945,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,9810.380699157715,9922.920711517334,10066.900783538818,10515.620750427246,10164.000652313232,9144.52071762085,9522.38064956665,9044.040603637695,9627.140628814697,9532.360694885254,8906.200630187988,7362.540512084961,11419.08081817627,11664.580917358398,8188.940574645996,11893.50090789795,9193.160587310791,10403.620761871338,9565.300636291504,10325.38069152832,8808.120651245117,9717.960689544678,13193.50090789795,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,7057.380542755127,9591.080646514893,9158.640632629395,9780.680618286133,8036.820648193359,8497.62064743042,7571.140548706055,6567.540424346924,8321.620628356934,8389.480564117432,8472.860595703125,8646.800594329834,9121.740673065186,8999.600646972656,7323.460487365723,7377.740520477295,8253.400569915771,6880.700462341309,8650.720581054688,8535.900554656982,9187.500675201416,9617.800693511963,13192.940902709961,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
1-O-pentacosanoyl-Cer(d18:1/16:0),Cer,8940.48063659668,8188.280567169189,9711.52070236206,8967.700687408447,7200.280479431152,9095.020606994629,7675.76053237915,7373.140491485596,7982.120601654053,8424.600608825684,8871.46057510376,8506.620639801025,8972.260669708252,9322.560707092285,9798.38064956665,8441.600650787354,7844.500450134277,8661.54063796997,9663.680641174316,8803.960636138916,7633.620571136475,7818.540576934814,12938.940902709961,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,9297.44063949585,9959.060760498047,8682.920627593994,9261.020671844482,9140.360649108887,7998.040481567383,8521.640590667725,8090.720592498779,7924.540603637695,8871.680603027344,8394.86054611206,10224.440731048584,9035.960704803467,9305.840671539307,7791.880554199219,8322.800582885742,7576.020568847656,7525.360569000244,9130.02063369751,9259.840599060059,8344.720603942871,8220.380592346191,13541.00082397461,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,5353.00036239624,4845.3803634643555,4756.000324249268,5247.520420074463,4806.460300445557,4462.100303649902,4541.100345611572,4042.78031539917,4736.000328063965,4141.960292816162,4317.760311126709,4958.100357055664,5664.36043548584,5088.340351104736,5018.540355682373,5432.660427093506,4554.840305328369,4244.940311431885,4670.720272064209,4582.320308685303,4828.840335845947,4383.0402908325195,7750.14049911499,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
CAR,CAR,44588.18323516846,44582.10324859619,45051.662799835205,44112.162899017334,45573.5832824707,44156.24300765991,43828.32273101807,43946.92301940918,42878.10280609131,44124.86301803589,45222.9833984375,42652.343086242676,46690.843338012695,45458.96347427368,45878.46336364746,45654.92342758179,44235.50297164917,44922.58319091797,47234.3635559082,45818.92294692993,45410.30307006836,44214.12307739258,43366.06298828125,Genotype: 5xFAD | Brain Region: hippocampus cortex ,Genotype: WT | Brain Region: hippocampus cortex ,Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Genotype: WT__Brain Region: hippocampus cortex ,12,10,Blank_Blank_Blank_Blank_Blank
