Lipid,Class,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex ,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex ,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex ,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
[TG(40:0)]_FA16:0,TAG,219338.39697265625,218721.07470703125,197596.6357421875,228668.45678710938,218481.13500976562,216805.39379882812,315672.90185546875,196602.53442382812,210183.59448242188,206933.33642578125,233223.65600585938,200044.29443359375,156035.61059570312,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:0)]_FA18:0,TAG,155156.55151367188,142239.05004882812,129545.9892578125,153895.49267578125,138990.56982421875,132144.4892578125,170199.17236328125,126916.88916015625,184457.13232421875,131733.6494140625,146061.27099609375,135913.9697265625,102814.80749511719,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA14:0,TAG,43856.72302246094,49883.98327636719,42427.56298828125,55561.06396484375,54116.06408691406,48228.40362548828,50252.92321777344,48446.50360107422,54076.40380859375,56249.72412109375,51197.80322265625,47790.003173828125,40020.122985839844,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA16:0,TAG,1088462.3084716797,1343718.0517578125,812766.279296875,760654.9130859375,1032175.771484375,1121181.894165039,1869992.0806884766,1102522.1133422852,1123502.0119628906,1277440.181213379,962782.431640625,1026197.16796875,53036.68341064453,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA16:1,TAG,231899.81518554688,233902.13745117188,197526.61474609375,246103.31811523438,216911.2763671875,209977.01708984375,310593.20654296875,192770.05224609375,230209.63623046875,232099.53784179688,250934.71752929688,201355.35571289062,142653.38940429688,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA18:0,TAG,97010.08642578125,82608.94567871094,64805.804931640625,91358.1865234375,76594.08471679688,69658.04455566406,102904.04650878906,67184.18481445312,128717.10900878906,67961.74499511719,84882.60522460938,73036.58471679688,56847.50402832031,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:1)]_FA18:1,TAG,156032.15209960938,148304.55029296875,132667.74938964844,155307.951171875,146923.81091308594,134136.82958984375,170023.1328125,123861.30920410156,188716.39306640625,137070.68920898438,150162.41064453125,130349.58911132812,93546.30700683594,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA14:0,TAG,82313.22595214844,84736.18585205078,81431.14477539062,82418.20581054688,87229.4662475586,74902.2653503418,75930.26528930664,78565.46606445312,98950.24792480469,94409.88677978516,83994.02575683594,86887.92626953125,32060.7021484375,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA16:0,TAG,65814.54431152344,67554.52490234375,43605.66320800781,64217.12536621094,57125.824645996094,57635.104400634766,48605.92321777344,50325.3235168457,78738.16592407227,46646.78335571289,50312.80349731445,43893.44314575195,94824.2857055664,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA16:1,TAG,1186916.1295166016,1482576.8410644531,898316.4246826172,880463.9066162109,1160264.2969970703,1210467.3424072266,3122273.1638793945,1112482.7717285156,1263861.1086425781,1477031.2862548828,1388708.3731689453,1105074.0538330078,54243.983825683594,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA18:0,TAG,70338.2250366211,69118.64526367188,57385.063903808594,77210.3853149414,60133.64453125,60978.304748535156,62210.064453125,60581.78436279297,111058.0083618164,61034.84460449219,71463.50537109375,65495.90509033203,47691.243591308594,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA18:1,TAG,107956.86834716797,90131.98620605469,68207.9447631836,91287.96618652344,80758.60595703125,71823.82495117188,104132.34655761719,67600.94482421875,142620.34985351562,77215.10498046875,89331.92578125,78429.18505859375,52584.48400878906,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(40:2)]_FA18:2,TAG,147965.21044921875,148022.81115722656,129196.94909667969,174562.2530517578,141864.70861816406,131649.09020996094,180470.1932373047,136197.63061523438,199045.9552001953,139628.36987304688,144610.35083007812,138496.96997070312,101763.20703125,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:0)]_FA14:0,TAG,49061.243225097656,54818.16375732422,52079.323303222656,63310.804626464844,56875.72393798828,52024.92401123047,48922.623107910156,49767.20364379883,56862.763916015625,57711.40368652344,55611.643615722656,51140.54376220703,32394.162384033203,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:0)]_FA16:0 | DG(42:0)_C16:0,TAG | DAG,121375.55871200562,151327.3302307129,122142.76853942871,121606.37866210938,128751.86790466309,135469.94845581055,120994.29879188538,96557.73729324341,145518.26014709473,159591.8518371582,128581.3085899353,111851.767578125,61289.40441894531,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,TAG | DAG,79253.46570587158,75720.42558288574,81295.19581604004,80245.4854221344,91262.33663749695,72438.96516990662,75691.74553108215,80230.81566810608,89635.03637695312,74819.46500968933,79317.71552085876,75545.39499282837,71211.89463806152,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA14:0,TAG,71682.98495483398,89207.6460571289,104338.94674682617,91850.82510375977,82313.92636108398,80328.64547729492,69421.98446655273,85640.7261352539,93852.20727539062,94314.84796142578,76384.38555908203,78584.48574829102,34149.50248718262,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA16:0,TAG,59148.14440917969,63928.86422729492,44101.96325683594,65424.18487548828,61612.76486206055,60072.04409790039,59643.32452392578,60647.264404296875,61278.904296875,61544.26419067383,64981.784606933594,61204.64407348633,36475.022399902344,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA16:1,TAG,103946.68829345703,115167.14739990234,88922.12591552734,90995.70623779297,97752.34655761719,102881.46643066406,109839.10852050781,84279.80584716797,109269.16809082031,130029.73071289062,116374.32873535156,80778.54571533203,41192.46307373047,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA18:0,TAG,69662.044921875,61973.44403076172,51286.80334472656,64946.14440917969,57844.36444091797,59548.8837890625,58309.2841796875,53077.024475097656,63637.08477783203,54480.42352294922,63487.70422363281,55726.023864746094,37963.42251586914,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:1)]_FA18:1,TAG,89663.76574707031,83685.30615234375,95669.70703125,95877.72717285156,105277.62609863281,72962.00476074219,73933.66491699219,87312.40728759766,102599.50756835938,77074.68542480469,97185.70733642578,81340.14514160156,51342.70361328125,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA14:0,TAG,104861.90515136719,58865.84393310547,448419.2205810547,72000.1450805664,78940.724609375,51868.763916015625,48816.96304321289,81866.5263671875,132056.28735351562,157157.95245361328,59268.78448486328,66158.58416748047,26025.10171508789,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA16:0,TAG,42180.243225097656,44902.88342285156,33543.922302246094,46796.0032043457,41075.54263305664,45286.763610839844,35762.302505493164,36554.40270996094,41694.66287231445,34881.682373046875,37084.12274169922,33607.46243286133,30333.022064208984,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA16:1,TAG,62701.1845703125,73520.78503417969,48881.443420410156,75570.06582641602,61792.00408935547,63287.764709472656,65325.1455078125,60165.12435913086,74268.70526123047,70111.76544189453,68362.44473266602,64135.284729003906,35800.64254760742,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:0,TAG,54668.44396972656,56323.643615722656,42688.783294677734,60824.38391113281,52821.98373413086,49728.78350830078,52780.00411987305,43533.56311035156,58440.824310302734,48934.243072509766,53324.923828125,46226.983337402344,28303.062103271484,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:1,TAG,80053.26586914062,67158.96514892578,57138.54376220703,72435.06524658203,67507.5044555664,66034.48468017578,64063.404846191406,60746.325256347656,74020.24591064453,63101.103942871094,74719.0453491211,61413.28430175781,38625.762786865234,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(41:2)]_FA18:2,TAG,90719.06604003906,87786.78625488281,94425.00769042969,105219.46752929688,108563.7280883789,71836.44482421875,79738.80517578125,99180.98724365234,111263.56823730469,85783.38598632812,88190.20654296875,85849.32592773438,61773.204162597656,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:0)]_FA14:0,TAG,126128.44860839844,138935.25024414062,121398.96850585938,152772.1123046875,133195.08984375,127147.84887695312,132358.56958007812,118086.78857421875,141971.81030273438,141182.00952148438,137972.4501953125,121138.5283203125,113048.08764648438,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:0)]_FA16:0 | DG(44:7)|DG(43:0)_C16:0,TAG | DAG,186444.5536594391,184112.73307228088,171442.5619544983,208803.43576812744,204370.96463775635,189962.9842453003,206523.0434741974,170330.53137779236,205555.53401947021,181543.45231246948,190720.08285713196,166556.8616771698,166154.8020915985,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,TAG | DAG,141442.06931495667,143245.61021232605,134696.07011795044,148738.06119918823,142039.55023384094,139914.41899108887,165523.32147026062,140477.3696975708,159841.9005832672,135360.22992897034,150963.1898841858,134108.50015068054,120412.78922271729,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:1)]_FA14:0,TAG,166074.31103515625,163439.23046875,152583.8699951172,184726.71240234375,161832.69067382812,151246.3310546875,149778.81103515625,143157.55004882812,170118.8525390625,167269.51293945312,169082.27221679688,153689.61059570312,152156.83129882812,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:1)]_FA16:0 | DG(44:8)|DG(43:1)_C16:0,TAG | DAG,98372.08714103699,112703.16818237305,87581.98626899719,128743.18949127197,111758.66815185547,99885.65742874146,132104.27019500732,96597.61742973328,119253.75846672058,106699.1974811554,107274.20722770691,101073.44724273682,84968.39628219604,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:1)]_FA16:1 | DG(44:8)|DG(43:1)_C16:1,TAG | DAG,195301.39451408386,204424.38376235962,182704.45244407654,220918.0959300995,201950.4741821289,200871.26371002197,196422.21450424194,171313.3916530609,196826.60376930237,191430.19409561157,194995.71529006958,180587.52223205566,169028.24241638184,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,TAG | DAG,493569.17473602295,561269.2962722778,374103.54542160034,494940.97166633606,512345.40582084656,546694.0458126068,942195.3405742645,507937.90069007874,807565.1784667969,548175.3269882202,561509.3100299835,446963.820602417,68314.28453826904,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:1)]_FA18:1 | DG(44:8)|DG(43:1)_C18:1,TAG | DAG,167084.732006073,162059.85202026367,152400.9508934021,163085.11183738708,160440.3715686798,160355.69132995605,197346.30303955078,145477.45058822632,166347.31213760376,156533.27229118347,169988.5225906372,151920.15089416504,124857.18955230713,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:2)]_FA14:0,TAG,40081.242736816406,39688.96292114258,30457.642120361328,46826.76281738281,43618.54296875,34426.96240234375,30570.622314453125,32130.782470703125,42571.582763671875,44656.383209228516,36544.70263671875,31665.182373046875,22672.82162475586,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:2)]_FA16:0,TAG,89360.44555664062,103705.48669433594,70053.82543945312,90281.08749389648,104732.06732177734,90062.1664428711,94585.2466430664,87040.62628173828,109263.56903076172,88431.86596679688,92839.94696044922,93052.80670166016,26854.082092285156,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:2)]_FA16:1,TAG,88826.06677246094,97729.34692382812,80311.58569335938,107670.72839355469,88073.84643554688,81675.50512695312,118664.16931152344,77237.72534179688,96731.32653808594,92468.12658691406,90766.14697265625,83642.78576660156,63914.5048828125,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:2)]_FA18:0,TAG,70078.64483642578,71837.84518432617,50751.88299560547,69606.56518554688,61009.324645996094,57756.04425048828,57039.96398925781,50202.96356201172,80772.08541870117,58635.94415283203,64550.24481201172,57125.68420410156,31618.682708740234,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:2)]_FA18:1,TAG,1049807.7551269531,1253088.417602539,768333.8565673828,1000278.7729492188,1083843.8330078125,1212233.0595703125,2246088.239868164,1102115.320678711,1115704.3017578125,1206959.9322509766,1228213.595703125,945589.0728759766,53799.88366699219,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:2)]_FA18:2,TAG,163935.95141601562,177006.25122070312,143389.630859375,179183.31372070312,162509.33251953125,160174.07104492188,233471.37622070312,154073.01123046875,182571.89233398438,161717.6708984375,176183.11328125,145912.96997070312,92525.24682617188,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:3)]_FA14:0,TAG,42143.902587890625,45125.08288574219,33666.26251220703,55052.90382385254,50894.163330078125,49457.983642578125,39984.202880859375,45869.58352661133,46490.64276123047,42765.74279785156,41156.70291137695,37872.203033447266,35728.92272949219,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:3)]_FA16:0,TAG,37303.74267578125,38284.622970581055,31296.702026367188,41621.9631652832,39022.70275878906,37414.4425201416,39801.9826965332,36534.78268432617,39300.962982177734,36638.94284057617,36179.74249267578,37172.702697753906,25102.121856689453,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:3)]_FA16:1,TAG,94645.48681640625,111968.78845214844,74078.40557861328,91988.40643310547,101331.3871459961,88677.62634277344,95094.54736328125,81829.96591186523,124824.54833984375,100297.32733154297,99969.60723876953,95663.88665771484,27811.601989746094,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:3)]_FA18:0,TAG,48795.76330566406,49518.443786621094,35322.722412109375,56966.64450073242,49530.243560791016,40310.14340209961,46706.003326416016,45337.003326416016,54802.723709106445,44271.96304321289,48584.92337036133,42250.5627746582,26775.0419921875,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:3)]_FA18:1,TAG,72115.28509521484,68998.82489013672,54347.64392089844,70889.48504638672,60776.484619140625,58667.0241394043,60978.06457519531,49790.283203125,86993.08581542969,62587.984924316406,65899.74432373047,59828.66452026367,29450.76205444336,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:3)]_FA18:2,TAG,1058669.7563476562,1314607.0300292969,808514.5040283203,1026832.6790771484,1104402.9985351562,1230132.1671142578,2394627.2208251953,1070393.4348144531,1117610.7530517578,1210387.3834228516,1256163.2009887695,984922.7052001953,58494.303955078125,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:3)]_FA18:3,TAG,205370.91381835938,204614.87280273438,171657.29223632812,206734.85229492188,207221.193359375,198459.75439453125,280898.0400390625,177689.8525390625,207299.71484375,174534.01342773438,217221.2548828125,176441.67211914062,120483.86853027344,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA14:0,TAG,29465.022216796875,32365.58218383789,24823.84194946289,39946.44305419922,36697.14242553711,34106.56271362305,26678.341690063477,34061.24215698242,30664.42202758789,29116.04183959961,30201.622177124023,24434.181915283203,19876.821411132812,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA16:0,TAG,105081.8687133789,112110.248046875,84424.00561523438,102490.30731201172,108556.88745117188,97582.5673828125,110952.16845703125,91784.36602783203,106028.20764160156,87218.96691894531,101484.2861328125,91337.84606933594,40400.123046875,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA16:1,TAG,42138.22296142578,43679.92288208008,34615.48223876953,47862.0237121582,39688.42269897461,39609.262786865234,43717.70294189453,36020.542236328125,43658.90298461914,38323.742431640625,40088.94305419922,38163.242919921875,26625.481826782227,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA18:0,TAG,56422.98400878906,49729.4836730957,34129.922424316406,58192.20358276367,50639.503662109375,55492.20346069336,42615.12292480469,58092.724670410156,55831.484130859375,39329.422790527344,41498.24313354492,38414.08279418945,46545.34292602539,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA18:1,TAG,51183.88333129883,54455.18408203125,40062.402893066406,59702.22378540039,52453.16387939453,46988.703186035156,49467.94366455078,47106.90350341797,57058.72430419922,47001.723236083984,50719.28366088867,45068.26321411133,26707.681701660156,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA18:2,TAG,72647.48522949219,79368.06512451172,54639.003662109375,79257.66500854492,68974.92468261719,57523.24417114258,66067.24465942383,56934.70425415039,92373.26739501953,66488.30477905273,64971.984130859375,62553.18426513672,35190.76235961914,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA18:3,TAG,1259614.8907470703,1511871.8399658203,958439.4907226562,1221299.9119873047,1347664.7585449219,1427791.1396484375,2684253.710571289,1281618.8624267578,1267903.3139648438,1409499.3337402344,1443803.7287597656,1141422.3933105469,59124.18420410156,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(42:4)]_FA20:4,TAG,131629.92932128906,124515.66821289062,107684.0283203125,131930.44873046875,118883.84729003906,115847.70739746094,136756.90966796875,111653.6669921875,134605.60900878906,110332.00805664062,133173.689453125,113064.38793945312,91566.78698730469,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:0)]_FA14:0,TAG,77352.7250366211,82319.40563964844,74404.26483154297,91977.08581542969,72515.5048828125,66354.24432373047,77327.80603027344,63937.26446533203,85154.16625976562,81081.66589355469,80051.92559814453,71059.80560302734,42054.46301269531,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:0)]_FA16:0 | DG(44:0)_C16:0,TAG | DAG,111831.71835327148,127329.31900024414,107305.22747802734,153693.09085083008,131751.14004516602,120516.59857177734,120140.43864440918,92845.39654541016,157055.7808227539,129227.02890014648,119711.60818481445,113790.48812866211,67402.0346069336,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,TAG | DAG,81104.23558235168,77908.29580879211,67695.1549949646,74838.89516067505,73622.47499084473,79551.3759021759,74332.10523986816,72742.44522666931,85512.47605895996,80776.95513916016,79340.14576911926,66656.12474060059,50327.69367980957,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA14:0,TAG,58864.98455810547,76285.34545898438,59875.40460205078,79147.5849609375,76819.34643554688,71457.08508300781,71535.12579345703,68382.80480957031,84553.78680419922,76418.42498779297,67700.06536865234,67905.18481445312,45029.04293823242,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA16:0 | DG(44:1)_C16:0,TAG | DAG,81568.58586883545,119515.29957199097,73136.5050239563,115287.68852233887,104442.3872680664,91381.97673797607,85198.35516548157,69121.75489807129,116343.07850646973,108958.59731292725,85457.21573257446,93790.87702941895,46633.06350708008,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA16:1 | DG(44:1)_C16:1,TAG | DAG,94695.03649330139,122421.79852294922,90083.98663711548,163221.6316833496,123405.15870475769,123461.0588684082,95752.92737388611,85168.97640800476,119180.29879379272,123869.11863136292,101297.0070476532,93949.32662963867,66643.11473083496,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,TAG | DAG,47145.67316246033,49351.30335235596,39176.71289253235,52014.4633769989,46903.73333930969,44882.48312187195,47553.283420562744,46451.153383255005,54653.583866119385,44801.78306770325,51500.16381263733,46468.51329231262,41840.883041381836,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:1)]_FA18:1 | DG(44:1)_C18:1,TAG | DAG,93823.92685317993,97220.51642799377,81215.95502853394,85349.82580566406,83130.58554840088,91871.06673431396,87376.63580322266,76268.1053905487,87025.54581260681,94230.03666877747,96735.73670768738,75297.92526245117,55267.993896484375,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA14:0,TAG,53071.543701171875,58853.58409118652,35435.76254272461,62384.564392089844,63048.86422729492,74191.3254699707,38080.64291381836,62396.884521484375,57395.06414794922,49841.883392333984,38182.00296020508,42259.92303466797,130534.30740356445,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA16:0 | DG(44:2)_C16:0,TAG | DAG,64844.88475036621,83348.47607040405,65453.39479255676,82388.66565513611,79169.12544059753,63230.244649887085,64056.04454421997,56149.09407043457,79316.06555557251,73799.6252861023,68622.04481315613,64959.27466773987,41220.87299346924,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA16:1 | DG(44:2)_C16:1,TAG | DAG,62485.63445854187,108853.24768829346,52275.70349121094,130853.02843475342,87371.54622077942,94085.12619018555,65155.7047290802,56708.98395347595,76568.17573356628,92797.1565246582,67693.78445625305,64413.05390930176,50561.94362640381,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,TAG | DAG,37467.392723083496,35529.15243148804,30059.582218170166,38233.852643966675,37128.232625961304,32496.722316741943,33819.56251335144,34742.0924282074,41963.10291290283,33094.042137145996,35654.82257652283,33257.0323009491,27619.251998901367,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA18:1 | DG(44:2)_C18:1,TAG | DAG,55366.90420341492,60430.42420578003,46988.82295227051,61204.64450454712,56896.05409240723,52611.50372314453,55415.523582458496,50915.413610458374,60218.50421524048,57510.744121551514,61791.59435272217,55222.92413139343,45967.91323471069,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:2)]_FA18:2 | DG(44:2)_C18:2,TAG | DAG,98608.16795158386,106548.30745887756,85629.45593261719,98183.0477809906,96749.59777832031,99530.09734535217,94551.64677429199,87043.69659042358,95082.90707969666,103976.8275718689,99289.28658103943,84962.29602050781,62520.58474731445,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
[TG(43:3)]_FA14:0,TAG,114239.50708007812,131328.2915649414,95689.82623291016,116116.48876953125,133898.78997802734,171165.00897216797,82223.9859008789,146876.33056640625,108721.28790283203,84817.78607177734,75267.84484863281,75584.80548095703,306187.55657958984,Cage: DOD93,Cage: DOD94,Cage: DOD93 vs Cage: DOD94,4,8,Blank_Blank_Blank_Blank_Blank
