Lipid,Class,FAD185_M1_Male_5xFAD_cortex ,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex ,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_cortex ,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex ,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
PS(O-28:0),PS,115553.04803466797,116320.70819091797,97749.8472290039,120304.76831054688,98709.50720214844,106606.70764160156,143845.53002929688,103659.08660888672,96434.58618164062,85998.1865234375,111436.6879272461,82833.94603347778,49957.283203125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-29:0),PS,23864370.73828125,23150893.720214844,19293459.34375,22269833.739257812,18967047.62451172,23741928.916015625,23625852.975585938,22872575.388671875,11899077.482421875,11097361.936523438,17132204.794921875,7974046.396614075,5559059.633300781,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-30:0),PS,170878.6318359375,177159.9507446289,152622.37133789062,141569.82885742188,138726.70874023438,138077.6492919922,244817.95703125,193067.37475585938,100753.1068725586,104671.98681640625,140655.98992919922,88310.6061668396,58400.723876953125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-31:0),PS,196653.29516601562,183212.27172851562,151636.11010742188,181227.23217773438,157569.4307861328,169085.53149414062,234036.0164794922,191314.59423828125,128022.52941894531,133196.72973632812,166625.81311035156,115768.34837341309,105248.80725097656,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-32:0),PS,270714.9571533203,173663.51300048828,197671.3543701172,179102.89208984375,203550.49340820312,257042.13818359375,333201.24450683594,280353.2595214844,122431.54833984375,135342.26928710938,255515.03942871094,146844.69109725952,88688.56604003906,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-33:0),PS,499757.9733886719,385209.54748535156,387872.087890625,418760.28649902344,434812.45068359375,441288.71142578125,458953.81103515625,415283.57373046875,256755.498046875,218205.47387695312,287560.8212890625,188619.41326141357,172457.77221679688,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-34:0),PS,300805.0799560547,210943.13427734375,235225.8184814453,232820.09594726562,236345.1982421875,246128.73583984375,362090.26403808594,281510.28063964844,142909.39038085938,145157.49047851562,253302.45922851562,137241.04961395264,98242.12731933594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-35:0),PS,444054.7478027344,232652.2762451172,350733.6843261719,335705.8662109375,380945.4862060547,309329.54150390625,370476.8073730469,253487.4384765625,205240.07470703125,172823.03186035156,201909.61352539062,138617.6297302246,122831.54772949219,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-36:0),PS,417182.2478027344,213003.6356201172,297991.5822753906,257844.63696289062,330889.3435058594,390523.6298828125,513739.4357910156,361968.08532714844,169383.83166503906,202141.87426757812,430926.23291015625,233335.31674194336,112018.70739746094,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-37:0),PS,1426407.7297363281,619193.2038574219,1252169.0166015625,1415712.7001953125,1534021.1752929688,924159.7836914062,1071726.3244628906,596828.4653320312,496482.0944824219,369641.5070800781,523075.2578125,261605.85704803467,210536.19506835938,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-38:0),PS,667818.0827636719,296075.001953125,432657.17236328125,544279.0834960938,762502.5456542969,371190.1669921875,524784.1130371094,327281.4638671875,299119.85876464844,176811.1124267578,306704.4180908203,142282.03036499023,78833.74548339844,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-39:0),PS,511254.0358886719,302807.9616699219,392936.62658691406,517240.3967285156,580008.6981201172,319214.72204589844,770363.7319335938,273977.6209716797,260817.95458984375,199443.43383789062,534038.4167480469,157249.3309249878,95314.24682617188,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-40:0),PS,2067754.10546875,536168.9204101562,1880348.5009765625,1480720.55078125,2136192.970703125,1321089.8471679688,1665862.2509765625,487445.21435546875,614503.8432617188,391311.48779296875,480824.59619140625,247039.77694702148,176324.27221679688,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-41:0),PS,1827707.1655273438,1497664.7165527344,1402962.3046875,1696651.7890625,1307101.8256835938,1784218.6481933594,1731550.677734375,1656544.0747070312,701295.8684082031,660332.6477050781,1121166.0139160156,578371.2840080261,491331.13635253906,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-42:0),PS,313148.1413574219,171103.21240234375,323295.8225097656,304757.0202636719,301786.94287109375,248040.33740234375,319984.2824707031,161506.69140625,135531.009765625,121710.18835449219,157285.1103515625,94069.38674926758,79995.68591308594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-42:4),PS,151074.4111328125,113749.9682006836,133623.830078125,151344.22998046875,139730.4093017578,126473.30865478516,163881.99267578125,107561.04754638672,100101.84649658203,99569.60705566406,131459.40979003906,77608.1251487732,63857.94403076172,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(O-42:6),PS,407200.05041503906,259441.23510742188,361835.18408203125,354242.8483886719,342441.765625,353362.146484375,419966.1485595703,276863.13928222656,165532.6710205078,151255.13122558594,247593.15747070312,131296.07048034668,111261.5673828125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-28:0),PS,91108.58563232422,84417.98620605469,76062.66479492188,89212.86666870117,78441.1860961914,87601.40625,116113.04754638672,78046.22549438477,70019.0453491211,66451.76470947266,86789.88592529297,58508.5442199707,43532.303161621094,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-29:0),PS,379064.7685546875,338438.9050292969,328019.94384765625,306907.98291015625,281958.76025390625,366400.40478515625,354936.0051269531,283881.80029296875,248878.35717773438,229676.814453125,280382.6796875,218261.45420837402,217706.77490234375,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-30:0),PS,104538.0874633789,111226.26824951172,90822.70721435547,104984.1669921875,88044.76593017578,102277.10754394531,116050.18780517578,101294.20812988281,88708.42626953125,73813.32531738281,91332.74682617188,74228.02542114258,51916.503356933594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-30:1),PS,107709.66833496094,112189.86737060547,98420.14739990234,102423.10693359375,87672.62585449219,95585.546875,147495.65069580078,96773.56555175781,79854.60565185547,76943.64599609375,98079.12689208984,59124.904357910156,59100.94396972656,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-31:0),PS,109277.4273071289,101360.62725830078,89432.08599853516,107557.62756347656,96168.12701416016,105004.12725830078,141518.01000976562,94883.36682128906,78327.82580566406,75574.34558105469,110538.48828125,69912.74502563477,62340.62414550781,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-31:1),PS,93857.7265625,96112.22631835938,87344.28643798828,101070.46643066406,77362.36590576172,87917.64611816406,128263.00946044922,89201.74670410156,79202.22576904297,67663.9447631836,106583.24719238281,58435.96439361572,73530.02456665039,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-32:0),PS,165481.77209472656,156647.23120117188,143203.41088867188,155622.77099609375,159387.65161132812,167955.7520751953,237009.578125,170980.91186523438,117712.12866210938,120859.76928710938,151548.83081054688,114965.9483909607,102823.26672363281,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-32:1),PS,83167.20593261719,77257.8452758789,73560.86529541016,76193.94598388672,68953.78479003906,74735.5454711914,110304.3876953125,74962.52563476562,59026.804443359375,58732.62390136719,86210.84552001953,53485.44395446777,58558.344177246094,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-33:0),PS,197979.1351928711,149026.45092773438,153575.47094726562,172411.75103759766,182937.51391601562,147069.89044189453,198187.5333251953,139739.88989257812,117865.00830078125,96866.22650146484,137195.0096435547,80102.94575119019,79993.76586914062,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-33:1),PS,479833.05029296875,569500.2622070312,451649.97021484375,406957.01208496094,431767.54528808594,356697.2647705078,1107869.4274902344,482663.61169433594,301278.72229003906,310196.298828125,681246.8881835938,206522.65417099,109860.90783691406,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-33:2),PS,165854.57232666016,180138.27508544922,140382.23095703125,174073.97186279297,149543.6900024414,155702.63116455078,196791.3133544922,134086.00830078125,121248.32885742188,103324.26806640625,142974.72998046875,76265.9860420227,67060.48516845703,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-34:0),PS,128105.80932617188,115185.7485961914,104121.3276977539,127695.3095703125,114544.34753417969,113868.50775146484,194545.6522216797,107166.34759521484,94617.72705078125,78024.24542236328,150175.92932128906,64319.10470199585,84938.26629638672,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-34:1),PS,134466.8696899414,138185.9910888672,118802.06829833984,144116.6688232422,118561.5083618164,131562.12915039062,273243.0202636719,124593.78869628906,99550.12744140625,91512.06591796875,184394.59368896484,76927.9256515503,68166.32495117188,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-34:2),PS,97717.14733886719,91563.98724365234,85089.525390625,98619.04705810547,89522.88598632812,102016.68737792969,338481.9638671875,101708.94665527344,78836.28546142578,74567.30480957031,246232.57653808594,66861.96439361572,62684.12438964844,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-34:3),PS,93157.22625732422,85360.4857788086,81017.66577148438,93915.86651611328,75347.28533935547,92252.00671386719,132690.72918701172,83423.06561279297,70813.50482177734,68703.18444824219,97265.04724121094,57734.024112701416,54408.584045410156,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-34:4),PS,89133.48651123047,82268.98565673828,82570.38586425781,86658.28576660156,70147.34490966797,86875.72686767578,123921.56884765625,88300.54669189453,67703.7445678711,67798.96472167969,98924.36657714844,53651.123584747314,52384.04357910156,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-35:0),PS,2000060.83984375,477201.31201171875,1417735.4228515625,1090809.75390625,1658642.0324707031,994433.6391601562,1186496.9296875,406471.3076171875,661862.4650878906,350528.2626953125,369209.9267578125,204336.81326293945,180347.47338867188,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-35:1),PS,225652.8165283203,140765.1893310547,209193.6749267578,186389.25256347656,259683.859375,161343.29138183594,270800.9189453125,130935.78930664062,158227.45184326172,96917.66735839844,181687.4530029297,82609.52610015869,69769.62493896484,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-35:2),PS,222844.2156982422,117530.7876586914,171411.79296875,161312.5089111328,215918.69555664062,166406.1905517578,522235.11724853516,126510.10968017578,124937.2294921875,89050.88592529297,366584.42822265625,80513.14601135254,67948.9248046875,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-36:0),PS,407290.95251464844,378435.28662109375,377708.3659667969,370219.70959472656,376950.3654785156,308399.8024902344,936972.6643066406,333110.0446777344,238676.576171875,232043.51806640625,629775.5533447266,180065.89235687256,98662.92700195312,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-36:1),PS,127349.92846679688,115938.54919433594,111084.72766113281,129464.30975341797,126133.18927001953,112527.06707763672,179433.55151367188,103216.84777832031,93120.14654541016,86792.82604980469,144342.2296142578,70652.20490264893,69595.82495117188,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-36:2),PS,135799.62939453125,126039.51062011719,111948.3076171875,142704.98889160156,123182.4677734375,140579.94885253906,226559.17419433594,110919.08776855469,103323.3071899414,99866.5263671875,160004.0321044922,87391.56599807739,63442.7841796875,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-36:3),PS,120768.46887207031,107960.10778808594,106920.18731689453,121275.98876953125,107984.68719482422,127063.36920166016,172793.07373046875,110871.48803710938,85992.52642822266,86794.28601074219,108124.48742675781,82238.466091156,62671.304260253906,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-36:4),PS,130418.0693359375,123763.4091796875,125049.42956542969,131072.17041015625,110925.38793945312,125305.00939941406,167649.29248046875,107018.9677734375,97669.32653808594,97791.42712402344,127986.90869140625,82212.12615966797,76807.64538574219,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-36:5),PS,226961.69604492188,223432.69555664062,190451.05297851562,214164.55432128906,204549.25451660156,193992.93432617188,273290.2404785156,214344.39416503906,124487.54833984375,105908.6474609375,150034.93103027344,95058.58667755127,68099.3646850586,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-37:0),PS,8082569.099609375,2478385.07421875,8146541.306640625,10741816.2578125,10115877.953125,4946902.25390625,4665117.490234375,1899253.9697265625,3281070.564453125,1966322.8286132812,1617557.57421875,941974.7600059509,850047.5170898438,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-37:1),PS,3364138.6044921875,1116586.158203125,3251486.15234375,3296303.2109375,3453951.693359375,2044990.373046875,2542870.6225585938,841681.51953125,1357735.9296875,848525.404296875,784409.5537109375,636336.8464126587,338018.82470703125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-37:2),PS,343049.8459472656,178648.45166015625,325861.7834472656,262915.03869628906,419036.12561035156,237603.73693847656,305401.12072753906,170242.7528076172,229557.87561035156,142670.1903076172,169052.99145507812,166415.35247802734,74131.1450805664,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-38:0),PS,365188.1424560547,205141.435546875,257671.8175048828,379291.60412597656,427598.72814941406,273497.19885253906,326857.74353027344,190580.73498535156,198623.3330078125,130722.18981933594,211354.5743408203,137215.93033981323,80394.7255859375,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-38:1),PS,272336.7989501953,169668.21118164062,196350.17333984375,265284.8387451172,292845.88244628906,206885.87377929688,481328.85290527344,178397.59155273438,173063.4921875,126976.82897949219,402248.60693359375,115735.18832397461,82356.06549072266,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-38:2),PS,173232.07177734375,141745.0894165039,132559.10974121094,164114.91137695312,158306.59014892578,137044.5692138672,237437.41735839844,123037.5888671875,120350.38842773438,108601.62731933594,177463.67065429688,94746.06656646729,67803.66516113281,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-38:3),PS,164630.77099609375,126904.86938476562,129127.34899902344,168389.0711669922,159945.65002441406,145020.80981445312,201237.0743408203,123293.48852539062,110971.66833496094,96748.08642578125,144121.02905273438,84683.20639038086,70472.24493408203,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
PS(P-38:4),PS,123156.18920898438,104357.5078125,110120.28839111328,123743.22863769531,106317.92712402344,115803.36730957031,160623.75158691406,110210.80810546875,91366.58654785156,89689.8056640625,122020.00915527344,71643.58498001099,66045.44451904297,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
