Lipid,Class,FAD185_M1_Male_5xFAD_cortex ,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex ,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_cortex ,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex ,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
LPG(22:4),PG,139307.48950195312,138451.32849121094,132313.408203125,149419.27111816406,125707.42907714844,133469.5692138672,135101.40942382812,125571.58923339844,96673.74713134766,85225.38555908203,100884.18664550781,85779.58563232422,74026.06536865234,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPG(22:6),PG,280955.93884277344,257989.13940429688,261548.82080078125,256838.3182373047,296636.6005859375,235748.2764892578,317507.3018798828,212180.1944580078,174786.07153320312,143129.01013183594,198377.59313964844,132354.12915039062,115846.20861816406,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(12:0),PI,170377.37139892578,192592.79327392578,163501.0912475586,194950.19305419922,167580.31274414062,165488.35119628906,177791.8114013672,162773.0707397461,134428.9086303711,114444.8276977539,128740.06997680664,129816.66906738281,59885.80499267578,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(13:0),PI,163398.6904296875,151420.13122558594,143632.1895751953,152069.17083740234,163463.52954101562,161805.6925048828,232244.17645263672,168614.6314086914,118929.26904296875,123952.98791503906,187489.27380371094,119005.76794433594,79126.06549072266,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(14:0),PI,279584.9790649414,212745.91290283203,233391.63549804688,211331.99383544922,243475.1968383789,248612.3403930664,309025.1030883789,240852.61810302734,148862.62994384766,149107.75030517578,223807.69659423828,189493.6351928711,65779.84466552734,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(14:1),PI,959694.6921386719,1104525.6337890625,935132.1010742188,1052930.6022949219,870817.7373046875,908659.22265625,1804925.2673339844,1001371.1599121094,785158.9946289062,704130.0278320312,1314960.6611328125,727153.8737792969,294085.7199707031,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(15:0)|LPI(O-16:0),PI,6520460.756347656,7723893.8759765625,5747501.437988281,6894450.1328125,5379521.047363281,6495679.384277344,5517774.433105469,7613060.859375,4510598.341308594,3827629.2534179688,4114226.020751953,3729620.7592773438,1790465.060546875,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(15:1)|LPI(P-16:0),PI,170543.77410888672,200940.05407714844,178524.01177978516,197285.11596679688,214848.119140625,201653.57446289062,515754.6727294922,224997.23706054688,124245.28912353516,108233.72790527344,274588.8380126953,138329.42932128906,117687.80865478516,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(16:0),PI,260140.01635742188,231374.33813476562,272724.8778076172,223775.61499023438,305268.46154785156,209121.6951904297,251557.55688476562,224679.55560302734,209623.47509765625,125337.90844726562,191422.09423828125,130005.98815917969,104220.28759765625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(16:1),PI,365280.2255859375,419949.79235839844,369593.8278808594,395830.3537597656,406589.70849609375,360336.1237792969,504742.5751953125,379915.6619873047,292869.6022949219,220386.59448242188,338826.68225097656,254006.35717773438,202337.8755493164,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(17:0)|LPI(O-18:0),PI,2682313.9228515625,3114332.8240966797,2370581.8564453125,2839595.369140625,2267155.124267578,2636986.727783203,3316991.669189453,3123423.2626953125,1841846.2785644531,1622674.4841308594,2431790.197998047,1581906.8852539062,776135.8801269531,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(17:1)|LPI(P-18:0),PI,110480.26824951172,99555.58764648438,98844.94732666016,98679.16864013672,114692.0484008789,95849.38598632812,180264.154296875,107574.44763183594,75017.42462158203,63610.084381103516,120699.34844970703,72797.56536865234,46228.92333984375,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(17:2),PI,153070.39093017578,154154.93133544922,134465.56994628906,142780.8706665039,152590.59088134766,154262.25006103516,557288.8023681641,167308.81201171875,118011.02819824219,110802.88861083984,312172.0015258789,125306.54901123047,57386.64422607422,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(18:0),PI,328243.7233886719,287675.140625,298248.52014160156,280558.08044433594,299598.5788574219,317527.15966796875,582975.7010498047,280860.13903808594,190234.33422851562,172994.69177246094,383859.8112792969,191549.75317382812,400843.1767578125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(18:1),PI,228171.0177307129,162707.19006347656,375256.3639526367,172551.55139160156,320136.06298828125,181522.65466308594,530625.5750732422,155560.8900756836,368909.76525878906,91508.26608276367,354751.10662841797,106450.42697143555,64739.804290771484,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(18:2),PI,326006.9649963379,443685.0155944824,599797.9840087891,186215.13201904297,433646.3526916504,151203.91326904297,448275.73107910156,338328.5467529297,634916.4885864258,245036.97860717773,244877.29467773438,154458.84957885742,35383.6024017334,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(18:3),PI,6548132.425537109,12440047.155822754,6509685.447021484,4094875.36328125,5632465.291625977,2574424.232055664,10167876.696044922,9398921.30053711,4230746.614013672,7493677.339111328,3293577.381225586,4570366.618408203,49682.62371826172,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(18:4),PI,88644.56604003906,84913.04650878906,74269.26568603516,87821.3666381836,82430.24523925781,83233.9253540039,157859.6128540039,77153.50598144531,68880.64413452148,69008.48541259766,108657.64654541016,64387.42495727539,38114.06280517578,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(19:0)|LPI(O-20:0),PI,2542.900192260742,4735.920295715332,2376.600166320801,2155.5201568603516,2534.940185546875,2339.4801597595215,2399.420177459717,2363.68017578125,2524.0201988220215,4565.260414123535,4359.800338745117,2455.0801734924316,649549.9510498047,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(19:1)|LPI(P-20:0),PI,4458.140312194824,8929.460567474365,5057.560321807861,7401.740421295166,4275.060214996338,4383.180263519287,4089.80029296875,3267.640266418457,5631.540435791016,5939.6203956604,7008.380352020264,3912.7803230285645,54542.76413726807,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(20:0),PI,212751.0951538086,179730.43259429932,192088.71156692505,153761.51119613647,161908.6904296875,164788.24993896484,216374.79620361328,155155.7498779297,138766.8494796753,88628.80559539795,162224.65189743042,94157.08673095703,115784.28930664062,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(20:1),PI,248559.95581054688,201781.01383209229,228756.81396484375,204128.57416152954,230747.5369873047,203988.49438476562,496114.2565917969,208672.77404785156,239532.87745285034,127031.3484840393,329035.4217643738,146496.52978515625,100334.10778808594,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(20:2),PI,468241.7327270508,307064.28399658203,488012.17515945435,400330.94804000854,681493.9974975586,545935.9947509766,610133.2189331055,408906.83630371094,244197.07905578613,312183.4629211426,154314.17028427124,505054.23330688477,38564.18295288086,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(20:3),PI,58798.96420288086,52188.78409194946,57192.56385421753,54816.64450073242,58377.02403259277,57836.823974609375,110972.40814208984,64484.68472290039,44585.34284591675,37693.402656555176,58291.44441986084,42894.66293334961,34572.84240722656,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(20:4),PI,53575.74409866333,40761.222885131836,55874.52426147461,50613.783683776855,59700.90426635742,56147.74404144287,99666.44735717773,55594.56411743164,38322.422954559326,29347.961963653564,60006.32471847534,38883.56285095215,26896.741912841797,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(20:5),PI,44038.223094940186,21462.661457061768,39738.043102264404,34259.902545928955,45132.623046875,56277.86403274536,122009.34819030762,85135.12668609619,16343.341186523438,12354.240882873535,34512.162536621094,52835.48397064209,51888.90362548828,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(21:0),PI,533822.8579101562,516387.9521484375,478311.9736328125,480238.13037109375,480645.97216796875,475202.71533203125,880704.58203125,507598.13623046875,339768.12646484375,311378.5617675781,557960.1030273438,297343.53857421875,268374.52001953125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(22:0),PI,213801.63598632812,198179.31799316406,199021.43493652344,214477.77795410156,232794.31506347656,227620.41552734375,969235.8388671875,292609.9630126953,152158.5919189453,137811.990234375,621806.1818237305,186892.79296875,68945.72473144531,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(22:1),PI,189757.07177734375,181969.49340820312,204913.9736328125,229460.15625,266724.5380859375,237626.67602539062,388267.24755859375,212739.173828125,181036.53100585938,132199.4892578125,293862.5603027344,186803.9541015625,126827.3486328125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(22:2),PI,102043.72702026367,97310.02618408203,92570.5461730957,98143.10775756836,95322.8268737793,99103.42562866211,153524.16998291016,96606.78820800781,81858.86584472656,60141.144287109375,90567.18670654297,97662.08679199219,29403.062118530273,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(22:4),PI,82007.00552368164,81573.24584960938,73284.60537719727,88269.16665649414,77719.42541503906,80871.12561035156,125357.98834228516,93021.08624267578,60359.044189453125,50938.143615722656,86596.26620483398,56440.6637878418,32802.56234741211,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPI(22:6),PI,252261.2783203125,265936.99938964844,254425.73822021484,243206.8755493164,223370.6131591797,230919.93811035156,462946.9538574219,239986.03552246094,191071.9930419922,148752.54986572266,292773.6824951172,157521.6514892578,110897.30786132812,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(12:0),PS,114056.44812011719,117788.20806884766,101582.92712402344,119461.66882324219,109150.14733886719,112436.48754882812,114110.24694824219,129178.22961425781,98277.66625976562,101580.10729980469,97501.74719238281,75487.26527023315,84633.40588378906,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(13:0),PS,123287.00830078125,126900.10815429688,102181.287109375,118016.8681640625,101612.74743652344,115032.8681640625,120786.24780273438,120898.10778808594,98872.50646972656,99401.16711425781,109390.4072265625,93239.32591629028,91949.4072265625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(14:1),PS,888371.6557617188,1127907.083984375,942373.3149414062,871668.0205078125,922465.9692382812,766214.2944335938,1186609.2216796875,1052280.4897460938,686489.6459960938,713688.8715820312,738607.4873046875,518303.4955291748,364893.10595703125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(16:1),PS,207172.03344726562,216113.23291015625,184373.7525024414,213981.53662109375,190342.93353271484,244186.55895996094,193087.35314941406,187437.0740966797,141822.310546875,121586.96862792969,146503.15112304688,135521.96965789795,99840.70703125,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(17:2),PS,117480.18798828125,96445.96618652344,86666.5064086914,96679.98620605469,81905.806640625,87675.98651123047,140103.6895751953,92209.76635742188,82778.42596435547,79968.12567138672,112272.76733398438,80276.80517578125,74220.0849609375,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(18:1),PS,182817.53295898438,108844.2880859375,146035.7716064453,121336.80883789062,122651.12780761719,171116.93115234375,193932.4141845703,144740.71069335938,91696.02667236328,122514.56774902344,195331.77325439453,99476.30783081055,66536.56427001953,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(18:2),PS,91521.54638671875,84231.32641601562,68973.32501220703,83493.82556152344,73734.02545166016,72730.72552490234,92899.50689697266,77694.30554199219,66142.46514892578,63298.62487792969,67490.90515136719,55189.543895721436,48057.463623046875,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(18:3),PS,75488.40563964844,67402.8046875,57358.184478759766,68822.16534423828,57430.424072265625,57229.14419555664,69530.90496826172,57312.70391845703,58974.464294433594,57640.02429199219,67855.50469970703,56856.34426116943,49115.5032043457,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(20:0),PS,95531.88648605347,94211.24615478516,82173.28625488281,90361.78639984131,69800.76487731934,88658.96569824219,89363.42640304565,74745.0456237793,68689.30480957031,65595.14428710938,79634.96551513672,60093.72412109375,60208.723945617676,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(20:1),PS,171246.6721458435,174768.8924560547,151573.94921875,185122.6721611023,128016.94973373413,172694.61193847656,219893.17487716675,140772.82955169678,124387.09008026123,126421.42895507812,159709.77087402344,113977.60752105713,97257.40671157837,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(20:2),PS,267590.9405822754,207885.7162475586,254937.9384765625,336505.54637145996,292311.5035209656,293096.1827392578,425298.5676307678,255427.17929458618,165912.73085021973,231573.2589111328,129815.4292602539,170829.67150878906,41663.323123931885,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(20:3),PS,116243.9882850647,81187.90542602539,67045.42477416992,85014.78592681885,50620.40361022949,77936.52563476562,71640.9256439209,83506.60495758057,72911.92495727539,74252.82550048828,69629.8851928711,61750.644454956055,52617.96396255493,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(20:4),PS,52734.20390319824,46696.52332305908,46506.023193359375,56155.94413757324,35903.722202301025,54465.14399719238,56374.28408050537,39352.262828826904,46392.50342941284,40231.682777404785,47652.52340698242,36446.562450408936,30552.182189941406,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(20:5),PS,38359.082748413086,49782.96377944946,43818.183139801025,51950.80348587036,19287.641395568848,49586.58377838135,69890.80435562134,19190.241344451904,27901.462020874023,45190.18299484253,52362.36363220215,35806.76252365112,26183.58193206787,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(21:0),PS,264196.49658203125,314902.32263183594,240074.416015625,310956.1026611328,223159.11572265625,258223.1182861328,312908.84704589844,238014.33618164062,178469.6934814453,151607.4913330078,190828.73376464844,122692.96824645996,113976.40759277344,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(22:0),PS,132515.3896484375,131688.88891601562,121148.24841308594,132712.189453125,116450.52807617188,123631.44860839844,379026.48779296875,123016.94982910156,99164.26708984375,95220.26708984375,282104.38049316406,90727.04664230347,81659.765625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(22:1),PS,199635.35473632812,185970.07202148438,229041.43432617188,248639.05834960938,249308.63696289062,307674.78076171875,250240.85986328125,164023.09106445312,168212.59252929688,166727.33166503906,210119.63427734375,199021.7148513794,144813.98962402344,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
LPS(22:2),PS,97972.10675048828,121558.1481628418,106986.40747070312,107697.80853271484,87986.64614868164,97243.46719360352,119823.96759033203,120290.92840576172,64335.14422607422,51680.38415527344,76935.54528808594,51880.443645477295,45866.30322265625,Sex: Male | Genotype: 5xFAD | Brain Region: hippocampus cortex ,Sex: Male | Genotype: WT | Brain Region: hippocampus cortex ,Sex: Male__Genotype: 5xFAD__Brain Region: hippocampus cortex  vs Sex: Male__Genotype: WT__Brain Region: hippocampus cortex ,8,4,Blank_Blank_Blank_Blank_Blank
