Unnamed: 0,Class,Lipid,OzESI_Intensity,Precursor_Ion,Product_Ion,Retention_Time,Sample_ID,Transition,Unnamed: 0.1,n-7,n-9,n-12,db_pos,Ratio
12081,,[TG(50:3)]_FA18:1,290.0,736.7,547.5,11.54,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12081,654.7,626.7,584.7,n-9,
162024,TG,TG(55:3)]_FA18:1,224.0,916.8,617.5,11.11,11282023_DOD94_F3_WT_cortex_O3on_01,916.8 -> 617.5,162024,834.8,806.8,764.8,,
174380,,[TG(45:4)]_FA16:1,207.0,692.6,503.4,10.92,11282023_DOD94_F3_WT_dienc_O3on_01,692.6 -> 503.4,174380,610.6,582.6,540.6,n-7,
180590,,[TG(50:3)]_FA18:1,321.0,736.7,547.5,11.67,11282023_DOD94_F3_WT_dienc_O3on_01,736.7 -> 547.5,180590,654.7,626.7,584.7,n-9,
237437,TG,[TG(52:6)]_FA18:2,601.0,868.8,571.5,10.93,11282023_DOD94_F3_WT_dienc_O3on_01,868.8 -> 571.5,237437,786.8,758.8,716.8,,
349492,,[TG(50:3)]_FA18:1,338.0,736.7,547.5,11.85,11282023_FAD184_F3_WT_cereb_O3on_01,736.7 -> 547.5,349492,654.7,626.7,584.7,n-9,
14523,,[TG(45:3)]_FA16:1,242.0,694.6,505.4,10.65,11282023_FAD184_F3_WT_cortex_O3on_01,694.6 -> 505.4,428284,612.6,584.6,542.6,n-7,
35922,TG,[TG(45:4)]_FA16:1,218.0,774.7,503.4,10.86,11282023_FAD184_F3_WT_cortex_O3on_01,774.7 -> 503.4,449683,692.7,664.7,622.7,,
14523,,[TG(50:3)]_FA18:1,242.0,694.6,505.4,10.65,11282023_FAD184_F3_WT_cortex_O3on_01,694.6 -> 505.4,428284,612.6,584.6,542.6,n-12,
29164,,[TG(52:5)]_FA16:1,233.0,760.7,599.5,10.78,11282023_FAD184_F3_WT_cortex_O3on_01,760.7 -> 599.5,442925,678.7,650.7,608.7,n-9,
77021,TG,[TG(52:6)]_FA18:2,379.0,868.8,571.5,10.84,11282023_FAD184_F3_WT_cortex_O3on_01,868.8 -> 571.5,490782,786.8,758.8,716.8,,
43241,,[TG(52:6)]_FA18:2,503.0,786.7,597.5,10.86,11282023_FAD184_F3_WT_cortex_O3on_01,786.7 -> 597.5,457002,704.7,676.7,634.7,n-7,
43241,,[TG(54:6)]_FA18:1,503.0,786.7,597.5,10.86,11282023_FAD184_F3_WT_cortex_O3on_01,786.7 -> 597.5,457002,704.7,676.7,634.7,n-9,
158108,TG,[TG(50:3)]_FA18:1,205.0,846.8,547.5,11.56,11282023_FAD184_F3_WT_dienc_O3on_01,846.8 -> 547.5,571869,764.8,736.8,694.8,,
189079,,[TG(50:3)]_FA18:1,270.0,736.7,547.5,11.89,11282023_FAD184_F3_WT_hippo_O3on_01,736.7 -> 547.5,602840,654.7,626.7,584.7,n-9,
268457,,[TG(45:3)]_FA16:1,210.0,694.6,547.5,11.68,11282023_FAD184_F4_WT_cereb_O3on_01,694.6 -> 547.5,682218,612.6,584.6,542.6,n-7,
268457,,[TG(50:3)]_FA18:1,210.0,694.6,547.5,11.68,11282023_FAD184_F4_WT_cereb_O3on_01,694.6 -> 547.5,682218,612.6,584.6,542.6,n-12,
273494,,[TG(50:3)]_FA18:1,212.0,736.7,547.5,10.34,11282023_FAD184_F4_WT_cereb_O3on_01,736.7 -> 547.5,687255,654.7,626.7,584.7,n-9,
357971,,[TG(50:3)]_FA18:1,290.0,736.7,547.5,11.58,11282023_FAD184_F4_WT_cortex_O3on_01,736.7 -> 547.5,771732,654.7,626.7,584.7,n-9,
166594,TG,[TG(50:3)]_FA18:1,227.0,846.8,547.5,11.6,11282023_FAD184_F4_WT_hippo_O3on_01,846.8 -> 547.5,994116,764.8,736.8,694.8,,
113111,,[TG(50:3)]_FA18:1,270.0,736.7,547.5,11.72,11282023_FAD184_F4_WT_hippo_O3on_01,736.7 -> 547.5,940633,654.7,626.7,584.7,n-9,
222876,,TG(54:4)]_FA18:1,360.0,790.7,601.5,10.86,11282023_FAD185_M4_WT_cereb_O3on_01,790.7 -> 601.5,1050398,708.7,680.7,638.7,n-9,
234710,,TG(55:0)]_FA16:1,312.0,812.8,623.6,11.34,11282023_FAD185_M4_WT_cereb_O3on_01,812.8 -> 623.6,1062232,730.8,702.8,660.8,n-9,
234710,,TG(55:0)]_FA18:1,312.0,812.8,623.6,11.34,11282023_FAD185_M4_WT_cereb_O3on_01,812.8 -> 623.6,1062232,730.8,702.8,660.8,n-9,
263435,TG,TG(55:3)]_FA18:1,272.0,916.8,617.5,11.86,11282023_FAD185_M4_WT_cereb_O3on_01,916.8 -> 617.5,1090957,834.8,806.8,764.8,,
262849,TG,TG(55:4)]_FA18:1,227.0,914.8,615.5,10.84,11282023_FAD185_M4_WT_cereb_O3on_01,914.8 -> 615.5,1090371,832.8,804.8,762.8,,
187426,,[TG(45:3)]_FA16:1,234.0,624.5,505.4,11.72,11282023_FAD185_M4_WT_cereb_O3on_01,624.5 -> 505.4,1014948,542.5,514.5,472.5,n-12,
191910,,[TG(45:3)]_FA16:1,684.0,694.6,505.4,10.83,11282023_FAD185_M4_WT_cereb_O3on_01,694.6 -> 505.4,1019432,612.6,584.6,542.6,n-7,
213305,TG,[TG(45:4)]_FA16:1,509.0,774.7,503.4,10.86,11282023_FAD185_M4_WT_cereb_O3on_01,774.7 -> 503.4,1040827,692.7,664.7,622.7,,
191348,,[TG(45:4)]_FA16:1,312.0,692.6,503.4,10.88,11282023_FAD185_M4_WT_cereb_O3on_01,692.6 -> 503.4,1018870,610.6,582.6,540.6,n-7,
191910,,[TG(50:3)]_FA18:1,684.0,694.6,505.4,10.83,11282023_FAD185_M4_WT_cereb_O3on_01,694.6 -> 505.4,1019432,612.6,584.6,542.6,n-12,
197542,,[TG(50:3)]_FA18:1,253.0,736.7,547.5,10.92,11282023_FAD185_M4_WT_cereb_O3on_01,736.7 -> 547.5,1025064,654.7,626.7,584.7,n-9,
256094,TG,[TG(52:5)]_FA16:1,779.0,870.8,599.5,10.89,11282023_FAD185_M4_WT_cereb_O3on_01,870.8 -> 599.5,1083616,788.8,760.8,718.8,,
221191,,[TG(52:5)]_FA16:1,267.0,788.7,599.5,11.04,11282023_FAD185_M4_WT_cereb_O3on_01,788.7 -> 599.5,1048713,706.7,678.7,636.7,n-7,
254404,TG,[TG(52:6)]_FA18:2,3139.0,868.8,571.5,10.84,11282023_FAD185_M4_WT_cereb_O3on_01,868.8 -> 571.5,1081926,786.8,758.8,716.8,,
220624,,[TG(52:6)]_FA18:2,2526.0,786.7,597.5,10.86,11282023_FAD185_M4_WT_cereb_O3on_01,786.7 -> 597.5,1048146,704.7,676.7,634.7,n-7,
221191,,[TG(54:5)]_FA18:1,267.0,788.7,599.5,11.04,11282023_FAD185_M4_WT_cereb_O3on_01,788.7 -> 599.5,1048713,706.7,678.7,636.7,n-9,
258346,TG,[TG(54:6)]_FA18:1,397.0,896.8,597.5,10.89,11282023_FAD185_M4_WT_cereb_O3on_01,896.8 -> 597.5,1085868,814.8,786.8,744.8,,
220624,,[TG(54:6)]_FA18:1,2526.0,786.7,597.5,10.86,11282023_FAD185_M4_WT_cereb_O3on_01,786.7 -> 597.5,1048146,704.7,676.7,634.7,n-9,
276361,,[TG(45:3)]_FA16:1,296.0,694.6,505.4,10.92,11282023_FAD185_M4_WT_cortex_O3on_01,694.6 -> 505.4,1103883,612.6,584.6,542.6,n-7,
297754,TG,[TG(45:4)]_FA16:1,330.0,774.7,503.4,10.86,11282023_FAD185_M4_WT_cortex_O3on_01,774.7 -> 503.4,1125276,692.7,664.7,622.7,,
276361,,[TG(50:3)]_FA18:1,296.0,694.6,505.4,10.92,11282023_FAD185_M4_WT_cortex_O3on_01,694.6 -> 505.4,1103883,612.6,584.6,542.6,n-12,
306199,,[TG(52:5)]_FA16:1,705.0,788.7,599.5,10.86,11282023_FAD185_M4_WT_cortex_O3on_01,788.7 -> 599.5,1133721,706.7,678.7,636.7,n-7,
338853,TG,[TG(52:6)]_FA18:2,2971.0,868.8,571.5,10.84,11282023_FAD185_M4_WT_cortex_O3on_01,868.8 -> 571.5,1166375,786.8,758.8,716.8,,
305073,,[TG(52:6)]_FA18:2,955.0,786.7,597.5,10.86,11282023_FAD185_M4_WT_cortex_O3on_01,786.7 -> 597.5,1132595,704.7,676.7,634.7,n-7,
306199,,[TG(54:5)]_FA18:1,705.0,788.7,599.5,10.86,11282023_FAD185_M4_WT_cortex_O3on_01,788.7 -> 599.5,1133721,706.7,678.7,636.7,n-9,2.8
321398,,[TG(54:5)]_FA18:1,252.0,816.7,599.5,10.76,11282023_FAD185_M4_WT_cortex_O3on_01,816.7 -> 599.5,1148920,734.7,706.7,664.7,n-7,
305073,,[TG(54:6)]_FA18:1,955.0,786.7,597.5,10.86,11282023_FAD185_M4_WT_cortex_O3on_01,786.7 -> 597.5,1132595,704.7,676.7,634.7,n-9,
361381,,[TG(45:3)]_FA16:1,213.0,694.6,547.5,11.28,11282023_FAD185_M4_WT_dienc_O3on_01,694.6 -> 547.5,1188903,612.6,584.6,542.6,n-7,
361381,,[TG(50:3)]_FA18:1,213.0,694.6,547.5,11.28,11282023_FAD185_M4_WT_dienc_O3on_01,694.6 -> 547.5,1188903,612.6,584.6,542.6,n-12,
366457,,[TG(50:3)]_FA18:1,212.0,736.7,547.5,11.67,11282023_FAD185_M4_WT_dienc_O3on_01,736.7 -> 547.5,1193979,654.7,626.7,584.7,n-9,
9542,TG,[TG(52:6)]_FA18:2,551.0,868.8,571.5,10.89,11282023_FAD185_M4_WT_dienc_O3on_01,868.8 -> 571.5,1250825,786.8,758.8,716.8,,
37140,,[TG(50:3)]_FA18:1,269.0,736.7,547.5,11.45,11282023_FAD185_M4_WT_hippo_O3on_01,736.7 -> 547.5,1278423,654.7,626.7,584.7,n-9,
93993,TG,[TG(52:6)]_FA18:2,231.0,868.8,571.5,10.98,11282023_FAD185_M4_WT_hippo_O3on_01,868.8 -> 571.5,1335276,786.8,758.8,716.8,,
184640,TG,TG(54:3)]_FA18:1,278.0,902.8,603.5,11.2,11282023_FAD189_M3_WT_cereb_O3on_01,902.8 -> 603.5,1425923,820.8,792.8,750.8,,
116532,,[TG(45:3)]_FA16:1,271.0,694.6,547.5,11.9,11282023_FAD189_M3_WT_cereb_O3on_01,694.6 -> 547.5,1357815,612.6,584.6,542.6,n-7,
116532,,[TG(50:3)]_FA18:1,271.0,694.6,547.5,11.9,11282023_FAD189_M3_WT_cereb_O3on_01,694.6 -> 547.5,1357815,612.6,584.6,542.6,n-12,
121594,,[TG(50:3)]_FA18:1,381.0,736.7,547.5,11.67,11282023_FAD189_M3_WT_cereb_O3on_01,736.7 -> 547.5,1362877,654.7,626.7,584.7,n-9,
178440,TG,[TG(52:6)]_FA18:2,271.0,868.8,571.5,10.89,11282023_FAD189_M3_WT_cereb_O3on_01,868.8 -> 571.5,1419723,786.8,758.8,716.8,,
144659,,[TG(52:6)]_FA18:2,356.0,786.7,597.5,10.86,11282023_FAD189_M3_WT_cereb_O3on_01,786.7 -> 597.5,1385942,704.7,676.7,634.7,n-7,
160985,,[TG(54:5)]_FA18:1,246.0,816.7,599.5,10.81,11282023_FAD189_M3_WT_cereb_O3on_01,816.7 -> 599.5,1402268,734.7,706.7,664.7,n-7,
144659,,[TG(54:6)]_FA18:1,356.0,786.7,597.5,10.86,11282023_FAD189_M3_WT_cereb_O3on_01,786.7 -> 597.5,1385942,704.7,676.7,634.7,n-9,
205459,TAG | DAG,DG(43:2)_C18:1,228.0,736.6,437.3,10.74,11282023_FAD189_M3_WT_cortex_O3on_01,736.6 -> 437.3,1446742,654.6,626.6,584.6,,
196449,,DG(43:2)_C18:1,368.0,626.5,437.3,10.66,11282023_FAD189_M3_WT_cortex_O3on_01,626.5 -> 437.3,1437732,544.5,516.5,474.5,n-9,
224064,TG,[TG(45:3)]_FA16:1,788.0,776.7,505.4,11.89,11282023_FAD189_M3_WT_cortex_O3on_01,776.7 -> 505.4,1465347,694.7,666.7,624.7,,
195881,,[TG(45:3)]_FA16:1,269.0,624.5,505.4,10.43,11282023_FAD189_M3_WT_cortex_O3on_01,624.5 -> 505.4,1437164,542.5,514.5,472.5,n-12,
200418,,[TG(45:3)]_FA16:1,625.0,694.6,505.4,11.9,11282023_FAD189_M3_WT_cortex_O3on_01,694.6 -> 505.4,1441701,612.6,584.6,542.6,n-7,
221789,TG,[TG(45:4)]_FA16:1,385.0,774.7,503.4,10.86,11282023_FAD189_M3_WT_cortex_O3on_01,774.7 -> 503.4,1463072,692.7,664.7,622.7,,
196449,,[TG(50:3)]_FA18:1,368.0,626.5,437.3,10.66,11282023_FAD189_M3_WT_cortex_O3on_01,626.5 -> 437.3,1437732,544.5,516.5,474.5,n-9n-9,
200418,,[TG(50:3)]_FA18:1,625.0,694.6,505.4,11.9,11282023_FAD189_M3_WT_cortex_O3on_01,694.6 -> 505.4,1441701,612.6,584.6,542.6,n-12,
206048,,[TG(50:3)]_FA18:1,377.0,736.7,547.5,11.89,11282023_FAD189_M3_WT_cortex_O3on_01,736.7 -> 547.5,1447331,654.7,626.7,584.7,n-9,
229671,,[TG(52:5)]_FA16:1,266.0,788.7,599.5,10.86,11282023_FAD189_M3_WT_cortex_O3on_01,788.7 -> 599.5,1470954,706.7,678.7,636.7,n-7,
262888,TG,[TG(52:6)]_FA18:2,1388.0,868.8,571.5,10.84,11282023_FAD189_M3_WT_cortex_O3on_01,868.8 -> 571.5,1504171,786.8,758.8,716.8,,
229108,,[TG(52:6)]_FA18:2,516.0,786.7,597.5,10.86,11282023_FAD189_M3_WT_cortex_O3on_01,786.7 -> 597.5,1470391,704.7,676.7,634.7,n-7,
229671,,[TG(54:5)]_FA18:1,266.0,788.7,599.5,10.86,11282023_FAD189_M3_WT_cortex_O3on_01,788.7 -> 599.5,1470954,706.7,678.7,636.7,n-9,
229108,,[TG(54:6)]_FA18:1,516.0,786.7,597.5,10.86,11282023_FAD189_M3_WT_cortex_O3on_01,786.7 -> 597.5,1470391,704.7,676.7,634.7,n-9,
301171,,TG(55:3)]_FA18:1,318.0,764.7,547.5,10.87,11282023_FAD189_M3_WT_dienc_O3on_01,764.7 -> 547.5,1542454,682.7,654.7,612.7,n-12,
284867,,[TG(45:3)]_FA16:1,237.0,694.6,505.4,11.9,11282023_FAD189_M3_WT_dienc_O3on_01,694.6 -> 505.4,1526150,612.6,584.6,542.6,n-7,
290487,,[TG(50:3)]_FA18:1,299.0,736.7,547.5,11.45,11282023_FAD189_M3_WT_dienc_O3on_01,736.7 -> 547.5,1531770,654.7,626.7,584.7,n-9,0.94
284867,,[TG(50:3)]_FA18:1,237.0,694.6,505.4,11.9,11282023_FAD189_M3_WT_dienc_O3on_01,694.6 -> 505.4,1526150,612.6,584.6,542.6,n-12,
301171,,[TG(50:3)]_FA18:1,318.0,764.7,547.5,10.87,11282023_FAD189_M3_WT_dienc_O3on_01,764.7 -> 547.5,1542454,682.7,654.7,612.7,n-7,
347337,TG,[TG(52:6)]_FA18:2,222.0,868.8,571.5,10.84,11282023_FAD189_M3_WT_dienc_O3on_01,868.8 -> 571.5,1588620,786.8,758.8,716.8,,
107000,TG,[TG(54:5)]_FA18:1,299.0,898.8,599.5,11.82,11292023_DOD93_F4_5xFAD_cereb_O3on_01,898.8 -> 599.5,1762044,816.8,788.8,746.8,,
130082,,[TG(50:3)]_FA18:1,214.0,736.7,547.5,11.85,11292023_DOD93_F4_5xFAD_cortex_O3on_01,736.7 -> 547.5,1785126,654.7,626.7,584.7,n-9,
203807,,[TG(45:4)]_FA16:1,254.0,622.5,503.4,10.66,11292023_DOD93_F4_5xFAD_dienc_O3on_01,622.5 -> 503.4,1858851,540.5,512.5,470.5,n-12,
214515,,[TG(50:3)]_FA18:1,219.0,736.7,547.5,11.14,11292023_DOD93_F4_5xFAD_dienc_O3on_01,736.7 -> 547.5,1869559,654.7,626.7,584.7,n-9,
303481,,TG(54:4)]_FA18:1,212.0,748.6,629.5,11.71,11292023_DOD93_F4_5xFAD_hippo_O3on_01,748.6 -> 629.5,1958525,666.6,638.6,596.6,n-12,
382832,TAG | DAG,DG(43:2)_C18:1,220.0,736.6,437.3,10.34,11292023_DOD94_F4_5xFAD_cereb_O3on_01,736.6 -> 437.3,2037876,654.6,626.6,584.6,,
31589,TG,TG(54:4)]_FA18:1,205.0,900.8,601.5,11.42,11292023_DOD94_F4_5xFAD_cereb_O3on_01,900.8 -> 601.5,2100394,818.8,790.8,748.8,,
5138,,TG(55:3)]_FA18:1,203.0,806.6,631.5,11.88,11292023_DOD94_F4_5xFAD_cereb_O3on_01,806.6 -> 631.5,2073943,724.6,696.6,654.6,n-9,
383413,,[TG(50:3)]_FA18:1,302.0,736.7,547.5,11.14,11292023_DOD94_F4_5xFAD_cereb_O3on_01,736.7 -> 547.5,2038457,654.7,626.7,584.7,n-9,
28221,TG,[TG(52:5)]_FA16:1,211.0,870.8,599.5,11.86,11292023_DOD94_F4_5xFAD_cereb_O3on_01,870.8 -> 599.5,2097026,788.8,760.8,718.8,,
406499,,[TG(52:6)]_FA18:2,311.0,786.7,597.5,11.26,11292023_DOD94_F4_5xFAD_cereb_O3on_01,786.7 -> 597.5,2061543,704.7,676.7,634.7,n-7,
406499,,[TG(54:6)]_FA18:1,311.0,786.7,597.5,11.26,11292023_DOD94_F4_5xFAD_cereb_O3on_01,786.7 -> 597.5,2061543,704.7,676.7,634.7,n-9,
79447,,TG(54:4)]_FA18:1,272.0,790.7,601.5,11.61,11292023_DOD94_F4_5xFAD_cortex_O3on_01,790.7 -> 601.5,2148252,708.7,680.7,638.7,n-9,
51293,,[TG(52:5)]_FA16:1,209.0,718.6,599.5,11.45,11292023_DOD94_F4_5xFAD_cortex_O3on_01,718.6 -> 599.5,2120098,636.6,608.6,566.6,n-12,
163890,,TG(54:4)]_FA18:1,260.0,790.7,601.5,11.35,11292023_DOD94_F4_5xFAD_dienc_O3on_01,790.7 -> 601.5,2232695,708.7,680.7,638.7,n-9,
350232,,TG(54:3)]_FA18:1,313.0,820.7,631.5,10.94,11292023_FAD185_M1_5xFAD_cereb_O3on_01,820.7 -> 631.5,2419037,738.7,710.7,668.7,n-7,
332790,,TG(54:4)]_FA18:1,282.0,790.7,601.5,11.44,11292023_FAD185_M1_5xFAD_cereb_O3on_01,790.7 -> 601.5,2401595,708.7,680.7,638.7,n-9,
302391,,[TG(45:3)]_FA16:1,222.0,694.6,547.5,11.59,11292023_FAD185_M1_5xFAD_cereb_O3on_01,694.6 -> 547.5,2371196,612.6,584.6,542.6,n-7,
302391,,[TG(50:3)]_FA18:1,222.0,694.6,547.5,11.59,11292023_FAD185_M1_5xFAD_cereb_O3on_01,694.6 -> 547.5,2371196,612.6,584.6,542.6,n-12,
331662,,[TG(52:5)]_FA16:1,272.0,788.7,599.5,11.35,11292023_FAD185_M1_5xFAD_cereb_O3on_01,788.7 -> 599.5,2400467,706.7,678.7,636.7,n-7,
364311,TG,[TG(52:6)]_FA18:2,465.0,868.8,571.5,11.11,11292023_FAD185_M1_5xFAD_cereb_O3on_01,868.8 -> 571.5,2433116,786.8,758.8,716.8,,
331662,,[TG(54:5)]_FA18:1,272.0,788.7,599.5,11.35,11292023_FAD185_M1_5xFAD_cereb_O3on_01,788.7 -> 599.5,2400467,706.7,678.7,636.7,n-9,
381758,,[TG(45:3)]_FA16:1,258.0,624.5,505.4,10.92,11292023_FAD185_M1_5xFAD_cortex_O3on_01,624.5 -> 505.4,2450563,542.5,514.5,472.5,n-12,
386249,,[TG(45:3)]_FA16:1,256.0,694.6,505.4,10.34,11292023_FAD185_M1_5xFAD_cortex_O3on_01,694.6 -> 505.4,2455054,612.6,584.6,542.6,n-7,
386249,,[TG(50:3)]_FA18:1,256.0,694.6,505.4,10.34,11292023_FAD185_M1_5xFAD_cortex_O3on_01,694.6 -> 505.4,2455054,612.6,584.6,542.6,n-12,
1781,,[TG(52:5)]_FA16:1,410.0,788.7,599.5,11.08,11292023_FAD185_M1_5xFAD_cortex_O3on_01,788.7 -> 599.5,2484347,706.7,678.7,636.7,n-7,
1781,,[TG(54:5)]_FA18:1,410.0,788.7,599.5,11.08,11292023_FAD185_M1_5xFAD_cortex_O3on_01,788.7 -> 599.5,2484347,706.7,678.7,636.7,n-9,
89621,,TG(54:3)]_FA18:1,252.0,792.7,603.5,11.66,11292023_FAD185_M1_5xFAD_dienc_O3on_01,792.7 -> 603.5,2572187,710.7,682.7,640.7,n-9,1.25
105383,,TG(54:3)]_FA18:1,202.0,820.7,631.5,11.56,11292023_FAD185_M1_5xFAD_dienc_O3on_01,820.7 -> 631.5,2587949,738.7,710.7,668.7,n-7,
51898,,[TG(45:4)]_FA16:1,291.0,622.5,503.4,11.59,11292023_FAD185_M1_5xFAD_dienc_O3on_01,622.5 -> 503.4,2534464,540.5,512.5,470.5,n-12,
59769,,[TG(52:5)]_FA16:1,318.0,718.6,599.5,11.1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,718.6 -> 599.5,2542335,636.6,608.6,566.6,n-12,
86793,,[TG(52:5)]_FA16:1,238.0,788.7,599.5,11.08,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,2569359,706.7,678.7,636.7,n-7,
86793,,[TG(54:5)]_FA18:1,238.0,788.7,599.5,11.08,11292023_FAD185_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,2569359,706.7,678.7,636.7,n-9,
174063,,TG(54:3)]_FA18:1,294.0,792.7,603.5,11.35,11292023_FAD185_M1_5xFAD_hippo_O3on_01,792.7 -> 603.5,2656629,710.7,682.7,640.7,n-9,
196595,,TG(55:0)]_FA16:1,219.0,840.8,651.6,11.87,11292023_FAD185_M1_5xFAD_hippo_O3on_01,840.8 -> 651.6,2679161,758.8,730.8,688.8,n-7,
196595,,TG(55:0)]_FA18:1,219.0,840.8,651.6,11.87,11292023_FAD185_M1_5xFAD_hippo_O3on_01,840.8 -> 651.6,2679161,758.8,730.8,688.8,n-7,
157735,,TG(55:3)]_FA18:1,207.0,764.7,547.5,11.31,11292023_FAD185_M1_5xFAD_hippo_O3on_01,764.7 -> 547.5,2640301,682.7,654.7,612.7,n-12,
136347,,[TG(45:4)]_FA16:1,298.0,622.5,503.4,11.59,11292023_FAD185_M1_5xFAD_hippo_O3on_01,622.5 -> 503.4,2618913,540.5,512.5,470.5,n-12,
157735,,[TG(50:3)]_FA18:1,207.0,764.7,547.5,11.31,11292023_FAD185_M1_5xFAD_hippo_O3on_01,764.7 -> 547.5,2640301,682.7,654.7,612.7,n-7,
256811,,TG(54:4)]_FA18:1,388.0,790.7,601.5,10.77,11292023_FAD185_M3_5xFAD_cereb_O3on_01,790.7 -> 601.5,2739377,708.7,680.7,638.7,n-9,
243321,,TG(55:0)]_FA16:1,285.0,770.7,651.6,11.76,11292023_FAD185_M3_5xFAD_cereb_O3on_01,770.7 -> 651.6,2725887,688.7,660.7,618.7,n-12,
243321,,TG(55:0)]_FA18:1,285.0,770.7,651.6,11.76,11292023_FAD185_M3_5xFAD_cereb_O3on_01,770.7 -> 651.6,2725887,688.7,660.7,618.7,n-12,
297371,TG,TG(55:3)]_FA18:1,412.0,916.8,617.5,11.82,11292023_FAD185_M3_5xFAD_cereb_O3on_01,916.8 -> 617.5,2779937,834.8,806.8,764.8,,
296785,TG,TG(55:4)]_FA18:1,229.0,914.8,615.5,10.79,11292023_FAD185_M3_5xFAD_cereb_O3on_01,914.8 -> 615.5,2779351,832.8,804.8,762.8,,
249489,TG,[TG(45:3)]_FA16:1,215.0,776.7,505.4,10.64,11292023_FAD185_M3_5xFAD_cereb_O3on_01,776.7 -> 505.4,2732055,694.7,666.7,624.7,,
247242,TG,[TG(45:4)]_FA16:1,419.0,774.7,503.4,10.86,11292023_FAD185_M3_5xFAD_cereb_O3on_01,774.7 -> 503.4,2729808,692.7,664.7,622.7,,
231480,,[TG(50:3)]_FA18:1,324.0,736.7,547.5,10.96,11292023_FAD185_M3_5xFAD_cereb_O3on_01,736.7 -> 547.5,2714046,654.7,626.7,584.7,n-9,
290031,TG,[TG(52:5)]_FA16:1,265.0,870.8,599.5,10.89,11292023_FAD185_M3_5xFAD_cereb_O3on_01,870.8 -> 599.5,2772597,788.8,760.8,718.8,,
255125,,[TG(52:5)]_FA16:1,1435.0,788.7,599.5,10.9,11292023_FAD185_M3_5xFAD_cereb_O3on_01,788.7 -> 599.5,2737691,706.7,678.7,636.7,n-7,
288341,TG,[TG(52:6)]_FA18:2,1623.0,868.8,571.5,10.84,11292023_FAD185_M3_5xFAD_cereb_O3on_01,868.8 -> 571.5,2770907,786.8,758.8,716.8,,
254561,,[TG(52:6)]_FA18:2,2291.0,786.7,597.5,10.86,11292023_FAD185_M3_5xFAD_cereb_O3on_01,786.7 -> 597.5,2737127,704.7,676.7,634.7,n-7,
255125,,[TG(54:5)]_FA18:1,1435.0,788.7,599.5,10.9,11292023_FAD185_M3_5xFAD_cereb_O3on_01,788.7 -> 599.5,2737691,706.7,678.7,636.7,n-9,
254561,,[TG(54:6)]_FA18:1,2291.0,786.7,597.5,10.86,11292023_FAD185_M3_5xFAD_cereb_O3on_01,786.7 -> 597.5,2737127,704.7,676.7,634.7,n-9,
306346,,DG(43:2)_C18:1,242.0,626.5,437.3,10.43,11292023_FAD185_M3_5xFAD_cortex_O3on_01,626.5 -> 437.3,2788912,544.5,516.5,474.5,n-9,
379551,TG,TG(54:2)]_FA18:1,208.0,904.8,605.5,11.06,11292023_FAD185_M3_5xFAD_cortex_O3on_01,904.8 -> 605.5,2862117,822.8,794.8,752.8,,
378995,TG,TG(54:3)]_FA18:1,329.0,902.8,603.5,11.37,11292023_FAD185_M3_5xFAD_cortex_O3on_01,902.8 -> 603.5,2861561,820.8,792.8,750.8,,
342974,,TG(54:3)]_FA18:1,217.0,792.7,603.5,11.88,11292023_FAD185_M3_5xFAD_cortex_O3on_01,792.7 -> 603.5,2825540,710.7,682.7,640.7,n-9,
