Unnamed: 0,Class,Lipid,OzESI_Intensity,Precursor_Ion,Product_Ion,Retention_Time,Sample_ID,Transition,Unnamed: 0.1,n-7,n-9,n-12,db_pos,Ratio
12094,,[TG(50:3)]_FA18:1,320.0,736.7,547.5,12.12,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12094,654.7,626.7,584.7,n-9,
70662,TG,[TG(52:5)]_FA16:1,230.0,870.8,599.5,12.8,11282023_DOD94_F3_WT_cereb_O3on_01,870.8 -> 599.5,70662,788.8,760.8,718.8,,
35738,,[TG(52:5)]_FA16:1,673.0,788.7,599.5,12.02,11282023_DOD94_F3_WT_cereb_O3on_01,788.7 -> 599.5,35738,706.7,678.7,636.7,n-7,
35738,,[TG(54:5)]_FA18:1,673.0,788.7,599.5,12.02,11282023_DOD94_F3_WT_cereb_O3on_01,788.7 -> 599.5,35738,706.7,678.7,636.7,n-9,
72896,TG,[TG(54:6)]_FA18:1,270.0,896.8,597.5,12.0,11282023_DOD94_F3_WT_cereb_O3on_01,896.8 -> 597.5,72896,814.8,786.8,744.8,,
132329,,TG(55:3)]_FA18:1,214.0,806.7,617.5,12.45,11282023_DOD94_F3_WT_cortex_O3on_01,806.7 -> 617.5,132329,724.7,696.7,654.7,n-9,
114398,TG,[TG(45:3)]_FA16:1,619.0,776.7,505.4,11.97,11282023_DOD94_F3_WT_cortex_O3on_01,776.7 -> 505.4,114398,694.7,666.7,624.7,,
90879,,[TG(45:3)]_FA16:1,202.0,694.6,505.4,12.03,11282023_DOD94_F3_WT_cortex_O3on_01,694.6 -> 505.4,90879,612.6,584.6,542.6,n-7,
90879,,[TG(50:3)]_FA18:1,202.0,694.6,505.4,12.03,11282023_DOD94_F3_WT_cortex_O3on_01,694.6 -> 505.4,90879,612.6,584.6,542.6,n-12,
96478,,[TG(50:3)]_FA18:1,763.0,736.7,547.5,11.98,11282023_DOD94_F3_WT_cortex_O3on_01,736.7 -> 547.5,96478,654.7,626.7,584.7,n-9,
154751,TG,[TG(52:5)]_FA16:1,593.0,870.8,599.5,12.0,11282023_DOD94_F3_WT_cortex_O3on_01,870.8 -> 599.5,154751,788.8,760.8,718.8,,
119999,,[TG(52:5)]_FA16:1,1126.0,788.7,599.5,12.02,11282023_DOD94_F3_WT_cortex_O3on_01,788.7 -> 599.5,119999,706.7,678.7,636.7,n-7,
119999,,[TG(54:5)]_FA18:1,1126.0,788.7,599.5,12.02,11282023_DOD94_F3_WT_cortex_O3on_01,788.7 -> 599.5,119999,706.7,678.7,636.7,n-9,
205938,,TG(54:4)]_FA18:1,436.0,790.7,601.5,12.24,11282023_DOD94_F3_WT_dienc_O3on_01,790.7 -> 601.5,205938,708.7,680.7,638.7,n-9,
216632,,TG(55:3)]_FA18:1,215.0,806.7,617.5,12.1,11282023_DOD94_F3_WT_dienc_O3on_01,806.7 -> 617.5,216632,724.7,696.7,654.7,n-9,
198615,TG,[TG(45:3)]_FA16:1,650.0,776.7,505.4,12.06,11282023_DOD94_F3_WT_dienc_O3on_01,776.7 -> 505.4,198615,694.7,666.7,624.7,,
174969,,[TG(45:3)]_FA16:1,447.0,694.6,505.4,12.07,11282023_DOD94_F3_WT_dienc_O3on_01,694.6 -> 505.4,174969,612.6,584.6,542.6,n-7,
174969,,[TG(50:3)]_FA18:1,447.0,694.6,505.4,12.07,11282023_DOD94_F3_WT_dienc_O3on_01,694.6 -> 505.4,174969,612.6,584.6,542.6,n-12,
234099,TG,[TG(50:3)]_FA18:1,228.0,846.8,547.5,12.71,11282023_DOD94_F3_WT_dienc_O3on_01,846.8 -> 547.5,234099,764.8,736.8,694.8,,
180599,,[TG(50:3)]_FA18:1,1085.0,736.7,547.5,12.07,11282023_DOD94_F3_WT_dienc_O3on_01,736.7 -> 547.5,180599,654.7,626.7,584.7,n-9,
239152,TG,[TG(52:5)]_FA16:1,2027.0,870.8,599.5,12.09,11282023_DOD94_F3_WT_dienc_O3on_01,870.8 -> 599.5,239152,788.8,760.8,718.8,,
204246,,[TG(52:5)]_FA16:1,1567.0,788.7,599.5,12.1,11282023_DOD94_F3_WT_dienc_O3on_01,788.7 -> 599.5,204246,706.7,678.7,636.7,n-7,
203686,,[TG(52:6)]_FA18:2,544.0,786.7,597.5,12.24,11282023_DOD94_F3_WT_dienc_O3on_01,786.7 -> 597.5,203686,704.7,676.7,634.7,n-7,
241970,TG,[TG(54:5)]_FA18:1,263.0,898.8,599.5,12.22,11282023_DOD94_F3_WT_dienc_O3on_01,898.8 -> 599.5,241970,816.8,788.8,746.8,,
204246,,[TG(54:5)]_FA18:1,1567.0,788.7,599.5,12.1,11282023_DOD94_F3_WT_dienc_O3on_01,788.7 -> 599.5,204246,706.7,678.7,636.7,n-9,
241406,TG,[TG(54:6)]_FA18:1,457.0,896.8,597.5,12.17,11282023_DOD94_F3_WT_dienc_O3on_01,896.8 -> 597.5,241406,814.8,786.8,744.8,,
203686,,[TG(54:6)]_FA18:1,544.0,786.7,597.5,12.24,11282023_DOD94_F3_WT_dienc_O3on_01,786.7 -> 597.5,203686,704.7,676.7,634.7,n-9,
318545,TG,[TG(50:3)]_FA18:1,530.0,846.8,547.5,12.58,11282023_DOD94_F3_WT_hippo_O3on_01,846.8 -> 547.5,318545,764.8,736.8,694.8,,
265057,,[TG(50:3)]_FA18:1,386.0,736.7,547.5,12.47,11282023_DOD94_F3_WT_hippo_O3on_01,736.7 -> 547.5,265057,654.7,626.7,584.7,n-9,
326424,TG,[TG(54:5)]_FA18:1,362.0,898.8,599.5,12.44,11282023_DOD94_F3_WT_hippo_O3on_01,898.8 -> 599.5,326424,816.8,788.8,746.8,,
343867,,[TG(45:3)]_FA16:1,485.0,694.6,505.4,12.07,11282023_FAD184_F3_WT_cereb_O3on_01,694.6 -> 505.4,343867,612.6,584.6,542.6,n-7,
343867,,[TG(50:3)]_FA18:1,485.0,694.6,505.4,12.07,11282023_FAD184_F3_WT_cereb_O3on_01,694.6 -> 505.4,343867,612.6,584.6,542.6,n-12,
349492,,[TG(50:3)]_FA18:1,338.0,736.7,547.5,11.85,11282023_FAD184_F3_WT_cereb_O3on_01,736.7 -> 547.5,349492,654.7,626.7,584.7,n-9,
408048,TG,[TG(52:5)]_FA16:1,347.0,870.8,599.5,12.0,11282023_FAD184_F3_WT_cereb_O3on_01,870.8 -> 599.5,408048,788.8,760.8,718.8,,
373142,,[TG(52:5)]_FA16:1,337.0,788.7,599.5,12.02,11282023_FAD184_F3_WT_cereb_O3on_01,788.7 -> 599.5,373142,706.7,678.7,636.7,n-7,
373142,,[TG(54:5)]_FA18:1,337.0,788.7,599.5,12.02,11282023_FAD184_F3_WT_cereb_O3on_01,788.7 -> 599.5,373142,706.7,678.7,636.7,n-9,
410299,TG,[TG(54:6)]_FA18:1,326.0,896.8,597.5,11.95,11282023_FAD184_F3_WT_cereb_O3on_01,896.8 -> 597.5,410299,814.8,786.8,744.8,,
45522,,TG(54:4)]_FA18:1,307.0,790.7,601.5,12.15,11282023_FAD184_F3_WT_cortex_O3on_01,790.7 -> 601.5,459283,708.7,680.7,638.7,n-9,1.08
60722,,TG(54:4)]_FA18:1,283.0,818.7,601.5,12.1,11282023_FAD184_F3_WT_cortex_O3on_01,818.7 -> 601.5,474483,736.7,708.7,666.7,n-7,
86633,TG,TG(55:0)]_FA18:1,206.0,922.9,623.6,12.66,11282023_FAD184_F3_WT_cortex_O3on_01,922.9 -> 623.6,500394,840.9,812.9,770.9,,
38201,TG,[TG(45:3)]_FA16:1,986.0,776.7,505.4,12.06,11282023_FAD184_F3_WT_cortex_O3on_01,776.7 -> 505.4,451962,694.7,666.7,624.7,,
14553,,[TG(45:3)]_FA16:1,819.0,694.6,505.4,11.99,11282023_FAD184_F3_WT_cortex_O3on_01,694.6 -> 505.4,428314,612.6,584.6,542.6,n-7,
14553,,[TG(50:3)]_FA18:1,819.0,694.6,505.4,11.99,11282023_FAD184_F3_WT_cortex_O3on_01,694.6 -> 505.4,428314,612.6,584.6,542.6,n-12,
20185,,[TG(50:3)]_FA18:1,1511.0,736.7,547.5,12.07,11282023_FAD184_F3_WT_cortex_O3on_01,736.7 -> 547.5,433946,654.7,626.7,584.7,n-9,
78736,TG,[TG(52:5)]_FA16:1,3802.0,870.8,599.5,12.0,11282023_FAD184_F3_WT_cortex_O3on_01,870.8 -> 599.5,492497,788.8,760.8,718.8,,
44393,,[TG(52:5)]_FA16:1,3221.0,788.7,599.5,12.02,11282023_FAD184_F3_WT_cortex_O3on_01,788.7 -> 599.5,458154,706.7,678.7,636.7,n-7,
43270,,[TG(52:6)]_FA18:2,279.0,786.7,597.5,12.15,11282023_FAD184_F3_WT_cortex_O3on_01,786.7 -> 597.5,457031,704.7,676.7,634.7,n-7,
44393,,[TG(54:5)]_FA18:1,3221.0,788.7,599.5,12.02,11282023_FAD184_F3_WT_cortex_O3on_01,788.7 -> 599.5,458154,706.7,678.7,636.7,n-9,
80991,TG,[TG(54:6)]_FA18:1,825.0,896.8,597.5,12.13,11282023_FAD184_F3_WT_cortex_O3on_01,896.8 -> 597.5,494752,814.8,786.8,744.8,,
43270,,[TG(54:6)]_FA18:1,279.0,786.7,597.5,12.15,11282023_FAD184_F3_WT_cortex_O3on_01,786.7 -> 597.5,457031,704.7,676.7,634.7,n-9,
109708,,TG(54:3)]_FA18:1,217.0,750.6,603.5,12.38,11282023_FAD184_F3_WT_dienc_O3on_01,750.6 -> 603.5,523469,668.6,640.6,598.6,n-12,
104634,,TG(54:4)]_FA18:1,389.0,736.7,547.5,12.07,11282023_FAD184_F3_WT_dienc_O3on_01,736.7 -> 547.5,518395,654.7,626.7,584.7,n-7n-7,
104634,,[TG(50:3)]_FA18:1,389.0,736.7,547.5,12.07,11282023_FAD184_F3_WT_dienc_O3on_01,736.7 -> 547.5,518395,654.7,626.7,584.7,n-9,
163184,TG,[TG(52:5)]_FA16:1,699.0,870.8,599.5,11.95,11282023_FAD184_F3_WT_dienc_O3on_01,870.8 -> 599.5,576945,788.8,760.8,718.8,,
128280,,[TG(52:5)]_FA16:1,512.0,788.7,599.5,12.06,11282023_FAD184_F3_WT_dienc_O3on_01,788.7 -> 599.5,542041,706.7,678.7,636.7,n-7,
128280,,[TG(54:5)]_FA18:1,512.0,788.7,599.5,12.06,11282023_FAD184_F3_WT_dienc_O3on_01,788.7 -> 599.5,542041,706.7,678.7,636.7,n-9,
189091,,TG(54:4)]_FA18:1,281.0,736.7,547.5,12.43,11282023_FAD184_F3_WT_hippo_O3on_01,736.7 -> 547.5,602852,654.7,626.7,584.7,n-7n-7,
189091,,[TG(50:3)]_FA18:1,281.0,736.7,547.5,12.43,11282023_FAD184_F3_WT_hippo_O3on_01,736.7 -> 547.5,602852,654.7,626.7,584.7,n-9,
273533,,TG(54:4)]_FA18:1,669.0,736.7,547.5,12.07,11282023_FAD184_F4_WT_cereb_O3on_01,736.7 -> 547.5,687294,654.7,626.7,584.7,n-7n-7,
314070,,TG(54:4)]_FA18:1,341.0,818.7,601.5,12.1,11282023_FAD184_F4_WT_cereb_O3on_01,818.7 -> 601.5,727831,736.7,708.7,666.7,n-7,
291549,TG,[TG(45:3)]_FA16:1,475.0,776.7,505.4,12.06,11282023_FAD184_F4_WT_cereb_O3on_01,776.7 -> 505.4,705310,694.7,666.7,624.7,,
268475,,[TG(45:3)]_FA16:1,873.0,694.6,547.5,12.47,11282023_FAD184_F4_WT_cereb_O3on_01,694.6 -> 547.5,682236,612.6,584.6,542.6,n-7,
266219,,[TG(45:4)]_FA16:1,267.0,664.6,503.4,12.3,11282023_FAD184_F4_WT_cereb_O3on_01,664.6 -> 503.4,679980,582.6,554.6,512.6,n-9,
268475,,[TG(50:3)]_FA18:1,873.0,694.6,547.5,12.47,11282023_FAD184_F4_WT_cereb_O3on_01,694.6 -> 547.5,682236,612.6,584.6,542.6,n-12,
273533,,[TG(50:3)]_FA18:1,669.0,736.7,547.5,12.07,11282023_FAD184_F4_WT_cereb_O3on_01,736.7 -> 547.5,687294,654.7,626.7,584.7,n-9,
332085,TG,[TG(52:5)]_FA16:1,380.0,870.8,599.5,12.04,11282023_FAD184_F4_WT_cereb_O3on_01,870.8 -> 599.5,745846,788.8,760.8,718.8,,
357986,,TG(54:4)]_FA18:1,354.0,736.7,547.5,12.25,11282023_FAD184_F4_WT_cortex_O3on_01,736.7 -> 547.5,771747,654.7,626.7,584.7,n-7n-7,
357986,,[TG(50:3)]_FA18:1,354.0,736.7,547.5,12.25,11282023_FAD184_F4_WT_cortex_O3on_01,736.7 -> 547.5,771747,654.7,626.7,584.7,n-9,
28669,,TG(54:4)]_FA18:1,349.0,736.7,547.5,12.03,11282023_FAD184_F4_WT_dienc_O3on_01,736.7 -> 547.5,856191,654.7,626.7,584.7,n-7n-7,
28669,,[TG(50:3)]_FA18:1,349.0,736.7,547.5,12.03,11282023_FAD184_F4_WT_dienc_O3on_01,736.7 -> 547.5,856191,654.7,626.7,584.7,n-9,
113126,,TG(54:4)]_FA18:1,317.0,736.7,547.5,12.38,11282023_FAD184_F4_WT_hippo_O3on_01,736.7 -> 547.5,940648,654.7,626.7,584.7,n-7n-7,
113126,,[TG(50:3)]_FA18:1,317.0,736.7,547.5,12.38,11282023_FAD184_F4_WT_hippo_O3on_01,736.7 -> 547.5,940648,654.7,626.7,584.7,n-9,
197005,TAG | DAG,DG(43:2)_C18:1,705.0,736.6,437.3,12.07,11282023_FAD185_M4_WT_cereb_O3on_01,736.6 -> 437.3,1024527,654.6,626.6,584.6,,
187997,,DG(43:2)_C18:1,448.0,626.5,437.3,12.08,11282023_FAD185_M4_WT_cereb_O3on_01,626.5 -> 437.3,1015519,544.5,516.5,474.5,n-9,
202640,,TG(54:3)]_FA18:1,262.0,750.6,603.5,12.29,11282023_FAD185_M4_WT_cereb_O3on_01,750.6 -> 603.5,1030162,668.6,640.6,598.6,n-12,
224592,,TG(54:3)]_FA18:1,599.0,792.7,603.5,12.06,11282023_FAD185_M4_WT_cereb_O3on_01,792.7 -> 603.5,1052114,710.7,682.7,640.7,n-9,
222904,,TG(54:4)]_FA18:1,3714.0,790.7,601.5,12.1,11282023_FAD185_M4_WT_cereb_O3on_01,790.7 -> 601.5,1050426,708.7,680.7,638.7,n-9,3.4
190814,,TG(54:4)]_FA18:1,229.0,666.6,505.4,12.16,11282023_FAD185_M4_WT_cereb_O3on_01,666.6 -> 505.4,1018336,584.6,556.6,514.6,n-12n-7,
197568,,TG(54:4)]_FA18:1,13981.0,736.7,547.5,12.07,11282023_FAD185_M4_WT_cereb_O3on_01,736.7 -> 547.5,1025090,654.7,626.7,584.7,n-7n-7,
259515,TG,TG(54:4)]_FA18:1,237.0,900.8,601.5,12.79,11282023_FAD185_M4_WT_cereb_O3on_01,900.8 -> 601.5,1087037,818.8,790.8,748.8,,
238105,,TG(54:4)]_FA18:1,1091.0,818.7,601.5,12.1,11282023_FAD185_M4_WT_cereb_O3on_01,818.7 -> 601.5,1065627,736.7,708.7,666.7,n-7,
247121,,TG(55:0)]_FA16:1,262.0,840.8,651.6,12.45,11282023_FAD185_M4_WT_cereb_O3on_01,840.8 -> 651.6,1074643,758.8,730.8,688.8,n-7,
264015,TG,TG(55:0)]_FA18:1,1169.0,922.9,623.6,12.61,11282023_FAD185_M4_WT_cereb_O3on_01,922.9 -> 623.6,1091537,840.9,812.9,770.9,,
247121,,TG(55:0)]_FA18:1,262.0,840.8,651.6,12.45,11282023_FAD185_M4_WT_cereb_O3on_01,840.8 -> 651.6,1074643,758.8,730.8,688.8,n-7,
263435,TG,TG(55:3)]_FA18:1,272.0,916.8,617.5,11.86,11282023_FAD185_M4_WT_cereb_O3on_01,916.8 -> 617.5,1090957,834.8,806.8,764.8,,
247121,,TG(57:0)]_FA18:1,262.0,840.8,651.6,12.45,11282023_FAD185_M4_WT_cereb_O3on_01,840.8 -> 651.6,1074643,758.8,730.8,688.8,n-9,
190814,,[TG(45:3)]_FA16:1,229.0,666.6,505.4,12.16,11282023_FAD185_M4_WT_cereb_O3on_01,666.6 -> 505.4,1018336,584.6,556.6,514.6,n-9,0.03
215582,TG,[TG(45:3)]_FA16:1,8235.0,776.7,505.4,11.97,11282023_FAD185_M4_WT_cereb_O3on_01,776.7 -> 505.4,1043104,694.7,666.7,624.7,,
191936,,[TG(45:3)]_FA16:1,6582.0,694.6,505.4,11.99,11282023_FAD185_M4_WT_cereb_O3on_01,694.6 -> 505.4,1019458,612.6,584.6,542.6,n-7,
191377,,[TG(45:4)]_FA16:1,854.0,692.6,503.4,12.16,11282023_FAD185_M4_WT_cereb_O3on_01,692.6 -> 503.4,1018899,610.6,582.6,540.6,n-7,
187997,,[TG(50:3)]_FA18:1,448.0,626.5,437.3,12.08,11282023_FAD185_M4_WT_cereb_O3on_01,626.5 -> 437.3,1015519,544.5,516.5,474.5,n-9n-9,
191936,,[TG(50:3)]_FA18:1,6582.0,694.6,505.4,11.99,11282023_FAD185_M4_WT_cereb_O3on_01,694.6 -> 505.4,1019458,612.6,584.6,542.6,n-12,
251054,TG,[TG(50:3)]_FA18:1,1158.0,846.8,547.5,12.09,11282023_FAD185_M4_WT_cereb_O3on_01,846.8 -> 547.5,1078576,764.8,736.8,694.8,,
197568,,[TG(50:3)]_FA18:1,13981.0,736.7,547.5,12.07,11282023_FAD185_M4_WT_cereb_O3on_01,736.7 -> 547.5,1025090,654.7,626.7,584.7,n-9,
206576,,[TG(52:5)]_FA16:1,2939.0,760.7,599.5,12.07,11282023_FAD185_M4_WT_cereb_O3on_01,760.7 -> 599.5,1034098,678.7,650.7,608.7,n-9,0.11
256119,TG,[TG(52:5)]_FA16:1,19155.0,870.8,599.5,12.0,11282023_FAD185_M4_WT_cereb_O3on_01,870.8 -> 599.5,1083641,788.8,760.8,718.8,,
221213,,[TG(52:5)]_FA16:1,26428.0,788.7,599.5,12.02,11282023_FAD185_M4_WT_cereb_O3on_01,788.7 -> 599.5,1048735,706.7,678.7,636.7,n-7,
220653,,[TG(52:6)]_FA18:2,3069.0,786.7,597.5,12.15,11282023_FAD185_M4_WT_cereb_O3on_01,786.7 -> 597.5,1048175,704.7,676.7,634.7,n-7,
258934,TG,[TG(54:5)]_FA18:1,2136.0,898.8,599.5,12.0,11282023_FAD185_M4_WT_cereb_O3on_01,898.8 -> 599.5,1086456,816.8,788.8,746.8,,
200386,,[TG(54:5)]_FA18:1,208.0,746.6,599.5,12.2,11282023_FAD185_M4_WT_cereb_O3on_01,746.6 -> 599.5,1027908,664.6,636.6,594.6,n-12,
221213,,[TG(54:5)]_FA18:1,26428.0,788.7,599.5,12.02,11282023_FAD185_M4_WT_cereb_O3on_01,788.7 -> 599.5,1048735,706.7,678.7,636.7,n-9,
220653,,[TG(54:6)]_FA18:1,3069.0,786.7,597.5,12.15,11282023_FAD185_M4_WT_cereb_O3on_01,786.7 -> 597.5,1048175,704.7,676.7,634.7,n-9,7.93
258373,TG,[TG(54:6)]_FA18:1,3611.0,896.8,597.5,12.08,11282023_FAD185_M4_WT_cereb_O3on_01,896.8 -> 597.5,1085895,814.8,786.8,744.8,,
235853,,[TG(54:6)]_FA18:1,387.0,814.7,597.5,12.1,11282023_FAD185_M4_WT_cereb_O3on_01,814.7 -> 597.5,1063375,732.7,704.7,662.7,n-7,
235853,,[TG(56:6)]_FA18:1,387.0,814.7,597.5,12.1,11282023_FAD185_M4_WT_cereb_O3on_01,814.7 -> 597.5,1063375,732.7,704.7,662.7,n-9,
265140,TG,[TG(56:6)]_FA18:1,360.0,924.8,625.5,12.57,11282023_FAD185_M4_WT_cereb_O3on_01,924.8 -> 625.5,1092662,842.8,814.8,772.8,,
281451,TAG | DAG,DG(43:2)_C18:1,233.0,736.6,437.3,11.94,11282023_FAD185_M4_WT_cortex_O3on_01,736.6 -> 437.3,1108973,654.6,626.6,584.6,,
272446,,DG(43:2)_C18:1,360.0,626.5,437.3,12.08,11282023_FAD185_M4_WT_cortex_O3on_01,626.5 -> 437.3,1099968,544.5,516.5,474.5,n-9,
307351,,TG(54:4)]_FA18:1,1876.0,790.7,601.5,12.01,11282023_FAD185_M4_WT_cortex_O3on_01,790.7 -> 601.5,1134873,708.7,680.7,638.7,n-9,6.03
275261,,TG(54:4)]_FA18:1,435.0,666.6,505.4,12.08,11282023_FAD185_M4_WT_cortex_O3on_01,666.6 -> 505.4,1102783,584.6,556.6,514.6,n-12n-7,
282017,,TG(54:4)]_FA18:1,3128.0,736.7,547.5,12.07,11282023_FAD185_M4_WT_cortex_O3on_01,736.7 -> 547.5,1109539,654.7,626.7,584.7,n-7n-7,
322553,,TG(54:4)]_FA18:1,311.0,818.7,601.5,12.05,11282023_FAD185_M4_WT_cortex_O3on_01,818.7 -> 601.5,1150075,736.7,708.7,666.7,n-7,
319186,,TG(55:0)]_FA16:1,221.0,812.8,623.6,12.54,11282023_FAD185_M4_WT_cortex_O3on_01,812.8 -> 623.6,1146708,730.8,702.8,660.8,n-9,
348464,TG,TG(55:0)]_FA18:1,483.0,922.9,623.6,12.61,11282023_FAD185_M4_WT_cortex_O3on_01,922.9 -> 623.6,1175986,840.9,812.9,770.9,,
319186,,TG(55:0)]_FA18:1,221.0,812.8,623.6,12.54,11282023_FAD185_M4_WT_cortex_O3on_01,812.8 -> 623.6,1146708,730.8,702.8,660.8,n-9,
347885,TG,TG(55:3)]_FA18:1,204.0,916.8,617.5,11.9,11282023_FAD185_M4_WT_cortex_O3on_01,916.8 -> 617.5,1175407,834.8,806.8,764.8,,
275261,,[TG(45:3)]_FA16:1,435.0,666.6,505.4,12.08,11282023_FAD185_M4_WT_cortex_O3on_01,666.6 -> 505.4,1102783,584.6,556.6,514.6,n-9,0.14
300033,TG,[TG(45:3)]_FA16:1,2882.0,776.7,505.4,12.06,11282023_FAD185_M4_WT_cortex_O3on_01,776.7 -> 505.4,1127555,694.7,666.7,624.7,,
276385,,[TG(45:3)]_FA16:1,3070.0,694.6,505.4,11.99,11282023_FAD185_M4_WT_cortex_O3on_01,694.6 -> 505.4,1103907,612.6,584.6,542.6,n-7,
