Unnamed: 0,Class,Lipid,OzESI_Intensity,Precursor_Ion,Product_Ion,Retention_Time,Sample_ID,Transition,Unnamed: 0.1,n-7,n-9,n-12,db_pos,Ratio
51545,,[TG(54:5)]_FA18:1,253.0,816.7,599.5,13.92,11282023_DOD94_F3_WT_cereb_O3on_01,816.7 -> 599.5,51545,734.7,706.7,664.7,n-7,
95960,TAG | DAG,DG(43:2)_C18:1,243.0,736.6,437.3,13.85,11282023_DOD94_F3_WT_cortex_O3on_01,736.6 -> 437.3,95960,654.6,626.6,584.6,,
121707,,TG(54:4)]_FA16:1,3107.0,790.7,601.5,13.26,11282023_DOD94_F3_WT_cortex_O3on_01,790.7 -> 601.5,121707,708.7,680.7,638.7,n-9,
158146,TG,TG(54:4)]_FA18:1,522.0,900.8,601.5,13.28,11282023_DOD94_F3_WT_cortex_O3on_01,900.8 -> 601.5,158146,818.8,790.8,748.8,,
121707,,TG(54:4)]_FA18:1,3107.0,790.7,601.5,13.26,11282023_DOD94_F3_WT_cortex_O3on_01,790.7 -> 601.5,121707,708.7,680.7,638.7,n-9,
135706,,TG(56:5)]_FA18:1,214.0,816.7,599.5,13.21,11282023_DOD94_F3_WT_cortex_O3on_01,816.7 -> 599.5,135706,734.7,706.7,664.7,n-9,
146935,,TG(58:6)]_FA18:1,240.0,842.7,625.5,13.69,11282023_DOD94_F3_WT_cortex_O3on_01,842.7 -> 625.5,146935,760.7,732.7,690.7,n-9,
149732,TG,[TG(50:3)]_FA18:1,1995.0,846.8,547.5,13.33,11282023_DOD94_F3_WT_cortex_O3on_01,846.8 -> 547.5,149732,764.8,736.8,694.8,,
96519,,[TG(50:3)]_FA18:1,483.0,736.7,547.5,13.8,11282023_DOD94_F3_WT_cortex_O3on_01,736.7 -> 547.5,96519,654.7,626.7,584.7,n-9,
120027,,[TG(52:5)]_FA16:1,1414.0,788.7,599.5,13.26,11282023_DOD94_F3_WT_cortex_O3on_01,788.7 -> 599.5,120027,706.7,678.7,636.7,n-7,
120027,,[TG(54:5)]_FA18:1,1414.0,788.7,599.5,13.26,11282023_DOD94_F3_WT_cortex_O3on_01,788.7 -> 599.5,120027,706.7,678.7,636.7,n-9,6.61
157584,TG,[TG(54:5)]_FA18:1,4252.0,898.8,599.5,13.24,11282023_DOD94_F3_WT_cortex_O3on_01,898.8 -> 599.5,157584,816.8,788.8,746.8,,
135706,,[TG(54:5)]_FA18:1,214.0,816.7,599.5,13.21,11282023_DOD94_F3_WT_cortex_O3on_01,816.7 -> 599.5,135706,734.7,706.7,664.7,n-7,
146935,,[TG(56:6)]_FA18:1,240.0,842.7,625.5,13.69,11282023_DOD94_F3_WT_cortex_O3on_01,842.7 -> 625.5,146935,760.7,732.7,690.7,n-7,
180066,TAG | DAG,DG(43:2)_C18:1,823.0,736.6,437.3,13.4,11282023_DOD94_F3_WT_dienc_O3on_01,736.6 -> 437.3,180066,654.6,626.6,584.6,,
171069,,DG(43:2)_C18:1,399.0,626.5,437.3,13.9,11282023_DOD94_F3_WT_dienc_O3on_01,626.5 -> 437.3,171069,544.5,516.5,474.5,n-9,
243693,TG,TG(54:3)]_FA18:1,200.0,902.8,603.5,13.73,11282023_DOD94_F3_WT_dienc_O3on_01,902.8 -> 603.5,243693,820.8,792.8,750.8,,
207652,,TG(54:3)]_FA18:1,875.0,792.7,603.5,13.35,11282023_DOD94_F3_WT_dienc_O3on_01,792.7 -> 603.5,207652,710.7,682.7,640.7,n-9,
205963,,TG(54:4)]_FA16:1,8659.0,790.7,601.5,13.35,11282023_DOD94_F3_WT_dienc_O3on_01,790.7 -> 601.5,205963,708.7,680.7,638.7,n-9,
242558,TG,TG(54:4)]_FA18:1,1170.0,900.8,601.5,13.33,11282023_DOD94_F3_WT_dienc_O3on_01,900.8 -> 601.5,242558,818.8,790.8,748.8,,
205963,,TG(54:4)]_FA18:1,8659.0,790.7,601.5,13.35,11282023_DOD94_F3_WT_dienc_O3on_01,790.7 -> 601.5,205963,708.7,680.7,638.7,n-9,
217784,,TG(55:0)]_FA16:1,226.0,812.8,623.6,13.25,11282023_DOD94_F3_WT_dienc_O3on_01,812.8 -> 623.6,217784,730.8,702.8,660.8,n-9,
247060,TG,TG(55:0)]_FA18:1,464.0,922.9,623.6,13.24,11282023_DOD94_F3_WT_dienc_O3on_01,922.9 -> 623.6,247060,840.9,812.9,770.9,,
217784,,TG(55:0)]_FA18:1,226.0,812.8,623.6,13.25,11282023_DOD94_F3_WT_dienc_O3on_01,812.8 -> 623.6,217784,730.8,702.8,660.8,n-9,
174997,,[TG(45:3)]_FA16:1,1211.0,694.6,505.4,13.32,11282023_DOD94_F3_WT_dienc_O3on_01,694.6 -> 505.4,174997,612.6,584.6,542.6,n-7,
171069,,[TG(50:3)]_FA18:1,399.0,626.5,437.3,13.9,11282023_DOD94_F3_WT_dienc_O3on_01,626.5 -> 437.3,171069,544.5,516.5,474.5,n-9n-9,
174997,,[TG(50:3)]_FA18:1,1211.0,694.6,505.4,13.32,11282023_DOD94_F3_WT_dienc_O3on_01,694.6 -> 505.4,174997,612.6,584.6,542.6,n-12,
234113,TG,[TG(50:3)]_FA18:1,6004.0,846.8,547.5,13.33,11282023_DOD94_F3_WT_dienc_O3on_01,846.8 -> 547.5,234113,764.8,736.8,694.8,,
180627,,[TG(50:3)]_FA18:1,1334.0,736.7,547.5,13.32,11282023_DOD94_F3_WT_dienc_O3on_01,736.7 -> 547.5,180627,654.7,626.7,584.7,n-9,
204837,,[TG(52:5)]_FA16:1,4714.0,788.7,599.5,13.35,11282023_DOD94_F3_WT_dienc_O3on_01,788.7 -> 599.5,204837,706.7,678.7,636.7,n-7,
241995,TG,[TG(54:5)]_FA18:1,16612.0,898.8,599.5,13.33,11282023_DOD94_F3_WT_dienc_O3on_01,898.8 -> 599.5,241995,816.8,788.8,746.8,,
204837,,[TG(54:5)]_FA18:1,4714.0,788.7,599.5,13.35,11282023_DOD94_F3_WT_dienc_O3on_01,788.7 -> 599.5,204837,706.7,678.7,636.7,n-9,
241431,TG,[TG(54:6)]_FA18:1,223.0,896.8,597.5,13.28,11282023_DOD94_F3_WT_dienc_O3on_01,896.8 -> 597.5,241431,814.8,786.8,744.8,,
328148,TG,TG(54:3)]_FA18:1,262.0,902.8,603.5,13.99,11282023_DOD94_F3_WT_hippo_O3on_01,902.8 -> 603.5,328148,820.8,792.8,750.8,,
292117,,TG(54:3)]_FA18:1,220.0,792.7,603.5,14.06,11282023_DOD94_F3_WT_hippo_O3on_01,792.7 -> 603.5,292117,710.7,682.7,640.7,n-9,
290430,,TG(54:4)]_FA16:1,380.0,790.7,601.5,14.15,11282023_DOD94_F3_WT_hippo_O3on_01,790.7 -> 601.5,290430,708.7,680.7,638.7,n-9,
327023,TG,TG(54:4)]_FA18:1,844.0,900.8,601.5,14.04,11282023_DOD94_F3_WT_hippo_O3on_01,900.8 -> 601.5,327023,818.8,790.8,748.8,,
290430,,TG(54:4)]_FA18:1,380.0,790.7,601.5,14.15,11282023_DOD94_F3_WT_hippo_O3on_01,790.7 -> 601.5,290430,708.7,680.7,638.7,n-9,
280280,,TG(56:5)]_FA18:1,232.0,774.6,627.5,13.44,11282023_DOD94_F3_WT_hippo_O3on_01,774.6 -> 627.5,280280,692.6,664.6,622.6,n-12,
318563,TG,[TG(50:3)]_FA18:1,641.0,846.8,547.5,13.38,11282023_DOD94_F3_WT_hippo_O3on_01,846.8 -> 547.5,318563,764.8,736.8,694.8,,
265077,,[TG(50:3)]_FA18:1,667.0,736.7,547.5,13.36,11282023_DOD94_F3_WT_hippo_O3on_01,736.7 -> 547.5,265077,654.7,626.7,584.7,n-9,
289287,,[TG(52:5)]_FA16:1,389.0,788.7,599.5,13.39,11282023_DOD94_F3_WT_hippo_O3on_01,788.7 -> 599.5,289287,706.7,678.7,636.7,n-7,
326446,TG,[TG(54:5)]_FA18:1,1091.0,898.8,599.5,13.42,11282023_DOD94_F3_WT_hippo_O3on_01,898.8 -> 599.5,326446,816.8,788.8,746.8,,
289287,,[TG(54:5)]_FA18:1,389.0,788.7,599.5,13.39,11282023_DOD94_F3_WT_hippo_O3on_01,788.7 -> 599.5,289287,706.7,678.7,636.7,n-9,
348960,TAG | DAG,DG(43:2)_C18:1,230.0,736.6,437.3,13.23,11282023_FAD184_F3_WT_cereb_O3on_01,736.6 -> 437.3,348960,654.6,626.6,584.6,,
376547,,TG(54:3)]_FA18:1,209.0,792.7,603.5,13.21,11282023_FAD184_F3_WT_cereb_O3on_01,792.7 -> 603.5,376547,710.7,682.7,640.7,n-9,
374858,,TG(54:4)]_FA16:1,1315.0,790.7,601.5,13.21,11282023_FAD184_F3_WT_cereb_O3on_01,790.7 -> 601.5,374858,708.7,680.7,638.7,n-9,
374858,,TG(54:4)]_FA18:1,1315.0,790.7,601.5,13.21,11282023_FAD184_F3_WT_cereb_O3on_01,790.7 -> 601.5,374858,708.7,680.7,638.7,n-9,
6158,TG,TG(57:0)]_FA18:1,348.0,950.9,651.6,14.12,11282023_FAD184_F3_WT_cereb_O3on_01,950.9 -> 651.6,419919,868.9,840.9,798.9,,
403013,TG,[TG(50:3)]_FA18:1,717.0,846.8,547.5,13.42,11282023_FAD184_F3_WT_cereb_O3on_01,846.8 -> 547.5,403013,764.8,736.8,694.8,,
349532,,[TG(50:3)]_FA18:1,502.0,736.7,547.5,13.63,11282023_FAD184_F3_WT_cereb_O3on_01,736.7 -> 547.5,349532,654.7,626.7,584.7,n-9,
373170,,[TG(52:5)]_FA16:1,987.0,788.7,599.5,13.26,11282023_FAD184_F3_WT_cereb_O3on_01,788.7 -> 599.5,373170,706.7,678.7,636.7,n-7,
410891,TG,[TG(54:5)]_FA18:1,2728.0,898.8,599.5,13.24,11282023_FAD184_F3_WT_cereb_O3on_01,898.8 -> 599.5,410891,816.8,788.8,746.8,,
373170,,[TG(54:5)]_FA18:1,987.0,788.7,599.5,13.26,11282023_FAD184_F3_WT_cereb_O3on_01,788.7 -> 599.5,373170,706.7,678.7,636.7,n-9,
3335,TG,[TG(56:6)]_FA18:1,249.0,924.8,625.5,13.77,11282023_FAD184_F3_WT_cereb_O3on_01,924.8 -> 625.5,417096,842.8,814.8,772.8,,
19650,TAG | DAG,DG(43:2)_C18:1,764.0,736.6,437.3,13.32,11282023_FAD184_F3_WT_cortex_O3on_01,736.6 -> 437.3,433411,654.6,626.6,584.6,,
10654,,DG(43:2)_C18:1,250.0,626.5,437.3,13.85,11282023_FAD184_F3_WT_cortex_O3on_01,626.5 -> 437.3,424415,544.5,516.5,474.5,n-9,
47235,,TG(54:3)]_FA18:1,1606.0,792.7,603.5,13.21,11282023_FAD184_F3_WT_cortex_O3on_01,792.7 -> 603.5,460996,710.7,682.7,640.7,n-9,4.34
62439,,TG(54:3)]_FA18:1,370.0,820.7,603.5,13.34,11282023_FAD184_F3_WT_cortex_O3on_01,820.7 -> 603.5,476200,738.7,710.7,668.7,n-7,
45546,,TG(54:4)]_FA16:1,15461.0,790.7,601.5,13.21,11282023_FAD184_F3_WT_cortex_O3on_01,790.7 -> 601.5,459307,708.7,680.7,638.7,n-9,
82142,TG,TG(54:4)]_FA18:1,2592.0,900.8,601.5,13.24,11282023_FAD184_F3_WT_cortex_O3on_01,900.8 -> 601.5,495903,818.8,790.8,748.8,,
45546,,TG(54:4)]_FA18:1,15461.0,790.7,601.5,13.21,11282023_FAD184_F3_WT_cortex_O3on_01,790.7 -> 601.5,459307,708.7,680.7,638.7,n-9,
30909,,TG(55:3)]_FA18:1,214.0,764.7,547.5,13.27,11282023_FAD184_F3_WT_cortex_O3on_01,764.7 -> 547.5,444670,682.7,654.7,612.7,n-12,
56244,,TG(55:3)]_FA18:1,305.0,806.7,617.5,13.25,11282023_FAD184_F3_WT_cortex_O3on_01,806.7 -> 617.5,470005,724.7,696.7,654.7,n-9,
14038,,TG(56:5)]_FA18:1,212.0,692.6,503.4,14.12,11282023_FAD184_F3_WT_cortex_O3on_01,692.6 -> 503.4,427799,610.6,582.6,540.6,n-7n-12,
59621,,TG(56:5)]_FA18:1,1406.0,816.7,599.5,13.21,11282023_FAD184_F3_WT_cortex_O3on_01,816.7 -> 599.5,473382,734.7,706.7,664.7,n-9,
14581,,[TG(45:3)]_FA16:1,1639.0,694.6,505.4,13.23,11282023_FAD184_F3_WT_cortex_O3on_01,694.6 -> 505.4,428342,612.6,584.6,542.6,n-7,
14038,,[TG(45:4)]_FA16:1,212.0,692.6,503.4,14.12,11282023_FAD184_F3_WT_cortex_O3on_01,692.6 -> 503.4,427799,610.6,582.6,540.6,n-7,
20211,,[TG(50:3)]_FA18:1,2524.0,736.7,547.5,13.23,11282023_FAD184_F3_WT_cortex_O3on_01,736.7 -> 547.5,433972,654.7,626.7,584.7,n-9,11.79
10654,,[TG(50:3)]_FA18:1,250.0,626.5,437.3,13.85,11282023_FAD184_F3_WT_cortex_O3on_01,626.5 -> 437.3,424415,544.5,516.5,474.5,n-9n-9,
14581,,[TG(50:3)]_FA18:1,1639.0,694.6,505.4,13.23,11282023_FAD184_F3_WT_cortex_O3on_01,694.6 -> 505.4,428342,612.6,584.6,542.6,n-12,
73699,TG,[TG(50:3)]_FA18:1,7581.0,846.8,547.5,13.33,11282023_FAD184_F3_WT_cortex_O3on_01,846.8 -> 547.5,487460,764.8,736.8,694.8,,
30909,,[TG(50:3)]_FA18:1,214.0,764.7,547.5,13.27,11282023_FAD184_F3_WT_cortex_O3on_01,764.7 -> 547.5,444670,682.7,654.7,612.7,n-7,
43858,,[TG(52:5)]_FA16:1,7540.0,788.7,599.5,13.26,11282023_FAD184_F3_WT_cortex_O3on_01,788.7 -> 599.5,457619,706.7,678.7,636.7,n-7,
43294,,[TG(52:6)]_FA18:2,268.0,786.7,597.5,13.21,11282023_FAD184_F3_WT_cortex_O3on_01,786.7 -> 597.5,457055,704.7,676.7,634.7,n-7,
43858,,[TG(54:5)]_FA18:1,7540.0,788.7,599.5,13.26,11282023_FAD184_F3_WT_cortex_O3on_01,788.7 -> 599.5,457619,706.7,678.7,636.7,n-9,5.36
81579,TG,[TG(54:5)]_FA18:1,23499.0,898.8,599.5,13.24,11282023_FAD184_F3_WT_cortex_O3on_01,898.8 -> 599.5,495340,816.8,788.8,746.8,,
59621,,[TG(54:5)]_FA18:1,1406.0,816.7,599.5,13.21,11282023_FAD184_F3_WT_cortex_O3on_01,816.7 -> 599.5,473382,734.7,706.7,664.7,n-7,
43294,,[TG(54:6)]_FA18:1,268.0,786.7,597.5,13.21,11282023_FAD184_F3_WT_cortex_O3on_01,786.7 -> 597.5,457055,704.7,676.7,634.7,n-9,
87785,TG,[TG(56:6)]_FA18:1,418.0,924.8,625.5,13.81,11282023_FAD184_F3_WT_cortex_O3on_01,924.8 -> 625.5,501546,842.8,814.8,772.8,,
129996,,TG(54:4)]_FA16:1,1787.0,790.7,601.5,13.26,11282023_FAD184_F3_WT_dienc_O3on_01,790.7 -> 601.5,543757,708.7,680.7,638.7,n-9,
129996,,TG(54:4)]_FA18:1,1787.0,790.7,601.5,13.26,11282023_FAD184_F3_WT_dienc_O3on_01,790.7 -> 601.5,543757,708.7,680.7,638.7,n-9,
99030,,[TG(45:3)]_FA16:1,398.0,694.6,505.4,13.23,11282023_FAD184_F3_WT_dienc_O3on_01,694.6 -> 505.4,512791,612.6,584.6,542.6,n-7,
99030,,[TG(50:3)]_FA18:1,398.0,694.6,505.4,13.23,11282023_FAD184_F3_WT_dienc_O3on_01,694.6 -> 505.4,512791,612.6,584.6,542.6,n-12,
158146,TG,[TG(50:3)]_FA18:1,810.0,846.8,547.5,13.24,11282023_FAD184_F3_WT_dienc_O3on_01,846.8 -> 547.5,571907,764.8,736.8,694.8,,
104680,,[TG(50:3)]_FA18:1,384.0,736.7,547.5,14.11,11282023_FAD184_F3_WT_dienc_O3on_01,736.7 -> 547.5,518441,654.7,626.7,584.7,n-9,
128307,,[TG(52:5)]_FA16:1,727.0,788.7,599.5,13.26,11282023_FAD184_F3_WT_dienc_O3on_01,788.7 -> 599.5,542068,706.7,678.7,636.7,n-7,
166028,TG,[TG(54:5)]_FA18:1,2060.0,898.8,599.5,13.24,11282023_FAD184_F3_WT_dienc_O3on_01,898.8 -> 599.5,579789,816.8,788.8,746.8,,
128307,,[TG(54:5)]_FA18:1,727.0,788.7,599.5,13.26,11282023_FAD184_F3_WT_dienc_O3on_01,788.7 -> 599.5,542068,706.7,678.7,636.7,n-9,
188559,TAG | DAG,DG(43:2)_C18:1,315.0,736.6,437.3,13.8,11282023_FAD184_F3_WT_hippo_O3on_01,736.6 -> 437.3,602320,654.6,626.6,584.6,,
216136,,TG(54:3)]_FA18:1,318.0,792.7,603.5,13.35,11282023_FAD184_F3_WT_hippo_O3on_01,792.7 -> 603.5,629897,710.7,682.7,640.7,n-9,
214444,,TG(54:4)]_FA16:1,687.0,790.7,601.5,13.21,11282023_FAD184_F3_WT_hippo_O3on_01,790.7 -> 601.5,628205,708.7,680.7,638.7,n-9,
251061,TG,TG(54:4)]_FA18:1,261.0,900.8,601.5,14.17,11282023_FAD184_F3_WT_hippo_O3on_01,900.8 -> 601.5,664822,818.8,790.8,748.8,,
214444,,TG(54:4)]_FA18:1,687.0,790.7,601.5,13.21,11282023_FAD184_F3_WT_hippo_O3on_01,790.7 -> 601.5,628205,708.7,680.7,638.7,n-9,
242602,TG,[TG(50:3)]_FA18:1,1063.0,846.8,547.5,13.55,11282023_FAD184_F3_WT_hippo_O3on_01,846.8 -> 547.5,656363,764.8,736.8,694.8,,
189119,,[TG(50:3)]_FA18:1,573.0,736.7,547.5,13.67,11282023_FAD184_F3_WT_hippo_O3on_01,736.7 -> 547.5,602880,654.7,626.7,584.7,n-9,
213319,,[TG(52:5)]_FA16:1,260.0,788.7,599.5,13.26,11282023_FAD184_F3_WT_hippo_O3on_01,788.7 -> 599.5,627080,706.7,678.7,636.7,n-7,
250478,TG,[TG(54:5)]_FA18:1,858.0,898.8,599.5,13.28,11282023_FAD184_F3_WT_hippo_O3on_01,898.8 -> 599.5,664239,816.8,788.8,746.8,,
213319,,[TG(54:5)]_FA18:1,260.0,788.7,599.5,13.26,11282023_FAD184_F3_WT_hippo_O3on_01,788.7 -> 599.5,627080,706.7,678.7,636.7,n-9,
273017,TAG | DAG,DG(43:2)_C18:1,500.0,736.6,437.3,14.16,11282023_FAD184_F4_WT_cereb_O3on_01,736.6 -> 437.3,686778,654.6,626.6,584.6,,
300584,,TG(54:3)]_FA18:1,274.0,792.7,603.5,13.26,11282023_FAD184_F4_WT_cereb_O3on_01,792.7 -> 603.5,714345,710.7,682.7,640.7,n-9,
298895,,TG(54:4)]_FA16:1,1476.0,790.7,601.5,13.26,11282023_FAD184_F4_WT_cereb_O3on_01,790.7 -> 601.5,712656,708.7,680.7,638.7,n-9,
335490,TG,TG(54:4)]_FA18:1,214.0,900.8,601.5,13.24,11282023_FAD184_F4_WT_cereb_O3on_01,900.8 -> 601.5,749251,818.8,790.8,748.8,,
298895,,TG(54:4)]_FA18:1,1476.0,790.7,601.5,13.26,11282023_FAD184_F4_WT_cereb_O3on_01,790.7 -> 601.5,712656,708.7,680.7,638.7,n-9,
268504,,[TG(45:3)]_FA16:1,243.0,694.6,547.5,13.76,11282023_FAD184_F4_WT_cereb_O3on_01,694.6 -> 547.5,682265,612.6,584.6,542.6,n-7,
327054,TG,[TG(50:3)]_FA18:1,3721.0,846.8,547.5,13.64,11282023_FAD184_F4_WT_cereb_O3on_01,846.8 -> 547.5,740815,764.8,736.8,694.8,,
268504,,[TG(50:3)]_FA18:1,243.0,694.6,547.5,13.76,11282023_FAD184_F4_WT_cereb_O3on_01,694.6 -> 547.5,682265,612.6,584.6,542.6,n-12,
273562,,[TG(50:3)]_FA18:1,665.0,736.7,547.5,13.36,11282023_FAD184_F4_WT_cereb_O3on_01,736.7 -> 547.5,687323,654.7,626.7,584.7,n-9,
297207,,[TG(52:5)]_FA16:1,385.0,788.7,599.5,13.3,11282023_FAD184_F4_WT_cereb_O3on_01,788.7 -> 599.5,710968,706.7,678.7,636.7,n-7,
334928,TG,[TG(54:5)]_FA18:1,2773.0,898.8,599.5,13.28,11282023_FAD184_F4_WT_cereb_O3on_01,898.8 -> 599.5,748689,816.8,788.8,746.8,,
297207,,[TG(54:5)]_FA18:1,385.0,788.7,599.5,13.3,11282023_FAD184_F4_WT_cereb_O3on_01,788.7 -> 599.5,710968,706.7,678.7,636.7,n-9,
357445,TAG | DAG,DG(43:2)_C18:1,350.0,736.6,437.3,13.23,11282023_FAD184_F4_WT_cortex_O3on_01,736.6 -> 437.3,771206,654.6,626.6,584.6,,
383344,,TG(54:4)]_FA16:1,351.0,790.7,601.5,13.26,11282023_FAD184_F4_WT_cortex_O3on_01,790.7 -> 601.5,797105,708.7,680.7,638.7,n-9,
383344,,TG(54:4)]_FA18:1,351.0,790.7,601.5,13.26,11282023_FAD184_F4_WT_cortex_O3on_01,790.7 -> 601.5,797105,708.7,680.7,638.7,n-9,
411497,TG,[TG(50:3)]_FA18:1,1011.0,846.8,547.5,13.38,11282023_FAD184_F4_WT_cortex_O3on_01,846.8 -> 547.5,825258,764.8,736.8,694.8,,
358009,,[TG(50:3)]_FA18:1,387.0,736.7,547.5,13.27,11282023_FAD184_F4_WT_cortex_O3on_01,736.7 -> 547.5,771770,654.7,626.7,584.7,n-9,
382219,,[TG(52:5)]_FA16:1,813.0,788.7,599.5,13.3,11282023_FAD184_F4_WT_cortex_O3on_01,788.7 -> 599.5,795980,706.7,678.7,636.7,n-7,
5616,TG,[TG(54:5)]_FA18:1,1606.0,898.8,599.5,13.28,11282023_FAD184_F4_WT_cortex_O3on_01,898.8 -> 599.5,833138,816.8,788.8,746.8,,
382219,,[TG(54:5)]_FA18:1,813.0,788.7,599.5,13.3,11282023_FAD184_F4_WT_cortex_O3on_01,788.7 -> 599.5,795980,706.7,678.7,636.7,n-9,
28133,TAG | DAG,DG(43:2)_C18:1,284.0,736.6,437.3,13.23,11282023_FAD184_F4_WT_dienc_O3on_01,736.6 -> 437.3,855655,654.6,626.6,584.6,,
70925,,TG(54:3)]_FA18:1,252.0,820.7,603.5,13.38,11282023_FAD184_F4_WT_dienc_O3on_01,820.7 -> 603.5,898447,738.7,710.7,668.7,n-7,
54031,,TG(54:4)]_FA16:1,1132.0,790.7,601.5,13.21,11282023_FAD184_F4_WT_dienc_O3on_01,790.7 -> 601.5,881553,708.7,680.7,638.7,n-9,
54031,,TG(54:4)]_FA18:1,1132.0,790.7,601.5,13.21,11282023_FAD184_F4_WT_dienc_O3on_01,790.7 -> 601.5,881553,708.7,680.7,638.7,n-9,
82191,TG,[TG(50:3)]_FA18:1,766.0,846.8,547.5,13.64,11282023_FAD184_F4_WT_dienc_O3on_01,846.8 -> 547.5,909713,764.8,736.8,694.8,,
28696,,[TG(50:3)]_FA18:1,591.0,736.7,547.5,13.23,11282023_FAD184_F4_WT_dienc_O3on_01,736.7 -> 547.5,856218,654.7,626.7,584.7,n-9,
52906,,[TG(52:5)]_FA16:1,617.0,788.7,599.5,13.26,11282023_FAD184_F4_WT_dienc_O3on_01,788.7 -> 599.5,880428,706.7,678.7,636.7,n-7,
90064,TG,[TG(54:5)]_FA18:1,1190.0,898.8,599.5,13.24,11282023_FAD184_F4_WT_dienc_O3on_01,898.8 -> 599.5,917586,816.8,788.8,746.8,,
52906,,[TG(54:5)]_FA18:1,617.0,788.7,599.5,13.26,11282023_FAD184_F4_WT_dienc_O3on_01,788.7 -> 599.5,880428,706.7,678.7,636.7,n-9,
67555,,[TG(54:6)]_FA18:1,386.0,814.7,625.5,13.74,11282023_FAD184_F4_WT_dienc_O3on_01,814.7 -> 625.5,895077,732.7,704.7,662.7,n-7,
67555,,[TG(56:6)]_FA18:1,386.0,814.7,625.5,13.74,11282023_FAD184_F4_WT_dienc_O3on_01,814.7 -> 625.5,895077,732.7,704.7,662.7,n-9,
166649,TG,[TG(50:3)]_FA18:1,379.0,846.8,547.5,14.04,11282023_FAD184_F4_WT_hippo_O3on_01,846.8 -> 547.5,994171,764.8,736.8,694.8,,
113150,,[TG(50:3)]_FA18:1,373.0,736.7,547.5,13.45,11282023_FAD184_F4_WT_hippo_O3on_01,736.7 -> 547.5,940672,654.7,626.7,584.7,n-9,
197045,TAG | DAG,DG(43:2)_C18:1,1774.0,736.6,437.3,13.85,11282023_FAD185_M4_WT_cereb_O3on_01,736.6 -> 437.3,1024567,654.6,626.6,584.6,,
188035,,DG(43:2)_C18:1,231.0,626.5,437.3,13.76,11282023_FAD185_M4_WT_cereb_O3on_01,626.5 -> 437.3,1015557,544.5,516.5,474.5,n-9,
225188,,TG(54:2)]_FA18:1,468.0,794.7,605.5,13.52,11282023_FAD185_M4_WT_cereb_O3on_01,794.7 -> 605.5,1052710,712.7,684.7,642.7,n-9,2.02
240950,,TG(54:2)]_FA18:1,232.0,822.7,605.5,13.43,11282023_FAD185_M4_WT_cereb_O3on_01,822.7 -> 605.5,1068472,740.7,712.7,670.7,n-7,
224618,,TG(54:3)]_FA18:1,3653.0,792.7,603.5,13.21,11282023_FAD185_M4_WT_cereb_O3on_01,792.7 -> 603.5,1052140,710.7,682.7,640.7,n-9,7.92
260652,TG,TG(54:3)]_FA18:1,331.0,902.8,603.5,13.28,11282023_FAD185_M4_WT_cereb_O3on_01,902.8 -> 603.5,1088174,820.8,792.8,750.8,,
239823,,TG(54:3)]_FA18:1,461.0,820.7,603.5,13.38,11282023_FAD185_M4_WT_cereb_O3on_01,820.7 -> 603.5,1067345,738.7,710.7,668.7,n-7,
