Lipid,Class,AK0135,AK0140,AK0142,AK0144,AK0147,AK0154,AK0155,AK0157,AK0166,AK0168,AK0169,AK0139,AK0141,AK0145,AK0161,AK0164,AK0170,AK0174,AK0175,AK0200,AK0202,AK0204,Blank-1x,Title1,Title2,Title,length1,length2,Blank_name
PEo (38:2),PE,346362.8787841797,279926.3575439453,267137.34020996094,63148.263916015625,220878.83325195312,172413.69396972656,232133.73767089844,248367.1385498047,69155.78448486328,89839.74647521973,182583.63415527344,106895.18800354004,432140.1296386719,273954.4797363281,289437.8380126953,137108.04949951172,281305.1975097656,284910.3204345703,363065.4647216797,306783.5251464844,86978.30670166016,271837.6403808594,36029.882568359375,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (38:3),PE,229938.0595703125,179190.8526611328,177279.6728515625,45776.04356384277,139009.70916748047,136967.88836669922,151942.4917602539,164231.2114868164,43480.08359527588,47971.92280578613,125563.56837463379,81189.12571716309,305801.0656738281,190764.5145263672,194381.57092285156,77701.62525177002,198193.45288085938,194223.3751220703,246894.69689941406,213838.83618164062,59691.40400695801,196763.5968017578,23176.92172241211,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (38:4),PE,203368.5743408203,160801.55084228516,162881.451171875,62683.864738464355,139599.0092163086,235069.97412109375,126986.56903076172,150322.2303466797,40522.48287200928,62876.42371368408,102196.22814941406,72623.0652923584,251357.0382080078,302500.3193359375,168729.28973388672,98003.6474609375,161933.83068847656,171122.41290283203,168624.75244140625,185421.22979736328,60341.84484863281,178526.93493652344,23192.761749267578,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (38:5),PE,204394.6563720703,148757.52795410156,159841.01080322266,49410.543228149414,144822.2495727539,186201.13305664062,117397.70776367188,154947.39001464844,60045.104583740234,90561.18658447266,95843.10621643066,64279.28396606445,249095.69799804688,227625.85510253906,174378.43048095703,71817.10466003418,159634.2908935547,169198.47052001953,178706.85571289062,177307.27502441406,69327.52526855469,184118.6524658203,24169.161544799805,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (38:6),PE,233161.4984741211,164101.1319580078,161102.81121826172,48842.4041595459,144094.01110839844,153860.13146972656,138824.0694580078,164389.43286132812,38984.6424407959,39805.24284362793,121899.32905578613,87020.30634307861,296228.2780761719,242586.87463378906,220336.31341552734,89227.38589477539,204867.0538330078,219069.09411621094,178377.29321289062,236786.17553710938,81090.02450561523,229913.27465820312,22679.621601104736,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (40:0),PE,295647.3430175781,220007.53338623047,200992.31536865234,52909.68379211426,166915.93029785156,171079.7908935547,200168.8388671875,208048.3934326172,50387.982971191406,87689.8256072998,190238.29737854004,201872.89350891113,449243.8947753906,292048.6610107422,318403.5413208008,170797.8124847412,267455.76123046875,303334.6834716797,225314.6925048828,336951.5645751953,72671.88510131836,328128.4870605469,29397.602172851562,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (40:2),PE,177569.39294433594,137742.76831054688,124946.16973876953,52204.88353729248,109413.92785644531,121317.54797363281,126683.4086303711,127662.02862548828,45248.88302612305,43703.38330078125,100435.96817016602,68634.64547729492,264781.9572753906,188500.83349609375,180427.5297241211,97723.26652526855,163748.79052734375,179974.05297851562,149603.4697265625,184361.77416992188,52280.36393737793,186709.85375976562,23933.041473388672,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (40:3),PE,151195.01025390625,117397.22741699219,114301.2075805664,44065.323471069336,102481.927734375,106580.92834472656,116718.70874023438,116927.86804199219,33402.88235473633,59044.94450378418,85090.90614318848,74211.76574707031,218966.45349121094,164249.59155273438,162160.1505126953,81491.86557006836,148237.56872558594,167651.83282470703,138647.33056640625,170292.25170898438,63676.32518005371,180344.35180664062,28229.881881713867,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (40:4),PE,149834.8514404297,114259.88879394531,107995.60656738281,41723.70294189453,95456.26647949219,141491.36962890625,104035.42877197266,108268.98718261719,32441.50230407715,58059.52397155762,84273.52630615234,86556.00695800781,217395.13513183594,197220.13439941406,151281.83056640625,79377.60543823242,137272.86895751953,153455.4688720703,130705.01013183594,156551.11206054688,59816.90409851074,164094.8507080078,25189.44189453125,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (40:5),PE,274127.9985961914,202436.93658447266,192629.83471679688,46908.463638305664,185171.69439697266,200393.95672607422,186722.5135498047,182528.95208740234,70445.08445739746,91753.98678588867,126714.58641815186,118573.74914550781,362544.38983154297,311906.98193359375,289798.7624511719,125249.30813598633,280532.6813964844,294677.84143066406,257466.9559326172,288443.8796386719,75801.02614974976,275456.19665527344,34836.12230682373,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (40:6),PE,2046561.6899414062,1551734.4771728516,1474785.588256836,608879.715385437,1609570.9833984375,1675045.0473632812,1523748.984375,1376750.7504882812,228693.65408325195,512235.39137268066,718029.7862854004,638590.355430603,2224111.83203125,2050167.0916748047,1991099.0306396484,889447.599105835,2723746.5688476562,2076326.5197753906,2051405.3525390625,1708329.1525878906,805668.1675415039,1679495.1662597656,74024.0453338623,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (42:0),PE,159561.31115722656,123567.20922851562,103257.0689086914,32228.20231628418,88932.74688720703,102764.00671386719,114870.96801757812,110764.3076171875,32506.402030944824,37481.24249267578,87353.58609008789,105040.52745056152,274489.35803222656,191293.9549560547,188969.85528564453,95674.46591186523,167746.11303710938,186267.5112915039,126063.34857177734,197522.41680908203,66447.32439422607,201829.63525390625,29789.42192840576,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (42:2),PE,223887.0394897461,177484.29083251953,162407.51123046875,79754.80657958984,147326.29174804688,149756.18865966797,159113.61138916016,170944.25061035156,40161.04301452637,86036.50541687012,122808.76927185059,121805.32843399048,357053.6032104492,293974.58239746094,272271.7398071289,128673.82887268066,302062.0822753906,279053.40075683594,207168.3331298828,297219.1787109375,74635.88604736328,266865.4998779297,25928.021881103516,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (42:4),PE,134133.56854248047,103294.6470336914,96063.86602783203,38040.86251831055,81179.04614257812,91902.60662841797,94368.84692382812,103244.84777832031,25939.16167449951,46440.96326446533,78952.30561065674,85957.72547912598,219335.05541992188,156679.42999267578,160828.63037109375,66986.98445129395,155788.17028808594,158730.91162109375,115426.54724121094,164648.95123291016,58161.56428527832,161605.71069335938,26252.08164215088,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEo (42:6),PE,221633.65649414062,175640.43139648438,148908.29071044922,58438.32388305664,123517.68676757812,121316.68823242188,166634.55151367188,146320.5682373047,51690.663482666016,71892.94509887695,123055.66888427734,132656.6678161621,388584.10888671875,253307.69787597656,259130.65686035156,119697.84928894043,261072.90234375,272255.30029296875,186136.0125732422,289924.72119140625,103868.14738464355,310544.8262939453,43226.52293395996,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (16:0),PE,323743.61071777344,187420.29345703125,176126.49337768555,130132.24909973145,190720.29147338867,133803.74661254883,200652.71347045898,185652.69497680664,113489.09006118774,184520.81218719482,162663.37030029297,348180.64457702637,509206.9246826172,456491.0636291504,544896.7216796875,313278.1040649414,555854.1002197266,504543.73513793945,286552.29891967773,520765.4954223633,231288.87971496582,445647.4672241211,30877.641830444336,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (20:0),PE,199520.5704345703,130731.15051269531,101918.7487487793,53850.84451293945,92952.32806396484,89345.32647705078,136489.64892578125,108225.50811767578,50804.36428833008,65650.80451965332,81125.28555297852,128446.96856689453,244380.99615478516,176924.27172851562,220031.61328125,133612.5294494629,178529.45373535156,210256.47467041016,141534.47033691406,228672.27752685547,81437.7667388916,214317.11291503906,27335.64208984375,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (28:0),PE,354598.94927978516,243915.19720458984,176499.15380859375,80792.38386535645,146890.849609375,162059.6746826172,248680.10134887695,194913.03350830078,72572.08515930176,101375.30867004395,89376.74755859375,196328.19216918945,444527.6044921875,338487.91760253906,374497.9829711914,178488.35356140137,341135.6860961914,408227.6530761719,245132.1802368164,440406.8881225586,67158.1459197998,437750.41387939453,18193.581314086914,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (30:0),PE,350447.46325683594,241997.9760131836,172675.4923095703,52926.76477050781,161963.6700439453,234838.8208618164,252769.76052856445,188652.56903076172,41522.083099365234,87740.68576049805,75328.06553649902,172189.02963256836,436354.41015625,406478.77502441406,341135.7467651367,141411.4893798828,330576.9867553711,426663.7074584961,239383.0137939453,442294.29931640625,79732.60577392578,469374.87109375,19049.86125946045,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (30:1),PE,205292.6339111328,134422.15087890625,114127.00772094727,53810.183822631836,113947.94787597656,111775.38745117188,136778.52801513672,127572.45025634766,42668.54203033447,66263.46530151367,42392.522720336914,109168.96629333496,310984.82525634766,243191.53533935547,279248.3975830078,102599.10507202148,254086.05340576172,257766.46307373047,158371.34991455078,282445.8249511719,51607.0634765625,277841.94024658203,20209.70135498047,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (32:1),PE,205014.9747314453,135311.66967773438,121330.68850708008,36879.42241668701,118527.04794311523,100533.90759277344,138796.3272705078,130165.31079101562,31209.722175598145,47570.523345947266,47532.80284118652,115638.58679199219,347978.87994384766,247005.75555419922,284080.7229614258,57842.86360168457,243525.5965576172,282913.7981567383,169396.0723876953,288460.40228271484,59102.54381561279,330053.76428222656,19926.021392822266,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (34:4),PE,107342.38702392578,86154.44610595703,78604.166015625,28371.182250976562,68812.1849975586,75084.10534667969,81610.36529541016,74951.98486328125,20180.421417236328,30123.242141723633,35098.542404174805,45574.18328857422,146048.3507080078,115379.92919921875,129940.34899902344,48248.00357055664,109465.66815185547,122404.04974365234,86748.0454711914,127331.26916503906,39507.92224121094,156418.46936035156,24321.92170715332,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (36:5),PE,172999.79083251953,126976.1884765625,105202.58758544922,31833.562423706055,113043.1884765625,115922.68811035156,123291.66870117188,115558.42749023438,25652.081787109375,39072.20297241211,66581.08444213867,72318.9052734375,229729.1163330078,217902.67401123047,213742.755859375,53419.66339111328,191764.79266357422,217854.03283691406,139865.82861328125,214719.5733642578,50757.72381591797,217755.37670898438,23008.10140991211,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (36:6),PE,343090.51818847656,255312.3380126953,219528.255859375,57698.54379272461,191922.0746459961,195312.31427001953,224338.7744140625,216464.57495117188,45889.18309020996,77973.32569885254,129633.20764160156,95082.30633544922,425176.95056152344,318568.7043457031,310363.4616088867,116826.68830871582,297975.92541503906,287964.2424316406,306703.66680908203,316332.66076660156,80781.52547454834,301011.57763671875,31606.522232055664,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (40:7),PE,369853.001953125,306033.34411621094,287249.458984375,101006.96655273438,228645.59716796875,220266.59631347656,241619.07666015625,263757.2196044922,99148.34597015381,98558.42795181274,205757.59449768066,189117.19552612305,525110.7208251953,297169.4852294922,308465.20373535156,186585.53276062012,276650.6643066406,301008.6788330078,376301.1716308594,331139.2039794922,114897.04791259766,313884.0607910156,28712.14214324951,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (42:0),PE,142662.21154785156,111683.46759033203,99262.82775878906,29941.582092285156,86953.58514404297,106181.88653564453,103234.58721923828,105255.68798828125,30267.46198272705,47180.08377075195,78383.68577575684,81756.52633666992,245079.5780029297,174198.5128173828,164583.5512084961,89108.84548950195,149885.630859375,158554.73095703125,115845.00775146484,169749.25146484375,60039.92436218262,173706.53381347656,23440.261627197266,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PEp (42:4),PE,152350.1508178711,124351.54858398438,110195.12658691406,40539.02291870117,83866.7865600586,97483.04705810547,114676.09051513672,102320.48602294922,31294.082473754883,50447.06434631348,97683.04638671875,74996.96603393555,267136.8010253906,163055.06964111328,181127.7738647461,108357.20866394043,155514.38934326172,168040.01251220703,117616.3490600586,187001.49255371094,74086.34510803223,175679.7940673828,19248.40129852295,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (14:0),PG,2077.5001525878906,1588.1801071166992,1790.8601188659668,1826.7201461791992,1664.0201110839844,1552.0201148986816,1707.9401054382324,1532.8601036071777,1552.60009765625,1588.440113067627,1877.980125427246,1926.5801315307617,1808.000129699707,2080.62015914917,2224.5001373291016,2436.5201530456543,2997.1801986694336,2618.1401977539062,2096.100170135498,2262.0401458740234,1730.4401054382324,2064.7001419067383,1605.3201179504395,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (18:4),PG,287177.59954833984,158612.06994628906,146954.52981567383,153573.47039794922,126295.08898925781,121546.2280883789,165782.39303588867,141085.0880126953,143573.21032714844,175705.22912597656,203034.45635986328,972887.184753418,954621.5808105469,885081.4678649902,960278.9719848633,1191058.3344726562,1100950.3084716797,948936.437713623,171843.71353149414,1015164.6103515625,205683.87362670898,979080.7119750977,1866382.3871765137,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (20:0),PG,144767.82983398438,117892.88757324219,102105.20526123047,109763.44818115234,98112.18701171875,78267.40600585938,106289.20806884766,805834.4592895508,96477.10662841797,126985.02911376953,149528.869140625,180711.49279785156,195299.35327148438,152653.44927978516,171037.27185058594,150629.28930664062,147928.5106201172,160595.55108642578,117371.44812011719,170952.9744873047,132131.28869628906,162878.5698852539,49674.82373046875,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (22:2),PG,231869.47692871094,127423.64807128906,120095.88879394531,117294.5072631836,105038.44775390625,102595.66680908203,142186.73010253906,116602.80841064453,131847.43005371094,139088.39086914062,177266.7318725586,336786.5296020508,357615.32318115234,282462.54556274414,330731.16107177734,314495.20098876953,276152.501953125,334405.3469848633,187505.14971923828,315567.2590332031,190987.03192138672,325506.88134765625,125446.68954467773,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (24:0),PG,196800.7508544922,149811.07092285156,135940.68994140625,130849.10827636719,125137.78771972656,116160.86865234375,146155.42932128906,164008.83276367188,128688.04724121094,169552.37170410156,194300.8934326172,253979.49853515625,273211.3983154297,211664.07373046875,260900.7784423828,226521.87622070312,212995.21826171875,223192.6925048828,163098.23303222656,252916.2928466797,179476.47192382812,231838.85717773438,63182.94421386719,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (24:1),PG,680737.5406494141,503349.7976074219,419836.01110839844,313804.0007324219,248077.83532714844,255155.5428466797,464200.4571533203,375739.21813964844,340895.78381347656,434937.84899902344,758939.1882324219,777055.7377929688,1037354.1599121094,531808.0646972656,752497.7347412109,829353.3210449219,564099.9061279297,664966.6689453125,463526.24157714844,754656.2236328125,543027.4987792969,692145.7729492188,67775.62487792969,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (26:0),PG,441138.7932128906,327400.666015625,294079.8020019531,204702.6749267578,213924.2977294922,141583.66864013672,294776.92041015625,286017.60119628906,224473.89721679688,353198.6032714844,537349.6135253906,519202.9747314453,696865.0299072266,332733.6853027344,526431.6218261719,547811.2260742188,384206.1838378906,413407.2692871094,308137.98010253906,494506.0625,363876.9871826172,432202.2568359375,55122.60382080078,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (28:0),PG,1360686.7475585938,1223421.7602539062,1174562.7585449219,960970.5426025391,902215.7734375,601011.6726074219,1189036.810546875,948290.6887207031,868856.0476074219,1006329.1586914062,1574748.9333496094,2015161.6491699219,2349873.0522460938,1667563.4057617188,1946289.7690429688,2246033.58203125,2277809.3225097656,1838755.7465820312,1232082.1169433594,2093830.6083984375,1436634.3364257812,2189193.6333007812,800418.7659912109,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (28:1),PG,740757.4716796875,653425.9094238281,664480.4907226562,376953.2277832031,321160.96044921875,310956.54052734375,524368.1584472656,435276.69482421875,403407.18701171875,469716.2121582031,1110904.6435546875,918084.8942871094,1144361.8671875,634448.2761230469,747991.072265625,864868.4760742188,622314.3615722656,788562.458984375,526017.4365234375,828995.9262695312,593748.9560546875,742109.3740234375,142358.53076171875,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (28:2),PG,317474.4048461914,219748.05291748047,193542.81494140625,168639.74774169922,137655.38760375977,131235.84872436523,212308.49603271484,182619.05374145508,171326.23168945312,228671.89739990234,278937.6979370117,376574.5442504883,492291.2584838867,295557.5797729492,395679.1762084961,370307.80291748047,305163.65979003906,333341.7257385254,213981.89422607422,382128.36834716797,246498.25451660156,354348.6805419922,44541.50341796875,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (30:0),PG,285584.60302734375,204744.89416503906,188665.5743408203,157969.3292236328,147883.5498046875,168495.6697998047,185802.13415527344,184031.05407714844,164216.53198242188,219530.35717773438,290508.4821777344,352397.2194824219,406821.0477294922,294928.54138183594,327722.0858154297,301258.5821533203,252154.30151367188,306692.3623046875,209436.17724609375,339206.6033935547,224880.25610351562,324174.1837158203,65191.02490234375,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (30:1),PG,357191.92486572266,249763.38049316406,198577.73345947266,198811.99072265625,139330.5909423828,177373.23211669922,238309.27374267578,187749.81118774414,187973.7362060547,231833.89489746094,338459.48291015625,452103.99237060547,478211.0222167969,357674.72595214844,355926.84466552734,364999.37994384766,296677.2201538086,389405.15313720703,224489.0350341797,437067.3473510742,264767.0168457031,419116.97064208984,32538.482330322266,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (30:2),PG,214858.71875,161859.69207763672,144250.5301513672,131439.0899658203,104709.68780517578,159635.37115478516,147148.0489501953,126145.50787353516,124412.86901855469,151022.87127685547,234948.2947998047,281365.68005371094,348072.3645019531,252967.45574951172,256289.99542236328,249143.5580444336,199552.6358642578,249859.6007080078,151565.05004882812,264213.3592529297,180929.99334716797,244829.7158203125,42473.48303222656,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (30:3),PG,240461.6396484375,158764.4312133789,149202.4517211914,123131.60705566406,108921.90789794922,113703.38836669922,142520.39016723633,125236.22937011719,154917.25360107422,196313.21533203125,223979.2763671875,364004.71197509766,308764.66247558594,303270.1408691406,256982.2412109375,206913.2567138672,182649.51177978516,344902.2658996582,182190.5927734375,332504.02294921875,204270.9349975586,362140.86682128906,39235.902587890625,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (30:4),PG,119307.58786010742,89308.8854675293,86861.9859008789,68154.68444824219,62601.02459716797,71223.58529663086,89201.18588256836,81255.04595947266,76403.64596557617,95193.36694335938,127231.4496459961,147031.1123046875,181999.19451904297,133990.6085205078,144825.63134765625,138567.58837890625,113247.00689697266,127413.25,97201.92657470703,145500.0517578125,101898.98596191406,143479.43157958984,31260.32208251953,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (32:0),PG,308621.80139160156,218556.65112304688,218677.27294921875,193532.1365966797,207170.21453857422,245837.77673339844,210185.6531982422,203951.3936767578,200784.65588378906,260736.57971191406,301424.0975341797,436956.57482910156,480649.4560546875,417795.3508300781,367081.36291503906,398130.6291503906,362465.7520751953,378069.7271118164,242949.3817138672,409258.6492919922,264045.5397949219,382298.2609863281,126148.20886230469,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (32:1),PG,290673.0233154297,215463.8569946289,192367.9497680664,197976.45404052734,162370.0718383789,153635.09112548828,200387.57135009766,189776.67065429688,205847.9161376953,227214.81243896484,296575.99884033203,372794.44274902344,414071.2516479492,288229.1008300781,304008.10552978516,334706.6208496094,251815.1176147461,315686.4429321289,217670.35131835938,327915.98205566406,226736.6943359375,304999.5433959961,39124.00280761719,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (32:2),PG,481576.9073486328,327239.5453491211,326152.603515625,336710.2849121094,364854.6578979492,351314.2869873047,305138.62548828125,365971.94317626953,322101.3872680664,391513.3447265625,507485.314453125,855293.6553955078,756391.6384277344,826029.9375,980400.5300292969,813992.5621337891,655638.2598876953,672300.4753417969,457247.4096069336,704428.8656005859,590695.1040039062,537488.9124755859,55113.164001464844,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (32:3),PG,218500.3731689453,139889.16973876953,133219.36932373047,115200.5884399414,98028.1685180664,130870.81030273438,123517.3687133789,118180.60772705078,149315.43328857422,187920.33221435547,197675.65399169922,395543.3274536133,305221.26428222656,350732.3439941406,259791.37854003906,195053.57235717773,173804.37133789062,338577.10540771484,170699.81170654297,334539.96697998047,208479.31311035156,370231.14611816406,42340.86276245117,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (32:4),PG,121712.76770019531,88052.44662475586,81967.2857055664,72351.4850769043,63612.8249206543,149062.69256591797,83430.9859008789,86578.24758911133,80996.92590332031,109223.1484375,128313.7890625,152161.10913085938,188073.57470703125,207387.13494873047,154375.65014648438,143589.93103027344,119964.06918334961,135104.1298828125,95597.466796875,149305.41021728516,106741.98608398438,157209.0922241211,29641.862060546875,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (32:5),PG,143779.8892211914,106311.86798095703,99202.22778320312,78954.74499511719,82530.58526611328,93676.8056640625,96781.78659057617,88439.44470214844,88861.08630371094,179098.17108154297,150115.9115600586,173842.4122314453,221437.216796875,159340.6719970703,162519.90948486328,171542.73400878906,133159.76806640625,154131.69256591797,109569.50793457031,174171.6314086914,127339.08837890625,1005826.8383789062,37450.04248046875,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (34:0),PG,322815.9425048828,201518.25299072266,192366.8955078125,172251.19311523438,158783.37091064453,144005.2901611328,192443.63250732422,192858.87048339844,223743.7978515625,272365.5206298828,311021.5998535156,408666.6101074219,388571.2325439453,310354.2604980469,289377.4375,290893.30139160156,223693.91876220703,337254.5850830078,259926.15533447266,336908.484375,238466.076171875,320486.0018310547,42991.883361816406,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (34:1),PG,412716.8259277344,263830.8752441406,280731.3172607422,257509.1785888672,196421.392578125,177990.0327758789,229538.31964111328,257390.9989013672,336238.8049316406,335860.46185302734,415041.50720214844,503048.79541015625,565539.8160400391,310487.05993652344,387304.4475097656,426186.84765625,298742.2248535156,330733.78088378906,313158.39782714844,425268.65197753906,313425.65979003906,380248.8660888672,40589.682861328125,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (34:2),PG,290148.236328125,191560.8941040039,179357.05419921875,187031.47442626953,151262.61114501953,165868.29357910156,191649.53057861328,190854.29388427734,190247.3555908203,243243.3397216797,261376.47973632812,385365.10791015625,444530.2744140625,340336.2058105469,408570.8430786133,368868.04302978516,322600.22772216797,313210.6607055664,236894.0717163086,403960.9501953125,259991.37634277344,326226.38806152344,35156.32214355469,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (34:3),PG,336491.9040527344,204724.1519165039,202403.89581298828,177733.17181396484,142358.24932861328,139944.73211669922,221471.77349853516,194549.17083740234,204005.35217285156,252506.03784179688,296773.0988769531,427512.6022949219,483098.1664428711,333432.9841308594,376136.94635009766,377458.7664794922,290474.55657958984,363029.21099853516,258482.39874267578,414061.71337890625,284143.24005126953,365166.50134277344,41636.8830871582,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (34:4),PG,467380.048828125,201227.8154296875,176579.73168945312,373168.40625,142238.43041992188,174290.3309326172,372989.66748046875,153056.77209472656,179544.29345703125,250643.73779296875,258772.197265625,325573.62145996094,381844.1844482422,280433.99768066406,314252.9074707031,308830.8012084961,225120.61712646484,323977.80810546875,208302.61596679688,296593.77880859375,222919.23901367188,254210.27770996094,56762.90417480469,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (34:5),PG,368938.14501953125,189150.93466186523,176981.78225708008,327834.98291015625,174424.51263427734,279466.7787475586,326630.9617919922,162830.6612548828,188909.7930908203,305821.3307495117,234281.41705322266,304428.0821533203,340456.29296875,409374.3104248047,299097.5492858887,302941.15060424805,255362.6389465332,303099.33142089844,201750.39416503906,288828.98919677734,221418.52532958984,267618.15002441406,148883.01049804688,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (34:6),PG,240843.87768554688,179211.23413085938,176700.2530517578,163599.81213378906,154904.291015625,201511.67358398438,174859.5528564453,163823.3533935547,169791.8701171875,221479.31518554688,241833.33666992188,326688.38049316406,335361.56494140625,351709.5662841797,293202.5186767578,272362.0008544922,245224.5965576172,315613.84228515625,199841.5731201172,318732.14501953125,214792.3134765625,449828.81396484375,107167.88720703125,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (36:0),PG,569247.2407226562,366310.42626953125,379452.5086669922,301479.2025756836,254880.4022216797,244955.0962524414,329375.36346435547,330485.47998046875,394369.5085449219,463201.79821777344,709396.5759277344,720560.4719238281,916851.7078857422,453518.1145019531,561220.0428466797,719465.873046875,432541.3109741211,462576.67614746094,520687.51904296875,593278.7308349609,473357.45654296875,534656.6381835938,72060.52526855469,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
PG (36:1),PG,1676014.5290527344,1039830.1494140625,1339650.064453125,1166755.3129882812,815704.5817871094,562094.9194335938,608284.7634277344,957114.1596679688,1934837.068359375,1747694.2458496094,2875756.4609375,2580734.98828125,2433022.8583984375,816692.9321289062,901841.1259765625,2210939.1479492188,656482.5078125,633463.0455322266,2468219.6948242188,1167048.3232421875,1510657.986328125,989411.6918945312,67118.16467285156,time point: 28d ISCI,time point: healthy,time point: 28d ISCI vs time point: healthy,11,11,Blank-1x
