TG 67:8_OZONE_DB_Position_N2	1074.9->1086.9
TG 67:8_OZONE_DB_Position_N3	1074.9->1101
TG 67:8_OZONE_DB_Position_N4	1074.9->1115
TG 67:8_OZONE_DB_Position_N5	1074.9->1129
TG 67:8_OZONE_DB_Position_N6	1074.9->1143
TG 67:8_OZONE_DB_Position_N7	1074.9->1157
TG 67:8_OZONE_DB_Position_N8	1074.9->1171
TG 67:8_OZONE_DB_Position_N9	1074.9->1185
TG 67:8_OZONE_DB_Position_N10	1074.9->1199.1
TG 67:8_OZONE_DB_Position_N11	1074.9->1213.1
TG 67:8_OZONE_DB_Position_N12	1074.9->1227.1
TG 67:8_OZONE_DB_Position_N13	1074.9->1241.1
TG 67:8_OZONE_DB_Position_N14	1074.9->1255.1
TG 67:8_OZONE_DB_Position_N15	1074.9->1269.1
TG 67:8_OZONE_DB_Position_N16	1074.9->1283.2
TG 67:8_OZONE_DB_Position_N17	1074.9->1297.2
TG 67:9	1072.9->773.7
TG 67:9_OZONE_DB_Position_N1	1072.9->1070.9
TG 67:9_OZONE_DB_Position_N2	1072.9->1084.9
TG 67:9_OZONE_DB_Position_N3	1072.9->1099
TG 67:9_OZONE_DB_Position_N4	1072.9->1113
TG 67:9_OZONE_DB_Position_N5	1072.9->1127
TG 67:9_OZONE_DB_Position_N6	1072.9->1141
TG 67:9_OZONE_DB_Position_N7	1072.9->1155
TG 67:9_OZONE_DB_Position_N8	1072.9->1169
TG 67:9_OZONE_DB_Position_N9	1072.9->1183
TG 67:9_OZONE_DB_Position_N10	1072.9->1197.1
TG 67:9_OZONE_DB_Position_N11	1072.9->1211.1
TG 67:9_OZONE_DB_Position_N12	1072.9->1225.1
TG 67:9_OZONE_DB_Position_N13	1072.9->1239.1
TG 67:9_OZONE_DB_Position_N14	1072.9->1253.1
TG 67:9_OZONE_DB_Position_N15	1072.9->1267.1
TG 67:9_OZONE_DB_Position_N16	1072.9->1281.2
TG 67:9_OZONE_DB_Position_N17	1072.9->1295.2
TG 67:10	1070.9->771.7
TG 67:10_OZONE_DB_Position_N1	1070.9->1068.9
TG 67:10_OZONE_DB_Position_N2	1070.9->1082.9
TG 67:10_OZONE_DB_Position_N3	1070.9->1097
TG 67:10_OZONE_DB_Position_N4	1070.9->1111
TG 67:10_OZONE_DB_Position_N5	1070.9->1125
TG 67:10_OZONE_DB_Position_N6	1070.9->1139
TG 67:10_OZONE_DB_Position_N7	1070.9->1153
TG 67:10_OZONE_DB_Position_N8	1070.9->1167
TG 67:10_OZONE_DB_Position_N9	1070.9->1181
TG 67:10_OZONE_DB_Position_N10	1070.9->1195.1
TG 67:10_OZONE_DB_Position_N11	1070.9->1209.1
TG 67:10_OZONE_DB_Position_N12	1070.9->1223.1
TG 67:10_OZONE_DB_Position_N13	1070.9->1237.1
TG 67:10_OZONE_DB_Position_N14	1070.9->1251.1
TG 67:10_OZONE_DB_Position_N15	1070.9->1265.1
TG 67:10_OZONE_DB_Position_N16	1070.9->1279.2
TG 67:10_OZONE_DB_Position_N17	1070.9->1293.2
TG 68:1	1102.9->803.7
TG 68:1_OZONE_DB_Position_N1	1102.9->1100.9
TG 68:1_OZONE_DB_Position_N2	1102.9->1114.9
TG 68:1_OZONE_DB_Position_N3	1102.9->1129
TG 68:1_OZONE_DB_Position_N4	1102.9->1143
TG 68:1_OZONE_DB_Position_N5	1102.9->1157
TG 68:1_OZONE_DB_Position_N6	1102.9->1171
TG 68:1_OZONE_DB_Position_N7	1102.9->1185
TG 68:1_OZONE_DB_Position_N8	1102.9->1199
TG 68:1_OZONE_DB_Position_N9	1102.9->1213
TG 68:1_OZONE_DB_Position_N10	1102.9->1227.1
TG 68:1_OZONE_DB_Position_N11	1102.9->1241.1
TG 68:1_OZONE_DB_Position_N12	1102.9->1255.1
TG 68:1_OZONE_DB_Position_N13	1102.9->1269.1
TG 68:1_OZONE_DB_Position_N14	1102.9->1283.1
TG 68:1_OZONE_DB_Position_N15	1102.9->1297.1
TG 68:1_OZONE_DB_Position_N16	1102.9->1311.2
TG 68:1_OZONE_DB_Position_N17	1102.9->1325.2
TG 68:2	1100.9->801.7
TG 68:2_OZONE_DB_Position_N1	1100.9->1098.9
TG 68:2_OZONE_DB_Position_N2	1100.9->1112.9
TG 68:2_OZONE_DB_Position_N3	1100.9->1127
TG 68:2_OZONE_DB_Position_N4	1100.9->1141
TG 68:2_OZONE_DB_Position_N5	1100.9->1155
TG 68:2_OZONE_DB_Position_N6	1100.9->1169
TG 68:2_OZONE_DB_Position_N7	1100.9->1183
TG 68:2_OZONE_DB_Position_N8	1100.9->1197
TG 68:2_OZONE_DB_Position_N9	1100.9->1211
TG 68:2_OZONE_DB_Position_N10	1100.9->1225.1
TG 68:2_OZONE_DB_Position_N11	1100.9->1239.1
TG 68:2_OZONE_DB_Position_N12	1100.9->1253.1
TG 68:2_OZONE_DB_Position_N13	1100.9->1267.1
TG 68:2_OZONE_DB_Position_N14	1100.9->1281.1
TG 68:2_OZONE_DB_Position_N15	1100.9->1295.1
TG 68:2_OZONE_DB_Position_N16	1100.9->1309.2
TG 68:2_OZONE_DB_Position_N17	1100.9->1323.2
TG 68:3	1098.9->799.7
TG 68:3_OZONE_DB_Position_N1	1098.9->1096.9
TG 68:3_OZONE_DB_Position_N2	1098.9->1110.9
TG 68:3_OZONE_DB_Position_N3	1098.9->1125
TG 68:3_OZONE_DB_Position_N4	1098.9->1139
TG 68:3_OZONE_DB_Position_N5	1098.9->1153
TG 68:3_OZONE_DB_Position_N6	1098.9->1167
TG 68:3_OZONE_DB_Position_N7	1098.9->1181
TG 68:3_OZONE_DB_Position_N8	1098.9->1195
TG 68:3_OZONE_DB_Position_N9	1098.9->1209
TG 68:3_OZONE_DB_Position_N10	1098.9->1223.1
TG 68:3_OZONE_DB_Position_N11	1098.9->1237.1
TG 68:3_OZONE_DB_Position_N12	1098.9->1251.1
TG 68:3_OZONE_DB_Position_N13	1098.9->1265.1
TG 68:3_OZONE_DB_Position_N14	1098.9->1279.1
TG 68:3_OZONE_DB_Position_N15	1098.9->1293.1
TG 68:3_OZONE_DB_Position_N16	1098.9->1307.2
TG 68:3_OZONE_DB_Position_N17	1098.9->1321.2
TG 68:4	1096.9->797.7
TG 68:4_OZONE_DB_Position_N1	1096.9->1094.9
TG 68:4_OZONE_DB_Position_N2	1096.9->1108.9
TG 68:4_OZONE_DB_Position_N3	1096.9->1123
TG 68:4_OZONE_DB_Position_N4	1096.9->1137
TG 68:4_OZONE_DB_Position_N5	1096.9->1151
TG 68:4_OZONE_DB_Position_N6	1096.9->1165
TG 68:4_OZONE_DB_Position_N7	1096.9->1179
TG 68:4_OZONE_DB_Position_N8	1096.9->1193
TG 68:4_OZONE_DB_Position_N9	1096.9->1207
TG 68:4_OZONE_DB_Position_N10	1096.9->1221.1
TG 68:4_OZONE_DB_Position_N11	1096.9->1235.1
TG 68:4_OZONE_DB_Position_N12	1096.9->1249.1
TG 68:4_OZONE_DB_Position_N13	1096.9->1263.1
TG 68:4_OZONE_DB_Position_N14	1096.9->1277.1
TG 68:4_OZONE_DB_Position_N15	1096.9->1291.1
TG 68:4_OZONE_DB_Position_N16	1096.9->1305.2
TG 68:4_OZONE_DB_Position_N17	1096.9->1319.2
TG 68:5	1094.9->795.7
TG 68:5_OZONE_DB_Position_N1	1094.9->1092.9
TG 68:5_OZONE_DB_Position_N2	1094.9->1106.9
TG 68:5_OZONE_DB_Position_N3	1094.9->1121
TG 68:5_OZONE_DB_Position_N4	1094.9->1135
TG 68:5_OZONE_DB_Position_N5	1094.9->1149
TG 68:5_OZONE_DB_Position_N6	1094.9->1163
TG 68:5_OZONE_DB_Position_N7	1094.9->1177
TG 68:5_OZONE_DB_Position_N8	1094.9->1191
TG 68:5_OZONE_DB_Position_N9	1094.9->1205
TG 68:5_OZONE_DB_Position_N10	1094.9->1219.1
TG 68:5_OZONE_DB_Position_N11	1094.9->1233.1
TG 68:5_OZONE_DB_Position_N12	1094.9->1247.1
TG 68:5_OZONE_DB_Position_N13	1094.9->1261.1
TG 68:5_OZONE_DB_Position_N14	1094.9->1275.1
TG 68:5_OZONE_DB_Position_N15	1094.9->1289.1
TG 68:5_OZONE_DB_Position_N16	1094.9->1303.2
TG 68:5_OZONE_DB_Position_N17	1094.9->1317.2
TG 68:6	1092.9->793.7
TG 68:6_OZONE_DB_Position_N1	1092.9->1090.9
TG 68:6_OZONE_DB_Position_N2	1092.9->1104.9
TG 68:6_OZONE_DB_Position_N3	1092.9->1119
TG 68:6_OZONE_DB_Position_N4	1092.9->1133
TG 68:6_OZONE_DB_Position_N5	1092.9->1147
TG 68:6_OZONE_DB_Position_N6	1092.9->1161
TG 68:6_OZONE_DB_Position_N7	1092.9->1175
TG 68:6_OZONE_DB_Position_N8	1092.9->1189
TG 68:6_OZONE_DB_Position_N9	1092.9->1203
TG 68:6_OZONE_DB_Position_N10	1092.9->1217.1
TG 68:6_OZONE_DB_Position_N11	1092.9->1231.1
TG 68:6_OZONE_DB_Position_N12	1092.9->1245.1
TG 68:6_OZONE_DB_Position_N13	1092.9->1259.1
TG 68:6_OZONE_DB_Position_N14	1092.9->1273.1
TG 68:6_OZONE_DB_Position_N15	1092.9->1287.1
TG 68:6_OZONE_DB_Position_N16	1092.9->1301.2
TG 68:6_OZONE_DB_Position_N17	1092.9->1315.2
TG 68:7	1090.9->791.7
TG 68:7_OZONE_DB_Position_N1	1090.9->1088.9
TG 68:7_OZONE_DB_Position_N2	1090.9->1102.9
TG 68:7_OZONE_DB_Position_N3	1090.9->1117
TG 68:7_OZONE_DB_Position_N4	1090.9->1131
TG 68:7_OZONE_DB_Position_N5	1090.9->1145
TG 68:7_OZONE_DB_Position_N6	1090.9->1159
TG 68:7_OZONE_DB_Position_N7	1090.9->1173
TG 68:7_OZONE_DB_Position_N8	1090.9->1187
TG 68:7_OZONE_DB_Position_N9	1090.9->1201
TG 68:7_OZONE_DB_Position_N10	1090.9->1215.1
TG 68:7_OZONE_DB_Position_N11	1090.9->1229.1
TG 68:7_OZONE_DB_Position_N12	1090.9->1243.1
TG 68:7_OZONE_DB_Position_N13	1090.9->1257.1
TG 68:7_OZONE_DB_Position_N14	1090.9->1271.1
TG 68:7_OZONE_DB_Position_N15	1090.9->1285.1
TG 68:7_OZONE_DB_Position_N16	1090.9->1299.2
TG 68:7_OZONE_DB_Position_N17	1090.9->1313.2
TG 68:8	1088.9->789.7
TG 68:8_OZONE_DB_Position_N1	1088.9->1086.9
TG 68:8_OZONE_DB_Position_N2	1088.9->1100.9
TG 68:8_OZONE_DB_Position_N3	1088.9->1115
TG 68:8_OZONE_DB_Position_N4	1088.9->1129
TG 68:8_OZONE_DB_Position_N5	1088.9->1143
TG 68:8_OZONE_DB_Position_N6	1088.9->1157
TG 68:8_OZONE_DB_Position_N7	1088.9->1171
TG 68:8_OZONE_DB_Position_N8	1088.9->1185
TG 68:8_OZONE_DB_Position_N9	1088.9->1199
TG 68:8_OZONE_DB_Position_N10	1088.9->1213.1
TG 68:8_OZONE_DB_Position_N11	1088.9->1227.1
TG 68:8_OZONE_DB_Position_N12	1088.9->1241.1
TG 68:8_OZONE_DB_Position_N13	1088.9->1255.1
TG 68:8_OZONE_DB_Position_N14	1088.9->1269.1
TG 68:8_OZONE_DB_Position_N15	1088.9->1283.1
TG 68:8_OZONE_DB_Position_N16	1088.9->1297.2
TG 68:8_OZONE_DB_Position_N17	1088.9->1311.2
TG 68:9	1086.9->787.7
TG 68:9_OZONE_DB_Position_N1	1086.9->1084.9
TG 68:9_OZONE_DB_Position_N2	1086.9->1098.9
TG 68:9_OZONE_DB_Position_N3	1086.9->1113
TG 68:9_OZONE_DB_Position_N4	1086.9->1127
TG 68:9_OZONE_DB_Position_N5	1086.9->1141
TG 68:9_OZONE_DB_Position_N6	1086.9->1155
TG 68:9_OZONE_DB_Position_N7	1086.9->1169
TG 68:9_OZONE_DB_Position_N8	1086.9->1183
TG 68:9_OZONE_DB_Position_N9	1086.9->1197
TG 68:9_OZONE_DB_Position_N10	1086.9->1211.1
TG 68:9_OZONE_DB_Position_N11	1086.9->1225.1
TG 68:9_OZONE_DB_Position_N12	1086.9->1239.1
TG 68:9_OZONE_DB_Position_N13	1086.9->1253.1
TG 68:9_OZONE_DB_Position_N14	1086.9->1267.1
TG 68:9_OZONE_DB_Position_N15	1086.9->1281.1
TG 68:9_OZONE_DB_Position_N16	1086.9->1295.2
TG 68:9_OZONE_DB_Position_N17	1086.9->1309.2
TG 68:10	1084.9->785.7
TG 68:10_OZONE_DB_Position_N1	1084.9->1082.9
TG 68:10_OZONE_DB_Position_N2	1084.9->1096.9
TG 68:10_OZONE_DB_Position_N3	1084.9->1111
TG 68:10_OZONE_DB_Position_N4	1084.9->1125
TG 68:10_OZONE_DB_Position_N5	1084.9->1139
TG 68:10_OZONE_DB_Position_N6	1084.9->1153
TG 68:10_OZONE_DB_Position_N7	1084.9->1167
TG 68:10_OZONE_DB_Position_N8	1084.9->1181
TG 68:10_OZONE_DB_Position_N9	1084.9->1195
TG 68:10_OZONE_DB_Position_N10	1084.9->1209.1
TG 68:10_OZONE_DB_Position_N11	1084.9->1223.1
TG 68:10_OZONE_DB_Position_N12	1084.9->1237.1
TG 68:10_OZONE_DB_Position_N13	1084.9->1251.1
TG 68:10_OZONE_DB_Position_N14	1084.9->1265.1
TG 68:10_OZONE_DB_Position_N15	1084.9->1279.1
TG 68:10_OZONE_DB_Position_N16	1084.9->1293.2
TG 68:10_OZONE_DB_Position_N17	1084.9->1307.2
TG 69:1	1116.9->817.7
TG 69:1_OZONE_DB_Position_N1	1116.9->1114.9
TG 69:1_OZONE_DB_Position_N2	1116.9->1128.9
TG 69:1_OZONE_DB_Position_N3	1116.9->1143
TG 69:1_OZONE_DB_Position_N4	1116.9->1157
TG 69:1_OZONE_DB_Position_N5	1116.9->1171
TG 69:1_OZONE_DB_Position_N6	1116.9->1185
TG 69:1_OZONE_DB_Position_N7	1116.9->1199
TG 69:1_OZONE_DB_Position_N8	1116.9->1213
TG 69:1_OZONE_DB_Position_N9	1116.9->1227
TG 69:1_OZONE_DB_Position_N10	1116.9->1241.1
TG 69:1_OZONE_DB_Position_N11	1116.9->1255.1
TG 69:1_OZONE_DB_Position_N12	1116.9->1269.1
TG 69:1_OZONE_DB_Position_N13	1116.9->1283.1
TG 69:1_OZONE_DB_Position_N14	1116.9->1297.1
TG 69:1_OZONE_DB_Position_N15	1116.9->1311.1
TG 69:1_OZONE_DB_Position_N16	1116.9->1325.2
TG 69:1_OZONE_DB_Position_N17	1116.9->1339.2
TG 69:2	1114.9->815.7
TG 69:2_OZONE_DB_Position_N1	1114.9->1112.9
TG 69:2_OZONE_DB_Position_N2	1114.9->1126.9
TG 69:2_OZONE_DB_Position_N3	1114.9->1141
TG 69:2_OZONE_DB_Position_N4	1114.9->1155
TG 69:2_OZONE_DB_Position_N5	1114.9->1169
TG 69:2_OZONE_DB_Position_N6	1114.9->1183
TG 69:2_OZONE_DB_Position_N7	1114.9->1197
TG 69:2_OZONE_DB_Position_N8	1114.9->1211
TG 69:2_OZONE_DB_Position_N9	1114.9->1225
TG 69:2_OZONE_DB_Position_N10	1114.9->1239.1
TG 69:2_OZONE_DB_Position_N11	1114.9->1253.1
TG 69:2_OZONE_DB_Position_N12	1114.9->1267.1
TG 69:2_OZONE_DB_Position_N13	1114.9->1281.1
TG 69:2_OZONE_DB_Position_N14	1114.9->1295.1
TG 69:2_OZONE_DB_Position_N15	1114.9->1309.1
TG 69:2_OZONE_DB_Position_N16	1114.9->1323.2
TG 69:2_OZONE_DB_Position_N17	1114.9->1337.2
TG 69:3	1112.9->813.7
TG 69:3_OZONE_DB_Position_N1	1112.9->1110.9
TG 69:3_OZONE_DB_Position_N2	1112.9->1124.9
TG 69:3_OZONE_DB_Position_N3	1112.9->1139
TG 69:3_OZONE_DB_Position_N4	1112.9->1153
TG 69:3_OZONE_DB_Position_N5	1112.9->1167
TG 69:3_OZONE_DB_Position_N6	1112.9->1181
TG 69:3_OZONE_DB_Position_N7	1112.9->1195
TG 69:3_OZONE_DB_Position_N8	1112.9->1209
TG 69:3_OZONE_DB_Position_N9	1112.9->1223
TG 69:3_OZONE_DB_Position_N10	1112.9->1237.1
TG 69:3_OZONE_DB_Position_N11	1112.9->1251.1
TG 69:3_OZONE_DB_Position_N12	1112.9->1265.1
TG 69:3_OZONE_DB_Position_N13	1112.9->1279.1
TG 69:3_OZONE_DB_Position_N14	1112.9->1293.1
TG 69:3_OZONE_DB_Position_N15	1112.9->1307.1
TG 69:3_OZONE_DB_Position_N16	1112.9->1321.2
TG 69:3_OZONE_DB_Position_N17	1112.9->1335.2
TG 69:4	1110.9->811.7
TG 69:4_OZONE_DB_Position_N1	1110.9->1108.9
TG 69:4_OZONE_DB_Position_N2	1110.9->1122.9
TG 69:4_OZONE_DB_Position_N3	1110.9->1137
TG 69:4_OZONE_DB_Position_N4	1110.9->1151
TG 69:4_OZONE_DB_Position_N5	1110.9->1165
TG 69:4_OZONE_DB_Position_N6	1110.9->1179
TG 69:4_OZONE_DB_Position_N7	1110.9->1193
TG 69:4_OZONE_DB_Position_N8	1110.9->1207
TG 69:4_OZONE_DB_Position_N9	1110.9->1221
TG 69:4_OZONE_DB_Position_N10	1110.9->1235.1
TG 69:4_OZONE_DB_Position_N11	1110.9->1249.1
TG 69:4_OZONE_DB_Position_N12	1110.9->1263.1
TG 69:4_OZONE_DB_Position_N13	1110.9->1277.1
TG 69:4_OZONE_DB_Position_N14	1110.9->1291.1
TG 69:4_OZONE_DB_Position_N15	1110.9->1305.1
TG 69:4_OZONE_DB_Position_N16	1110.9->1319.2
TG 69:4_OZONE_DB_Position_N17	1110.9->1333.2
TG 69:5	1108.9->809.7
TG 69:5_OZONE_DB_Position_N1	1108.9->1106.9
TG 69:5_OZONE_DB_Position_N2	1108.9->1120.9
TG 69:5_OZONE_DB_Position_N3	1108.9->1135
TG 69:5_OZONE_DB_Position_N4	1108.9->1149
TG 69:5_OZONE_DB_Position_N5	1108.9->1163
TG 69:5_OZONE_DB_Position_N6	1108.9->1177
TG 69:5_OZONE_DB_Position_N7	1108.9->1191
TG 69:5_OZONE_DB_Position_N8	1108.9->1205
TG 69:5_OZONE_DB_Position_N9	1108.9->1219
TG 69:5_OZONE_DB_Position_N10	1108.9->1233.1
TG 69:5_OZONE_DB_Position_N11	1108.9->1247.1
TG 69:5_OZONE_DB_Position_N12	1108.9->1261.1
TG 69:5_OZONE_DB_Position_N13	1108.9->1275.1
TG 69:5_OZONE_DB_Position_N14	1108.9->1289.1
TG 69:5_OZONE_DB_Position_N15	1108.9->1303.1
TG 69:5_OZONE_DB_Position_N16	1108.9->1317.2
TG 69:5_OZONE_DB_Position_N17	1108.9->1331.2
TG 69:6	1106.9->807.7
TG 69:6_OZONE_DB_Position_N1	1106.9->1104.9
TG 69:6_OZONE_DB_Position_N2	1106.9->1118.9
TG 69:6_OZONE_DB_Position_N3	1106.9->1133
TG 69:6_OZONE_DB_Position_N4	1106.9->1147
TG 69:6_OZONE_DB_Position_N5	1106.9->1161
TG 69:6_OZONE_DB_Position_N6	1106.9->1175
TG 69:6_OZONE_DB_Position_N7	1106.9->1189
TG 69:6_OZONE_DB_Position_N8	1106.9->1203
TG 69:6_OZONE_DB_Position_N9	1106.9->1217
TG 69:6_OZONE_DB_Position_N10	1106.9->1231.1
TG 69:6_OZONE_DB_Position_N11	1106.9->1245.1
TG 69:6_OZONE_DB_Position_N12	1106.9->1259.1
TG 69:6_OZONE_DB_Position_N13	1106.9->1273.1
TG 69:6_OZONE_DB_Position_N14	1106.9->1287.1
TG 69:6_OZONE_DB_Position_N15	1106.9->1301.1
TG 69:6_OZONE_DB_Position_N16	1106.9->1315.2
TG 69:6_OZONE_DB_Position_N17	1106.9->1329.2
TG 69:7	1104.9->805.7
TG 69:7_OZONE_DB_Position_N1	1104.9->1102.9
TG 69:7_OZONE_DB_Position_N2	1104.9->1116.9
TG 69:7_OZONE_DB_Position_N3	1104.9->1131
TG 69:7_OZONE_DB_Position_N4	1104.9->1145
TG 69:7_OZONE_DB_Position_N5	1104.9->1159
TG 69:7_OZONE_DB_Position_N6	1104.9->1173
TG 69:7_OZONE_DB_Position_N7	1104.9->1187
TG 69:7_OZONE_DB_Position_N8	1104.9->1201
TG 69:7_OZONE_DB_Position_N9	1104.9->1215
TG 69:7_OZONE_DB_Position_N10	1104.9->1229.1
TG 69:7_OZONE_DB_Position_N11	1104.9->1243.1
TG 69:7_OZONE_DB_Position_N12	1104.9->1257.1
TG 69:7_OZONE_DB_Position_N13	1104.9->1271.1
TG 69:7_OZONE_DB_Position_N14	1104.9->1285.1
TG 69:7_OZONE_DB_Position_N15	1104.9->1299.1
TG 69:7_OZONE_DB_Position_N16	1104.9->1313.2
TG 69:7_OZONE_DB_Position_N17	1104.9->1327.2
TG 69:8	1102.9->803.7
TG 69:8_OZONE_DB_Position_N1	1102.9->1100.9
TG 69:8_OZONE_DB_Position_N2	1102.9->1114.9
TG 69:8_OZONE_DB_Position_N3	1102.9->1129
TG 69:8_OZONE_DB_Position_N4	1102.9->1143
TG 69:8_OZONE_DB_Position_N5	1102.9->1157
TG 69:8_OZONE_DB_Position_N6	1102.9->1171
TG 69:8_OZONE_DB_Position_N7	1102.9->1185
TG 69:8_OZONE_DB_Position_N8	1102.9->1199
TG 69:8_OZONE_DB_Position_N9	1102.9->1213
TG 69:8_OZONE_DB_Position_N10	1102.9->1227.1
TG 69:8_OZONE_DB_Position_N11	1102.9->1241.1
TG 69:8_OZONE_DB_Position_N12	1102.9->1255.1
TG 69:8_OZONE_DB_Position_N13	1102.9->1269.1
TG 69:8_OZONE_DB_Position_N14	1102.9->1283.1
TG 69:8_OZONE_DB_Position_N15	1102.9->1297.1
TG 69:8_OZONE_DB_Position_N16	1102.9->1311.2
TG 69:8_OZONE_DB_Position_N17	1102.9->1325.2
TG 69:9	1100.9->801.7
TG 69:9_OZONE_DB_Position_N1	1100.9->1098.9
TG 69:9_OZONE_DB_Position_N2	1100.9->1112.9
TG 69:9_OZONE_DB_Position_N3	1100.9->1127
TG 69:9_OZONE_DB_Position_N4	1100.9->1141
TG 69:9_OZONE_DB_Position_N5	1100.9->1155
TG 69:9_OZONE_DB_Position_N6	1100.9->1169
TG 69:9_OZONE_DB_Position_N7	1100.9->1183
TG 69:9_OZONE_DB_Position_N8	1100.9->1197
TG 69:9_OZONE_DB_Position_N9	1100.9->1211
TG 69:9_OZONE_DB_Position_N10	1100.9->1225.1
TG 69:9_OZONE_DB_Position_N11	1100.9->1239.1
TG 69:9_OZONE_DB_Position_N12	1100.9->1253.1
TG 69:9_OZONE_DB_Position_N13	1100.9->1267.1
TG 69:9_OZONE_DB_Position_N14	1100.9->1281.1
TG 69:9_OZONE_DB_Position_N15	1100.9->1295.1
TG 69:9_OZONE_DB_Position_N16	1100.9->1309.2
TG 69:9_OZONE_DB_Position_N17	1100.9->1323.2
TG 69:10	1098.9->799.7
TG 69:10_OZONE_DB_Position_N1	1098.9->1096.9
TG 69:10_OZONE_DB_Position_N2	1098.9->1110.9
TG 69:10_OZONE_DB_Position_N3	1098.9->1125
TG 69:10_OZONE_DB_Position_N4	1098.9->1139
TG 69:10_OZONE_DB_Position_N5	1098.9->1153
TG 69:10_OZONE_DB_Position_N6	1098.9->1167
TG 69:10_OZONE_DB_Position_N7	1098.9->1181
TG 69:10_OZONE_DB_Position_N8	1098.9->1195
TG 69:10_OZONE_DB_Position_N9	1098.9->1209
TG 69:10_OZONE_DB_Position_N10	1098.9->1223.1
TG 69:10_OZONE_DB_Position_N11	1098.9->1237.1
TG 69:10_OZONE_DB_Position_N12	1098.9->1251.1
TG 69:10_OZONE_DB_Position_N13	1098.9->1265.1
TG 69:10_OZONE_DB_Position_N14	1098.9->1279.1
TG 69:10_OZONE_DB_Position_N15	1098.9->1293.1
TG 69:10_OZONE_DB_Position_N16	1098.9->1307.2
TG 69:10_OZONE_DB_Position_N17	1098.9->1321.2
TG 70:1	1130.9->831.7
TG 70:1_OZONE_DB_Position_N1	1130.9->1128.9
TG 70:1_OZONE_DB_Position_N2	1130.9->1142.9
TG 70:1_OZONE_DB_Position_N3	1130.9->1157
TG 70:1_OZONE_DB_Position_N4	1130.9->1171
TG 70:1_OZONE_DB_Position_N5	1130.9->1185
TG 70:1_OZONE_DB_Position_N6	1130.9->1199
TG 70:1_OZONE_DB_Position_N7	1130.9->1213
TG 70:1_OZONE_DB_Position_N8	1130.9->1227
TG 70:1_OZONE_DB_Position_N9	1130.9->1241
TG 70:1_OZONE_DB_Position_N10	1130.9->1255.1
TG 70:1_OZONE_DB_Position_N11	1130.9->1269.1
TG 70:1_OZONE_DB_Position_N12	1130.9->1283.1
TG 70:1_OZONE_DB_Position_N13	1130.9->1297.1
TG 70:1_OZONE_DB_Position_N14	1130.9->1311.1
TG 70:1_OZONE_DB_Position_N15	1130.9->1325.1
TG 70:1_OZONE_DB_Position_N16	1130.9->1339.2
TG 70:1_OZONE_DB_Position_N17	1130.9->1353.2
TG 70:2	1128.9->829.7
TG 70:2_OZONE_DB_Position_N1	1128.9->1126.9
TG 70:2_OZONE_DB_Position_N2	1128.9->1140.9
TG 70:2_OZONE_DB_Position_N3	1128.9->1155
TG 70:2_OZONE_DB_Position_N4	1128.9->1169
TG 70:2_OZONE_DB_Position_N5	1128.9->1183
TG 70:2_OZONE_DB_Position_N6	1128.9->1197
TG 70:2_OZONE_DB_Position_N7	1128.9->1211
TG 70:2_OZONE_DB_Position_N8	1128.9->1225
TG 70:2_OZONE_DB_Position_N9	1128.9->1239
TG 70:2_OZONE_DB_Position_N10	1128.9->1253.1
TG 70:2_OZONE_DB_Position_N11	1128.9->1267.1
TG 70:2_OZONE_DB_Position_N12	1128.9->1281.1
TG 70:2_OZONE_DB_Position_N13	1128.9->1295.1
TG 70:2_OZONE_DB_Position_N14	1128.9->1309.1
TG 70:2_OZONE_DB_Position_N15	1128.9->1323.1
TG 70:2_OZONE_DB_Position_N16	1128.9->1337.2
TG 70:2_OZONE_DB_Position_N17	1128.9->1351.2
TG 70:3	1126.9->827.7
TG 70:3_OZONE_DB_Position_N1	1126.9->1124.9
TG 70:3_OZONE_DB_Position_N2	1126.9->1138.9
TG 70:3_OZONE_DB_Position_N3	1126.9->1153
TG 70:3_OZONE_DB_Position_N4	1126.9->1167
TG 70:3_OZONE_DB_Position_N5	1126.9->1181
TG 70:3_OZONE_DB_Position_N6	1126.9->1195
TG 70:3_OZONE_DB_Position_N7	1126.9->1209
TG 70:3_OZONE_DB_Position_N8	1126.9->1223
TG 70:3_OZONE_DB_Position_N9	1126.9->1237
TG 70:3_OZONE_DB_Position_N10	1126.9->1251.1
TG 70:3_OZONE_DB_Position_N11	1126.9->1265.1
TG 70:3_OZONE_DB_Position_N12	1126.9->1279.1
TG 70:3_OZONE_DB_Position_N13	1126.9->1293.1
TG 70:3_OZONE_DB_Position_N14	1126.9->1307.1
TG 70:3_OZONE_DB_Position_N15	1126.9->1321.1
TG 70:3_OZONE_DB_Position_N16	1126.9->1335.2
TG 70:3_OZONE_DB_Position_N17	1126.9->1349.2
TG 70:4	1124.9->825.7
TG 70:4_OZONE_DB_Position_N1	1124.9->1122.9
TG 70:4_OZONE_DB_Position_N2	1124.9->1136.9
TG 70:4_OZONE_DB_Position_N3	1124.9->1151
TG 70:4_OZONE_DB_Position_N4	1124.9->1165
TG 70:4_OZONE_DB_Position_N5	1124.9->1179
TG 70:4_OZONE_DB_Position_N6	1124.9->1193
TG 70:4_OZONE_DB_Position_N7	1124.9->1207
TG 70:4_OZONE_DB_Position_N8	1124.9->1221
TG 70:4_OZONE_DB_Position_N9	1124.9->1235
