lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M3_Male_WT_cortex,Blank_Blank_Blank_Blank_Blank
[TG(48:4)]_FA14:0,-0.2372211395138227,3.7769738559148816,0.19410487309778546,0.6595219026345006,0.9998184311894669,TAG,60401.504333496094,81267.30581665039,105874.84774780272,126645.82843017578,73221.86462402344,95987.84729003906,28108.98190307617
[TG(48:4)]_FA16:0,-0.17158381229298594,4.140407117270002,0.10108579054940492,0.7505305133200411,0.9998184311894669,TAG,95188.4072265625,100981.56616210938,126742.74792480467,187593.65521240237,126881.2289428711,94681.586669921875,25506.50180053711
[TG(48:4)]_FA16:1,-0.39587423321365667,5.059770616401087,0.5462830121541629,0.4598404432677713,0.9998184311894669,TAG,137203.9896850586,300222.9434814453,383782.9290161133,143507.8504638672,314168.02407836914,172889.00860595703,23113.081817626957
[TG(48:4)]_FA18:0,-0.26451900357529873,4.030717289114259,0.24180228701152373,0.6229074278488606,0.9998184311894669,TAG,61333.68420410156,58062.08395385742,70972.38446044922,269649.49963378906,54771.7639465332,157175.55068969727,24575.0016784668
[TG(48:4)]_FA18:1,-0.17906620601100884,4.02692155651858,0.11015251593471476,0.7399705653782339,0.9998184311894669,TAG,69296.02462768555,106793.96771240234,125378.7491760254,173324.673828125,84068.7864074707,122319.90771484376,21978.041534423828
[TG(48:4)]_FA18:2,0.04479091203151227,6.043336998024894,0.006777865026379004,0.9343860561039744,0.9998184311894669,TAG,193750.25256347656,681552.3249511719,1069517.0474853516,207631.99353027344,546641.5544433594,247653.4766845703,43992.80352783203
[TG(48:4)]_FA18:3,-0.2177200603537057,7.778191874307395,0.16329166461946354,0.6861438664550139,0.9998184311894669,TAG,852746.9562988281,1993403.662597656,3196557.8459472656,703800.3935546875,1884023.8747558596,1104860.1770019531,131016.14916992188
[TG(48:4)]_FA20:4,0.07738416234304396,5.66700079591257,0.02017888324598971,0.8870386191491542,0.9998184311894669,TAG,349485.8212890625,362041.5472412109,502107.3767089844,309683.8834228516,290445.3436279297,264512.7185058594,91271.6063232422
[TG(48:5)]_FA14:0,0.06294613549419166,3.832559208029927,0.013366184023425376,0.9079598824590545,0.9998184311894669,TAG,92583.34628295898,79571.145751953125,93242.7470703125,119725.56854248048,63427.14443969727,78780.98474121094,43245.98303222656
[TG(48:5)]_FA16:0,-2.2483386646938023e-4,3.58326033036547,1.7135607777163386e-7,0.9996697142737057,0.9998184311894669,TAG,73082.2250366211,70690.02478027344,74607.54559326172,121904.00723266602,54765.24447631836,76543.38525390625,26579.601806640625
[TG(48:5)]_FA16:1,-0.21633588619591362,4.285967553424737,0.16120050835070288,0.6880536346973453,0.9998184311894669,TAG,104365.48672485352,112202.56771850586,135636.28887939453,207065.5346069336,136760.3110961914,113653.72833251952,27615.961853027344
[TG(48:5)]_FA18:1,-0.32607152006006845,4.079222993651143,0.36894529648998287,0.5435797338968318,0.9998184311894669,TAG,66859.40490722656,65171.68475341797,70825.20388793945,269330.177154541,53418.52410888672,173835.2915649414,23048.981674194336
[TG(48:5)]_FA18:2,-0.17485887538614223,4.220205665642016,0.10500625216445769,0.7459026921847656,0.9998184311894669,TAG,79011.52597045898,117670.38851928712,158276.67211914062,186076.39184570312,102925.80645751952,131117.50982666016,26923.101928710938
[TG(48:5)]_FA18:3,-7.735223521890657e-4,6.29618708547906,2.028536982834339e-6,0.99886359959564,0.9998184311894669,TAG,248818.09814453125,781827.6201171875,1244988.2053833008,250339.25720214844,644122.9312133789,317802.6610107422,57785.583557128906
[TG(48:5)]_FA20:4,-0.024504843516333166,5.337420272589976,0.0020395802712300792,0.9639784121343805,0.9998184311894669,TAG,216479.2744140625,313463.12341308594,454127.5557861328,204750.7957763672,272759.01721191406,190693.25366210935,72705.88537597656
[TG(48:5)]_FA22:5,0.3919098600062963,4.744973700130382,0.5040154980747218,0.47774104088793756,0.9998184311894669,TAG,205943.0747680664,243839.21807861328,195832.25274658203,200283.03649902344,114433.6480102539,135710.10906982422,49533.68328857422
[TG(48:6)]_FA14:0,-0.0037930907032244603,4.494409174819569,4.878948675468564e-5,0.9944268638256449,0.9998184311894669,TAG,152778.45043945312,129005.16955566406,151512.0499267578,171881.2117919922,104060.44714355467,130040.8289794922,65996.14453125
[TG(48:6)]_FA16:0,0.3546988292227837,4.2830004631184355,0.4142037164433532,0.5198435394686775,0.9998184311894669,TAG,152627.6297607422,130670.97009277344,182345.19354248047,158301.791015625,75710.56530761719,111775.64794921876,32211.022216796875
[TG(48:6)]_FA16:1,-0.021567929859013884,3.749932454866117,0.0015795679300936172,0.9682973990287527,0.9998184311894669,TAG,87190.00622558594,78572.385009765625,79054.30596923828,138630.4096069336,61804.024658203125,88534.76599121094,28042.322052001957
[TG(48:6)]_FA18:0,-0.018432272296072076,3.9470296691830797,0.001153394334778568,0.9729077241180503,0.9998184311894669,TAG,105128.6669921875,96650.74676513672,97838.38632202148,126084.96899414062,74672.3256225586,92035.0659790039,38690.462890625
[TG(48:6)]_FA18:2,-0.2772978628656479,4.187717777548177,0.26596101879840717,0.606054114852635,0.9998184311894669,TAG,68735.1242980957,70745.56475830078,80235.6860961914,290315.65495300293,57111.36346435547,180045.19271850586,27828.181884765625
[TG(48:6)]_FA18:3,-0.1885062208373007,4.413720590983132,0.12215563339304936,0.7267081900012219,0.9998184311894669,TAG,87040.90704345703,131337.90731811523,184508.4518432617,204373.83618164065,119780.92797851562,145200.76992797852,35566.7424621582
[TG(48:6)]_FA20:4,0.2008935444967481,4.773812514382077,0.13463280013093026,0.7136761373695948,0.9998184311894669,TAG,133147.34902954102,230801.35638427731,365375.4724121094,141765.45001220703,182704.31219482425,106890.02792358398,39393.5027923584
[TG(48:6)]_FA22:5,0.1691888814068327,5.34542026685936,0.095742980654222265,0.7569993002591191,0.9998184311894669,TAG,285642.798828125,249975.3564453125,304926.9038085937,341929.44140625,179892.7314453125,225413.634765625,98127.727294921875
[TG(48:6)]_FA22:6,0.40031171250374425,4.832166148540683,0.5254651883292353,0.46851965318644184,0.9998184311894669,TAG,220307.6544189453,251489.1344604492,206411.8928222656,206530.2740478516,109220.16693115234,150696.6312866211,59236.50411987305
[TG(48:7)|TG(47:0)]_FA14:0,0.3557663528182661,5.291254122170043,0.4166709540577358,0.518602864988988,0.9998184311894669,TAG,324303.7235107422,240455.51953125,371873.64611816406,337430.7862548828,159240.7332763672,223064.89294433597,57228.583557128906
[TG(48:7)|TG(47:0)]_FA16:0,0.33907057581312,7.776473049565374,0.3790415709518129,0.538116618152944,0.9998184311894669,TAG,1969391.138916016,1332428.885986328,2355679.9892578125,1866399.6430664065,619700.06298828125,1654703.0341796875,149169.271484375
[TG(48:7)|TG(47:0)]_FA16:1,0.29307604376956975,4.372952574551383,0.28430435406335164,0.5938937693772685,0.9998184311894669,TAG,169516.2723388672,126084.06817626952,187792.49182128903,171277.39093017578,82971.28662109375,122313.1480102539,34905.002685546875
[TG(48:7)|TG(47:0)]_FA18:0,0.17130363228775292,6.003537908401135,0.09813519378803903,0.7540790555667575,0.9998184311894669,TAG,520936.6180419922,372319.7073364258,575868.1689453125,600934.5891113281,208958.71435546875,495815.45166015625,66953.404541015625
[TG(48:7)|TG(47:0)]_FA18:1,0.005738140237967119,3.9835715785435446,1.1157248991366941e-4,0.9915722712690062,0.9998184311894669,TAG,115571.02850341795,111009.74822998048,96854.04650878906,122410.76788330078,73347.705322265625,98744.067626953125,35992.482666015625
[TG(48:7)|TG(47:0)]_FA18:2,-0.622772334385636,3.9160795782046134,1.3701449977315858,0.24178697265425989,0.9998184311894669,TAG,84123.1859741211,84207.76571655273,75372.72543334961,122661.78967285156,117831.90832519533,100860.40747070312,31198.32241821289
[TG(48:7)|TG(47:0)]_FA18:3,-0.2839781850615394,4.271109573268929,0.2790559142740676,0.597320672545503,0.9998184311894669,TAG,77904.145263671875,75079.66506958008,91084.24670410156,284353.3210449219,61298.98428344727,185484.37365722656,35048.742614746094
[TG(48:7)|TG(47:0)]_FA20:4,0.2559099752278418,3.8944770943816116,0.21745419749777287,0.6409865762358182,0.9998184311894669,TAG,95947.96649169922,87490.14562988281,122132.3482055664,108975.20678710938,63733.08413696289,69739.62487792969,47773.52322387695
[TG(48:7)|TG(47:0)]_FA22:5,0.3236892801236811,4.677330747834175,0.3458861911212807,0.5564511467006108,0.9998184311894669,TAG,213208.2353210449,183530.91397094727,238628.5563659668,207770.5762939453,149999.2510986328,109941.68823242188,29719.442001342773
[TG(48:7)|TG(47:0)]_FA22:6,0.20368134611641792,5.440065540885714,0.13836445281231136,0.7099124116161696,0.9998184311894669,TAG,317884.46032714844,265530.9990234375,320687.5822753906,352665.5460205078,186233.55407714844,234608.6163330078,111141.78845214844
[TG(48:8)|TG(47:1)]_FA14:0,0.3075497200086029,4.465464640144989,0.31268858235245034,0.5760350309647686,0.9998184311894669,TAG,149150.1694946289,112359.40808105467,254021.17999267575,178056.95349121094,90499.58605957033,122928.0892944336,42736.063415527344
[TG(48:8)|TG(47:1)]_FA16:0,0.48304199528041425,5.711082272770043,0.7594189231904238,0.383510430330905,0.9998184311894669,TAG,362071.7648925781,250234.3975830078,839855.7479248047,357729.0305175781,184791.2521972656,303582.6610107422,62813.98400878906
[TG(48:8)|TG(47:1)]_FA16:1,0.31999287943086296,7.7795382025629705,0.3381497599038994,0.5608991674798358,0.9998184311894669,TAG,2089096.860839844,1254112.40234375,2309572.422363281,1907617.6508789065,619726.42236328125,1696899.0087890625,127154.78881835938
[TG(48:8)|TG(47:1)]_FA18:0,0.3294481225671425,4.570487084638632,0.35812239675851737,0.5495508618623469,0.9998184311894669,TAG,174363.21130371094,161047.17114257812,255345.76025390625,175265.15209960938,113089.10754394533,120631.68853759766,36912.02279663086
[TG(48:8)|TG(47:1)]_FA18:1,0.07948471469498981,6.0347791958218355,0.02128578028168704,0.8840031174299469,0.9998184311894669,TAG,550397.2613525391,405467.3254394531,548921.9268798828,593161.1556396484,210801.17541503903,551972.0769042969,55061.42388916016
[TG(48:8)|TG(47:1)]_FA18:2,0.0878566900675094,4.451566946748896,0.02598782492736973,0.8719300551603855,0.9998184311894669,TAG,149421.26959228516,145489.1104736328,147455.4701538086,177653.07348632812,95081.00762939452,130310.26977539062,54384.02368164063
[TG(48:8)|TG(47:1)]_FA18:3,-0.5835018326793253,4.038702946247862,1.2001839395452407,0.2732849178058287,0.9998184311894669,TAG,101360.1068725586,93791.466064453125,87523.806640625,124780.74951171876,128390.58947753906,108335.78735351562,31842.002075195312
[TG(48:8)|TG(47:1)]_FA22:5,0.28031690377195845,3.958214679785943,0.2603698024811365,0.609866209344743,0.9998184311894669,TAG,104802.22689819336,104170.94686889648,119392.02890014648,143521.24951171875,71196.44445800781,78656.545654296875,33437.70259094238
[TG(48:8)|TG(47:1)]_FA22:6,0.3766071615738668,4.794180963312367,0.46605702073611605,0.4948067380044361,0.9998184311894669,TAG,240343.57553100583,203948.73388671875,256211.49743652344,218366.07653808597,150218.84979248047,122990.00897216795,33974.642486572266
[TG(49:3)]_FA14:0,-0.10956470185212268,3.952386333296844,0.041032391513908806,0.8394754109454347,0.9998184311894669,TAG,81678.08575439453,96826.7271118164,120912.84881591795,131267.74884033203,96796.00524902344,82073.725341796875,34042.70227050781
[TG(49:3)]_FA16:0,-0.21143260390640195,4.482642365813158,0.15392416118737628,0.694813145667841,0.9998184311894669,TAG,89397.88757324219,116417.34896850586,172859.71368408203,266735.87744140625,99478.64660644533,186247.65432739255,31380.10238647461
[TG(49:3)]_FA16:1,-0.36129608606932767,5.733325745852936,0.45401859468984185,0.5004327398722709,0.9998184311894669,TAG,208774.1746826172,427914.6146240234,604723.93896484375,313391.54119873047,466747.61083984375,297798.8829345703,37572.70263671875
[TG(49:3)]_FA18:0,-0.11337578640134909,3.9845289154180237,0.04394898244208889,0.8339485594297908,0.9998184311894669,TAG,90708.20739746094,95124.54675292967,108787.4288330078,161829.27270507812,74125.94525146484,115936.34753417967,26489.681671142574
[TG(49:3)]_FA18:1,-0.030773371100474258,4.3108251515586105,0.003217998025320412,0.9547623463067393,0.9998184311894669,TAG,105423.98776245116,161248.83068847656,210105.51580810547,123150.68994140624,123850.8876953125,111359.18814086914,27067.3017578125
[TG(49:3)]_FA18:2,0.12150838045386285,6.390254059897598,0.049576003297261195,0.8238027085617086,0.9998184311894669,TAG,493271.3400878906,542324.91943359375,1163462.9060058594,502841.5002441406,453268.5762939453,490158.3973388672,91238.3862915039
[TG(49:3)]_FA18:3,0.13932756495675455,8.488230026598263,0.06508907946408726,0.7986260806666249,0.9998184311894669,TAG,3119075.985839844,2146084.569335937,3566946.0854492188,3071231.8881835938,1187477.4272460938,2950811.3041992188,203280.43212890625
[TG(49:4)]_FA14:0,-0.2618278194488701,3.5688769263486626,0.23685852339212937,0.6264843189127031,0.9998184311894669,TAG,73424.30548095703,68115.10464477539,75472.42584228516,96114.48651123048,79387.6655883789,65731.62460327148,27751.90209960937
[TG(49:4)]_FA16:0,0.010017772044137863,3.320654466926453,3.3993796387221664e-4,0.9852899113193188,0.9998184311894669,TAG,58071.42401123047,56618.40399169922,72738.74533081055,96186.20739746094,53280.10348510742,55136.644134521484,22939.501831054688
[TG(49:4)]_FA16:1,-0.2149932930571371,4.579832020863127,0.1591922194820654,0.6899013118998526,0.9998184311894669,TAG,103354.02709960938,124935.40991210938,178711.05389404297,291464.3980102539,104787.1880493164,205484.1534423828,28972.182006835938
[TG(49:4)]_FA18:0,-0.546355003798988,4.6654913955898385,1.0500313489756081,0.3054998670221051,0.9998184311894669,TAG,81112.1664428711,77737.2855834961,84875.34521484375,425961.8939819336,60235.40478515625,314630.984375,33099.0224609375
[TG(49:4)]_FA18:1,-0.10248789768970443,4.023904758058869,0.03588451285941119,0.8497541835645155,0.9998184311894669,TAG,97995.04675292967,105436.48837280272,103133.96667480467,170250.39279174805,77045.40545654297,120510.60888671876,23560.90145874023
[TG(49:4)]_FA18:2,-0.05422479922491471,4.628280859176448,0.010009332240940694,0.9203072896028819,0.9998184311894669,TAG,122698.14892578124,174299.99188232422,293829.33935546875,153093.9512939453,156921.9115600586,137873.45086669922,35482.06262207031
[TG(49:4)]_FA18:3,0.14569222561161704,6.731705333853669,0.07113430135359522,0.7896923423409569,0.9998184311894669,TAG,640320.0056152344,641488.51025390625,1555539.8138427734,603408.52197265625,568532.6184082031,610264.7819824219,119336.28930664062
[TG(49:4)]_FA20:4,0.4160947826230034,5.66348435091264,0.5669253859996388,0.45148327929802706,0.9998184311894669,TAG,426408.4110107422,303845.3424682617,535844.9354248047,412604.4757080078,184095.23303222656,297574.9416503906,71379.56549072266
[TG(49:5)]_FA14:0,-0.34965291106163066,3.6995407243527954,0.42488498155989873,0.5145095433080279,0.9998184311894669,TAG,80095.78607177734,72953.80487060547,77406.00567626953,93447.38684082033,78140.20574951172,81424.545654296875,35786.88232421875
[TG(49:5)]_FA16:0,0.13485179318940485,3.371510448256477,0.060991530737737776,0.8049355939435376,0.9998184311894669,TAG,62642.20458984375,82052.76626586914,64127.40472412109,86781.88589477539,46977.46307373047,57390.60424804688,25648.701751708984
[TG(49:5)]_FA16:1,0.03391453207138377,3.4440020274414036,0.0038888919498276664,0.9502753671137633,0.9998184311894669,TAG,69682.64422607422,65626.864501953125,78891.42565917969,100987.5264892578,54591.74426269531,64042.2848815918,22667.24166870117
[TG(49:5)]_FA18:0,0.3541456371461012,4.3027570405190865,0.41293249156524325,0.5204848286731929,0.9998184311894669,TAG,136134.41015625,132456.3485107422,141881.9913330078,201328.99450683597,74838.50518798828,109780.14739990234,40509.162994384766
[TG(49:5)]_FA18:1,-0.647036208418339,4.711538844693053,1.4809746305109002,0.22362209456479826,0.9998184311894669,TAG,85545.5464477539,92335.2865600586,81663.785400390625,414806.46966552734,62908.424865722656,342573.1248779297,31604.58212280273
[TG(49:5)]_FA18:2,-0.1031349540958108,4.131973431031562,0.036340897902846336,0.848813221958723,0.9998184311894669,TAG,102759.66781616212,110300.06771850586,119940.30731201172,176016.03295898438,83734.40573120117,126911.76879882812,28106.20196533203
[TG(49:5)]_FA18:3,0.025242529768383155,4.997214594271341,0.0021559374345088145,0.9629658732450966,0.9998184311894669,TAG,176944.3140258789,213683.03619384769,370969.7282714844,188973.81201171875,183524.6752319336,173073.27325439453,58352.803955078125
[TG(49:5)]_FA20:4,0.33577094168995153,5.282216841640514,0.3717978251884233,0.5420259266221175,0.9998184311894669,TAG,215971.7943725586,198455.7533569336,305567.6022338867,208512.6351928711,143028.27069091797,139328.15087890625,200575.39575195312
[TG(49:5)]_FA22:5,0.16781750232541118,4.525795923285524,0.09420645919999515,0.7588961152494078,0.9998184311894669,TAG,174910.1717224121,155076.53201293945,180933.4339599609,202512.27557373047,111536.72842407228,133470.90975952148,35866.98226928711
[TG(49:6)]_FA14:0,0.003943158323630426,3.8695292106112786,5.269396569929086e-5,0.9942081582176662,0.9998184311894669,TAG,107703.36651611328,80706.46551513672,88697.5068359375,117744.00793457033,67690.74432373047,84543.26556396484,41631.30267333984
[TG(49:6)]_FA16:0,0.30096694019829184,5.417001811223607,0.2996226071300043,0.5841191089581182,0.9998184311894669,TAG,383212.0513916016,427511.6528320313,368939.1297607422,210400.0771484375,217425.0333251953,220645.4161376953,50073.82385253906
[TG(49:6)]_FA16:1,0.06849667935313196,3.4917196035448517,0.01582022431466612,0.8999072823435232,0.9998184311894669,TAG,71673.68515014648,87242.24630737305,71640.18551635742,96332.4462890625,52098.02380371094,68649.4644165039,23249.461486816406
[TG(49:6)]_FA18:0,-0.01862858824052792,4.6117023741824,0.0011781394023273606,0.9726187587262843,0.9998184311894669,TAG,154707.1700439453,201150.81329345703,211725.11260986328,162789.9727783203,159392.11108398438,126410.10815429688,36295.88244628906
[TG(49:6)]_FA18:1,-0.04263225292768618,4.021465275855035,0.006181548022482275,0.937332634987233,0.9998184311894669,TAG,96807.68634033205,108132.42767333984,89657.44561767578,159051.5712890625,71218.9853515625,109586.427734375,36656.46270751953
[TG(49:6)]_FA18:2,-0.5859342358273291,4.759214970614915,1.2104008824535413,0.2712527426819717,0.9998184311894669,TAG,91141.28594970705,82784.066162109375,95305.506103515625,434832.4079589844,66863.92416381836,338152.7249145508,36630.38232421875
[TG(49:6)]_FA18:3,-0.10004210313610279,4.287894665050406,0.03418634093031869,0.8533110112029726,0.9998184311894669,TAG,121557.26895141602,119333.74774169922,136438.32873535156,189798.953125,93657.3276977539,140483.82998657227,31577.382263183597
[TG(49:6)]_FA20:4,0.04510900744714091,6.745411312338619,0.006874075124869705,0.9339230688841894,0.9998184311894669,TAG,115031.30679321288,145680.67016601562,142174.82971191406,142055.04919433594,95884.9263305664,108168.00765991212,1400554.1663208008
[TG(49:6)]_FA22:5,0.32156495149568315,4.4212490840030165,0.3414217905267378,0.5590096849663592,0.9998184311894669,TAG,169113.61074829102,152782.5916442871,204543.45526123047,169609.9933166504,106735.9474029541,107685.06817626952,29365.88198852539
[TG(49:6)]_FA22:6,0.1809493444407566,4.655272154594598,0.10940844573451614,0.7408186194742497,0.9998184311894669,TAG,197266.0347290039,163396.2317199707,184744.67208862305,236500.37857055664,111099.94757080078,155091.87185668945,39205.42282104492
[TG(49:7)|TG(48:0)]_FA14:0,0.19173723137280824,5.155719784142976,0.12273395623788022,0.7260880038993658,0.9998184311894669,TAG,262481.89807128906,247530.13671875,301853.4219970703,215369.1134033203,173928.5128173828,172944.3123779297,92583.266845703125
[TG(49:7)|TG(48:0)]_FA16:0,0.27959468934926757,8.826478097298933,0.259060088545084,0.6107666229989815,0.9998184311894669,TAG,3972345.365234375,4958055.775390625,4458813.130859375,1716390.052734375,2638482.2431640625,2190472.087890625,365920.0244140625
[TG(49:7)|TG(48:0)]_FA16:1,0.2522979154583776,5.512211580084782,0.21143359900452197,0.6456460768750314,0.9998184311894669,TAG,407170.3698730469,447174.8288574219,395680.548828125,241256.29821777344,234225.0185546875,251492.4183349609,44609.443359375
[TG(49:7)|TG(48:0)]_FA18:0,-0.2975001469201038,7.421128431918208,0.30655310180736706,0.5798030825846463,0.9998184311894669,TAG,953608.0910644532,1697948.4921875,1710528.1237792969,676486.81298828125,1495077.7548828125,898045.7841796875,125815.94873046876
[TG(49:7)|TG(48:0)]_FA18:1,-7.624819550924037e-4,4.635860961435398,1.9710678316187114e-6,0.9988798125470079,0.9998184311894669,TAG,165355.11346435547,223958.1742553711,198936.91345214844,160148.17022705078,156878.01025390625,133297.22821044922,34499.66241455078
[TG(49:7)|TG(48:0)]_FA18:2,0.06981578770400886,4.161104021402262,0.016434157587355003,0.8979940408920258,0.9998184311894669,TAG,108132.54803466795,113035.7880859375,107294.0883178711,187462.23321533203,73292.9853515625,116507.62817382812,39438.96295166016
[TG(49:7)|TG(48:0)]_FA18:3,-0.5060661494107974,4.831009079307245,0.8987648088514089,0.3431131273097881,0.9998184311894669,TAG,103239.14764404295,97125.2074584961,103673.50689697266,451352.4703979492,75571.20565795898,336017.88439941406,39280.78271484375
[TG(49:7)|TG(48:0)]_FA20:4,-0.4151561819279431,7.9623410657742335,0.6015254467347404,0.43799659025223325,0.9998184311894669,TAG,145967.87078857422,183074.67388916016,159801.49060058594,566918.8176269531,114159.88842773438,427147.5316772461,3293378.932495117
[TG(49:7)|TG(48:0)]_FA22:5,0.19326161338804926,4.282992265854094,0.12467520668587896,0.7240181472493109,0.9998184311894669,TAG,135685.80960083008,136747.87002563477,162037.072265625,161201.55108642578,94256.56610107422,106535.20703125,35300.36250305176
[TG(49:7)|TG(48:0)]_FA22:6,0.34017592087368753,4.4301146497022446,0.3814663146877137,0.5368195324489952,0.9998184311894669,TAG,175072.1926574707,146142.5301208496,190405.07359313965,175758.6514892578,98234.22651672363,110961.84756469728,35867.20274353027
[TG(49:8)|TG(48:1)]_FA14:0,-0.3609830409778123,6.555058206091391,0.45322552454308607,0.5008071709286273,0.9998184311894669,TAG,450364.8366699219,925961.7399902344,893353.2961425781,315715.6983642578,892042.6599121094,392931.9680175781,135786.2509765625
[TG(49:8)|TG(48:1)]_FA16:0,-0.48370128296472903,8.547522582367792,0.820007654838264,0.36517792774703395,0.9998184311894669,TAG,1619576.0615234375,3774061.2465820312,4299990.6259765625,966099.849609375,3780396.095703125,1955156.765625,192793.9326171875
[TG(49:8)|TG(48:1)]_FA16:1,0.2198684320943702,8.93856563851549,0.16101558663649485,0.6882232071146632,0.9998184311894669,TAG,4486323.98828125,5154934.4541015625,4688535.1728515625,1964159.5869140625,2848822.361328125,2579811.4345703125,319523.64306640625
[TG(49:8)|TG(48:1)]_FA18:0,-0.2649391074371533,7.004893782902089,0.24258816585643217,0.6223430226337695,0.9998184311894669,TAG,373174.3900146485,1265953.7410888672,1924777.1423339844,350003.84533691406,1248792.3919677734,543394.3778076172,71089.50451660156
[TG(49:8)|TG(48:1)]_FA18:1,-0.2943543104501307,7.4895721312175,0.30004117664066143,0.5838566078699214,0.9998184311894669,TAG,1060681.5939941406,1880139.7529296875,1685008.0274658203,691896.8249511719,1540236.4584960938,986843.7692871094,109144.30712890624
[TG(49:8)|TG(48:1)]_FA18:2,0.07398975855296827,5.063555411523433,0.018452274573064642,0.8919484409620171,0.9998184311894669,TAG,227128.25634765625,277359.6979980469,300957.42346191406,219945.27612304688,202233.73278808597,173873.193359375,47429.82373046875
[TG(49:8)|TG(48:1)]_FA18:3,-0.0555417995328112,4.357951905848701,0.010502388882741798,0.9183747634328167,0.9998184311894669,TAG,120743.46942138672,127174.28857421876,119178.30828857422,205512.61401367188,83810.38555908203,145938.529296875,46046.48315429688
[TG(49:8)|TG(48:1)]_FA20:4,-0.06885614286221842,3.527506449729094,0.016156661837158026,0.8988542404907488,0.9998184311894669,TAG,65571.5041809082,68392.8044128418,69626.76431274414,103189.58850097656,51353.70346069336,72828.9047241211,32769.822174072266
[TG(49:8)|TG(48:1)]_FA22:5,0.11366451677960898,4.045637379926326,0.0434074146594412,0.8349600179466904,0.9998184311894669,TAG,104060.72836303712,96076.78553771973,118248.08828735352,133325.22946166992,72342.18490600586,88477.74655151367,50303.08419799805
[TG(49:8)|TG(48:1)]_FA22:6,0.17324077159358003,4.376107058615842,0.10034834543239414,0.7514120057324585,0.9998184311894669,TAG,147335.40991210938,153727.28956604004,158594.37049865723,170213.87246704102,104734.32743835448,111148.9284362793,38204.86296081543
[TG(50:3)]_FA14:0,-0.40728333291086055,8.30109146705601,0.578652071999386,0.4468411511911319,0.9998184311894669,TAG,448446.4680786133,3975589.630981445,4665765.929077148,392748.63049316406,4019011.555297852,802925.7835693359,38698.122619628906
[TG(50:3)]_FA18:0,-0.4171000113633644,6.483908059173246,0.6072525656200014,0.43582414700806166,0.9998184311894669,TAG,253465.9381103516,873976.6219787598,1304467.608581543,229711.61462402344,1026707.875732422,329475.1091613769,27003.302276611328
[TG(50:3)]_FA18:1,-0.41713667953530464,9.782551079600644,0.6073660865736876,0.4357812521161561,0.9998184311894669,TAG,1347656.387451172,11186032.03100586,12458323.62084961,1399201.5444335938,10594898.296142578,2931287.295898437,90900.966064453125
[TG(50:3)]_FA18:3,-0.5246941913228231,10.595716868669589,0.9672338662050866,0.3253710148686136,0.9998184311894669,TAG,8827708.6337890625,18424287.53710937,11754769.10546875,4025912.126953125,17302587.177734375,6913410.013671875,725287.60546875
[TG(50:4)]_FA14:0,0.12576814669670922,7.491370166572036,0.05309491080697626,0.8177628344669948,0.9998184311894669,TAG,422480.64489746094,2279337.070922852,3075846.830810547,362172.8475952149,1730191.6923828125,420599.8497314453,42804.84313964844
[TG(50:4)]_FA16:0,-0.5483850140089005,6.091887872196501,1.0579931061947718,0.303673357545836,0.9998184311894669,TAG,168585.31231689453,677501.1858520508,864967.2305908203,207493.7149047852,831850.4483947754,243438.93853759769,35071.12240600586
[TG(50:4)]_FA18:0,-0.04485776570033324,4.322656323456572,0.006845019350294024,0.934062546819711,0.9998184311894669,TAG,96083.16748046876,170880.17303466797,160126.51190185547,177305.93389892578,132305.5078125,108558.08666992188,24826.781768798828
[TG(50:4)]_FA18:1,-0.4236240252822284,6.578278711799944,0.6266529121785425,0.42858571225052305,0.9998184311894669,TAG,271134.4801635742,999977.714050293,1322077.1731262207,242908.85577392575,1075198.8850708008,380651.8684082031,24371.94166564941
[TG(50:4)]_FA18:2,-0.5028317907090518,10.067540557372734,0.8871675298970061,0.34624603635811646,0.9998184311894669,TAG,1656877.4025878906,12616297.28076172,15239463.75732422,1796157.4223632812,13118062.01147461,3869446.4096679688,187771.9123535156
[TG(50:4)]_FA20:4,-0.3730632663993682,7.790870197325219,0.48444593796739355,0.4864153611132542,0.9998184311894669,TAG,1202067.3413085938,2257302.3122558594,2040103.6977539065,788989.05712890625,2030219.450439453,1125795.5375976562,201225.8740234375
[TG(50:5)]_FA14:0,0.1800551925927593,4.618029614756644,0.10833786842704285,0.7420444420012681,0.9998184311894669,TAG,93382.0258178711,227336.7750854492,358005.7841796875,112328.36651611328,175728.91217041016,90589.06732177734,30640.102111816406
[TG(50:5)]_FA16:0,-0.07459938961508544,4.181066202383753,0.018973046220708056,0.8904437861733121,0.9998184311894669,TAG,105825.18817138672,141179.9312133789,155530.59100341797,126676.26861572266,124088.2700805664,90987.06701660156,29862.22232055664
[TG(50:5)]_FA16:1,-0.5963227731441524,6.206099504408033,1.25445414573187,0.2627034616352514,0.9998184311894669,TAG,196860.1753540039,691939.3270874023,925859.5338745116,246291.49884033203,905649.7004394532,287424.37786865234,31409.20217895508
