lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank
DG(O-38:9)|DG(36:2)_C18:2,4.709892125302926,6.174005361268364,62.046412069309326,3.3545702018483275e-15,8.937134112757586e-13,DAG,180821.7716369629,302988.599609375,3306.900230407715,3261.140235900879,3231.66024017334,3229.4402389526367,940433.7267990112
PE(44:1),-3.5285257740246228,6.640957140532898,61.19627683280305,5.165912810532165e-15,1.27041717348241e-12,PE,121363.66858673096,167350.01146697998,152411.47048568726,99610.30679321288,1040173.5802650452,1143060.3612174988,64799.24423217773
LPE(20:1),4.551806700454656,3.163900418795347,58.99832548698205,1.5780620296048926e-14,3.6036173633191726e-12,PE,139514.009349823,129494.72986602785,60100.4641456604,3254.260234832764,2482.680164337158,2457.9801712036133,2031.0601501464844
DG(O-40:9)|DG(38:2)_C18:0,-3.3726431299572366,3.0404246636409,56.28720947740475,6.262146546949068e-14,1.334672167373078e-11,DAG,5568.120338439941,2600.000175476074,4661.080265045166,24338.081771850582,119329.34828186037,23772.50164413452,30989.722229003903
DG(37:3)_C18:1,-3.337957603426343,2.6945783877264393,55.198662038690145,1.0894287229009505e-13,2.1768147669464618e-11,DAG,6432.740455627441,2889.380210876465,2895.6802139282227,5187.640392303467,61645.90451049805,2907.0802040100098,57847.16430664063
LPC(24:0),-3.1765485039652765,8.643163326031122,50.347144767132704,1.2881738617923892e-12,2.2879399089723713e-10,PC,678821.7663574219,908258.9899902344,619003.6652832031,516704.6123046875,4298347.300048828,4336371.341796875,98562.5264892578
LPC(24:1),-3.1781320268989037,8.634942223469906,50.394298068247736,1.2575908415719383e-12,2.2879399089723713e-10,PC,660636.18701171875,906258.7806396484,628152.1983642578,511041.0988769531,4236278.307373047,4349009.6767578125,98224.22705078124
LPE(20:3),4.063014834995096,2.6938300419017835,49.75063982398183,1.7458124702701904e-12,2.937559193396736e-10,PE,103445.78802108765,83106.7262916565,46858.88328170776,2524.6801681518555,3031.6201972961426,1927.8401260375977,2059.740146636963
PC(22:0),-3.1172095762442047,8.264296290142996,48.5915680716862,3.1522160012655437e-12,5.038817278022971e-10,PC,531887.6955566406,695501.8420410156,516390.697265625,411023.3898925781,3266668.7204589844,3293150.992675781,98047.44714355467
[TG(52:5)]_FA18:0,-2.9758555645067646,6.46566782090944,44.501966421999896,2.5410185697352835e-11,3.868398270211286e-9,TAG,95637.46746826172,171496.9309387207,243353.57489013672,160978.3299560547,830917.7530212402,1016898.295501709,26629.72183227539
PI(35:5)|PI(O-36:5)|PI(P-36:4),-2.9480159003597466,5.612856221430664,43.71186775813385,3.804576570295697e-11,5.528741497834247e-9,PI,82408.72607421875,112311.36953735352,93909.50631713869,74308.6450805664,467699.93283081055,514215.9018554688,43434.64291381836
LPE(20:0),3.5754508918421752,2.0331292618820456,40.80864712497976,1.6788856037928296e-10,2.333650989272033e-8,PE,54358.74401855469,57580.28396606445,31308.202213287357,2990.2601928710938,2120.980125427246,2144.3201446533203,2168.840148925781
PC(22:1),-2.7515924153024347,7.5014842285233865,38.29987031835117,6.066667721076056e-10,8.08130696011673e-8,PC,368357.5267333984,447573.7890625,426585.9294433594,289120.0817871094,1811845.410888672,1808678.6433105469,94402.546142578125
[TG(52:6)]_FA18:1,-2.7263649250123367,6.426459526611222,37.62481671371643,8.574658530070676e-10,1.0965273328254381e-7,TAG,102243.20776367188,178240.21319580078,285289.8380432129,182451.2543334961,794000.0601806641,939603.734802246,25199.92176818848
PC(54:12),-2.7139733352796216,5.257969230658495,37.29433579543911,1.0157920555720878e-9,1.249033539101525e-7,PC,68552.60450744629,98865.50730895996,109446.48748016356,58842.2444152832,389577.8648033142,380820.36783218384,12016.36081314087
LPE(20:4),3.236826120817017,2.5680712497181393,34.843194932916624,3.5735642853926322e-9,4.231364822370461e-7,PE,96534.74674606325,74715.66585922241,34664.78234100342,2751.400188446045,4455.860404968262,3320.3602600097656,2961.640182495117
[TG(51:4)]_FA16:0,-2.6142186593161965,5.668736010517741,34.684078545755256,3.877902139046456e-9,4.4277332637612565e-7,TAG,82217.06555175781,128541.32766723631,160139.85214233398,94589.88732910156,431923.4100341797,562759.4800415039,23257.22166442871
PC(52:0),-2.592763260498459,5.079925400708688,34.132237298999826,5.149111868698895e-9,5.676451946286334e-7,PC,67746.20556259155,95410.86753082275,97926.78632736206,54279.74390411377,331732.3229980469,333572.9457435608,12010.640815734863
[TG(46:5)]_FA22:5,-2.571171492688337,6.782977029511165,33.58214242689519,6.831705663813873e-9,7.045471937810629e-7,TAG,232627.91766357425,395081.2926635742,161782.41192626953,239497.73651123047,637137.2682800293,1489412.0441894531,48261.743408203125
DG(37:4)_C18:1,-2.5744623298906606,2.169610325243068,33.64045106552885,6.629954375322615e-9,7.045471937810629e-7,DAG,2917.060218811035,2889.060207366944,2894.6002082824707,9570.32067489624,37202.06266403198,2897.6402168273926,40262.78248596192
[TG(52:7)|TG(51:0)]_FA18:2,-2.5663767363694405,6.353389424040919,33.46009793742269,7.274112469126561e-9,7.267292988686755e-7,TAG,103231.98809814452,177558.99172973633,290025.6623535156,197324.45251464844,734080.9697265625,860982.614440918,31425.24237060547
[TG(46:6)]_FA22:6,-2.5431413356664225,6.894908031492155,32.87224631158824,9.84183414467577e-9,9.492105593361762e-7,TAG,260200.8756103516,414650.7884521485,179406.05242919922,274010.4987182617,685912.8679504395,1604872.4760742188,48950.82318115234
DG(O-38:9)|DG(36:2)_C18:0,-2.5413358288504306,3.7583144394204027,32.822906535213406,1.0094826092408505e-8,9.492105593361762e-7,DAG,28125.362007141117,26934.96195602417,25876.14186477661,29791.38214111328,203349.6944885254,29176.842029571533,32929.36228942871
[TG(51:5)]_FA14:0,-2.5029666527921286,4.895831163201528,31.86451722488437,1.653095209577437e-8,1.5099843957197332e-6,TAG,67858.74450683594,77340.02575683594,67057.26452636719,61462.72479248047,245954.77752685547,299558.02130126953,34294.842529296875
[TG(52:8)|TG(51:1)]_FA18:3,-2.459294043714907,6.395952003513765,30.78660737443715,2.8801878499835432e-8,2.5577668212214967e-6,TAG,117496.46719360352,199100.95336914065,303151.5452270508,213068.6142578125,704680.6733703613,899586.9631958008,36916.682678222656
[TG(51:5)]_FA16:1,-2.4514102095956187,5.689904551215531,30.59315201844123,3.182149225031755e-8,2.749548938493654e-6,TAG,90573.98626708984,134848.52990722656,173762.0926513672,111723.44750976562,466490.9149169922,512456.4777832031,26470.341918945312
LPC(12:0),-2.4248462914870617,5.7448878505827725,29.94632577577613,4.441727612827973e-8,3.7368955732134287e-6,PC,121413.3895263672,173281.71142578125,111105.7075805664,113935.80798339844,469197.9010620117,510355.0751953125,53912.94366455078
DG(O-38:8)|DG(36:1)_C18:0,-2.4218366265973015,4.436469831539302,29.871663402604103,4.6161018348540596e-8,3.7840198887252383e-6,DAG,42810.04299163818,40365.98300170898,41255.54313659668,46233.403175354,290618.22061920166,39431.32279586792,79878.74598693848
DG(36:3)_C18:0,-2.4039846452915232,4.824427797131443,29.441587483564494,5.762764361474054e-8,4.6058894159081375e-6,DAG,64284.12452316284,65589.16469955444,55329.80409622192,65875.72467041016,420651.6709022522,58330.084033966064,65619.12463378906
PC(O-12:1),-2.3907084461790027,5.739229075374959,29.123778707943757,6.789849151803603e-8,5.2944262776380775e-6,PC,125393.18780517578,147665.13104248047,136210.4500732422,114693.84899902344,475763.5739746094,491140.2126464844,56245.02416992188
LPE(O-20:0),-2.3725534247247033,2.9990813240293988,28.68168527019225,8.530670928904872e-8,6.493465466597352e-6,PE,18378.181617736816,4710.920375823975,4372.40030670166,18221.940914154053,52577.02337646485,33872.5424079895,56186.56405639648
FA(25:1),-2.36101643208267,7.437057936627578,28.416990282043116,9.780320124879878e-8,7.271554288195575e-6,FA,217633.15087890625,803796.3529052734,323503.15643310547,489922.0393676758,2192726.96673584,1121595.0935058594,43555.403259277344
[TG(40:2)]_FA16:1,-2.318891569512816,7.182550352349416,27.426334009345737,1.6319376752019067e-7,1.1857510790046582e-5,TAG,353520.3835449219,588948.2375488281,370612.7717285156,246033.1580810547,1819671.343017578,914696.4921875,54243.9838256836
[TG(40:1)]_FA16:0,-2.311497085103676,7.0236942106911,27.25399655659203,1.7840598159679588e-7,1.2674753848110144e-5,TAG,342396.607421875,510389.9019775391,322655.84716796875,220771.97521972656,1613225.3717041016,826549.4205322266,53036.68341064453
PE(44:2),-2.233473029175643,5.456794213800456,25.464460691963723,4.5060743633966656e-7,3.1317216825606825e-5,PE,105245.66730880736,126018.7879333496,120904.1280708313,95935.66604614258,355801.56550216675,384792.901424408,71119.14533233643
DG(36:8)|DG(35:1)_C16:1,-2.2158720047140883,11.549922751263674,25.04624507810945,5.597164650076916e-7,3.807262848148064e-5,DAG,2930.680202484131,2924.7801933288574,8325.200462341309,3371.420238494873,26114.381992340088,3024.9401817321777,47492099.30102539
DG(37:5)_C18:1,-2.20639479779365,2.445525742557861,24.83826500151963,6.234744195367214e-7,4.067852488283466e-5,DAG,2886.6801986694336,2890.080207824707,2896.280204772949,12381.320919036863,33059.84238052368,2897.6002082824707,56453.1436920166
DG(42:9)|DG(41:2)_C16:1,-2.2061550413045357,7.504586360904489,24.851581907234504,6.191821315761249e-7,4.067852488283466e-5,DAG,633929.3240966797,1244264.7885742188,85162.86592102051,97868.44701004028,3263624.567138672,90580.36633682252,97521.02673339844
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,-2.1500094719318033,6.393270050249355,23.611318963790836,1.1789200287128901e-6,7.538014663590219e-5,TAG | DAG,236963.80662727356,307637.703622818,228370.53549766543,173342.54290771484,1098902.6499843595,390727.8184967041,68314.28453826904
DG(38:8)|DG(dO-40:8)|DG(37:1)_C18:1,2.5472821821727174,6.0227899630244695,23.452721366276823,1.2802149992545293e-6,8.025190887483785e-5,DAG,211255.5946121216,116003.66875457764,58527.44399642944,27808.541984558105,2884.380226135254,21707.381565094,842503.0589599609
[TG(44:5)]_FA20:4,-2.140759010628481,7.488566568723628,23.409980299167728,1.3089765695203422e-6,8.047688639916412e-5,TAG,493782.2702636719,763345.2623291016,486911.7376708984,353647.88415527344,2273193.846069336,989747.029663086,66933.42498779297
LPG(17:1)|LPG(P-18:0),-2.135466266767964,3.10159425420644,23.289093788837704,1.3938815873137433e-6,8.407998933286863e-5,PG,9229.380599975586,4444.660305023193,10529.120979309082,38832.84294891357,51304.84381103516,49705.52374267578,49126.58312988281
[TG(50:5)]_FA22:5,-2.0718674205096286,6.104648875154645,21.933249196401448,2.823001940844101e-6,1.6713217046071465e-4,TAG,219977.4749145508,196013.33459472656,146404.86981201172,241483.2557373047,769225.6627197266,441120.5965576172,40883.10287475586
[TG(50:6)]_FA22:6,-2.0168878046077245,6.246012413451322,20.78659745040204,5.134100183158737e-6,2.984312415556088e-4,TAG,249753.7571716309,215513.99530029297,167761.13256835938,276012.5394897461,840698.2406921387,477685.6947937012,45257.64306640625
[TG(42:2)]_FA18:1,-2.0132328334599,7.100410133206559,20.711552476417637,5.339290110246782e-6,3.0481625861533863e-4,TAG,421146.0681152344,561946.5216674805,430561.14709472656,283166.03564453125,1643733.9321289062,774630.36328125,53799.88366699219
DG(42:8)|DG(41:1)_C16:0,-1.9187997944431594,7.832352200571183,18.811901591456262,1.44264083216153e-5,8.091443404246336e-4,DAG,655843.7014770508,1195010.8310546875,698535.0822753906,411973.5049133301,3050490.237426758,894264.4802856445,90573.2061767578
[TG(42:4)]_FA18:3,-1.9069162025166901,7.403179015947635,18.578835300118953,1.630204597607262e-5,8.985800169914512e-4,TAG,553097.5811767578,752665.18115234375,529738.1188964844,368255.9079589844,1908201.833251953,1005770.8283691406,59124.18420410156
DG(37:6)_C18:1,-1.9041613266110273,2.4758323156776423,18.516649102949035,1.6842659652442247e-5,9.126437781162351e-4,DAG,2887.280227661133,2889.180202484131,14993.581039428713,18450.381275177,30969.942085266117,21827.44166946411,40443.82269287109
DG(37:4)_C16:1,2.20799546794907,7.8150838438984245,18.35187754686922,1.8363792761570084e-5,9.784840909789925e-4,DAG,5633232.351043701,1796300.1379394531,37245.842655181885,41893.20293807984,558610.28955078125,35696.70264053345,43886.56324768066
[TG(42:3)]_FA18:2,-1.8924249228106729,7.177963920065178,18.296491915352817,1.8905499460146936e-5,9.908341274440945e-4,TAG,463935.5725097656,645135.2294921875,451434.99060058594,329864.44396972656,1678551.3739013672,799424.6354980469,58494.303955078125
PC(56:12),-1.8801397358283696,5.736459327127069,18.058446141043532,2.1422616649586878e-5,0.0011046468617536976,PC,77286.6654663086,132563.19108581543,417315.5321922302,79226.68552398682,447347.8697052002,453623.2349281311,22354.98147964477
FA(40:6),-1.8315859600071376,7.328626691171325,17.133483643032378,3.484260037874737e-5,0.0017681237049342118,FA,417536.3501968384,622508.4150009155,229334.1545677185,890106.0229148865,321837.44047546387,2373233.311481476,13028.760856628418
[TG(61:11)|TG(60:4)]_FA22:5,2.0851105459750654,9.635689076410731,16.60496843396686,4.603027907515579e-5,0.0022993562844261417,TAG,6585509.091308594,9553331.228393557,7327049.526977539,3582037.2150268555,1329182.8425292969,903219.80712890625,137564.6700744629
[TG(61:12)|TG(60:5)]_FA22:6,2.0713556855545434,9.843346079205284,16.413115701854586,5.093159485731637e-5,0.0025050509039821604,TAG,7337791.867553711,11054839.611206057,8763576.55456543,4082667.932373047,1547905.985290527,1053049.888305664,153794.44931030273
DG(37:3)_C16:0,2.03974580912293,9.182646920271518,15.97508799051866,6.41815186584865e-5,0.0031089138659269894,DAG,5928213.67098999,1733521.9427490234,4645909.74987793,6879570.826812744,540906.0047302246,1126048.0227508545,40108.38299560547
DG(39:8)|DG(O-40:8)|DG(38:1)_C18:0,-1.7598751486247097,2.401230035813979,15.792960584913203,7.066493291976642e-5,0.003371877470813332,DAG,9114.200706481934,2600.08016204834,2605.700183868408,4099.680240631104,6514.50057220459,15715.74125289917,62609.46417236328
PI(34:5),-1.7318567317720823,5.153330893719403,15.30509563760279,9.146944081737662e-5,0.004300408857252251,PI,98848.94680786131,130304.5887451172,152918.37030029297,93753.1060180664,270135.9796447754,283749.91998291016,38821.34286499024
DG(30:1)_C18:0,-1.704467418920191,4.448685548939561,14.819821226007548,1.1828571719840025e-4,0.005480571563525879,DAG,64150.584506988525,62660.72431182861,61273.12407684326,57659.02428436279,230190.5746383667,56878.404289245605,75972.28582763672
FA(28:6),-1.6760197006912876,5.51686647727733,14.325050668379843,1.5380449008463008e-4,0.007024470782865177,FA,104608.24667358398,177722.36806106567,251659.8980102539,111217.24899673462,608523.0670928955,121995.88919067384,34132.7825012207
DG(28:1)_C18:0,-1.6714608951166041,5.876028208038358,14.246424743349053,1.603651611349107e-4,0.007220949579553655,DAG,172878.47178649902,165599.5724105835,160747.9508972168,175898.1319885254,612901.6193885803,159358.85078811646,197475.57421875
[TG(53:8)|TG(52:1)]_FA14:0,1.898426850461621,6.173576385000884,14.06772531138995,1.7634394461464185e-4,0.007830160985180695,TAG,155124.37109375,276814.32110595703,1686725.9577026367,231105.29656982425,132240.42950439453,86795.88659667969,53764.78381347656
[TG(48:6)]_FA18:1,-1.6501729107072862,4.355719420026441,13.881348434037655,1.9472131181206935e-4,0.008527726491276517,TAG,69846.1244506836,74051.68569946289,65644.54443359375,68314.44497680664,109849.34777832033,196257.05255126956,26071.441925048828
LPE(20:5),-1.638529416580452,4.130875356491021,13.6820600870833,2.165129568095082e-4,0.009353944904324294,PE,50171.66368103027,33157.38229370117,2973.84020614624,8261.480670928955,99097.50539016724,7342.280353546143,176354.4186477661
[TG(52:6)]_FA18:0,-1.6236309200870969,5.341928509834176,13.43383714020274,2.4712612148283564e-4,0.010534162805075006,TAG,142825.31127929688,142441.36993408203,119440.5078125,162499.23406982422,273440.66009521484,344981.6657714844,37933.282958984375
FA(22:0),-1.6053906771575324,8.814387286694076,13.130516613193322,2.9052465348469107e-4,0.01222114891040207,FA,999749.2801513672,3157389.5854492188,1251315.3713378906,1329090.9951171875,2968560.7553710938,4120575.2498779297,158888.591796875
PE(44:8)|PE(43:1),-1.5992877574313848,5.210506518094727,13.029145158057872,3.0668050688946707e-4,0.012733215331501638,PE,115847.9476928711,134030.3491821289,133901.79010009766,112978.34765625,265938.25817871094,264323.6381225586,66175.06433105469
LPC(10:0)|PC(O-10:0),-1.597515623278142,4.111186044306236,12.999263115559188,3.1161358222633233e-4,0.012772161825353647,PC,55304.70458984375,60621.98443603516,52760.08380126953,52724.02337646485,118401.38671875,118107.36834716795,41544.88305664063
DG(34:2)_C18:0,-1.570254620145344,5.487647572114008,12.554213997849502,3.953138377619789e-4,0.0159977004977854,DAG,80158.7258605957,78440.90549087524,83735.206199646,93071.84690093994,279080.2225418091,78610.04521560669,361707.8221435547
LPS(20:2),-1.5463659848056417,6.128178382414015,12.170607133974045,4.854850122494368e-4,0.019401194802018115,PS,229248.3766746521,281246.4809074402,227102.8177146912,298217.2633666992,914224.5704345704,173831.51165771484,41663.323123931885
PC(56:9),-1.5445825709161471,5.80639795098152,12.142107643816416,4.929603412829402e-4,0.0194567186553279,PC,89959.32595062256,149916.1895751953,522208.21308898926,90254.786376953125,425796.33152771,435234.81408691406,28238.20241546631
[TG(48:5)]_FA18:0,-1.5270894492195524,4.3608466935444135,11.864286572092169,5.722068611445908e-4,0.022049137946790292,TAG,80563.9859008789,72729.8657836914,68216.264404296875,66773.52490234375,105775.32781982422,186210.01306152344,31173.062286376957
DG(O-38:8)|DG(36:1)_C18:2,1.727191568293919,3.6283245271147964,11.863540382528413,5.72436174408381e-4,0.022049137946790292,DAG,3231.320251464844,53952.04379272461,3228.660221099853,3233.2602310180664,3230.6802368164062,3229.300235748291,166867.05351257324
[TG(56:9)|TG(55:2)]_FA20:4,1.722755902013091,10.286103588765807,11.821798327164679,5.85412911318912e-4,0.022280536636744782,TAG,1798040.7994384766,8524947.020996094,23256633.8046875,8137997.686645508,4242381.1875,242354.19677734372,48443.04309082031
DG(35:3)_C16:0,-1.4799249892365562,1.099017227904331,11.111313211851325,8.58027162825207e-4,0.031857476678568704,DAG,2745.7001914978027,2631.7401847839355,2633.3001823425293,2752.720195770264,3489.320243835449,7054.2405128479,23162.98149871826
DG(39:6)_C18:0,1.666323291538782,2.5363865221741415,11.11556585461545,8.560620291910478e-4,0.031857476678568704,DAG,21711.141525268555,19988.60143661499,2604.8401794433594,2604.4201736450195,2590.940174102783,2592.14017868042,69420.62530517578
PS(P-42:0),1.6631009723199526,6.450380711566811,11.092152673538294,8.669379014812253e-4,0.031857476678568704,PS,668293.93408203125,355275.46875,1291996.3310546875,395545.8900146485,150133.01049804688,150783.19079589844,80502.065673828125
[TG(60:12)|TG(59:5)]_FA22:6,1.649804270619419,8.421029614973932,10.932190788982552,9.450767519003459e-4,0.034334208816197795,TAG,2966136.679138184,2457398.694335937,2961498.70501709,2629574.4990844727,812131.7596435547,439281.0313720703,84368.56564331055
FA(21:0),-1.4600985553122494,9.373400060420128,10.832497951807454,9.973399638289332e-4,0.035825796228776394,FA,1251348.187133789,5456585.327636719,1932068.1396484373,1952504.646972656,4196056.182617188,5833599.996948242,227035.07763671875
[TG(52:7)|TG(51:0)]_FA18:1,-1.4567671257070622,5.453339501879916,10.782027227877734,0.0010249037229877994,0.0364068578043555,TAG,161253.07025146484,161794.83111572266,142666.64990234375,190891.6343994141,288167.5407104492,349880.34295654297,40519.50286865234
DG(36:7)|DG(35:0)_C16:1,-1.447879805655549,9.923087244757088,10.648495159948652,0.0011016050150651775,0.03870144212267442,DAG,3194.140235900879,222885.69778823853,17909.121170043945,97497.04642105104,78713.88589859009,238499.53763198853,15056646.359405518
[TG(62:7)|TG(61:0)]_FA14:0,-1.4454340703460247,3.9028161733160367,10.611652737072262,0.0011237719851869212,0.03905107648524551,TAG,54204.62310791016,68146.84494018555,63216.10527038574,41029.4225769043,89747.36769104004,125782.90664672852,15074.141052246094
[TG(51:7)|TG(50:0)]_FA20:4,-1.434855570156697,4.928406913918272,10.454963024025346,0.001223203618117499,0.04204926846367359,TAG,98137.7062072754,115894.34768676758,128621.33099365234,116843.16845703124,199065.2538757324,238327.1379699707,31536.38229370117
[TG(58:7)|TG(57:0)]_FA20:4,1.6052468747035793,10.019695534369372,10.402026770452927,0.0012587707639012912,0.042811597150983274,TAG,1642628.0184936523,7917442.884033203,16998902.05126953,7668639.425720215,3736213.030761719,261854.79626464844,40370.902770996094
[TG(54:5)]_FA18:0,1.5977729155357303,9.84796357948908,10.314096567239993,0.0013201790663447362,0.04442749973793813,TAG,1378400.185180664,6415723.7333984375,16791606.653320312,5833877.726257324,3361785.062988281,202598.19317626956,45290.223083496094
[TG(60:11)|TG(59:4)]_FA22:5,1.5836181627624444,8.22044188595704,10.148296578005102,0.001444346432022952,0.04809974524143101,TAG,2648283.095336914,2107619.1834106445,2468913.024230957,2276051.0715942383,748090.8194580078,383520.56640625,80920.16526794434
FA(10:5),-1.3924381483576245,4.939430816358459,9.836222316631392,0.0017110854125337975,0.05639525839041805,FA,72216.64453125,122989.70922851562,110844.80810546876,90694.30700683594,284898.8601074219,85016.986083984375,105706.98803710938
DG(39:5)_C18:0,1.5404510986756836,1.1567768945120027,9.635082869677149,0.0019089559252801315,0.06227481727674062,DAG,14685.98104095459,16900.52130508423,9109.160640716553,2605.3401794433594,2591.2801933288574,2592.8201942443848,14428.081039428713
[TG(52:8)|TG(51:1)]_FA18:2,-1.3763440766729154,5.6672445908534295,9.606658444988511,0.0019387310490658054,0.06260730468548868,TAG,189521.1533203125,209984.93322753903,164054.67211914062,223812.1163330078,322364.2575683594,399983.2280883789,47031.223083496094
[TG(54:8)|TG(53:1)]_FA18:3,1.507729058668243,10.301773783079792,9.277659320283696,0.0023196566200603293,0.0738548217820553,TAG,1860259.9578857424,8719676.911621094,22574725.44897461,8137389.653808594,4863312.215698242,289151.4822998047,50717.52389526367
FA(30:2),-1.3522017605881969,5.641423857961615,9.266972803729004,0.002333230215823455,0.0738548217820553,FA,129477.09014892578,300031.0649719238,232758.0548400879,141619.21209716797,436822.5995178223,280651.87997436523,38128.70245361328
FA(20:0),-1.3467759788582798,9.171859911893927,9.191704425262287,0.0024311440382860715,0.07473430279231318,FA,1098524.6884765625,4998952.732421875,1761198.0922851562,1717477.4887695312,3781659.323242188,4605855.468017578,258155.2587890625
FA(42:6),-1.3488034447537263,4.136758859545293,9.219174669411586,0.00239493484935733,0.07473430279231318,FA,60594.74422836304,62941.84391403198,83505.32512283325,74748.7650680542,121638.93146133424,131856.10765838623,10848.6806640625
PG(40:4),1.5012529135522596,8.761837031359931,9.204757014352253,0.002413870348108945,0.07473430279231318,PG,2633231.5029296875,2826507.2763671875,5172529.517578125,2505469.0356445312,837962.14013671875,791687.6298828125,462435.61083984375
[TG(52:9)|TG(51:2)]_FA18:3,-1.3301190186726202,5.823315088170517,8.961628496809226,0.002757090226111235,0.08394683288454874,TAG,211883.2935791016,239733.05822753903,181551.3139038086,249663.5985107422,343649.66400146484,440189.0307617188,62521.50415039063
PG(40:5),1.4716912037393677,9.911847223698077,8.875022799913854,0.0028909863100036667,0.08719323804794078,PG,6008610.127929688,6679893.2568359375,11186541.5078125,5439727.274414063,1647119.595703125,2050464.5673828125,911319.083984375
DG(38:3)_C18:0,-1.3205662377165555,2.889174838444094,8.828841039003066,0.002965066336001328,0.08859174837566584,DAG,10806.360858917236,3389.020263671875,30713.722270965576,33934.602630615234,39967.54285812378,30901.382301330566,42154.14288330078
PI(35:4)|PI(O-36:4)|PI(P-36:3),-1.310421165037881,4.799028466881733,8.693335189422214,0.0031937569000890613,0.09454111860726601,PI,83975.50650024414,111138.24816894533,153532.42929077148,96976.4079284668,202356.17541503903,186070.49169921875,26581.941925048828
[TG(48:7)|TG(47:0)]_FA18:2,-1.3077751861011953,4.384371704841943,8.657464018805967,0.003257243077470061,0.0955358359511173,TAG,80138.42584228516,84413.10632324219,75486.72592163086,80322.08532714844,108790.98779296876,170106.79229736328,31198.32241821289
[TG(56:6)]_FA18:3,1.443530804047625,10.157270751935298,8.565363549219235,0.003426185522544238,0.09839044727783963,TAG,2530410.805053711,9094665.759765623,18007226.74346924,7378789.3828125,4184810.057373047,629936.861328125,77564.0658569336
FA(22:7),-1.3000610204540999,8.90500292630761,8.554391432786359,0.003446897120775114,0.09839044727783963,FA,836464.1849365234,4549128.074707031,1496239.6596679688,1277854.9724121094,3165030.4099121094,3728828.241821289,193464.1936035156
