lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cortex,DOD94_F3_Female_WT_cortex,DOD94_F4_Female_5xFAD_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD185_M4_Male_WT_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
[TG(62:8)|TG(61:1)]_FA16:1,-0.007807839335458107,3.6211567585518876,7.56846153909807e-4,0.9780522964223852,0.9993440762229833,TAG,52424.18383789063,30233.00201416016,35547.0026550293,36380.942474365234,55435.604888916016,57713.14410400391,48497.26327514648,51456.56369018555,60435.484466552734,67075.44451904297,47266.54370117188,31476.762176513672,39903.56314086914,36498.64273071289,34989.10238647461,37525.342544555664,61685.58450317383,51153.00378417969,45870.52340698242,54697.28381347656,58890.50439453125,44465.3627319336,18634.121551513672
[TG(62:8)|TG(61:1)]_FA18:0,-0.05212944133173135,4.0418578392105,0.03373651101253472,0.8542684108207904,0.9993440762229833,TAG,50147.70361328125,45927.86340332031,50967.00329589844,47877.08361816406,47860.92330932617,79030.34564208984,83682.32604980469,60356.60430908203,90406.625732421875,93050.007568359375,73085.52526855469,35473.60235595703,50845.54348754883,49303.2839050293,42707.18316650391,55815.04364013672,93257.0458984375,88795.48651123047,42375.46304321289,63316.00424194336,85561.58673095703,74290.46478271484,30873.82211303711
[TG(62:8)|TG(61:1)]_FA18:1,-0.015833098910394364,4.071664376587984,0.0031123494619578196,0.9555103482561151,0.9993440762229833,TAG,49392.883239746094,46566.94342041016,49784.723571777344,43916.10299682617,53528.723861694336,76439.40545654297,74134.68444824219,52022.42346191406,82648.8459777832,131760.0485534668,100022.68768310548,41388.42297363281,44652.243072509766,51532.44409179688,39502.3627319336,55389.40390014648,89124.30599975586,83315.50564575195,50879.543548583984,61523.30383300781,94742.72692871094,80851.6655883789,24292.72158813477
[TG(62:8)|TG(61:1)]_FA18:2,-0.11135379918138553,3.5922537441567104,0.15390330576655487,0.6948327823628354,0.9993440762229833,TAG,40753.84286499024,30268.42196655273,34358.52230834961,32578.742233276367,36159.82241821289,52444.44317626953,59353.28405761719,42412.26300048828,57605.96401977539,77836.40533447266,53968.3039855957,31914.84259033203,33579.08241271973,39117.522705078125,32711.942459106445,42282.503173828125,59608.42465209961,54150.064208984375,37003.80258178711,46880.12335205078,72548.34530639648,52012.903869628906,23861.521591186523
[TG(62:8)|TG(61:1)]_FA18:3,-0.11467856959817292,4.237071551590621,0.16323433438776647,0.6861960336840767,0.9993440762229833,TAG,64435.724365234375,57825.42456054688,53227.4241027832,50001.803771972656,61222.72448730469,95843.5870666504,87083.16616821289,64722.883880615234,81725.80596923828,102994.4878540039,77199.54583740234,45663.1833190918,52841.58364868164,58188.92398071289,52440.96347045898,66663.44451904297,104477.4271850586,92143.90676879884,59959.1044921875,78531.20538330078,96877.70684814452,78872.465576171875,39119.66258239746
[TG(62:8)|TG(61:1)]_FA20:4,-0.03943459702564065,4.076814124575586,0.01930627892133474,0.8894920017733634,0.9993440762229833,TAG,60461.04446411133,51930.8432006836,39104.74287414551,41529.80288696289,47042.94342041016,76074.72607421875,95693.86651611328,66407.104736328125,96284.40661621094,80018.44534301758,64693.76495361328,42733.48294067383,48862.72360229492,48216.763259887695,39858.24279785156,51735.72366333008,84798.16690063477,80769.1449584961,47216.82342529297,70913.12515258789,103541.58731079102,52095.02346801758,54747.44430541992
[TG(62:8)|TG(61:1)]_FA22:5,-0.08859863808167703,5.039522227247342,0.09744505008222859,0.7549174878082485,0.9993440762229833,TAG,97342.7063293457,59945.44485473633,112918.36883544922,121377.16848754884,93247.36651611328,170636.5530090332,192291.03485107425,112750.06802368164,214279.9334411621,191267.1939086914,104928.42614746094,127332.76846313477,61992.00457763672,107582.60717773438,86790.88697814941,81082.14511108398,191109.89311218265,187348.8714599609,100775.0867614746,173372.57232666016,156218.20962524414,126563.18951416016,35082.32263183594
[TG(62:8)|TG(61:1)]_FA22:6,0.17615568649000063,6.118678119000685,0.38504050386654853,0.5349179125760302,0.9993440762229833,TAG,161828.01025390625,124424.28747558594,162433.81228637695,327025.841003418,125284.0290222168,579033.8027954102,451108.5090942383,328863.56245422363,577169.5763549805,413990.9061889648,302287.4204406738,154234.29037475586,95006.88639831544,134765.19061279297,115044.60754394533,137718.20956420898,592436.2156982422,512593.5833129883,131745.54974365234,482363.3510742188,412760.8282470703,192112.4530944824,33467.18246459961
[TG(62:9)|TG(61:2)]_FA14:0,0.23504556051201247,3.475071706031948,0.6851179816992499,0.4078299168274675,0.9993440762229833,TAG,59861.14488220215,24465.341873168945,40187.60299682617,42533.84315490723,55240.1240234375,55262.00402832031,41594.98287963867,47352.02258300781,68227.32434082031,55038.363861083984,36861.98254394531,35264.74282836914,26523.2419128418,27328.042198181152,32461.08212280273,25250.281814575195,40285.02297973633,33746.82232666016,41449.243103027344,69263.38537597656,41319.18298339844,36193.20248413086,16407.24126434326
[TG(62:9)|TG(61:2)]_FA16:0,0.02258308484223227,3.0881374022203283,0.0063312115122755586,0.9365801226476856,0.9993440762229833,TAG,28796.18189239502,25689.34196472168,26572.68197631836,26504.561950683597,28147.362091064453,37768.202728271484,41250.242767333984,29210.18179321289,42186.563385009766,48482.743560791016,32271.602081298828,20331.741424560547,22128.34161376953,24440.94174194336,22301.4416885376,29062.96221923828,37273.34259033203,33640.7424621582,29027.562301635742,29883.30221557617,45337.34359741211,33613.822357177734,25415.74194335937
[TG(62:9)|TG(61:2)]_FA16:1,-0.14610434262165914,3.6176654027547173,0.2649031343611057,0.6067714696505414,0.9993440762229833,TAG,40377.802978515625,31586.82192993164,34600.182357788086,35155.52249145508,45531.12326049805,57224.20372009277,52401.20352172852,42660.66293334961,62007.96478271485,69330.08444213867,46477.84359741211,34231.46228027344,37593.86260986328,37788.80294799805,33627.382232666016,43873.60317993164,65567.70492553711,60554.10397338867,40562.002700805664,54606.76376342773,63789.884338378906,46830.4635925293,21843.381454467773
[TG(62:9)|TG(61:2)]_FA18:0,0.06642956565572276,3.852285144598013,0.0547819470974531,0.8149419419971683,0.9993440762229833,TAG,43208.42318725586,40656.44267272949,39516.44268798828,46599.38299560547,42793.38327026367,70304.965087890625,90939.70690917967,65162.14447021485,90677.48651123048,73336.40548706055,57073.6242980957,35365.14239501953,38790.7028503418,40832.8828125,36513.50268554688,42984.22341918945,80037.84591674805,75800.70512390137,35444.642486572266,60128.80465698242,73976.60537719727,52085.903564453125,29985.46223449707
[TG(62:9)|TG(61:2)]_FA18:1,-0.033370326824046156,4.141271436183897,0.013825188263808741,0.9064000083684899,0.9993440762229833,TAG,57734.62377929688,54491.32406616211,53955.48358154297,48130.42343139648,50669.223571777344,83558.90567016602,91331.60678100586,63582.024322509766,94742.8871459961,103088.78680419922,80757.82482910156,42247.80279541016,53147.00384521485,59333.76385498047,40608.34252929688,57863.8440246582,90308.66555786131,89873.76541137695,49293.86322021485,67411.12469482422,97295.7268371582,78037.70492553711,29716.36199951172
[TG(62:9)|TG(61:2)]_FA18:2,-0.05142535237591217,4.11863744008525,0.03283156490442707,0.8562146557793203,0.9993440762229833,TAG,48810.583435058594,40397.24279785156,46263.743103027344,43630.78298950195,50175.98388671875,83008.246337890625,78088.84539794922,56280.18350219727,92575.92572021484,138836.88864135742,106395.54830932616,41387.442932128906,43814.942932128906,51157.18374633789,38224.102630615234,60547.284240722656,104780.80767822266,96314.62600708008,47809.30337524414,64024.76461791992,101435.38610839844,81473.8452758789,26744.322052001957
[TG(62:9)|TG(61:2)]_FA18:3,-0.09574021240668103,3.8120522440596107,0.11377865130333475,0.7358825347081822,0.9993440762229833,TAG,46072.683685302734,39133.10287475586,37626.60272216797,38797.08255004883,44873.08322143555,62663.44445800781,66564.92556762695,49550.18362426758,62633.12438964844,88533.2265625,66492.22491455078,38319.02276611328,40974.48260498047,46923.36349487305,38122.96252441406,47158.42300415039,66064.20477294922,64784.064697265625,42341.143127441406,54079.54412841797,83092.98611450195,57927.94387817383,27600.04196166992
[TG(62:9)|TG(61:2)]_FA20:4,-0.06686458672203588,4.08848835961375,0.05550252099470754,0.8137510432617471,0.9993440762229833,TAG,50797.5436706543,42682.66300964356,45447.64324951172,41632.92265319824,48043.3434753418,85977.3060913086,110915.68878173828,72430.60494995117,97047.08772277832,91807.466552734375,71948.84561157227,41585.082916259766,43336.52340698242,52763.72399902344,43087.64297485352,51705.02395629883,104625.18765258788,101656.92645263672,45879.0432434082,86256.8049621582,86611.52630615234,61037.94467163086,28724.882110595703
[TG(62:9)|TG(61:2)]_FA22:5,-0.08605822458007094,5.573155066472981,0.09193888756976776,0.7617265822214689,0.9993440762229833,TAG,153419.8913269043,90908.48629760742,156546.4515991211,155559.0098876953,147534.1515197754,297470.8434753418,327657.2641906738,149399.2510986328,314909.8439941406,209964.9748535156,123484.1683959961,169349.7332763672,88279.14633178711,141343.94940185547,103729.62710571288,129115.96881103516,314863.25939941406,295603.1382446289,129363.80947875977,305405.3017578125,244322.73571777344,139437.47161865234,59644.184020996094
[TG(62:9)|TG(61:2)]_FA22:6,-0.06640756137239354,5.188879652204234,0.05474849221172917,0.8149974333213598,0.9993440762229833,TAG,108906.9677734375,70683.60501098633,120958.32846069336,141886.23092651367,110060.4676513672,187661.75390625,216781.7343444824,114136.86865234376,230191.6365966797,214739.29345703125,121716.80786132812,138219.11026000977,70101.50494384766,122769.92916870116,87730.56549072266,88854.20527648926,210155.43508911133,197054.6137084961,120935.70852661131,201278.633972168,169947.3102722168,134874.56930541992,38914.18293762207
[TG(63:11)|TG(62:4)]_FA14:0,0.18373171912028932,3.4837118272665992,0.4188105440249501,0.5175311571118374,0.9993440762229833,TAG,41694.9432220459,21069.74140930176,34798.56258392334,36447.922302246094,42260.80253601074,58498.04429626465,45420.96321105957,42142.86240386963,86194.146728515625,79138.54577636719,54051.44366455078,37723.5025177002,20723.64143371582,27386.602081298828,28559.3416595459,28623.942092895508,36721.22250366211,36208.18228149414,32042.58233642578,103149.50720214844,39509.802734375,35786.60229110718,18337.501220703125
[TG(63:11)|TG(62:4)]_FA16:0,-0.0653373561592107,2.7943112682464784,0.05299046437927046,0.8179390210680486,0.9993440762229833,TAG,21506.14141845703,19374.56134033203,23197.161613464355,20711.98143005371,20754.18148803711,28873.92227172852,31540.982131958008,21786.641372680664,32990.88250732422,44579.04286193848,33158.542221069336,21478.32141113281,23060.441696166992,21229.52140808105,19082.881301879883,21862.04164123535,33413.58206176758,27705.481994628903,24282.28172302246,24983.46160888672,33558.04248046875,27688.38201904297,14697.601028442385
[TG(63:11)|TG(62:4)]_FA16:1,0.01738393677499962,3.1379498302889233,0.00375163729711403,0.9511596239443207,0.9993440762229833,TAG,30525.022033691406,25436.06208801269,26725.02180480957,23761.10189819336,29524.941833496097,38655.36296081543,41329.50268554688,33294.98194885254,39844.00277709961,53066.7232208252,39132.64276123047,22643.92156982422,24042.88201904297,23285.80166625977,25201.90170288086,29396.601928710938,38896.942321777344,37766.36294555664,26999.20205688477,32991.962310791016,44509.14288330078,34122.082275390625,25609.881896972656
[TG(63:11)|TG(62:4)]_FA18:0,-0.10200499812306829,3.3070700706502993,0.12914746018029533,0.7193176240525707,0.9993440762229833,TAG,36793.56239318848,31334.56231689453,28854.782287597656,24986.801971435547,29066.72216796875,45396.24365234375,46927.7834777832,32699.98217773437,43478.34292602539,48544.72381591797,37303.80284118652,26666.82202148437,30417.92248535156,30415.88240051269,27053.161987304688,34544.30212402344,47963.04341125488,41300.663650512695,31896.02227783203,36719.92262268066,47903.58358764648,37764.44253540039,32076.44204711914
[TG(63:11)|TG(62:4)]_FA18:1,0.04383414864862563,3.4068916636249558,0.02385322576458293,0.8772589567533188,0.9993440762229833,TAG,36022.98246765137,32642.602584838867,30515.46221923828,29602.762237548828,31939.78239440918,46387.963523864746,60315.14407348633,45088.10305786133,56721.96347045898,57965.70330810547,47014.203552246094,26619.1219329834,32141.742218017574,33228.50241088867,27974.541748046875,32766.2223815918,44700.18325805664,44509.40344238281,36027.502868652344,39632.7028503418,52367.60382080078,40399.36247253418,24428.621826171875
[TG(63:11)|TG(62:4)]_FA18:2,0.27875201866053884,4.0025524865227196,0.963204296184244,0.32638087592582776,0.9993440762229833,TAG,41905.862884521484,48187.64303588867,38805.64270019531,66186.964599609375,44072.92333984375,96479.08654785156,95492.90744018556,101241.26718139648,94134.3074951172,80218.7857055664,86351.66598510742,31742.08226013184,43603.04315185547,41255.74270629883,35647.92236328125,45946.0832824707,87906.34701538086,77673.18646240234,46975.80296325684,50641.30374145508,72236.82525634766,59863.58465576172,25004.141662597656
[TG(63:11)|TG(62:4)]_FA18:3,0.04363401066322029,4.046420129609256,0.023636969785002293,0.8778122255413717,0.9993440762229833,TAG,47457.12310791016,50713.8436126709,42030.1227722168,52824.52337646485,48272.54364013672,88968.7470703125,85631.16537475586,78052.70568847656,100683.48666381836,82228.22668457031,80406.64511108398,35728.64227294922,47473.28323364258,44909.36328125,37810.30278015137,53839.3239440918,97024.0654296875,83221.06530761719,47105.16339111328,54781.58450317383,85446.22567749023,81851.10604858398,25163.701721191406
[TG(63:11)|TG(62:4)]_FA20:4,0.029110979183458393,4.281138160183869,0.010521298484832187,0.9183015702832993,0.9993440762229833,TAG,56038.34426879883,47834.023529052734,53647.883728027344,45713.083068847656,55596.383392333984,99066.58639526369,78500.22546386719,62647.58413696289,100043.84692382812,173574.77239990234,130683.08935546876,41935.32308959961,48343.283111572266,58404.66430664063,47308.52328491211,64059.804779052734,111966.62860107422,108799.28826904295,51230.90353393555,73754.42492675781,100875.60638427734,85355.08581542969,31347.98208618164
[TG(63:11)|TG(62:4)]_FA22:5,-0.1680979487335096,7.956097523534572,0.3506444589656894,0.5537485440250857,0.9993440762229833,TAG,806064.37646484375,820348.9547119141,551841.8385009766,325821.9030761719,475573.0126953125,1890814.810180664,1249857.2452392578,601242.1179199219,2336781.786254883,1504483.0874023438,820544.8642578125,547661.4204711914,241361.59674072263,415865.3696289063,391589.6649169922,1009483.6625976562,1650161.0391845703,1927765.5986328125,729661.9344482422,2193258.370300293,1921244.2058105469,759220.6893920898,158149.33099365234
[TG(63:11)|TG(62:4)]_FA22:6,0.008965212079421065,5.0921660032152785,9.97916320557124e-4,0.9747991669411338,0.9993440762229833,TAG,108731.767578125,77673.72479248047,138273.4690246582,205849.93200683597,97107.08572387695,164947.1524658203,144876.9914855957,98071.9071044922,201607.33499145508,152251.51162719727,90114.14633178712,146352.21102905273,76210.5051574707,95155.98614501952,76238.40550231934,90216.64659118652,139408.0291748047,137125.5288696289,112685.92758178712,206448.814453125,170432.27117919922,112570.04739379884,58566.543853759766
[TG(63:12)|TG(62:5)]_FA14:0,-0.11750292536797022,4.1007135201927785,0.17137042968977312,0.6788967244335826,0.9993440762229833,TAG,57744.16403198242,36797.94297790527,54635.64416503906,47787.82275390625,55294.8635559082,91318.0267944336,73717.64559936523,69808.82490539551,106913.88879394533,80629.765380859375,52103.44418334961,46236.783203125,39399.04266357422,48197.40315246582,49438.80337524414,56788.64410400391,84511.24603271484,87072.72611999512,51559.32388305664,122999.0297241211,68286.78482055664,62218.06378173828,40748.3221282959
[TG(63:12)|TG(62:5)]_FA16:0,-0.0698692289546684,3.0659957771474518,0.06059751606153441,0.8055540224017258,0.9993440762229833,TAG,26127.041702270508,22235.361602783203,29609.182388305664,27496.14193725586,25131.941986083984,32851.3825378418,34716.50256347656,28135.781845092773,34055.56214904785,63127.84455871582,38787.72285461426,36189.0422668457,30791.52265930176,22121.561477661133,21902.061630249023,23065.501693725582,41065.64291381836,32226.62225341797,25729.72201538086,30934.64227294922,43770.48289489746,30512.20205688477,14593.081016540527
[TG(63:12)|TG(62:5)]_FA16:1,-0.06567613660993167,3.038607755153484,0.053542865824510955,0.8170092587910667,0.9993440762229833,TAG,25905.72169494629,21134.36134338379,27244.742065429688,24472.681762695312,26061.78189086914,38791.78256225586,36845.84246826172,26390.6618347168,38600.58297729492,48028.24349975586,40832.24282836914,26568.822059631348,23035.201538085938,26580.98175048828,23503.22164916992,28869.12191772461,37428.00257873535,33767.842529296875,28156.06199645996,32682.76254272461,36182.12228393555,32606.16233825684,16553.621200561523
[TG(63:12)|TG(62:5)]_FA18:0,-0.15358851018542316,3.9495094509945927,0.2927300439186311,0.5884763420965874,0.9993440762229833,TAG,53664.303771972656,49671.54397583008,46921.84323120117,41385.28298950195,42885.40301513672,71607.30432128906,72079.585205078125,54525.544372558594,65584.64489746094,81559.84616088867,59708.30426025391,38063.04284667969,47697.04321289063,50610.68336486816,42639.48306274414,58068.4241027832,84418.906005859375,84322.82531738281,46215.50390625,59624.44338989258,75093.14581298828,61868.94415283203,33329.142501831055
[TG(63:12)|TG(62:5)]_FA18:1,-0.05391401775026776,3.494243817394831,0.03608432408171325,0.8493414600533954,0.9993440762229833,TAG,44030.12341308594,36899.84243774414,35103.40246582031,29137.44204711914,32245.602478027344,47786.86309814453,58593.80422973633,35407.52230834961,49082.483795166016,55834.34423828125,45512.123291015625,29763.242431640625,33541.022521972656,37047.9026184082,29019.502166748047,32629.98251342773,54505.08378601074,44842.82307434082,35654.542083740234,44355.02331542969,59164.24459838867,43367.06323242188,35349.28259277344
[TG(63:12)|TG(62:5)]_FA18:2,-0.016361382196682237,3.5036582850380737,0.003323379363365575,0.9540284105110064,0.9993440762229833,TAG,41759.14340209961,31186.58192443848,34526.12268066406,30575.38214111328,32513.322204589844,52067.66397094727,59364.743896484375,49146.68374633789,57985.064025878906,61130.22415161133,47788.34306335449,30212.86239624023,34269.96243286133,34943.50248718262,30659.582077026367,36844.1032409668,53459.86389160156,51639.42427062988,35416.08264160156,42878.02334594727,57222.84448242188,43638.48321533203,25056.80155944824
[TG(63:12)|TG(62:5)]_FA18:3,0.297190970754109,4.202969172410103,1.0946263645610084,0.29544842456387144,0.9993440762229833,TAG,48429.02313232422,57299.06396484375,43462.86315917969,75947.3656616211,51059.783447265625,113777.52709960938,113416.76873779295,114578.34817504884,110247.62704467772,92379.48709106444,100707.04791259766,40219.5827331543,47907.202880859375,47166.863372802734,40718.10287475586,53959.36404418945,95160.007080078125,89384.48736572266,51558.28359985352,59353.32421875,84577.48593139648,68216.28479003906,25824.06181335449
[TG(63:12)|TG(62:5)]_FA20:4,0.08341226630631657,4.4040439858474345,0.08637035668493809,0.7688432278238192,0.9993440762229833,TAG,68806.52575683594,57767.16409301758,58693.24429321289,60449.68395996094,53045.52380371094,119330.7879333496,131180.21112060547,106874.7078552246,148539.23028564453,111022.08758544922,85270.26556396484,43460.34352111816,56172.1838684082,64333.14440917969,39750.6628112793,65159.26483154297,121747.22952270508,115086.50750732422,50479.84332275391,89349.82601928711,105242.5471496582,104496.90748596191,31679.86248779297
[TG(63:12)|TG(62:5)]_FA22:5,-0.16160088658920005,11.411698387394615,0.3240782109931928,0.5691670356254878,0.9993440762229833,TAG,8718040.465332031,9181460.8798828125,5458933.409179688,2632493.298828125,4770224.136230469,21708936.1015625,13590199.073242188,6315648.813964844,28251584.165039062,17012377.07763672,9157865.9658203125,4721994.546875,2450179.6689453125,4053338.994628906,3968795.28515625,11404658.623535156,18835187.34423828,22214023.177246097,7596951.549316406,25667999.60839844,21933419.72998047,8035926.5361328125,1611737.7868652344
[TG(63:12)|TG(62:5)]_FA22:6,-0.16372250738309196,8.26067117930029,0.33263803110457957,0.5641098332095763,0.9993440762229833,TAG,1010062.674987793,1055024.0245361328,669286.9645385742,396099.9051513672,569012.9207763672,2379185.51159668,1538921.8188476562,702366.92919921875,2839887.6392211914,1903678.6029052732,1028624.4090576172,629062.5056152344,305427.67889404297,485679.2975463867,482036.1318969727,1266829.2082519531,1995272.174987793,2359384.3536987305,887795.9449462891,2870922.288085937,2402284.3950195312,917693.4300537108,183103.4722290039
[TG(63:13)|TG(62:6)]_FA14:0,0.18573136265592807,3.5813836105136607,0.42797235855186955,0.5129855618648428,0.9993440762229833,TAG,55689.64486694336,21548.881546020508,41886.34292602539,44857.22352600098,62558.60577392578,57512.10385131836,42871.3432006836,64652.68409729004,83131.08480834961,56824.48394775391,32571.54208374023,37828.52294921875,27733.861618041992,32012.5421295166,34238.42222595215,28490.041885375977,37625.98281860352,30175.18190002441,46909.98301696777,95938.58541870116,44674.70323181152,35795.34240722656,16112.541137695312
[TG(63:13)|TG(62:6)]_FA16:1,-0.10234307204970138,3.3452081541967207,0.1300056463111332,0.7184261846945669,0.9993440762229833,TAG,29384.022216796875,26496.60182189941,39448.78288269043,33421.24252319336,32588.48194885254,42489.08282470703,37308.04267883301,33240.84211730957,40732.26284790039,69544.665283203125,48738.16363525391,52094.38409423828,30701.56187438965,28243.50213623047,28398.62208557129,33330.22247314453,43075.58288574219,37937.46249389648,31374.482055664062,38810.02279663086,53317.74380493164,34318.28244018555,15689.821090698242
[TG(63:13)|TG(62:6)]_FA18:0,-0.0429599877835306,3.4278309124482025,0.02291141643357264,0.879687658622828,0.9993440762229833,TAG,31527.982330322266,30917.40209960937,32343.482330322266,29315.14208984375,34544.1423034668,46526.32299804688,53854.44375610352,40645.442810058594,50448.863708496094,69358.185302734375,48688.88333129883,27829.622009277344,34343.102478027344,35302.78259277344,29252.16192626953,35233.34240722656,50941.74374389648,49955.46395874024,31219.86239624023,35884.96243286133,58399.784240722656,43406.54327392578,23869.04151916504
[TG(63:13)|TG(62:6)]_FA18:1,-0.18592009613879273,4.0678796915805355,0.42885463938080204,0.5125514950312723,0.9993440762229833,TAG,56666.36413574219,50435.6635131836,50541.883850097656,40878.58320617676,49745.14349365234,81206.8659362793,84934.66563415527,60119.08380126953,68591.42492675781,84344.78607177734,63470.58435058594,40686.66296386719,53111.62377929688,54408.06408691406,49691.603515625,59342.90434265137,91456.66616821288,87812.94625854492,55739.12432861328,67929.724609375,85908.24572753906,67679.8444519043,34068.02249145508
[TG(63:13)|TG(62:6)]_FA18:2,-0.12225342309456842,3.56036300356354,0.18549613933544162,0.6666918802089902,0.9993440762229833,TAG,42157.12274169922,36038.86224365234,35383.82244873047,31053.662155151367,33191.70217895508,52304.50354003906,52316.0241394043,37966.06286621094,51509.38391113281,62245.90451049805,45357.423583984375,29871.682159423828,33207.30242919922,36525.86260986328,31680.282333374023,39662.48274230957,59946.66403198242,56134.66401672363,34885.84240722656,46104.46322631836,65027.4446105957,43865.84310913086,38719.80252075195
[TG(63:13)|TG(62:6)]_FA18:3,0.009656488817647134,3.723921353191861,0.0011576742445509325,0.9728575242557542,0.9993440762229833,TAG,43246.262786865234,40818.22271728516,35905.20225524902,37765.34274291992,39469.183013916016,55972.044342041016,66800.0451965332,54566.583984375,67897.62417602539,79460.26577758789,58978.96401977539,31306.38250732422,37095.402923583984,39082.82269287109,35289.6028137207,43551.78317260742,63047.52423095703,58147.44400024414,44915.62286376953,46283.38320922852,70404.384765625,49821.04373168945,32819.342041015625
[TG(63:13)|TG(62:6)]_FA20:4,0.2938941003876103,4.629596370417056,1.070535827187995,0.30082444650705153,0.9993440762229833,TAG,72648.60513305664,63874.94470214844,59223.94429016113,70220.82453918457,54522.983978271484,130404.82946777344,205032.67373657227,167019.01138305664,236265.255859375,123350.56845092772,92630.14712524414,42650.60284423828,57420.68475341797,61135.54455566406,47909.16339111328,61016.58444213867,125571.56854248048,143886.46914672852,56072.4040222168,121379.98852539062,127393.30792236328,90129.36601257324,41536.62258911133
[TG(63:13)|TG(62:6)]_FA22:5,0.10623927340632978,5.277537155627785,0.14010333425790122,0.7081783056736362,0.9993440762229833,TAG,110080.98748779295,80670.8462524414,118193.92840576172,148775.529296875,103569.2469482422,223165.7765197754,190560.39331054688,145682.55029296875,235207.6958618164,290114.22174072266,217118.19555664065,123104.84771728516,66710.82458496094,109790.5283203125,88431.265869140625,102807.08728027344,204916.5166015625,186918.4931640625,103903.62725830078,209711.4555053711,212894.1344604492,152892.00994873047,41731.00305175781
[TG(63:13)|TG(62:6)]_FA22:6,-0.1597707380764276,11.571591352312938,0.3167830808221268,0.5735473394667978,0.9993440762229833,TAG,10215537.811035156,10985909.403808594,6207973.456054688,2893032.267089844,5239128.674804688,24641822.06835937,15244403.053222656,6910787.428955078,29774221.528808597,19117115.0546875,10005153.461914062,5144100.59375,2826503.2524414062,4424065.248535156,4502342.1796875,12781196.473144531,20532846.544433597,24389634.03955078,8624770.42578125,30342692.70751953,24027503.06689453,8769281.330566406,1656073.8100585938
[TG(64:10)|TG(63:3)]_FA14:0,0.2755781682079148,4.161300375202006,0.9414339909526461,0.3319093285469174,0.9993440762229833,TAG,108123.2664489746,24787.061920166016,74863.20617675781,88468.84768676758,93494.30555725098,90496.52478027344,60769.86437988281,94245.68608093262,113961.18782043456,76330.48553466797,37919.78273010254,63526.444595336914,41554.3625793457,49631.14422607422,60489.28411865234,31362.26243591309,57055.76484680176,43933.78274536133,75901.74391174316,134709.56997680664,45396.7825012207,45393.30313110352,14648.901107788086
[TG(64:10)|TG(63:3)]_FA16:0,-0.03579175112090032,3.1943635452647574,0.015903209106795657,0.899646493187345,0.9993440762229833,TAG,36743.10220336914,27712.722076416016,26754.281829833984,27377.942138671875,30436.922149658203,42081.96298217773,42465.34294128418,31008.042266845703,44126.66305541992,50789.1233215332,34104.14239501953,25811.96188354492,32029.50225830078,28670.842041015625,27871.381713867188,29732.982055664062,43660.9831237793,35369.302825927734,28894.342346191406,34354.58242797852,40139.68280029297,34419.68246459961,20854.721557617188
[TG(64:10)|TG(63:3)]_FA16:1,-0.006851075175376671,3.393218786838655,5.827137415033157e-4,0.9807413644462054,0.9993440762229833,TAG,46608.783126831055,24776.741729736328,32673.18214416504,29475.62222290039,40143.0033569336,49985.063720703125,49339.24411010742,36527.44267272949,57500.92425537109,55252.70407104492,37417.08239746094,27329.161987304688,37281.462478637695,30562.56198120117,30096.56201171875,32350.04219055176,49244.6438293457,44947.6628112793,33432.28225708008,44973.46304321289,47241.16354370117,37896.94253540039,23009.101440429688
[TG(64:10)|TG(63:3)]_FA18:0,-0.05031551340686895,3.1650851420019026,0.03142757170621724,0.8592898479567919,0.9993440762229833,TAG,29843.62216186523,28205.781799316406,25916.141662597656,23446.24169921875,29070.9619140625,41987.342849731445,47972.50289916992,33375.582458496094,44601.663162231445,45465.883361816406,32572.70233154297,20307.50151062012,29567.94204711914,27651.941864013672,25960.84188842773,27982.34218597412,48945.663146972656,47470.26303100586,26963.16180419922,32786.722244262695,40908.70306396485,30290.54214477539,23955.98178100586
[TG(64:10)|TG(63:3)]_FA18:1,-0.008901083457148564,3.2864185511540764,9.836026807050757e-4,0.9749804944614768,0.9993440762229833,TAG,31757.4423828125,28139.082000732426,30242.46224975586,26898.38165283203,35038.8625793457,43615.64324951172,52326.66387939453,40410.30317687988,46509.14318847656,53814.823654174805,40078.122955322266,25331.621780395508,31066.84246826172,29566.06234741211,25980.501831054688,32132.422302246097,43785.42315673828,42957.002700805664,31673.68231201172,36772.34246826172,50437.00375366211,38888.2626953125,19630.88136291504
