lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
[TG(50:9)|TG(49:2)]_FA22:6,0.5897152091200571,6.213609176447407,2.8437168137470508,0.09173180236445168,0.39103439624555997,TAG,148126.2307434082,105151.9073486328,154498.95056152344,146288.76956176758,226211.43716430664,315660.78076171875,72044.745361328125,88464.22619628906,100499.50653076172,111327.16836547852,107852.92694091795,613254.7376098633
[TG(51:4)]_FA18:2,0.5901395621716006,6.4756930707288,2.847834427116142,0.09149710774209127,0.39103439624555997,TAG,97984.0262451172,131012.96997070312,327210.34509277344,795799.0953369141,619915.2628173828,468033.33459472656,185309.9117431641,90029.846435546875,202718.73376464844,160090.25256347656,390977.00622558594,55850.803955078125
[TG(52:6)]_FA14:0,0.5900420605644863,4.710532661049716,2.8467359244129966,0.09155965605548082,0.39103439624555997,TAG,51355.52346801758,53337.80407714844,176110.51153564453,117757.76931762695,142119.611328125,132987.72735595703,46915.40350341797,48640.38366699219,59738.384216308594,53502.30364990234,73994.46600341797,31966.622344970703
[TG(66:6)]_FA16:1,0.5895197547407012,4.0448695790832465,2.8416250688603686,0.09185127745712256,0.39103439624555997,TAG,46641.983627319336,34480.98215484619,39621.46298217773,42457.44268798828,204228.9329528809,50485.44413757324,24794.641876220703,38387.36264038086,31988.722290039062,43683.7034072876,40537.64309692383,15879.261169433594
FA(10:4),-0.5825599286653023,7.8206656535937995,2.8442236175669677,0.0917028804431346,0.39103439624555997,FA,587327.9636230469,531031.4967041016,733699.64892578125,621940.00732421875,508359.6127929688,502490.5747070313,752510.126953125,736898.95263671875,932320.5869140624,579103.3430175781,504963.8173828125,461133.791015625
[TG(51:6)]_FA22:6,0.5883670205310199,6.389637390750091,2.83096207723247,0.09246295324292905,0.3931198288734282,TAG,205249.51470947263,219950.17608642575,328029.20416259766,324730.62438964844,566544.5212402344,498238.9958496094,153302.09161376953,168279.27044677734,166756.95239257812,194732.314453125,245043.44067382807,68924.44467163086
FA(25:0),-0.5794250643821549,6.091808578726185,2.8136585943084347,0.09346499803079203,0.3968573008491656,FA,182938.71185302731,141871.26943969727,313446.666015625,139104.6893310547,163057.95141601562,230361.6155090332,283897.8262023926,182223.45599365237,303639.8444824219,198728.9983215332,188409.49407958984,41254.102966308594
[TG(50:4)]_FA20:4,0.5852717334492498,7.916811211881316,2.8016757984896676,0.0941658391675279,0.3993077043280059,TAG,485007.3557128906,479461.0551757813,1776712.2666015625,1550971.030517578,907400.12451171875,1158939.6247558594,684891.6767578125,305701.8811035156,549743.55712890625,407074.3706054688,741654.7561035156,201225.8740234375
[TG(64:8)|TG(63:1)]_FA22:5,0.5839340872803076,6.963019520563807,2.7890205664889427,0.09491222192428836,0.40194454087884324,TAG,366339.3074951172,295319.88177490234,343802.8448486328,560197.0232543945,964250.0904541016,536445.2988891602,146104.93060302734,261090.5140991211,240520.73852539065,297289.39892578125,420383.59686279297,156789.3511352539
PC(43:2),-0.5759885488563525,8.35654700287711,2.7804689839613275,0.09542022332517751,0.40356626562299847,PC,302875.8441772461,692381.6524658203,1307765.5267333984,1257578.823486328,2057329.235534668,562225.71484375,2081037.240478516,1212966.2309417725,682387.8432922363,1048093.4846801758,567333.1989135742,53332.4841003418
PS(44:10),0.5816593916520048,7.682612799702047,2.767625160915486,0.09618877376136938,0.40628425775908245,PS,310298.9020996094,395031.6281738281,885755.7401123047,315841.7431907654,2649156.818359375,896074.6287841797,646358.0480957031,412288.8284912109,153083.55067062378,482883.43103027344,578813.8438720703,178567.05322265625
DG(24:0)_C18:0,-0.5727225885531607,5.535877918721727,2.748926771551851,0.09731973245566398,0.41052389102539566,DAG,105747.8479537964,108218.46753692628,105990.7275505066,116111.54755401611,112973.04859161375,156688.99060058594,111572.74848937988,113359.02836608888,106727.90786361694,205230.03540039065,193337.2321166992,114614.86840820312
PE(36:4)|PE(O-37:4),0.5789177839185905,7.911429918002215,2.741924543341156,0.0977469807597694,0.41178786803103895,PE,270937.361328125,388920.14709472656,1464704.9040527344,1389636.8743896484,2277212.911376953,882658.7141113281,721939.2474365234,542979.5572509766,413081.2314453125,506467.2581787109,491117.6149902344,98054.26770019533
[TG(66:8)|TG(65:1)]_FA18:0,-0.5717909074765204,4.10647026422759,2.73978199289229,0.09787811905952601,0.4118027251696094,TAG,47534.443908691406,42504.10319519043,55419.063903808594,41450.98294067383,43154.04318237305,43581.38348388672,89272.66757202148,43085.5827331543,38843.80319213867,64422.14471435547,42249.88304138184,26103.721786499023
[TG(47:3)]_FA14:0,0.5782872722291126,4.693542330541903,2.7358163347589652,0.0981213501919608,0.4122885378508562,TAG,157247.03219604492,55646.52444458008,79700.34521484375,72816.66567993164,145089.5682067871,75705.48522949219,33957.40219116211,50609.90368652344,54511.4035949707,65649.80465698242,79617.02526855469,29354.662048339844
PG(37:7)|PG(P-38:6)|PG(36:0)|PG(O-37:0),0.5756517226738249,8.122174008477796,2.7114563644181544,0.09962999805865544,0.4180832298248129,PG,598087.9013671875,477579.2548828125,1375877.0810546875,1116333.818359375,2679238.677734375,1052643.7407226562,512558.85791015625,528212.314453125,624661.4638671875,644661.166015625,780398.47216796875,235316.97680664065
[TG(50:4)]_FA18:3,0.5742590857864255,9.923361002286839,2.6985285910341172,0.10044090447588011,0.4209386996670975,TAG,1285498.8115234375,1384448.755859375,5776931.4140625,8089549.0673828125,5730245.328125,4511057.130859375,3485705.1948242188,929705.99169921875,2100354.623046875,1713858.1689453125,2845799.58984375,423067.46875
[TG(58:12)|TG(57:5)]_FA20:4,0.5736553886899237,6.591885719871278,2.6928747516139993,0.10079781039669267,0.4218865553179342,TAG,109833.9281616211,171080.23223876953,403578.547668457,602123.5090942383,374057.9670410156,936147.8056640624,398500.3319091797,135235.78967285156,154633.58984375,174153.65270996094,195623.69274902344,75362.9658203125
[TG(51:9)|TG(50:2)]_FA18:3,0.5725390710326124,7.403950060566067,2.6825576269066005,0.1014526695875381,0.4236339425191996,TAG,371312.76403808594,351860.3835449219,1500377.537109375,1110968.8216552734,536539.6832275391,626548.5616455078,459094.2344970703,239841.7559814453,446200.8276367188,332992.2442626953,422005.3728027344,91702.225830078125
FA(30:4),-0.56571947573859,5.5839113197332475,2.682162295035596,0.10147785483958517,0.4236339425191996,FA,45646.62364959717,96357.12588500977,298983.48181152344,179125.1900024414,135220.7301940918,118053.4483642578,191195.7346496582,148229.20889282227,219975.1345214844,129607.2073059082,95336.08758544922,45677.2428894043
[TG(50:5)]_FA18:0,-0.564941979317808,4.537941116273277,2.674665505011319,0.10195674612009235,0.4250832296247261,TAG,51906.10394287109,66364.16491699219,74782.0453491211,60238.56433105469,62417.84448242188,64722.66473388672,63714.78436279297,65245.94485473633,96356.76666259766,77958.80560302734,79917.5259399414,29076.08209228516
[TG(62:15)|TG(61:8)|TG(60:1)]_FA22:6,0.5712819135025686,5.593209812306194,2.670846130898554,0.10220167568763693,0.4255545902503282,TAG,193027.275390625,124764.48956298828,155767.5711669922,214465.09384155276,233211.89739990237,242720.7974853516,79188.14556884766,97868.747314453125,94008.70574951172,121902.46856689452,142450.66888427734,46053.723205566406
[TG(56:8)|TG(55:1)]_FA16:0,0.5704342105190098,5.552808045063893,2.6630230715409193,0.10270536602446355,0.4271007940218349,TAG,83104.0458984375,95746.48681640624,275281.93981933594,268827.8587036133,251615.5797119141,255328.55810546875,98981.58624267578,78516.42584228516,108716.34759521484,92831.02655029295,144463.0694580078,41682.703125
[TG(49:8)|TG(48:1)]_FA14:0,0.5696413990364724,6.604424817924879,2.6557758705384913,0.10317440382309943,0.4279483305104651,TAG,146952.8897705078,158981.19189453125,807799.13427734375,607478.8664550781,393691.3465576172,406324.4831542969,268794.82275390625,119446.96838378906,214938.3544921875,146035.29028320312,311166.8209228516,135786.2509765625
DG(39:6)_C18:0,0.5698202271204557,2.7835661526958604,2.655967302330282,0.10316198428606575,0.4279483305104651,DAG,12125.60066986084,2584.1802101135254,42898.403034210205,24907.76177215576,2604.880184173584,2605.4001808166504,2585.3001823425293,2591.2001991271973,3248.540237426758,2596.500198364258,31882.982021331787,69420.62530517578
[TG(58:14)|TG(57:7)|TG(56:0)]_FA16:0,0.5681373574405698,7.761346590869238,2.6419720912526827,0.10407428181086326,0.4311267104026389,TAG,250007.53869628903,476457.3376464844,1544209.9592285156,986194.963684082,1342510.3854980469,1188771.810913086,356608.3828735352,378775.8210449219,538241.4583740234,450871.3091430664,714186.7813720703,182363.95629882807
PG(16:0)|LPG(17:0)|LPG(O-18:0),-0.5591833212474437,5.64872123592567,2.620555688488821,0.10548749358135151,0.43642069459874533,PG,286805.0002441406,228809.17553710935,2115.7601585388184,2063.680145263672,3967.66032409668,147172.33005523682,228141.4754638672,96246.5067062378,177645.45287322998,184489.1510620117,162402.54961395264,39920.40306472778
[TG(44:4)]_FA14:0,0.5643099049785686,4.121400962207508,2.6066021163785535,0.10641956277279234,0.43971309739795245,TAG,130092.72817993164,35685.96228027344,55166.48358154297,38391.722579956055,70543.8850402832,44056.343017578125,25481.941848754883,33719.88214111328,34225.0622253418,46652.50329589844,50938.16375732422,21369.601531982426
[TG(48:6)]_FA18:1,-0.5567996883542335,5.145151753478028,2.598231449817831,0.1069830379119735,0.4414760400792052,TAG,108019.12762451172,154213.01208496094,84025.58682250977,66178.68496704102,69712.6448059082,67823.88455200195,91270.22650146484,122129.72900390624,103363.00769042967,164326.47094726562,118102.08709716795,26071.441925048828
[TG(59:10)|TG(58:3)]_FA20:4,0.5624506979779255,7.515481205442202,2.5899685681833944,0.10754246986043041,0.443217816397968,TAG,215133.51361083984,341173.28497314453,1433381.5240478516,937477.7823486328,975442.2658081056,953328.8672485352,396565.3307189941,303024.9034423828,485715.4543762207,387681.5079956055,428827.5844116211,188007.2918701172
[TG(62:11)|TG(61:4)]_FA22:6,0.5610084598025624,6.544996153335123,2.576826481996249,0.1084388719285634,0.44634214249167614,TAG,204327.33489990237,199642.1932373047,483514.2121887207,426215.4301757813,465565.9341430664,418190.64697265625,156894.97067260742,129887.94943237305,254186.57821655276,217158.37548828125,190982.89251708984,215802.91384887692
PE(39:5)|PE(O-40:5)|PE(P-40:4),0.559495529690513,7.125332862230946,2.5631354049455695,0.10938145655208656,0.44964835706188955,PE,166551.21313476562,223925.5360107422,783365.3527832031,782649.9405517578,1259673.4837646484,490903.6567382813,372829.7868652344,315129.4616699219,252559.69580078125,273781.4772949219,302981.40075683594,143147.20971679688
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:6,0.5587651230698831,5.015890967647819,2.556393503130039,0.10984891946292687,0.45099550013596057,TAG,117595.32968139648,97576.46659851074,145380.13108062744,126066.88864135742,166894.35299682617,124256.50880432127,50044.50365447998,66973.22451782227,63490.944595336914,87771.02673339844,90964.3468322754,32014.521850585938
[TG(58:12)|TG(57:5)]_FA18:2,0.5582746873340005,4.9750810543257336,2.5519603626273697,0.11015749663741499,0.45168772763524545,TAG,73195.54592895508,58431.98434448242,156444.97396850586,191848.97332763672,180225.33172607425,142617.04913330078,60724.36395263672,52912.64358520508,69671.22500610352,69496.1049194336,97381.8662109375,33022.46228027344
[TG(66:6)]_FA18:0,-0.5502615783300352,3.4547697974579266,2.5372522212121424,0.1111881331636753,0.45533515954210685,TAG,21846.60131835937,27259.34213256836,34716.58238220215,29702.842163085938,33240.68260192871,35284.542419433594,45871.7839050293,31174.122589111328,28865.52191925049,39596.58302307129,31040.20240783692,16314.761070251465
[TG(50:5)]_FA16:1,0.5561472618795894,5.126255933511165,2.5327939894146425,0.11150262449545624,0.4554670496795408,TAG,45330.92343139648,64019.46472167969,142033.13055419922,229506.1365966797,297157.0050048828,145529.17053222656,90085.30682373048,60452.92367553711,72741.32513427734,77758.84552001953,85935.86560058594,31409.20217895508
[TG(59:10)|TG(58:3)]_FA22:5,0.5562689265334699,5.743755203373913,2.5339366636180785,0.11142192509650409,0.4554670496795408,TAG,297931.39782714844,178133.1943359375,177183.5326538086,152722.11193847656,236271.09649658203,182805.2939453125,80973.12615966797,129562.60876464844,108467.02670288086,145875.0309753418,133622.74688720703,38552.02296447754
[TG(58:14)|TG(57:7)|TG(56:0)]_FA16:1,0.5555542242221528,5.524529613760414,2.527494597798068,0.11187772691873032,0.4564215230932273,TAG,68222.784912109375,94143.60638427734,300539.8825683594,203605.11657714844,239871.37731933597,296360.5391845703,74113.20510864258,83259.78619384766,115736.70935058594,97866.20623779295,141746.28771972656,47148.02313232422
[TG(50:4)]_FA16:0,0.5550578176605854,4.991348798705212,2.522979897467394,0.11219838324219202,0.4568887004314817,TAG,45138.223205566406,55311.203125,129313.31018066406,200752.63299560547,262368.65936279297,136943.58947753906,87752.88610839844,51136.88348388672,59822.34411621094,71865.30548095703,78838.50576782227,35071.12240600586
DG(32:2)_C18:0,-0.5485527521427361,6.049556876077948,2.52189754830124,0.1122754073263604,0.4568887004314817,DAG,86209.80665588379,117235.84976196288,93565.54595947266,112099.18742370604,83800.32699584961,286080.69874572754,95175.8671798706,101292.92696762084,178101.07289886475,190793.23245239255,207913.5155029297,439691.8984375
[TG(51:4)]_FA18:0,-0.5478182188132337,4.410454119687475,2.51501209919752,0.11276676780889487,0.4583102767245639,TAG,47623.08364868164,67245.56536865234,59002.604553222656,55979.78350830078,59443.20361328125,60458.96438598633,75294.84524536133,59969.14443969727,74129.385009765625,76308.12545776367,63951.54498291016,23936.30178833008
PI(37:6)|PI(O-38:6)|PI(P-38:5),0.5522093362965395,5.495942765026746,2.497495472367831,0.11402750651047378,0.46285127485446403,PI,115510.80792236328,92855.78747558594,364586.2067260742,208519.95391845703,157506.3910522461,176718.93426513672,83373.76580810547,73912.18496704102,113087.20782470705,93133.54669189452,125919.88861083984,65576.4048461914
[TG(60:13)|TG(59:6)]_FA22:5,0.5515620647300752,6.808000800438539,2.4917863156006206,0.11444176743018933,0.4639492254990213,TAG,211671.91387939453,202986.8544921875,422718.06829833984,559139.4631347656,338120.3256835937,1255694.3657836914,539601.8350219727,164164.85314941406,145952.00915527344,173626.17169189453,238022.8359375,53200.70385742188
[TG(60:12)|TG(59:5)]_FA20:4,0.5494644680725547,6.044552757957235,2.4730532631951974,0.11581275662766954,0.4689181501097737,TAG,103836.56762695312,149514.63110351562,338006.94274902344,330779.0209960937,330656.2628173828,449674.1533203125,178824.45190429688,119073.4093017578,138227.62866210938,132553.54956054688,156219.93200683594,69197.26501464844
FA(26:6),-0.5412442057890573,5.60369181602165,2.4551659473090695,0.11713878851230097,0.47369282021202413,FA,69877.204345703125,86751.00695800781,249134.6563720703,119842.0473022461,90138.66680908205,256760.9574584961,230678.61920166016,115381.20880126952,235018.9559326172,96120.987548828125,106871.54833984376,55383.86395263672
PE(41:7)|PE(P-42:6)|PE(40:0)|PE(O-41:0),0.5471175350627692,8.028018482040075,2.4522718192397406,0.11735490963288858,0.4739728327726301,PE,449355.2548828125,578470.099609375,1590199.9899902344,1351298.2758789062,1423384.4777832031,1236743.994140625,463910.3156738281,501989.8742675781,619697.34375,523304.55615234375,757365.14208984375,329823.96435546875
[TG(58:10)|TG(57:3)]_FA16:0,0.5458721681448393,4.308248599438926,2.4410027408720225,0.11820064495160001,0.4767918515735166,TAG,38345.84255981445,46144.3432006836,126407.62951660156,99236.62744140624,98258.8073425293,92005.68685913086,43417.34313964844,37511.32241821289,41995.74267578125,43922.86264038086,49915.1233215332,24123.541610717773
DG(40:5)_C18:0,-0.5375379423390317,3.5465988620377824,2.4213149683148245,0.11969441803420841,0.4816133254319084,DAG,24540.92177581787,23118.04160308838,30786.182304382324,26292.321849823,24844.021797180176,58307.86401748657,23198.38157272339,23935.10167312622,25465.721813201904,52060.92374420166,63944.22465133667,25974.80177307129
PE(37:4)|PE(O-38:4)|PE(P-38:3),0.5437792384230904,7.044554450062073,2.4227573764292174,0.11958427184912854,0.4816133254319084,PE,140448.6688232422,206802.33618164065,760778.5305175781,803022.4049072266,1270848.096923828,413509.1512451172,386202.7053222656,304650.96423339844,234154.47680664065,265971.6610107422,287110.2019042969,77729.96551513672
[TG(50:9)|TG(49:2)]_FA18:2,0.5426852545614272,8.890625844830364,2.413156186201377,0.12031956277325936,0.4835258145321394,TAG,960023.10498046875,1202250.8364257812,2306456.115722656,1902258.0649414065,2375486.427734375,3773635.415283203,1050753.5354003906,772627.7282714844,1295561.630859375,765686.6389160156,1656739.3076171875,161758.3310546875
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:6,0.5422779427252727,5.216585709090417,2.409446792191374,0.12060497985113115,0.48406998753681624,TAG,132547.02978515625,99686.56689453124,120092.70881652832,110130.66778564452,225226.0744934082,201200.73599243164,46019.10319519043,77480.2861328125,61741.74478149414,94563.52714538574,141306.84922790527,41937.22282409668
[TG(58:13)|TG(57:6)]_FA18:0,0.5406401259328887,7.355775776320728,2.395185558870253,0.1217093073921128,0.48789557137186096,TAG,195140.75341796875,308533.1809692383,1266784.8252563477,890673.5501098633,809072.3668212891,805961.8133544922,308601.47833251953,287518.6014404297,453466.5702514648,310432.2805786133,443572.91217041016,194443.2109985352
PI(41:7)|PI(P-42:6)|PI(40:0)|PI(O-41:0),0.5400032936370524,7.595556111165087,2.389614851957048,0.122143718265995,0.4890295022882951,PI,248459.8181152344,409053.6912841797,1544324.8845214844,866519.4924812317,1029138.7089233398,1018563.1635437012,327691.0051879883,319578.10345458984,510347.3233642578,387908.0111694336,657877.09912109375,164541.19201660156
[TG(52:8)|TG(51:1)]_FA18:0,0.5393843056269253,6.923748215239871,2.3841868099025305,0.12256865812264109,0.4895161630714886,TAG,166107.25073242188,230574.2559814453,583358.4826660156,977325.87109375,646450.0606689453,636788.7918701172,256759.41430664065,154177.07165527344,311689.0231933594,211514.79425048828,484524.1140136719,75193.16491699219
[TG(61:12)|TG(60:5)]_FA14:0,0.5395041860690789,3.797169886443765,2.3848789060496074,0.12251438558659258,0.4895161630714886,TAG,110973.3680114746,24854.821868896484,37724.942321777344,31764.262268066406,40677.24291992188,46091.90353393555,26132.94207763672,26058.62176513672,30768.26232910156,33759.782638549805,35683.022552490234,17690.66120147705
[TG(58:10)|TG(57:3)]_FA18:0,0.5384622645538734,4.80936198641963,2.3759925689223564,0.12321326204923838,0.4914823196945516,TAG,67483.66455078125,56201.88391113281,129935.52868652344,159167.67025756836,163716.65411376953,128766.38848876952,56540.00408935547,50833.04376220703,64592.72454833984,55088.76449584961,85869.84509277344,30895.882110595703
[TG(50:9)|TG(49:2)]_FA20:4,-0.5320436655552392,4.865682641865321,2.3723405477271626,0.12350176096750042,0.49202491684212823,TAG,72358.04512023926,98515.14727783205,84398.06634521484,71338.02523803711,77096.88632202148,72421.56481933594,78088.045654296875,91407.30627441406,93632.34698486328,124503.26928710938,92472.46661376952,31408.442321777344
PG(38:6),0.5375574765998583,6.970757472873718,2.3682421727517067,0.12382641353491382,0.4927100326475547,PG,173552.8525390625,184473.0926513672,676082.83056640625,513854.9353027344,959358.68408203125,686103.4660644531,248510.65698242188,235214.896484375,297377.6611328125,274642.5983886719,286107.6804199219,200211.01293945312
[TG(48:4)]_FA16:0,0.5367056230717526,4.957145346583173,2.360696832232806,0.1244265978428233,0.4944884621167374,TAG,222285.63815307617,83072.34631347656,85000.86624145508,85317.326904296875,110911.16979980467,89790.36666870117,56928.54443359375,64410.74490356445,61368.78421020508,81401.60614013672,86704.86569213867,25506.50180053711
[TG(64:14)|TG(63:7)|TG(62:0)]_FA14:0,0.5356420059329078,3.6555969123949565,2.3512138463622705,0.12518549585083696,0.49689249091100973,TAG,42231.70274353027,25767.32174682617,28938.48226928711,30545.66231536865,137145.14990234375,39739.5428314209,17669.521453857422,29898.302200317383,24918.04162597656,33983.022064208984,31740.88217163086,15659.881072998049
[TG(53:7)|TG(52:0)]_FA22:5,-0.5270896778329458,5.952351774689451,2.3284602544508735,0.1270274706811709,0.5029664391265503,TAG,157331.8117980957,211563.23501586917,124600.36917114258,152053.50997924805,217640.3782653809,171072.77169799805,215294.7561340332,187792.27395629883,201860.61306762692,265661.21875,160945.21310424805,42476.90316772461
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:5,0.5329875126614564,5.082613488213741,2.328479936467147,0.12702586439299218,0.5029664391265503,TAG,121046.98881912231,95439.28790664671,105840.08798217772,100443.44784545898,200986.5140075684,182431.71328735352,41971.18290710449,65063.24488449097,60440.32424926758,88904.66696929932,130227.77012634276,37387.34267425537
[TG(51:9)|TG(50:2)]_FA22:5,0.5305948893134759,5.1423933542005535,2.3078477974722773,0.12872216973240294,0.5084289372416944,TAG,194025.3513946533,78720.86538696289,78657.96548461914,78292.04455566406,219627.61505126956,132322.36962890625,47412.26354980469,74520.36584472656,65040.72482299805,94137.18649291992,107297.32818603516,52129.36393737793
[TG(54:6)]_FA14:0,0.5307405678715825,5.890452025422038,2.3091626199420716,0.12861332028313807,0.5084289372416944,TAG,87703.186279296875,90902.226806640625,309219.1027832031,243195.8767089844,451573.2119140625,281996.91931152344,117427.388671875,124694.66845703124,122953.86889648438,112176.42822265624,146024.7899169922,118012.4071044922
PG(40:3),0.5301665813504555,7.030587924118494,2.3042744805079565,0.1290185105843013,0.508976447011663,PG,212103.35522460935,225133.1774902344,601360.3005371094,541019.0166015625,1372329.5971679688,449302.771484375,310892.9426269531,273845.13720703125,263549.55908203125,298403.6618652344,304177.5788574219,128192.0086669922
LPI(20:2),0.5287413214663579,6.937936034937494,2.292034236848849,0.13003938966755396,0.5123774242456614,PI,535846.0374145508,389681.1472091675,221529.43493652344,679078.6519470215,662441.3073768616,469514.5914001465,98468.7667541504,413712.74841308594,143478.78985595703,275265.99826431274,523728.24084472656,38564.18295288086
[TG(50:6)]_FA18:1,-0.5214106664244517,4.580066853443105,2.2784305607374336,0.13118456320363536,0.5162592505586967,TAG,52107.46365356445,72955.56579589844,74950.32507324219,62564.063873291016,70050.08544921875,66420.56427001953,66111.18475341797,63176.284240722656,94160.06588745116,87072.22525024414,80329.62561035156,28731.062133789062
[TG(60:14)|TG(59:7)|TG(58:0)]_FA20:4,0.5259227294160239,5.187226415290693,2.267829118121199,0.13208480731504796,0.5191689076804625,TAG,94991.68615722656,82012.80548095703,167107.55303955078,185058.93200683597,196530.3732910156,166153.2329711914,72973.58444213867,70129.60461425781,80427.96661376953,79300.68493652344,98800.86749267578,47400.38345336914
DG(36:5)_C18:0,-0.519617191964559,4.01031698974898,2.262663078163769,0.13252599002997575,0.5196879709194309,DAG,35034.402759552,35911.702671051025,38530.54296875,39210.52281188965,36762.02254867554,62855.56407165527,40337.08283996582,36263.18227005005,36396.48252105713,64417.46405029297,68530.78498840332,44310.54315185547
PC(44:10)|PC(O-44:3),-0.5193486926350444,8.37291721631698,2.2606308261165395,0.132699996293031,0.5196879709194309,PC,296980.06561279297,696219.2561645508,1341637.9708251953,1301832.5187683103,2175651.7564086914,590982.2383422852,2057930.3533325195,1203623.5879516602,664350.8602294922,1046297.0022583008,585690.3849487305,58877.42443847656
PC(52:4),-0.5195789337322954,4.994737458887569,2.262506291898262,0.13253940536857128,0.5196879709194309,PC,73717.52449417114,78340.066162109375,83930.24547195435,81685.98432159424,187897.33222961423,61985.34490966797,154118.5107421875,97398.1683883667,72838.34484481812,141066.10948181152,69729.16547393799,13041.280754089355
DG(37:4)_C18:2,-0.5174323275090419,2.934833167626036,2.2433723102330987,0.13418804306542143,0.5248785636025636,DAG,10758.560703277588,17935.60134124756,16952.04126739502,28800.7420463562,29274.382190704346,27623.20196914673,18098.761379241943,31137.04202270508,22557.76170730591,26761.761825561523,21932.481521606445,12137.02091217041
[TG(52:9)|TG(51:2)]_FA16:0,0.5226028775629067,5.778344075956259,2.2396437018214783,0.13451197187209163,0.5255086358731715,TAG,74571.865234375,98364.70697021484,303494.16149902344,430024.83123779297,295717.3419189453,248608.2391357422,124117.58807373048,71552.82470703125,133685.66961669922,100247.08764648438,209008.55377197263,42355.14306640625
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:6,0.5221036815304984,7.008756815584943,2.2354597543817363,0.13487650059748474,0.5262956075309351,TAG,237331.31768798828,228726.09677124023,513223.133972168,618028.5391845703,430149.59240722656,1377008.9971923828,588128.6578369141,190844.25415039065,180488.9927368164,218552.51708984372,289595.1397705078,69407.06466674805
DG(37:7)|DG(36:0)_C16:0,0.5214830401186513,6.1272170273000865,2.2301618340685536,0.13533967136289626,0.5274651201546694,DAG,176023.3524169922,144425.32974243164,511659.03729248047,73437.36582183838,212607.6957397461,379631.8491821289,132300.44953918457,99690.12631607056,126094.388381958,147911.01007080078,176376.43395996094,242113.876159668
[TG(58:13)|TG(57:6)]_FA18:3,0.5203536831360509,5.185408245876618,2.2205657831314056,0.13618314503692114,0.5277389462026433,TAG,86464.7660522461,72566.544921875,170660.11181640625,206354.8170166016,217345.61700439453,169701.9327392578,71691.16525268555,66081.24465942383,81262.00601196289,76930.82482910156,119880.7078857422,32778.982330322266
[TG(62:14)|TG(61:7)|TG(60:0)]_FA20:4,0.5202999517549379,4.7505020899311345,2.22006160343642,0.13622762385708145,0.5277389462026433,TAG,55707.78388977051,62762.74465942383,177991.37405395508,141075.42910766602,116405.3077697754,114480.68927001952,53953.74345397949,46994.46353149414,68385.22384643555,59402.564025878906,67378.50497436523,35520.5422668457
PC(44:3),-0.5151344927856442,7.435888982267211,2.224077237173333,0.1358738145216332,0.5277389462026433,PC,180388.5115966797,365730.8082885742,715492.486328125,650367.8916625977,1115386.6846313477,301030.40466308594,1017101.263671875,636584.8216247559,365971.74060058594,556429.1135864258,324257.60009765625,34065.50262451172
PE(36:7)|PE(35:0)|PE(O-36:0),0.5205436703202947,6.545407558001,2.222247408356452,0.1360349092820097,0.5277389462026433,PE,190807.25341796875,249445.45776367188,453472.6518554688,284417.5773925781,452291.0693359375,721902.32958984375,188685.435546875,218420.67529296875,231915.69653320312,169653.41137695312,231933.29760742188,89032.50622558594
PG(44:1),-0.5148539173322553,5.290604773341883,2.22155886362691,0.13609558284971618,0.5277389462026433,PG,83360.78607177734,121994.26821899414,137275.14794921875,118393.16836547852,101951.8272705078,87597.34664916992,138698.86949157715,113898.66815185548,119717.1884765625,135452.48950195312,124423.52841186523,51173.14337921143
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:2,0.5196502366934281,5.667334767725278,2.214666675927219,0.13670458499539406,0.5289516735972861,TAG,80408.10528564453,123107.4676513672,323152.36279296875,200219.55151367188,286607.3428039551,301823.9614868164,92627.766357421875,91206.62646484376,127280.66821289062,108778.22839355467,161687.7705078125,42400.122802734375
[TG(66:7)]_FA18:1,-0.5137282039375777,3.477206307751704,2.2115532325364025,0.13698069295944731,0.529385264886391,TAG,25308.98184967041,29233.1618347168,36347.90274047852,31529.282302856445,29447.982040405277,35021.48262023926,48024.80332946777,28639.822032928467,28855.302116394043,42605.70283508301,31120.202545166016,14740.22119140625
[TG(64:13)|TG(63:6)]_FA14:0,0.5171601354133928,3.656532207756755,2.1934250614355193,0.13860081034888544,0.5343665651085464,TAG,37070.682693481445,26745.98197937012,32602.42236328125,32320.74235534668,130640.7096862793,45260.5033569336,18333.101196289062,30217.022171020508,24864.701766967773,32604.20211791992,32907.802337646484,16690.261184692383
