lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
[TG(55:10)|TG(54:3)]_FA18:0,2.4318313738738633,12.146222763413402,42.471376128432325,7.17242308997664e-11,1.348837448156195e-8,TAG,862139.87353515625,1030448.0170898438,9829859.0166015625,81162737.4140625,62159403.82617188,25384622.48046875,5141115.681640625,1340795.6103515625,893951.5075683594,8570327.67578125,3823978.486328125,228309.53759765625
DG(37:3)_C16:0,2.3748002863222344,9.852382384692069,40.710585437457084,1.7652832442190797e-10,3.1353391843157763e-8,DAG,5661513.271759033,1538141.663131714,5747844.916275024,35744.962787628174,6325723.439880371,13003199.079925535,650873.919631958,530278.8203392029,33508.562324523926,1606106.962097168,1483191.7973632812,40108.38299560547
[TG(54:5)]_FA18:0,2.35557340168097,7.863409971060535,40.12247500944796,2.385288216559636e-10,4.013561278074293e-8,TAG,84385.10552978516,102937.7667236328,539686.3529052734,3904012.3850097656,3457017.958129883,989692.5030517578,331125.22161865234,100708.1669921875,98809.48712158205,319230.0787353516,189485.2533569336,45290.223083496094
DG(40:10)|DG(39:3)_C18:0,2.3277718021105693,4.997177879279302,39.274876122932255,3.68147992987086e-10,5.827855557821767e-8,DAG,9019.840648651125,9125.020694732666,21008.58154296875,19755.66139984131,15612.34119796753,1184083.7992134094,9638.220623016356,17079.741241455078,17500.981315612793,88712.72703552246,11926.740825653076,3224.120246887207
FA(18:3),-2.220913717869392,6.554915509154965,39.1986138844768,3.8281190714500186e-10,5.827855557821767e-8,FA,46584.0634765625,60583.84423828125,427266.7121582031,125315.16870117188,48018.40319824219,53327.624267578125,385131.8278808594,185322.2326660156,1340801.259765625,90736.68756103516,49051.74328613281,165620.63159179688
[TG(54:7)|TG(53:0)]_FA18:2,2.319842031013851,8.276276242044993,39.03833748825127,4.155642206426442e-10,6.038903697247879e-8,TAG,101778.96716308594,125172.08911132812,707229.6955566406,4896680.862548828,4814550.408203125,1443515.5284423828,456963.0363769531,119102.2074584961,132099.548828125,455835.07421875,254775.67834472656,46564.96325683594
[TG(54:6)]_FA18:1,2.314458789567917,8.133208213496552,38.87585278596089,4.5163282472509716e-10,6.27769626367885e-8,TAG,110073.66821289062,133241.3302001953,642182.598815918,4209532.209472656,4606366.096191406,1215909.2255859375,398768.3504638672,106943.4486694336,118951.80871582033,439001.3912353516,225309.3558349609,43440.762939453125
[TG(54:8)|TG(53:1)]_FA18:3,2.2593406663929536,8.290949993801394,37.22650848122431,1.0517433814004938e-9,1.4010098293072412e-7,TAG,118931.7484741211,139588.3709716797,822328.67578125,4723627.466064453,4909179.104492188,1403886.3381347656,476435.97033691406,121359.50708007812,145618.5291748047,475762.03674316406,265212.82263183594,50717.52389526367
[TG(54:5)]_FA18:2,2.253289468991167,12.586413861399167,37.04732961195813,1.1529637188271753e-9,1.4744100036361918e-7,TAG,1309100.5444335938,1219591.30859375,12913048.1796875,102515363.57421876,84915727.296875,37632486.71777344,7696528.056152344,1572066.3037109375,1359320.7255859375,13815622.654296877,5377369.556152344,356736.9655761719
[TG(55:11)|TG(54:4)]_FA18:1,2.22909311468813,12.427776571710686,36.332610067070064,1.6635694066169621e-9,2.045550535751703e-7,TAG,1250513.1635742188,1410286.208984375,11130760.516601562,92651830.921875,78415865.953125,29900195.0546875,6772027.220947266,1501292.4506835938,1156823.012451172,12773319.232421877,4930041.76953125,263154.5986328125
[TG(54:6)]_FA18:3,2.1824394081271836,12.583964311153157,34.968813561300976,3.3502856443763827e-9,3.825308287525463e-7,TAG,1441539.787109375,1440793.6787109375,15093711.045898438,99262982.341796875,84445126.546875,36463069.52734375,8153654.6640625,1665585.8408203125,1484112.1333007812,13936615.99609375,5807384.080078125,382035.806640625
[TG(54:7)|TG(53:0)]_FA20:4,2.183819593185115,9.853599665673753,35.0087770143291,3.2822250289070286e-9,3.825308287525463e-7,TAG,202905.09368896484,208297.994140625,1894797.4822998047,14320514.748046877,12703928.581054688,6549974.25,1414798.1797485352,269803.81982421875,223807.2133178711,1910821.3884277344,827833.5006713867,66943.44445800781
DG(42:9)|DG(41:2)_C16:1,-2.0224983729642703,7.619563693293886,32.86625531903701,9.872211292091967e-9,1.0883261896833799e-6,DAG,93422.46670150755,94634.4868812561,864935.7601966858,81167.96599197388,430558.98988342285,382365.8692626953,96941.12656784058,87015.68595504761,83252.94578552246,2355639.39453125,2659441.164428711,97521.02673339844
[TG(53:10)|TG(52:3)]_FA18:0,2.1030188219717094,9.342150023169403,32.69134948129067,1.0801688068127197e-8,1.1510998917934215e-6,TAG,161297.11071777344,171764.7322998047,1339491.1066894531,10409286.658691406,8424964.297485352,4385832.16796875,1071768.555053711,239948.9969482422,192886.51220703125,1232391.573852539,679286.0576171875,57188.86389160156
[TG(56:6)]_FA22:5,2.0889846486410795,9.990297998297379,32.29490782477394,1.324600137757302e-8,1.366047303358095e-6,TAG,1808526.870361328,1715692.6701660156,13262900.022216797,8557706.965576172,4996982.425537109,4788876.229736328,1018721.4407958984,751046.39599609375,1377417.992919922,905491.1536865234,872445.4836425781,1283660.1729736328
[TG(56:7)|TG(55:0)]_FA22:6,2.0744753293871714,10.047396761042728,31.886911744489428,1.6341455760023645e-8,1.6326135645248622e-6,TAG,1919733.7651367188,1851075.1806640625,13322937.991088867,8914077.662353516,5316626.635498047,5236031.092285156,1069191.7630004885,777432.98046875,1404313.7290039062,1016296.2353515624,929873.0845947266,1257402.919128418
