lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,FAD185_M4_Male_WT_diencephalon,FAD189_M3_Male_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
LPE(20:2),6.123038453544509,4.938546356169192,186.72541387972905,1.6486725543038273e-42,5.320266332738451e-39,PE,3022.000156402588,1920.2201385498047,226003.17764282227,729138.6013793945,430594.1723632813,12940.740852355955,2356.520168304444,2146.020137786865,2335.8601570129395,2343.480167388916,2343.980155944824,2000.340129852295
DG(34:0)_C16:0,4.652465492406655,4.368042728453968,124.82728449424235,5.552298243545352e-29,8.958633215960426e-26,DAG,6597.920379638672,118578.6499786377,73266.00559997559,95866.02730560304,144490.35014343262,414169.4259567261,2639.440185546875,2640.200183868408,2658.6001930236816,8512.060558319092,5086.060325622559,3417.0002250671387
DG(35:6)_C16:0,4.059826950861293,3.199157983605524,100.93992164964362,9.481614168463612e-24,1.0199056307210692e-20,DAG,2627.080173492432,103629.78706359863,3085.680233001709,5064.200336456299,3712.300239562988,222648.13648986816,2628.220165252685,2629.100173950196,2625.400177001953,3154.3002281188965,2700.920185089112,2623.120189666748
LPE(20:1),3.9652817669670823,2.9933326086499723,97.2181381362397,6.209521963178534e-23,5.009531843794282e-20,PE,2831.940193176269,2187.400154113769,150227.73001861572,110983.9871673584,72857.06577301025,9977.500694274902,2555.080150604248,2524.1201705932617,2451.600170135498,2519.080181121826,2651.940196990967,2031.0601501464844
LPE(20:3),3.71975577655159,2.979228710655316,87.71268580009851,7.568739909595628e-21,4.884864737653018e-18,PE,11133.740592956545,3423.660217285156,152708.03170776367,103787.7872505188,54969.74362564087,9953.24084854126,3469.9802780151367,2223.3801498413086,2875.400218963623,3391.1402893066406,2833.9001808166504,2059.740146636963
LPE(20:0),3.3656134770417063,2.244805166523292,74.38243771974496,6.4359016886458386e-18,3.4614424582100206e-15,PE,2368.540168762207,2087.16015625,89018.14569473267,62791.22442626953,34505.16239929199,8640.460594177246,2223.6801376342773,2188.1601524353027,2066.400131225586,2259.120162963867,2313.480182647705,2168.840148925781
LPE(20:4),3.0007239726439723,3.423675400132861,61.31926112111296,4.8530929622241014e-15,2.237275855585311e-12,PE,57183.864097595215,4831.74027633667,170542.79220581055,113329.72869873048,56389.12446975708,6191.500431060791,17986.90118408203,3161.7402305603027,2841.480209350586,3023.8602333068848,4362.080314636231,2961.640182495117
[TG(56:8)|TG(55:1)]_FA20:4,2.865488689371461,11.719036139840485,56.66879383918241,5.157556360725309e-14,2.0804292970075712e-11,TAG,523222.7221679688,828797.181640625,6815579.649902344,61964373.32421875,49350677.8203125,19740478.2578125,2807184.543701172,651307.5087890625,674853.5511474609,5220897.544921875,1896033.593017578,159430.49194335938
FA(30:1),-2.5982539086969263,7.813185844516426,52.43223136128654,4.4535430507625553e-13,1.5968426027567517e-10,FA,188318.89324569705,588636.6999969482,232970.9758605957,91610.24841308594,76421.46682739258,84402.92451477051,2216504.223022461,1184442.4351501465,925839.5753631592,1024594.885559082,398587.3764190674,25251.52146911621
[TG(55:11)|TG(54:4)]_FA18:0,2.591828639267011,11.306007093233113,47.5705694315932,5.305909469888212e-12,1.712216985932926e-9,TAG,477475.259765625,773485.95751953125,5812282.8251953125,47097884.64453125,36150200.33129883,11861102.490234377,2697522.538330078,877217.20166015625,695008.1892089844,3877553.6137695312,1803795.8386230469,142586.51037597656
[TG(54:6)]_FA18:2,2.5573790051276393,11.768551446566685,46.46183090179355,9.342059413841604e-12,2.740620520769714e-9,TAG,672163.7639160156,869891.51708984375,7462910.816894531,62955374.38867188,50233617.5546875,18335232.76660156,3730279.6740722656,1030976.069580078,905514.2253417968,5947622.3974609375,2410375.92578125,172625.4111328125
[TG(56:7)|TG(55:0)]_FA20:4,2.5399263558397998,12.627183462019861,45.903414755372765,1.2422922319458131e-11,3.340730860407616e-9,TAG,1035321.1730957032,1253931.955078125,13150092.05859375,108169870.19921876,88294050.359375,42866012.47265625,6194123.772949219,1351201.0075683594,1102955.0170898438,12554193.486328123,4719165.932861328,337624.623046875
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,-2.3962904682217503,6.401747444363111,45.181323697310695,1.7960979735465442e-11,4.167440364276585e-9,TAG,673920.1854248047,1048927.53515625,513779.9481201172,398718.70703125,366520.4451904297,207225.75366210935,1806702.2354736328,955840.20458984375,833449.41943359375,915345.7771606444,1082109.208984375,58990.14392089844
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,-2.3962904682217503,6.401747444363111,45.181323697310695,1.7960979735465442e-11,4.167440364276585e-9,DAG,74286.905418396,74091.08490371704,78849.54585266113,81850.04622268677,74789.06544494629,219363.5756607056,77688.44567489624,74455.08539962769,76380.76502609253,735670.2905845642,1409359.2636566162,77638.42515563965
[TG(58:7)|TG(57:0)]_FA20:4,2.5168626949547797,8.142428065030941,45.168388900347054,1.808000158037564e-11,4.167440364276585e-9,TAG,175251.79272460938,205692.61584472656,1004728.8587646484,4355432.104003906,3790415.492675781,1616543.579711914,224826.7969970703,127190.60919189452,175641.1312866211,381427.88830566406,249859.7368774414,40370.902770996094
[TG(54:5)]_FA18:1,2.5076641803274216,11.607465259151839,44.87702145589557,2.0980553874252612e-11,4.395632288887183e-9,TAG,625359.5280761719,917541.071044922,6368749.029785156,55766738.40234375,46938048.02734375,14474098.505859377,3325577.0935058594,998358.167236328,788676.44189453125,5603951.59765625,2220438.790283203,124003.70825195312
[TG(54:7)|TG(53:0)]_FA18:3,2.5053126850509786,11.754917560451943,44.80251373265354,2.1794272272139737e-11,4.395632288887183e-9,TAG,699827.73193359375,940882.544921875,8145893.904785156,60382074.528808594,50936133.54296875,17367123.23046875,3847611.8559570312,1055229.2587890625,965784.68896484375,5938413.4033203125,2528923.203613281,209595.373046875
[TG(56:9)|TG(55:2)]_FA20:4,2.464045859914887,8.291383309004438,43.50138451976818,4.236595421630973e-11,8.042054956237146e-9,TAG,93511.70654296876,119901.66845703124,710774.0825805664,4966659.476318359,4864657.1708984375,1651173.499267578,437308.7126464844,105789.96746826172,118323.04913330078,432843.5347900391,219826.7360229492,48443.04309082031
[TG(55:10)|TG(54:3)]_FA18:0,2.431957792485843,12.144864446070635,42.49940837151034,7.070360609159916e-11,1.2675585380977249e-8,TAG,862139.87353515625,1030448.0170898438,9829859.0166015625,81162737.4140625,62159403.82617188,25384622.48046875,5141115.681640625,1340795.6103515625,893951.5075683594,8570327.67578125,3823978.486328125,228309.53759765625
DG(37:3)_C16:0,2.374021366719629,9.850492502485908,40.70980357613719,1.7659896948097855e-10,2.9993940763953565e-8,DAG,5661513.271759033,1538141.663131714,5747844.916275024,35744.962787628174,6325723.439880371,13003199.079925535,650873.919631958,530278.8203392029,33508.562324523926,1606106.962097168,1483191.7973632812,40108.38299560547
[TG(54:5)]_FA18:0,2.356492612763079,7.86187141975245,40.17328723904939,2.3240450453845524e-10,3.749846680727975e-8,TAG,84385.10552978516,102937.7667236328,539686.3529052734,3904012.3850097656,3457017.958129883,989692.5030517578,331125.22161865234,100708.1669921875,98809.48712158205,319230.0787353516,189485.2533569336,45290.223083496094
DG(40:10)|DG(39:3)_C18:0,2.326956261112916,4.996362738552471,39.27246790301979,3.686023382060912e-10,5.664189263766935e-8,DAG,9019.840648651125,9125.020694732666,21008.58154296875,19755.66139984131,15612.34119796753,1184083.7992134094,9638.220623016356,17079.741241455078,17500.981315612793,88712.72703552246,11926.740825653076,3224.120246887207
[TG(54:7)|TG(53:0)]_FA18:2,2.3207238711141485,8.274754655076215,39.08713698029169,4.053055812831195e-10,5.686613525220116e-8,TAG,101778.96716308594,125172.08911132812,707229.6955566406,4896680.862548828,4814550.408203125,1443515.5284423828,456963.0363769531,119102.2074584961,132099.548828125,455835.07421875,254775.67834472656,46564.96325683594
FA(18:3),-2.219166091708991,6.551551643612374,39.1631115132659,3.898364845169535e-10,5.686613525220116e-8,FA,46584.0634765625,60583.84423828125,427266.7121582031,125315.16870117188,48018.40319824219,53327.624267578125,385131.8278808594,185322.2326660156,1340801.259765625,90736.68756103516,49051.74328613281,165620.63159179688
[TG(54:6)]_FA18:1,2.315189150999199,8.1316884990986,38.91994953696849,4.4154515338118776e-10,5.936942541504554e-8,TAG,110073.66821289062,133241.3302001953,642182.598815918,4209532.209472656,4606366.096191406,1215909.2255859375,398768.3504638672,106943.4486694336,118951.80871582033,439001.3912353516,225309.3558349609,43440.762939453125
[TG(54:8)|TG(53:1)]_FA18:3,2.2602143733543953,8.289408463473693,37.2735920327541,1.0266545288544246e-9,1.3252056658452914e-7,TAG,118931.7484741211,139588.3709716797,822328.67578125,4723627.466064453,4909179.104492188,1403886.3381347656,476435.97033691406,121359.50708007812,145618.5291748047,475762.03674316406,265212.82263183594,50717.52389526367
[TG(54:5)]_FA18:2,2.2532884174721293,12.585079393517749,37.06831957187477,1.140619049712108e-9,1.4156837205465278e-7,TAG,1309100.5444335938,1219591.30859375,12913048.1796875,102515363.57421876,84915727.296875,37632486.71777344,7696528.056152344,1572066.3037109375,1359320.7255859375,13815622.654296877,5377369.556152344,356736.9655761719
[TG(55:11)|TG(54:4)]_FA18:1,2.2290051887837716,12.426440200704581,36.350636168781904,1.6482540157348166e-9,1.969968781028242e-7,TAG,1250513.1635742188,1410286.208984375,11130760.516601562,92651830.921875,78415865.953125,29900195.0546875,6772027.220947266,1501292.4506835938,1156823.012451172,12773319.232421877,4930041.76953125,263154.5986328125
