lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_hippocampus,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,Blank_Blank_Blank_Blank_Blank
SM(d18:1/26:1(17Z)),-0.6326482347974921,6.24211651099788,7.8245035230788735,0.005154260316396583,0.017365188312486582,SM,126254.0682106018,120441.54879379272,120834.20877456664,127196.96937942503,120657.10767364502,114167.38845062256,128176.38856124878,111143.56796264648,119994.36833953856,116516.34811782835,126576.31003952026,119566.9490737915,121168.12878417967,122150.7091178894,119170.82762145996,112779.02848434448,126831.0881576538,131827.98917388916,123747.24798202516,127807.8484725952,123615.30945205688,124143.1891746521,121999.94841766356,121081.14918899536,2088754.373046875
DG(35:6)_C18:1,-0.6316667065628846,3.3012975525845736,7.798746986042204,0.0052282477363110366,0.01759286282072546,DAG,37003.78255462647,39209.00289154053,37224.72280502319,38610.50271606445,37226.9227104187,36309.44228744507,36925.722370147705,37086.04273223877,36777.662525177,38146.58265304565,37609.122619628906,39189.00284194946,38553.32271575928,36339.78283691406,37298.22264480591,35616.16235733032,37407.68255233765,42354.66315460205,40843.22304534912,40226.72269821167,43173.5629196167,35968.58260345459,34532.44248962402,37118.76273345947,38631.74266052246
[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:1,0.6634962618365545,5.2956391764427915,7.7915436581872655,0.005249132864572102,0.017644741410389766,TAG,271033.9956665039,266389.5787963867,254670.84185791016,198810.91561889648,188513.67315673828,209298.31665039065,165524.91143798828,204511.6572265625,136610.36825561523,218950.6956787109,218508.3128662109,229242.05450439453,244557.97595214844,207819.03436279297,250380.0170288086,194773.3532714844,97158.98748779295,89056.26690673828,73027.66467285156,134015.7485961914,92343.94580078124,77774.8452758789,86278.96612548828,86467.24594116211,38458.842834472656
[TG(56:10)|TG(55:3)]_FA22:6,0.6632507938733648,5.521924008886464,7.78602734426568,0.005265184196096763,0.017680280333823368,TAG,173719.67211914062,193292.43341064453,132453.52954101562,126696.76846313477,292203.6012878418,571611.5792541504,202457.4334716797,147014.45162963867,490805.8110656738,552716.7577514648,241843.0162353516,156498.7915649414,304378.7010498047,248753.95864868164,190350.973815918,128292.76953125,102573.30618286131,105611.9288635254,105680.0458984375,101410.86764526369,135616.88848876953,114234.20806884766,105874.62818908691,90273.34567260742,37304.20263671875
PC(20:1)|PC(O-21:1),-0.6308666672593203,10.051565271238134,7.78021591867946,0.0052821483674111115,0.01771880746531773,PC,3558905.205078125,3649022.008666992,3774433.938232422,2667315.178466797,3255183.335205078,4261069.3740234375,3454220.912353516,2784001.022216797,11642267.05871582,2883254.750488281,3124206.384765625,3488576.147460937,3717259.2104492183,3664853.498046875,8547477.300292969,6006203.770751953,2803580.977050781,2562560.114013672,12483239.83569336,3296347.907836914,4081886.567382813,3183286.8012695312,3081043.022460937,3220774.396484375,185995.37353515625
Cer(d18:0/22:0),-0.6306782745488049,3.5008295630588346,7.773747495858971,0.005301095917089915,0.017745473573080036,Cer,35577.862243652344,33626.722007751465,36763.04244995117,31962.30212402344,32541.302448272705,36827.46269607544,33275.722564697266,31058.50206375122,32596.802394866943,33008.0623626709,31295.32227706909,35244.18237686157,32736.88222503662,30555.0623664856,35435.60273742676,31671.702293396,38958.74268722534,37716.36284637451,31962.22214126587,31314.982093811035,32442.302211761475,33372.38251876831,32658.882526397705,38266.22264480591,147861.1506652832
DG(32:1)_C18:1,-0.6306587293292124,3.812865044804528,7.7738804949034375,0.005300705634432483,0.017745473573080036,DAG,52544.66368103027,51993.24380874634,50365.74362182617,51552.0634727478,50998.48366165161,50169.963512420654,51088.62354660034,53282.0636100769,51631.8436164856,51623.78378295898,53420.26398849487,52123.12350463867,53692.7038192749,49899.643966674805,52279.40364456177,51338.96368026733,53949.12342071533,53720.82398223877,54936.32405853272,52302.54362487793,56617.12394332886,52134.96384048462,51681.32361984253,53819.38343048096,72561.30456542969
1-O-pentacosanoyl-Cer(d18:1/16:0),-0.6307537486321918,1.192583119443101,7.770346775044289,0.005311085211403017,0.017760489095541485,Cer,7688.400592803955,7200.280479431152,8537.620693206787,9095.020606994629,7641.7205085754395,7675.76053237915,9896.980716705322,7373.140491485596,8867.580646514893,7982.120601654053,7627.180492401123,8424.600608825684,8476.04061126709,8871.46057510376,8867.140655517578,8506.620639801025,9166.600620269775,8940.48063659668,7604.800563812256,8188.2805671691895,7844.560554504394,9711.52070236206,8546.240688323975,8967.700687408447,12938.94090270996
Cer(d18:2/22:0),-0.6304320203570567,2.9301609264806263,7.767290005021707,0.005320080558447243,0.017772153169885355,Cer,28184.30194091797,28438.38203430176,28711.84186553955,27506.82182693481,29213.08192825317,26424.541858673096,28987.442234039307,27468.68190002441,31085.52205657959,28445.58215713501,29483.02223587036,30305.56208801269,30758.442348480225,26240.501667022705,25421.94174194336,32685.562351226807,30495.942237854004,27105.722095489506,30071.542148590088,31302.082187652588,31073.522205352783,31396.662105560303,27088.101722717285,29855.121822357178,32058.42248535156
1-O-tricosanoyl-Cer(d18:1/16:0),-0.6304430792164664,1.2679133248621475,7.762917331075275,0.005332975304911304,0.017796805903773298,Cer,8411.940547943115,9140.360649108889,8683.720638275146,7998.040481567383,9123.76065826416,8521.640590667725,8911.160659790039,8090.720592498779,8241.660564422607,7924.540603637695,8944.5006103515625,8871.680603027344,9300.860637664797,8394.86054611206,9326.140670776367,10224.440731048584,9683.500770568848,9297.44063949585,9360.44066619873,9959.060760498049,8104.660575866699,8682.920627593994,8225.540557861328,9261.020671844482,13541.00082397461
CAR(20:4)_QUAL,-0.6300419533629038,8.821421798266792,7.759518867411316,0.00534301916662052,0.017811903771368202,CAR,1699522.695865631,1760852.163131714,1710370.5127372742,1712337.70570755,1715086.2221183777,1724234.8637542725,1732785.4181289673,1733120.2202415466,1722523.5377388,1712358.461566925,1729382.5322723389,1725329.1989135742,1728731.2086791992,1732700.5193824768,1766595.6940689087,1717118.4767227173,1911011.499534607,1751350.9207878113,1775250.4566459656,1764048.271648407,1771670.2339897156,1761824.820552826,1793011.7721939087,1761836.3690681458,1701772.712890625
[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:0,0.6613473126800132,4.520634325880907,7.742440845288456,0.005393784491378432,0.01792416585776502,TAG,114123.06784057616,131497.40869140625,108575.06777954102,67217.14468383789,162637.3501586914,200228.633972168,125009.10888671876,100531.12759399414,176905.79229736328,213934.87322998047,95848.64639282228,87750.80627441406,138051.7098388672,98456.50701904295,107381.82873535156,95986.12637329102,57483.564208984375,60711.38427734375,38372.72268676758,51419.0436706543,72822.08587646484,50341.48376464844,54683.16354370117,42976.862701416016,33583.98248291016
[TG(64:8)|TG(63:1)]_FA18:1,-0.6293503120446474,3.8308112286416782,7.741239828131725,0.005397373032370424,0.01792416585776502,TAG,56852.16442871094,70600.92541503906,66757.26416015625,51492.52359008789,62632.263916015625,60734.484115600586,54571.76327514648,64621.5651550293,57155.624435424805,62056.96478271485,48257.243255615234,49448.50361633301,55536.30380249024,62613.84411621094,54043.8447265625,49161.22381591797,44230.44338989258,133703.66931152344,35604.08248901367,61234.565002441406,51355.40414428711,56855.884185791016,50422.98336791992,56287.00344848633,18482.301208496097
PG(37:7)|PG(P-38:6)|PG(36:0)|PG(O-37:0),0.6613407971628295,8.069309571919472,7.742971771891462,0.005392198901558007,0.01792416585776502,PG,1507511.4057617188,1735766.8669433594,1375877.0810546875,889456.9560546875,1441770.001953125,1515798.1831054688,1116333.818359375,1593885.771484375,2113663.2353515625,2351861.806640625,2679238.677734375,1167943.9272460938,1376181.0224609375,1245078.635986328,1052643.7407226562,812838.95703125,726242.828125,900053.36669921875,598087.9013671875,581563.4609375,701800.46826171875,508347.8779296875,477579.2548828125,567629.4970703125,235316.97680664065
SM(d18:0/26:1(17Z)),-0.6293084136551896,6.33604379214018,7.740724994364655,0.0053989120588,0.01792416585776502,SM,130866.40908813477,135136.92915725708,122997.34880828856,127975.30871582033,125169.5085258484,120733.80792617798,141615.39051437378,112958.6880645752,138985.03004455566,125172.18898391724,117244.04880905151,124648.48929977416,124955.42834472656,134746.14907836914,128384.84943008424,121698.54837799072,133336.55042648315,134972.04991149902,135919.829120636,132377.3896560669,125293.02906799316,129770.36916732788,128850.60932159424,129700.44942855836,2247619.958251953
1-O-carboceroyl-Cer(d18:1/18:0),-0.6292872793624436,0.6094271632031265,7.729750774215048,0.005431824647701072,0.018014900450289164,Cer,5350.420387268066,5083.880325317383,4904.220375061035,4728.700328826904,5962.440380096436,4992.280368804932,5379.720378875732,5426.940364837647,5874.600440979004,5169.5403327941895,5725.460376739502,4840.38032913208,5175.200336456299,5385.900367736816,5644.440383911133,6039.360454559326,5799.040378570557,5413.460395812988,5578.660442352295,6196.2203941345215,5115.880325317383,5130.460311889648,5487.040382385254,5558.380397796631,10754.940727233889
CAR(9:0)_QUAL,-0.6281001392936583,7.927741622695868,7.710917381602486,0.005488785100871936,0.018125297739513848,CAR,893280.0425033569,950541.421497345,922863.9614105223,906790.6265449524,928272.0097694396,911685.241256714,946229.34715271,936795.5838890076,940237.226348877,929277.8810768127,905823.0947875977,918402.779663086,979407.7077026368,960010.8448066711,955394.8104171752,946262.708984375,1021173.6908416748,936481.6645851136,943072.8264350892,983762.2165603638,937305.8444252014,959318.6034507751,968786.0433120728,963258.4395370485,881181.46875
CerP(d18:1/14:0),-0.6281630000907851,2.646277681617859,7.709903055487416,0.0054918700970559235,0.018125297739513848,Cer,23490.121795654297,22430.84157180786,21592.581665039062,20770.341411590576,23426.081481933597,19699.301441192627,25774.96176147461,21625.341636657715,19595.061275482178,21704.8816947937,23877.94179916382,20095.10154724121,22432.101669311523,22266.76159286499,24215.281661987305,20220.14153289795,22668.82164001465,21961.42155075073,25882.181621551517,23093.94152069092,21986.36159133911,22533.74165725708,23061.101753234863,20610.30141067505,43235.70327758789
DG(35:5)_C18:2,-0.628240822748446,3.3392597633576098,7.7129423087077384,0.0054826317219359025,0.018125297739513848,DAG,35328.26262283325,32857.102310180664,37798.88283920288,37333.06266403198,40187.30275726318,36736.54261016846,35759.042404174805,38349.90252304077,34445.06223297119,37836.56256484985,41647.62302017212,38383.96286392212,38043.80266571045,34787.56240081787,38805.38270950317,42120.24313354492,38262.52252960205,38195.98250198364,39681.46266937256,43628.36313247681,36749.98254394531,37980.942653656006,38973.182846069336,37330.90270996094,49277.9236831665
PC(40:7)|PC(39:0)|PC(O-40:0),0.6601631269554474,12.316251133295276,7.716351949992692,0.005472286341791732,0.018125297739513848,PC,20409286.11035156,45953047.41381836,25314864.20703125,9701304.575927734,22486881.919921875,35380443.009765625,27139814.905334476,28316282.856445312,43427766.23791504,56871993.31152344,48452377.89941406,30594814.876464844,17531176.265625,35175670.72302246,13842689.614257812,8769883.082519531,9608417.253417969,28631923.142089844,4358337.547607422,10561296.318847656,10538122.006591797,13111136.497375488,9963109.228271484,13316912.397705078,153546.9096069336
PC(52:4),-0.6280619884443286,4.627424159839171,7.709467520463022,0.005493195286409836,0.018125297739513848,PC,69574.124584198,169067.71529388428,83930.24547195435,66892.12503814697,84620.84477996826,104578.82846832275,81685.98432159424,115603.146900177,102457.9073791504,196470.3353767395,187897.33222961423,94477.9467163086,55069.30409240723,123629.84824371338,61985.34490966797,62345.50431442261,64420.964988708496,210105.1776237488,73717.52449417114,128604.88666915894,81164.02586364746,118284.48509216309,78340.066162109375,106127.72804260254,13041.280754089355
Cer(d18:1/12:0),-0.6278245986008374,2.4487702050893003,7.701237891768045,0.005518296710786594,0.01818952347876235,Cer,19378.70127105713,19101.22146987915,19907.00141525269,21071.08140182495,19732.221336364742,20193.12144088745,22980.48162460327,19919.761432647705,21191.04148864746,18289.86124801636,20238.841484069824,21338.70163345337,21996.08132171631,21665.90142440796,20172.64142227173,18789.721336364742,19367.58120727539,20754.981384277344,22930.561710357662,21640.941638946533,19344.841499328613,21164.941387176517,22120.9415435791,20647.30142211914,25365.0817565918
Cer(d18:2/32:0),-0.6275947626631708,3.044909072441828,7.696493469058624,0.005532820928925925,0.01821878891596322,Cer,33633.6025390625,31387.42225265503,30043.422199249268,31399.442066192627,31118.782207489017,30102.16222000122,31889.80242538452,29600.90216827393,30286.182010650635,32169.302169799805,28957.42208099365,30699.501998901367,32121.2020072937,30508.16204071045,31739.3224029541,31163.422164916992,33576.002265930176,33043.722606658936,31938.54246520996,32186.902256011963,32591.08229827881,33174.6223487854,31822.042205810547,28905.98226928711,35888.52264404297
Cer(d18:1/18:1(9Z)),-0.6275052856099925,2.7463899074994433,7.693812867062333,0.005541044350058311,0.01822726821369844,Cer,27380.50185775757,25781.461807250977,28181.5219078064,25487.361755371097,24757.54194259644,24003.02167892456,24249.46154785156,23009.06153869629,24370.32179641724,23373.781608581543,23509.84170150757,24279.101696014404,25615.56155776977,26233.76184463501,26085.94174194336,24527.02177047729,28762.02177047729,26397.94183731079,24003.14182281494,26437.801971435547,25415.681713104248,23155.20149230957,24626.20168685913,28530.00218963623,31446.062286376957
[TG(56:13)|TG(55:6)]_FA14:0,0.659071863027181,5.0996886064990585,7.691173478471001,0.005549153516491893,0.018235354783828248,TAG,170488.09045410156,208334.6333618164,209730.03540039065,201870.19555664065,235866.17681884769,139946.46936035156,154284.9921875,232981.73516845703,127544.64971923828,175203.51416015625,187151.59216308597,164669.57220458984,154507.7894897461,210245.8768310547,213395.15466308597,190177.875,60634.80450439453,78956.88494873047,62527.54443359375,152536.98889160156,73210.12579345703,79950.42565917969,69367.82504272461,62139.76403808594,52579.46337890625
DG(44:3)_C18:2,-0.6269421359241405,3.7661469905640206,7.680940065551462,0.005580708893217606,0.018320394301539384,DAG,50600.78345108032,52359.06393814087,52886.38344573975,52673.223777771,47182.663356781006,51942.963581085205,45674.163162231445,49280.823318481445,51643.46389770508,51110.04372787476,51260.763259887695,53618.76397323608,48246.80347442627,52905.68351364136,50707.86349105835,47838.303356170654,51306.14334487915,50586.18341064453,54444.523792266846,56131.38416290283,53506.52364349365,50562.84353637695,48898.42336654663,52528.30376434326,66056.10470581055
DG(33:4)_C18:1,-0.6267409344658399,3.1960949777703025,7.675398729689531,0.005597872263683888,0.018358062799703156,DAG,35031.32237243652,32611.90212249756,32759.18226623535,36438.30253601074,37771.58268737793,34318.52238845825,36697.84248352051,35913.60242843628,33413.362323760986,35799.92235946655,36854.16276550293,31806.122310638428,33626.96245574951,34231.72261428833,33713.78253936768,33450.86228942871,35062.64255523682,36650.98263931274,38968.06272506714,36424.602630615234,37424.60266876221,33843.22252655029,33351.14250564575,34631.04236602783,38159.922927856445
PS(43:1),-0.6266137032285257,5.106782531295912,7.673488320496291,0.005603801910168632,0.01835885153717175,PS,122879.80880737305,153963.69063568115,135377.62883758545,105921.6887512207,143434.27098083496,188091.291885376,58869.92449569702,145399.73091888428,184132.09335327148,179307.15230941772,174272.8720703125,119102.02785873412,129305.84944915771,181085.851852417,123184.00873565674,100806.94691467284,153292.3910369873,165674.79232788086,106575.6468963623,115715.26853179932,147977.8903579712,149014.33071899414,149307.39096069336,162511.89154052734,57312.5439453125
PS(43:4),0.6579071072134764,5.941452551020861,7.665086541762776,0.005629956000030687,0.01842582962687528,PS,325001.6413574219,378725.0714111328,253529.876953125,184463.91375732425,361137.42736816406,428443.5109863281,118367.0283126831,368321.4279785156,570627.5641479492,368281.5457763672,596242.0823974609,328425.6024169922,308842.4207763672,424025.9516906738,245381.6781616211,150354.69201660156,148182.8910522461,176440.33178710938,107505.1869506836,148233.63006591797,163675.43103027344,125799.98974609376,146150.57067871094,127519.0678100586,96251.30682373048
PG(42:10)|PG(41:3)|PG(P-42:2),0.6560587722377971,5.9389175686257305,7.6234281236770585,0.0057614863906444895,0.018837200185014964,PG,264736.9392089844,417229.2692871094,285386.9814453125,234371.3369140625,283707.1979980469,442184.5495605469,280574.4191894531,290255.2202148437,405711.44921875,521855.31884765625,487635.1530761719,355488.54736328125,270062.5192871094,470452.8107910156,221215.0759277344,192265.033203125,128388.1688232422,198495.57470703125,107736.62756347656,154740.8311767578,130512.78894042967,145630.47033691406,133596.00939941406,146040.21118164062,85818.826171875
PE(35:4)|PE(O-36:4)|PE(P-36:3),0.655944622081652,5.61043798528325,7.620791602476331,0.005769915537996682,0.018845665426230056,PE,153029.27166748047,456703.2341308594,298142.3859863281,149119.330078125,165947.05377197266,339210.2635498047,266273.4766845703,273255.1837158203,244149.01879882807,471800.89453125,367256.0852661133,278146.8975830078,143607.03063964844,405963.3666992188,174572.4130859375,162878.93084716797,100117.4468383789,200037.8936767578,77062.16552734375,128502.3074951172,94640.066162109375,92431.7670288086,105267.76782226562,121099.1085205078,63723.944396972656
Cer(d18:0/24:0),-0.6244077320705885,4.428897662904525,7.618320620932017,0.005777826862180763,0.018852423947681825,Cer,79919.34609603882,86423.96627807617,77428.70565795898,78241.06517028809,86271.2456665039,77581.04536437988,79018.9849281311,80732.28576660156,80736.42628479004,79418.88580703735,81753.64599609375,78222.44567871094,74791.02529525757,74470.06478500366,76526.64532852173,75196.94541931152,85742.02587890625,86618.80596923828,83159.98547363281,82841.80578613281,77975.40559005737,80016.42519378662,76836.94527435303,79742.64520263672,115357.70776367188
[TG(49:7)|TG(48:0)]_FA18:0,0.6557217672350711,7.549152940735287,7.616030730241619,0.005785168267137978,0.01885731110914571,TAG,925551.87841796875,953608.0910644532,1325503.0493164062,590690.8780517578,1379156.8415527344,1697948.4921875,1158139.11328125,550916.6125488281,1517919.098388672,1710528.1237792969,661033.9997558594,636239.72216796875,1291980.5178222656,676486.81298828125,915398.34716796875,797742.3977050781,483427.7729492188,346909.1813964844,308408.9626464844,348967.3249511719,1149061.0458984375,373158.4487304688,356805.1862792969,275289.3986816406,125815.94873046876
[TG(61:11)|TG(60:4)]_FA18:1,0.6552889201963739,5.599621079929,7.60602567801152,0.00581735631069103,0.018943096684762822,TAG,241875.45611572263,183371.15200805664,242532.5330505371,218422.5147705078,317922.6008300781,279180.10333251953,350870.7427978516,378681.52197265625,238640.15899658203,349062.6627807617,268973.638671875,285293.719909668,195453.39349365237,183057.37426757807,189672.9942626953,185349.1734619141,103877.44692993164,116615.02868652344,77405.425537109375,134777.44897460938,128505.78875732422,103348.30700683594,126065.50854492188,92230.8662109375,124051.03155517578
[TG(57:10)|TG(56:3)]_FA18:3,0.655201356290507,6.26370261518057,7.604196451786264,0.005823260983529525,0.01894320886476792,TAG,396921.5686035156,405124.8326416016,492239.5148925781,293529.3419189453,504427.8314208984,432421.4464111328,516826.91162109375,290023.0197753906,420854.4725341797,510211.2547607422,334179.66271972656,342570.68395996094,483733.4946289063,589001.7381591797,427491.932006836,386915.71057128906,225364.89587402344,177826.7130126953,150603.53088378906,168551.6719970703,259931.578125,148035.15002441406,178575.57250976562,145190.37060546875,67139.82458496094
DG(O-40:9)|DG(38:2)_C18:1,0.6546680574871725,3.768000466068877,7.591197234796951,0.005865398445835353,0.019061068262548525,DAG,75727.5853729248,80532.7657737732,76766.32529449463,76739.28553771973,78430.86545944214,76895.64535140991,78854.62535095215,75813.2853050232,74633.36517715454,77166.86489868164,76065.3854637146,78986.9656791687,74189.28538894653,68782.94456481934,74647.10552215576,70230.7851486206,42625.562911987305,21692.181442260742,35332.48255157471,2913.500202178955,42067.38322067261,25492.401821136475,57691.50435256958,26143.421867370605,4015.200294494629
[TG(60:13)|TG(59:6)]_FA18:3,0.6545011648673966,5.135385902868564,7.588205053868251,0.005875141676153968,0.019073523328922388,TAG,221440.33697509769,229476.2159423828,250288.39434814453,138792.63024902344,190294.75271606445,304566.162689209,182601.5545349121,117991.6877746582,265248.59942626953,243444.87817382807,163374.07202148438,161381.53045654297,212249.45474243164,160654.09213256836,154664.61108398438,121507.76998901369,92714.20697021484,98282.3471069336,70597.88470458984,77933.08557128906,104949.54708862305,76093.30563354492,78079.84478759766,64787.30432128906,35646.26257324219
[TG(57:10)|TG(56:3)]_FA14:0,0.6540638218699539,5.040590188698217,7.578330839224237,0.005907411700798105,0.019159012621583402,TAG,173038.21325683594,162617.3914794922,184591.39251708984,153281.31048583984,194226.71459960935,159696.3501586914,191705.79223632807,214126.6548461914,128604.72888183594,178501.87133789062,212026.5563354492,208506.41387939453,144975.31079101562,148927.97192382812,163179.11199951172,166304.9725341797,68610.625,73896.68518066406,66844.6841430664,91058.566162109375,78935.24597167969,72281.14581298828,78614.344970703125,65711.1640625,82608.54553222656
omega-linoleoyloxy-Cer(d18:0/26:0),-0.6225439806660725,3.339563189587778,7.570399142542613,0.0059334642943536615,0.019224186021967134,Cer,26538.12185287476,23957.46158599853,22195.48147583008,23941.161712646484,22935.7417678833,21889.241359710693,24006.061878204346,21515.001499176025,22916.561679840088,22525.18157196045,20496.66142272949,22241.44146347046,23424.86159515381,23354.9217338562,26003.221824646,23979.88148498535,23573.74172592163,25616.341590881348,24008.62170791626,23368.181674957275,24180.1417427063,24659.52183914185,23630.5216217041,22919.741539001465,203341.87295532227
Cer(d18:2/14:0),-0.6224914200059172,2.3238724811578972,7.5685245706800615,0.005939638653968627,0.01922488860216325,Cer,19739.121311187744,20151.64151000977,18462.4813079834,18028.501373291016,17250.921226501465,18102.30140686035,20247.64138412476,19977.24148178101,17181.761123657227,20601.20156478882,18298.58132553101,19577.501426696777,18673.261402130127,19905.46143722534,18534.241291046143,18119.421222686768,20400.44140625,19124.201179504395,21680.14155960083,18236.761333465576,19473.061222076416,19418.341373443604,18689.061462402344,18307.16135787964,21388.84144592285
DG(33:1)|DG(O-34:1)_C16:1,0.6531319729971774,8.160480952522908,7.557891944379662,0.005974784051023122,0.019319266665983582,DAG,2257815.392944336,2366339.483520508,1633177.2545776367,2966604.661926269,3132574.289672852,1878235.0213012693,101424.84744262695,1489372.6487464905,108235.0078277588,278210.7614021301,1077176.8819580078,1439206.9345703125,123702.76824569702,2366124.217895508,1800904.7583007812,1200891.0610961914,107092.64739990234,1062341.048828125,102679.9076499939,2188595.5294189453,522654.4751396179,1062277.610038757,106954.08792877196,312822.4830818176,719989.2328491211
[TG(61:12)|TG(60:5)]_FA18:3,0.6529172742001238,4.860125123247875,7.552565452664794,0.005992470091578424,0.019357058043567143,TAG,138718.76852416992,176768.97528076172,144043.76931762695,95743.72595214844,202952.0155029297,243467.7164306641,158095.32989501953,130458.8890991211,218532.9162902832,255295.21801757807,123261.30841064452,111900.78814697266,177955.47436523438,126029.72833251952,139352.08984375,114778.22888183594,71098.365478515625,78620.68603515625,49912.26379394531,69386.48483276367,87678.04583740234,63350.76425170898,70421.22564697266,54467.54360961914,41385.52279663086
CAR(7:0)_QUAL,-0.6212014468498402,7.237529980892928,7.5395815522678324,0.006035805878717495,0.019477545570621355,CAR,570434.1644477844,585654.4230995178,586972.6772499084,568522.4432144165,562530.7978935242,564189.379360199,596335.2416152954,596941.1628341675,594721.0003051758,575156.3192901611,586996.7409896851,578486.9400634766,593388.0030517578,584986.7430610657,606763.4872398376,572372.7984809875,651241.7858810425,579533.6637153625,588854.422782898,600162.7835884094,591774.5234031677,598878.1226539612,600865.5441055298,584353.5432395935,510361.294921875
CAR(10:0),-0.6206689631181983,6.428759420817355,7.526364810292647,0.006080247302701507,0.019601356689128633,CAR,321886.7222099304,331718.70194625854,323321.26235198975,326331.7841949463,321306.5824775696,329772.5221824646,323802.9835205078,331767.6450653076,323888.16147613525,326426.52296829224,326853.56217575073,330886.32358551025,329886.42529296875,323925.32470703125,323277.3828315735,325895.88430023193,359375.3847541809,326281.06273651123,338427.2018623352,328526.9641685486,338570.24422836304,331376.14420318604,334789.2228088379,326398.12439346313,359584.1459960937
SM(d16:1/22:1),-0.620482032391079,3.623276056924578,7.520207597410888,0.006101064862814092,0.019648838635031012,SM,32097.9822807312,44016.682762146,32930.00214385986,33512.10208892822,32479.102394104004,30413.222038269043,31538.78227996826,31778.742389678955,33126.50224304199,37695.46257019043,32961.362117767334,29298.22206878662,31893.662269592285,31287.782123565677,34666.70249938965,30827.72239303589,32832.58242416382,35239.72228240967,33777.06251144409,35520.9227104187,31350.762210845947,34825.00238800049,36220.54256820679,32119.842124938965,197034.0920410156
[TG(55:7)|TG(54:0)]_FA18:0,0.6513619452953922,8.496815472778799,7.518267816361913,0.006107638325031066,0.01965039768182976,TAG,1330510.1103515625,1427045.8041992188,1753036.8046875,1250434.2934570312,1940320.115234375,2618958.9604492188,7363106.166503906,1144458.7065429688,2391477.1044921875,2279190.9765625,1303075.37109375,1195486.306640625,1837382.6352539065,1232336.7578125,1320595.7958984375,1342446.1044921875,1792388.8413085938,597133.44677734375,548301.5751953125,728248.49755859375,1480435.3095703125,665042.74658203125,604103.45703125,506529.25390625,295591.6416015625
CAR(4:0),-0.6201274892812851,6.190997112357754,7.51298576072702,0.006125574629998691,0.01966888490647341,CAR,268279.9567527771,282702.2809906006,276495.9392967224,281907.79919433594,277939.67919158936,276697.52045059204,291668.659740448,284876.9598045349,271830.8991088867,273037.4596748352,280259.35903549194,274602.4613990784,275044.8992652893,279809.0609588623,282918.462184906,283175.0812988281,309911.7441329956,281715.8205566406,284194.87937164307,289382.9223098755,281718.6801261902,285717.6403846741,284863.3199310303,276802.9805831909,281899.7983398437
DG(42:10)|DG(41:3)_C18:2,-0.6201952446167677,4.627139169585996,7.514256861266404,0.0061212534417149946,0.01966888490647341,DAG,92012.10681533812,92527.08659362792,94141.32637023926,93109.9866142273,94719.0873298645,90932.76663970949,92163.04626464844,95535.42670822144,94598.4664993286,97644.22696685792,95841.92657470705,94770.78594207764,99390.22742843628,98344.26714324953,92963.34657669067,91726.74645614624,94270.98672103882,95684.40672302246,95240.28631973268,101608.40701675416,101300.34697723389,96846.30715942384,96748.32733535768,95432.4666557312,95543.02734375
"Cer(d15:2(4E,6E)/22:0)",-0.6201367787156798,1.9961072727286675,7.509604035105126,0.006137086188701689,0.019686259573499353,Cer,16413.701141357422,13922.780960083008,13698.260837554932,14693.101043701172,15234.941078186035,14138.961128234863,15926.841167449951,14988.481006622314,16832.38116455078,14744.121021270752,15628.20110321045,13700.041015625,15258.201011657717,14791.641056060793,14713.76110458374,13893.941047668455,16302.401245117188,15612.30114364624,16119.741088867188,16557.261127471924,14387.181087493896,16381.601287841797,13414.520961761476,13931.420963287354,18799.70132446289
omega-linoleoyloxy-Cer(d18:0/32:0),-0.6201491825473948,1.0898643313292484,7.506418063989827,0.006147951586334517,0.019701529065641994,Cer,8424.900611877441,7351.320529937744,8580.580547332764,7981.800579071045,8841.140567779541,6606.540458679199,7820.660552978516,7960.340553283691,7399.840545654297,7999.180652618408,7594.520526885986,7701.620525360107,7764.680484771728,7073.5205078125,7449.16051864624,7749.980583190918,7574.920486450195,7790.0205574035645,7540.860549926758,8692.86058807373,8080.620590209961,8128.520530700684,7853.100551605225,8417.860622406006,11941.180839538574
