lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cerebellum,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,DOD94_F3_Female_WT_cerebellum,FAD184_F3_Female_WT_cerebellum,FAD184_F4_Female_WT_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank
FA(14:5),-0.6206557278331389,5.102959936727799,2.722123644862222,0.09896626508649277,0.4655928523283648,FA,63363.80392456055,54867.60331726074,55597.68357849121,204606.455078125,142326.50952148438,65375.86441040039,81031.3656616211,211812.31494140625,62778.42419433594,130054.37048339844,44469.28327941895,154348.11157226562
FA(22:4),-0.6205414233423837,4.560738012224629,2.7210746103537513,0.09903132298507603,0.4655928523283648,FA,42736.88302612305,44114.82321166992,48178.62322998047,157820.09228515625,90793.28509521484,53547.503997802734,52691.54461669922,160501.06982421875,49932.12347412109,87398.72497558594,43539.523193359375,73046.98486328125
[TG(54:11)|TG(53:4)]_FA20:4,0.6269362542631521,7.27902432875434,2.706110825925861,0.09996443155193044,0.46747668651668955,TAG,432792.3879394531,443354.44677734375,910183.8212890624,863857.64111328125,832123.3104248047,1350674.8670654297,211403.4164428711,176251.37231445312,628136.26123046875,560278.201171875,428970.3099365234,78275.02532958984
[TG(57:11)|TG(56:4)]_FA16:1,0.6264134318555519,4.921196455703437,2.701552190518668,0.10025060264541734,0.46747668651668955,TAG,60973.26434326172,83094.26608276367,115553.46936035156,196881.41583251956,287220.58111572266,193857.71508789065,53613.34368896485,53604.6637878418,78417.5458984375,123190.8472290039,65477.34448242188,32855.92227172852
[TG(57:9)|TG(56:2)]_FA18:3,0.6273028080914517,7.163760915189316,2.709227329005443,0.09976930469080887,0.46747668651668955,TAG,366654.3243408203,403629.6109008789,1002886.7264404296,876423.0569458008,842039.4877319336,731577.1159667969,354551.13024902344,280849.38360595703,424594.8679199219,357662.60064697266,280912.33630371094,238726.4344482422
[TG(60:13)|TG(59:6)]_FA20:4,0.6262453471934838,5.131337136520222,2.7001391113390127,0.10033949113336602,0.46747668651668955,TAG,86648.76629638672,95275.96667480467,136717.10958862305,198110.9716796875,319940.5621948242,228180.5173339844,66962.564453125,68498.92517089844,86622.4263305664,126801.58996582033,77192.225341796875,44397.54302978516
[TG(64:6)]_FA18:0,-0.6176828222178178,3.7265847443004385,2.6959770620635486,0.10060180179026662,0.46747668651668955,TAG,36383.40246582031,41605.64265441895,42828.20327758789,48943.48376464844,51953.06384277344,36592.202545166016,67304.643798828125,34138.44207763672,54517.88356018066,43636.902923583984,54906.60394287109,17913.061416625977
FA(13:1),-0.6191812903735109,3.8745284436376726,2.709053965779617,0.09978014817504516,0.46747668651668955,FA,33275.70251464844,27524.7421875,26589.46206665039,84171.00579833984,63017.04461669922,29649.08203125,40575.38311767578,89271.28625488281,28535.722091674805,61469.224182128906,23166.88163757324,49484.223571777344
FA(6:0),-0.6179178337471563,4.683437545553239,2.6981637186036087,0.10046389579360344,0.46747668651668955,FA,77514.42529296875,74023.66583251953,50774.22344970703,114761.06768798828,82491.165283203125,85702.24597167969,83150.84600830078,146568.31060791016,66981.78430175781,101622.16729736328,66620.12512207031,48914.98370361328
PC(24:0),-0.6179206155098688,6.317551692970996,2.698300315204506,0.10045528790427115,0.46747668651668955,PC,303561.22119140625,297227.8996582031,231158.2154541016,243077.3162841797,251857.00024414065,206466.79418945312,321516.68310546875,291573.5993652344,346080.64501953125,312364.47985839844,282571.92108154297,79364.28533935547
[TG(55:7)|TG(54:0)]_FA22:5,0.6243844658786426,5.7326491685866765,2.684381607603428,0.10133655842551538,0.4695260540382213,TAG,112080.24774169922,148797.4493408203,205273.6348876953,368622.00604248047,511374.4177856445,320110.1016235352,115196.2474975586,99535.24661254884,117642.64889526369,219169.4949951172,111804.32739257812,43626.823150634766
PI(37:4)|PI(O-38:4)|PI(P-38:3),0.6244306804972971,5.57490758819809,2.684765087587948,0.10131216530082561,0.4695260540382213,PI,97939.46710205078,118558.74822998048,184648.1724243164,302640.50036621094,555951.9950561523,244644.99905395508,106465.60705566406,81860.5454711914,109455.10729980467,196285.33416748047,102490.84704589844,38563.86264038086
[TG(52:7)|TG(51:0)]_FA16:0,0.6240720702684363,8.220716741830952,2.6817959620675538,0.10150119877144331,0.46960829590782094,TAG,1402511.5405273438,672413.8273925781,2086928.790527344,777983.57666015625,687082.0285644531,3352920.303222656,434660.3720703125,362474.5861816406,958555.09130859375,468554.71240234375,1553273.0166015625,127778.15014648438
DG(42:9)|DG(41:2)_C16:0,0.622696086386389,5.292436957032519,2.670018564474504,0.10225483081073573,0.47241140766173717,DAG,98449.98728942873,179087.11193847656,121423.98822021484,147754.65036010742,201950.4340209961,118161.34802246094,89861.00592041016,59313.46408462525,54212.68364334106,92835.46697998048,63453.26488494873,232436.27490234372
[TG(61:14)|TG(60:7)|TG(59:0)]_FA22:6,0.6219975551979607,5.792922414701858,2.664182219084495,0.1026305628352895,0.47346307270479154,TAG,155434.35079956055,198682.1337890625,324465.92181396484,325723.7825317383,352219.66650390625,338596.60205078125,142521.50903320312,115938.4480895996,123320.02838134766,160665.6915283203,142539.30981445312,43111.44287109375
[TG(50:3)]_FA14:0,0.6209573535154861,8.271764060951014,2.655462622620689,0.10319472996548383,0.47537975749229366,TAG,575868.8406982422,995679.4240112304,430844.150390625,1914011.4768066409,4520491.583129883,1691545.7712402344,413871.4281616211,568917.3723144531,457502.9948120117,2055579.361328125,553601.1909790039,38698.122619628906
[TG(52:8)|TG(51:1)]_FA16:1,0.6201809404925098,8.161435511432275,2.6489161204372067,0.10362052631716896,0.4766544210589772,TAG,1305441.673828125,645706.14404296875,1900079.1872558596,753176.66162109375,741276.3125,3327593.470703125,383610.6881103516,357068.6838378906,907200.54638671875,514227.05615234375,1488317.283203125,97855.50646972656
PG(35:4)|PG(O-36:4)|PG(P-36:3),-0.6114731587731589,6.204446031717757,2.642340284961392,0.10405016775510442,0.4779430837831448,PG,298858.6817626953,408512.8933105469,162746.1309814453,213162.87451171875,143790.6309814453,155965.38970947266,480697.73400878906,269572.60290527344,131165.0692138672,200199.61212158203,329383.9074707031,67758.54473876953
[TG(40:2)]_FA18:0,0.6188394565380666,4.8645818276274175,2.637495212653448,0.10436797552265338,0.47802925178498973,TAG,70338.2250366211,111058.0083618164,119498.88861083984,118802.02807617188,169681.8116455078,259882.3406982422,60133.64453125,61582.98461914063,72454.86462402344,79972.52575683594,71297.025146484375,47691.243591308594
[TG(50:4)]_FA20:4,0.6188271535798778,8.22545082238565,2.63752358808415,0.10436611117186503,0.47802925178498973,TAG,615051.8439941406,1657553.8061523438,1114083.5288085938,1782956.5234375,2291494.9399414062,1731953.9936523438,397709.9489746094,328184.50390625,1017891.0244140624,1635655.3271484375,506057.6574707031,201225.8740234375
[TG(56:9)|TG(55:2)]_FA22:5,0.618088321562864,5.379291244812499,2.631233107345907,0.10478030844085867,0.4792312533410947,TAG,93293.6668395996,116569.0671081543,146300.75079345703,257995.93899536133,417673.2492675781,271243.95962524414,96669.66586303712,84116.68603515625,78325.16540527344,166010.47338867188,94024.30627441406,31713.64233398437
PI(34:4),0.6171899336018365,5.608617777425466,2.6237098818237428,0.10527804267960107,0.4808198606381209,PI,87085.58642578125,134607.32977294922,123186.84896850586,264138.3552246094,651745.4248046875,282351.56063842773,83797.18591308594,70276.44396972656,91046.02633666992,295297.40057373047,81681.32598876953,39685.78305053711
[TG(53:7)|TG(52:0)]_FA22:5,-0.6084421810395186,5.918830145021619,2.616226487820313,0.10577571371266399,0.48124597800336655,TAG,241986.4775085449,237257.03594970703,143574.49111938477,194031.37327575684,205905.67532348636,158766.6908569336,209553.8753662109,257716.7582092285,207278.75411987305,245295.9757385254,261860.29653930664,42476.90316772461
[TG(53:8)|TG(52:1)]_FA18:0,0.6164572145164569,12.598072648014377,2.6176513708334426,0.10568075574021693,0.48124597800336655,TAG,2980774.65625,19853428.387695312,12078278.76953125,50602208.89453125,82414381.97265625,39198527.98144531,2398102.0400390625,1975009.25,4198928.1640625,74392126.4296875,2980240.654296875,529076.7412109375
PG(38:3),0.6162062112260444,7.1823320009163645,2.6155184383078445,0.10582293479398394,0.48124597800336655,PG,461861.1525878906,411898.7075195313,703407.66796875,747348.990234375,1320574.244140625,772968.1201171875,357062.5466308594,282814.7204589844,409493.3520507813,370658.12646484375,369953.6437988281,139828.390625
FA(27:0) | FA(28:7),-0.6080969536484004,5.419627607226499,2.6132322320263484,0.10597556383375006,0.4812555079211633,FA,165134.4736328125,169578.20156860352,116161.71920776369,159374.39092063904,126286.27896881104,90127.29642105104,207424.30377197263,304992.43037223816,14563.080995559692,174380.19351959229,90792.4169368744,40718.6729888916
[TG(51:9)|TG(50:2)]_FA18:2,0.614660499535006,10.730113935433748,2.6026190167644216,0.1066872798007142,0.4825121180069868,TAG,3822258,11163393.2734375,5874789.859375,9878245.625,11344240.365234377,10156048.09375,2001910.01171875,1787645.84375,4514625.7109375,12120414.08203125,2141681.6923828125,639774.8681640625
[TG(64:8)|TG(63:1)]_FA16:1,-0.6067787828102024,4.018534289234359,2.601786530730351,0.10674332717980414,0.4825121180069868,TAG,46345.86352539063,57404.184509277344,44731.54359436035,70321.76525878906,57692.56428527832,45965.86354064941,78994.20579528809,42560.20230102539,73987.0255279541,51610.36343383789,69803.38485717773,15781.98114013672
DG(42:3)_C16:0,0.6141066033145022,5.365649143998107,2.597877886545575,0.10700691012416441,0.4825121180069868,DAG,181860.4516067505,214155.5951538086,185016.19354248047,158777.89038085938,138396.59030151367,126594.22784423828,113139.98864746094,75273.54496765137,74190.4254989624,99545.26763916016,71260.48491287231,156402.83114624023
FA(28:5),-0.6064684996788751,5.325558847186412,2.5992649813101707,0.10691328847859453,0.4825121180069868,FA,127402.99008178712,158727.8303527832,86149.1459350586,170027.9303894043,159388.6111755371,92641.20520019533,146581.48956298828,234453.27626419067,61738.48379135132,228529.4806137085,93227.1460762024,35232.46252441406
FA(46:0),-0.6068760864851604,4.6889142584457035,2.6027077089183877,0.10668131047742253,0.4825121180069868,FA,94498.62875366212,107184.52815246582,53872.66421508789,52520.28519439697,98377.50624084473,104271.0488433838,99491.4440612793,74446.2444229126,122445.06852722168,104613.46661376952,117030.22994995116,12787.88088607788
[TG(49:8)|TG(48:1)]_FA14:0,0.6131792100240117,6.934836214908281,2.590227694065108,0.10752487725804845,0.4828048210589619,TAG,173582.23388671875,732575.6970214844,471663.1912841797,780072.5495605469,910074.983642578,621393.1413574219,154010.5897216797,122486.60949707033,454542.267578125,682892.8431396484,152939.3712158203,135786.2509765625
[TG(62:11)|TG(61:4)]_FA22:6,0.6133054593427336,6.390922533401802,2.591259741025169,0.10745484075421058,0.4828048210589619,TAG,225099.47723388672,304014.7208251953,448532.9266967773,452006.2133789063,468546.0134277344,420512.8670654297,207569.77307128903,159590.83096313477,169417.77276611328,245570.31610107425,167996.95156860352,215802.91384887692
FA(11:6),-0.6056491576521318,4.436968810363302,2.5921582396147187,0.10739390784701885,0.4828048210589619,FA,54955.76428222656,57310.28381347656,45388.14337158203,96046.48681640624,81924.14599609375,64743.60443115234,60701.263916015625,111453.12817382812,61022.24426269531,95245.5067138672,50077.52383422852,57134.64392089844
DG(38:4)_C18:0,-0.6041087388599148,2.721822662457889,2.578527124566563,0.10832241280872974,0.4857037219488204,DAG,19996.12128829956,23459.721614837646,11378.380897521973,14773.621017456057,19518.84135437012,21480.78153610229,22894.26161956787,19771.441368103027,22824.501552581787,25559.401821136475,20027.36135482788,24175.62171936035
[TG(57:10)|TG(56:3)]_FA16:0,0.610902903347813,4.7026727710254965,2.5711688898103375,0.1088272918142396,0.4866463333951918,TAG,56557.344177246094,76549.66534423828,108701.82748413086,160139.91107177734,227364.13436889648,157969.09143066406,52194.244140625,48793.603088378906,73346.66589355469,88632.54571533203,55329.784240722656,34790.28219604492
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:0,0.6108754638896879,5.864461366720217,2.5710266795922507,0.10883707487568411,0.4866463333951918,TAG,184494.53393554688,193047.0338745117,312853.4194335937,355467.1435546875,352086.3231201172,358804.4426269531,114525.30871582033,94577.966796875,213645.0368652344,159731.05126953125,147601.23071289062,54318.08392333984
[TG(55:10)|TG(54:3)]_FA20:4,0.6097396509768322,6.766209748872988,2.5616330147749977,0.10948543804202034,0.48817984019573085,TAG,360851.484375,527695.41455078125,358158.6279296875,549766.1931152344,772292.8679199219,573455.6779785156,199441.21435546875,189586.67309570312,240034.5563964844,481834.7341308594,216012.89599609372,163568.251953125
PE(38:3),0.609970677725158,7.198527505619236,2.5635596454212646,0.10935211422315694,0.48817984019573085,PE,319165.9406738281,288274.78088378906,653549.2912597656,876158.7987060547,1874537.7575683596,673974.6247558594,434419.5703125,211852.5546875,484113.53759765625,281976.2409667969,445352.6926269531,87890.98571777344
[TG(60:14)|TG(59:7)|TG(58:0)]_FA20:4,0.6069712919074401,5.073616309337203,2.5386529539198364,0.11108952469803313,0.4946423544005737,TAG,89723.92681884766,99419.62707519533,138163.150390625,196726.37475585935,279961.1193847656,200595.01428222656,69338.20495605469,67715.64501953125,85422.04522705078,100734.70642089844,84491.06573486328,47400.38345336914
LPE(15:1)|LPE(P-16:0),-0.5983788373426078,6.812208706178956,2.530506597467821,0.11166436097039606,0.4965103783342923,PE,533022.6748962402,412014.7657470703,228873.1141357422,463908.1526489258,366781.7075195313,201640.99322509769,384043.28619384766,508136.0784912109,438550.7868041992,394925.0911254883,478248.9678344727,57129.9638671875
[TG(63:13)|TG(62:6)]_FA20:4,0.6045063009640329,4.769409009385505,2.5183205049579556,0.11253037787152846,0.4996661361878841,TAG,70127.30526733398,79085.62606811523,119901.18872070312,177881.95166015625,203239.13415527344,158725.85205078125,53335.44387817383,51482.32360839844,67273.2048034668,105510.5676574707,53817.62377929688,41536.62258911133
PG(40:7)|PG(39:0)|PG(O-40:0),0.6039038883626588,7.962569602317319,2.5134992996026995,0.11287504153407597,0.50050139775928,PG,606366.92236328125,592128.9404296875,1440915.0810546875,1475332.7861328125,2199321.2353515625,1401217.4853515625,585321.10205078125,417934.02734375,825458.271484375,597757.50244140625,700428.3713378906,213398.37524414065
PC(10:0)|LPC(11:0),-0.5956336707928923,4.5969311449735475,2.50723261614894,0.11332478065585967,0.5017996173916668,PC,89352.40686035156,91619.4067993164,64467.68426513672,70462.62469482422,59393.20373535156,70826.50469970703,90450.08599853516,92455.1869506836,78573.5859375,84582.20574951172,97411.505859375,45321.36334228516
FA(34:0),-0.5953330169879175,4.092524834552554,2.5046517518485416,0.11351057451261526,0.501927118557166,FA,53929.40435028076,54821.94403076172,35999.862213134766,70182.38603973389,91658.16818237305,39012.48229980469,55962.463775634766,97173.58657836914,50018.44291687012,76668.80657958984,46386.90340423584,13632.401084899902
[TG(50:7)|TG(49:0)]_FA18:0,0.6018886620903042,8.241776867968628,2.4969756256905384,0.11406515848682515,0.5036827509425138,TAG,1263193.7954101562,704700.4240722656,2133414.1538085938,1087708.7990722656,808138.2233886719,3209069.562988281,404195.650390625,330454.50341796875,1234010.428955078,559311.7014160156,1406409.654296875,93802.38623046876
[TG(54:12)|TG(53:5)]_FA18:1,0.6003723835424527,5.194246851481028,2.4844862836575885,0.11497388348414551,0.5069951799983631,TAG,77873.06600952148,87534.16564941406,103271.60754394533,200714.1937866211,440113.84802246094,242349.93823242188,65719.5648803711,76401.46487426758,80310.6462097168,164691.21319580078,76403.52624511719,26870.061767578125
FA(12:1),-0.5922942216328444,4.016651464975914,2.479124936723565,0.11536642279311783,0.5073266212786763,FA,33319.822265625,31377.401763916016,33526.42248535156,83215.96575927734,71260.90478515625,38476.68249511719,41496.142822265625,81593.9057006836,35749.84280395508,73912.86474609375,33305.462158203125,58439.744140625
FA(28:2),-0.5924344538325599,4.601588112241381,2.4803942179341902,0.11527335697592897,0.5073266212786763,FA,98320.06634521484,79449.52502441406,52769.30352783203,92626.04594421388,87333.78768920898,50726.94317626953,85848.00735473633,156710.83311843872,62023.8851852417,46440.54265594482,86289.1467590332,36202.50262451172
PG(38:6),0.5985408082776893,6.920873788348727,2.469616842746291,0.11606621525623044,0.5097028711183637,PG,240190.05493164065,267489.23876953125,898309.84765625,675823.80517578125,1078337.6181640625,453457.7961425781,254102.03833007807,237753.9357910156,406029.0502929688,310325.7810058594,251979.39794921875,200211.01293945312
[TG(51:8)|TG(50:1)]_FA18:1,0.5950847566455354,10.324136575694677,2.441576199320817,0.11815744501463307,0.518174693706148,TAG,2698514.7294921875,8453430.1943359375,4378880.0517578125,6785463.9853515625,9438161.68359375,7759197.280273437,1425915.44921875,1157343.921875,3002146.8623046875,10262973.764648438,1502903.9580078125,358201.666015625
FA(9:1),-0.5875223019844206,2.864812230100256,2.439078188128406,0.1183457536189087,0.5182895538625357,FA,18008.741287231445,17847.641204833984,17956.04133605957,29697.06225585937,28334.481842041016,21497.98153686523,19746.06143188477,32950.48211669922,18760.421340942383,28882.82211303711,24104.921844482426,21670.78155517578
PG(43:2),0.5944709838448079,5.924283856353217,2.436547976760674,0.1185368279506121,0.5184161955651257,PG,124835.00877380373,142765.689743042,289255.97985839844,378515.6064758301,587096.507019043,314011.08087158203,145008.35052490234,100082.88638305664,164651.95156860352,156159.43209838867,175270.873046875,85783.62609863281
[TG(50:9)|TG(49:2)]_FA22:5,0.5935787056187805,6.707807317781811,2.429360504586839,0.11908146918119358,0.5193771582159289,TAG,421469.133972168,348495.97955322266,993269.3609924316,615290.2459411621,306519.5383911133,485743.32710266113,287661.3471374512,228443.6947631836,305246.6875610352,222906.23950195312,291223.7032470703,32661.72248840332
PG(40:1)|PG(P-41:0),0.5937125879345381,6.454286296766027,2.430434602927562,0.11899990216189796,0.5193771582159289,PG,262963.3605957031,242802.3369140625,466141.9729003906,468358.8146972656,761298.87109375,427222.3107910156,182161.57299804688,163127.51171875,253615.05932617188,259484.5791015625,227048.5751953125,103051.10681152344
[TG(56:12)|TG(55:5)]_FA18:0,0.5924417392069448,4.913089423120885,2.4200927030944968,0.11978784140811455,0.5208216432276113,TAG,76339.2250366211,81551.54626464844,118891.96911621094,163476.1915283203,309335.3428955078,157669.37158203125,65857.22509765625,62938.54425048828,71528.82501220703,104816.86779785156,64460.04443359375,39343.64294433594
FA(11:0),-0.5853207861117452,3.650165280888626,2.421079580974606,0.11971240350339768,0.5208216432276113,FA,31783.142028808597,31564.302032470703,29294.882049560547,57585.96423339844,52419.06365966797,34828.322265625,36850.48272705078,66170.54461669922,34592.542572021484,49707.68328857422,32098.16241455078,30716.54202270508
PG(44:8)|PG(43:1),-0.5849925990791719,5.862194831378775,2.4186086168183465,0.11990138549124864,0.5208216432276113,PG,220067.35623168945,214860.13583374023,137130.388961792,178458.19343566897,231523.35800170896,155402.77206420898,179003.3720703125,221188.5155029297,232609.81616210935,257928.28024291992,229504.85710144043,59504.303955078125
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:1,0.591325910192688,6.760514061898241,2.4111911519335085,0.12047066786260117,0.5218763213505907,TAG,265257.5386352539,323381.7598876953,716366.9273071289,663163.8261413574,680281.8231811523,554467.9423217773,267461.47760009766,221519.87579345703,322014.9632873535,291846.76220703125,215984.2985229492,159047.0105895996
[TG(61:10)|TG(60:3)]_FA22:5,0.5915663387977781,6.662177032655852,2.4131248369058085,0.12032197178958429,0.5218763213505907,TAG,207925.21557617188,259027.1590576172,641732.7977294922,824765.505859375,677819.3643798828,437415.494140625,269550.7589111328,216629.1334228516,275435.2000732422,252866.05786132807,215881.47595214844,140783.5899658203
[TG(64:7)|TG(63:0)]_FA14:0,-0.5828164782469174,3.5461952058428747,2.400417785592367,0.12130285071229575,0.5247702486159804,TAG,35291.24223327637,43555.3233795166,35425.66226196289,43097.80335998535,37915.50244140625,33563.24252319336,51050.30422973633,31285.48208618164,42348.34252929688,40142.64338684082,57704.923828125,14848.600997924805
[TG(50:3)]_FA18:3,0.5871966012972123,10.867770821124594,2.3780932252860723,0.12304765519377149,0.53016301872015,TAG,4353856.462890625,11840353.875,7010890.802734375,11149757.3125,11840625.325195312,10837124.73046875,2356329.263671875,1992144.88671875,5632135.203125,12597572.797851562,2511789.384765625,725287.60546875
[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:0,0.5876774260680374,4.598341104789359,2.381787971218728,0.1227569758315644,0.53016301872015,TAG,57483.564208984375,72822.08587646484,114123.06784057616,162637.3501586914,176905.79229736328,138051.7098388672,47313.76290893555,44034.0029296875,70496.82485961914,91900.6870727539,46022.363037109375,33583.98248291016
DG(37:5)_C16:0,0.5871843876422551,5.593440467319018,2.377901815401061,0.12306273490862153,0.53016301872015,DAG,213766.83493041992,279644.50019836426,206741.77435302731,161795.3918762207,142997.13064575195,115120.7276916504,138714.77017211914,94301.5869178772,72300.66421508789,120727.62817382812,70485.66501235962,207489.6337890625
PC(44:6),-0.5798073479275655,8.169331257826979,2.375999213225441,0.12321273785082,0.53016301872015,PC,575405.2433776855,753131.7245178223,1027823.311706543,1200494.5098876953,1884222.31829834,819212.3154296875,1470148.186706543,513262.1152648926,1537019.2074279785,879310.5711669922,1461025.7839660645,53587.54406738281
FA(24:10),-0.5792969130871437,5.224853539773254,2.3717331090711014,0.12354981950266335,0.5308988883736757,FA,97273.90856933594,68126.364501953125,71844.7847290039,261856.80346679688,161976.54943847656,74886.72595214844,71839.10583496094,276559.7974853516,95478.906005859375,126548.84881591795,79256.96514892578,77676.205322265625
[TG(60:14)|TG(59:7)|TG(58:0)]_FA22:6,0.5845756830387904,6.561960864635186,2.357141117186984,0.12471055177876415,0.5351672940090054,TAG,215889.2960205078,281865.9797363281,519417.1007080078,515906.0116577149,586006.72314453125,778063.2781982422,218788.5317993164,178274.57299804688,184081.9330444336,357825.82470703125,259232.5401611328,69407.06466674805
[TG(54:6)]_FA14:0,0.5843158031674655,5.583475189444555,2.3550290353750825,0.12487956006296203,0.5351742004306831,TAG,102411.74780273438,99579.587158203125,275351.6611328125,243866.59765625,418033.2255859375,221851.45458984372,117081.14892578124,83764.30603027344,137996.04907226562,104475.72814941406,111637.2078857422,118012.4071044922
[TG(47:5)]_FA22:5,-0.5741297185529913,6.1274840742368895,2.329681969064949,0.1269278069571879,0.5380691804670614,TAG,248276.11688232425,272001.1789855957,244012.93649291992,242817.33575439453,145767.74996948242,209285.91302490237,289889.85876464844,323752.80078125,173057.93212890625,168626.69256591797,346575.0034790039,76877.92596435547
[TG(47:6)]_FA18:3,0.5810551803581167,6.002092537456293,2.3291579082101634,0.12697054757373957,0.5380691804670614,TAG,466538.9920043945,337904.86822509766,170282.13232421875,168468.47076416016,165487.1934814453,147081.37127685547,187472.47265625,114425.08764648438,119776.4487915039,135241.50939941406,122829.01037597656,247630.97534179688
[TG(49:7)|TG(48:0)]_FA16:0,0.5804451783989223,9.239691774712943,2.3243936052604113,0.12735984316202464,0.5380691804670614,TAG,1849195.671875,3427697.4140625,2796034.0966796875,3903150.1796875,3126624.462890625,2980843.05078125,995272.646484375,819904.0380859375,2657366.4384765625,2384386.55078125,1087786.619140625,365920.0244140625
[TG(50:8)|TG(49:1)]_FA18:1,0.5828697246146295,8.362573147370183,2.3436028862197418,0.12579830122775068,0.5380691804670614,TAG,1371298.6345214844,811400.5920410156,2289995.6362304688,1209372.0455322266,880912.2333984375,3402856.376953125,438124.330078125,382015.5886230469,1419158.699951172,603244.541015625,1479386.030517578,94239.846923828125
[TG(59:11)|TG(58:4)]_FA18:3,0.5801931297406975,5.895157825332882,2.32234777159465,0.1275274175511342,0.5380691804670614,TAG,151173.4701538086,182416.9526977539,318188.4420166016,444445.2293701172,372765.1672973633,347315.96813964844,98672.0867919922,105146.76708984376,261096.7789306641,158902.43139648438,138607.36950683594,48935.08364868164
[TG(60:13)|TG(59:6)]_FA18:0,0.5810954865395604,5.211428113903552,2.3294483982153906,0.12694685422205645,0.5380691804670614,TAG,90323.66668701172,89456.26693725586,297541.3207397461,220045.53790283203,145051.4917602539,265552.46380615234,88797.94689941406,70944.84503173828,102244.92864990234,91715.82604980467,105679.52838134766,42098.24267578125
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:2,0.5796045468316974,5.412643798808938,2.3176718196700676,0.127911347248973,0.5380691804670614,TAG,123553.6294555664,110830.08807373048,342252.26776123047,217990.59552001956,154070.5693359375,320582.0432739258,83481.18493652344,72735.74526977539,118462.40856933594,96102.30783081056,161945.25177001953,42400.122802734375
[TG(60:9)|TG(59:2)]_FA18:0,0.5796696302613948,4.499513214090998,2.3181110890682253,0.12787522533652207,0.5380691804670614,TAG,57204.16439819336,64630.28430175781,125220.38891601562,125379.50924682616,161448.45196533203,139361.11065673828,48644.18347167969,44205.92333984375,67609.3843383789,74448.60488891602,45882.64318847656,29133.72198486328
[TG(61:11)|TG(60:4)]_FA18:2,0.5816727201054744,4.7966268887749335,2.333988212629265,0.12657720980424209,0.5380691804670614,TAG,61727.624267578125,85077.26577758789,134029.6683959961,189325.2921142578,200044.07342529297,160412.8314819336,53429.80364990234,53422.98352050781,83542.38562011719,98188.94729614258,56145.00384521485,37171.942794799805
[TG(61:13)|TG(60:6)]_FA22:5,0.5822241629669239,5.70220133131975,2.3384211178445184,0.1262174249440697,0.5380691804670614,TAG,154902.87158203125,184793.8342285156,294283.0600585937,306856.7847595215,307218.55895996094,316714.84295654297,132650.7890625,113856.90716552734,114848.00756835938,152848.77172851562,137293.29052734375,44372.30291748047
FA(3:0),-0.5734038809371758,0.7831540679753526,2.321663320862811,0.1275835357261194,0.5380691804670614,FA,4357.940292358398,4343.92028427124,4185.700298309326,8312.200595855713,6002.200412750244,4630.520301818848,4665.140308380127,9853.860664367676,4509.140327453613,5803.1204109191895,4168.040279388428,4945.640338897705
FA(7:3),-0.5730374794364369,1.945903561619279,2.3198364412583032,0.1277334563661497,0.5380691804670614,FA,9349.200691223145,9933.88069152832,8618.420539855957,14426.941024780272,13969.32098388672,9683.580673217772,9633.060775756836,17522.621284484863,9076.140647888184,13497.100952148438,11326.740859985352,15835.661163330078
PC(48:0),-0.5736188514167542,4.292532904229705,2.3254219641166856,0.12727570275797606,0.5380691804670614,PC,53485.043785095215,60024.544372558594,66011.16454696655,74352.22615432739,87706.24662399292,60468.24452209473,85220.10544586182,45994.24383163452,107571.60918426514,72913.9051437378,74326.06450653076,16212.261154174805
PE(36:4)|PE(O-37:4),0.5809424399053782,7.219076482053876,2.3283104856564023,0.1270396943481701,0.5380691804670614,PE,349327.4221191406,404889.1691894531,703695.5944824219,854111.2164306641,1681061.4528808594,656390.5906982422,426957.650756836,221076.1768798828,487404.7336425781,308004.7197265625,460259.3670654297,98054.26770019533
PI(35:3)|PI(O-36:3)|PI(P-36:2),0.5777994005092072,5.7626319780902096,2.3034577389698825,0.12908635091079945,0.5422983756397185,PI,90390.44665527344,124430.36959838869,145737.8907775879,365700.1028442383,632134.6851806641,356217.6869506836,78985.72576904297,68631.74493408203,119922.14776611328,355362.0051269531,90350.22595214844,39125.62301635742
[TG(47:6)]_FA22:6,-0.5704996798446064,6.304725819962072,2.300336820539086,0.12934594749757813,0.5426758453408889,TAG,319827.20153808594,329947.52600097656,258279.9157104492,247528.6787109375,164592.01181030273,215250.8758544922,405218.846496582,302281.93841552734,212787.43463134769,202446.99139404297,374973.8651123047,72433.58459472656
