lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
DG(36:6)_C16:1,0.7936709727616366,8.056782258665631,4.887012524020065,0.027059470566378686,0.20997361019590452,DAG,95318.82795333862,100371.42808151244,54321.50414657593,15683.361171722412,109795.1679840088,1920249.1141052248
PC(32:5),-0.8227857114228243,10.55660873700907,4.876984870672459,0.02721712228133173,0.2106855688460473,PC,1904618.246826172,3080999.850585937,6044227.556518555,4340283.05480957,3123284.7868652344,282708.0399169922
[TG(65:12)|TG(64:5)]_FA22:6,0.7917930133754996,5.112382858737394,4.863789518993343,0.027426032344229363,0.21178991643599343,TAG,110384.7066040039,91160.1265411377,47552.66357421875,70136.58493041992,63439.12495422363,29895.80184936523
FA(23:0),-0.8206255645501445,7.4239570647484125,4.852035490601337,0.027613527746094015,0.21272397157653633,FA,288868.94177246094,260964.26196289065,518566.7885742188,285508.8829345703,731332.8779296875,58693.98394775391
[TG(54:5)]_FA16:0,-0.8178362541427595,7.7727521365134695,4.820136878690391,0.028129111423771513,0.2156565209155816,TAG,246779.71759033203,482455.8801269531,888100.3931884766,606904.9664306641,467169.05432128906,40556.68292236328
LPI(18:3),-0.8178665341426448,10.874741688140404,4.820594128104856,0.028121650473060193,0.2156565209155816,PI,3652754.268554688,2572635.0974121094,2185184.1721191406,5037642.845703125,10157638.442871094,49682.62371826172
PC(41:7)|PC(P-42:6)|PC(40:0)|PC(O-41:0),-0.8162275307193234,11.575290341157855,4.801876443816582,0.02842875758007109,0.21743238752030447,PC,3449474.634765625,5843959.896484375,11256992.54296875,7866858.324707031,5930153.492675781,2606887.899902344
FA(10:1),-0.8151777007694607,4.686712887672611,4.788635247597425,0.028648116877446606,0.218587182952737,FA,39133.16278076172,31605.60217285156,54734.12396240234,46313.68328857422,95639.8471069336,37252.22253417969
PC(42:8)|PC(41:1)|PC(O-42:1)|PC(P-42:0),-0.8124171197834547,11.630611298734266,4.758480749213049,0.02915427067800961,0.2219195318038017,PC,3642594.0146484375,5943500.849609375,11659487.241210938,8127911.6494140625,6006117.4921875,2900130.8481445312
[TG(62:14)|TG(61:7)|TG(60:0)]_FA22:5,0.7818562764470083,5.652862302500672,4.742007698909674,0.029434701407518818,0.22352194869320108,TAG,171392.7520751953,119974.66864013672,80857.44580078125,93674.1665649414,90821.486328125,43021.0029296875
FA(35:0),-0.8101420892234911,4.587201496414113,4.731485255721992,0.029615300654740676,0.22436046491281028,FA,35968.38210296631,39960.84272766113,75629.10423278809,59743.22463226318,71661.263671875,12657.021057128906
[TG(66:6)]_FA22:6,0.780622068969635,5.016528597938845,4.7266580326452186,0.02969853734296428,0.2244591581216473,TAG,105138.54789733888,83740.60536193848,38571.54275512695,73096.0048828125,59023.124435424805,26547.621856689453
[TG(52:4)]_FA16:1,-0.8083238133684308,9.457552741477878,4.712037801305996,0.029952126944067146,0.22584186283061952,TAG,982057.860107422,1368631.6105957031,3802248.639160156,1325759.58984375,1246935.4814453125,96193.467529296875
PC(42:10)|PC(41:3)|PC(O-42:3)|PC(P-42:2),-0.8058246022862589,11.627248507671014,4.683831683214521,0.030447761923258838,0.22903881145566707,PC,3674273.4521484375,5978539.2314453125,11640250.752929688,8119067.342285156,6101513.389160156,2755635.1137695312
PC(42:9)|PC(41:2)|PC(O-42:2)|PC(P-42:1),-0.8004389891657604,11.650471647036476,4.623255572631024,0.03154131893832688,0.23615362212138416,PC,3728011.010742188,6076760.1689453125,11854500.490234377,8159052.296386719,6159148.212890625,2875313.381347656
PG(44:10),-0.800630029849796,7.804619727447829,4.6252749272716756,0.0315042120205057,0.23615362212138416,PG,285336.1193847656,382292.04650878906,799497.2139892578,549474.45751953125,443441.6525878906,225876.27685546875
FA(21:0),-0.7984483766348398,10.78581923514639,4.600952403503472,0.03195420002180546,0.23868592866755156,FA,3153816.559814453,2711439.8525390625,7958634.403808594,1923658.4091796875,6307006.260253906,227035.07763671875
[TG(58:9)|TG(57:2)]_FA22:6,0.7678259533881574,7.251724810627697,4.57269795015506,0.03248536587811909,0.24208791308239327,TAG,549119.9901123047,380598.10247802734,350254.0643310547,269657.8424682617,236036.97723388672,65577.12463378906
