lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F3_Female_WT_diencephalon,FAD184_F3_Female_WT_diencephalon,FAD184_F4_Female_WT_diencephalon,Blank_Blank_Blank_Blank_Blank
FA(16:0),-3.109861102711071,6.82655643452598,55.91769150273103,7.556946024673532e-14,1.5413043400240965e-11,FA,35831.30276489258,50723.084228515625,588931.9534912109,107816.22784423828,477050.7000732422,127026.0908203125
FA(18:2),-3.108403594569326,7.862454469957634,55.87731456463371,7.713753343880371e-14,1.5413043400240965e-11,FA,68492.28454589844,128841.29150390624,715470.573059082,252698.4376220703,1704104.0600585938,92326.447265625
FA(20:4),-2.9595519351639754,7.019376513592002,51.47573016446404,7.248769237529276e-13,1.3631950148459468e-10,FA,38746.82333374024,79709.044677734375,732191.6643676758,232661.15802001956,458554.92736816406,74704.64587402344
DG(36:7)|DG(35:0)_C16:1,2.599593272069441,10.946706755138523,50.69009886715503,1.0816384077419692e-12,1.921109994195042e-10,DAG,578493.0541343689,594528.4251785278,267353.6551475525,15917.061199188232,21158.74148178101,15056646.359405518
DG(35:5)_C16:1,-2.908173300519538,2.650290383673553,49.905190691973246,1.6135723136705953e-12,2.7150477298973125e-10,DAG,2930.940200805664,2972.2802085876465,2927.4202003479004,33259.202293396,32138.08214950561,2927.8002281188965
DG(34:1)_C16:0,2.556081153389574,3.961016647314464,49.08797825975944,2.447355506916714e-12,3.912097777806367e-10,DAG,61643.865032196045,77225.28565216064,3103.980213165283,24690.48217773437,7621.42057800293,11391.08073425293
FA(19:2),-2.7589973992065184,9.81989543943729,45.71333146293182,1.3688796545203375e-11,2.0839563121435805e-9,FA,286532.7585449219,696163.7755126953,4238821.603515625,1553321.5173339844,4488800.871582031,216946.63403320312
FA(17:6),-2.73221599763218,5.444837836008153,44.94739331979099,2.0239945814174377e-11,2.94123212581434e-9,FA,16950.581100463867,21211.00146484375,164998.77075195312,63715.44512939453,169056.8526611328,77384.78515625
[TG(44:1)]_FA14:0,2.4214974520142145,6.85087614809671,44.34181090555239,2.7576314755188804e-11,3.833107750971244e-9,TAG,829676.2308349609,162166.31091308594,80961.34558105469,110537.42767333984,105404.28717041016,65254.60461425781
[TG(41:2)]_FA14:0,2.4181507169953806,5.869366495150591,44.22319272703089,2.929893193012249e-11,3.9028618908584e-9,TAG,448419.2205810547,59268.78448486328,48816.96304321289,52152.143463134766,52364.283752441406,26025.10171508789
FA(15:6),-2.6661821722515033,6.83948077902566,43.10980696176193,5.1752197033676265e-11,6.61807095666652e-9,FA,48441.78356933594,52929.7841796875,260683.45751953125,129238.48876953124,631167.44482421875,223376.6572265625
FA(17:0) | FA(18:7),-2.6183927504758326,6.127567821006609,41.78719463729249,1.0176774795272021e-10,1.2513518854032558e-8,FA,27966.052055358887,38584.962463378906,264216.29904174805,96916.07763671876,278955.36834716797,120214.44799804688
FA(18:6),-2.6013310616408876,6.142880596275586,41.318775757993535,1.2932074684981605e-10,1.5312534358476367e-8,FA,28419.80206298828,37191.56256103516,262188.19885253906,86061.765625,276983.5217285156,136687.87036132812
FA(16:3),-2.5553688141260373,7.4120076973195195,40.069312772958256,2.451094001525399e-10,2.7986241153131077e-8,FA,80470.225830078125,93802.806396484375,659798.158203125,343936.7697753906,597226.9765625,251397.3388671875
FA(21:3),-2.537257269990756,6.671511630835149,39.57756070786127,3.152852777396101e-10,3.4757483894259775e-8,FA,45025.46276855469,72622.5043334961,277173.60119628906,143146.51306152344,651942.1915283203,78551.68566894531
FA(16:6),-2.463272431575463,6.505636850547724,37.59266226497675,8.71717913778353e-10,9.289607234497981e-8,FA,39834.942779541016,53704.52380371094,318001.8405761719,140405.58984375,348569.44384765625,166338.65234375
FA(19:6),-2.4066935681404735,6.185189887157257,36.097235299967,1.877129773542657e-9,1.9358657696825402e-7,FA,27286.582000732426,55372.264221191406,289069.6989746094,124365.80981445312,264163.6572265625,108003.88793945312
[TG(46:4)]_FA14:0,2.149025539621203,6.120192542649423,35.29864888723023,2.8282819864590516e-9,2.8256304720967464e-7,TAG,503568.7866821289,80801.28674316406,45428.66305541992,103546.9479675293,60594.20489501953,26334.401763916016
FA(15:0) | FA(16:7),-2.3264114398378544,5.799181186618312,34.00923799411646,5.485103074991748e-9,5.283999314477117e-7,FA,30417.432235717773,32592.24250030518,192628.42364501953,82122.20651245117,223116.08630371097,96194.007080078125
FA(16:5),-2.324773843343566,5.055224536014869,33.96213254105487,5.619517569353206e-9,5.283999314477117e-7,FA,14541.121101379396,20054.82119750977,107324.34814453124,54181.46380615234,108722.42712402344,75985.025146484375
FA(17:1),-2.298594207499474,6.251568297418288,33.29801333722207,7.906336854997013e-9,7.221873978692987e-7,FA,39098.22314453125,55748.68383789063,262355.6015625,132976.27026367188,333716.091796875,95713.3671875
DG(30:1)_C16:0,2.076922858226826,8.188117214357403,33.05290465751568,8.968496442480854e-9,7.749265709894943e-7,DAG,1588400.3028564453,660930.7813720703,321852.2202148437,304494.2218055725,215885.85847473145,300979.8220214844
LPE(20:4),2.079391093033658,2.9134183478170272,33.10170504210316,8.746199125646763e-9,7.749265709894943e-7,PE,57183.864097595215,4831.74027633667,17986.90118408203,3161.7402305603027,2841.480209350586,2961.640182495117
FA(16:2),-2.277587729564024,6.49117408421766,32.76331385565936,1.0409090620911667e-8,8.757332293435421e-7,FA,29211.581718444824,80565.4057006836,287682.7788085937,295335.6794433594,220760.3532714844,141914.6102294922
FA(18:5),-2.266934015401589,5.586201143845951,32.48924563729088,1.1985394226783673e-8,9.824950087955744e-7,FA,23114.72158813477,28886.66186523437,160484.0526123047,69512.44482421875,161991.2098388672,107913.66845703124
DG(O-38:9)|DG(36:2)_C16:0,2.052516438174332,7.189643826010273,32.30554630258848,1.3173677429353655e-8,1.0529061685410908e-6,DAG,829315.2191162109,405812.9653930664,104726.92678833008,312049.02628707886,39047.12287521362,49106.84371948242
FA(15:3),-2.248527242622753,5.871851508663652,32.025184111869976,1.5218678908334742e-8,1.1866857675596626e-6,FA,28382.96203613281,33632.84246826172,161169.63134765625,116414.3077392578,181773.59301757807,142284.43029785156
FA(18:4),-2.231165729728031,5.812946353141408,31.588164589060398,1.905876270260036e-8,1.4507348657193655e-6,FA,25089.02165222168,33519.482330322266,177722.39331054688,74579.82531738281,178076.69091796875,145822.72924804688
DG(37:5)_C18:2,-2.203053792302633,2.3288428611994854,30.83705493071443,2.8062784599719757e-8,2.0864354038442808e-6,DAG,3235.6602363586426,3380.640239715576,7756.74055480957,23162.321670532227,15813.58098602295,6090.140472412109
FA(17:3),-2.1953923062895404,6.362914376157233,30.697157302619754,3.016065887651568e-8,2.1914460551868324e-6,FA,43034.84289550781,48647.36340332031,238099.3779296875,117940.94750976562,304151.4836425781,190737.4938964844
FA(17:4),-2.1933521904529285,5.9887576801867235,30.6451716222773,3.097965715275262e-8,2.20093253149667e-6,FA,28320.48191833496,40410.60275268555,212026.63403320312,91810.8671875,186010.31176757807,160169.71118164062
[TG(38:1)]_FA14:0,1.9704729376301362,10.897871834503631,29.85079806123395,4.6660477473390335e-8,3.2429031844006284e-6,TAG,11628628.64489746,4844324.851318359,996422.6019287108,3965002.051025391,1558753.6112060547,49943.38360595703
FA(16:1),-2.1560329495081745,5.77849722230307,29.723260137533543,4.983328261416746e-8,3.319104260781112e-6,FA,25903.761840820312,40725.34286499024,182016.4532470703,95497.72619628906,183689.23291015625,109596.80712890624
FA(19:5),-2.1571326443244296,5.477784176354814,29.74884485804796,4.917992568808466e-8,3.319104260781112e-6,FA,22543.861602783203,29845.941955566406,157718.19091796875,61783.20471191406,146017.2313232422,96252.70666503906
FA(16:4),-2.1537094177848433,6.245062873601521,29.66697307127379,5.130146114158083e-8,3.347158597339468e-6,FA,33779.76249694824,44253.7233505249,231755.91650390625,113978.72747802734,195282.814453125,221009.85595703125
FA(19:4),-2.134537658002424,5.884926121583781,29.19680003427038,6.538710622261212e-8,4.1808515718738185e-6,FA,27966.321899414062,37963.72253417969,171930.5496826172,90881.587158203125,188908.3116455078,150324.6513671875
[TG(53:8)|TG(52:1)]_FA14:0,1.9305929792360261,6.678565435639974,28.685829607995398,8.51243413509473e-8,5.336127829391736e-6,TAG,717515.9384765625,91244.906005859375,70686.92517089844,144893.31063842773,125161.58984375,53764.78381347656
