Reaction,Lipid 1,Lipid 2,T-Statistic,P-Value,Z-Score,Gene,Match 1,Match 2,Number
7,PE,PS,0.6182608300569831,0.5429445806862525,0.608366264809589,PTDSS2,PE(14:1),PS(36:1),81490
7,PE,PS,0.6189806409352473,0.5407718240148126,0.6116462607058154,PTDSS2,PE(20:3),PS(32:3),81490
7,PE,PS,0.6250364200019737,0.5368626772252035,0.6175641578882295,PTDSS2,PE(14:1),PS(34:5),81490
7,PE,PS,0.6280233373154829,0.5352639539711956,0.6199906328739296,PTDSS2,PE(18:3),PS(38:8),81490
7,PE,PS,0.6291968694312176,0.5341480478077547,0.6216864733232966,PTDSS2,PE(20:3),PS(38:6),81490
7,PE,PS,0.6294622333519991,0.5343764743898046,0.6213391884825296,PTDSS2,PE(18:2),PS(38:7),81490
7,PE,PS,0.6306496337234218,0.5339411769449203,0.6220010509699858,PTDSS2,PE(26:1),PS(38:0),81490
7,PE,PS,0.6307016640996699,0.5336699043624152,0.6224136542320282,PTDSS2,PE(22:6),PS(44:0),81490
7,PE,PS,0.6388843795990347,0.5286310836871191,0.6300970591323085,PTDSS2,PE(22:4),PS(40:8),81490
7,PE,PS,0.6400668531897854,0.5282535869351832,0.6306741768942762,PTDSS2,PE(42:3),PS(24:0),81490
7,PE,PS,0.6426828015559507,0.5263082462486632,0.6336515566626241,PTDSS2,PE(46:1),PS(34:0),81490
7,PE,PS,0.6468601368342696,0.5234948505097134,0.6379674782876575,PTDSS2,PE(14:0),PS(32:1),81490
7,PE,PS,0.6506932181458429,0.5215715454206878,0.6409247950427525,PTDSS2,PE(14:1),PS(32:2),81490
7,PE,PS,0.6520335015279443,0.5207271523862379,0.6422249238370072,PTDSS2,PE(30:1),PS(30:1),81490
7,PE,PS,0.6529557783958688,0.5197096029610899,0.6437931088728854,PTDSS2,PE(40:0) ,PS(40:0) ,81490
7,PE,PS,0.6597205360850963,0.5154329928234531,0.6504013696591703,PTDSS2,PE(14:0),PS(32:2),81490
7,PE,PS,0.6633222088400994,0.5128812693470867,0.6543578717162685,PTDSS2,PE(14:0),PS(26:0),81490
7,PE,PS,0.6667144873683937,0.5102662500040118,0.6584231715392418,PTDSS2,PE(14:1),PS(32:4),81490
7,PE,PS,0.6675168923036615,0.5101304772669939,0.6586345402213645,PTDSS2,PE(18:3),PS(34:4),81490
7,PE,PS,0.6705633723270765,0.5086210861510891,0.6609863207660919,PTDSS2,PE(22:6),PS(40:9),81490
7,PE,PS,0.6706030055643099,0.5078930038641838,0.6621220525061375,PTDSS2,PE(18:3),PS(34:3),81490
7,PE,PS,0.6783181457501651,0.5030202890688975,0.6697451112760192,PTDSS2,PE(14:1),PS(34:5)_2,81490
7,PE,PS,0.68018609845363,0.5024366419939146,0.6706607975848778,PTDSS2,PE(44:1),PS(32:2),81490
7,PE,PS,0.6858934379343697,0.49863285083759434,0.6766424308845813,PTDSS2,PE(22:4),PS(44:0),81490
7,PE,PS,0.6882747312894004,0.497028367509023,0.6791728189129316,PTDSS2,PE(14:1),PS(36:2),81490
7,PE,PS,0.6919980334180483,0.49501583934333226,0.6823528861331728,PTDSS2,PE(14:0),PS(32:0),81490
7,PE,PS,0.6925733673617191,0.49481462446349556,0.6826712121584984,PTDSS2,PE(46:1),PS(32:2),81490
7,PE,PS,0.6928738367065665,0.4943427096543268,0.6834180625108831,PTDSS2,PE(26:0),PS(44:1),81490
7,PE,PS,0.6953219241136008,0.49367385890051874,0.684477236383595,PTDSS2,PE(22:6),PS(40:7),81490
7,PE,PS,0.6953622819192803,0.492836536290723,0.685804281129416,PTDSS2,PE(14:0),PS(44:0),81490
7,PE,PS,0.6982563991732066,0.4907580194304937,0.6891036878599207,PTDSS2,PE(20:3),PS(36:2),81490
7,PE,PS,0.7024631402128378,0.48866884819676737,0.6924275839754739,PTDSS2,PE(18:3),PS(40:9),81490
7,PE,PS,0.7098672511176416,0.4844578084029203,0.6991507771418548,PTDSS2,PE(44:2),PS(28:2),81490
7,PE,PS,0.7148899007310676,0.48091019729233886,0.7048393820375582,PTDSS2,PE(22:2),PS(38:2),81490
7,PE,PS,0.7158031516586206,0.48026036384018667,0.7058838626165288,PTDSS2,PE(22:0),PS(42:4),81490
7,PE,PS,0.7166450664804557,0.479355510308921,0.7073395223843995,PTDSS2,PE(18:4),PS(40:5),81490
7,PE,PS,0.71713660010563,0.47938780827194516,0.7072875380853462,PTDSS2,PE(18:3),PS(38:7),81490
7,PE,PS,0.7239838719642291,0.4750015200014627,0.7143649815078112,PTDSS2,PE(24:0),PS(42:4),81490
7,PE,PS,0.7254717539351621,0.4743220535446072,0.7154645254750337,PTDSS2,PE(46:1),PS(30:0),81490
7,PE,PS,0.7312477477564467,0.4706632028707063,0.7214003962622951,PTDSS2,PE(18:3),PS(36:4),81490
7,PE,PS,0.7353152712168227,0.4692397099652038,0.7237166486107788,PTDSS2,PE(18:3),PS(40:8),81490
7,PE,PS,0.7393370680716013,0.46610108477583057,0.7288374754631368,PTDSS2,PE(22:1),PS(42:4),81490
7,PE,PS,0.740841570345164,0.4648640944311049,0.7308609430249465,PTDSS2,PE(38:7),PS(22:7),81490
7,PE,PS,0.7496224112797012,0.4595819408441416,0.7395354185573813,PTDSS2,PE(20:3),PS(38:1),81490
7,PE,PS,0.755084586831915,0.45699260042849554,0.7438080647758039,PTDSS2,PE(18:3),PS(36:7),81490
7,PE,PS,0.756554551441956,0.4554269301388033,0.7463981604985936,PTDSS2,PE(18:4),PS(40:0) ,81490
7,PE,PS,0.757376815694033,0.4555472413639028,0.7461989515934666,PTDSS2,PE(14:1),PS(38:2),81490
7,PE,PS,0.7578457216063303,0.4554898281825861,0.7462940114892674,PTDSS2,PE(14:0),PS(34:0),81490
7,PE,PS,0.7617449827190135,0.4527543866857531,0.7508309728297562,PTDSS2,PE(22:6),PS(38:7),81490
7,PE,PS,0.7697120139846172,0.4487385292530418,0.7575197647767569,PTDSS2,PE(28:2),PS(28:2),81490
7,PE,PS,0.7699430134507161,0.4476482565156339,0.7593415698949012,PTDSS2,PE(42:4),PS(42:4),81490
7,PE,PS,0.7751727786968786,0.44564276576872863,0.7626992704552621,PTDSS2,PE(14:0),PS(38:0),81490
7,PE,PS,0.7780830234218066,0.44288889277791577,0.7673240162708985,PTDSS2,PE(32:0),PS(44:1),81490
7,PE,PS,0.7782962068759205,0.44423086254876676,0.7650683210272687,PTDSS2,PE(14:0),PS(38:1),81490
7,PE,PS,0.7870931596081066,0.43898752355611326,0.7739040683528992,PTDSS2,PE(18:3),PS(38:0),81490
7,PE,PS,0.7897360197118594,0.43682136875176536,0.7775720074256462,PTDSS2,PE(14:1),PS(34:2),81490
7,PE,PS,0.8012772089061181,0.42954026601045847,0.789978600315441,PTDSS2,PE(14:1),PS(32:3),81490
7,PE,PS,0.8026444315403206,0.42896592711717585,0.7909624103323668,PTDSS2,PE(14:0),PS(30:0),81490
7,PE,PS,0.8121266787519473,0.42334416738546266,0.8006329536260417,PTDSS2,PE(42:11),PS(22:7),81490
7,PE,PS,0.8134653626400506,0.42345261609233886,0.8004456932055782,PTDSS2,PE(40:2),PS(28:2),81490
7,PE,PS,0.8169640494540671,0.4211510567164719,0.8044258852413332,PTDSS2,PE(30:1),PS(44:0),81490
7,PE,PS,0.8206450163415321,0.419320867433016,0.807600033527887,PTDSS2,PE(26:0),PS(26:0),81490
7,PE,PS,0.8218877545729375,0.41937832450531853,0.8075002604812478,PTDSS2,PE(18:2),PS(40:7),81490
7,PE,PS,0.8248303022676454,0.41773969159697777,0.8103488764461357,PTDSS2,PE(44:3),PS(28:2),81490
7,PE,PS,0.8285488760263322,0.41681430257453533,0.8119604906453028,PTDSS2,PE(14:1),PS(26:1),81490
7,PE,PS,0.828751499291892,0.4157058065713872,0.8138937759997967,PTDSS2,PE(40:3),PS(28:2),81490
7,PE,PS,0.8302195485517778,0.41423363125244184,0.8164660535367562,PTDSS2,PE(14:1),PS(40:1),81490
7,PE,PS,0.8322594961980067,0.41318612342773386,0.818299619331121,PTDSS2,PE(14:1),PS(36:5),81490
7,PE,PS,0.8348992811876735,0.4110115326376499,0.82211485337338,PTDSS2,PE(14:1),PS(30:2),81490
7,PE,PS,0.8378967936039953,0.40955383308393045,0.8246790423821126,PTDSS2,PE(14:1),PS(36:0),81490
7,PE,PS,0.8388643351118817,0.4094768565729219,0.8248145998050174,PTDSS2,PE(22:2),PS(38:1),81490
7,PE,PS,0.8410502717746569,0.4086095730568925,0.826342955112796,PTDSS2,PE(14:1),PS(44:1),81490
7,PE,PS,0.8525638203855811,0.4013607502121015,0.8391934715419171,PTDSS2,PE(14:1),PS(38:6),81490
7,PE,PS,0.8559923200913899,0.3995744231137711,0.8423815389425751,PTDSS2,PE(22:4),PS(40:7),81490
7,PE,PS,0.85868802932405,0.3991038223108818,0.8432228481950431,PTDSS2,PE(26:0),PS(38:0),81490
7,PE,PS,0.862491196397721,0.3958686581501102,0.8490227054115126,PTDSS2,PE(14:1),PS(36:6),81490
7,PE,PS,0.8634115769587801,0.394997557679053,0.8505892597641603,PTDSS2,PE(18:4),PS(40:4),81490
7,PE,PS,0.8649743621000832,0.39447603474658055,0.8515281467052944,PTDSS2,PE(14:1),PS(38:7),81490
7,PE,PS,0.8789520472030456,0.38839353822139033,0.8625343516333829,PTDSS2,PE(14:1),PS(34:1),81490
7,PE,PS,0.8795117652721509,0.3868594718483239,0.8653267515297552,PTDSS2,PE(21:0),PS(40:0) ,81490
7,PE,PS,0.8831106302946312,0.38486239712170134,0.8689720892778148,PTDSS2,PE(21:0),PS(36:1),81490
7,PE,PS,0.8874109134817526,0.3840270351053374,0.8705003370329704,PTDSS2,PE(44:1),PS(28:2),81490
7,PE,PS,0.8890085426858314,0.381398776381618,0.8753219091599369,PTDSS2,PE(32:0),PS(32:0),81490
7,PE,PS,0.8894850371654054,0.38218183515321424,0.8738832541093174,PTDSS2,PE(14:1),PS(34:4),81490
7,PE,PS,0.8955593951138963,0.37866590569938874,0.8803570689822651,PTDSS2,PE(20:3),PS(38:0),81490
7,PE,PS,0.9081087304835767,0.37158154533914145,0.8935148087330888,PTDSS2,PE(26:0),PS(44:0),81490
7,PE,PS,0.9094246829425053,0.37330906882905646,0.8902920872115695,PTDSS2,PE(14:1),PS(28:1),81490
7,PE,PS,0.9200624588591795,0.3660451913281757,0.9039061056844545,PTDSS2,PE(42:2),PS(28:2),81490
7,PE,PS,0.9220514264539239,0.36507815791340903,0.9057311742096166,PTDSS2,PE(42:2)_2,PS(28:2),81490
7,PE,PS,0.924802370409297,0.3638963787218584,0.9079656340036705,PTDSS2,PE(42:1),PS(28:2),81490
7,PE,PS,0.9279820545673134,0.3627908118152937,0.9100601066983682,PTDSS2,PE(40:1),PS(28:2),81490
7,PE,PS,0.9319444087716074,0.3597235971450936,0.9158918971006109,PTDSS2,PE(20:3),PS(38:2),81490
7,PE,PS,0.9381607261819632,0.3574892556621424,0.9201598049822727,PTDSS2,PE(26:0),PS(38:1),81490
7,PE,PS,0.9415441843738128,0.35422018257364296,0.926434575610114,PTDSS2,PE(18:4),PS(36:1),81490
7,PE,PS,0.9427351772463444,0.3538609144137722,0.9271263926043163,PTDSS2,PE(32:0),PS(44:0),81490
7,PE,PS,0.9440638972066321,0.35403683785126183,0.9267875740033076,PTDSS2,PE(14:1),PS(30:1),81490
7,PE,PS,0.9492626642417978,0.3503953469404659,0.933822721473488,PTDSS2,PE(22:4),PS(42:4),81490
7,PE,PS,0.9583816909318607,0.346763047398047,0.9408864593064811,PTDSS2,PE(14:1),PS(26:0),81490
7,PE,PS,0.9599015973719587,0.34504856804252326,0.9442369678841536,PTDSS2,PE(18:4),PS(30:3),81490
7,PE,PS,0.9615326816946553,0.34630062743876866,0.9417890988026042,PTDSS2,PE(46:1),PS(28:2),81490
7,PE,PS,0.9618223255507117,0.3444435797829829,0.9454217944569715,PTDSS2,PE(14:1),PS(32:1),81490
7,PE,PS,0.9743881301804588,0.3390903972435013,0.9559640504966628,PTDSS2,PE(20:3),PS(42:4),81490
7,PE,PS,0.9787967820924932,0.3364355378915098,0.9612319842282568,PTDSS2,PE(14:1),PS(36:7),81490
7,PE,PS,0.9790192145495585,0.335702554945697,0.9626911188409143,PTDSS2,PE(18:4),PS(32:4),81490
7,PE,PS,0.9884807198223715,0.33204198975165167,0.9700090326957846,PTDSS2,PE(38:7),PS(38:7),81490
7,PE,PS,0.9987666883452371,0.3267265586004938,0.9807286763620724,PTDSS2,PE(14:1),PS(32:0),81490
7,PE,PS,1.0040410612333355,0.3251593161650409,0.9839109156347028,PTDSS2,PE(18:3),PS(40:7),81490
7,PE,PS,1.007821152228544,0.32465605828446276,0.9849348813248157,PTDSS2,PE(14:1),PS(30:0),81490
7,PE,PS,1.0191505364349636,0.31695625800560245,1.0007322778616623,PTDSS2,PE(14:1),PS(38:0),81490
7,PE,PS,1.03207690568538,0.3124057474676063,1.0101869142504776,PTDSS2,PE(14:1),PS(34:0),81490
7,PE,PS,1.0505928624374623,0.302124838375184,1.031887465851353,PTDSS2,PE(18:4),PS(38:4),81490
7,PE,PS,1.050651117320733,0.3040230604200157,1.027844328847336,PTDSS2,PE(42:3),PS(28:2),81490
7,PE,PS,1.0556686709583163,0.3043882896823557,1.027068330897244,PTDSS2,PE(40:0) ,PS(26:1),81490
7,PE,PS,1.0602735122840323,0.2978629015592401,1.0410272496433064,PTDSS2,PE(18:4),PS(38:3),81490
7,PE,PS,1.0645762879263734,0.2960793453511773,1.0448780293285667,PTDSS2,PE(14:1),PS(38:1),81490
7,PE,PS,1.080020186559298,0.2890542765838475,1.0601985589222345,PTDSS2,PE(18:3),PS(42:4),81490
7,PE,PS,1.0998530677193956,0.28121280599188386,1.0775988716435703,PTDSS2,PE(21:0),PS(36:0),81490
7,PE,PS,1.1006961357192533,0.2802372756100959,1.079786474343846,PTDSS2,PE(18:4),PS(30:4),81490
7,PE,PS,1.112959366737145,0.2749388704219365,1.0917593961628906,PTDSS2,PE(18:4),PS(36:2),81490
7,PE,PS,1.113234111566985,0.2792679801395239,1.0819652254606233,PTDSS2,PE(40:0) ,PS(28:1),81490
7,PE,PS,1.1503297892024182,0.2594504445410061,1.1276909889837687,PTDSS2,PE(18:4),PS(42:10),81490
7,PE,PS,1.152604252042205,0.2585916157897922,1.1297261951278559,PTDSS2,PE(18:4),PS(44:4),81490
7,PE,PS,1.154864736326136,0.2577151341285531,1.131808070188133,PTDSS2,PE(18:4),PS(44:5),81490
7,PE,PS,1.1576937873503668,0.2566269212176335,1.1343997086975226,PTDSS2,PE(18:4),PS(40:3),81490
7,PE,PS,1.1643318532608966,0.25789373206724564,1.1313834551514153,PTDSS2,PE(20:3),PS(32:2),81490
7,PE,PS,1.1755363974463542,0.2495360437975755,1.151477020214773,PTDSS2,PE(18:4),PS(42:5),81490
7,PE,PS,1.1826516297831007,0.24661231667940864,1.158617048095024,PTDSS2,PE(18:4),PS(34:5),81490
7,PE,PS,1.198956994967718,0.2408536703974854,1.1728557166857327,PTDSS2,PE(40:0) ,PS(24:0),81490
7,PE,PS,1.208815339817677,0.2365576013151402,1.1836349445934276,PTDSS2,PE(18:4),PS(36:5),81490
7,PE,PS,1.2089984908158382,0.23647069327667614,1.1838544260222696,PTDSS2,PE(18:4),PS(34:5)_2,81490
7,PE,PS,1.2121800347290883,0.23849907384605154,1.1787466497957086,PTDSS2,PE(20:3),PS(38:7),81490
7,PE,PS,1.2149618082670794,0.23420131889291243,1.1896059176336633,PTDSS2,PE(18:4),PS(36:0),81490
7,PE,PS,1.2282013602159678,0.23267835012553356,1.1934878950627246,PTDSS2,PE(40:0) ,PS(26:0),81490
7,PE,PS,1.2424612986637067,0.2297293315129067,1.20105638104943,PTDSS2,PE(20:4),PS(42:3),81490
7,PE,PS,1.2459033018472336,0.22299080273233776,1.2186138159096487,PTDSS2,PE(18:4),PS(36:6),81490
7,PE,PS,1.253441617107693,0.22564759784671473,1.2116468362555668,PTDSS2,PE(20:4),PS(42:0),81490
7,PE,PS,1.2704004267883011,0.21421295595618062,1.2420639830318712,PTDSS2,PE(18:4),PS(38:5),81490
7,PE,PS,1.2792903411465306,0.21338373979975608,1.2443147628268492,PTDSS2,PE(14:1),PS(28:2),81490
7,PE,PS,1.2796576567826092,0.210947260499134,1.250964963487731,PTDSS2,PE(18:4),PS(36:3),81490
7,PE,PS,1.282401470669293,0.21000838015058054,1.253542395610741,PTDSS2,PE(18:4),PS(32:3),81490
7,PE,PS,1.2903890036104773,0.20720599095359116,1.2612855347496692,PTDSS2,PE(21:0),PS(38:0),81490
7,PE,PS,1.2977591052540178,0.20477413835944558,1.2680666825887044,PTDSS2,PE(18:4),PS(38:8),81490
7,PE,PS,1.3001902787346908,0.20402474748186897,1.2701681296197842,PTDSS2,PE(18:4),PS(42:9),81490
7,PE,PS,1.314430774865247,0.20496879838986803,1.2675217309666873,PTDSS2,PE(20:4),PS(40:0) ,81490
7,PE,PS,1.3227925137383392,0.1964713856755929,1.291670188494499,PTDSS2,PE(21:0),PS(38:1),81490
7,PE,PS,1.3314860941217326,0.19949042186738017,1.2830047216686,PTDSS2,PE(20:4),PS(44:10),81490
7,PE,PS,1.33519467775723,0.19303397951148538,1.3016560808159683,PTDSS2,PE(18:4),PS(38:9),81490
7,PE,PS,1.357463336648192,0.1853243911367849,1.3245381214193506,PTDSS2,PE(18:4),PS(36:4),81490
7,PE,PS,1.3579516140455876,0.185322273035293,1.3245445036416634,PTDSS2,PE(18:4),PS(34:3),81490
7,PE,PS,1.3589114966051883,0.1906502273890407,1.3086579919350187,PTDSS2,PE(20:4),PS(40:5),81490
7,PE,PS,1.364121691766657,0.18402008636975256,1.3284784856135425,PTDSS2,PE(18:4),PS(36:8),81490
7,PE,PS,1.3668570707789114,0.18828559980240173,1.3156677001995443,PTDSS2,PE(20:4),PS(42:10),81490
7,PE,PS,1.373103599896101,0.18637712700563888,1.3213726914172508,PTDSS2,PE(20:4),PS(44:4),81490
7,PE,PS,1.37565380296877,0.18560948170332844,1.3236795839165352,PTDSS2,PE(20:4),PS(44:5),81490
7,PE,PS,1.3759724604617483,0.1801319095235446,1.3403489954028953,PTDSS2,PE(18:4),PS(40:9),81490
7,PE,PS,1.380923887763749,0.18399724797123887,1.328547665358239,PTDSS2,PE(20:4),PS(38:3),81490
7,PE,PS,1.3819278891105626,0.17771507283535412,1.3478237635686057,PTDSS2,PE(18:4),PS(34:4),81490
7,PE,PS,1.38214181268395,0.18366783043358567,1.3295462113978267,PTDSS2,PE(20:4),PS(34:3),81490
7,PE,PS,1.384535600333217,0.1829502718214795,1.3317259102322914,PTDSS2,PE(20:4),PS(42:8),81490
7,PE,PS,1.388900754379669,0.18155054269362597,1.3359961163612308,PTDSS2,PE(20:4),PS(38:4),81490
7,PE,PS,1.3897876955073651,0.18125540424887757,1.336899621980895,PTDSS2,PE(20:4),PS(32:4),81490
7,PE,PS,1.3959988144629458,0.17950947911472345,1.3422668770537767,PTDSS2,PE(20:4),PS(32:3),81490
7,PE,PS,1.3968687972800613,0.179201024636761,1.3432191436097616,PTDSS2,PE(20:4),PS(34:5)_2,81490
7,PE,PS,1.3974790677801379,0.17906840662909543,1.3436289391272371,PTDSS2,PE(20:4),PS(36:4),81490
7,PE,PS,1.3991232902418584,0.1785949734582186,1.3450937123777074,PTDSS2,PE(20:4),PS(42:9),81490
7,PE,PS,1.4014199406007097,0.17787432447633097,1.3473289119604224,PTDSS2,PE(20:4),PS(42:5),81490
7,PE,PS,1.401802402320168,0.17780086838352147,1.34755712522119,PTDSS2,PE(20:4),PS(36:3),81490
7,PE,PS,1.4028889746885773,0.17747303930272837,1.3485764806227512,PTDSS2,PE(20:4),PS(34:4),81490
7,PE,PS,1.4048558406850375,0.17698185457598117,1.3501064036726593,PTDSS2,PE(20:4),PS(40:9),81490
7,PE,PS,1.405158997272905,0.17678793115540142,1.3507112997772592,PTDSS2,PE(20:4),PS(40:1),81490
7,PE,PS,1.4083325489401863,0.1758434974799263,1.3536643162154358,PTDSS2,PE(20:4),PS(36:5),81490
7,PE,PS,1.4108134075768306,0.17515088022372474,1.3558374895390806,PTDSS2,PE(20:4),PS(40:3),81490
7,PE,PS,1.4116161497647315,0.17066558898140705,1.3700682781296014,PTDSS2,PE(18:4),PS(38:7),81490
7,PE,PS,1.412444356754617,0.17465686157003452,1.3573914560165772,PTDSS2,PE(20:4),PS(38:5),81490
7,PE,PS,1.4167574678420087,0.17331255638618287,1.3616367339490225,PTDSS2,PE(20:4),PS(40:4),81490
7,PE,PS,1.4197786684380016,0.16703782814665624,1.3817846677221572,PTDSS2,PE(18:4),PS(38:0),81490
7,PE,PS,1.424514250909212,0.17116709629752314,1.3684633185234518,PTDSS2,PE(20:4),PS(34:5),81490
7,PE,PS,1.4272511092842035,0.17045023718107105,1.3707585467088854,PTDSS2,PE(20:4),PS(38:6),81490
7,PE,PS,1.4297868758723986,0.1697770673742104,1.3729204853580264,PTDSS2,PE(20:4),PS(38:0),81490
7,PE,PS,1.4323791925194527,0.16310145974874832,1.3947161270072717,PTDSS2,PE(18:4),PS(38:1),81490
7,PE,PS,1.4356301638323885,0.16817536713417014,1.378090438952163,PTDSS2,PE(20:5),PS(32:5),81490
7,PE,PS,1.4431115058151989,0.16001829176558124,1.4050100433950865,PTDSS2,PE(18:4),PS(40:8),81490
7,PE,PS,1.4507887477822914,0.15799883940117906,1.4118340182163451,PTDSS2,PE(18:4),PS(36:7),81490
7,PE,PS,1.459522001630994,0.16140475004551075,1.4003626455125588,PTDSS2,PE(20:4),PS(38:8),81490
7,PE,PS,1.478344742399737,0.1565046058899119,1.4169258566433027,PTDSS2,PE(20:4),PS(42:4),81490
7,PE,PS,1.4927281977650653,0.1526409998717387,1.4302649170443764,PTDSS2,PE(20:4),PS(38:1),81490
7,PE,PS,1.4987017640226863,0.15105453147017353,1.4358166122909723,PTDSS2,PE(20:4),PS(40:8),81490
7,PE,PS,1.5028218977645262,0.15014429742953997,1.4390219725272946,PTDSS2,PE(20:4),PS(38:7),81490
7,PE,PS,1.507447880548777,0.1489130781895236,1.4433813380998557,PTDSS2,PE(20:4),PS(38:2),81490
7,PE,PS,1.5187630748151806,0.1459379026059482,1.454030311588753,PTDSS2,PE(20:4),PS(40:7),81490
7,PE,PS,1.529829337489127,0.13851007520676337,1.4813622249068266,PTDSS2,PE(18:4),PS(42:4),81490
7,PE,PS,1.564537676558621,0.13371812364088226,1.4995997070151117,PTDSS2,PE(20:4),PS(32:5),81490
7,PE,PS,1.7034410264438085,0.10565382800693139,1.6180406941418513,PTDSS2,PE(20:5),PS(40:2),81490
7,PE,PS,1.726826479623206,0.10124192652655858,1.63886236849324,PTDSS2,PE(20:5),PS(42:0),81490
7,PE,PS,1.7307221512856588,0.10058601562560533,1.642019245817069,PTDSS2,PE(20:5),PS(34:6),81490
7,PE,PS,1.791405215065243,0.09003425277385935,1.6952170546713474,PTDSS2,PE(20:5),PS(40:1),81490
7,PE,PS,1.7950141293074247,0.08944854039130071,1.6983138588971007,PTDSS2,PE(20:5),PS(40:9),81490
7,PE,PS,1.8026850422382386,0.08818659080272004,1.7050420039759027,PTDSS2,PE(20:5),PS(40:8),81490
7,PE,PS,1.8028514923496683,0.08815445158020199,1.7052143664356811,PTDSS2,PE(20:5),PS(42:5),81490
7,PE,PS,1.8038476786307185,0.08799775099528483,1.7060554772546364,PTDSS2,PE(20:5),PS(42:9),81490
7,PE,PS,1.8101019611098894,0.08697131598507309,1.7115950781403324,PTDSS2,PE(20:5),PS(40:5),81490
7,PE,PS,1.810113250942208,0.08697912486963627,1.7115527354373434,PTDSS2,PE(20:5),PS(38:4),81490
7,PE,PS,1.8104780936200084,0.0869154737886126,1.7118979649635093,PTDSS2,PE(20:5),PS(40:4),81490
7,PE,PS,1.8118673762588753,0.08670573178749778,1.713037005898021,PTDSS2,PE(20:5),PS(38:6),81490
7,PE,PS,1.8119093312035424,0.08669109002647529,1.7131166035990866,PTDSS2,PE(20:5),PS(36:6),81490
7,PE,PS,1.8142604664666226,0.08632113726079241,1.7151314070260701,PTDSS2,PE(20:5),PS(38:8),81490
7,PE,PS,1.819529200573127,0.08549272333614444,1.7196684642327362,PTDSS2,PE(20:5),PS(38:2),81490
7,PE,PS,1.8231418021267725,0.08491378763557303,1.7228603191046017,PTDSS2,PE(20:5),PS(34:4),81490
7,PE,PS,1.8253205331755797,0.08457166815256764,1.7247548136709623,PTDSS2,PE(20:5),PS(36:4),81490
7,PE,PS,1.8264842818488156,0.08438400790632532,1.7257966212507196,PTDSS2,PE(20:5),PS(32:4),81490
7,PE,PS,1.8277761676580762,0.08418529029594483,1.726901860246107,PTDSS2,PE(20:5),PS(38:3),81490
7,PE,PS,1.8316121250251842,0.08359555262954939,1.7301943771209025,PTDSS2,PE(20:5),PS(42:6),81490
7,PE,PS,1.8318108825377486,0.08355692755903908,1.7304106771196486,PTDSS2,PE(20:5),PS(44:5),81490
7,PE,PS,1.8324266010916117,0.08346267638052708,1.730938822826144,PTDSS2,PE(20:5),PS(44:0),81490
7,PE,PS,1.8333074540640366,0.08332241269648044,1.7317256991669008,PTDSS2,PE(20:5),PS(36:5),81490
7,PE,PS,1.8336321241868774,0.08327504907094564,1.7319916504436328,PTDSS2,PE(20:5),PS(44:6),81490
7,PE,PS,1.8341696579114037,0.08320560270616556,1.7323818200402354,PTDSS2,PE(20:5),PS(42:4),81490
7,PE,PS,1.8352408201923802,0.08302586254215735,1.7333928782810317,PTDSS2,PE(20:5),PS(38:5),81490
7,PE,PS,1.8354226758781274,0.08299426021725863,1.73357082812023,PTDSS2,PE(20:5),PS(34:5)_2,81490
7,PE,PS,1.8368506335580979,0.08277660155782761,1.7347979380305882,PTDSS2,PE(20:5),PS(34:5),81490
7,PE,PS,1.837096787509841,0.08274980119116869,1.7349492131377777,PTDSS2,PE(20:5),PS(38:9),81490
7,PE,PS,1.8383062719205259,0.08255481613669441,1.736051006519672,PTDSS2,PE(20:5),PS(44:4),81490
7,PE,PS,1.8408078953817204,0.08216842079709272,1.738240640763833,PTDSS2,PE(20:5),PS(44:10),81490
7,PE,PS,1.847301314664818,0.08119091204735324,1.7438175338449589,PTDSS2,PE(20:5),PS(38:1),81490
7,PE,PS,1.8576418457460264,0.07962642797414997,1.7528577465662931,PTDSS2,PE(20:5),PS(42:10),81490
7,PE,PS,1.8631556942150813,0.0788324782042338,1.7575008434744204,PTDSS2,PE(20:5),PS(38:7),81490
7,PE,PS,1.879722943151813,0.07638437269722637,1.7720613568768286,PTDSS2,PE(20:5),PS(42:11),81490
7,PE,PS,1.9018130995095697,0.07328029683228267,1.79108100515934,PTDSS2,PE(20:5),PS(40:0) ,81490
8,PE,PC,-2.4181978878751966,0.022244149657260435,2.2861728291111536,PEMT,PE(18:0),PC(42:0),10400
8,PE,PC,-2.3764011960724103,0.024676749804905033,2.2464257610378153,PEMT,PE(28:0),PC(42:0),10400
8,PE,PC,-2.2285111818899126,0.034879407011752676,2.109755665515446,PEMT,PE(28:1),PC(42:0),10400
8,PE,PC,-1.9055113443084244,0.06749441123930967,1.8283675289400043,PEMT,PE(28:2),PC(42:2),10400
8,PE,PC,-1.8789760788797387,0.07134088507303471,1.8033014498276663,PEMT,PE(28:2),PC(42:1),10400
8,PE,PC,-1.8748622528479535,0.07150284445649631,1.8022705827524328,PEMT,PE(28:2),PC(42:3),10400
8,PE,PC,-1.7596551164271683,0.08971797601160639,1.6968872656964082,PEMT,PE(30:4),PC(42:5),10400
8,PE,PC,-1.7490173616307474,0.1034578989914283,1.628315997989223,PEMT,PE(20:0),PC(42:0),10400
8,PE,PC,-1.7461133301569258,0.09210228832364983,1.684410886486389,PEMT,PE(30:4),PC(42:3),10400
