Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Genotype,Dilution Factor,Sex2,Sex,Brain Region,method_type,Blank Subtraction
PI (44:3),990.7,713.7,6118.840393066406,990.7 -> 713.7,PI,PI_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,611.1999588012695
PI (44:3),990.7,713.7,6058.800491333008,990.7 -> 713.7,PI,PI_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (44:2),992.7,715.7,4741.180328369141,992.7 -> 715.7,PI,PI_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (44:2),992.7,715.7,5494.480373382568,992.7 -> 715.7,PI,PI_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (44:1),994.7,717.7,5556.5803871154785,994.7 -> 717.7,PI,PI_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (44:1),994.7,717.7,4563.460311889648,994.7 -> 717.7,PI,PI_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
PI (44:0),996.7,719.7,5781.740432739258,996.7 -> 719.7,PI,PI_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,560.6800956726074
PI (44:0),996.7,719.7,5382.040370941162,996.7 -> 719.7,PI,PI_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PI,0.0
Lyso_PS(12:0) | PS (12:0),442.2,257.2,28853.542114257812,442.2 -> 257.2,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,880.3600769042969
Lyso_PS(13:0) | PS (12:0),456.2,271.2,31529.702178955078,456.2 -> 271.2,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,769.4801025390625
Lyso_PS(14:1) | PS (14:1),468.2,283.2,285210.34033203125,468.2 -> 283.2,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,14.5
PSp (16:0),482.3,297.3,62645.464904785156,482.3 -> 297.3,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,9276.640747070312
Lyso_PS(15:0) | PSo (16:0),484.3,299.3,160264.59155273438,484.3 -> 299.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,3365.560791015625
Lyso_PS(16:1) | PS (16:1),496.3,311.3,1966.4201393127441,496.3 -> 311.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
Lyso_PS(17:2),508.3,323.3,32494.982391357422,508.3 -> 323.3,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
Lyso_PS(17:1) | PSp (18:0),510.3,325.3,28641.74201965332,510.3 -> 325.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
Lyso_PS(17:0) | PSo (18:0),512.3,327.3,252323.71630859375,512.3 -> 327.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,7546.87890625
Lyso_PS(18:4),518.3,333.2,27396.241989135742,518.3 -> 333.2,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,690.6801605224609
Lyso_PS(18:3) | PS (18:3),520.3,335.3,29299.362106323242,520.3 -> 335.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
Lyso_PS(18:2) | PS (18:2),522.3,337.3,28187.1220703125,522.3 -> 337.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
Lyso_PS(18:1) | PS (18:1),524.3,339.3,33826.08264160156,524.3 -> 339.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSp (20:0),538.4,353.3,31108.362030029297,538.4 -> 353.3,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2180.839813232422
PSo (20:0),540.4,355.4,73208.18524169922,540.4 -> 355.4,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,10358.02084350586
Lyso_PS(20:5) | PS (20:5),544.3,359.3,51934.86364746094,544.3 -> 359.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,8704.860717773438
Lyso_PS(20:4) | PS (20:4),546.3,361.3,30446.962036132812,546.3 -> 361.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1245.619873046875
Lyso_PS(20:3) | PS (20:3),548.3,363.3,40881.98254394531,548.3 -> 363.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,14155.000701904297
Lyso_PS(20:2) | PS (20:2),550.3,365.3,31362.68212890625,550.3 -> 365.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,4989.120254516602
Lyso_PS(20:1) | PS (20:1),552.3,367.3,54855.14404296875,552.3 -> 367.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1787.2005004882812
Lyso_PS(20:0) | PS (20:0),554.3,369.3,32216.54214477539,554.3 -> 369.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
Lyso_PS(21:0),568.4,383.4,80485.32604980469,568.4 -> 383.4,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,390.920166015625
Lyso_PS(22:6) | PS (22:6),570.3,385.3,41105.7428894043,570.3 -> 385.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1109.380126953125
Lyso_PS(22:4) | PS (22:4),574.3,389.3,31029.922485351562,574.3 -> 389.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,90.08033752441406
Lyso_PS(22:2) | PS (22:2),578.3,393.3,27666.122039794922,578.3 -> 393.3,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2283.8604278564453
Lyso_PS(22:1) | PS (22:1),580.4,395.4,23900.921630859375,580.4 -> 395.4,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,290.76002502441406
Lyso_PS(22:0 | PS (22:0),582.4,397.4,40468.043060302734,582.4 -> 397.4,PS | PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,73.88021850585938
PS (24:0),624.4,439.4,176115.37280273438,624.4 -> 439.4,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,6446.019775390625
PS (26:1),650.4,465.4,44009.8430480957,650.4 -> 465.4,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,802.4601440429688
PS (26:0),652.4,467.4,143331.13012695312,652.4 -> 467.4,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSp (28:0),664.5,479.5,22159.60157775879,664.5 -> 479.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (28:0),666.5,481.5,29402.44219970703,666.5 -> 481.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,547.4002075195312
PS (28:2),676.4,491.4,25159.121627807617,676.4 -> 491.4,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSp (30:1),690.5,505.5,27543.941833496094,690.5 -> 505.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (30:1),692.5,507.5,27858.022064208984,692.5 -> 507.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,4218.000534057617
PSo (30:0),694.5,509.5,35602.862548828125,694.5 -> 509.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,4617.58056640625
PS (30:4),700.4,515.4,28367.74203491211,700.4 -> 515.4,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1158.9601745605469
PS (30:3),702.4,517.4,30171.582092285156,702.4 -> 517.4,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,825.780029296875
PS (30:1),706.5,521.5,31043.802368164062,706.5 -> 521.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,861.2203674316406
PS (30:0),708.5,523.5,79168.10559082031,708.5 -> 523.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,4002.9801025390625
PSp (32:1),718.5,533.5,25333.641998291016,718.5 -> 533.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (32:1),720.5,535.5,95350.32666015625,720.5 -> 535.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1944.919921875
PSo (32:0),722.5,537.5,50568.16326904297,722.5 -> 537.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,6608.800262451172
PS (32:5),726.4,541.4,30107.64208984375,726.4 -> 541.4,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,863.6799926757812
PS (32:3),730.5,545.5,27407.141967773438,730.5 -> 545.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PS (32:2),732.5,547.5,79385.1455078125,732.5 -> 547.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1944.3797607421875
PS (32:1),734.5,549.5,48414.023529052734,734.5 -> 549.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,3690.12060546875
PS (32:0),736.5,551.5,74057.42565917969,736.5 -> 551.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSp (34:4),740.5,555.5,27217.56185913086,740.5 -> 555.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,382.63995361328125
PSo (34:4),742.5,557.5,28945.921981811523,742.5 -> 557.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,744.5800018310547
PSo (34:2),744.5,559.5,29158.562103271484,744.5 -> 559.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,564.7802124023438
PSo (34:2),746.5,561.5,30717.20230102539,746.5 -> 561.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (34:1),748.5,563.5,31932.002319335938,748.5 -> 563.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (34:0),750.6,565.6,45922.343200683594,750.6 -> 565.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PS (34:5),754.5,569.5,60479.904052734375,754.5 -> 569.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PS (34:4),756.5,571.5,123323.8681640625,756.5 -> 571.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PS (34:3),758.5,573.5,37428.342346191406,758.5 -> 573.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2420.119857788086
PS (34:2),760.5,575.5,46007.14306640625,760.5 -> 575.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,6333.860076904297
PSp (36:5),766.5,581.5,35516.042388916016,766.5 -> 581.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,112.88009643554688
PSo (36:5),768.5,583.5,54250.404052734375,768.5 -> 583.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,5785.0806884765625
PSo (36:4),770.5,585.5,31704.942291259766,770.5 -> 585.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,3186.4402465820312
PSo (36:3),772.5,587.5,29502.26203918457,772.5 -> 587.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2587.980270385742
PSo (36:2),774.6,589.6,33453.402435302734,774.6 -> 589.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2853.2801818847656
PS (36:8),776.6,591.6,52756.623962402344,776.6 -> 591.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2413.5402221679688
PS (36:6),780.5,595.5,31296.782272338867,780.5 -> 595.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,107.58013916015625
PS (36:5),782.5,597.5,34780.48239135742,782.5 -> 597.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PS (36:4),784.5,599.5,40786.442932128906,784.5 -> 599.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,5660.200286865234
PS (36:1),790.6,605.6,42360.24298095703,790.6 -> 605.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2501.780303955078
PS (36:0),792.6,607.6,43572.522857666016,792.6 -> 607.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1089.5597229003906
PSo (38:6),794.5,609.5,52644.4836730957,794.5 -> 609.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (38:5),796.5,611.5,34792.88212585449,796.5 -> 611.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2326.879623413086
PSo (38:4),798.6,613.6,32220.122161865234,798.6 -> 613.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1385.3600769042969
PSo (38:3),800.6,615.6,34096.442138671875,800.6 -> 615.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1293.9396057128906
PSo (38:2),802.6,617.6,35728.10238647461,802.6 -> 617.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (38:3),804.6,619.6,33338.60250854492,804.6 -> 619.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (38:0),806.6,621.6,37080.90238952637,806.6 -> 621.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,4382.439987182617
PS (38:6),808.5,623.5,33992.862548828125,808.5 -> 623.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2175.220245361328
PS (38:5),810.5,625.5,35877.02249145508,810.5 -> 625.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,977.3201904296875
PS (38:4),812.5,627.5,39969.34259033203,812.5 -> 627.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,3704.5801696777344
PS (38:3),814.6,629.6,32029.402587890625,814.6 -> 629.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1994.7604370117188
PS (38:2),816.6,631.6,35886.10235595703,816.6 -> 631.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,4082.4800415039062
PS (38:1),818.6,633.6,35401.402252197266,818.6 -> 633.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PS (38:0),820.6,635.6,43725.203125,820.6 -> 635.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1309.8598937988281
PSo (40:6),822.6,637.6,34703.32241821289,822.6 -> 637.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2211.080108642578
PSo (40:5),824.6,639.6,32056.722290039062,824.6 -> 639.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (40:4),826.6,641.6,34554.24255371094,826.6 -> 641.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2608.9205017089844
PSp (40:2),828.6,643.6,35880.982513427734,828.6 -> 643.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (40:2),830.6,645.6,46886.06335449219,830.6 -> 645.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (40:1),832.6,647.6,33863.9026184082,832.6 -> 647.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1700.7604064941406
PSo (40:0),834.7,649.7,34399.9225769043,834.7 -> 649.7,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,4241.840240478516
PSo (40:6),836.5,651.5,34671.88247680664,836.5 -> 651.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,5932.740478515625
PS (40:5),838.6,653.6,32820.222259521484,838.6 -> 653.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,3330.5001831054688
PS (40:4),840.6,655.6,33779.442321777344,840.6 -> 655.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PS (40:3),842.6,657.6,37398.422790527344,842.6 -> 657.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PS (40:2),844.6,659.6,37461.24267578125,844.6 -> 659.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (42:6),850.6,665.6,28673.421997070312,850.6 -> 665.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSp (42:4),852.6,667.6,28221.021911621094,852.6 -> 667.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSo (42:4),854.6,669.6,27560.74200439453,854.6 -> 669.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,0.0
PSp (42:2),856.6,671.6,31787.762176513672,856.6 -> 671.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2691.880126953125
PSo (42:2),858.7,673.7,35943.76251220703,858.7 -> 673.7,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,744.5798645019531
PSo (42:1),860.7,675.7,31283.76190185547,860.7 -> 675.7,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2373.279739379883
PS (42:6),864.6,679.6,33654.62255859375,864.6 -> 679.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,1401.7003479003906
PS (42:5),866.6,681.6,27745.14193725586,866.6 -> 681.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,453.2800598144531
PS (42:4),868.6,683.6,27812.461975097656,868.6 -> 683.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,832.9600830078125
PS (42:3),870.6,685.6,47902.883361816406,870.6 -> 685.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,3025.160400390625
PS (42:2),872.6,687.6,39118.24278259277,872.6 -> 687.6,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,7565.600601196289
PS (42:0),876.7,691.7,31091.582092285156,876.7 -> 691.7,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,3060.439910888672
PS (44:10),884.5,699.5,30520.942184448242,884.5 -> 699.5,PS,PS_FAD131-5xFAD-M2liver_033123_r006,FAD131-5xFAD-M2liver,FAD131,TEST,5xFAD,Test,Male,Male,Liver,PS,2897.4202270507812
