Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Genotype,Sex,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
[TG(62:10)|TG(61:3)]_FA16:1,1000.9,729.6,14493.44091796875,1000.9 -> 729.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,2262.6200256347656,TG,TG,10,(62:10),16:1
[TG(62:9)|TG(61:2)]_FA16:1,1002.9,731.6,15758.02114868164,1002.9 -> 731.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,3463.900360107422,TG,TG,9,(62:9),16:1
[TG(62:8)|TG(61:1)]_FA16:1,1005.0,733.7,14318.060943603516,1005.0 -> 733.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,8,(62:8),16:1
[TG(62:7)|TG(61:0)]_FA16:1,1007.0,735.7,13470.500953674316,1007.0 -> 735.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,7,(62:7),16:1
[TG(63:13)|TG(62:6)]_FA16:1,1008.9,737.6,12424.00089263916,1008.9 -> 737.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,1105.3001556396484,TG,TG,13,(63:13),16:1
[TG(63:12)|TG(62:5)]_FA16:1,1010.9,739.6,12049.480758666992,1010.9 -> 739.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,12,(63:12),16:1
[TG(63:11)|TG(62:4)]_FA16:1,1012.9,741.6,12177.36083984375,1012.9 -> 741.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,11,(63:11),16:1
[TG(64:17)|TG(63:10)|TG(62:3)]_FA16:1,1014.9,743.6,13410.480979919434,1014.9 -> 743.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,648.4601516723633,TG,TG,17,(64:17),16:1
[TG(64:16)|TG(63:9)|TG(62:2)]_FA16:1,1017.0,745.7,13086.040924072266,1017.0 -> 745.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,16,(64:16),16:1
[TG(64:15)|TG(63:8)|TG(62:1)]_FA16:1,1019.0,747.7,12207.160865783691,1019.0 -> 747.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,315.4200210571289,TG,TG,15,(64:15),16:1
[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:1,1021.0,749.7,12987.400909423828,1021.0 -> 749.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,1736.740135192871,TG,TG,14,(64:14),16:1
[TG(64:13)|TG(63:6)]_FA16:1,1022.9,751.6,10110.380767822266,1022.9 -> 751.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,13,(64:13),16:1
[TG(64:12)|TG(63:5)]_FA16:1,1024.9,753.6,10195.980766296387,1024.9 -> 753.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,12,(64:12),16:1
[TG(64:11)|TG(63:4)]_FA16:1,1026.9,755.6,14249.720947265625,1026.9 -> 755.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,11,(64:11),16:1
[TG(64:10)|TG(63:3)]_FA16:1,1029.0,757.7,12669.160934448242,1029.0 -> 757.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,10,(64:10),16:1
[TG(64:9)|TG(63:2)]_FA16:1,1031.0,759.7,12112.32080078125,1031.0 -> 759.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,9,(64:9),16:1
[TG(64:8)|TG(63:1)]_FA16:1,1033.0,761.7,11891.760887145996,1033.0 -> 761.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,268.3801040649414,TG,TG,8,(64:8),16:1
[TG(64:7)|TG(63:0)]_FA16:1,1035.0,763.7,9521.560707092285,1035.0 -> 763.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,7,(64:7),16:1
[TG(64:6)]_FA16:1,1036.9,765.6,13246.760971069336,1036.9 -> 765.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,2493.70027923584,TG,TG,6,(64:6),16:1
[TG(65:12)|TG(64:5)]_FA16:1,1038.9,767.6,11798.940979003906,1038.9 -> 767.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,942.7802124023438,TG,TG,12,(65:12),16:1
[TG(66:18)|TG(65:11)|TG(64:4)]_FA16:1,1041.0,769.7,10922.04080581665,1041.0 -> 769.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,872.2600593566895,TG,TG,18,(66:18),16:1
[TG(66:17)|TG(65:10)|TG(64:3)]_FA16:1,1043.0,771.7,12490.760879516602,1043.0 -> 771.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,1687.3402481079102,TG,TG,17,(66:17),16:1
[TG(66:16)|TG(65:9)|TG(64:2)]_FA16:1,1045.0,773.7,11662.680763244629,1045.0 -> 773.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,16,(66:16),16:1
[TG(66:15)|TG(65:8)|TG(64:1)]_FA16:1,1047.0,775.7,10962.060775756836,1047.0 -> 775.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,15,(66:15),16:1
[TG(66:14)|TG(65:7)|TG(64:0)]_FA16:1,1049.0,777.7,11250.360786437988,1049.0 -> 777.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,14,(66:14),16:1
[TG(66:13)|TG(65:6)]_FA16:1,1050.9,779.6,11769.060829162598,1050.9 -> 779.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,779.3801727294922,TG,TG,13,(66:13),16:1
[TG(66:12)|TG(65:5)]_FA16:1,1053.0,781.7,12105.58088684082,1053.0 -> 781.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,1722.800163269043,TG,TG,12,(66:12),16:1
[TG(66:11)|TG(65:4)]_FA16:1,1055.0,783.7,10989.160858154297,1055.0 -> 783.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,1738.0201568603516,TG,TG,11,(66:11),16:1
[TG(66:10)|TG(65:3)]_FA16:1,1057.0,785.7,13157.620895385742,1057.0 -> 785.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,10,(66:10),16:1
[TG(66:9)|TG(65:2)]_FA16:1,1059.0,787.7,10920.500804901123,1059.0 -> 787.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,1.8999977111816406,TG,TG,9,(66:9),16:1
[TG(66:8)|TG(65:1)]_FA16:1,1061.0,789.7,13369.040939331055,1061.0 -> 789.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,2534.1001892089844,TG,TG,8,(66:8),16:1
[TG(66:7)]_FA16:1,1062.9,791.6,23860.321697235107,1062.9 -> 791.6,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,11762.340755462646,TG,TG,7,(66:7),16:1
[TG(66:6)]_FA16:1,1065.0,793.7,285158.3516616821,1065.0 -> 793.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,273571.8308105469,TG,TG,6,(66:6),16:1
[TG(66:5)]_FA16:1,1067.0,795.7,55488.22319030762,1067.0 -> 795.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,46703.84257507324,TG,TG,5,(66:5),16:1
[TG(66:4)]_FA16:1,1069.0,797.7,12208.240940093994,1069.0 -> 797.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,1929.7201957702637,TG,TG,4,(66:4),16:1
[TG(66:3)]_FA16:1,1071.0,799.7,26880.961795806885,1071.0 -> 799.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,3,(66:3),16:1
[TG(66:2)]_FA16:1,1073.0,801.7,20893.161777496338,1073.0 -> 801.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,2451.680332183838,TG,TG,2,(66:2),16:1
[TG(66:1)]_FA16:1,1075.0,803.7,12409.260780334473,1075.0 -> 803.7,TAG,TAG161_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG161,0.0,TG,TG,1,(66:1),16:1
[TG(37:0)]_FA18:0,670.6,369.3,1579.220115661621,670.6 -> 369.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,108.68000030517578,TG,TG,0,(37:0),18:0
[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,682.6,381.3,27945.90203857422,682.6 -> 381.3,TAG | DAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,0.0,TG | DG | DG,TG | DG | DG,1 | 8 | 1,(38:1) | (40:8) | (39:1),18:0  | DG(40:8) | 18:0
[TG(38:0)]_FA18:0,684.6,383.3,113975.16821289062,684.6 -> 383.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,8699.260986328125,TG,TG,0,(38:0),18:0
[TG(39:1)]_FA18:0,696.6,395.3,25677.841888427734,696.6 -> 395.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,86.60031127929688,TG,TG,1,(39:1),18:0
[TG(39:0)]_FA18:0,698.6,397.3,51888.603942871094,698.6 -> 397.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1664.460205078125,TG,TG,0,(39:0),18:0
[TG(40:2)]_FA18:0,708.6,407.3,26889.621856689453,708.6 -> 407.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,3147.1800842285156,TG,TG,2,(40:2),18:0
[TG(40:1)]_FA18:0,710.6,409.3,54993.46398925781,710.6 -> 409.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,4334.72021484375,TG,TG,1,(40:1),18:0
[TG(40:0)]_FA18:0,712.6,411.3,80253.54504394531,712.6 -> 411.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,9183.080322265625,TG,TG,0,(40:0),18:0
[TG(41:2)]_FA18:0,722.6,421.3,18893.001220703125,722.6 -> 421.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,2801.2400970458984,TG,TG,2,(41:2),18:0
[TG(41:1)]_FA18:0,724.6,423.3,30538.482177734375,724.6 -> 423.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,2543.340057373047,TG,TG,1,(41:1),18:0
[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,726.7,425.4,38651.30285644531,726.7 -> 425.4,TAG | DAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,2774.6202697753906,TG | DG,TG | DG,0 | 0,(41:0) | (42:0),18:0  | 18:0
[TG(42:4)]_FA18:0,732.6,431.3,18064.38116455078,732.6 -> 431.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1454.5598754882812,TG,TG,4,(42:4),18:0
[TG(42:3)]_FA18:0,734.6,433.3,14921.321060180664,734.6 -> 433.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,0.0,TG,TG,3,(42:3),18:0
[TG(42:2)]_FA18:0,736.6,435.3,17827.541275024414,736.6 -> 435.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,444.7599334716797,TG,TG,2,(42:2),18:0
[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,738.7,437.4,74894.54504394531,738.7 -> 437.4,TAG | DAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,2886.4598388671875,TG | DG | DG,TG | DG | DG,1 | 8 | 1,(42:1) | (44:8) | (43:1),18:0  | DG(44:8) | 18:0
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,740.7,439.4,79162.865234375,740.7 -> 439.4,TAG | DAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,8592.140625,TG | DG | DG,TG | DG | DG,0 | 7 | 0,(42:0) | (44:7) | (43:0),18:0  | DG(44:7) | 18:0
[TG(43:4)]_FA18:0,746.6,445.3,16635.92105102539,746.6 -> 445.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1292.5399475097656,TG,TG,4,(43:4),18:0
[TG(43:3)]_FA18:0,748.6,447.3,16298.06103515625,748.6 -> 447.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,511.4600067138672,TG,TG,3,(43:3),18:0
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,750.7,449.4,15624.341049194336,750.7 -> 449.4,TAG | DAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,3105.7401580810547,TG | DG,TG | DG,2 | 2,(43:2) | (44:2),18:0  | 18:0
[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,752.7,451.4,21497.221588134766,752.7 -> 451.4,TAG | DAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,584.2401428222656,TG | DG,TG | DG,1 | 1,(43:1) | (44:1),18:0  | 18:0
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,754.7,453.4,34184.822265625,754.7 -> 453.4,TAG | DAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,5072.2001953125,TG | DG,TG | DG,0 | 0,(43:0) | (44:0),18:0  | 18:0
[TG(44:5)]_FA18:0,758.6,457.3,14547.680923461914,758.6 -> 457.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,820.259895324707,TG,TG,5,(44:5),18:0
[TG(44:4)]_FA18:0,760.6,459.3,21670.581512451172,760.6 -> 459.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,0.0,TG,TG,4,(44:4),18:0
[TG(44:3)]_FA18:0,762.7,461.4,14475.280960083008,762.7 -> 461.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,2754.120162963867,TG,TG,3,(44:3),18:0
[TG(44:2)]_FA18:0,764.7,463.4,17621.701263427734,764.7 -> 463.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,2744.1402130126953,TG,TG,2,(44:2),18:0
[TG(44:1)]_FA18:0,766.7,465.4,33092.12225341797,766.7 -> 465.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,4610.140197753906,TG,TG,1,(44:1),18:0
[TG(44:0)|TG(O-45:0)]_FA18:0,768.7,467.4,72747.36511230469,768.7 -> 467.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,7232.4407958984375,TG(O,TG(O,0,(44:0),18:0
[TG(45:5)]_FA18:0,772.6,471.3,14511.341033935547,772.6 -> 471.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1554.3801574707031,TG,TG,5,(45:5),18:0
[TG(45:4)]_FA18:0,774.7,473.4,15475.221076965332,774.7 -> 473.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1451.4202041625977,TG,TG,4,(45:4),18:0
[TG(45:3)]_FA18:0,776.7,475.4,18306.341369628906,776.7 -> 475.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,827.4402160644531,TG,TG,3,(45:3),18:0
[TG(45:2)]_FA18:0,778.7,477.4,18551.00148010254,778.7 -> 477.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,0.0,TG,TG,2,(45:2),18:0
[TG(45:1)]_FA18:0,780.7,479.4,20615.921493530273,780.7 -> 479.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1843.1600799560547,TG,TG,1,(45:1),18:0
[TG(45:0)]_FA18:0,782.7,481.4,32035.782165527344,782.7 -> 481.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,4774.860260009766,TG,TG,0,(45:0),18:0
[TG(46:6)]_FA18:0,784.6,483.3,34850.482360839844,784.6 -> 483.3,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1361.64013671875,TG,TG,6,(46:6),18:0
[TG(46:5)]_FA18:0,786.7,485.4,24062.98159790039,786.7 -> 485.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,5233.760223388672,TG,TG,5,(46:5),18:0
[TG(46:4)]_FA18:0,788.7,487.4,13145.540794372559,788.7 -> 487.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,123.05984497070312,TG,TG,4,(46:4),18:0
[TG(46:3)]_FA18:0,790.7,489.4,17663.16114807129,790.7 -> 489.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,3230.8601684570312,TG,TG,3,(46:3),18:0
[TG(46:2)]_FA18:0,792.7,491.4,22195.261444091797,792.7 -> 491.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,5249.080184936523,TG,TG,2,(46:2),18:0
[TG(46:1)]_FA18:0,794.7,493.4,41650.402893066406,794.7 -> 493.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,2263.9201049804688,TG,TG,1,(46:1),18:0
[TG(46:0)]_FA18:0,796.7,495.4,63544.444274902344,796.7 -> 495.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,10540.420593261719,TG,TG,0,(46:0),18:0
[TG(47:6)]_FA18:0,798.7,497.4,20822.12142944336,798.7 -> 497.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1240.0200805664062,TG,TG,6,(47:6),18:0
[TG(47:5)]_FA18:0,800.7,499.4,17856.901306152344,800.7 -> 499.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,3637.2002487182617,TG,TG,5,(47:5),18:0
[TG(47:4)]_FA18:0,802.7,501.4,13598.760925292969,802.7 -> 501.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1563.280029296875,TG,TG,4,(47:4),18:0
[TG(47:3)]_FA18:0,804.7,503.4,26200.402130126953,804.7 -> 503.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,4870.500518798828,TG,TG,3,(47:3),18:0
[TG(47:2)]_FA18:0,806.7,505.4,19920.22151184082,806.7 -> 505.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,5206.380508422852,TG,TG,2,(47:2),18:0
[TG(48:8)|TG(47:1)]_FA18:0,808.7,507.4,22634.20132446289,808.7 -> 507.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,0.0,TG,TG,8,(48:8),18:0
[TG(48:7)|TG(47:0)]_FA18:0,810.8,509.5,38694.462951660156,810.8 -> 509.5,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,6419.980773925781,TG,TG,7,(48:7),18:0
[TG(48:6)]_FA18:0,812.7,511.4,26429.58187866211,812.7 -> 511.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,2983.3001708984375,TG,TG,6,(48:6),18:0
[TG(48:5)]_FA18:0,814.7,513.4,15939.441192626953,814.7 -> 513.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,361.1800842285156,TG,TG,5,(48:5),18:0
[TG(48:4)]_FA18:0,816.7,515.4,13540.98095703125,816.7 -> 515.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,272.44007873535156,TG,TG,4,(48:4),18:0
[TG(48:3)]_FA18:0,818.7,517.4,20731.701263427734,818.7 -> 517.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,6245.160308837891,TG,TG,3,(48:3),18:0
[TG(48:2)]_FA18:0,820.7,519.4,38690.922134399414,820.7 -> 519.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,19779.82081604004,TG,TG,2,(48:2),18:0
[TG(49:8)|TG(48:1)]_FA18:0,822.8,521.5,150613.2896118164,822.8 -> 521.5,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,113512.84683227539,TG,TG,8,(49:8),18:0
[TG(49:7)|TG(48:0)]_FA18:0,824.8,523.5,262341.1348876953,824.8 -> 523.5,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,188252.6298828125,TG,TG,7,(49:7),18:0
[TG(49:6)]_FA18:0,826.7,525.4,34546.962341308594,826.7 -> 525.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,13202.480865478516,TG,TG,6,(49:6),18:0
[TG(49:5)]_FA18:0,828.7,527.4,17860.021270751953,828.7 -> 527.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,73.4400634765625,TG,TG,5,(49:5),18:0
[TG(49:4)]_FA18:0,830.7,529.4,18026.461395263672,830.7 -> 529.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,0.0,TG,TG,4,(49:4),18:0
[TG(49:3)]_FA18:0,832.7,531.4,16921.721076965332,832.7 -> 531.4,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,1874.9200057983398,TG,TG,3,(49:3),18:0
[TG(50:9)|TG(49:2)]_FA18:0,834.8,533.5,19590.681427001953,834.8 -> 533.5,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,5836.8404541015625,TG,TG,9,(50:9),18:0
[TG(50:8)|TG(49:1)]_FA18:0,836.8,535.5,58351.88363647461,836.8 -> 535.5,TAG,TAG180_FAD131-5xFAD-M1liver_033123_r009,FAD131-5xFAD-M1liver,FAD131,5xFAD,Male,TAG180,32854.80172729492,TG,TG,8,(50:8),18:0
