lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
Lyso_PI(22:6) | PI (22:6),-0.012215511886273688,7.326582871785105,6.77818938584096e-4,0.9792294569660535,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PI,75545.02505493164,88791.8857421875,87440.16510009766,80266.18502807617,119871.6668701172,115070.26837158205,110633.36917114258,113814.06787109376,69498.18405151367,71705.32556152344,69642.30505371094
Lyso_PI(22:6) | PI (22:6)_2,-0.00131788824847251,7.338437549309189,7.889446351327933e-6,0.9977588921641606,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PI,75985.60598754883,90237.086181640625,100554.4679260254,81945.04669189453,110091.80856323242,116981.24786376952,111898.06866455078,111104.3485107422,72770.78509521484,72113.3256225586,66985.02429199219
Lyso_PS(12:0) | PS (12:0),-0.3133706184656896,6.530346103892194,0.4451869798485859,0.5046294874031125,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,15442.441108703611,34404.902114868164,26479.14196395874,73219.42547607422,77032.76495361328,36443.84262084961,82118.206298828125,40310.62251281738,61720.963806152344,62146.384338378906,70351.16497802734
Lyso_PS(12:0) | PS (12:0)_2,-0.36257867990371817,6.494817443439761,0.5955825530036236,0.44026846321706126,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,16327.38123703003,35306.34232711792,26400.38193511963,68938.8851928711,70448.845703125,36320.58236312866,84129.705810546875,35063.502868652344,61292.6640625,64556.26495361328,66672.48522949219
Lyso_PS(13:0) | PS (12:0),-0.6247858280040097,7.136726219640192,1.7594845311541576,0.1846888235905987,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,21207.081481933594,58036.604248046875,24735.54165649414,99603.64685058594,103346.74633789062,61883.10429763794,142710.05029296875,61211.18438720703,109791.9072265625,98686.10693359376,104050.64685058594
Lyso_PS(13:0) | PS (12:0)_2,-0.632859830801707,7.228884837691348,1.8048982317250193,0.17912144876974948,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,21339.561714172363,64569.084400177,29634.36228942871,108921.32800292967,102911.18737792967,68848.54497528076,154302.91149902344,67027.92465209961,115428.44885253906,102833.94714355467,109224.1280517578
Lyso_PS(14:0),-0.307306646945647,6.690632127051439,0.4281609721983841,0.5128927135596525,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,20525.641445159912,34221.862464904785,31639.182495117188,95390.38604736328,87068.30596923828,32018.26201248169,91568.44680786131,39154.822357177734,93530.707275390625,76825.26513671875,51522.92321777344
Lyso_PS(14:1) | PS (14:1),-0.41051055325521374,10.719949011547438,0.7629494004359003,0.382407088543186,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,310236.50410461426,283956.6777610779,499643.1551513672,2019083.532714844,1399402.146484375,283266.5803833008,1270316.0678710938,767647.3536376953,2280680.5556640625,1318889.412109375,359968.5234375
Lyso_PS(14:1) | PS (14:1)_2,-0.3917320993193516,10.708361932876834,0.6949530182555463,0.40448476768664904,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,326401.11850357056,283205.55752182007,504826.7169189453,2027265.5493164065,1366494.2841796875,276489.43772888184,1292423.6420898438,722178.3780517578,2237171.5112304688,1318695.244140625,350454.306640625
Lyso_PS(15:0) | PSo (16:0),-0.3777309381870003,6.336279709762388,0.6462521096909768,0.42145584380728524,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,17739.221046447754,28534.82201385498,3884.3802375793457,64642.98434448242,80137.74743652344,16784.421054840088,72695.06381225586,18401.601146698,64916.12451171875,79013.28704833984,58220.9235534668
Lyso_PS(15:0) | PSo (16:0)_2,-0.24101439443290842,5.974867377736057,0.26354286785863223,0.6076965381539379,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,14203.780868530272,19471.3415184021,3340.4602394104004,68425.32525634766,80004.34539794922,8113.960552215576,59612.80430984497,4262.760349273682,62832.48391723633,80118.306884765625,3366.4802589416504
Lyso_PS(15:1),-0.10660513880919417,7.390987808713369,0.051611649398182635,0.820282243774446,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,22005.74157714844,49850.543685913086,68373.52584075928,128141.25073242188,140951.90887451172,34048.68240356445,149201.51068115234,70786.30365753174,96160.8656616211,94629.10485839844,184590.2139892578
Lyso_PS(16:0) | PS (16:0),0.09440290461453756,6.22783609842696,0.040473376775480574,0.8405578598300452,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,1527.2801055908203,1735.6601066589355,1470.0201034545898,128081.49114990234,125329.72994995116,1512.6400985717771,1509.300090789795,1514.5801162719729,112744.60830688477,104870.14755249023,1584.6001014709473
Lyso_PS(16:0) | PS (16:0)_2,0.15635005296189708,6.201167134123007,0.11098369161118171,0.7390269842887655,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,1490.920093536377,1494.4601135253906,1542.6601028442385,128352.13189697266,125700.72607421876,1543.0200996398926,1497.660099029541,1599.9001159667969,107314.20889282228,101195.2885131836,1695.0401153564453
Lyso_PS(16:1) | PS (16:1),0.039513071895240726,5.22100527199874,0.007091064608175657,0.9328906925758091,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,1463.0200996398926,1461.56010055542,1574.1801071166992,58237.60403442383,62345.724517822266,1516.9201049804688,1649.1001243591309,1458.700096130371,49777.06362915039,57765.444091796875,1461.7800941467283
Lyso_PS(16:1) | PS (16:1)_2,0.14084284870883806,5.238842106270927,0.0900619365474995,0.7640984309013397,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,1463.2201042175293,1492.1600952148438,1474.760108947754,59639.08438110352,66766.80487060547,1497.0200996398926,1542.0200996398926,1459.6201133728027,53058.26403808594,52114.60397338867,1661.680118560791
Lyso_PS(17:0) | PSo (18:0),-0.475093546175558,10.807368529244386,1.0207337361644022,0.31234502808391773,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,196158.55406570435,264401.6774787903,718753.8912353516,2134706.1748046875,1419614.7587890625,303248.0227661133,1635870.8061523438,684966.6067810059,2503857.4291992188,1354585.6674804688,320243.1005859375
Lyso_PS(17:0) | PSo (18:0)_2,-0.27360469733716,10.843387249117551,0.339550408301875,0.5600888497748557,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,470603.8163948059,265930.3554763794,753800.2857666016,2206227.642089844,1477076.1206054688,300694.2626876831,1584643.9077148438,291334.8418045044,2615912.0947265625,1454720.859375,306518.5986328125
Lyso_PS(17:0) | PSo (18:0)_3,-0.2982154000628903,10.857360864505791,0.4032695188143407,0.5254055535407764,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,446125.8094329834,246916.8966331482,652264.4158935547,2317702.9331054688,1549653.1533203125,420992.9640274048,1419915.15625,254483.46104812625,2734475.970214844,1523858.4282226562,282656.58251953125
Lyso_PS(17:1) | PSp (18:0),-0.09798343274402685,6.280289179547183,0.043600834682138156,0.8345980252955859,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,8278.260597229004,20156.321586608887,20749.081424713135,78891.426025390625,82797.80599975586,23476.70171356201,75699.76541137695,28910.741954803467,44491.803298950195,51994.28366088867,56043.78454589844
Lyso_PS(17:1) | PSp (18:0)_2,0.046367606707239654,6.268826487235536,0.00976524632278597,0.9212817753667062,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,14554.2209815979,21175.861499786377,19557.861598968502,79398.90576171875,83881.50701904297,16771.481185913086,70367.78533935547,28134.40200805664,49332.863037109375,47728.20388793945,54849.643005371094
Lyso_PS(17:2),-0.23900906496043284,6.234833351391297,0.2591797792392754,0.6106842181316919,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,15911.041229248049,27406.18185043335,20650.16146850586,50638.72396850586,62408.68505859375,25041.341930389404,67869.58404541016,19044.801414489742,48657.343658447266,51086.64337158203,76558.74655151367
Lyso_PS(18:0) | PS (18:0),-0.08948564646713753,6.547961825798574,0.036367608061482315,0.8487583418829361,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,21799.001377105713,36419.962799072266,28956.182048797607,58232.742809295654,94535.44651412964,37860.48282623291,107806.68701171876,27691.281845092773,39491.96290588379,50487.64338684082,81131.58502197266
Lyso_PS(18:0) | PS (18:0)_2,-0.1819803407065719,6.354472334260836,0.1503256296239215,0.6982243690347505,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,14719.001064300535,40121.50302886963,31424.701442718502,26188.541465759277,81346.66519927979,35783.68253326416,111756.2896118164,26970.841899871823,26258.762371063232,29858.842071533203,85181.74688720703
Lyso_PS(18:1) | PS (18:1),-0.25304626465087265,6.244257834003736,0.29047862214702036,0.5899139811228651,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,17376.641262054443,35967.84259033203,18823.72151184082,53166.703411102295,59132.34423828125,29817.722122192383,75330.96594238281,22238.361457824707,45868.66326904297,50087.062927246094,64813.48416137695
Lyso_PS(18:1) | PS (18:1)_2,-0.3775565779480892,6.163628974956484,0.6456487981877217,0.4216726570114475,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,10244.600658416748,32078.12224960327,20738.22127532959,45441.663356781006,57194.30383300781,31087.262172698975,78858.90588378906,22758.621696472168,40530.683208465576,44722.003479003906,64689.94519042969
Lyso_PS(18:2) | PS (18:2),-0.28525537237350557,5.93588676999204,0.3689946493101388,0.543552780983373,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,15718.441352844238,22068.96136856079,16611.26108932495,41545.002700805664,43420.502868652344,22686.40163040161,59594.0842590332,17434.921356201172,34257.52247619629,39908.942779541016,64214.78381347656
Lyso_PS(18:2) | PS (18:2)_2,-0.30580403895665326,5.900304047986349,0.4239677020154886,0.5149638484846171,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,9508.90069580078,26627.54210281372,15198.48119354248,39460.88265991211,45614.623764038086,22291.641441345215,59054.38441467285,17852.161128997803,33951.64204406738,37185.16290283203,63530.50405883789
Lyso_PS(18:3) | PS (18:3),-0.2361511708797557,7.252425355561061,0.25303577048543957,0.6149455634535376,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,36644.56262207031,34596.40252685547,39233.0832862854,95792.62649536131,108431.14727783205,29198.842025756836,152399.67059326172,29055.76191329956,87696.62545776367,83811.62512207031,226295.8097229004
Lyso_PS(18:3) | PS (18:3)_2,-0.25500073913659344,7.348941678652294,0.2949893957484164,0.5870408062024361,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,42226.94295120239,48177.08249282837,46667.084270477295,99065.78778076172,108570.10668945312,30352.962070465088,157493.93426513672,56331.60399246216,91325.00769042967,89589.30603027344,221567.43829345703
Lyso_PS(18:4),-0.14035382041428657,6.025597151614706,0.08944191889349895,0.7648878425550455,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,10444.040744781494,26110.441822052,21789.04150390625,45809.62341308594,60119.624267578125,21072.86151123047,62489.86373901367,16865.34126663208,40722.00289916992,41640.28274536133,58961.74395751953
Lyso_PS(18:4)_2,-0.17422595347188158,6.074707844052755,0.13779296313657596,0.7104850387754587,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,14007.840728759766,23836.841815948486,23810.362174987793,43623.10290527344,60939.50473022461,19645.72137451172,67739.56509399414,27763.561939239506,37285.122131347656,39430.362564086914,61272.443908691406
Lyso_PS(19:0),-0.6663044976436243,6.513557514309205,1.998912177950075,0.15741214388969496,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,14094.88098526001,37334.42266082764,22571.321590423584,43919.862648010254,43170.38347625733,28032.84189224243,134452.87106323242,27868.902015686035,36608.58220291138,38871.3028755188,133982.76724243164
Lyso_PS(19:1),-0.8832996754090042,5.830642849157769,3.4897776264751883,0.06174887895501174,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,15745.380931854248,28588.661991119385,16528.241382598877,21949.22170639038,14231.501075744629,30037.262058258057,113206.9475402832,17270.441249847412,15321.58122253418,17824.18128967285,64479.6432800293
Lyso_PS(20:0) | PS (20:0),-0.403837892806177,6.5356338820481135,0.7383776235296864,0.39018107926815987,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,18148.861431121823,44264.6428527832,20746.841636657715,60933.744689941406,71053.00567626953,48629.54327392578,84055.44598388672,28743.16173171997,53524.544036865234,71678.86529541016,76737.625244140625
Lyso_PS(20:0) | PS (20:0)_2,-0.4501044365411095,6.495012664465116,0.9165357808267913,0.33838621012425846,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,17281.44123840332,40406.56268310547,15365.801063537598,61411.54425048828,72123.48400878906,47188.322998046875,86469.986328125,22194.68155670166,55587.94384765625,72104.44598388672,73232.0855102539
Lyso_PS(20:1) | PS (20:1),-0.426788287446072,7.717922913801099,0.8244086266186059,0.3638943321350808,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,48522.92406845093,97520.386962890625,62342.424755096436,137061.4493408203,145735.9698486328,107458.78857421876,231559.29663085935,60993.28426742554,121597.38940429688,152286.83032226562,153981.72924804688
Lyso_PS(20:1) | PS (20:1)_2,-0.4178933937056537,7.662425358470631,0.7905200866935047,0.37394290903665334,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,46369.48344421387,103859.56762695312,53660.86389160156,130523.71118164062,141851.28955078125,110160.90698242188,227554.6774902344,56214.20388793945,122180.76977539062,133575.73022460938,146052.58984375
Lyso_PS(20:3) | PS (20:3),-0.17669235995070726,6.067916311800062,0.14171868879748217,0.7065783462024793,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,17133.521060943604,28818.082092285156,15811.36103439331,49217.82362365723,47578.22351074219,19326.3412399292,61891.78454589844,17282.18109512329,39712.94284057617,44104.88360595703,72401.92562866211
Lyso_PS(20:3) | PS (20:3)_2,-0.1479232361977703,6.054021071391517,0.09934475633326656,0.7526173733825487,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,15695.661170959473,31765.682327270508,12438.020851135254,48319.34346008301,50257.06365966797,22626.021423339844,58385.044021606445,17559.28109741211,38494.86248779297,40805.62298583984,73284.9259185791
Lyso_PS(20:4) | PS (20:4),-0.20531361654721852,5.784421150486779,0.19130354112371606,0.6618338989152532,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,15432.760913848875,26313.021743774418,11885.84073638916,35489.222396850586,40933.38299560547,20595.541549682617,57360.64376831055,14233.881088256836,28652.94187927246,33311.50271606445,56449.204010009766
Lyso_PS(20:4) | PS (20:4)_2,-0.16036165977450295,5.864880942217415,0.11674401809750634,0.7325930513272474,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,16542.641094207764,30179.642166137695,16713.220832824707,36217.502685546875,40887.402770996094,20244.161338806152,58521.54458618164,18861.60121536255,30006.46208190918,34174.6823425293,57925.26445007324
Lyso_PS(20:5) | PS (20:5),-0.1974782584611587,6.8145268059617665,0.17700339884891036,0.673961221039169,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,29569.921871185303,51257.02308654785,43639.64377212525,72087.56481933594,71849.56512451172,53817.763790130615,105577.1279296875,39880.123096466064,59555.48422241211,58458.364318847656,110512.24768066406
Lyso_PS(20:5) | PS (20:5)_2,-0.19493522395562785,6.801040307820668,0.17247725972219996,0.6779195079429265,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,24169.90156555176,63200.284255981445,43537.1630821228,66807.58410644531,66848.66497802734,55513.583892822266,100645.28698730467,31408.822494506836,59676.3837890625,62237.00427246094,115041.00830078124
Lyso_PS(21:0),-0.3676054364506411,6.372803390161007,0.6121626498679689,0.43397469432413616,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,15582.38094329834,33283.32272338867,14904.701164245604,65137.42344665527,70739.10446166992,26657.421936035156,90924.62615966795,21774.52130889893,54742.82385253906,64909.763916015625,61911.623962402344
Lyso_PS(22:0 | PS (22:0),-0.21404102303607295,7.177833592807469,0.2079146480973577,0.648406814355997,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,64381.52437591553,61049.34436035156,63037.685050964355,87838.76629638672,87984.26611328125,57513.86380004883,149153.15155029297,44862.46336364746,81682.9058227539,110419.0869140625,90245.726318359375
Lyso_PS(22:0 | PS (22:0)_2,-0.1465884283679045,7.27688908702608,0.09756703822995405,0.754769051963505,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,89391.30450439453,62177.744064331055,68333.04535675049,94667.2865600586,87196.6460571289,54903.24407958984,172109.39001464844,55921.70335388184,78971.7250366211,113563.34869384766,83450.10632324219
Lyso_PS(22:1) | PS (22:1),-0.286670966168903,5.857922888759528,0.3726595111647839,0.5415581636422878,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,14526.141040802002,24214.941848754883,13813.281047821043,42059.54327392578,43152.48336791992,21675.541412353516,57579.72396850586,20441.701274871823,35805.04231262207,35946.10269165039,51666.10353851318
Lyso_PS(22:1) | PS (22:1)_2,-0.39025171699503786,5.846786790858027,0.6896471344723523,0.40628442928755654,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,13372.660800933838,21134.881607055664,12699.06076812744,39364.14254760742,43786.262619018555,23245.421676635742,57378.565032958984,21256.941524505615,34179.842361450195,38008.78268432617,53168.72396850586
Lyso_PS(22:2) | PS (22:2),-0.1469068152569423,6.195866971311101,0.09798641999623214,0.7542595214728264,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,23789.44136428833,28112.181716918945,21484.681156158447,54884.78413391113,59309.903381347656,27115.561767578125,66449.36477661133,22288.641609191895,43652.04325866699,53191.38427734375,55387.34255981445
Lyso_PS(22:2) | PS (22:2)_2,-0.16370577481241255,6.200747006857356,0.12166462104323728,0.7272360398244867,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,24139.70188522339,30303.862174987793,22492.121616363525,48475.80354309082,59051.764221191406,19505.78123474121,70862.08526611328,21103.421562194824,44471.583557128906,56415.00346374512,58952.36463928223
Lyso_PS(22:4) | PS (22:4),-0.21327270203218135,6.342983413141474,0.20641869470927077,0.6495889935941608,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,22896.48169708252,34449.202239990234,24961.681854248047,61765.72454833984,60545.94415283203,38141.58224487305,75608.64663696289,25375.681732177734,46928.06301879883,56045.32400512695,59931.30465698242
Lyso_PS(22:4) | PS (22:4)_2,-0.2006189618469459,6.3626714847743875,0.18267022192412696,0.6690884658258496,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,22884.84171295166,33150.90232849121,25564.201793670654,60122.82385253906,63084.02377319336,29998.962341308594,74799.24548339844,24926.401657104492,51946.243255615234,58347.264404296875,66614.364013671875
Lyso_PS(22:6) | PS (22:6),-0.404621242159934,6.704797228301696,0.7412438107867274,0.3892627322869199,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,18537.561279296875,41547.442932128906,27948.202125549316,75914.30545043945,91221.36721801758,41820.76330566406,97840.9271850586,29373.701957702637,62303.50341796875,105927.66784667967,62927.42401123047
Lyso_PS(22:6) | PS (22:6)_2,-0.4562804704540487,6.693729321081841,0.9417673217149058,0.3318237458232706,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,24433.182037353516,43726.84281921387,18715.421356201172,72770.96514892578,87582.9457397461,43811.74301147461,94435.12683105467,35205.08265686035,59629.14447021485,107330.64697265624,61331.38409423828
Lyso_Sphinganine-1-phosphocholine,0.03850072757456229,8.418657145773713,0.006733250172430871,0.9346018765495004,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,SM,153746.052734375,150175.46923828125,176523.90893554688,205671.07287597656,215744.57739257812,203941.5712890625,172750.6117553711,175613.45043945312,194024.97369384769,170412.57446289062,277995.00061035156
Lyso_Sphingosine-1-phosphocholine,0.11311886041261691,7.536432583882202,0.058110134636921273,0.8095082747979331,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,SM,81775.86724853516,85903.36688232422,91782.22644042967,127676.89025878906,132027.6318359375,94008.5673828125,90738.86682128906,92334.545654296875,119596.1078491211,99931.30859375,128523.28833007812
O-(11-carboxyundecanoyl)carnitine,-0.01841195101004515,11.54551178007869,0.0015399400399473961,0.9686973926246015,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1474095.4887695312,1767469.7470703125,1581158.4799804688,1897017.413330078,1605101.083984375,1731202.8771972656,1739311.9392089844,1918406.1040039065,1776006.7917480469,1649938.2678222656,1432417.7971191406
O-(13-carboxytridecanoyl)carnitine,-0.016173657274982607,12.155006034962145,0.0011882872859132476,0.972501134147726,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,2110475.984375,2267488.3576660156,2318483.2495117188,2595080.1494140625,2656519.479736328,2665642.423339844,2598514.3828125,2535346.2927246094,2475313.7912597656,2383176.061767578,3416885.3427734375
O-(17-carboxyheptadecanoyl)carnitine,-0.04071733939075279,11.689056961902669,0.00753098473933278,0.9308453945254431,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1547938.091796875,1767424.203125,1733107.8115234375,1904498.5239257812,1968279.7216796875,1898620.6997070312,2164544.181152344,1907903.1274414065,1809047.045410156,1838888.2495117188,1911734.6020507812
O-arachidonoylcarnitine,-0.044542727264349095,11.723337712580383,0.009012470412926632,0.9243672250337162,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1606444.248046875,1581450.2255859375,1706995.9501953125,1925770.7993164065,1992535.3129882812,1932781.3159179688,2044320.1259765625,1834919.6635742188,1870650.3305664065,1858463.8955078125,2433795.915527344
O-behenoylcarnitine,-0.07357012331413666,11.003551220505553,0.024584581564340624,0.8754066408860006,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,918663.254333496,1015143.6715965272,1046629.1194114684,1159352.5242614746,1183595.9450912476,1184270.2881202698,1323492.815822601,1101060.8301696775,1107051.5848388672,1151729.6306381226,1460080.6394119265
"O-oleoylcarnitine, Elaidic carnitine",-0.19073300722911823,12.293281203855967,0.16513663480486684,0.6844707067501165,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,2176943.9604492188,2820594.7856445312,2794081.3002929688,2715296.607421875,2836430.0146484375,2801788.6118164062,3094329.1772460938,2869263.9248046875,3327537.8647460938,3727183.8056640625,2078276.6245117188
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",-0.018708976928598502,11.515100221187915,0.0015900279504421633,0.9681926591411498,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1385193.285888672,1409915.178955078,1459747.1696777344,1718928.3461914062,1681448.0129394531,1680550.531982422,1683534.466796875,1588934.2338867188,1642177.7680664062,1534474.7985839844,2192422.580078125
