lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023
22:3 Campesteryl ester,-3.757662252047482,10.382132831742535,51.47095524511315,7.266421105752232e-13,8.4366014676085e-10,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,128654.78890991212,235293.97583007812,123301.788772583,32028.121990203857,29257.102043151855,4006962.4003601074,2313333.353652954,1145395.0406341553,463608.8536758423,215819.47241592407,78485.72638702393
Lyso_PE(18:4),3.7194735436214996,11.952392478267427,50.609234611778334,1.127134464610354e-12,8.4366014676085e-10,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,130497.98791503906,87590.98681640625,47646.68365478515,113600.64776611328,23387747.104492188,128090.62939453124,98033.467529296875,906425.1446533204,39787.3427734375,602193.0234375,48831.60382080078
22:2 Campesteryl ester,-3.6172498670514264,10.152132106957552,48.32050141357104,3.619482314347966e-12,1.806121674859635e-9,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,100209.36726379396,197735.27307128903,113135.72926330566,48554.28336715698,58030.14366531372,3415261.498123169,1941418.5549240112,950963.794708252,341881.02141952515,226201.93586730957,80835.36569976807
PE (18:4),3.135223430414277,9.86544427345319,37.91232037213922,7.399646859889036e-10,2.769317837313472e-7,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,80714.68505859375,65658.66418457031,53452.603942871094,61294.06396484375,5058780.06439209,90255.46691894533,74922.22467041016,232366.83721923828,41379.38258361816,163642.49169921875,71615.00396728516
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",-2.9286939811089394,10.549754803802466,33.678745789133245,6.5007097011875955e-9,1.946312484535566e-6,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,401505.6079406738,279027.41773986816,202002.13383483887,46140.94332122803,56842.763942718506,4263195.970428467,2450399.517211914,1237139.4935913086,480094.97539901733,260850.21912384033,78654.8657836914
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",-2.9057339256501917,10.535646183062928,33.217590777321675,8.24017220915417e-9,2.055922966183965e-6,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,395209.9066314697,293992.34017944336,204615.7733001709,41977.76301956177,56235.90398788452,4193570.23059082,2436225.9285354614,1227538.8339004517,487762.71195983887,245699.79766082764,79871.64535522461
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",-2.8421156985700398,10.566033437245164,31.950291315753926,1.5816865114002137e-8,3.382549582237314e-6,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,418094.6909484863,291328.83966064453,229211.5368499756,50162.80352783203,61692.403953552246,4335094.217636108,2424601.445907593,1214155.489013672,473240.09295654297,260224.8973274231,95162.20687866212
Cer(d18:2/22:0),2.613705077963116,13.460249473973798,27.5343927143468,1.543256716071653e-7,2.887819129949081e-5,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,36221751.033203125,3476697.2163085938,7534093.382080078,1342229.7197265625,1960887.0690917969,1686247.7287597656,1622181.5764160156,1942803.490234375,1863860.666015625,2951488.4926757812,284826.11853027344
PS (32:5),-2.479203684480466,7.499881997225941,25.038240648622377,5.620448254209839e-7,9.348678929502366e-5,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,20535.861328125,28695.981952667236,21116.581661224365,47470.30313110352,48257.66375732422,34273.522399902344,65589.324462890625,26214.4017868042,45109.22280883789,718289.7510681152,43834.64358520508
Cer(d18:2/14:0),2.4507292376254908,10.284439189359311,24.521739003869698,7.347614648173949e-7,9.98584654703522e-5,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,3884935.4225616455,161394.81140899658,1033011.22555542,216766.83670806885,195495.1930770874,191693.1530609131,273356.99394226074,212708.6515045166,288417.4379119873,270776.73208618164,40619.60283660889
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",-2.451482609597532,10.676397569908524,24.535408796582487,7.295671936654922e-7,9.98584654703522e-5,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,509853.19427490234,395252.35021972656,341752.60235595703,94177.84733581544,93625.94639587402,4266531.996337891,2546012.7651367188,1304348.4512939453,547096.079498291,299023.34020996094,186491.7528076172
Lyso_PE(19:0),2.4416555036586054,7.5079487901703,24.356723627346355,8.004686610849875e-7,9.98584654703522e-5,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,32638.6025390625,36080.06256103515,31262.64222717285,9018.200611114502,832296.9360809326,41758.44305419922,37557.742584228516,59140.383697509766,2011.3601570129397,35685.502532958984,40591.5235748291
Cer(d18:1/22:0),2.029792953202397,9.312145478976303,17.34939035613934,3.109980177961065e-5,0.00332545737600551,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,1678337.54813385,350475.44132995605,412625.9516067505,118941.70894622804,150862.49167633057,130642.1097984314,147049.75035858154,207270.29676818848,134136.3509559631,175466.37070465088,49472.7434463501
CerP(d18:1/16:0),2.0342671376376233,9.373512358222692,17.420598874341525,2.9956194463868398e-5,0.00332545737600551,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,1734354.9717330933,394428.32166671753,426700.7503814697,127977.84979629517,154259.330619812,134544.67080688477,152515.37224578857,215635.6561279297,142268.0097846985,181937.4930496216,51915.16375732422
20:0 Campesteryl ester,-2.0149447478990186,10.893197873773127,17.114055474026827,3.520083277766709e-5,0.0034893143967019776,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,679605.6884765625,570926.6004638672,540973.541015625,174167.41290283203,173933.0126953125,4539166.369384766,2738800.2377929688,1488004.1958007812,631150.6455078125,367630.4270629883,317584.8635253906
22:5 Cholesteryl ester,-2.008000298289828,10.90918414145864,17.00436712949886,3.729394144771653e-5,0.0034893143967019776,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,681358.92822265625,574075.40087890625,548872.98046875,182482.6729736328,182210.3336181641,4551026.404541016,2730467.060913086,1502246.861694336,666926.9046630859,385240.2494506836,343852.4637451172
22:6 Cholesteryl ester,-1.9858144032020093,10.888133844920038,16.655812018259894,4.48127905426464e-5,0.0039461616142553915,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,689877.57080078125,583864.720703125,548383.4206542969,173364.03149414062,170276.5321044922,4458070.431640625,2715212.2209472656,1491101.0864257812,645550.1623535156,377736.9682617187,318345.9444580078
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",-1.9439362234044169,10.934491085049821,16.00574894325109,6.315043149592843e-5,0.005252010886078048,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,717614.01171875,602161.724609375,566763.3215332031,203169.11529541016,193636.29321289065,4550953.7470703125,2741932.9650878906,1526239.79296875,680709.7716064453,397991.8699951172,370215.2233886719
Lyso_PE(18:3),1.9210065207585703,7.311442326740092,15.653587017830091,7.606816453671249e-5,0.005993370647971505,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,38985.44259643555,39686.52282714844,30993.122283935547,20712.301467895508,630635.526260376,47031.46322631836,45012.22296142578,57930.7038269043,19605.181365966797,35611.662506103516,40781.843017578125
Cholesteryl nitrolinoleate,-1.9142372216694694,10.876441337098349,15.551050340756774,8.030701918006329e-5,0.006010980385627736,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,676317.4758300781,688197.0075683594,549666.6363525391,168850.0728149414,164718.53118896484,4343857.308349609,2643083.231811523,1497477.1091308594,648281.0699462891,371760.6458129883,321258.66369628906
PG (32:5),-1.8992453165981842,7.715674294628397,15.32304302493958,9.060455303893022e-5,0.006458810280918026,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PG,51579.42388916016,53168.24328613281,54014.363830566406,49416.28317260742,50647.60369873047,56995.0637512207,66687.0654296875,55179.38348388672,45016.043365478516,738903.2070922852,52170.14404296875
20:1 Campesteryl ester,-1.8812812372260135,10.840592040968454,15.052707581402501,1.0455016935337287e-4,0.007114163796454509,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,676347.58544921875,688799.9445800781,533536.2581787109,168958.17156982422,165176.45068359375,4235422.83215332,2598765.4096679688,1407519.564819336,627173.1862182617,362508.36560058594,310572.0031738281
"(5Z,8Z)-tetradecadienoylcarnitine",1.5953747084082182,16.332574129452144,11.01687502272378,9.028615153731855e-4,0.05876450819624602,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,154140949.5595703,92351915.6875,63344919.2109375,16220704.654785156,24353723.305664062,24583201.19921875,20847168.3828125,28155528.892578125,22671427.51611328,34723637.06933594,1785924.2541503906
"lanosteryl oleate, 20:2 Campesteryl ester",-1.5125389059656729,10.65047444127716,9.948729717012611,0.0016096042641378036,0.1003990659755955,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,700823.7470703125,718455.36572265625,577940.7408447266,177362.4921875,167681.01034545898,3263123.1767578125,2069157.8939208984,1236304.8525390625,569448.6436157227,348855.00384521484,399176.990234375
16:2 Campesteryl ester,-1.3343763603770205,8.505430860638391,7.815432801642601,0.005180194069870574,0.3086031287340695,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,98350.60737609863,120443.98805236816,131431.08966064453,185782.1937828064,66551.36469268799,625300.3235015869,333241.1462402344,437722.5107727051,152684.90951156616,56317.044551849365,117353.56846618652
17:1 Cholesteryl ester; 16:1 Campesteryl ester,-1.328928816707719,8.529520059232727,7.7538416977324705,0.005359840579215635,0.3086031287340695,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,100099.72714233398,127040.96856689452,131818.60929107666,184913.35300827023,69245.70543670654,611723.5156555176,350131.3035583496,446275.3489227295,159345.89164733887,60428.163719177246,122837.10720825195
16:3 Campesteryl ester,-1.3205579750158671,8.51035140131081,7.659622614539899,0.00564703155669732,0.31309652742132915,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,100437.2666015625,118072.24786376952,136457.43032836914,189290.55142974856,64989.22410583496,615577.74658203125,344850.82232666016,433388.474029541,157380.9925956726,58418.86434555054,114802.70822143556
16:0 Campesteryl ester | 17:0 Cholesteryl ester_2,-1.298030578154683,8.554074256643483,7.40865552775176,0.006491081394737421,0.3470410302829257,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,108868.50756835938,129753.7692565918,137290.98944091797,186053.9358062744,68740.46430206299,609993.4200134277,360084.2857208252,463799.4299316406,156451.45086669922,55858.1439781189,125768.08905029295
16:0 Campesteryl ester | 17:0 Cholesteryl ester,-1.2896067844837324,8.530915262687957,7.315779246377131,0.006835175439337248,0.3528364700926848,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,104547.70739746094,125639.16746520996,145071.9510192871,181893.13065719604,67114.82503509521,599021.1501617432,364204.10803222656,448713.8888244629,151944.7908821106,56299.903301239014,121273.30940246582
17:1 Cholesteryl ester; 16:1 Campesteryl ester_2,-1.2809554833402395,8.48571876128648,7.220944953628674,0.007205776461096527,0.3595682454087167,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,104714.5871887207,123977.3080444336,138369.3503265381,170765.33235931396,67861.66511154175,597038.2792663574,335558.16551208496,423873.5100250244,151612.76976776123,55816.66398239136,119584.48794555664
22:1 Campesteryl ester,-1.2711497377752619,9.292026134604582,7.114197449096537,0.0076475832868435475,0.36086890601174915,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,267219.9195404053,310564.399307251,335634.9217758179,72405.42503356934,72200.30522537231,1047875.6008148192,946360.6265792848,542836.6854553223,118994.38879013062,192189.37321090695,102455.64757919312
Lyso_PS(20:2) | PS (20:2),-1.2697321620795587,7.967624441578841,7.09870546718048,0.007713964590765512,0.36086890601174915,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,35956.58232498169,62626.42433929443,49289.90411758423,102011.44709777832,190468.65353393555,42399.16296386719,180643.97396850583,38200.62283706665,115447.36895751952,654891.6980895996,78611.82608032227
Lyso_PS(20:2) | PS (20:2)_2,-1.2187036491404817,7.974753108579756,6.555183232405398,0.010457906952580052,0.47440868812158604,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,36238.223011016846,56705.384017944336,62294.88401412964,108560.86581420898,188595.15321350095,46689.10316467285,179667.1521911621,37053.302715301514,112781.94929504396,648257.723526001,80939.62471008301
C24:5,-1.1876135309646116,7.150628783763221,6.233653569419403,0.012534485802369837,0.5518860366514013,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,FA,13476.480907440186,11292.020793914797,15463.721138000488,52588.404136657715,181311.0133934021,16507.021045684814,12323.40089416504,14607.021083831787,55844.024070739746,485918.2353820801,13804.400928497314
Lyso_PE(20:2),1.1506638319032079,8.147324267180334,5.861476675625454,0.01547580500491062,0.6435355581208666,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PE,497813.8829345703,318945.0990600586,195583.09620666504,4073.6602478027344,34685.04236602783,199915.0139160156,158854.3501586914,142654.4518737793,9621.46063232422,46797.823303222656,60406.58558654785
PSp (34:4),-1.1521767127237645,6.384048855039877,5.876174528878435,0.015347131100557368,0.6435355581208666,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PS,16246.621280670166,25490.121551513672,17338.22117614746,45694.72299194336,45368.06326293945,27001.361988067627,56778.40408325195,24724.521530151367,38903.16305541992,180062.17440795898,39008.64212036133
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester_2",-1.0944481213187127,9.084646896834903,5.315506876498205,0.02113644401752137,0.8343876200700184,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,176152.7712097168,267835.77947998047,236358.4162597656,224382.29598999023,88803.84687805176,852660.2135925293,521878.4792175293,601565.92333984375,199647.8141479492,89481.14645385742,197452.61389160156
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester_2",-1.094068645665674,9.084175875413678,5.311905365011626,0.021180180068577623,0.8343876200700184,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,169233.3512878418,278870.03869628906,241900.73580932617,216516.61446380615,87569.78634643555,862067.712310791,517304.1920166016,595576.9428405762,204358.05494308472,83035.78645706177,199674.9553833008
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",-1.08905446463599,9.088213830302053,5.264423707459626,0.02176562799145208,0.8354652590565068,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,173129.27224731445,277060.34257507324,237041.23654174805,223447.37371826172,89343.60666656494,855093.6213684082,510967.8601989746,612365.7075805664,204385.93420410156,84979.48628616333,197711.39486694336
16:3 Stigmasteryl ester,-1.0475534356437013,8.898072677605356,4.879073692216934,0.027184203887774434,0.9463896097674029,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,140503.76998901367,230125.45840454104,206513.696723938,220924.29370880127,100984.72776794434,727697.5627822876,427144.43183898926,529747.2166748047,192696.09077453613,87870.18571090698,174687.61349487305
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-1.0537380491231274,9.071245864131635,4.935636864593107,0.026308366277130613,0.9463896097674029,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,175306.81085205078,278235.6174316406,244266.57760620117,213606.07862091064,89111.60607910156,842930.1578979492,510275.13067626953,586323.5788574219,197720.9366455078,81592.54598236084,201944.25617980957
22:0 Campesteryl ester,-1.0487615392326286,9.249668318311103,4.89011211382649,0.027010932110224335,0.9463896097674029,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CE,290060.2583770752,331322.3430328369,370521.7639007568,77295.60439682007,69889.4048576355,896566.9890136719,939694.8839035034,509218.2499542236,95272.74718475342,195138.1933746338,105651.5481300354
PI (40:6),1.053511371055806,8.460171562884668,4.933528750072584,0.02634047684852354,0.9463896097674029,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,PI,95400.52703857422,880145.4570922852,112043.58770751952,153318.1918334961,159172.87158203125,110017.92721557616,145274.47192382812,191544.11352539065,115246.04745483398,114120.98928833008,163903.69165039062
"(11Z,14Z)-eicosadienoylcarnitine",-0.028279098197834095,11.359540786218929,0.0036327140742287156,0.9519390015584145,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1262933.6362304688,1288290.3208007812,1349906.3383789062,1447970.6625976562,1569963.0502929688,1490627.2612304688,1620460.4702148438,1434255.701171875,1426995.7827148438,1442118.8286132812,1833013.6752929688
(11Z)-eicoseneoylcarnitine,-0.0376891143650799,11.377318937995343,0.0064524803647145745,0.935976920167068,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1256930.4736328125,1313193.267578125,1370506.4516601562,1476902.5249023438,1624465.5419921875,1498962.5366210938,1640511.7080078125,1468215.3647460938,1455302.6083984375,1517652.2963867188,1770335.1005859375
"(13Z,16Z)-docosadienoylcarnitine",-0.12107943227260241,11.366566257781459,0.06657643410858327,0.7963883108110053,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1200177.8431396484,1229167.669921875,1293432.1517333984,1486547.2768554688,1530059.8298339844,1468592.0839233398,1801727.1483154297,1494908.485961914,1415503.9500732422,1514023.7989501953,1846519.2565917969
"(5Z,8Z)-3-hydroxytetradecadienoylcarnitine",-0.0394870433864036,12.019223572159303,0.007082774885930121,0.9329298381259937,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1939767.9885253904,2430496.0634765625,2140645.078491211,2665311.731689453,2279392.241455078,2392796.6845703125,2414485.858154297,2782494.2834472656,2515677.2600097656,2177589.061767578,2077579.7651367188
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",-0.15086270583438474,11.194271893685134,0.10334109748509945,0.747856439303929,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1049124.5791015625,1070540.3215332031,1140392.4146728516,1251955.5372314453,1374031.0412597656,1291661.7513427734,1585961.4837646484,1354965.4031982422,1177180.6912841797,1447871.6550292969,1684194.2908935547
"(7Z,10Z)-hexadecadienoylcarnitine",-0.01011214282758967,11.696736059370126,4.645065255317604e-4,0.9828049932690925,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,1559599.7697753906,1588900.268798828,1693150.3903808594,1906106.0573730469,1901348.182861328,1929676.493652344,1850445.7600097656,1793115.135986328,1852051.1657714844,1707312.4143066406,2578376.0740966797
"(9Z,12Z,15Z)-3-hydroxyoctadecatrienoylcarnitine",-0.32636064220846944,14.724522064726326,0.4828140362164792,0.48715043122194507,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,10354077.518066406,18743120.123535156,17230450.004882812,14976742.081542969,12457421.822753906,15425044.841796877,17616816.35986328,15560660.842773438,23578611.47607422,23004359.768066406,2155070.9477539062
"(9Z,12Z)-3-hydroxyhexadecadienoylcarnitine",-0.2518491652784421,13.489944805726717,0.2877652681714925,0.591656170726358,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,4548090.254638672,7191994.978515625,7154281.061279297,6230783.154052734,5983506.459472656,6473824.611083984,7022553.862060547,6461878.519042969,9142425.646728516,9132833.381347656,2817110.0759277344
(9Z)-3-hydroxyoctadecenoylcarnitine,-0.3351150765084208,14.804852903298691,0.5090051341584458,0.47556984330531715,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,CAR,10822962.869628906,19673378.95703125,18254947.068847656,15744826.903320312,13176578.10888672,16167813.693847656,18424387.296875,16605329.997558594,25047980.522460938,24543649.78955078,2395006.220703125
1-O-behenoyl-Cer(d18:1/16:0),-0.03527759208810446,6.015582918878829,0.005652683769994837,0.9400680503649779,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,29398.342208862305,33126.942710876465,46202.78359985352,39305.7628326416,36187.022552490234,34723.00240325928,36657.50228881836,39095.64287948608,48923.5634727478,37555.882331848145,22294.401321411133
1-O-carboceroyl-Cer(d18:1/16:0),-0.04203446898297171,7.301663900094242,0.008025787124552153,0.9286156080498839,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,68731.26498031616,46299.72317123413,75554.60557937622,168528.36987304688,99853.7479057312,95524.1658706665,72723.06428146362,87146.86511993408,155467.693359375,73221.06582641602,49086.90395736694
1-O-carboceroyl-Cer(d18:1/18:0),0.17495550478925934,5.316503248531872,0.13893881803167585,0.7093382579573202,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,23379.941871643063,18910.121425628666,23674.221508026123,19387.241500854492,22414.021717071533,22350.521404266357,19638.42140197754,19103.36149597168,21265.18152618408,19184.941383361816,32565.38228225708
1-O-cerotoyl-Cer(d18:1/16:0),0.19156348408309554,7.267942033950935,0.16656992563639506,0.683178390192568,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,80859.80527496338,67606.82591247559,69276.28416442871,121797.58711624146,102118.72706985474,77170.1263885498,71760.08392715454,66176.30462646484,109173.28615570068,77536.20505905151,104272.36771011353
1-O-cerotoyl-Cer(d18:1/18:0),0.2985242098538031,8.973749980512704,0.4040990909234098,0.5249798723912747,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,286598.67964172363,210867.73253631592,259933.4981918335,272286.04024124146,300706.4411582947,260292.91549301147,226606.41647338867,224349.4774131775,218882.65203475952,217872.79592895508,544596.580368042
1-O-eicosanoyl-Cer(d18:1/16:0),0.3892753725426515,6.577353988683905,0.6862497647853161,0.40744291145328215,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,32220.22254562378,144073.01107406616,48475.983406066895,49439.163635253906,50599.063232421875,40271.942752838135,48901.74348449707,79985.14546966553,45007.06316757202,38794.08239746094,28402.641986846924
1-O-lignoceroyl-Cer(d18:1/16:0),-0.1712663007374341,7.10703542872336,0.1331616496540846,0.7151761943494768,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,52082.28335571289,42169.38264846802,64451.98418426514,151543.98889923096,89210.56663894653,88004.54573059082,67973.50408935547,83376.7452545166,147981.1301498413,69986.14563369751,19274.341342926025
1-O-myristoyl-Cer(d18:1/16:0),0.2860210379926178,6.577250596826106,0.370993284064582,0.5424633404673659,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,54386.303718566895,80557.88554382324,58228.624572753906,50704.183753967285,50433.8034324646,48533.30375289917,53109.183780670166,59416.14421081543,49433.40335083008,43722.223094940186,43334.30277252197
1-O-palmitoyl-Cer(d18:1/16:0),0.15865173540875258,6.430696424475488,0.11427400030584067,0.7353297467575212,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,35647.702491760254,75182.80504226685,49120.04314041138,46163.84300994873,45528.64307785034,42280.12342071533,51340.90389251709,57042.14367675781,44925.50315475464,38691.3226890564,50665.82361602783
1-O-stearoyl-Cer(d18:1/16:0),0.43259507578781276,6.922529300178065,0.8468960076343137,0.35743192775865434,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,40163.10260391235,200401.791885376,58489.64445877075,65201.24501800537,57285.90365982056,45861.98350524902,60920.96372222901,108743.84694671632,58732.24412536621,43761.362968444824,32940.40257644653
1-O-tricosanoyl-Cer(d18:1/16:0),-0.14990687563037627,6.3795366810545735,0.10202940994599885,0.7494077220880225,0.9998469305090295,5,5,Genotype_ 5xFAD | Brain Region_ cerebellum,Genotype_ 5xFAD | Brain Region_ diencephalon,Cer,31280.9020614624,36101.58243179321,44575.183376312256,82565.64527130127,42070.66318130493,42481.76253890991,46389.883586883545,47993.662883758545,85672.64553451538,45309.76321029663,21537.66153717041
