Lipid,Parent_Ion,Product_Ion,Class,Transition
TAG(54:1)_FA 16:1,906.8,635.8,TAG,906.8 -> 635.8
TAG(54:1)_FA 18:0,906.8,605.8,TAG,906.8 -> 605.8
TAG(54:1)_FA 18:1,906.8,607.8,TAG,906.8 -> 607.8
TAG(54:2)_FA 16:0,904.8,631.8,TAG,904.8 -> 631.8
TAG(54:2)_FA 16:1,904.8,633.8,TAG,904.8 -> 633.8
TAG(54:2)_FA 18:0,904.8,603.8,TAG,904.8 -> 603.8
TAG(54:2)_FA 18:1,904.8,605.8,TAG,904.8 -> 605.8
TAG(54:3)_FA 16:0,902.8,629.8,TAG,902.8 -> 629.8
TAG(54:3)_FA 16:1,902.8,631.8,TAG,902.8 -> 631.8
TAG(54:3)_FA 18:0,902.8,601.8,TAG,902.8 -> 601.8
TAG(54:3)_FA 18:1,902.8,603.8,TAG,902.8 -> 603.8
TAG(54:4)_FA 16:0,900.8,627.8,TAG,900.8 -> 627.8
TAG(54:4)_FA 16:1,900.8,629.8,TAG,900.8 -> 629.8
TAG(54:4)_FA 18:0,900.8,599.8,TAG,900.8 -> 599.8
TAG(54:4)_FA 18:1,900.8,601.8,TAG,900.8 -> 601.8
TAG(54:5)_FA 16:0,898.8,625.8,TAG,898.8 -> 625.8
TAG(54:5)_FA 16:1,898.8,627.8,TAG,898.8 -> 627.8
TAG(54:5)_FA 18:0,898.8,597.8,TAG,898.8 -> 597.8
TAG(54:5)_FA 18:1,898.8,599.8,TAG,898.8 -> 599.8
TAG(54:6)_FA 16:0,896.8,623.8,TAG,896.8 -> 623.8
TAG(54:6)_FA 16:1,896.8,625.8,TAG,896.8 -> 625.8
TAG(54:6)_FA 18:0,896.8,595.8,TAG,896.8 -> 595.8
TAG(54:6)_FA 18:1,896.8,597.8,TAG,896.8 -> 597.8
TAG(54:7)_FA 16:0,894.8,621.8,TAG,894.8 -> 621.8
TAG(54:7)_FA 16:1,894.8,623.8,TAG,894.8 -> 623.8
TAG(54:7)_FA 18:0,894.8,593.8,TAG,894.8 -> 593.8
TAG(54:7)_FA 18:1,894.8,595.8,TAG,894.8 -> 595.8
TAG(54:8)_FA 16:0,892.7,619.7,TAG,892.7 -> 619.7
TAG(54:8)_FA 16:1,892.7,621.7,TAG,892.7 -> 621.7
TAG(54:8)_FA 18:0,892.7,591.696,TAG,892.7 -> 591.696
TAG(54:8)_FA 18:1,892.7,593.7,TAG,892.7 -> 593.7
TAG(56:0)_FA 16:0,936.9,663.9,TAG,936.9 -> 663.9
TAG(56:0)_FA 16:1,936.9,665.9,TAG,936.9 -> 665.9
TAG(56:0)_FA 18:0,936.9,635.9,TAG,936.9 -> 635.9
TAG(56:1)_FA 16:0,934.9,661.9,TAG,934.9 -> 661.9
TAG(56:1)_FA 16:1,934.9,663.9,TAG,934.9 -> 663.9
TAG(56:1)_FA 18:0,934.9,633.9,TAG,934.9 -> 633.9
TAG(56:2)_FA 16:0,932.9,659.9,TAG,932.9 -> 659.9
TAG(56:2)_FA 16:1,932.9,661.9,TAG,932.9 -> 661.9
TAG(56:2)_FA 18:0,932.9,631.9,TAG,932.9 -> 631.9
TAG(56:3)_FA 16:0,930.8,657.8,TAG,930.8 -> 657.8
TAG(56:3)_FA 16:1,930.8,659.8,TAG,930.8 -> 659.8
TAG(56:3)_FA 18:0,930.8,629.8,TAG,930.8 -> 629.8
TAG(56:4)_FA 16:0,928.8,655.8,TAG,928.8 -> 655.8
TAG(56:4)_FA 16:1,928.8,657.8,TAG,928.8 -> 657.8
TAG(56:4)_FA 18:0,928.8,627.8,TAG,928.8 -> 627.8
TAG(56:5)_FA 16:0,926.8,653.8,TAG,926.8 -> 653.8
TAG(56:5)_FA 16:1,926.8,655.8,TAG,926.8 -> 655.8
TAG(56:5)_FA 18:0,926.8,625.8,TAG,926.8 -> 625.8
TAG(56:6)_FA 16:0,924.8,651.8,TAG,924.8 -> 651.8
TAG(56:6)_FA 16:1,924.8,653.8,TAG,924.8 -> 653.8
TAG(56:6)_FA 18:0,924.8,623.8,TAG,924.8 -> 623.8
TAG(56:7)_FA 16:0,922.8,649.8,TAG,922.8 -> 649.8
TAG(56:7)_FA 16:1,922.8,651.8,TAG,922.8 -> 651.8
TAG(56:7)_FA 18:0,922.8,621.8,TAG,922.8 -> 621.8
TAG(56:8)_FA 16:0,920.8,647.8,TAG,920.8 -> 647.8
TAG(56:8)_FA 16:1,920.8,649.796,TAG,920.8 -> 649.796
TAG(56:8)_FA 18:0,920.8,619.8,TAG,920.8 -> 619.8
TAG(58:0)_FA 16:0,964.9,691.9,TAG,964.9 -> 691.9
TAG(58:0)_FA 16:1,964.9,693.9,TAG,964.9 -> 693.9
TAG(58:0)_FA 18:0,964.9,663.9,TAG,964.9 -> 663.9
TAG(58:1)_FA 16:0,962.9,689.9,TAG,962.9 -> 689.9
TAG(58:1)_FA 16:1,962.9,691.9,TAG,962.9 -> 691.9
TAG(58:1)_FA 18:0,962.9,661.9,TAG,962.9 -> 661.9
TAG(58:10)_FA 16:0,944.8,671.8,TAG,944.8 -> 671.8
TAG(58:10)_FA 16:1,944.8,673.8,TAG,944.8 -> 673.8
TAG(58:10)_FA 18:0,944.8,643.8,TAG,944.8 -> 643.8
TAG(58:2)_FA 16:0,960.9,687.9,TAG,960.9 -> 687.9
TAG(58:2)_FA 16:1,960.9,689.9,TAG,960.9 -> 689.9
TAG(58:2)_FA 18:0,960.9,659.9,TAG,960.9 -> 659.9
TAG(58:3)_FA 16:0,958.9,685.9,TAG,958.9 -> 685.9
TAG(58:3)_FA 16:1,958.9,687.9,TAG,958.9 -> 687.9
TAG(58:3)_FA 18:0,958.9,657.9,TAG,958.9 -> 657.9
TAG(58:4)_FA 16:0,956.9,683.9,TAG,956.9 -> 683.9
TAG(58:4)_FA 16:1,956.9,685.9,TAG,956.9 -> 685.9
TAG(58:4)_FA 18:0,956.9,655.9,TAG,956.9 -> 655.9
TAG(58:5)_FA 16:0,954.8,681.8,TAG,954.8 -> 681.8
TAG(58:5)_FA 16:1,954.8,683.8,TAG,954.8 -> 683.8
TAG(58:5)_FA 18:0,954.8,653.8,TAG,954.8 -> 653.8
TAG(58:6)_FA 16:0,952.8,679.8,TAG,952.8 -> 679.8
TAG(58:6)_FA 16:1,952.8,681.8,TAG,952.8 -> 681.8
TAG(58:6)_FA 18:0,952.8,651.8,TAG,952.8 -> 651.8
TAG(58:7)_FA 16:0,950.8,677.8,TAG,950.8 -> 677.8
TAG(58:7)_FA 16:1,950.8,679.8,TAG,950.8 -> 679.8
TAG(58:7)_FA 18:0,950.8,649.8,TAG,950.8 -> 649.8
TAG(58:8)_FA 16:0,948.8,675.8,TAG,948.8 -> 675.8
TAG(58:8)_FA 16:1,948.8,677.8,TAG,948.8 -> 677.8
TAG(58:8)_FA 18:0,948.8,647.8,TAG,948.8 -> 647.8
TAG(58:9)_FA 16:0,946.8,673.8,TAG,946.8 -> 673.8
TAG(58:9)_FA 16:1,946.8,675.8,TAG,946.8 -> 675.8
TAG(58:9)_FA 18:0,946.8,645.8,TAG,946.8 -> 645.8
TAG(60:0)_FA 16:0,992.9,719.9,TAG,992.9 -> 719.9
TAG(60:0)_FA 16:1,992.9,721.9,TAG,992.9 -> 721.9
TAG(60:0)_FA 18:0,992.9,691.9,TAG,992.9 -> 691.9
TAG(60:1)_FA 16:0,990.9,717.9,TAG,990.9 -> 717.9
TAG(60:1)_FA 16:1,990.9,719.9,TAG,990.9 -> 719.9
TAG(60:1)_FA 18:0,990.9,689.9,TAG,990.9 -> 689.9
TAG(60:10)_FA 16:0,972.9,699.9,TAG,972.9 -> 699.9
TAG(60:10)_FA 16:1,972.9,701.9,TAG,972.9 -> 701.9
TAG(60:10)_FA 18:0,972.9,671.9,TAG,972.9 -> 671.9
TAG(60:11)_FA 16:0,970.9,697.9,TAG,970.9 -> 697.9
TAG(60:11)_FA 16:1,970.9,699.9,TAG,970.9 -> 699.9
TAG(60:11)_FA 18:0,970.9,669.9,TAG,970.9 -> 669.9
TAG(60:12)_FA 16:0,968.9,695.9,TAG,968.9 -> 695.9
TAG(60:12)_FA 16:1,968.9,697.9,TAG,968.9 -> 697.9
TAG(60:12)_FA 18:0,968.9,667.9,TAG,968.9 -> 667.9
TAG(60:2)_FA 16:0,988.9,715.9,TAG,988.9 -> 715.9
TAG(60:2)_FA 16:1,988.9,717.9,TAG,988.9 -> 717.9
TAG(60:2)_FA 18:0,988.9,687.9,TAG,988.9 -> 687.9
TAG(60:3)_FA 16:0,986.9,713.9,TAG,986.9 -> 713.9
TAG(60:3)_FA 16:1,986.9,715.9,TAG,986.9 -> 715.9
TAG(60:3)_FA 18:0,986.9,685.9,TAG,986.9 -> 685.9
TAG(60:4)_FA 16:0,984.9,711.9,TAG,984.9 -> 711.9
TAG(60:4)_FA 16:1,984.9,713.9,TAG,984.9 -> 713.9
TAG(60:4)_FA 18:0,984.9,683.9,TAG,984.9 -> 683.9
TAG(60:5)_FA 16:0,982.9,709.9,TAG,982.9 -> 709.9
TAG(60:5)_FA 16:1,982.9,711.9,TAG,982.9 -> 711.9
TAG(60:5)_FA 18:0,982.9,681.9,TAG,982.9 -> 681.9
TAG(60:6)_FA 16:0,980.9,707.9,TAG,980.9 -> 707.9
TAG(60:6)_FA 16:1,980.9,709.9,TAG,980.9 -> 709.9
TAG(60:6)_FA 18:0,980.9,679.9,TAG,980.9 -> 679.9
TAG(60:7)_FA 16:0,978.9,705.9,TAG,978.9 -> 705.9
TAG(60:7)_FA 16:1,978.9,707.9,TAG,978.9 -> 707.9
TAG(60:7)_FA 18:0,978.9,677.9,TAG,978.9 -> 677.9
TAG(60:8)_FA 16:0,976.9,703.9,TAG,976.9 -> 703.9
TAG(60:8)_FA 16:1,976.9,705.9,TAG,976.9 -> 705.9
TAG(60:8)_FA 18:0,976.9,675.9,TAG,976.9 -> 675.9
TAG(60:9)_FA 16:0,974.9,701.9,TAG,974.9 -> 701.9
TAG(60:9)_FA 16:1,974.9,703.9,TAG,974.9 -> 703.9
TAG(60:9)_FA 18:0,974.9,673.9,TAG,974.9 -> 673.9
TAG(48:0)_FA 18:2,824.8,527.796,TAG,824.8 -> 527.796
TAG(48:1)_FA 18:2,822.8,525.8,TAG,822.8 -> 525.8
TAG(48:2)_FA 18:2,820.8,523.8,TAG,820.8 -> 523.8
TAG(48:3)_FA 18:2,818.8,521.8,TAG,818.8 -> 521.8
TAG(50:1)_FA 18:2,852.8,555.8,TAG,852.8 -> 555.8
TAG(50:2)_FA 18:2,850.8,553.8,TAG,850.8 -> 553.8
TAG(50:3)_FA 18:2,848.8,551.8,TAG,848.8 -> 551.8
TAG(50:4)_FA 18:2,846.8,549.8,TAG,846.8 -> 549.8
TAG(52:0)_FA 18:2,880.8,583.8,TAG,880.8 -> 583.8
TAG(52:0)_FA 20:0,880.8,551.8,TAG,880.8 -> 551.8
TAG(52:0)_FA 20:4,880.8,559.8,TAG,880.8 -> 559.8
TAG(52:1)_FA 18:2,878.8,581.8,TAG,878.8 -> 581.8
TAG(52:1)_FA 20:4,878.8,557.8,TAG,878.8 -> 557.8
TAG(52:1)_FA20:0,878.8,549.8,TAG,878.8 -> 549.8
TAG(52:2)_FA 18:2,876.8,579.8,TAG,876.8 -> 579.8
TAG(52:2)_FA 20:0,876.8,547.8,TAG,876.8 -> 547.8
TAG(52:2)_FA 20:4,876.8,555.8,TAG,876.8 -> 555.8
TAG(52:3)_FA 18:2,874.8,577.8,TAG,874.8 -> 577.8
TAG(52:3)_FA 20:0,874.8,545.8,TAG,874.8 -> 545.8
TAG(52:3)_FA 20:4,874.8,553.8,TAG,874.8 -> 553.8
TAG(52:4)_FA 18:2,872.8,575.8,TAG,872.8 -> 575.8
TAG(52:4)_FA 20:0,872.8,543.8,TAG,872.8 -> 543.8
TAG(52:4)_FA 20:4,872.8,551.8,TAG,872.8 -> 551.8
TAG(52:5)_FA 18:2,870.8,573.8,TAG,870.8 -> 573.8
TAG(52:5)_FA 20:0,870.8,541.8,TAG,870.8 -> 541.8
TAG(52:5)_FA 20:4,870.8,549.796,TAG,870.8 -> 549.796
TAG(52:6)_FA 18:2,868.7,571.7,TAG,868.7 -> 571.7
TAG(52:6)_FA 20:0,868.7,539.7,TAG,868.7 -> 539.7
TAG(52:6)_FA 20:4,868.7,547.7,TAG,868.7 -> 547.7
TAG(54:0)_FA 18:2,908.9,611.9,TAG,908.9 -> 611.9
TAG(54:0)_FA 20:0,908.9,579.9,TAG,908.9 -> 579.9
TAG(54:0)_FA 20:4,908.9,587.9,TAG,908.9 -> 587.9
TAG(54:1)_FA 18:2,906.8,609.8,TAG,906.8 -> 609.8
TAG(54:1)_FA 20:0,906.8,577.8,TAG,906.8 -> 577.8
TAG(54:1)_FA 20:4,906.8,585.8,TAG,906.8 -> 585.8
TAG(54:2)_FA 18:2,904.8,607.8,TAG,904.8 -> 607.8
TAG(54:2)_FA 20:0,904.8,575.8,TAG,904.8 -> 575.8
TAG(54:2)_FA 20:4,904.8,583.8,TAG,904.8 -> 583.8
TAG(54:3)_FA 18:2,902.8,605.8,TAG,902.8 -> 605.8
TAG(54:3)_FA 20:0,902.8,573.8,TAG,902.8 -> 573.8
TAG(54:3)_FA 20:4,902.8,581.8,TAG,902.8 -> 581.8
TAG(54:4)_FA 18:2,900.8,603.8,TAG,900.8 -> 603.8
TAG(54:4)_FA 20:0,900.8,571.8,TAG,900.8 -> 571.8
TAG(54:4)_FA 20:4,900.8,579.8,TAG,900.8 -> 579.8
TAG(54:5)_FA 18:2,898.8,601.8,TAG,898.8 -> 601.8
TAG(54:5)_FA 20:0,898.8,569.8,TAG,898.8 -> 569.8
TAG(54:5)_FA 20:4,898.8,577.8,TAG,898.8 -> 577.8
TAG(54:6)_FA 18:2,896.8,599.8,TAG,896.8 -> 599.8
TAG(54:6)_FA 20:0,896.8,567.8,TAG,896.8 -> 567.8
TAG(54:6)_FA 20:4,896.8,575.8,TAG,896.8 -> 575.8
TAG(54:7)_FA 18:2,894.8,597.8,TAG,894.8 -> 597.8
TAG(54:7)_FA 20:0,894.8,565.8,TAG,894.8 -> 565.8
TAG(54:7)_FA 20:4,894.8,573.8,TAG,894.8 -> 573.8
TAG(54:8)_FA 18:2,892.7,595.7,TAG,892.7 -> 595.7
TAG(54:8)_FA 20:0,892.7,563.7,TAG,892.7 -> 563.7
TAG(54:8)_FA 20:4,892.7,571.7,TAG,892.7 -> 571.7
TAG(56:0)_FA 18:1,936.9,637.896,TAG,936.9 -> 637.896
TAG(56:0)_FA 18:2,936.9,639.896,TAG,936.9 -> 639.896
TAG(56:0)_FA 20:0,936.9,607.9,TAG,936.9 -> 607.9
TAG(56:0)_FA 20:4,936.9,615.9,TAG,936.9 -> 615.9
TAG(56:1)_FA 18:1,934.9,635.9,TAG,934.9 -> 635.9
TAG(56:1)_FA 18:2,934.9,637.896,TAG,934.9 -> 637.896
TAG(56:1)_FA 20:0,934.9,605.896,TAG,934.9 -> 605.896
TAG(56:1)_FA 20:4,934.9,613.9,TAG,934.9 -> 613.9
TAG(56:2)_FA 18:1,932.9,633.9,TAG,932.9 -> 633.9
TAG(56:2)_FA 18:2,932.9,635.9,TAG,932.9 -> 635.9
TAG(56:2)_FA 20:0,932.9,603.9,TAG,932.9 -> 603.9
TAG(56:2)_FA 20:4,932.9,611.9,TAG,932.9 -> 611.9
TAG(56:3)_FA 18:1,930.8,631.796,TAG,930.8 -> 631.796
TAG(56:3)_FA 18:2,930.8,633.8,TAG,930.8 -> 633.8
TAG(56:3)_FA 20:0,930.8,601.8,TAG,930.8 -> 601.8
TAG(56:3)_FA 20:4,930.8,609.8,TAG,930.8 -> 609.8
TAG(56:4)_FA 18:1,928.8,629.8,TAG,928.8 -> 629.8
TAG(56:4)_FA 18:2,928.8,631.8,TAG,928.8 -> 631.8
TAG(56:4)_FA 20:0,928.8,599.8,TAG,928.8 -> 599.8
TAG(56:4)_FA 20:4,928.8,607.8,TAG,928.8 -> 607.8
TAG(56:5)_FA 18:1,926.8,627.796,TAG,926.8 -> 627.796
TAG(56:5)_FA 18:2,926.8,629.8,TAG,926.8 -> 629.8
TAG(56:5)_FA 20:0,926.8,597.8,TAG,926.8 -> 597.8
TAG(56:5)_FA 20:4,926.8,605.8,TAG,926.8 -> 605.8
TAG(56:6)_FA 18:1,924.8,625.8,TAG,924.8 -> 625.8
TAG(56:6)_FA 18:2,924.8,627.8,TAG,924.8 -> 627.8
TAG(56:6)_FA 20:0,924.8,595.8,TAG,924.8 -> 595.8
TAG(56:6)_FA 20:4,924.8,603.8,TAG,924.8 -> 603.8
TAG(56:7)_FA 18:1,922.8,623.8,TAG,922.8 -> 623.8
TAG(56:7)_FA 18:2,922.8,625.8,TAG,922.8 -> 625.8
TAG(56:7)_FA 20:0,922.8,593.8,TAG,922.8 -> 593.8
TAG(56:7)_FA 20:4,922.8,601.8,TAG,922.8 -> 601.8
TAG(56:8)_FA 18:1,920.8,621.8,TAG,920.8 -> 621.8
TAG(56:8)_FA 18:2,920.8,623.8,TAG,920.8 -> 623.8
TAG(56:8)_FA 20:0,920.8,591.8,TAG,920.8 -> 591.8
TAG(56:8)_FA 20:4,920.8,599.8,TAG,920.8 -> 599.8
TAG(58:0)_FA 18:1,964.9,665.9,TAG,964.9 -> 665.9
TAG(58:0)_FA 18:2,964.9,667.9,TAG,964.9 -> 667.9
TAG(58:0)_FA 20:0,964.9,635.9,TAG,964.9 -> 635.9
TAG(58:0)_FA 20:4,964.9,643.9,TAG,964.9 -> 643.9
TAG(58:1)_FA 18:1,962.9,663.9,TAG,962.9 -> 663.9
TAG(58:1)_FA 18:2,962.9,665.9,TAG,962.9 -> 665.9
TAG(58:1)_FA 20:0,962.9,633.9,TAG,962.9 -> 633.9
TAG(58:1)_FA 20:4,962.9,641.9,TAG,962.9 -> 641.9
TAG(58:10)_FA 18:1,944.8,645.8,TAG,944.8 -> 645.8
TAG(58:10)_FA 18:2,944.8,647.8,TAG,944.8 -> 647.8
TAG(58:10)_FA 20:0,944.8,615.8,TAG,944.8 -> 615.8
TAG(58:10)_FA 20:4,944.8,623.8,TAG,944.8 -> 623.8
TAG(58:2)_FA 18:1,960.9,661.9,TAG,960.9 -> 661.9
TAG(58:2)_FA 18:2,960.9,663.9,TAG,960.9 -> 663.9
TAG(58:2)_FA 20:0,960.9,631.9,TAG,960.9 -> 631.9
TAG(58:2)_FA 20:4,960.9,639.9,TAG,960.9 -> 639.9
TAG(58:3)_FA 18:1,958.9,659.896,TAG,958.9 -> 659.896
TAG(58:3)_FA 18:2,958.9,661.9,TAG,958.9 -> 661.9
TAG(58:3)_FA 20:0,958.9,629.9,TAG,958.9 -> 629.9
TAG(58:3)_FA 20:4,958.9,637.9,TAG,958.9 -> 637.9
TAG(58:4)_FA 18:1,956.9,657.9,TAG,956.9 -> 657.9
TAG(58:4)_FA 18:2,956.9,659.9,TAG,956.9 -> 659.9
TAG(58:4)_FA 20:0,956.9,627.9,TAG,956.9 -> 627.9
TAG(58:4)_FA 20:4,956.9,635.9,TAG,956.9 -> 635.9
TAG(58:5)_FA 18:1,954.8,655.8,TAG,954.8 -> 655.8
TAG(58:5)_FA 18:2,954.8,657.8,TAG,954.8 -> 657.8
TAG(58:5)_FA 20:0,954.8,625.8,TAG,954.8 -> 625.8
TAG(58:5)_FA 20:4,954.8,633.8,TAG,954.8 -> 633.8
TAG(58:6)_FA 18:1,952.8,653.8,TAG,952.8 -> 653.8
TAG(58:6)_FA 18:2,952.8,655.8,TAG,952.8 -> 655.8
TAG(58:6)_FA 20:0,952.8,623.8,TAG,952.8 -> 623.8
TAG(58:6)_FA 20:4,952.8,631.8,TAG,952.8 -> 631.8
TAG(58:7)_FA 18:1,950.8,651.8,TAG,950.8 -> 651.8
TAG(58:7)_FA 18:2,950.8,653.8,TAG,950.8 -> 653.8
TAG(58:7)_FA 20:0,950.8,621.8,TAG,950.8 -> 621.8
TAG(58:7)_FA 20:4,950.8,629.8,TAG,950.8 -> 629.8
TAG(58:8)_FA 18:1,948.8,649.8,TAG,948.8 -> 649.8
TAG(58:8)_FA 18:2,948.8,651.8,TAG,948.8 -> 651.8
TAG(58:8)_FA 20:0,948.8,619.796,TAG,948.8 -> 619.796
TAG(58:8)_FA 20:4,948.8,627.8,TAG,948.8 -> 627.8
TAG(58:9)_FA 18:1,946.8,647.8,TAG,946.8 -> 647.8
TAG(58:9)_FA 18:2,946.8,649.8,TAG,946.8 -> 649.8
TAG(58:9)_FA 20:0,946.8,617.8,TAG,946.8 -> 617.8
TAG(58:9)_FA 20:4,946.8,625.8,TAG,946.8 -> 625.8
TAG(60:0)_FA 18:1,992.9,693.9,TAG,992.9 -> 693.9
TAG(60:0)_FA 18:2,992.9,695.9,TAG,992.9 -> 695.9
TAG(60:0)_FA 20:0,992.9,663.9,TAG,992.9 -> 663.9
TAG(60:0)_FA 20:4,992.9,671.9,TAG,992.9 -> 671.9
TAG(60:1)_FA 18:1,990.9,691.9,TAG,990.9 -> 691.9
TAG(60:1)_FA 18:2,990.9,693.9,TAG,990.9 -> 693.9
TAG(60:1)_FA 20:0,990.9,661.9,TAG,990.9 -> 661.9
TAG(60:1)_FA 20:4,990.9,669.9,TAG,990.9 -> 669.9
TAG(60:10)_FA 18:1,972.9,673.9,TAG,972.9 -> 673.9
TAG(60:10)_FA 18:2,972.9,675.9,TAG,972.9 -> 675.9
TAG(60:10)_FA 20:0,972.9,643.9,TAG,972.9 -> 643.9
TAG(60:10)_FA 20:4,972.9,651.9,TAG,972.9 -> 651.9
TAG(60:11)_FA 18:1,970.9,671.9,TAG,970.9 -> 671.9
TAG(60:11)_FA 18:2,970.9,673.9,TAG,970.9 -> 673.9
TAG(60:11)_FA 20:0,970.9,641.9,TAG,970.9 -> 641.9
TAG(60:11)_FA 20:4,970.9,649.9,TAG,970.9 -> 649.9
TAG(60:12)_FA 18:1,968.9,669.9,TAG,968.9 -> 669.9
TAG(60:12)_FA 18:2,968.9,671.9,TAG,968.9 -> 671.9
TAG(60:12)_FA 20:0,968.9,639.9,TAG,968.9 -> 639.9
TAG(60:12)_FA 20:4,968.9,647.9,TAG,968.9 -> 647.9
TAG(60:2)_FA 18:1,988.9,689.896,TAG,988.9 -> 689.896
TAG(60:2)_FA 18:2,988.9,691.9,TAG,988.9 -> 691.9
TAG(60:2)_FA 20:0,988.9,659.896,TAG,988.9 -> 659.896
TAG(60:2)_FA 20:4,988.9,667.9,TAG,988.9 -> 667.9
TAG(60:3)_FA 18:1,986.9,687.9,TAG,986.9 -> 687.9
TAG(60:3)_FA 18:2,986.9,689.9,TAG,986.9 -> 689.9
TAG(60:3)_FA 20:0,986.9,657.9,TAG,986.9 -> 657.9
TAG(60:3)_FA 20:4,986.9,665.9,TAG,986.9 -> 665.9
TAG(60:4)_FA 18:1,984.9,685.896,TAG,984.9 -> 685.896
TAG(60:4)_FA 18:2,984.9,687.9,TAG,984.9 -> 687.9
TAG(60:4)_FA 20:0,984.9,655.9,TAG,984.9 -> 655.9
TAG(60:4)_FA 20:4,984.9,663.9,TAG,984.9 -> 663.9
TAG(60:5)_FA 18:1,982.9,683.9,TAG,982.9 -> 683.9
TAG(60:5)_FA 18:2,982.9,685.9,TAG,982.9 -> 685.9
TAG(60:5)_FA 20:0,982.9,653.9,TAG,982.9 -> 653.9
TAG(60:5)_FA 20:4,982.9,661.9,TAG,982.9 -> 661.9
TAG(60:6)_FA 18:1,980.9,681.9,TAG,980.9 -> 681.9
TAG(60:6)_FA 18:2,980.9,683.9,TAG,980.9 -> 683.9
TAG(60:6)_FA 20:0,980.9,651.9,TAG,980.9 -> 651.9
TAG(60:6)_FA 20:4,980.9,659.9,TAG,980.9 -> 659.9
TAG(60:7)_FA 18:1,978.9,679.896,TAG,978.9 -> 679.896
TAG(60:7)_FA 18:2,978.9,681.9,TAG,978.9 -> 681.9
TAG(60:7)_FA 20:0,978.9,649.9,TAG,978.9 -> 649.9
TAG(60:7)_FA 20:4,978.9,657.9,TAG,978.9 -> 657.9
TAG(60:8)_FA 18:1,976.9,677.9,TAG,976.9 -> 677.9
TAG(60:8)_FA 18:2,976.9,679.9,TAG,976.9 -> 679.9
TAG(60:8)_FA 20:0,976.9,647.9,TAG,976.9 -> 647.9
TAG(60:8)_FA 20:4,976.9,655.9,TAG,976.9 -> 655.9
TAG(60:9)_FA 18:1,974.9,675.896,TAG,974.9 -> 675.896
TAG(60:9)_FA 18:2,974.9,677.9,TAG,974.9 -> 677.9
TAG(60:9)_FA 20:0,974.9,645.9,TAG,974.9 -> 645.9
TAG(60:9)_FA 20:4,974.9,653.9,TAG,974.9 -> 653.9
