lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cerebellum,FAD185_M3_Male_5xFAD_cerebellum,FAD189_M1_Male_5xFAD_cerebellum,FAD189_M2_Male_5xFAD_cerebellum,FAD185_M4_Male_WT_cerebellum,FAD189_M3_Male_WT_cerebellum,Blank_Blank_Blank_Blank_Blank
[TG(54:10)|TG(53:3)]_FA18:0,0.8752328847341994,7.531155073727009,3.3468772656924557,0.06733263372659988,0.5223134832589851,TAG,292766.26068115234,1375083.1408691406,2476456.3383789062,1368866.672302246,978482.6213378906,95483.70544433594,35282.08224487305
FA(12:4),-0.8180925951865756,6.073097057705781,3.3289497345031123,0.06807032903783317,0.5267696685973324,FA,65793.484619140625,256043.93872070312,162080.21142578125,85765.2465209961,266943.2188720703,85059.885986328125,629513.70263671875
[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:1,0.8717599790454043,6.610629280815749,3.3214978528776555,0.0683795029715435,0.5278963064334231,TAG,716366.9273071289,663163.8261413574,680281.8231811523,554467.9423217773,291846.76220703125,215984.2985229492,159047.0105895996
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,-0.8155685727731513,3.955544358681012,3.3078189887182816,0.068950946567272,0.5310374810801594,DAG,61343.32411193848,54126.88366699219,53767.2042427063,62378.46427536011,81281.74573135376,64220.784313201904,63167.164642333984
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,-0.8155685727731513,3.955544358681012,3.3078189887182816,0.068950946567272,0.5310374810801594,TAG,122971.1478881836,116591.48822021484,89609.52575683594,121061.7886352539,85572.6259765625,113663.36688232422,37488.22271728516
LPE(19:1)|LPE(P-20:0),-0.8130317355662511,3.3423543915119187,3.286677651959735,0.06984421525977455,0.5366363872459344,PE,37418.92303466797,16965.901161193848,27120.942226409912,69067.48452758789,46966.00347900391,48952.10348510742,39778.52243041992
[TG(56:9)|TG(55:2)]_FA16:0,0.8621487218464683,5.229925452481164,3.251716661597584,0.07134869574138905,0.5404747445010856,TAG,116925.70690917967,286206.5012207031,423997.5923461914,249889.9998779297,158279.87173461914,52132.6439819336,26923.802032470703
[TG(60:9)|TG(59:2)]_FA18:2,0.8631575036269216,5.452284641042462,3.2590182978219673,0.07103163925772626,0.5404747445010856,TAG,253813.59899902344,335411.72357177734,311145.1647949219,328009.8426513672,125073.22735595705,114234.1885986328,40419.38311767578
[TG(61:10)|TG(60:3)]_FA20:4,0.8635232636925886,5.656902018480076,3.2616772704277537,0.07091655484680597,0.5404747445010856,TAG,442343.872253418,304875.79974365234,191793.3544921875,452525.5740356445,116582.94891357422,156996.88946533203,48920.24319458008
DG(29:1)_C18:0,-0.8097357680736778,3.812907980491829,3.2597050808976746,0.0710018950792848,0.5404747445010856,DAG,47902.183307647705,50678.20348739624,46884.76343154907,51163.76354980469,73589.08522796631,49302.30339050293,68378.70526123047
DG(33:0)_C18:0,-0.8094753209488774,3.943515804342067,3.2575053981307747,0.0710972091782897,0.5404747445010856,DAG,44147.822982788086,45093.44282531738,41996.98279571533,41246.30278015137,66541.12509155273,41221.00282287598,108580.68685913086
PI(40:4),0.8624582962480051,5.220916486337213,3.253933034802685,0.07125229492349754,0.5404747445010856,PI,204518.43310546875,223149.8158569336,339726.0444335937,197461.09399414065,103274.2273864746,84419.76654052734,79403.96646118164
[TG(53:10)|TG(52:3)]_FA18:0,0.858776638232841,11.514568408700416,3.227575943037415,0.07240779392067673,0.5421197095784704,TAG,3551577.3356933594,19702937.071289062,45816967.455078125,19092313.255249023,16527533.705078123,834868.0583496094,57188.86389160156
[TG(54:7)|TG(53:0)]_FA22:6,0.8592469272793551,7.622876588694678,3.230926880649349,0.0722597800072353,0.5421197095784704,TAG,1144850.9294433594,1272142.2479248047,2057674.211364746,1278453.7091064453,864423.3134765625,270035.61993408203,68682.12454223633
[TG(59:10)|TG(58:3)]_FA18:2,0.8582722332455273,5.586841438920002,3.2238259701298375,0.07257381919364711,0.5421197095784704,TAG,280706.6003417969,399694.7535400391,341536.2834472656,330240.7022705078,148746.33032226562,115379.86779785156,43807.20303344727
[TG(61:13)|TG(60:6)]_FA14:0,-0.8063617704879539,3.3221583343865637,3.2320245518264983,0.07221136546248452,0.5421197095784704,TAG,41823.62258911133,48381.24319458008,48380.904052734375,38499.92260742188,46233.58381652832,62746.62512207031,20302.66131591797
FA(29:2),-0.8074639888304819,4.957334008708477,3.241384617425865,0.0717999347467454,0.5421197095784704,FA,104552.3468322754,197598.1962585449,172849.29244995117,109354.24639892578,209190.8387756348,150293.54974365234,40158.66345214844
FA(30:3),-0.8066252193375404,5.092940512577437,3.2345384564987403,0.07210061666772948,0.5421197095784704,FA,108792.10668945312,243176.0726928711,153501.17083740234,134992.97143554688,260854.5336303711,134346.04852294922,45492.32321166992
[TG(58:11)|TG(57:4)]_FA18:3,0.8548154415462745,6.3018361286821625,3.199066260131076,0.07368032562787262,0.547877388993976,TAG,405634.9913330078,472285.2492675781,681589.9088134766,676215.208984375,273695.9196777344,168062.35119628906,55170.40399169922
[TG(59:12)|TG(58:5)]_FA22:5,0.8544766977204724,7.075913383773845,3.196668673946988,0.07378843068615953,0.547877388993976,TAG,1141145.4870605469,804143.8512573242,753307.4794921875,1094054.6228027344,320709.24267578125,426837.12890625,97316.64739990234
DG(40:2)_C18:0,-0.8018753935360272,2.901274035107626,3.1952176239328764,0.07385393994805688,0.547877388993976,DAG,30403.70205307007,28949.062072753903,27194.781818389893,28564.86204528809,45946.22327041626,25793.121788024902,28217.882110595703
[TG(55:8)|TG(54:1)]_FA16:0,0.8535702838728679,5.764381081785315,3.190121044206819,0.07408452587936061,0.5483274426896713,TAG,245523.4766845703,414222.9251098633,553393.8080444336,349603.8856201172,208594.07583618164,98217.7670288086,34390.22247314453
DG(37:7)|DG(36:0)_C18:1,-0.8003790394080048,4.589849940999953,3.1834940981725595,0.07438550716307876,0.5492952668541308,DAG,2958.9602279663086,74598.36508178711,129395.62977981567,58447.764709472656,72449.02515792847,88013.60665512085,177927.35278320312
DG(37:3)_C18:0,-0.7981641322824428,3.2185925920601517,3.165261859043767,0.07522037212450898,0.5541921023876495,DAG,34341.46263504028,34179.84232330322,33669.00246429443,34234.8023147583,49942.84342193604,34609.32241821289,40832.90298461914
[TG(47:5)]_FA22:5,-0.7970283877933447,5.536411917711304,3.1566143666677813,0.07561986029256085,0.555045291153431,TAG,244012.93649291992,242817.33575439453,145767.74996948242,209285.91302490237,168626.69256591797,346575.0034790039,76877.92596435547
[TG(58:7)|TG(57:0)]_FA18:0,0.8486825715278997,7.8408362962481615,3.1553130125248576,0.07568017604819016,0.555045291153431,TAG,1554559.2924804688,1068148.3791503906,1647995.4965820312,2305825.0762939453,623169.9313964844,684983.32861328125,81399.46569824219
FA(29:0),0.8468918356117032,7.070211617374383,3.1425592469604453,0.07627403759191656,0.5581322433313259,FA,819423.0881500244,698253.5096740723,1530368.0709228516,890461.5273590088,386854.9090118408,388465.2297363281,28903.92153930664
[TG(55:7)|TG(54:0)]_FA16:1,0.8460262848804457,5.085890306064721,3.1362759328821994,0.07656845180360522,0.5586504734992679,TAG,201808.7750244141,234872.13610839844,264400.4953613281,189928.373046875,83971.7456665039,90825.86712646484,64382.62362670898
[TG(64:10)|TG(63:3)]_FA14:0,-0.7942299371519568,3.2256494608820634,3.133666198869492,0.0766910938209407,0.5586504734992679,TAG,39960.68246459961,42904.36315917969,48970.36329650879,39709.24279785156,38220.222747802734,66361.88417816162,14648.901107788086
DG(38:5)_C18:0,-0.791586709903303,2.961226151024991,3.1121380632299633,0.07771088629525535,0.5637779883373734,DAG,21541.441528320312,28552.86199569702,27504.60178756714,27710.821952819824,36724.92272949219,27989.12201309204,41467.34309387207
PE(30:3),-0.7909738755323222,4.312993340526463,3.107779675831352,0.07791911459512504,0.5637779883373734,PE,80821.7455444336,84356.44677734375,83694.46563720703,81735.54608154297,141105.97088623047,63565.544189453125,57308.3642578125
PE(38:6),0.8419895198674048,9.375871204297793,3.1078383488638774,0.07791630742141512,0.5637779883373734,PE,3203677.743408203,4726118.489013672,9550091.053466797,2296351.3408203125,888733.21484375,2912027.387939453,125977.90869140624
[TG(58:13)|TG(57:6)]_FA18:3,0.8387976074408967,5.144061413608303,3.0851597235491677,0.07900950749517781,0.5691153586762027,TAG,145594.8897705078,262400.7583618164,345597.20361328125,240262.6572265625,115333.72772216795,81076.22540283203,32778.982330322266
[TG(60:13)|TG(59:6)]_FA16:1,0.8392977248623309,4.950342040216571,3.0886581985359953,0.07883979521324919,0.5691153586762027,TAG,225657.45501708984,199901.31323242188,216367.8564147949,198134.53469848636,91058.767822265625,75970.24569702148,40244.90254211426
[TG(56:8)|TG(55:1)]_FA22:6,0.8363420117274611,9.416468665990802,3.0680200521019287,0.07984666536211929,0.5703088973578778,TAG,1510455.130859375,3850538.776550293,10228799.58569336,4748393.742675781,3711045.223876953,368730.26739501953,57026.84387207031
[TG(57:8)|TG(56:1)]_FA20:4,0.8371018968058245,5.891902281466934,3.073282866515001,0.07958860006123045,0.5703088973578778,TAG,180753.8134765625,407564.4710083008,766648.517578125,346468.0880126953,242690.15771484372,94473.26654052734,42022.04315185547
[TG(58:13)|TG(57:6)]_FA20:4,0.8365742919244672,7.634656888371489,3.0696347802731907,0.07976739043120618,0.5703088973578778,TAG,381107.44219970703,1365734.7786865234,2634557.6357421875,1428536.6499023438,995733.9987792968,165077.01208496094,76066.68469238281
PS(O-41:0),0.8362415558867277,7.986712880560253,3.0672983174372344,0.07988212631105075,0.5703088973578778,PS,1903622.8666992188,1495680.1484375,1267510.5844726562,1881355.8166503904,611822.7800292969,695932.0334472656,491331.1363525391
[TG(58:8)|TG(57:1)]_FA18:0,0.8341249064931395,6.053361756152932,3.052379324304639,0.08061895535223387,0.5742988276416306,TAG,347223.4647216797,373769.16662597656,599194.9027099609,553661.15576171875,241339.6370849609,134713.32946777344,47550.6435546875
[TG(58:9)|TG(57:2)]_FA18:1,0.8335072348112236,6.1453878932777375,3.048054012804642,0.08083394430502107,0.5745619785733546,TAG,370669.689453125,389951.7271728516,620262.8486328125,632857.58056640625,254089.81787109372,150624.07104492188,39912.74267578125
PE(34:1)|PE(O-35:1)|PE(P-35:0),0.8328177322579456,7.768902356914756,3.0432721467659576,0.08107234604021978,0.5749900234544818,PE,1180064.310546875,1401475.7341308594,2711496.908935547,986727.3205566406,476746.93603515625,753932.9593505859,129344.28930664062
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:1,0.8313213712316232,7.857678524992818,3.0328002320602536,0.08159708039418062,0.5774424965614493,TAG,2320021.586425781,1461296.5647583008,759636.7462158203,1946206.9818115237,461021.0162963867,838996.4638671875,158556.47033691406
[TG(48:3)]_FA18:1,0.8306177590563453,5.711007715859281,3.027805492016114,0.08184865005034533,0.5779553472920447,TAG,159853.93154907227,345305.9050292969,702749.7938232422,300861.8834838867,205101.3935546875,94714.98669433594,32116.1423034668
[TG(48:5)]_FA18:3,0.8278087657629929,6.322625323647203,3.0082375355609647,0.08284232142559496,0.5827315716692635,TAG,251296.39782714844,602189.4993896484,982258.7006225586,454749.3551025391,305720.14221191406,149530.53063964844,57785.583557128906
[TG(58:11)|TG(57:4)]_FA18:2,0.8244299610329627,5.155369652777056,2.9846527936533676,0.084057312991518,0.5827315716692635,TAG,132340.73052978516,232546.9742431641,356995.9422607422,266109.47747802734,131258.28881835938,67174.52447509766,37793.7024230957
[TG(58:12)|TG(57:5)]_FA18:2,0.8257837118928785,5.018476045315862,2.9940439787260402,0.0835712257246646,0.5827315716692635,TAG,120288.1081237793,232256.7606201172,321548.7060546875,229153.47619628903,107879.48788452148,72410.06536865234,33022.46228027344
FA(10:1),-0.77523788091494406,3.4730091986200358,2.982863606202045,0.08415026724446135,0.5827315716692635,FA,33272.002380371094,51129.78335571289,50177.98315429688,45125.9831237793,52779.083984375,55677.96374511719,37252.22253417969
FA(24:2),-0.7761168732795332,4.583516105722994,2.990031271428962,0.08377855061919143,0.5827315716692635,FA,65652.34371948242,187260.37286376956,118049.7699584961,70686.88470458984,169493.61096191406,95105.4868774414,44184.74328613281
PE(34:0)|PE(O-35:0),0.8263910816952852,6.5043671562240295,2.998371467412653,0.08334825801302448,0.5827315716692635,PE,546424.6984863281,593894.3426513672,832311.1607666016,507665.2348632813,233670.53784179688,259328.3753662109,116026.96813964844
PE(36:4)|PE(O-37:4),0.8254578053692565,7.09427233644635,2.991902594854764,0.08368179572804389,0.5827315716692635,PE,703695.5944824219,854111.2164306641,1681061.4528808594,656390.5906982422,308004.7197265625,460259.3670654297,98054.26770019533
PE(37:7)|PE(P-38:6)|PE(36:0)|PE(O-37:0),0.825616163461409,6.879950410364989,2.99299513771166,0.08362536272331711,0.5827315716692635,PE,689851.8287353516,728237.603515625,1129668.5217285156,640338.4787597656,249941.0372314453,381592.7854003906,166460.51171875
PG(40:7)|PG(39:0)|PG(O-40:0),0.8242933515442398,7.865020181407689,2.9838290810585018,0.08410009381606688,0.5827315716692635,PG,1440915.0810546875,1475332.7861328125,2199321.2353515625,1401217.4853515625,597757.50244140625,700428.3713378906,213398.37524414065
[TG(56:11)|TG(55:4)]_FA18:0,0.8228073589956516,6.400472504297194,2.9734843132341666,0.08463937401851522,0.5848635116868279,TAG,238306.0394287109,615373.86328125,1118646.2955322266,493455.3731689453,365090.3063964844,128246.7896118164,34760.762634277344
[TG(58:8)|TG(57:1)]_FA18:1,0.8216397630689307,7.900562731170211,2.965434071869822,0.08506162532929298,0.5852747653254338,TAG,1579209.6801757812,1080391.5051269531,1708748.0317382812,2476063.675048828,669501.8430175781,719092.494140625,72401.70495605469
PE(40:5),0.8218215938552376,8.454065860039766,2.966699573189544,0.08499509663647901,0.5852747653254338,PE,1697605.5368652344,2405012.4143066406,5045075.750488281,1152614.09765625,519524.5538330078,1490392.6193847656,122497.78845214844
[TG(56:10)|TG(55:3)]_FA14:0,0.8205922417880007,4.490854789526522,2.9579774196135986,0.08545477442238426,0.5867288448107107,TAG,70269.244873046875,149260.85180664062,274258.4799194336,135458.96978759766,87278.52526855469,38858.96298217773,22519.541748046875
DG(34:5)_C18:0,-0.7707170453637732,2.733297530257053,2.9471548129884013,0.08602889301104294,0.588167876581855,DAG,25827.6817817688,23440.30153656006,24647.20179748535,24511.441772460938,35169.48253250122,24732.461906433105,29006.86210632324
DG(38:9)|DG(dO-40:9)|DG(37:2)_C16:0,0.8194711486214166,4.4043823577750505,2.9501989713192245,0.08586698559460024,0.588167876581855,DAG,151462.6317138672,97361.94534301758,137546.5871887207,162996.75268554688,57152.884338378906,54280.30394363403,38293.00260925293
[TG(59:11)|TG(58:4)]_FA18:3,0.8167077667239843,5.729176137016754,2.9313031767064786,0.08687733917660428,0.5927128404289683,TAG,318188.4420166016,444445.2293701172,372765.1672973633,347315.96813964844,158902.43139648438,138607.36950683594,48935.08364868164
DG(30:0)_C18:0,-0.7671827916182802,3.81796099412062,2.920072411138108,0.08748393800347896,0.593144644289686,DAG,47727.28335952759,47187.10326766968,47876.02359390259,46964.26320266724,73114.6453590393,42207.82306671143,76604.66607666016
DG(44:12)|DG(43:5)_C18:0,-0.7671339127023011,5.645741187050402,2.91992276455494,0.08749205165227474,0.593144644289686,DAG,102829.986618042,121442.7109222412,104328.64868545532,89533.72664260864,131662.62992477417,119890.83010482788,471152.6524047852
PG(42:1),0.8157106738878726,5.879269020072066,2.924447610123025,0.08724708007562734,0.593144644289686,PG,259341.8790283203,294942.84313964844,786820.5362548828,270184.15869140625,177508.67163085938,144776.78967285156,76322.34600830078
[TG(52:6)]_FA18:3,0.8140668090707462,12.143824754667707,2.913240188678671,0.0878552047047249,0.5943579571952773,TAG,5342328.532958984,28429216.953125,65961746.04943848,35146975.6262207,26145204.15625,1365411.2397460938,91084.34631347656
[TG(56:11)|TG(55:4)]_FA16:1,0.8134920244733779,5.2872893938369865,2.9091640379827908,0.08807751765651013,0.5946153754760631,TAG,122674.84747314452,294786.4009399414,457118.1752929688,241516.0791015625,155124.51025390625,69460.2045288086,26785.16186523437
FA(27:0) | FA(28:7)_2,-0.7650277018169614,4.57524268540696,2.903620928632335,0.0883808170600677,0.5954173207783684,FA,100107.10668945312,142447.82918930054,114748.06757354736,84687.32582855225,179441.35403442383,86861.24582672119,38998.02291870117
[TG(56:11)|TG(55:4)]_FA18:3,0.8117734885925313,7.224759587268565,2.897474757723103,0.08871843776328966,0.5957756917522219,TAG,418929.0910644531,1150814.2056884766,1674686.4750976562,1093621.8696289062,705185.33349609375,175345.87133789062,63785.20422363281
[TG(56:13)|TG(55:6)]_FA18:2,0.8115515748472611,6.536107761637129,2.895934676282195,0.08880325619238263,0.5957756917522219,TAG,273548.3642578125,647412.02685546875,1210271.5161132812,560642.8040771484,401385.68438720703,142105.16943359375,42761.2829284668
[TG(60:12)|TG(59:5)]_FA20:4,0.809575892840025,6.144461842792027,2.8823984691989604,0.0895525427055668,0.595847536723431,TAG,338072.044921875,388260.1885986328,579391.3011474609,644150.2662353516,250783.21838378903,147848.4111328125,69197.26501464844
[TG(62:14)|TG(61:7)|TG(60:0)]_FA20:4,0.8101102928831643,4.766501312005416,2.8859333949112624,0.08935621044032772,0.595847536723431,TAG,183435.3711547852,163319.7120666504,205304.65451049805,183671.15313720703,88468.66653442383,61213.68441772461,35520.5422668457
[TG(64:16)|TG(63:9)|TG(62:2)]_FA20:4,0.8097436812105048,4.3798933385267755,2.883367467865355,0.08949867733336886,0.595847536723431,TAG,139124.12838745117,121549.9877166748,149523.55010986328,150980.08975219727,57209.22454833984,56694.48416137695,27491.881896972656
DG(36:7)|DG(35:0)_C18:0,-0.7625482935852543,5.743732811067996,2.8844765325693515,0.08943706899426612,0.595847536723431,DAG,112299.00817108154,107728.04751586914,110008.64795303345,107246.80822753906,155247.81103134155,109117.80782699584,510965.3532714844
[TG(55:7)|TG(54:0)]_FA18:3,0.8077179146320083,6.650539305289411,2.8697357419659966,0.09025968899411596,0.5986055498099802,TAG,296297.01934814453,698076.7669677734,1269871.3920288086,634501.310546875,418305.493347168,168319.4107055664,52098.62387084961
PI(41:7)|PI(P-42:6)|PI(40:0)|PI(O-41:0),0.8075105920549093,7.363461333599029,2.8683390904916446,0.09033805477454612,0.5986055498099802,PI,1363793.4553833008,1298647.7994384766,646085.3109741211,1222833.757080078,355854.36669921875,561046.1883544922,164541.19201660156
[TG(56:7)|TG(55:0)]_FA22:5,0.8050430277704632,9.26752560158678,2.851557401139871,0.09128546794495795,0.6033958342199045,TAG,1364518.1260986328,3543188.602416992,9112395.191894531,4241736.99230957,3391077.5244140625,350963.3438720703,50567.42346191406
[TG(60:10)|TG(59:3)]_FA18:2,0.8046764777278856,5.122305830456549,2.8489269914909983,0.09143494358027061,0.6033958342199045,TAG,196593.3134765625,265883.37634277344,237147.11865234372,250409.23651123047,108889.3480834961,84135.52551269531,42380.82293701172
[TG(60:11)|TG(59:4)]_FA18:1,0.8029550428024667,4.792008255049681,2.837201203407176,0.09210451444405691,0.6065740165530034,TAG,185601.5123291016,156582.06964111328,236844.35638427731,186588.65313720703,93515.16702270508,63025.624420166016,26802.2020111084
[TG(54:6)]_FA22:5,0.8008446885090176,7.51259966907497,2.8230500607890017,0.09291968151770125,0.6106961553108389,TAG,1010073.8024291992,1192759.3763427734,1952953.7005615237,1132169.5828857422,820524.40283203125,263529.1188354492,64635.42422485352
[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:0,0.799399625747083,5.29857911301174,2.8131744105135112,0.09349320638001649,0.6107339615148041,TAG,221380.05590820312,291890.8612060547,285962.6418457031,287250.05895996094,117242.14764404295,104010.0869140625,40287.16290283203
DG(33:0)_C16:0,0.8000998337492377,8.083664648258303,2.8180156684829853,0.09321157261437002,0.6107339615148041,DAG,1788459.9575195312,2303272.4259033203,1513197.653930664,1464074.9409179688,1068805.5430908203,379295.6862487793,517723.9404296875
PG(36:1)|PG(O-37:1)|PG(P-37:0),0.799627036519299,10.480232283903296,2.814833512930599,0.0933965862229159,0.6107339615148041,PG,8006196.224609375,8147704.41796875,16636211.3984375,7580196.32421875,4339814.630859375,3845300.572265625,1051587.134765625
PG(44:1),-0.7515200013097199,4.704336014062233,2.8001283026455894,0.09425676399102534,0.6144779341394723,PG,96010.0859375,124235.44847106934,145503.89030456543,106807.28764343262,150236.9098968506,130933.41011047363,51173.14337921143
DG(35:3)_C18:0,-0.7511358457221314,3.217164742209331,2.796791604158784,0.09445314058801091,0.6145167029788532,DAG,31655.662311553955,32588.702362060547,32470.86249923706,35170.94262313843,47941.18342590332,31285.78235244751,45704.34292602539
[TG(51:9)|TG(50:2)]_FA18:0,0.796060701008794,9.556396614875586,2.7907648623222485,0.09480896504834108,0.6155906040462709,TAG,1133230.7231445312,4820376.328613281,11674123.79638672,4701361.150878906,4149293.367675781,434972.9719238281,85660.94641113281
[TG(50:3)]_FA18:0,0.7950593570080171,6.40359994309589,2.783975965110585,0.09521153615347597,0.6169631067615802,TAG,232006.31329345703,473947.9129638672,1192631.6888427734,565648.8206176758,371818.3438720703,132966.4090576172,27003.302276611328
DG(32:0)_C18:0,-0.7489144553473496,3.616690575395137,2.780104659785138,0.09544193141678405,0.6172166586812868,DAG,44906.56338882446,42277.24282073975,42185.883029937744,43771.34336090088,63917.344188690186,40004.74277496338,60990.4040222168
[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:0,0.7923202227715799,5.355425293839253,2.765512789517743,0.09631581853852954,0.6216222928476696,TAG,244005.3967285156,333144.1400756836,300215.5827636719,262238.91583251953,131873.37030029297,101029.5068359375,38047.5426940918
[TG(50:4)]_FA18:1,0.7859857236934644,6.489780298831477,2.7232405178174304,0.09889705131989346,0.6278565994822797,TAG,254272.53829956052,474042.3463439941,1278951.0770263672,610563.2868041992,394720.9029541016,145266.23052978516,24371.94166564941
[TG(52:10)|TG(51:3)]_FA22:5,-0.7430014726101976,4.523927998141268,2.73583152026913,0.09812041754181304,0.6278565994822797,TAG,115317.50729370116,129290.48788452148,84887.4458618164,107901.04696655272,110751.92791748048,147786.79083251953,28960.98200988769
[TG(53:6)]_FA20:4,0.7885425974041883,7.612804150740182,2.7403220001788213,0.09784504895593374,0.6278565994822797,TAG,293224.62103271484,1301501.2598876953,2890389.454223633,1268050.2785644531,1057327.9283447266,129687.94946289062,44729.52337646485
[TG(55:9)|TG(54:2)]_FA16:0,0.7872724760387134,7.356529963704054,2.7318398306088056,0.09836590873187559,0.6278565994822797,TAG,550481.4196166992,1132082.6954345703,1899049.366821289,1215662.3422851562,807494.6109619141,185912.9730224609,30431.46228027344
[TG(56:10)|TG(55:3)]_FA18:2,0.7852449994967742,7.0876369269615855,2.7183257519936888,0.09920202026315555,0.6278565994822797,TAG,376649.4074707031,1003401.9919433594,1562159.3344726562,984633.3021240234,661303.0860595703,151248.0506591797,58466.9443359375
[TG(56:8)|TG(55:1)]_FA16:0,0.784723187200641,5.605867775149192,2.714791224567307,0.09942197779220481,0.6278565994822797,TAG,239387.6971435547,334061.94049072266,451018.70703125,335344.54248046875,175578.73181152344,104799.10662841795,41682.703125
[TG(56:8)|TG(55:1)]_FA18:0,0.7853851847293517,6.955492013475794,2.719255619245814,0.0991442418986382,0.6278565994822797,TAG,320299.0249023437,966842.9665527344,1453640.0063476562,852191.1893310547,612342.123046875,129894.11181640624,52178.403747558594
[TG(58:11)|TG(57:4)]_FA18:1,0.7857378352044708,4.900419674730358,2.7214813069331285,0.09900609537356674,0.6278565994822797,TAG,128106.90789794922,198072.2755126953,296137.05850219727,205575.81610107425,105523.96759033205,64829.6044921875,29304.922088623047
DG(31:0)_C16:0,0.7868247263678331,9.308699612622288,2.7288733847090043,0.09854878084882283,0.6278565994822797,DAG,4257508.100341797,5395258.03125,3448403.029785156,3379147.4873046875,2524877.109863281,883223.2715759277,1214711.3591308594
FA(24:1),-0.7426948559351862,4.532540321068999,2.73352659588636,0.09826209005706603,0.6278565994822797,FA,65474.56384277344,173361.67578125,109410.90893554688,77697.18615722656,158683.17016601562,91313.4059753418,45426.24346923828
PS(44:10),0.784867956281056,7.463087551922405,2.7158231432244975,0.09935770538097295,0.6278565994822797,PS,1004149.8481445312,1055090.8543701172,1880801.1147460935,942489.849609375,361064.24609375,631414.4056396484,178567.05322265625
[TG(51:6)]_FA18:0,-0.7392148788427453,6.605210543031152,2.707637047578828,0.09986882151697489,0.62795680536096,TAG,331957.7824707031,496257.65234375,605045.9193115234,521358.6534423828,866123.3358154297,300593.2647705078,49174.34362792969
FA(23:1),-0.7392810896041129,5.0830230117012976,2.7080464072860195,0.09984319419870262,0.62795680536096,FA,94980.18786621094,250346.2009277344,167826.89196777344,104512.54541015624,221694.0529785156,139229.9483642578,72171.205078125
PI(38:9)|PI(37:2)|PI(O-38:2)|PI(P-38:1),0.7832712420027936,6.82309542091473,2.705198540008496,0.10002162936335093,0.62795680536096,PI,238808.73739624023,872420.8716430664,1502231.3263549805,681986.6111450195,589850.3050537109,90935.74621582033,43804.44345092773
[TG(49:4)]_FA14:0,-0.7381310910598546,3.8547874113790854,2.6993080710352615,0.10039180718735459,0.6279921040485806,TAG,64627.46484375,73962.54461669922,63056.92468261719,61820.54473876953,67668.80487060547,87344.94647216797,27751.90209960937
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C16:0,-0.7390007191527576,-0.4203327732758103,2.6989165795876033,0.10041646287234819,0.6279921040485806,DAG,2629.2601890563965,2630.9201736450195,2633.580192565918,2627.4801712036133,2634.3201751708984,3573.0602416992188,3767.960250854492
[TG(58:12)|TG(57:5)]_FA18:3,0.7815363873358547,5.255811628756462,2.69360627754213,0.1007515539276173,0.6283619211421383,TAG,154055.16955566406,258843.3985595703,386801.5069580078,256666.7945556641,137748.07061767578,80115.96594238281,39322.64300537109
[TG(60:10)|TG(59:3)]_FA18:3,0.7812619202272243,5.593519706068987,2.691812242181186,0.10086503723322827,0.6283619211421383,TAG,277799.6599121094,346399.9832763672,338310.46270751953,360281.86877441406,135618.4298095703,137095.1688232422,51920.20379638672
[TG(56:9)|TG(55:2)]_FA18:2,0.7806038071187572,7.200980219601784,2.687520661467715,0.1011370721608769,0.6288426432815988,TAG,876643.6203613281,796580.1026611328,955866.307861328,1533133.4047851562,392743.4704589844,473114.4725341797,63094.684143066406
[TG(60:13)|TG(59:6)]_FA18:3,0.7777402519203052,5.025467488348486,2.668479959735123,0.10235373677390865,0.6291343020369584,TAG,221440.33697509769,190294.75271606445,265248.59942626953,212249.45474243164,108919.04864501952,75964.025634765625,35646.26257324219
[TG(63:12)|TG(62:5)]_FA22:5,0.7793919941430463,11.509720623662952,2.6795326022798944,0.10164555769831414,0.6291343020369584,TAG,23953278.556152344,32235336.431152344,12402436.472167969,14731223.065917969,10323317.39453125,6832418.1083984375,1611737.7868652344
DG(44:9)|DG(43:2)_C18:0,-0.7340119647136139,3.2574836392156765,2.668485295458595,0.1023533935974014,0.6291343020369584,DAG,37125.68270874024,35783.862438201904,34736.542472839355,38011.2626953125,49439.84313201904,36936.642475128174,39812.06283950806
FA(24:0),-0.7345165113715242,5.46558173783389,2.6726467701846555,0.10208612385755601,0.6291343020369584,FA,140121.21063232422,368374.6643676758,189710.9354248047,170633.97259521484,275840.0977172852,229550.6551513672,45829.36328125
PI(40:10)|PI(39:3)|PI(O-40:3)|PI(P-40:2),0.7787290434951535,5.07008141875039,2.675016071734717,0.10193429709472063,0.6291343020369584,PI,109259.0482788086,260357.67868041992,375279.02658081055,200083.67556762692,132588.42904663086,62023.34423828125,28578.182067871097
PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1),0.7799486199839522,5.1632443820832865,2.6830864015942097,0.10141899382822506,0.6291343020369584,PI,106706.58688354492,274349.0960083008,408885.5076599121,210729.79544067383,155129.47009277344,51353.12384033203,34840.96273803711
