lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,Blank_Blank_Blank_Blank_Blank
CAR(20:1),-0.4037496515762493,7.70595907541589,0.9145448108574783,0.33891141544288683,0.9999413310567914,CAR,593158.8449478149,604612.7245368958,555359.1405525208,573932.7795372009,548443.2402801514,548493.577545166,573377.6212539673,606478.0848083496,584938.5810966492,602583.583984375
CAR(20:1)_QUAL,-0.36744823299662777,9.520642162357296,0.7557405376828681,0.38466480643994455,0.9999413310567914,CAR,2120068.1714134216,2108902.4557876587,2031445.1567268367,2030649.0118789675,2026440.485786438,2018776.38407135,2010838.4269599917,2093240.2393836973,2075263.855632782,2005452.6015625
CAR(20:2),-0.41852690948994314,7.563910147778259,0.9836247588464175,0.3213055470638906,0.9999413310567914,CAR,544962.1003189087,544552.8597335815,489639.15322875977,520274.2581291199,489973.5371932984,499628.75422668457,533664.4797325134,542057.2000083923,535712.1989135742,542018.3017578125
CAR(20:2)_QUAL,-0.3677096208978653,9.47372590929975,0.7568287786070871,0.38432277392384534,0.9999413310567914,CAR,2043492.018131256,2023722.3308639529,1961910.864227295,1998494.3878173828,1959580.1868782043,1981384.982196808,1941919.9132881165,2028221.8551635745,2020504.7426643367,1927371.623046875
CAR(20:4),-0.4195803318963377,7.641417722657242,0.9886480913901323,0.32007301737655147,0.9999413310567914,CAR,579437.7614097595,571953.6396141052,518909.0928573608,536502.5371932983,520621.339263916,531815.5353775024,554694.6580543518,578648.7180137634,568190.443561554,571720.7197265625
CAR(20:4)_QUAL,-0.37561319754167244,9.289171694647202,0.7901133077393749,0.3740658659290789,0.9999413310567914,CAR,1775250.4566459656,1793011.7721939087,1710370.5127372742,1732785.4181289673,1729382.5322723389,1766595.6940689087,1721938.8299293518,1791836.084224701,1770957.344379425,1701772.712890625
CAR(22:0),-0.3901926422100507,6.338686901759979,0.85341347189933,0.3555884732709044,0.9999413310567914,CAR,233084.9561767578,230876.19455337524,206396.23305511475,220538.85735702515,209466.17405700684,214747.49493026733,225577.95599365237,226648.3770027161,220266.8165473938,246921.7578163147
CAR(22:0)_QUAL,-0.2537106998976784,9.510031795967368,0.35758560242538806,0.5498501972626924,0.9999413310567914,CAR,2108268.9651641846,2580723.376106262,1567737.4921150208,1645451.4886016846,1766458.3007087708,1771301.5647697449,1742622.7064971924,1829532.893989563,1879769.452739716,2740927.288986206
CAR(22:2),-0.3932463865731982,6.617656285765172,0.8669955530285733,0.35178841155629803,0.9999413310567914,CAR,275570.3806991577,282701.1981124878,248093.77682113647,261989.89906692505,257068.2985687256,256560.39823150635,265164.4580421448,277044.0199928284,268277.35957717896,311783.7636947632
CAR(22:2)_QUAL,-0.25662145705734074,9.50862749590738,0.3659104173348169,0.5452419239447848,0.9999413310567914,CAR,2091327.2138710024,2590980.841960907,1572855.6297721865,1650412.572818756,1754634.7050056458,1755342.2292251587,1747418.25907135,1831103.713130951,1872745.5093803408,2741514.162109375
CAR(22:4),-0.3931359655180864,6.673909588733507,0.8665034758723777,0.35192511649635544,0.9999413310567914,CAR,289300.1394081116,286656.9009170532,264973.2178382873,273737.1389732361,268994.839176178,271678.1594390869,277806.29878616333,287777.86057281494,280569.6193809509,317976.1638183594
CAR(22:4)_QUAL,-0.2417635803546526,9.5000508934558,0.3244354191920138,0.5689542337379452,0.9999413310567914,CAR,2098183.9270401,2587142.428050995,1537027.57711792,1620412.9382095337,1731023.6852416992,1725235.9221191406,1708583.2917251587,1792029.750164032,1851599.148990631,2787949.4111328125
CAR(22:5),-0.37869131265538086,6.606425599279983,0.8032593650113995,0.3701206561452798,0.9999413310567914,CAR,274791.5791168213,276468.6997833252,255016.719039917,261155.0401802063,258366.3169403076,260407.2981491089,266218.9988555908,271651.08082580566,264362.13832855225,303855.1018066406
CAR(22:5)_QUAL,-0.25875369901109874,9.50138950103508,0.3720704396619112,0.5418778585246045,0.9999413310567914,CAR,2089738.200706482,2571196.6535987854,1564612.6170387268,1665649.757976532,1726812.1629753113,1740401.6066474917,1746166.3039093018,1832842.878677368,1854465.3884429927,2717660.275390625
CAR(22:6),-0.382600963438447,6.678059857589796,0.8201363802181731,0.3651402944839875,0.9999413310567914,CAR,285218.0200157165,293885.6809806824,266523.6005744934,273636.4602203369,268648.43897247314,278374.49967575073,279164.3195953369,284787.0203399658,281138.35957717896,318534.2431640625
CAR(22:6)_QUAL,-0.26640371934695506,9.133385155108913,0.3946012266787875,0.529890663229134,0.9999413310567914,CAR,1683527.965473175,2064707.0076637268,1225200.42754364,1312159.020160675,1381301.4247703552,1401222.5735206604,1399932.5944595337,1448433.076412201,1520125.1226615906,1836675.162109375
CAR(26:0),-0.4050706909131873,6.6596827549566875,0.9206056756156613,0.3373159918741797,0.9999413310567914,CAR,287764.29962158203,297551.8404312134,252057.2379798889,273950.1196899414,258298.89819717407,259078.3179512024,281358.5601577759,286148.8022766113,276438.67822265625,310939.6223144531
CAR(26:0)_QUAL,-0.37919810456053304,7.472964667819636,0.8054447737777082,0.3694704411248358,0.9999413310567914,CAR,496534.1139221192,532389.8934440613,447942.7503013611,474675.8128623962,461608.37198257446,458435.15200424194,481699.7908172608,494378.7121772766,484073.9375457764,559594.85887146
CAR(3:0),-0.36620668925816563,6.730860232691527,0.7505698169443347,0.3862958833091175,0.9999413310567914,CAR,293359.4203529358,305437.3198852539,301537.98040008545,302915.3022880554,304923.24211883545,309273.34063720703,302090.80226898193,297024.95875930786,304445.6216239929,270974.60119628906
CAR(3:0)_QUAL,-0.36840629391128227,5.428555109561334,0.7596994618925235,0.3834225916394703,0.9999413310567914,CAR,123723.00855255128,125410.1295967102,122045.26880264282,121442.9093208313,120488.06881332396,122834.569355011,122919.12901687622,122628.58847808838,122418.70754241943,107413.6280517578
CAR(3:1),-0.3858886086623653,6.968196041592162,0.8344699893114014,0.36098316147238496,0.9999413310567914,CAR,351148.665184021,365229.7279624939,350079.10400772095,350604.04695510864,347237.3451385498,348576.14392089844,352975.5248260498,358270.3836860657,358432.60498809814,327042.8210449219
CAR(3:1)_QUAL,-0.3517496823486525,5.576835436829745,0.6918152284015378,0.4055476397085888,0.9999413310567914,CAR,136482.32916641235,145222.55068206787,134282.72959899902,137426.57006835938,132922.74925231934,136385.37019729614,138454.72973632812,134588.4490737915,134225.26908493042,114578.34790039062
CAR(4:0),-0.38671231674119266,6.668726640138807,0.8380768370270744,0.3599473762395748,0.9999413310567914,CAR,284194.87937164307,284863.3199310303,276495.9392967224,291668.659740448,280259.35903549194,282918.462184906,287662.859916687,285504.64000701904,287178.38098526,281899.7983398437
CAR(4:0)_QUAL,-0.3483229162135779,5.085122189351005,0.6782383882766114,0.41019398952815417,0.9999413310567914,CAR,96245.5467376709,98680.8072128296,96858.40698623656,97045.56632614136,94556.8465423584,98097.0464477539,92664.22639846802,98332.1272506714,95361.52713394164,86956.88671875
CAR(4:1),-0.3820007510432863,8.496872008774572,0.81754622614244,0.3658985697758192,0.9999413310567914,CAR,1049476.2365722656,1041963.1510009766,977873.230922699,1001174.0278930664,976174.9931488036,992636.3894424438,1010881.0928344728,1026619.0340118408,1023939.2762908936,978969.513671875
CAR(4:1)_QUAL,-0.37064620316870595,6.693134267810043,0.7690972697600953,0.3804964640903502,0.9999413310567914,CAR,292213.7208023071,298059.5000228882,284360.1403503418,286493.5386161804,292961.14122390747,291217.70023727417,289992.2592163086,294867.56132125854,288767.8776283264,278300.5791015625
CAR(5:0),-0.364795122982949,9.441992297655379,0.744739215231675,0.3881469549889523,0.9999413310567914,CAR,1915661.3141098025,1936203.1376953125,1985866.0698242188,2002192.0429382324,1975374.748046875,2007582.3232421875,1944839.8170166016,1945840.3403320312,1974092.1228637693,1862701.5966796875
CAR(5:0)_QUAL,-0.4363302188397791,7.3715322960441005,1.0702688968303846,0.3008847162843725,0.9999413310567914,CAR,477729.1722450256,473181.89307022095,444269.61165618896,446502.4304351807,446253.7928466797,455911.9538574219,473873.2745361328,486826.5936279297,483306.2763671875,433832.7741699219
CAR(5:1),-0.37323481748900383,9.327450822102877,0.7800202476064442,0.3771349474213914,0.9999413310567914,CAR,1788221.2115478516,1806278.8841819763,1830748.0060424805,1836607.1245422363,1821040.7852478027,1833514.62802124,1807921.9453125,1797623.4570007324,1850735.0083007808,1686422.3232421875
CAR(5:1)_QUAL,-0.38445515997848834,8.959130176979508,0.8282165598066056,0.36278873676144846,0.9999413310567914,CAR,1429801.1436958313,1435980.759475708,1357088.370666504,1374679.979774475,1405287.3175430298,1403322.2778930664,1393789.4169921875,1422512.727798462,1440485.6153564453,1288613.4504394531
CAR(6:0),-0.3687144382158458,7.858132661574239,0.7610153399655248,0.3830109612930294,0.9999413310567914,CAR,639934.2269592285,665988.5084075928,635172.9863128662,670082.8077163696,665617.0287094116,675338.7086486816,666650.4268798828,629760.4611129761,674395.607585907,602169.6025390625
CAR(6:0)_QUAL,-0.35250891588563094,6.121072398381924,0.6948481913058799,0.404520210315017,0.9999413310567914,CAR,202403.4737739563,197241.19382476807,188892.4946937561,204557.75390625,192430.01383972168,196372.35459136963,189258.73404693604,197908.8342819214,198418.17477416992,183513.93237304688
CAR(6:1),-0.36878348201182004,6.117641968733867,0.7612872067647913,0.3829259945727306,0.9999413310567914,CAR,195678.9538345337,200024.79499053955,184391.83337402344,190631.05346679688,181650.43298721316,186658.65325546265,188037.4930801392,192632.9129943848,191802.47479248047,211241.2548828125
CAR(6:1)_QUAL,-0.3287933410180236,6.554983418138594,0.6035686543673364,0.4372196530923458,0.9999413310567914,CAR,264875.8382759094,283709.8410644531,262745.5574951172,267361.3604736328,257001.4987182617,262505.1975097656,249606.1385498047,265180.0795211792,264893.07708740234,254430.89892578125
CAR(7:0),-0.3924953267983636,6.3493473312024555,0.8636401966332414,0.35272200946092,0.9999413310567914,CAR,205900.47457885745,212342.31461334229,198921.8334236145,205868.9936294556,193216.73349380493,203420.97476959229,204448.6549835205,206944.4140739441,210646.29453277588,350296.0261230469
CAR(7:0)_QUAL,-0.35556654571497637,7.694583600762406,0.7071086804971858,0.40040533410589535,0.9999413310567914,CAR,588854.422782898,600865.5441055298,586972.6772499084,596335.2416152954,586996.7409896851,606763.4872398376,574252.8016738892,593042.3207740784,597435.621219635,510361.294921875
CAR(8:0),-0.3690382416866412,6.6085536070992195,0.7623584197754099,0.3825914675222021,0.9999413310567914,CAR,272490.9380493164,274928.7584228516,253466.35805511475,263591.71852493286,261338.51949691767,259801.05765533447,261627.6602706909,266368.63705444336,268268.8797187805,312135.6616210937
CAR(8:0)_QUAL,-0.3888948732416838,10.074314456379257,0.8476968294505696,0.35720471107404256,0.9999413310567914,CAR,3098385.640625,3089350.9176216125,2887735.7450027466,2994999.028869629,2938037.657699585,2983034.041721344,2957962.442970276,3118270.356330872,3080041.2402420044,2937554.66796875
CAR(8:1),-0.4029270396747032,6.472529110660011,0.9107621784351068,0.33991227121327083,0.9999413310567914,CAR,251729.9186706543,253360.83880615237,228616.65676498413,239937.65671539307,235512.7957611084,232865.07452011108,247478.0189819336,247455.6775817871,248094.03479003903,269351.9016113281
CAR(8:1)_QUAL,-0.38756977770752304,10.141688886994285,0.8418590802612014,0.35886561372067793,0.9999413310567914,CAR,3212115.940185547,3231353.7946128845,3131638.7885169983,3084859.1900405884,3100642.491252899,3208112.7863311768,3128255.867034912,3238373.438129425,3252800.590354919,3024296.56640625
CAR(9:0),-0.38648045214032434,5.961984272217923,0.8370462453901837,0.36024291481464626,0.9999413310567914,CAR,170848.2910270691,164244.8122329712,149602.1114501953,154730.35192871094,151334.97077178955,152302.0705795288,160807.89083099365,158783.31058120728,162153.41067504883,254375.1779785156
CAR(9:0)_QUAL,-0.3716105674524285,8.382847237554492,0.7731631694077803,0.37924027589986464,0.9999413310567914,CAR,943072.8264350892,968786.0433120728,922863.9614105223,946229.34715271,905823.0947875977,955394.8104171752,923855.9204902648,943381.3688697816,963430.243850708,881181.46875
CE(12:0),-0.3023133737476902,6.117632116223362,0.5093655831724389,0.47541361930007797,0.9999413310567914,CE,192822.4337310791,174889.71263504028,181185.41269302368,183704.8136253357,177054.81301116943,179233.41186141968,176684.41248703003,168517.39233398438,175453.39252471924,278011.49908447266
CE(14:0),-0.2933858511086824,5.969677367898362,0.47943778942476434,0.48867708531361104,0.9999413310567914,CE,165638.5118560791,158286.59104919434,159679.39139938354,158355.09134674072,165068.59112930298,160236.2113456726,157992.25148391724,150481.3903388977,149659.67086029053,268905.2390136719
CE(14:1),-0.2521688291431917,6.0193625006720834,0.3532036637725471,0.552305192202652,0.9999413310567914,CE,172002.8521156311,165780.15161132812,165974.97175598145,169139.89196395874,169763.91204452515,171547.27193832395,155778.4715194702,155772.3708190918,155357.55110549927,276747.3796386719
CE(15:0),0.09500725309648807,8.130809458726478,0.048860188258913695,0.8250586340490486,0.9999413310567914,CE,752741.6347312927,663712.048614502,739430.893070221,634814.6657905579,807784.2608032227,671090.946559906,516031.0347709656,522339.376296997,501186.2947731018,1604467.7224121094
CE(15:1),0.07834072954494414,8.13753972564694,0.03326553130409593,0.8552779224559837,0.9999413310567914,CE,742066.194972992,647677.3646888733,738685.6504974365,667380.3660621643,802087.0792045593,661889.0680961609,522158.3574104309,514161.0569763184,515721.4171524048,1628738.7060546875
CE(16:0),0.15869026003349493,7.872374647970909,0.1356122611432511,0.7126825807273093,0.9999413310567914,CE,543252.9782943726,521394.0949668884,602088.6595458984,504668.5798683167,644800.8659744263,501048.7161865234,384967.86751937866,383024.0475921631,369597.6665496826,1596333.6827392578
CE(16:1),0.04847871444499298,8.243174441831112,0.012768708269504714,0.9100315786092666,0.9999413310567914,CE,731280.6720848083,717635.1313018799,772745.7524719238,676427.4837112427,838803.461730957,678187.6684112549,551120.2401504517,554129.818851471,535519.8190193176,1866018.745361328
CE(16:2),0.043055866918479596,8.235254161860729,0.010076142422803969,0.9200426550675632,0.9999413310567914,CE,743838.8156776428,744455.1927719116,734255.2510871887,683207.9703483582,831504.0757217407,648583.9471626282,553478.1185379028,553989.1585884094,538122.398109436,1834903.0895996091
CE(16:3),0.04129902559154468,8.242172437683834,0.009271907543734415,0.9232896614712081,0.9999413310567914,CE,744261.0329666138,725744.5153083801,766715.7351493835,687016.647403717,857192.8635368347,683166.1863479614,567691.5404815674,559931.1393470764,540504.3983879089,1813949.6315917969
CE(17:0),-0.30326078130569073,6.496930768028336,0.512597239112438,0.4740166875003814,0.9999413310567914,CE,206984.31479263303,194762.4138031006,199175.4543533325,206410.59461593628,208844.77534103396,200852.2342720032,195012.69443130493,196907.47386550903,187589.953868866,543111.2984619141
CE(17:1),-0.28716922598942396,6.461713504643297,0.459147396777553,0.4980227081734681,0.9999413310567914,CE,221834.61599349976,196771.69437408447,202870.89457321167,206349.5543861389,204028.3946456909,206699.59503173828,193355.1334075928,198955.51418304443,193613.3935470581,485049.5936889648
CE(18:1),-0.2921824929846441,6.415086942122257,0.4754772248206791,0.4904781218630066,0.9999413310567914,CE,193261.35329055783,183012.01244354248,196141.31408309937,191584.293674469,187570.3125,188134.3539352417,181381.2127456665,179720.37203979492,177461.55253601074,525504.0968017578
CE(18:2),-0.2935376489902306,6.378664910653815,0.479941165640412,0.48844896737647353,0.9999413310567914,CE,195201.9142112732,172846.51211547852,183522.6527481079,187613.61405563357,183217.2936668396,184382.77238464355,178528.25296401978,178577.37202835083,167073.35147857666,514009.1566162109
CE(18:3),-0.2922540379283666,6.361155444162847,0.47571204225005204,0.4903710321229095,0.9999413310567914,CE,190979.29303741452,181229.09238052368,183910.87377166748,184146.79362869263,187639.35376739505,184517.0531730652,176662.55250549316,175122.81187820435,175050.51238250732,491420.11407470703
CE(19:0),-0.15042308202975138,6.926411727690918,0.1247866651978029,0.7238998563730417,0.9999413310567914,CE,183955.39225387573,162661.39094161987,169531.55211639404,164243.49131774902,184513.9337120056,168034.7519454956,150836.6706237793,146752.69067764282,145657.8896598816,1302868.585571289
CE(20:0),-0.1620890696938542,8.778921639784189,0.1450184990062553,0.7033420531085011,0.9999413310567914,CE,989872.9671058656,911949.523349762,994646.0522499084,947178.66796875,1017600.210231781,958315.3500404358,834032.7577705383,842997.9797439575,830555.7392845154,2926340.936523437
CE(20:1),-0.13552989466524826,8.7404967447912,0.10119409333765361,0.7504013538927019,0.9999413310567914,CE,987200.447593689,909098.9399604796,978724.6688499452,902580.142627716,1044574.234725952,915609.503868103,821098.6774215698,808228.1382980347,799617.1160850525,2816307.859375
CE(20:3),-0.1816059367559015,8.389031513740015,0.1822968320475411,0.6694067646554868,0.9999413310567914,CE,780129.876739502,684380.4073219299,751565.5341644287,762400.1754493713,808435.9772109985,718592.9907150269,662643.8867721558,670756.4296035767,633727.6654205322,2158650.114501953
CE(20:4),-0.21530306105433825,7.696455586535057,0.2568300565253594,0.612306360534834,0.9999413310567914,CE,435371.2900619507,389703.2477722168,427305.729549408,433070.1691856384,436445.7110824585,399282.2490158081,374223.9248771668,389833.3279724121,364301.54611968994,1543046.3491210938
CE(20:5),-0.17300889953735157,6.831462762570649,0.16533952712143218,0.6842873741808058,0.9999413310567914,CE,162925.03149414062,144212.34998703003,154585.95125198364,146770.4305267334,167923.8521156311,152202.83113861084,138000.2296485901,133656.42971038818,132015.1289024353,1250399.6277770996
CE(22:0),-0.2702376740992819,5.998197548619725,0.4061279064044354,0.5239413988611984,0.9999413310567914,CE,124338.26920700072,115370.22827148438,120233.18851470949,125548.14864730836,125462.20883178712,120814.94857406616,117384.4880218506,112982.84838104248,109826.72763061523,505493.6750106812
CE(22:1),-0.24908692285757827,6.003617803786403,0.34454565320876895,0.5572170630366797,0.9999413310567914,CE,123887.76865768433,117642.24842071532,124989.58906936646,126339.2486000061,123865.88877105711,125263.52870559692,116603.24837875366,111244.84769439696,111773.0671195984,505272.3333091736
CE(22:2),-0.14776483392226072,6.185821980643259,0.12039134206037261,0.7286104345492898,0.9999413310567914,CE,145140.0505142212,140762.49045181274,144299.29035568237,143500.22994232178,154734.8312110901,143769.51028823853,125798.96871185304,124169.5887298584,122202.7493019104,566032.1397857666
CE(22:3),0.05682864430436977,7.185688507868048,0.01753430356939134,0.8946543445447598,0.9999413310567914,CE,325492.46295166016,281562.839427948,327189.02264404297,286888.20067977905,375690.9478187561,291597.36040496826,233922.95665740967,233422.2575416565,228682.3561553955,1092154.7315444946
CE(22:5),-0.17674674555654396,8.638441321096328,0.1726127608335446,0.6778001272605022,0.9999413310567914,CE,989073.5700874327,921926.8247413636,988162.1497955322,963744.3699684144,1046207.052116394,946069.2282218932,869819.9791183472,838189.8385772705,839806.4389228821,2145913.7845458984
CE(22:6),-0.1821749446995423,8.650232176094656,0.18344872009242863,0.6684260648273014,0.9999413310567914,CE,986500.3292655944,921161.2239303588,992193.370552063,952322.9084854126,1041347.7910194396,960051.5114936827,868887.340587616,838423.0337715149,848676.9181060791,2201574.9931640625
CE(46:3;O2),0.220298368734025,7.991368214046633,0.26000610242113,0.6101159623843679,0.9999413310567914,CE,133856.50988006592,145446.1891822815,134650.44953918457,106444.90745925903,157622.65120315552,146341.83099365234,96784.26690292358,81788.065574646,94184.5666885376,3927450.799602509
CE(48:3;O2),-0.00506382353500884,6.475579061996032,1.3988388536745333e-4,0.9905634383887303,0.9999413310567914,CE,62602.56429672241,65361.76481246948,71425.00498962402,49411.82340621948,66396.86528015137,64543.48466873169,52740.80382919312,43569.10312271118,50407.70375061035,1287123.7808647156
CE(50:3;O2),0.0593607804373262,7.1198394839923145,0.019126711730677926,0.8900038348557161,0.9999413310567914,CE,83300.40559768677,90888.8864517212,93195.06649398804,66275.6443977356,79898.52560806274,82551.14580154419,71052.72486877441,52414.74365615845,60929.6643409729,2094737.339096069
CE(52:3;O2),-0.14764851182708286,4.843380701511005,0.12019271614451554,0.7288255672905598,0.9999413310567914,CE,53900.30392074585,55985.54430389404,70246.7251739502,53731.7438621521,56437.34408569336,51370.22357559204,48839.98344421387,47470.2233581543,48719.28350830078,226813.6183853149
Cer(d12:0/14:0),-0.3676760115088763,3.8854760050095742,0.7565821080124806,0.38440026425568835,0.9999413310567914,Cer,44236.12323760986,43821.10330963135,35455.162616729736,40110.38271713257,38240.96269607544,38915.2226600647,40346.102630615234,40914.36279678345,40791.022830963135,44455.723205566406
"Cer(d14:2(4E,6E)/16:0)",-0.3767641309526649,2.312328238873495,0.7946791219434317,0.37268900132420385,0.9999413310567914,Cer,13433.480884552002,14759.160987854004,12231.600914001465,14302.641021728516,12161.580936431885,12709.160888671877,11929.980865478516,12639.920810699465,16021.700931549072,16321.661117553713
"Cer(d14:2(4E,6E)/18:1(9Z))",-0.38081857723473816,2.1384282048180685,0.812044268641074,0.3675165514775131,0.9999413310567914,Cer,12435.24090576172,12339.920902252195,12292.280853271484,12541.600955963137,10453.060752868652,11592.040802001951,12191.100803375244,11630.200855255129,12525.720886230469,13665.06095123291
"Cer(d14:2(4E,6E)/20:1(11Z))",-0.3339622487547955,2.123575644521737,0.6225920144050858,0.430085705021451,0.9999413310567914,Cer,10445.260738372805,11169.820777893066,10190.740669250488,12659.3207321167,12450.940948486328,10493.200786590576,11074.800846099854,10907.50072479248,10705.700687408447,18195.26148223877
Cer(d15:1/16:0),-0.3494543793301934,3.0112027946579505,0.6825570279609108,0.40870760899062847,0.9999413310567914,Cer,22304.441509246823,21214.361488342285,21427.921421051025,22039.16151046753,21825.04160308838,20060.72151184082,22051.1615524292,20285.10131835937,21291.80144882202,28685.962020874023
"Cer(d15:2(4E,6E)/20:0)",-0.29106454010779004,2.88530190296259,0.4716635377694729,0.49222285726786796,0.9999413310567914,Cer,17639.621284484863,18523.1612701416,17050.361156463623,17739.021381378174,16886.10125350952,16716.241149902344,16328.56118774414,17522.921127319336,15847.041114807129,39650.562911987305
"Cer(d15:2(4E,6E)/22:0)",-0.36716487914382695,2.473070463967624,0.7542684759519034,0.3851281618713427,0.9999413310567914,Cer,16119.741088867188,13414.520961761476,13698.260837554932,15926.841167449951,15628.20110321045,14713.76110458374,15550.201049804688,15335.440914154053,13704.501014709473,18799.70132446289
Cer(d16:1/17:0),-0.3893472115685125,3.5886062643958803,0.8495468611647536,0.35668056014521815,0.9999413310567914,Cer,32102.342292785645,32962.02251815796,34542.62267303467,32638.262203216556,32761.922119140625,33414.142360687256,33111.62224960327,33322.58235549927,33694.12236404419,36450.52267456055
Cer(d16:1/23:0),-0.34763719973217183,2.5008060749729975,0.6753182231807813,0.41120355414360066,0.9999413310567914,Cer,14766.42102432251,15476.361099243164,15118.761032104492,15911.401271820068,14836.801010131836,14271.281047821043,14078.141017913818,15753.821151733398,14672.401050567629,20381.52138519287
Cer(d18:0/13:0),-0.40649803094139414,3.671014379774921,0.9270512745290489,0.33563032356493183,0.9999413310567914,Cer,36719.54232406616,33486.82227706909,35569.20213699341,34387.22245025635,32558.68246459961,31695.582263946533,35933.86247253418,37479.40260314941,31645.542278289795,41184.04275512695
Cer(d18:0/14:0),-0.40666127145239633,4.045450351958741,0.9278428378463559,0.33542409035015774,0.9999413310567914,Cer,44719.283168792725,46459.76317977905,43000.74327087402,46463.30310440064,41531.48306274414,45915.60312652588,42872.00319290161,49564.12321472168,45508.06323242188,50856.26361083984
Cer(d18:0/15:0),-0.42225970438593136,3.8162333993575497,1.001341166164821,0.31698620238809305,0.9999413310567914,Cer,43167.34316635132,39372.16291427612,34993.902656555176,36146.90259170532,32919.42242050171,38190.12245178223,40687.363262176514,41793.66339492798,35674.32266616821,43407.602966308594
Cer(d18:0/16:0),-0.39210574099020373,4.856545163864396,0.8618671758131313,0.35321670274152767,0.9999413310567914,Cer,83555.14538574219,81278.32594680786,83382.14581298828,76764.42551422119,74900.50498962402,77440.38565826416,83352.90625,81731.28587341309,78008.54574203491,84237.666015625
Cer(d18:0/17:0),-0.3363501842114595,5.0176645765038534,0.6319168351551525,0.4266530767859057,0.9999413310567914,Cer,92763.74668121338,89883.52615737915,88242.38591003418,88277.12620925903,87239.4260559082,84809.34576416016,88085.46615219116,91433.30626296996,80608.02551269531,103740.6279296875
Cer(d18:0/18:0),-0.37936891391521216,3.625938128615163,0.8060482580093549,0.3692911696649412,0.9999413310567914,Cer,34823.662395477295,30944.181884765625,36415.522594451904,34385.0027923584,31866.3823928833,31492.88232421875,32066.00249862671,36209.36262893677,32053.002380371097,40826.322814941406
Cer(d18:0/19:0),-0.34492706728732075,3.4604762771976776,0.6648395796079285,0.4148565709975403,0.9999413310567914,Cer,30976.142044067383,29945.26231765747,30481.4423828125,30151.88200759888,27310.601802825928,28093.70233154297,28428.781982421875,30543.361965179443,28367.642013549805,37957.802490234375
Cer(d18:0/20:0),-0.257275917731797,3.578012289243464,0.3677291731266905,0.5442446726775287,0.9999413310567914,Cer,33288.88243484497,36314.20263671875,34426.682472229004,32631.88218307495,29781.40195465088,30380.182342529297,30155.022212982178,31333.442337036133,30214.822399139404,40378.80267333984
Cer(d18:0/21:0),-0.3798676218213859,4.322098306832121,0.8082067911689279,0.3686509450509891,0.9999413310567914,Cer,38815.34283828735,34800.82252883911,37823.44241333008,33881.56240081787,36941.14268875122,36257.30246734619,35480.582595825195,38682.12272644043,35773.44235992432,161184.93188476562
Cer(d18:0/22:0),-0.3266380883673689,4.184027542163476,0.595504934290602,0.4402982551711198,0.9999413310567914,Cer,31962.22214126587,32658.882526397705,36763.04244995117,33275.722564697266,31295.32227706909,35435.60273742676,34470.36245727539,32259.84223175049,30053.802211761475,147861.1506652832
Cer(d18:0/23:0),-0.40372795254371324,3.8922471683579682,0.9143070698646625,0.33897420317559135,0.9999413310567914,Cer,36669.66287994385,37006.76247787476,34706.26284790039,33725.66250610352,37602.14248275757,34575.18229675293,37533.1626625061,37050.38261795044,35273.68222808838,70578.20520019531
Cer(d18:0/24:0),-0.40004041431305676,4.933315322930861,0.8975518279812602,0.34343900528909915,0.9999413310567914,Cer,83159.98547363281,76836.94527435303,77428.70565795898,79018.9849281311,81753.64599609375,76526.64532852173,82748.78503417969,82209.40594482422,77432.32586669922,115357.70776367188
Cer(d18:0/25:0),-0.3560159896005694,5.025089598431897,0.7088791554806448,0.3998161563930269,0.9999413310567914,Cer,92101.04608154295,93315.94561767578,90032.6869506836,92000.82696533205,85698.6872253418,89335.0859375,94114.78674316406,91326.4462890625,83630.54620361328,94354.74658203124
Cer(d18:0/26:0),-0.3170325710487913,4.633136401006121,0.5606881387411704,0.45398311384021367,0.9999413310567914,Cer,66331.6644897461,77980.36563110352,60744.50405883789,61423.50451660156,58134.964126586914,57862.88397216797,62487.86441040039,63412.58447265625,61770.02416992188,98408.84783935548
Cer(d18:0/27:0),-0.2580477967467428,4.5219345670110656,0.3699898215008943,0.5430098163442656,0.9999413310567914,Cer,63583.94430541992,71931.2054901123,56570.10382080078,57664.50381469727,59097.66375732422,54343.06381225586,54372.70385742188,62190.44430541992,54053.863708496094,88581.96716308594
Cer(d18:0/29:0),-0.35629226917555584,3.587332587079193,0.7099126375724154,0.3994728156276274,0.9999413310567914,Cer,34329.90227508545,35678.30261230469,30990.76211166382,32436.02244567871,29973.32201385498,33773.20251464844,32759.62252807617,34240.90229797363,31491.66229248047,36515.04244995117
Cer(d18:0/30:0),-0.4181593148298415,3.352316980418638,0.9816753733803694,0.32178553320801306,0.9999413310567914,Cer,28991.522052764893,25573.90171432495,27655.402145385742,26725.381885528564,24614.40184020996,26729.101902008057,27814.542041778564,30704.862174987797,24409.281631469727,36017.642486572266
