lipid,logFC,logCPM,LR,PValue,FDR,type,DOD94_F3_Female_WT_cortex,FAD184_F3_Female_WT_cortex,FAD184_F4_Female_WT_cortex,FAD185_M4_Male_WT_cortex,FAD189_M3_Male_WT_cortex,DOD93_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_cortex,FAD185_M1_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_cortex,Blank_Blank_Blank_Blank_Blank
[TG(44:3)]_FA18:0,0.04510438311577335,3.4829814301690494,0.011244248743906837,0.9155514868110896,0.9999262032520446,TAG,39289.20278930664,36330.1223449707,37139.46276855469,42968.62322998047,51670.26402282715,43284.12316894531,37399.96298217773,59838.94445800781,52556.58380126953,62540.42431640625,81636.544677734375,28529.60223388672
[TG(44:3)]_FA18:1,-0.006294433406468792,4.5408256023880265,2.1876363098272122e-4,0.9881991907991692,0.9999262032520446,TAG,86259.44589233398,84630.64617919922,85151.46600341797,107487.34674072266,84314.14532470703,109301.56860351562,94274.466064453125,134653.2098388672,124377.52954101562,162949.31283569336,123169.40948486328,28129.46200561523
[TG(44:3)]_FA18:2,-0.1433875341111428,4.744190861257092,0.11315179873372472,0.7365839994936497,0.9999262032520446,TAG,74091.74560546875,72764.82586669922,86015.3662109375,120777.0281982422,137550.54943847656,97864.28741455078,74793.78497314453,162531.71154785156,148948.5107421875,220520.8773803711,209685.41357421875,51067.963439941406
[TG(44:3)]_FA18:3,0.06155192706088431,6.126081398474888,0.020948048686818765,0.8849205719979467,0.9999262032520446,TAG,226725.0764160156,206387.25439453125,269255.83935546875,271427.14111328125,337471.3022460937,222616.6154785156,198727.85473632807,440657.05224609375,393953.044921875,476399.09375,412397.2856445313,179570.51318359375
[TG(44:4)]_FA14:0,-0.03269788015884083,3.707006616518575,0.005899820100808029,0.9387744675318879,0.9999262032520446,TAG,25425.342071533203,42009.18376159668,45025.16317749024,54085.8642578125,90752.64694213869,37938.70217895508,46787.20358276367,57753.103515625,44118.203216552734,68589.54434204102,177412.0537109375,21369.601531982426
[TG(44:4)]_FA16:0,0.018467315279276378,3.9819412656211317,0.0018840147797618556,0.9653785014555661,0.9999262032520446,TAG,53793.30416870117,46052.163482666016,60477.7043762207,55408.28421020508,86071.62561035156,56667.04426574707,53805.16317749024,86629.78579711914,84526.986083984375,79176.08447265625,138988.60751342773,30104.92205810547
[TG(44:4)]_FA16:1,0.018874146222624507,4.5770392514252825,0.0019679401875691838,0.9646162723809575,0.9999262032520446,TAG,72670.94552612305,40079.9228515625,47273.98318481445,49590.06369018555,62180.14456176758,98836.08709716795,40678.06283569336,75220.68539428711,68976.8246459961,80683.866455078125,80831.98596191406,236207.89666748047
[TG(44:4)]_FA18:0,0.10266773356881355,4.956842234748607,0.05832289422323811,0.809166582856586,0.9999262032520446,TAG,89841.62646484375,79705.16638183594,88649.08679199219,93154.0068359375,317557.40643310547,106499.32739257812,82161.42590332031,116347.24841308594,110081.10763549805,121537.76727294922,482589.5736083984,33920.20236206055
[TG(44:4)]_FA18:1,-0.016960205059082082,3.5532026552618547,0.0015878361080012837,0.9682145781913691,0.9999262032520446,TAG,38121.482421875,34700.02230834961,40519.282653808594,43272.62307739258,57894.763916015625,49820.16387939453,41955.22326660156,62741.98403930664,60014.9443359375,60243.32461547852,82664.0454711914,29729.28196716309
[TG(44:4)]_FA18:2,-0.027568217384968688,4.636751712049605,0.004194502230802755,0.9483611272787764,0.9999262032520446,TAG,87165.56552124023,90192.8063659668,87546.86672973633,123674.0698852539,90867.46588134766,112022.80828857422,98796.88708496094,144959.26976013184,126694.33001708984,190302.53421020508,141990.05029296875,28619.62210083008
[TG(44:4)]_FA18:3,-0.08933875938543726,5.0084553448870865,0.04398670052660236,0.8338783582134052,0.9999262032520446,TAG,88870.7866821289,86623.72619628906,116450.54919433594,143787.47021484375,167063.79028320312,112528.90759277344,92585.365966796875,190297.03393554688,184717.9337158203,258964.05737304688,241881.8387451172,59906.00439453125
[TG(44:4)]_FA20:4,0.15675471426515508,5.766351639888668,0.1360784274957041,0.7122111364773296,0.9999262032520446,TAG,197915.99536132807,178280.59313964844,199586.25415039065,211895.43505859372,290956.7214355469,226546.95703125,189961.83349609372,295140.9376220703,235048.51538085935,261437.69848632807,386788.7072753906,116196.68811035156
[TG(44:5)]_FA14:0,-8.025219446740052e-5,3.3485190549736443,3.558533023806376e-8,0.999849486463841,0.9999262032520446,TAG,32354.942443847656,34441.96228027344,36312.72235107422,39499.662658691406,46783.36346435547,38969.30221557617,35477.802307128906,58119.82418823242,48860.72375488281,56973.64431762695,79316.90512084961,22419.14144897461
[TG(44:5)]_FA16:0,0.0035479948807305285,4.694625943754343,6.952165858820081e-5,0.9933473436259015,0.9999262032520446,TAG,51345.64392089844,52794.92395019531,59970.704650878906,59413.384338378906,331269.44512939453,77848.40560913086,49495.52359008789,95160.94622802734,85145.3254699707,119678.10943603516,472054.0774536133,30436.282012939453
[TG(44:5)]_FA16:1,-0.018719153904424864,4.120981236928758,0.0019342505588610948,0.9649202540657983,0.9999262032520446,TAG,51710.52381896973,47972.22338867188,70885.72541809082,61644.884338378906,103762.88690185548,61270.84436035156,64111.54414367676,97376.84600830078,89211.56658935547,92517.8459777832,159547.77102661133,28239.72196960449
[TG(44:5)]_FA18:0,0.20832208368011726,3.3954065070568595,0.2404886170095324,0.6238534323800087,0.9999262032520446,TAG,36072.40270996094,36854.00274658203,41222.88317871094,39400.96305847168,58949.14453125,40394.50256347656,39145.62313842773,49671.94354248047,49587.32342529297,45947.243072509766,77224.08502197266,22382.641525268555
[TG(44:5)]_FA18:1,0.16998422939738533,5.025427587493773,0.1600460033487252,0.6891141661611743,0.9999262032520446,TAG,100938.66827392578,85026.4067993164,93598.626220703125,95801.48690795898,343149.0017089844,106919.72735595705,89687.8861694336,121531.06903076172,115439.52856445312,119814.74871826172,490221.5987548828,34505.38250732422
[TG(44:5)]_FA18:2,-0.02967795164629452,3.635337163273677,0.004860624499798405,0.944417972143676,0.9999262032520446,TAG,38749.902893066406,38356.02261352539,43210.36306762695,46036.36331176758,57701.22421264648,53248.16372680664,41499.40258789063,67717.5043334961,60406.184005737305,66718.90487670898,90203.90658569336,32948.562255859375
[TG(44:5)]_FA18:3,0.08504930982769773,4.84500110718118,0.04001092205726309,0.8414592276841701,0.9999262032520446,TAG,102611.58795166016,109262.8275756836,112186.56774902344,141600.93127441406,109108.60693359376,124647.66790771484,110338.84854125977,151713.9111328125,156597.99029541016,217224.01513671875,144832.8701171875,34525.94227600098
[TG(44:5)]_FA20:4,0.7336602517939622,8.020369271058456,2.9864658969599986,0.08396322941532328,0.9999262032520446,TAG,1519464.244140625,1456315.6481933594,1210410.1540527344,1469297.6317138672,832777.5146484375,1812963.6931152344,1629974.7221679688,576859.1759033203,554113.59716796875,551474.5849609375,484908.3676757813,66933.42498779297
[TG(44:5)]_FA22:5,-0.07972869858171215,5.021323903842647,0.035040710285329624,0.8515103788822661,0.9999262032520446,TAG,76497.34585571289,111989.9287109375,116488.08795166016,103844.3872680664,216032.9339599609,96732.10653686523,98786.46697998048,172134.01333618164,152732.15032958984,185141.15368652344,415845.3280639648,43087.56350708008
[TG(45:0)]_FA14:0,-0.1689249597356253,5.6434270859909965,0.15693964371166658,0.6919898856978164,0.9999262032520446,TAG,123449.18884277344,173955.83374023438,200659.2762451172,168324.03125,243223.5986328125,138869.66845703125,184686.49145507807,368680.54833984375,246139.57421875,479518.4490966797,347441.1037597656,67804.78485107422
[TG(45:0)]_FA16:0,-0.2996587294695273,6.345780776455567,0.4919161429024821,0.4830737998603501,0.9999262032520446,TAG,219840.015625,171682.1925048828,326723.12243652344,233090.05712890625,461898.9340820313,247772.6154785156,206731.1943359375,634274.8443603516,439408.111694336,868665.00390625,632490.2022705078,125099.70886230467
[TG(45:0)]_FA18:0,-0.006058837460482498,4.864293242074748,2.0269667766115163e-4,0.9886407749165389,0.9999262032520446,TAG,96948.507080078125,81030.32580566406,118096.029296875,112570.44799804688,148860.03155517578,106755.80822753906,98968.40686035156,182493.51147460935,148663.2914428711,203563.49682617188,201848.4943847656,49745.84332275391
[TG(45:1)]_FA14:0,0.049918737484341585,4.995655803849642,0.013774790840216156,0.9065699823999387,0.9999262032520446,TAG,109024.14794921876,102557.38708496094,112752.30810546876,112347.9678955078,154028.93017578125,99209.3271484375,129390.64965820312,165550.0909423828,131378.6492919922,251566.63818359372,183015.3731689453,83296.16589355469
[TG(45:1)]_FA16:0,-0.1441964879185415,6.038752972384718,0.11443065747516812,0.7351552020967057,0.9999262032520446,TAG,206225.3145751953,88830.80651855469,108471.92761230467,111447.3480834961,133466.32861328125,237338.0975341797,116761.60968017578,193424.3765258789,152955.33068847656,329679.01934814453,200224.0147705078,703391.3502197266
[TG(45:1)]_FA16:1,-0.34450109541899065,6.36540633689017,0.6491818784616048,0.42040533126094753,0.9999262032520446,TAG,220309.5759277344,167889.4324951172,333894.625,240147.75854492188,457319.43115234375,251156.9981689453,233288.85522460935,669214.26318359375,431494.5732421875,889795.078125,651502.4462890625,110904.48706054688
[TG(45:1)]_FA18:0,-0.01663179023737764,4.349473927020026,0.001527007514628309,0.9688290433337731,0.9999262032520446,TAG,65050.40496826172,66844.70498657227,79277.98565673828,87109.86529541016,90454.96612548828,83847.64614868164,71555.86541748047,129331.45001220705,107652.20782470705,131967.9887084961,133809.98858642578,32528.94229125977
[TG(45:1)]_FA18:1,-0.025319528617261795,4.887451179660904,0.003538331197887601,0.952566709872237,0.9999262032520446,TAG,96979.066650390625,82791.50665283203,128673.84887695312,109934.58776855467,151334.0697631836,114111.90759277344,102846.96691894533,193721.61401367188,155960.5711669922,199715.47106933597,208703.9339599609,41094.02313232422
[TG(45:2)]_FA14:0,0.043857764280988074,3.482377170103039,0.010631047522792869,0.9178780722482205,0.9999262032520446,TAG,34496.822265625,37955.88275146485,40099.1826171875,42568.32342529297,57028.763671875,40173.34255981445,46540.403411865234,60487.92434692383,50614.10400390625,68380.8246459961,72737.94543457031,24840.701751708984
[TG(45:2)]_FA16:0,0.2648820984856632,8.267390960103647,0.3890869865717832,0.53277971111044,0.9999262032520446,TAG,870230.8564453125,107831.66876220705,75822.12591552734,87111.3851928711,121331.34954833984,1043360.9092407228,80680.32550048828,125604.92962646484,117968.78875732422,183269.27130126956,147786.40985107422,5510563.080871582
[TG(45:2)]_FA16:1,-0.2640957401989496,6.122545595982004,0.3825146871608922,0.5362604815588317,0.9999262032520446,TAG,190644.19464111328,92563.64642333984,128920.30853271484,123047.84979248048,158660.79064941406,278052.65997314453,136138.92755126953,244216.65716552731,170315.5721435547,363143.6456298828,211506.21575927731,708768.56201171875
[TG(45:2)]_FA18:0,0.06173404683629427,4.160831206466579,0.021071345210657455,0.8845847653569628,0.9999262032520446,TAG,49452.32369995117,82961.6865234375,59051.94488525391,62102.20474243164,68070.12509155273,75807.3853149414,71208.96478271484,86140.26625061035,74765.92510986328,98290.3268737793,106353.06686401369,52559.503326416016
[TG(45:2)]_FA18:1,-0.05401445762718658,4.431910295612737,0.01609239761819481,0.8990545191113833,0.9999262032520446,TAG,64234.76443481445,68100.00494384766,87705.72650146484,86359.20639038086,101800.5479736328,90094.08721923828,76662.485595703125,135339.11004638672,122166.68896484376,135721.73086547852,146501.83044433594,33150.68225097656
[TG(45:2)]_FA18:2,-0.07172964407673936,5.011920850367136,0.02836768171937365,0.8662473046123944,0.9999262032520446,TAG,97160.30700683594,87253.7660522461,125304.86877441406,121667.92803955078,181236.07263183597,116534.46899414062,110602.46716308594,208896.3139038086,171480.3110961914,239287.1748046875,231356.55444335935,50049.823486328125
[TG(45:3)]_FA14:0,0.08643078405612944,3.402670701971467,0.041319881966217054,0.8389217165993135,0.9999262032520446,TAG,29405.862243652344,34335.802642822266,37670.26290893555,40266.38269042969,64484.42419433594,33832.32260131836,39848.3424987793,53255.70388793945,44277.503326416016,51140.383361816406,96673.88760375977,24389.421661376957
[TG(45:3)]_FA16:0,0.32811355751387794,9.951507302745814,0.597374358039815,0.4395815846381416,0.9999262032520446,TAG,2664434.329345703,253731.9366455078,143027.31005859375,173435.53271484375,488007.2161254883,3142251.2666015625,153497.33142089844,228923.23828125,235754.43627929688,358898.0070800781,615464.99755859375,18184222.017578125
[TG(45:3)]_FA16:1,-0.2569084569197556,8.310872260569182,0.36206271071569063,0.5473628846056876,0.9999262032520446,TAG,741562.9344482422,89406.0068359375,118725.248046875,114323.3881225586,166562.6922607422,1415711.8143310547,91888.68634033205,260301.69512939453,142624.71112060547,247292.7368774414,166074.39208984375,5501317.548217773
[TG(45:3)]_FA18:0,0.0346134290366656,4.038139433937159,0.006620574192766071,0.935150163091119,0.9999262032520446,TAG,49523.743560791016,35220.60235595703,39659.06269836426,43615.7629699707,51546.18341064453,70053.40451049805,35467.32263183594,59608.12477111816,53909.02404785156,58561.72454833984,75933.50436401367,130508.18960571288
[TG(45:3)]_FA18:1,-0.0018688202064488595,4.2652439856831235,1.9285519556433428e-5,0.9964960787474464,0.9999262032520446,TAG,54792.90399169922,85454.70590209961,62512.58383178711,69935.66473388672,73642.225830078125,82346.025146484375,65473.14434814453,92355.88705444336,117586.92932128906,120469.98831176758,108067.88684082033,48043.86328125
[TG(45:3)]_FA18:2,-0.033828913983955336,4.506745501283758,0.006315054490869443,0.9366609265334206,0.9999262032520446,TAG,67148.28512573242,75241.4052734375,89590.86669921875,91744.9662475586,107803.40814208984,96896.72668457033,72961.08590698242,141011.5509338379,120404.62832641602,161178.39108276367,149674.28875732422,36739.90274047852
[TG(45:3)]_FA18:3,-0.027046505127463344,5.365278032278436,0.004037355005493737,0.9493363615269949,0.9999262032520446,TAG,135070.16931152344,111858.14807128906,176009.67053222656,154768.53063964844,213372.39379882807,144825.3309326172,126915.92956542967,279571.06091308594,219056.8973388672,315533.4432373047,288413.7006835937,61154.24444580078
[TG(45:4)]_FA14:0,0.11559143656654249,4.005068462537409,0.07394421096279302,0.7856782666727228,0.9999262032520446,TAG,35893.74240112305,51848.32339477539,47420.34371948242,54017.08331298828,150712.7313232422,48438.50354003906,45820.763427734375,63489.703704833984,51839.48373413086,61341.06433105469,243260.6968383789,24249.761932373047
[TG(45:4)]_FA16:0,0.02776943021159174,3.558904298427054,0.004260688117483369,0.9479558856187201,0.9999262032520446,TAG,36603.88284301758,45618.603088378906,37689.12265014648,39066.362701416016,46926.78363037109,40959.24284362793,40539.64270019531,59680.68435668945,52339.32373046875,67504.62423706055,82910.58547973633,39191.04278564453
[TG(45:4)]_FA16:1,-0.2310662938154835,10.18144513654958,0.2931208668742329,0.5882275115756208,0.9999262032520446,TAG,2555760.4645996094,215685.05493164065,282307.4997558594,265745.77893066406,679603.9050292969,4834695.296386719,182878.6319580078,705501.6105957031,302682.2204589844,621038.6730957031,696488.3709716797,20843483.146850582
[TG(45:4)]_FA18:0,0.06702974666014469,3.764464046369454,0.024843701280133246,0.8747571505851734,0.9999262032520446,TAG,40785.48260498047,38554.36285400391,43761.203216552734,40065.50308227539,111755.58792114258,42239.60275268555,38349.142578125,62722.14514160156,56494.48419189453,63642.224609375,174991.33270263672,22786.34161376953
[TG(45:4)]_FA18:1,-9.850979175588324e-4,4.230125272241879,5.358624548534863e-6,0.9981530023695692,0.9999262032520446,TAG,49972.34387207031,38845.16284179688,43951.1432800293,47761.34330749512,57557.18426513672,84426.92590332031,39263.86276245117,62044.90472412109,61970.28427124024,62224.90432739258,77150.6845703125,160695.21231079102
[TG(45:4)]_FA18:2,-0.12028942860310211,4.33778955784532,0.07967988660732317,0.7777316879674241,0.9999262032520446,TAG,53453.72393798828,74052.40480041504,63591.12399291992,70400.1450805664,74926.04568481445,83703.70617675781,85195.32623291016,101656.32629394533,99066.04629516602,112044.50860595705,120747.68817138672,66961.52572631836
[TG(45:4)]_FA18:3,-0.0026422538376189523,4.8021635366159785,3.855202852065531e-5,0.9950459442645414,0.9999262032520446,TAG,90693.346923828125,89179.5064086914,111004.9871826172,112865.60754394533,132089.19036865234,108737.86798095705,93643.9465637207,173467.33081054688,147627.64978027344,200271.01318359372,182219.9126586914,43613.28314208984
[TG(45:4)]_FA20:4,0.3642335447430836,5.386046314751865,0.7363144721148274,0.39084404794112704,0.9999262032520446,TAG,154954.16973876953,222729.0164794922,192947.4945678711,164334.59161376953,158811.58923339844,206676.97625732425,202509.2139892578,198093.19342041016,128609.60900878906,163058.6328125,220085.8755493164,55060.10394287109
[TG(45:5)]_FA14:0,0.1149461210804114,3.783418364970348,0.07311912566831325,0.7868483217339219,0.9999262032520446,TAG,41836.72290039063,59262.844299316406,42700.882904052734,49822.76300048828,79543.72552490234,45409.12301635742,56189.42391967773,66113.40481567383,55746.92422485352,72625.24530029297,123107.34954833984,24922.921661376957
[TG(45:5)]_FA16:0,0.10993867531274928,4.039322273375381,0.06688247067086195,0.7959311860120214,0.9999262032520446,TAG,50158.84359741211,67930.8247680664,61386.50427246094,63038.42391967773,83228.64645385742,60709.18389892578,63548.92468261719,72606.70495605469,62972.90490722656,77055.1450805664,166949.05010986328,27721.54211425781
[TG(45:5)]_FA16:1,-0.03309522583970796,3.7050159638837568,0.006043980556569295,0.9380324552461649,0.9999262032520446,TAG,36331.82266235352,47337.84289550781,45183.16305541992,46543.80368041992,54640.1432800293,46731.62319946289,46385.52325439453,68079.36532592773,58428.80416870117,76838.90585327148,100578.78747558594,37879.4630279541
[TG(45:5)]_FA18:0,0.045399934192170255,3.9903303408640802,0.011392529419026687,0.9149985864150424,0.9999262032520446,TAG,37277.1227722168,46439.94329833984,42615.223083496094,43371.243072509766,159697.03106689453,43160.10339355469,40547.02264404297,58696.26419067383,55732.26385498047,66769.48376464844,264495.9567565918,23679.70166015625
[TG(45:5)]_FA18:1,0.03267460175489473,3.781032355616962,0.00589954305178253,0.9387759022656132,0.9999262032520446,TAG,38994.36264038086,34743.622314453125,43896.88327026367,44648.32299804688,116549.87045288086,45667.44314575195,37862.58285522461,66855.46438598633,61145.54428100586,59855.14431762695,178433.25579833984,21671.42153930664
[TG(45:5)]_FA18:2,-0.06213673872465614,4.430908861848936,0.02129143490034835,0.8839878200519532,0.9999262032520446,TAG,58625.32452392578,38053.4826965332,48463.44345092773,54375.04406738281,65871.86431884766,94162.0862121582,49132.32342529297,73511.90533447266,63205.76458740234,77169.784912109375,91521.82626342772,187914.2703552246
[TG(45:5)]_FA18:3,0.08607041661077683,4.591939152137925,0.04097770523458166,0.8395809627517092,0.9999262032520446,TAG,71824.48486328125,96204.16668701172,79602.805419921875,87145.76644897461,87619.32696533203,96148.62591552734,73112.24493408203,123010.26806640624,120277.78915405272,130215.38854980467,130138.24896240234,88870.58674621582
[TG(45:5)]_FA20:4,0.04280407553272893,4.148057114849537,0.010126480812523653,0.9198438500379792,0.9999262032520446,TAG,59752.70440673828,54944.42364501953,71168.92459106445,67020.92431640625,83047.96597290039,70831.76458740234,67477.34533691406,108017.14614868164,81225.26553344727,94247.22674560548,118750.22875976562,37508.68273925781
[TG(45:5)]_FA22:5,-0.3427977233173729,6.1192679905678,0.6428140930329391,0.4226936066756126,0.9999262032520446,TAG,83853.24603271484,453277.5286865234,233305.23568725583,227183.51977539065,163575.93048095703,237713.89892578125,242896.77758789065,399641.3885803223,379541.46520996094,735658.86279296875,675683.5199584961,51619.96340942383
[TG(46:0)]_FA14:0,-0.263648911108508,6.125223668751297,0.3812307516798228,0.5369452938427427,0.9999262032520446,TAG,193420.31616210935,198946.77294921875,246190.4376220703,266255.1179199219,315686.8022460937,212721.55346679688,245148.29736328125,551067.0661621094,457470.486328125,667575.68896484375,375346.2880859375,107006.84753417967
[TG(46:0)]_FA16:0,-0.2396039754927742,7.309872890027921,0.31510044117749203,0.5745670860593534,0.9999262032520446,TAG,490923.0546875,410723.69287109375,586867.9970703125,597129.4853515625,749278.63037109375,447539.6513671875,509807.3391113281,1205319.654296875,1100980.2465820312,1733742.7348632812,813308.6291503906,200909.2126464844
[TG(46:0)]_FA18:0,-0.07614170399705103,5.579961882336805,0.03196171929130287,0.8581116997720031,0.9999262032520446,TAG,134665.3487548828,117786.74780273438,170107.23291015625,247297.77758789065,252314.80017089844,127151.34887695312,140858.92932128906,301974.82385253906,324754.0241699219,466407.5778808594,285804.7998046875,74839.04504394531
[TG(46:1)]_FA14:0,-0.05120725824431673,5.5821459342072295,0.014464475752902217,0.9042705759867138,0.9999262032520446,TAG,136070.92987060547,155918.53051757812,142083.52978515625,259774.4978027344,252857.5965576172,130290.84838867188,178652.45251464844,246697.84008789065,284632.8819580078,575956.1201171875,236330.61645507807,55370.08392333984
[TG(46:1)]_FA16:0,-0.11833907558524295,6.292585803614388,0.07712401129174395,0.7812333702698434,0.9999262032520446,TAG,256060.99450683597,200016.7568359375,223878.0157470703,410239.1076660156,418312.3315429688,201706.19213867188,267709.9989013672,410667.0899658203,475464.8358154297,1077237.0260009766,360966.2088623047,94347.30627441406
[TG(46:1)]_FA16:1,-0.25848421937867244,7.42827951946,0.366502977370601,0.5449166430512884,0.9999262032520446,TAG,499464.013671875,427478.2275390625,653148.23095703125,667492.517578125,862492.4638671875,492980.876953125,599669.06298828125,1385819.8828125,1118171.7578125,1872215.3950195312,914097.0419921876,178526.59326171875
[TG(46:1)]_FA18:0,-0.05317106405666838,5.076384319097304,0.01559434378214064,0.9006206778392419,0.9999262032520446,TAG,86851.785400390625,95377.5069580078,108810.28735351562,214556.47595214844,149801.31072998047,99927.3465576172,98026.406982421875,157382.5908203125,244509.693359375,376770.9461669922,168153.21032714844,57026.864685058594
[TG(46:1)]_FA18:1,-0.057903379188607516,5.653605715476269,0.018491854679268727,0.8918333295962947,0.9999262032520446,TAG,140420.8310546875,131623.81018066406,184452.93334960935,248639.01684570312,275804.1817626953,141906.51037597656,153006.390625,328886.3660888672,344145.8217773437,451139.0517578125,303617.2019042969,72230.30517578125
[TG(46:2)]_FA14:0,-0.009216149178615308,5.512524722480959,4.6896887943148613e-4,0.9827226102840112,0.9999262032520446,TAG,103826.22814941406,106939.76776123048,112348.04803466795,204340.33447265625,440187.3715820313,123078.46887207033,126219.06915283205,174211.0518798828,228976.1953125,388780.36865234375,551170.8010253906,45592.503173828125
[TG(46:2)]_FA16:0,-0.08496195461897345,5.126907847591861,0.03978666257717123,0.8418982812708824,0.9999262032520446,TAG,136879.70947265625,79002.5054321289,76489.58532714844,170154.1505126953,170738.8911743164,150301.32983398438,91784.806396484375,134536.55102539062,207541.7377319336,349458.12451171875,194421.79174804688,87895.6064453125
[TG(46:2)]_FA16:1,-0.1112946074178031,6.419183394691071,0.0682275875369669,0.79393510811982,0.9999262032520446,TAG,255974.09692382807,229601.8966064453,256308.2392578125,440417.2310791016,488892.0329589844,223098.5546875,316968.0637207031,467374.7331542969,515648.71716308594,1122659.672607422,399265.64599609375,88298.826904296875
[TG(46:2)]_FA18:0,-0.37874172006266715,4.403086945286701,0.7836770477233586,0.3760189217649145,0.9999262032520446,TAG,52562.54391479492,43716.66317749024,53657.544036865234,140937.8295288086,75048.04550170898,82316.54489135742,59165.24417114258,94130.1864013672,168559.67141723633,280935.1204223633,107785.84725952148,34152.662200927734
[TG(46:2)]_FA18:1,-0.010957231574038127,5.180016616147061,6.628679875575472e-4,0.9794597556131277,0.9999262032520446,TAG,96369.08654785156,99523.406982421875,122776.72839355467,217360.71606445312,184538.07373046875,102616.96728515624,104708.00720214844,181810.5720214844,267808.5379638672,386185.74365234375,178199.69274902344,56740.00402832031
[TG(46:2)]_FA18:2,-0.1405153954636036,5.881553525671712,0.10867462221085589,0.7416581341888626,0.9999262032520446,TAG,161742.25122070312,143194.43127441406,202596.7139892578,284273.6608886719,317031.7380371094,171933.17138671875,168547.47314453125,387327.9095458984,398608.0291748047,593633.2985839844,351581.5421142578,91476.46630859376
[TG(46:3)]_FA14:0,0.03010521226557992,3.7882805723660478,0.005007926453686196,0.9435834313916088,0.9999262032520446,TAG,39208.94274902344,55045.64459228516,39873.78317260742,77644.16659545898,58483.564453125,54922.48352050781,54714.9426574707,68490.80517578125,66046.20513916016,94192.12725830078,95231.98712158205,23569.641662597656
[TG(46:3)]_FA16:0,0.024187548355088857,3.9787049211461123,0.0032322829092663596,0.9546621590693299,0.9999262032520446,TAG,50221.88356018066,38803.50311279297,41637.54302978516,56367.60424804688,102820.42681884766,54748.6637878418,41156.04263305664,59887.00427246094,68709.14535522461,82662.22564697266,167104.5726928711,50590.92315673828
[TG(46:3)]_FA16:1,-0.13068610862722754,5.228280270874306,0.09402582932736436,0.7591202094257069,0.9999262032520446,TAG,130677.07012939452,78970.10626220703,89086.56658935547,186203.4946899414,196180.2744140625,155165.33276367188,101692.72735595705,149340.65002441406,211402.8949584961,418690.37127685547,210068.25567626956,87453.08645629883
[TG(46:3)]_FA18:0,-0.035790244742277225,3.7701533368679687,0.007067978569466504,0.9329997663589407,0.9999262032520446,TAG,45558.763092041016,34516.20230102539,41132.182876586914,53901.8034362793,53547.7239074707,59863.60446166992,36644.34243774414,62905.80484008789,67624.02502441406,88976.16647338867,75918.40579223633,54855.98419189453
[TG(46:3)]_FA18:1,-0.37392371169669275,4.421598706304184,0.7639965171456424,0.3820807094563002,0.9999262032520446,TAG,51906.08367919922,45829.803283691406,54335.3041381836,136157.42962646484,81606.60516357422,78332.62585449219,60150.98376464844,98564.4271850586,183421.55224609372,275711.15979003906,103755.44845581056,36208.3224029541
[TG(46:3)]_FA18:2,-0.11525453408796474,5.555529483353159,0.07316106970210967,0.7867886703770742,0.9999262032520446,TAG,124596.52893066406,122478.2686767578,145975.39086914062,269341.33984375,225026.17456054688,145253.9903564453,141881.5899658203,234386.03759765625,338447.4020996094,503868.4182128906,248207.93725585935,83974.86608886719
[TG(46:3)]_FA18:3,-0.09372835067928734,6.53366580040117,0.04841109427070478,0.8258515188345059,0.9999262032520446,TAG,288051.47900390625,231168.9560546875,340776.14501953125,403352.25,481866.2971191406,270385.6799316406,262996.619140625,642015.6689453125,595069.4602050781,889531.0261230469,531950.5390625,150336.63134765625
[TG(46:4)]_FA14:0,0.09268568251512409,4.811267351193685,0.047524689238343854,0.8274278797350679,0.9999262032520446,TAG,43952.20300292969,214056.33331298828,98632.30712890624,119665.9483642578,77765.18548583984,123940.12716674805,206094.0328979492,98094.26739501952,91052.62673950195,154640.47094726562,145842.2919921875,26334.401763916016
[TG(46:4)]_FA16:0,0.046894605523905494,3.8633750387490986,0.012155292866737,0.9122102811277466,0.9999262032520446,TAG,35580.10256958008,39251.682861328125,40457.222747802734,41435.18313598633,143337.7085571289,41365.96301269531,41060.72314453125,52440.943908691406,55397.68336486816,62445.4040222168,224411.7956237793,23549.921585083008
[TG(46:4)]_FA16:1,0.0134531881818558,4.063432849512612,9.99732628770289e-4,0.974776250974683,0.9999262032520446,TAG,47449.003509521484,42116.923248291016,49940.26373291016,58218.38357543945,117443.54809570312,58907.88430786133,45032.16363525391,69361.58428955078,71869.18524169922,90218.06707763672,181391.91381835935,46061.403259277344
[TG(46:4)]_FA18:0,-0.021818119323076902,4.007313264740333,0.002627506952649128,0.9591189683898045,0.9999262032520446,TAG,51897.58349609375,45817.02294921875,66053.44418334961,52197.54357910156,93969.4257659912,59862.064361572266,49161.523986816406,91790.00601196288,85429.84622192383,90705.58697509766,155682.47137451172,23455.681671142574
[TG(46:4)]_FA18:1,-0.09886516299436206,3.7474099923723205,0.0538523185209101,0.8164906174706148,0.9999262032520446,TAG,45943.12324523926,34348.5022277832,40650.20275878906,47918.88400268555,54865.46395874024,60594.06396484375,39695.58224487305,67442.2446899414,73358.2453918457,83666.0661315918,75610.20568847656,48290.3430480957
