lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_hippocampus,FAD184_F3_Female_WT_hippocampus,FAD184_F4_Female_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(43:4)]_FA20:4,-0.09435012136977015,5.705139360369628,0.06745464074356278,0.7950795230453063,0.9999676149678289,TAG,108317.08740234376,84789.84674072266,90661.16705322266,105982.54705810548,81802.80615234375,63667.48425292969
[TG(44:0)|TG(O-45:0)]_FA14:0,-0.14281639389945044,6.476532622937112,0.15418556481063206,0.6945671477576676,0.9999676149678289,TAG,187880.17431640625,143580.33056640625,143871.61083984375,210761.03149414065,144017.16943359375,95614.7861328125
[TG(44:0)|TG(O-45:0)]_FA16:0,-0.17471091849168127,6.603842032738585,0.2303613563944964,0.6312560175483951,0.9999676149678289,TAG,206062.5537109375,150673.95092773438,152201.53051757812,249237.27661132807,149546.45043945312,106104.78759765624
[TG(44:0)|TG(O-45:0)]_FA18:0,-0.05231800043275549,6.100637910466413,0.020784331069307882,0.8853680314803652,0.9999676149678289,TAG,139569.78979492188,114908.84814453124,102740.7667236328,146702.32958984375,110418.427734375,89095.28625488281
[TG(44:1)]_FA14:0,0.05269745263569114,6.667338638533325,0.021190334047787474,0.8842616408915082,0.9999676149678289,TAG,249389.91607666016,191493.07012939453,209611.05450439453,150152.4736328125,200729.41400146484,65254.60461425781
[TG(44:1)]_FA16:0,-0.08738507597522277,6.384815078894137,0.0578858201206458,0.8098692414915503,0.9999676149678289,TAG,159934.95385742188,137227.10986328125,117415.24780273438,175309.03393554688,138884.6494140625,120223.98803710938
[TG(44:1)]_FA16:1,-0.21664935373736952,6.675289525615254,0.3534388763064271,0.5521728912706593,0.9999676149678289,TAG,213273.8337402344,161687.05102539062,150098.6707763672,275684.541015625,173221.17236328125,99202.86669921876
[TG(44:1)]_FA18:0,0.11291482513905512,5.358151942531687,0.09753096160670793,0.7548129395847207,0.9999676149678289,TAG,90440.16662597656,79438.685546875,63725.44451904297,83871.42614746094,66491.24444580078,42495.68280029297
[TG(44:1)]_FA18:1,-0.14709095264300748,6.1535379102826475,0.16351364344791364,0.6859419788480683,0.9999676149678289,TAG,143451.57006835938,112998.04833984376,108569.607421875,153014.40991210938,124217.92919921876,88575.68591308594
[TG(44:2)]_FA14:0,-0.22821794435702047,5.305369236147056,0.39186700156096776,0.5313196555664391,0.9999676149678289,TAG,58607.90383911133,35517.72235107422,58658.50390625,47119.3030090332,39279.90267944336,122163.10876464844
[TG(44:2)]_FA16:0,0.033540344189752824,5.090212882457458,0.008575175072564889,0.9262195631927173,0.9999676149678289,TAG,70969.86508178711,41345.30276489258,48321.583099365234,58620.583892822266,39789.96304321289,74138.00619506836
[TG(44:2)]_FA16:1,-0.15559003684424577,6.408054513661176,0.18287803572934536,0.6689114801081552,0.9999676149678289,TAG,165689.873046875,138421.87036132812,122613.388671875,186952.7333984375,152978.1494140625,105462.44763183594
[TG(44:2)]_FA18:0,-0.1363500837354746,5.44154096309576,0.14057619495932272,0.7077088671861628,0.9999676149678289,TAG,90629.68658447266,82768.225341796875,78787.025390625,102099.6278076172,79267.90496826172,26810.24185180664
[TG(44:2)]_FA18:1,0.028786032000210047,5.470745513932893,0.006315664416320033,0.9366578743092899,0.9999676149678289,TAG,101556.10729980467,77554.9652709961,67043.9052734375,90775.38635253906,79730.625,45220.383361816406
[TG(44:2)]_FA18:2,-0.09919184792008896,6.130133871975935,0.07453984863298048,0.7848379426676153,0.9999676149678289,TAG,137841.7911376953,115636.08764648438,103804.08740234376,146820.81005859375,119353.22924804688,92367.046875
[TG(44:3)]_FA14:0,-0.3193186529786444,4.292753059356214,0.7631737008674689,0.3823371424147141,0.9999676149678289,TAG,37372.42272949219,28216.34188842773,33497.20248413086,38648.26281738281,37763.72262573242,24325.14190673828
[TG(44:3)]_FA16:0,-0.21481901668578465,5.839246526193791,0.34745916884457984,0.5555549689277994,0.9999676149678289,TAG,62770.42468261719,34913.44259643555,66128.42465209961,46530.54293823242,35287.802490234375,240967.0354309082
[TG(44:3)]_FA16:1,-2.0448223153982534e-5,5.220774615962251,3.1782860787643585e-9,0.999955018228605,0.9999676149678289,TAG,75974.68533325195,42358.142822265625,47393.043060302734,63985.08489990234,46968.923583984375,85785.0871887207
[TG(44:3)]_FA18:0,-0.11768998334909307,4.485912735864664,0.1048136171174292,0.7461278340227154,0.9999676149678289,TAG,44941.42330932617,36299.52249145508,37393.68240356445,44609.56350708008,37169.58221435547,28529.60223388672
[TG(44:3)]_FA18:1,-0.15187730218695483,5.5669069165139575,0.1742789139530032,0.6763366662368201,0.9999676149678289,TAG,97770.06768798828,90669.62634277344,88915.9662475586,112148.18762207033,84772.4052734375,28129.46200561523
[TG(44:3)]_FA18:2,0.013480995265485995,5.505324966808111,0.0013841960003162512,0.9703217236619879,0.9999676149678289,TAG,95689.027099609375,82410.7661743164,72032.46520996094,91184.90643310548,76490.52587890625,51067.963439941406
[TG(44:3)]_FA18:3,-0.26522944609103294,7.070143166558482,0.5283094565629654,0.46731846739925104,0.9999676149678289,TAG,249058.91796875,202485.53491210935,199870.97338867188,317312.08251953125,225847.41674804688,179570.51318359375
[TG(44:4)]_FA14:0,-0.1884734682778528,4.545045148606713,0.2678300455106637,0.6047911243240873,0.9999676149678289,TAG,58036.36456298828,30863.182403564453,51792.14315795898,38453.6826171875,41586.34271240234,21369.601531982426
[TG(44:4)]_FA16:0,-0.012166918967582012,4.983238140833545,0.0011260928736618325,0.9732301669120184,0.9999676149678289,TAG,69004.62561035156,57523.86340332031,48220.8229675293,66107.80490112305,59025.524826049805,30104.92205810547
[TG(44:4)]_FA16:1,-0.2725764829337823,5.885910153659076,0.5576540514716726,0.4552070081254588,0.9999676149678289,TAG,65444.384185791016,40143.06253051758,67052.4052734375,57009.44372558594,44306.523193359375,236207.89666748047
[TG(44:4)]_FA18:0,-0.1298133099653178,5.537611635868524,0.12746398905960632,0.7210760902914451,0.9999676149678289,TAG,97517.7876586914,85372.18615722656,86251.78680419922,97498.8662109375,87018.48553466797,33920.20236206055
[TG(44:4)]_FA18:1,-0.1700865201789388,4.514479353364035,0.2183274796273054,0.6403172605356114,0.9999676149678289,TAG,46419.36352539063,34503.98211669922,38630.162857055664,43915.48294067383,39732.462646484375,29729.28196716309
[TG(44:4)]_FA18:2,-0.09452442941218073,5.621125395499398,0.06770394046816364,0.7947096517850503,0.9999676149678289,TAG,109356.8074951172,92420.2066040039,92487.9067993164,113958.52835083008,86195.40643310547,28619.62210083008
[TG(44:4)]_FA18:3,0.006549685036357108,5.78376630461849,0.00032663955887102247,0.985580479817371,0.9999676149678289,TAG,120383.44873046876,97036.3660888672,87917.305908203125,117761.16809082033,88561.56671142578,59906.00439453125
[TG(44:4)]_FA20:4,-0.2623729581670694,6.7997149222573325,0.517069193968382,0.47209456505460873,0.9999676149678289,TAG,207390.0355224609,185332.1934814453,177321.33239746094,248313.47607421875,217046.09497070312,116196.68811035156
[TG(44:5)]_FA14:0,-0.2562916876765262,4.28691665943023,0.49339534374882993,0.4824166161735761,0.9999676149678289,TAG,33699.402252197266,33711.32232666016,32586.02243041992,38859.90280151367,38196.72235107422,22419.14144897461
[TG(44:5)]_FA16:0,-0.16962766390674455,4.895553366529345,0.21717456925327383,0.641201239472524,0.9999676149678289,TAG,59815.304290771484,50176.483459472656,51897.18389892578,61425.44403076172,54044.00384521485,30436.282012939453
[TG(44:5)]_FA16:1,-0.1613902231503701,5.095656983196828,0.196685846003902,0.6574093403016924,0.9999676149678289,TAG,69844.80419921875,60937.784912109375,53080.0036315918,76564.465087890625,69720.68447875977,28239.72196960449
[TG(44:5)]_FA18:0,-0.11311248628126062,4.3782126417225635,0.09683991762699408,0.7556553279008829,0.9999676149678289,TAG,41116.82305908203,36691.86291503906,33119.822509765625,46612.40319824219,35385.582580566406,22382.641525268555
[TG(44:5)]_FA18:1,-0.16170708082067156,5.605177897272562,0.19746754720449644,0.6567727811134865,0.9999676149678289,TAG,100603.6870727539,88990.0062866211,89562.845703125,105351.36785888672,92640.04736328124,34505.38250732422
[TG(44:5)]_FA18:2,-0.03354819160683462,4.596696255131657,0.00855218054357465,0.9263182695088321,0.9999676149678289,TAG,50271.86372375488,39354.36297607422,37653.542892456055,48295.94338989258,38302.16287231445,32948.562255859375
[TG(44:5)]_FA18:3,-0.15032201912481083,5.861109085451214,0.17074586904118405,0.6794497792727756,0.9999676149678289,TAG,121111.3485107422,110284.90817260742,98975.20672607422,136773.56829833984,115026.86853027344,34525.94227600098
[TG(44:5)]_FA20:4,-0.4780750909827723,9.49117771805949,1.694951675071934,0.19294951350551667,0.9999676149678289,TAG,1280165.908203125,1366532.8438720703,1340243.3920288086,1704121.7583007812,1985708.1013183596,66933.42498779297
[TG(44:5)]_FA22:5,-0.1591935606975983,5.788374517320792,0.19140457504113328,0.6617501640321621,0.9999676149678289,TAG,118310.10809326172,95629.9071044922,87455.86618041992,137433.12939453125,101766.62680053712,43087.56350708008
[TG(45:0)]_FA14:0,-0.0171246026103446,6.449523750093511,0.0022305580254737833,0.9623308869051086,0.9999676149678289,TAG,196175.21350097656,163012.31176757812,137810.10974121094,181931.9534912109,172866.9520263672,67804.78485107422
[TG(45:0)]_FA16:0,0.005646242895713366,7.021535797692707,2.4275105624838034e-4,0.9875690861979844,0.9999676149678289,TAG,290520.55993652344,233049.17553710935,183824.49267578125,303582.42321777344,226481.51525878903,125099.70886230467
[TG(45:0)]_FA18:0,-0.024331174679893798,5.745118131127773,0.004501213880871546,0.9465091898914907,0.9999676149678289,TAG,110181.16809082033,103025.92712402344,84314.066162109375,118795.80853271484,93938.7666015625,49745.84332275391
[TG(45:1)]_FA14:0,-0.2412792562909457,5.908881416695646,0.4377554043694545,0.5082078203787899,0.9999676149678289,TAG,111019.02783203124,91126.70654296876,96482.66662597656,123690.30871582033,103862.04748535156,83296.16589355469
[TG(45:1)]_FA16:0,-0.30144406302012955,7.318680985220873,0.6810046114646866,0.40924100432736055,0.9999676149678289,TAG,150525.529296875,91719.50567626952,153757.92993164062,149583.01123046875,93614.18615722656,703391.3502197266
[TG(45:1)]_FA16:1,7.928256977501473e-4,7.013083740936211,4.7853682190179825e-6,0.9982545902581874,0.9999676149678289,TAG,299969.98083496094,229666.67578125,174912.01220703125,318287.00036621094,232367.93432617188,110904.48706054688
[TG(45:1)]_FA18:0,-0.06684853401313083,5.242025991400793,0.03390633399175158,0.8539061955901236,0.9999676149678289,TAG,81937.42510986328,68288.184814453125,64422.48452758789,85995.827392578125,63844.784255981445,32528.94229125977
[TG(45:1)]_FA18:1,-0.039063298164504226,5.790700420128054,0.01159422138454147,0.91425233816616025,0.9999676149678289,TAG,125586.10845947266,101361.82708740234,87295.006103515625,127892.56896972656,102430.50775146484,41094.02313232422
[TG(45:2)]_FA14:0,-0.11876466165775117,4.437579422489983,0.10673039591753763,0.7438976875888244,0.9999676149678289,TAG,45907.36331176758,34626.98223876953,37139.64236450195,42645.48306274414,37806.1826171875,24840.701751708984
[TG(45:2)]_FA16:0,-0.6339855141740688,9.834476697721351,2.950283231330104,0.0858625088109483,0.9999676149678289,TAG,370618.627319336,73032.30499267578,602258.7004394531,148150.63116455078,81634.1657409668,5510563.080871582
[TG(45:2)]_FA16:1,-0.33605932126712557,7.3629826773482945,0.8447026893454677,0.3580552537296383,0.9999676149678289,TAG,155378.41040039062,99689.0460205078,165493.35180664062,163371.9320678711,100563.58728027344,708768.56201171875
[TG(45:2)]_FA18:0,-0.30813287902840386,5.296752472836527,0.7112293963430147,0.3990359839931197,0.9999676149678289,TAG,71843.22552490234,57770.8037109375,64180.8039855957,104251.18780517578,52702.78393554688,52559.503326416016
[TG(45:2)]_FA18:1,0.008448220421449526,5.258439090499291,5.434694317045796e-4,0.9814010560322259,0.9999676149678289,TAG,84100.36529541016,72323.90536499023,58802.44430541992,85127.0658569336,68418.8254699707,33150.68225097656
[TG(45:2)]_FA18:2,0.052736287124127194,5.880029019874459,0.021220583548711147,0.8841796435514988,0.9999676149678289,TAG,140827.31005859375,106396.10772705078,88262.06591796875,130944.5883178711,104624.1078491211,50049.823486328125
[TG(45:3)]_FA14:0,-0.24286439468065854,4.316157934403007,0.44338201368236696,0.5054946021285049,0.9999676149678289,TAG,36942.36251831055,31825.56216430664,34273.46252441406,40502.8828125,35449.82257080078,24389.421661376957
[TG(45:3)]_FA16:0,-0.7140176560557561,11.527607172457326,3.721581139427144,0.05371348439845186,0.9999676149678289,TAG,1050573.7595214844,151064.97106933594,1789761.3720703125,376780.8659667969,185354.71228027344,18184222.017578125
[TG(45:3)]_FA18:0,-0.07494614102609426,5.26063255949005,0.042596158315063803,0.8364875564834174,0.9999676149678289,TAG,51571.46383666992,37281.36267089844,47927.42361450195,46021.56335449219,31275.482330322266,130508.18960571288
[TG(45:3)]_FA18:1,-0.09171214728485824,5.282524763157094,0.06374081508874951,0.800678237173589,0.9999676149678289,TAG,85919.58563232422,58837.72424316406,67173.78515625,83336.76641845703,57373.70379638672,48043.86328125
[TG(45:3)]_FA18:2,0.05260469064113625,5.356180360707809,0.02111359892046495,0.884469915342835,0.9999676149678289,TAG,91715.947021484375,77973.02572631836,71646.42465209961,83651.20617675781,66421.26428222656,36739.90274047852
[TG(45:3)]_FA18:3,-0.08051597984467046,6.214154482878217,0.04915961773385648,0.8245321068005245,0.9999676149678289,TAG,160345.23071289062,134313.58984375,118679.44934082033,172572.67163085938,134009.4305419922,61154.24444580078
[TG(45:4)]_FA14:0,-0.19485782260320764,4.552981883484659,0.28618336400802497,0.5926767659741141,0.9999676149678289,TAG,47477.44314575195,38314.46270751953,45660.48303222656,48002.36395263672,38574.00289916992,24249.761932373047
[TG(45:4)]_FA16:0,-0.17366808334538522,4.545945428074998,0.22757282109796506,0.6333294145426791,0.9999676149678289,TAG,42781.102966308594,34046.722259521484,38874.98287963867,47814.323822021484,30958.942138671875,39191.04278564453
[TG(45:4)]_FA18:0,-0.0387649385697463,4.483924335680903,0.011415798244684083,0.9149121540330651,0.9999676149678289,TAG,48382.36331176758,39262.063049316406,38605.90267944336,45211.70358276367,37844.38284301758,22786.34161376953
[TG(45:4)]_FA18:1,-0.23111876207818302,5.484675263179655,0.40182672544142406,0.526147364625531,0.9999676149678289,TAG,57122.244384765625,35450.42251586914,58753.94393920898,43452.98358154297,40319.18298339844,160695.21231079102
[TG(45:4)]_FA18:2,-0.14306611753868362,5.494307118689978,0.15470983553359474,0.6940744991829896,0.9999676149678289,TAG,99629.36584472656,58259.1044921875,83702.44552612305,90109.08609008788,58436.66458129883,66961.52572631836
[TG(45:4)]_FA18:3,-0.12529895697047588,5.647609730546802,0.11878105300002062,0.7303603144217925,0.9999676149678289,TAG,106440.52685546876,87444.32598876953,89612.00579833984,106953.92706298828,89554.00665283203,43613.28314208984
[TG(45:4)]_FA20:4,-0.1323580868646437,6.125419042601137,0.1324993196622017,0.7158546042927243,0.9999676149678289,TAG,134039.2491455078,136111.47149658203,122789.6083984375,144092.7710571289,136645.76953125,55060.10394287109
[TG(45:5)]_FA14:0,-0.17122984758218004,4.667776740249544,0.2212693292887024,0.6380744505414898,0.9999676149678289,TAG,50645.0234375,43753.9833984375,49047.34371948242,48557.96298217773,45395.30352783203,24922.921661376957
[TG(45:5)]_FA16:0,-0.022202933926374884,4.938905651001374,0.0037482393665868585,0.9511817191587445,0.9999676149678289,TAG,69415.78485107422,54125.54376220703,54002.74395751953,62081.76452636719,52983.2633972168,27721.54211425781
[TG(45:5)]_FA16:1,-0.04432160155689639,4.675160218290522,0.014919368758228302,0.9027842884237286,0.9999676149678289,TAG,50535.84365844727,41438.36285400391,40918.90280151367,50133.92391967773,37590.502197265625,37879.4630279541
[TG(45:5)]_FA18:0,-0.13639006829273845,4.541939772705446,0.14063764457750952,0.7076479284412134,0.9999676149678289,TAG,46854.80319213867,40448.46307373047,42722.92297363281,48858.14315795898,38469.62283325195,23679.70166015625
[TG(45:5)]_FA18:1,-0.050218416660387726,4.463059810307535,0.019147625050464967,0.8899440985118768,0.9999676149678289,TAG,48281.423400878906,38297.00286865234,34925.162536621094,43297.74337768555,42698.70278930664,21671.42153930664
[TG(45:5)]_FA18:2,-0.19366675841361447,5.682978190451481,0.282728263134004,0.5949185668325617,0.9999676149678289,TAG,62457.123931884766,42834.282775878906,67529.5647277832,48510.58337402344,42523.62292480469,187914.2703552246
[TG(45:5)]_FA18:3,-0.2529961748703587,5.666221345971979,0.48097699967001967,0.4879801089125111,0.9999676149678289,TAG,89096.74670410156,70065.54507446289,88294.22674560547,94304.0068359375,72797.62512207031,88870.58674621582
[TG(45:5)]_FA20:4,-0.0290180090138812,5.121171176351351,0.006400457767256285,0.9362349805222926,0.9999676149678289,TAG,76182.18566894531,59558.58392333984,56437.02395629883,68610.96484375,61810.04470825195,37508.68273925781
[TG(45:5)]_FA22:5,-0.5782908679898031,7.122576957380334,2.463912309554871,0.11648831544172346,0.9999676149678289,TAG,249350.19854736328,223370.0587158203,217628.07543945312,612855.352355957,177074.93237304688,51619.96340942383
[TG(46:0)]_FA14:0,-0.11470501842250228,6.682976389625336,0.09960458330715483,0.7523046664590274,0.9999676149678289,TAG,223500.91748046875,166219.95141601562,158248.2520751953,262434.5383300781,157429.35034179688,107006.84753417967
[TG(46:0)]_FA16:0,-0.0692764329292943,7.781460949326928,0.03641498295110068,0.8486610543315527,0.9999676149678289,TAG,497066.71728515625,372000.1450195313,346804.94580078125,594299.9599609375,312884.48095703125,200909.2126464844
[TG(46:0)]_FA18:0,-0.06304681436092774,6.157377707679021,0.03016744694832596,0.862110837112634,0.9999676149678289,TAG,157077.87060546875,119098.64807128906,104515.1884765625,170913.55126953125,118900.32800292967,74839.04504394531
[TG(46:1)]_FA14:0,-0.20826223000123742,5.972024467474171,0.3267379835007205,0.5675862242745647,0.9999676149678289,TAG,132746.5701904297,101707.1473388672,103832.54748535156,166659.1708984375,100629.94689941406,55370.08392333984
[TG(46:1)]_FA16:0,-0.1419042035284124,6.606775445654656,0.1522306692595521,0.6964127005352043,0.9999676149678289,TAG,223454.1571044922,148354.7110595703,156634.65063476562,258680.41760253903,144484.89025878906,94347.30627441406
[TG(46:1)]_FA16:1,-0.11267788826613774,7.875329597444245,0.0961287162717781,0.7565257376804343,0.9999676149678289,TAG,546855.4997558594,388862.2495117188,351540.14111328125,669906.9833984375,370648.5048828125,178526.59326171875
[TG(46:1)]_FA18:0,-0.1321361383568861,5.601724791170616,0.1320502540643247,0.7163156652870373,0.9999676149678289,TAG,98116.50744628906,79848.32568359375,77009.26513671875,103338.56799316406,84553.00616455078,57026.864685058594
[TG(46:1)]_FA18:1,-0.1208372727197718,6.18999663883926,0.11050198354291751,0.7395733569214877,0.9999676149678289,TAG,154792.88940429688,122992.2293701172,110594.88793945312,173014.19262695312,128964.5281982422,72230.30517578125
[TG(46:2)]_FA14:0,-0.04759148845402477,5.708284052940993,0.01720209383006477,0.8956513065417426,0.9999676149678289,TAG,125710.44946289062,85084.62536621094,88462.6459350586,121852.2289428711,84225.60540771484,45592.503173828125
[TG(46:2)]_FA16:0,0.027671573059024686,5.793456034387307,0.005835925953761034,0.9391062536505032,0.9999676149678289,TAG,144298.84963989258,63219.80462646485,98239.34686279295,104116.986328125,65479.624755859375,87895.6064453125
[TG(46:2)]_FA16:1,-0.19652959433709816,6.674881780446905,0.29115606490449863,0.589480647463214,0.9999676149678289,TAG,239186.49609375,149134.28955078125,159953.4521484375,275962.4383544922,169480.5303955078,88298.826904296875
[TG(46:2)]_FA18:0,-0.10835323818109098,4.962358536507071,0.08889351985033045,0.7655885567988473,0.9999676149678289,TAG,72221.14489746094,46075.803619384766,46045.70349121094,72792.16473388672,53717.223571777344,34152.662200927734
[TG(46:2)]_FA18:1,-0.12155893258882941,5.714413172451217,0.1118173782309384,0.7380844877587412,0.9999676149678289,TAG,108389.78747558594,88062.94641113281,83972.306396484375,118648.228515625,88603.72607421875,56740.00402832031
[TG(46:2)]_FA18:2,-0.04040557630492459,6.476419878907702,0.012404422095642076,0.9113188717853087,0.9999676149678289,TAG,199055.57543945312,150116.81030273438,134786.59008789062,206976.17541503903,147650.68969726562,91476.46630859376
[TG(46:3)]_FA14:0,-0.01923473028282904,4.825685279216399,0.0028134092192431126,0.9576987781968762,0.9999676149678289,TAG,66092.84503173828,49818.102935791016,48190.2029876709,57348.40463256836,52527.56448364258,23569.641662597656
[TG(46:3)]_FA16:0,-0.10377226826826814,4.721470793543644,0.08154774592003378,0.7752108083111812,0.9999676149678289,TAG,53563.0030670166,32806.86198425293,44896.64364624024,44399.543518066406,33940.10232543945,50590.92315673828
[TG(46:3)]_FA16:1,0.042525154075795206,5.837298011953588,0.013791955809210776,0.906512055227612,0.9999676149678289,TAG,148850.9891357422,68201.9853515625,91482.26614379884,111655.84844970705,75868.2255859375,87453.08645629883
[TG(46:3)]_FA18:0,-0.13021050049145633,4.753278573470117,0.1282212827100011,0.7202834495944258,0.9999676149678289,TAG,49588.68359375,35137.56216430664,45837.1028137207,41658.42282104492,35879.362731933594,54855.98419189453
[TG(46:3)]_FA18:1,-0.030246129453654125,4.9445534786809375,0.006953098310077621,0.933545224123533,0.9999676149678289,TAG,72556.0251159668,46536.38317871094,43747.90335083008,70910.20574951172,50206.88360595703,36208.3224029541
[TG(46:3)]_FA18:2,-0.07082681277357249,6.153259706881786,0.038057640061424536,0.8453274428874469,0.9999676149678289,TAG,150015.33142089844,117916.1083984375,110443.56689453124,150137.8507080078,121282.4481201172,83974.86608886719
[TG(46:3)]_FA18:3,-0.15833966111730746,7.193164755886707,0.18937886492858524,0.6634340863255374,0.9999676149678289,TAG,304439.0021972656,240106.91528320312,222711.45556640625,370248.2661132813,240677.3771972656,150336.63134765625
[TG(46:4)]_FA14:0,-0.08635682339886297,5.744932687124979,0.056532822131430294,0.812062343652168,0.9999676149678289,TAG,129087.60833740234,95984.6671142578,89278.44625854492,137411.66986083984,98760.2471923828,26334.401763916016
[TG(46:4)]_FA16:0,-0.11886787603757991,4.456907533098686,0.1069162366209184,0.743682646458591,0.9999676149678289,TAG,43398.64297485352,38634.5224609375,38134.28283691406,47742.5032043457,35511.54243469238,23549.921585083008
[TG(46:4)]_FA16:1,-0.12243284423985631,4.791990465958549,0.11340950254272286,0.7362953608126619,0.9999676149678289,TAG,58986.10394287109,35607.982666015625,46148.50277709961,51042.38360595703,39970.64291381836,46061.403259277344
[TG(46:4)]_FA18:0,-0.06819620921303565,4.962678880445901,0.03528365861598104,0.8510025102931347,0.9999676149678289,TAG,65994.84475708008,59445.88400268555,54607.78332519531,58897.684661865234,63888.5446472168,23455.681671142574
[TG(46:4)]_FA18:1,-0.13017514078864115,4.729239653020412,0.12815293952917273,0.7203548741588062,0.9999676149678289,TAG,50625.8432006836,36274.782318115234,44195.96347045898,44724.68310546875,38185.52279663086,48290.3430480957
[TG(46:4)]_FA18:2,0.07173131399569291,4.977329299135758,0.03928900523305856,0.8428772092094432,0.9999676149678289,TAG,79204.74548339844,48537.662994384766,46313.22341918945,67368.38485717773,50021.92370605469,36456.08303833008
[TG(46:4)]_FA18:3,-0.16779258372122458,6.498277476509269,0.2125541227239864,0.6447728320225383,0.9999676149678289,TAG,175357.09204101562,148477.56982421875,137277.58984375,202927.27465820312,156865.55078125,109052.1884765625
[TG(46:4)]_FA20:4,-0.11422442738473057,6.4542246117771365,0.09877251397756481,0.7533076673383169,0.9999676149678289,TAG,169210.91174316406,145771.69067382812,130669.78845214844,192317.31372070312,143477.59033203125,115508.98828125
[TG(46:5)]_FA14:0,-0.11303750518957208,4.52058752045432,0.0967136799410504,0.7558095684896695,0.9999676149678289,TAG,45632.28323364258,37062.082611083984,38355.26284790039,43895.74313354492,38432.16253662109,30267.742095947266
[TG(46:5)]_FA16:0,-0.18054288700726448,5.1560333935416836,0.24589269080752274,0.6199821251573275,0.9999676149678289,TAG,57088.24411010742,77216.82577514648,87525.64608764648,63809.24526977539,55507.864196777344,26592.601684570312
[TG(46:5)]_FA16:1,-0.20873795182911645,4.543925462133155,0.32816123192614555,0.5667438325665757,0.9999676149678289,TAG,47491.743255615234,36830.86260986328,36755.68258666992,50454.58346557617,44765.60321044922,25023.12158203125
[TG(46:5)]_FA18:0,-0.1306217983038693,5.108639783368515,0.1290442998597427,0.7194250066124634,0.9999676149678289,TAG,69933.32479858398,62200.50408935547,67961.24530029297,70907.10498046875,56756.623931884766,30836.42227172852
[TG(46:5)]_FA18:1,-0.12067713045494632,4.9140142764050525,0.11019660133401032,0.7399204189406874,0.9999676149678289,TAG,62477.86437988281,57667.40350341797,54165.28329467773,59569.38439941406,62844.30418395996,20021.681350708008
[TG(46:5)]_FA18:2,-0.13738954199355552,5.013188576667928,0.14270288626630645,0.7056086268233265,0.9999676149678289,TAG,57760.92416381836,39125.50286865234,58815.04376220703,45356.32321166992,36551.38250732422,72666.74557495117
[TG(46:5)]_FA18:3,-0.03831532050459773,5.363888930983956,0.011154202730494944,0.9158890457085223,0.9999676149678289,TAG,91496.74670410156,60328.84448242188,61602.504455566406,86435.14611816406,62476.48422241211,58477.58435058594
[TG(46:5)]_FA20:4,-0.020787419941322206,6.519843969256024,0.0032862300668057287,0.9542857887642535,0.9999676149678289,TAG,180265.99182128903,165883.8330078125,152357.91015625,185938.2520751953,140436.2099609375,114478.82788085938
[TG(46:5)]_FA22:5,-0.6283346023789296,9.2707571576935,2.899152499205229,0.08862613777686414,0.9999676149678289,TAG,793609.6333618164,1286781.0409545898,1688081.7332763672,1764416.5603027344,1032423.0044555664,48261.743408203125
[TG(46:6)]_FA14:0,-0.02612348863134817,4.6439673364852645,0.005187579539608578,0.9425821288809298,0.9999676149678289,TAG,57203.96408081055,41269.44296264648,38778.40283203125,51989.943908691406,44565.46350097656,26215.441955566406
[TG(46:6)]_FA16:0,-0.1478242848214101,5.225286215377532,0.16512762169838874,0.6844788539954175,0.9999676149678289,TAG,74379.4653930664,62847.124267578125,59258.02423095703,90942.306884765625,58477.32409667969,41872.12301635742
[TG(46:6)]_FA16:1,-0.21263524418956653,4.755415444916519,0.3404745203865787,0.559555447756404,0.9999676149678289,TAG,55424.16394042969,44655.38317871094,42366.06286621094,66761.90481567383,49436.52362060547,24438.561477661133
[TG(46:6)]_FA18:0,-0.20771969271355048,5.6609731000775145,0.3250377942342766,0.5685957282470575,0.9999676149678289,TAG,100654.68713378906,83093.98645019531,82757.146240234375,129375.93017578124,79263.08581542969,52181.22375488281
[TG(46:6)]_FA18:1,-0.2079612635633834,5.1684280770137265,0.3257728500434496,0.5681588531667089,0.9999676149678289,TAG,72492.82434082031,60685.72442626953,66139.16522216797,77329.3857421875,64691.064208984375,32727.76232910156
[TG(46:6)]_FA18:2,0.008720361058357263,4.998863229636942,5.79033192479983e-4,0.9808022699181629,0.9999676149678289,TAG,67944.66497802734,62500.64416503906,55313.403381347656,57055.12356567383,62427.98391723633,27439.662078857426
[TG(46:6)]_FA18:3,-0.19318512873502827,5.429419517972604,0.2813392999853477,0.5958247328390119,0.9999676149678289,TAG,70818.284912109375,48814.04348754883,72919.265380859375,59626.60424804688,48594.14349365234,107343.30657958984
[TG(46:6)]_FA20:4,-0.14834522830301958,5.950010358146958,0.16630266496554214,0.6834188707427048,0.9999676149678289,TAG,126038.88717651369,118766.84759521484,112962.2878112793,151769.27166748047,107198.78833007812,38512.80276489258
[TG(46:6)]_FA22:5,-0.5935521154851033,13.693030307269101,2.5931558843123907,0.10732629564052874,0.9999676149678289,TAG,16586394.428405762,29109821.80078125,37429927.81323242,34968473.287231445,23504976.35809326,55422.98370361328
