,Unnamed: 0,Class,Lipid,OzESI_Intensity,Parent_Ion,Product_Ion,Retention_Time,Sample_ID,Transition,Unnamed: 0.1,n-7,n-9,n-10,n-12,db_pos
5,65697,TAG,[TG(50:3)]_FA18:1,543.0,846.8,547.5,17.33,11282023_DOD94_F3_WT_cereb_O3on_01,846.8 -> 547.5,65697,764.8,736.8,722.8,694.8,
715,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
716,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
717,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
718,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
719,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
720,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
721,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
722,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
723,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
724,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
725,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
726,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
727,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
728,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
729,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
730,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
731,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
732,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
733,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
734,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
735,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
736,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
737,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
738,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
739,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
740,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
741,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
742,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
743,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
744,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
745,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
746,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
747,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
748,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
749,12206,,[TG(50:3)]_FA18:1,833.0,736.7,547.5,17.09,11282023_DOD94_F3_WT_cereb_O3on_01,736.7 -> 547.5,12206,654.7,626.7,612.7,584.7,n-9
