#"+ESI Neutral Loss:2 (rt: 13.057-13.370 min, 10 scans) Frag=166.0V CID@22.0 -[271.2] LD_NL-MUFA_FAD173-5XFAD-M1-liverLD_100x.d "
#Point,X(Thomsons),Y(Counts)
72,707.2,83.1300048828125
73,707.3,51.8220024108887
74,707.4,33.7140007019043
75,707.5,25.0040016174316
76,707.6,30.1080017089844
77,707.7,43.8300018310547
78,707.8,129.64599609375
79,707.9,408.606018066406
80,708.0,695.10400390625
81,708.1,775.412109375
82,708.2,552.255981445313
83,708.3,277.690032958984
84,708.4,309.074035644531
85,708.5,622.748046875
86,708.6,977.252075195313
87,708.7,935.914184570313
88,708.8,526.506103515625
89,708.9,326.340026855469
90,709.0,667.314086914063
91,709.1,1470.42211914063
92,709.2,1947.09436035156
93,709.3,1503.28405761719
94,709.4,777.47607421875
95,709.5,859.584106445313
96,709.6,1886.94995117188
97,709.7,2595.93212890625
98,709.8,2087.671875
99,709.9,1572.98217773438
100,710.0,2438.00805664063
101,710.1,4025.30029296875
102,710.2,4637.04248046875
103,710.3,4496.68017578125
104,710.4,4845.91845703125
105,710.5,5555.9521484375
106,710.6,5160.7822265625
107,710.7,3377.583984375
108,710.8,1760.73608398438
109,710.9,1034.23413085938
110,711.0,779.420043945313
111,711.1,852.85009765625
112,711.2,1330.76208496094
113,711.3,2762.240234375
114,711.4,3902.751953125
115,711.5,4217.09423828125
116,711.6,3942.22412109375
117,711.7,4265.92431640625
118,711.8,4823.3447265625
119,711.9,4801.0302734375
120,712.0,4186.45849609375
121,712.1,4256.47802734375
122,712.2,5999.3447265625
123,712.3,8203.5869140625
124,712.4,8558.279296875
125,712.5,6461.4521484375
126,712.6,3843.21801757813
127,712.7,2275.69995117188
128,712.8,1991.46813964844
129,712.9,1867.9140625
130,713.0,2068.39624023438
131,713.1,2473.93823242188
132,713.2,2625.1142578125
133,713.3,2619.21630859375
134,713.4,2473.68872070313
135,713.5,1863.63610839844
136,713.6,1061.29797363281
137,713.7,920.146118164063
138,713.8,1388.13220214844
139,713.9,1901.02807617188
140,714.0,1646.61791992188
141,714.1,765.316040039063
142,714.2,148.636016845703
143,714.3,265.230041503906
144,714.4,991.522094726563
145,714.5,1538.02416992188
146,714.6,1589.75610351563
147,714.7,1158.51196289063
148,714.8,618.473999023438
149,714.9,200.918014526367
150,715.0,48.8360061645508
151,715.1,31.476001739502
152,715.2,28.2060031890869
153,715.3,34.3840026855469
154,715.4,43.5420074462891
155,715.5,74.3520126342773
156,715.6,111.766006469727
157,715.7,120.008010864258
158,715.8,92.7400054931641
159,715.9,61.9240036010742
160,716.0,71.8160018920898
161,716.1,114.714012145996
162,716.2,134.152008056641
163,716.3,104.422012329102
164,716.4,55.2000045776367
165,716.5,31.0000038146973
166,716.6,39.4000053405762
167,716.7,67.6880035400391
168,716.8,107.020004272461
169,716.9,139.318008422852
170,717.0,140.798004150391
171,717.1,120.260009765625
172,717.2,72.4100036621094
173,717.3,168.018020629883
174,717.4,453.490051269531
175,717.5,817.326049804688
176,717.6,985.116027832031
177,717.7,803.822082519531
178,717.8,558.044067382813
179,717.9,520.279968261719
180,718.0,1002.59997558594
181,718.1,1585.01000976563
182,718.2,1836.25415039063
183,718.3,1764.59606933594
184,718.4,1723.27612304688
185,718.5,1749.23022460938
186,718.6,1415.47399902344
187,718.7,836.982055664063
188,718.8,367.064056396484
189,718.9,223.710006713867
190,719.0,160.450012207031
191,719.1,78.0180053710938
192,719.2,183.172027587891
193,719.3,394.514038085938
194,719.4,484.812072753906
195,719.5,354.152038574219
196,719.6,129.131988525391
197,719.7,35.7660026550293
198,719.8,41.3320007324219
199,719.9,127.356002807617
200,720.0,185.282012939453
201,720.1,173.308029174805
202,720.2,154.796020507813
203,720.3,413.890045166016
204,720.4,877.678039550781
205,720.5,1344.77404785156
206,720.6,1659.19604492188
207,720.7,1479.52416992188
208,720.8,995.626098632813
209,720.9,430.370025634766
210,721.0,143.494018554688
211,721.1,108.714012145996
212,721.2,216.499969482422
213,721.3,448.694030761719
214,721.4,546.728088378906
215,721.5,384.766021728516
216,721.6,124.948013305664
217,721.7,24.0080013275146
218,721.8,49.7900009155273
219,721.9,95.1660003662109
220,722.0,197.288009643555
221,722.1,375.468048095703
222,722.2,467.966064453125
223,722.3,444.843994140625
224,722.4,343.252014160156
225,722.5,241.420013427734
226,722.6,130.470001220703
227,722.7,41.164005279541
228,722.8,83.0760040283203
229,722.9,377.518005371094
230,723.0,779.616027832031
231,723.1,870.225952148438
232,723.2,580.612060546875
233,723.3,212.674026489258
234,723.4,235.472015380859
235,723.5,701.244018554688
236,723.6,948.448059082031
237,723.7,898.022155761719
238,723.8,835.092102050781
239,723.9,966.988098144531
240,724.0,992.990051269531
241,724.1,720.432006835938
242,724.2,471.236022949219
243,724.3,305.492004394531
244,724.4,285.910003662109
245,724.5,385.377990722656
246,724.6,431.850006103516
247,724.7,459.472076416016
248,724.8,468.994079589844
249,724.9,362.658020019531
250,725.0,144.896011352539
251,725.1,29.0860023498535
252,725.2,16.2300033569336
253,725.3,282.424041748047
254,725.4,888.31005859375
255,725.5,1376.994140625
256,725.6,1485.66809082031
257,725.7,1677.35021972656
258,725.8,2345.19409179688
259,725.9,3201.16821289063
260,726.0,3596.96020507813
261,726.1,3224.63598632813
262,726.2,2771.39208984375
263,726.3,2925.77807617188
264,726.4,3650.8984375
265,726.5,4256.0322265625
266,726.6,3917.14208984375
267,726.7,2682.28857421875
268,726.8,1228.41198730469
269,726.9,821.366027832031
270,727.0,1349.52209472656
271,727.1,1683.56616210938
272,727.2,1562.26623535156
273,727.3,1265.73217773438
274,727.4,1224.86206054688
275,727.5,1048.46801757813
276,727.6,582.570007324219
277,727.7,180.320022583008
278,727.8,226.002029418945
279,727.9,542.438049316406
280,728.0,1107.26196289063
281,728.1,1501.40209960938
282,728.2,1376.35412597656
283,728.3,888.006042480469
284,728.4,493.83203125
285,728.5,420.528015136719
286,728.6,624.997985839844
287,728.7,743.478088378906
288,728.8,543.962036132813
289,728.9,199.666015625
290,729.0,66.0400009155273
291,729.1,57.3800048828125
292,729.2,27.9780025482178
293,729.3,26.0780029296875
294,729.4,26.4320030212402
295,729.5,192.466003417969
296,729.6,544.012084960938
297,729.7,719.524047851563
298,729.8,562.254028320313
299,729.9,614.818054199219
300,730.0,1207.81811523438
301,730.1,1764.18615722656
302,730.2,1808.26403808594
303,730.3,1811.86596679688
304,730.4,2377.93017578125
305,730.5,2998.67016601563
306,730.6,2664.1123046875
307,730.7,1349.78002929688
308,730.8,381.782043457031
309,730.9,634.222045898438
310,731.0,834.742065429688
311,731.1,615.268005371094
312,731.2,435.932037353516
313,731.3,754.756042480469
314,731.4,1238.78002929688
315,731.5,1226.32604980469
316,731.6,717.262023925781
317,731.7,255.074005126953
318,731.8,82.2500076293945
319,731.9,265.648010253906
320,732.0,643.990051269531
321,732.1,903.230102539063
322,732.2,857.504028320313
323,732.3,757.088073730469
324,732.4,815.220092773438
325,732.5,816.01806640625
326,732.6,567.722045898438
327,732.7,168.69401550293
328,732.8,20.0460014343262
329,732.9,27.7280025482178
330,733.0,216.160003662109
331,733.1,651.43798828125
332,733.2,855.4580078125
333,733.3,656.932006835938
334,733.4,288.844024658203
335,733.5,217.416015625
336,733.6,797.950073242188
337,733.7,1622.47802734375
338,733.8,2352.20825195313
339,733.9,2687.80200195313
340,734.0,2661.578125
341,734.1,2441.22607421875
342,734.2,2536.79028320313
343,734.3,3430.13427734375
344,734.4,4115.474609375
345,734.5,3758.75439453125
346,734.6,2552.2978515625
347,734.7,1348.46020507813
348,734.8,663.850036621094
349,734.9,254.376022338867
350,735.0,40.984001159668
351,735.1,95.7660064697266
352,735.2,118.96199798584
353,735.3,219.136016845703
354,735.4,1216.43823242188
355,735.5,2634.7939453125
356,735.6,3458.04638671875
357,735.7,3128.64013671875
358,735.8,2530.28442382813
359,735.9,2477.42822265625
360,736.0,1962.00231933594
361,736.1,1370.76013183594
362,736.2,1847.28198242188
363,736.3,2698.8662109375
364,736.4,2582.01611328125
365,736.5,1487.69799804688
366,736.6,430.398010253906
367,736.7,77.3700103759766
368,736.8,71.1940078735352
369,736.9,109.068008422852
370,737.0,100.78401184082
371,737.1,43.8720016479492
372,737.2,15.0120010375977
373,737.3,105.38801574707
374,737.4,496.318054199219
375,737.5,1151.1181640625
376,737.6,1880.23608398438
377,737.7,2266.92211914063
378,737.8,2539.12426757813
379,737.9,3043.6943359375
380,738.0,3991.29833984375
381,738.1,5724.26025390625
382,738.2,8532.2373046875
383,738.3,11711.912109375
384,738.4,13266.1171875
385,738.5,11741.3232421875
386,738.6,8115.0185546875
387,738.7,4645.650390625
388,738.8,2916.61206054688
389,738.9,1972.04235839844
390,739.0,1960.4482421875
391,739.1,2724.14013671875
392,739.2,3097.86596679688
393,739.3,2677.7724609375
394,739.4,2394.47607421875
395,739.5,2369.482421875
396,739.6,2175.54809570313
397,739.7,1671.39611816406
398,739.8,1339.63403320313
399,739.9,1546.09204101563
400,740.0,1555.89404296875
401,740.1,1051.22607421875
402,740.2,726.632080078125
403,740.3,1394.28198242188
404,740.4,2281.63232421875
405,740.5,2433.494140625
406,740.6,1960.75231933594
407,740.7,1260.88000488281
408,740.8,750.6640625
409,740.9,358.432006835938
410,741.0,165.146011352539
411,741.1,149.285995483398
412,741.2,101.272018432617
413,741.3,300.938018798828
414,741.4,630.468139648438
415,741.5,760.002075195313
416,741.6,759.39404296875
417,741.7,804.838012695313
418,741.8,814.536010742188
419,741.9,543.619995117188
420,742.0,172.356002807617
421,742.1,145.485992431641
422,742.2,309.039978027344
423,742.3,351.772033691406
424,742.4,442.055999755859
425,742.5,726.22802734375
426,742.6,890.312133789063
427,742.7,656.428039550781
428,742.8,222.22802734375
429,742.9,103.096008300781
430,743.0,183.054000854492
431,743.1,199.391998291016
432,743.2,162.230010986328
433,743.3,134.288009643555
434,743.4,315.276031494141
435,743.5,610.754028320313
436,743.6,939.336059570313
437,743.7,1354.59423828125
438,743.8,1532.67407226563
439,743.9,1346.580078125
440,744.0,967.68603515625
441,744.1,749.840148925781
442,744.2,606.986022949219
443,744.3,360.350036621094
444,744.4,396.938049316406
445,744.5,1006.0400390625
446,744.6,1524.74792480469
447,744.7,1316.77600097656
448,744.8,587
449,744.9,127.383995056152
450,745.0,61.3460083007813
451,745.1,72.2440032958984
452,745.2,77.8560104370117
453,745.3,94.3620071411133
454,745.4,160.170013427734
455,745.5,240.288040161133
456,745.6,402.795989990234
457,745.7,672.9560546875
458,745.8,851.994140625
459,745.9,721.066040039063
460,746.0,674.628051757813
461,746.1,1115.45812988281
462,746.2,1536.55212402344
463,746.3,1392.64611816406
464,746.4,979.807983398438
465,746.5,1004.08801269531
466,746.6,1298.46411132813
467,746.7,1374.76818847656
468,746.8,1117.21008300781
469,746.9,660.9580078125
470,747.0,174.066009521484
471,747.1,31.6620025634766
472,747.2,170.426010131836
473,747.3,658.426025390625
474,747.4,1002.17199707031
475,747.5,871.804077148438
476,747.6,712.128051757813
477,747.7,1162.833984375
478,747.8,2108.90600585938
479,747.9,2868.42016601563
480,748.0,3282.01440429688
481,748.1,3614.39794921875
482,748.2,3905.16650390625
483,748.3,3712.63208007813
484,748.4,2993.87036132813
485,748.5,2154.35986328125
486,748.6,1414.99597167969
487,748.7,813.06201171875
488,748.8,303.116027832031
489,748.9,195.640014648438
490,749.0,433.658020019531
491,749.1,740.740051269531
492,749.2,867.024047851563
493,749.3,679.594116210938
494,749.4,433.304046630859
495,749.5,490.8759765625
496,749.6,775.984069824219
497,749.7,783.696044921875
498,749.8,647.038024902344
499,749.9,764.264038085938
500,750.0,1024.17810058594
501,750.1,1064.16809082031
502,750.2,940.078002929688
503,750.3,795.464050292969
504,750.4,643.176086425781
505,750.5,405.894012451172
506,750.6,196.988006591797
507,750.7,102.940002441406
508,750.8,49.8560028076172
509,750.9,25.8220024108887
510,751.0,27.112003326416
511,751.1,86.7400054931641
512,751.2,220.128021240234
513,751.3,314.222045898438
514,751.4,423.610046386719
515,751.5,623.440063476563
516,751.6,1358.57604980469
517,751.7,3679.14794921875
518,751.8,6109.2783203125
519,751.9,7482.81884765625
520,752.0,7848.0087890625
521,752.1,8118.3583984375
522,752.2,8886.076171875
523,752.3,9976.5625
524,752.4,10557.099609375
525,752.5,9740.4853515625
526,752.6,7418.53515625
527,752.7,5280.39453125
528,752.8,4511.1943359375
529,752.9,4449.1982421875
530,753.0,4079.89013671875
531,753.1,3403.35034179688
532,753.2,2794.01611328125
533,753.3,2457.93798828125
534,753.4,2094.01611328125
535,753.5,2085.72802734375
536,753.6,2460.35205078125
537,753.7,2986.5458984375
538,753.8,3447.62377929688
539,753.9,3751.70458984375
540,754.0,3950.36987304688
541,754.1,4460.2685546875
542,754.2,5676.732421875
543,754.3,7015.75634765625
544,754.4,7171.6611328125
545,754.5,5785.06396484375
546,754.6,3978.43041992188
547,754.7,2912.7021484375
548,754.8,2436.05810546875
549,754.9,1959.9921875
550,755.0,1644.3662109375
551,755.1,1686.46801757813
552,755.2,2481.81005859375
553,755.3,3813.32177734375
554,755.4,5051.15234375
555,755.5,5575.4306640625
556,755.6,5055.4560546875
557,755.7,3706.62426757813
558,755.8,2320.51025390625
559,755.9,1329.89807128906
560,756.0,772.816040039063
561,756.1,983.668090820313
562,756.2,1630.24206542969
563,756.3,1905.48999023438
564,756.4,1552.95007324219
565,756.5,1209.26818847656
566,756.6,1305.18811035156
567,756.7,1172.82006835938
568,756.8,563.760070800781
569,756.9,85.9080123901367
570,757.0,24.4500026702881
571,757.1,24.5020027160645
572,757.2,137.38200378418
573,757.3,396.694030761719
574,757.4,524.970031738281
575,757.5,391.060028076172
576,757.6,141.952011108398
577,757.7,36.536003112793
578,757.8,65.5420074462891
579,757.9,96.588005065918
580,758.0,82.1640014648438
581,758.1,33.4780006408691
582,758.2,34.6780014038086
583,758.3,109.346008300781
584,758.4,272.868011474609
585,758.5,356.118041992188
586,758.6,275.195983886719
587,758.7,115.85400390625
588,758.8,41.1639976501465
589,758.9,35.0940017700195
590,759.0,84.9400024414063
591,759.1,203.954010009766
592,759.2,263.678009033203
593,759.3,220.380004882813
594,759.4,131.482009887695
595,759.5,86.0619964599609
596,759.6,76.9980010986328
597,759.7,96.8600082397461
598,759.8,201.330017089844
599,759.9,330.022033691406
600,760.0,385.611999511719
601,760.1,408.328033447266
602,760.2,521.948059082031
603,760.3,671.361938476563
604,760.4,683.794067382813
605,760.5,616.378051757813
606,760.6,669.366088867188
607,760.7,740.390014648438
608,760.8,547.178100585938
609,760.9,189.050003051758
610,761.0,87.6380004882813
611,761.1,170.628005981445
612,761.2,206.296020507813
613,761.3,156.224014282227
614,761.4,71.7300033569336
615,761.5,22.0160026550293
616,761.6,47.2680053710938
617,761.7,156.886016845703
618,761.8,417.294036865234
619,761.9,671.402038574219
620,762.0,819.51806640625
621,762.1,1127.85217285156
622,762.2,1792.75415039063
623,762.3,2455.67626953125
624,762.4,2317.81811523438
625,762.5,1400.95617675781
626,762.6,638.014038085938
627,762.7,236.318023681641
628,762.8,76.6739959716797
629,762.9,19.1360015869141
630,763.0,20.2660026550293
631,763.1,354.294006347656
632,763.2,1068.4560546875
633,763.3,1442.1259765625
634,763.4,1286.23413085938
635,763.5,1343.42211914063
636,763.6,2325.82202148438
637,763.7,4481.0986328125
638,763.8,6827.47900390625
639,763.9,8907.068359375
640,764.0,11119.046875
641,764.1,13108.5908203125
642,764.2,13936.7705078125
643,764.3,13682.9404296875
644,764.4,13266.634765625
645,764.5,12581.330078125
646,764.6,10401.447265625
647,764.7,6580.9501953125
648,764.8,2805.47412109375
649,764.9,703.844055175781
650,765.0,427.210052490234
651,765.1,1353.22399902344
652,765.2,3100.10205078125
653,765.3,4264.54638671875
654,765.4,4255.26025390625
655,765.5,5398.65380859375
656,765.6,9692.494140625
657,765.7,16371.2060546875
658,765.8,23874.421875
659,765.9,32995.09765625
660,766.0,43440.3203125
661,766.1,50225.7109375
662,766.2,49491.62109375
663,766.3,45988.3671875
664,766.4,47975.03125
665,766.5,56017.23828125
666,766.6,62139.8828125
667,766.7,58863.69921875
668,766.8,45782.96875
669,766.9,28777.244140625
670,767.0,15202.146484375
671,767.1,9189.0625
672,767.2,10094.572265625
673,767.3,13904.927734375
674,767.4,17988.474609375
675,767.5,20741.8046875
676,767.6,21241.03515625
677,767.7,18316.224609375
678,767.8,11885.96875
679,767.9,4776.57421875
680,768.0,859.116027832031
681,768.1,518.296020507813
682,768.2,1880.740234375
683,768.3,4064.916015625
684,768.4,5448.888671875
685,768.5,5178.970703125
686,768.6,3594.34228515625
687,768.7,1994.59997558594
688,768.8,1274.40209960938
689,768.9,1070.41198730469
690,769.0,665.986022949219
691,769.1,211.084030151367
692,769.2,44.4640007019043
693,769.3,34.1700019836426
694,769.4,392.97802734375
695,769.5,1660.11596679688
696,769.6,2722.1181640625
697,769.7,2552.34814453125
698,769.8,1322.29418945313
699,769.9,173.376007080078
700,770.0,42.1340026855469
701,770.1,45.3240051269531
702,770.2,52.1460037231445
703,770.3,74.9600067138672
704,770.4,61.6480026245117
705,770.5,44.6460075378418
706,770.6,36.3140029907227
707,770.7,37.2040023803711
708,770.8,36.6300010681152
709,770.9,536.911987304688
710,771.0,1463.06420898438
711,771.1,1888.96813964844
712,771.2,1370.06213378906
713,771.3,457.932037353516
714,771.4,79.6340026855469
715,771.5,62.9660110473633
716,771.6,43.3040008544922
717,771.7,39.4780006408691
718,771.8,38.7420043945313
719,771.9,29.2840023040771
720,772.0,30.8179988861084
721,772.1,31.7180023193359
722,772.2,219.055999755859
723,772.3,684.012084960938
724,772.4,975.94189453125
725,772.5,797.190063476563
726,772.6,336.884002685547
727,772.7,47.8400039672852
728,772.8,27.8520011901855
729,772.9,42.9460029602051
730,773.0,81.1560134887695
731,773.1,92.4960098266602
732,773.2,70.5620040893555
733,773.3,45.5040016174316
734,773.4,20.5480003356934
735,773.5,237.980026245117
736,773.6,634.472045898438
737,773.7,940.052062988281
738,773.8,1289.73608398438
739,773.9,1858.05603027344
740,774.0,2815.29833984375
741,774.1,3460.64404296875
742,774.2,3327.080078125
743,774.3,2673.15014648438
744,774.4,1985.7421875
745,774.5,1367.36608886719
746,774.6,660.390014648438
747,774.7,401.204040527344
748,774.8,1078.93811035156
749,774.9,1734.00024414063
750,775.0,1754.22814941406
751,775.1,1165.09606933594
752,775.2,499.084075927734
753,775.3,61.1140022277832
754,775.4,90.0200042724609
755,775.5,632.898071289063
756,775.6,1472.25207519531
757,775.7,2106.57641601563
758,775.8,1905.6181640625
759,775.9,1127.77014160156
760,776.0,569.528015136719
761,776.1,619.784057617188
762,776.2,858.364074707031
763,776.3,912.028137207031
764,776.4,932.85205078125
765,776.5,1100.13598632813
766,776.6,1281.10009765625
767,776.7,1107.67004394531
768,776.8,663.504028320313
769,776.9,173.294006347656
770,777.0,16.5380020141602
771,777.1,20.3800010681152
772,777.2,74.3320007324219
773,777.3,178.308013916016
774,777.4,209.1240234375
775,777.5,378.201995849609
776,777.6,1435.94018554688
777,777.7,2804.19213867188
778,777.8,3643.92236328125
779,777.9,4153.38037109375
780,778.0,5420.1943359375
781,778.1,7924.46484375
782,778.2,10191.9892578125
783,778.3,9933.234375
784,778.4,7418.88671875
785,778.5,4984.77294921875
786,778.6,4087.08056640625
787,778.7,3352.11645507813
788,778.8,2207.57421875
789,778.9,1529.40808105469
790,779.0,1929.31811523438
791,779.1,3178.4482421875
792,779.2,3268.64013671875
793,779.3,1922.67810058594
794,779.4,535.507995605469
795,779.5,1444.71801757813
796,779.6,7119.47265625
797,779.7,14167.888671875
798,779.8,19220.23828125
799,779.9,23692.408203125
800,780.0,31333.724609375
801,780.1,41295.40625
802,780.2,47705.3359375
803,780.3,47343.671875
804,780.4,43626.4140625
805,780.5,40790.7265625
806,780.6,38142.671875
807,780.7,33057.98828125
808,780.8,26180.916015625
809,780.9,20205.77734375
810,781.0,16248.0341796875
811,781.1,13868.1484375
812,781.2,13692.076171875
813,781.3,15331.1357421875
814,781.4,17341.28515625
815,781.5,18793.25390625
816,781.6,19334.818359375
817,781.7,17903.53125
818,781.8,13705.751953125
819,781.9,8207.6806640625
820,782.0,4222.4638671875
821,782.1,2789.13818359375
822,782.2,2504.68212890625
823,782.3,2688.25415039063
824,782.4,2843.35034179688
825,782.5,3166.92822265625
826,782.6,3426.76489257813
827,782.7,3157.95849609375
828,782.8,2212.89404296875
829,782.9,1191.1640625
830,783.0,363.558013916016
831,783.1,137.268020629883
832,783.2,53.6980056762695
833,783.3,195.503997802734
834,783.4,568.8740234375
835,783.5,775.516052246094
836,783.6,656.324035644531
837,783.7,337.0400390625
838,783.8,180.606002807617
839,783.9,310.176025390625
840,784.0,403.814025878906
841,784.1,304.900024414063
842,784.2,115.462013244629
843,784.3,26.2100028991699
844,784.4,125.222007751465
845,784.5,323.778045654297
846,784.6,757.598022460938
847,784.7,1529.85217285156
848,784.8,1916.81018066406
849,784.9,1498.47619628906
850,785.0,631.838073730469
851,785.1,72.8240051269531
852,785.2,24.7360000610352
853,785.3,63.6600036621094
854,785.4,88.1640090942383
855,785.5,73.5340118408203
856,785.6,52.9660034179688
857,785.7,59.6140022277832
858,785.8,88.8619995117188
859,785.9,105.875999450684
860,786.0,89.8100128173828
861,786.1,66.0780029296875
862,786.2,61.2580070495605
863,786.3,63.528003692627
864,786.4,58.4120063781738
865,786.5,69.8299942016602
866,786.6,107.587997436523
867,786.7,119.994003295898
868,786.8,97.6840057373047
869,786.9,50.068000793457
870,787.0,266.899993896484
871,787.1,885.841979980469
872,787.2,1306.76403808594
873,787.3,1092.06018066406
874,787.4,680.686096191406
875,787.5,757.714111328125
876,787.6,948.324096679688
877,787.7,702.388061523438
878,787.8,258.524047851563
879,787.9,94.9660034179688
880,788.0,235.987991333008
881,788.1,376.272033691406
882,788.2,441.18603515625
883,788.3,524.840026855469
884,788.4,680.650024414063
885,788.5,736.476013183594
886,788.6,598.066101074219
887,788.7,372.216033935547
888,788.8,198.160018920898
889,788.9,74.6920013427734
890,789.0,41.6140060424805
891,789.1,81.4039993286133
892,789.2,146.524017333984
893,789.3,307.148010253906
894,789.4,448.208068847656
895,789.5,492.386047363281
896,789.6,576.618041992188
897,789.7,819.153991699219
898,789.8,1108.99401855469
899,789.9,1498.45397949219
900,790.0,1931.92419433594
901,790.1,1999.76013183594
902,790.2,1418.60815429688
903,790.3,497.366058349609
904,790.4,317.534027099609
905,790.5,775.934020996094
906,790.6,1745.03002929688
907,790.7,3264.12646484375
908,790.8,3777.86059570313
909,790.9,2771.35595703125
910,791.0,1180.80615234375
911,791.1,50.1660041809082
912,791.2,10.1420001983643
913,791.3,48.536003112793
914,791.4,618.93408203125
915,791.5,2899.37426757813
916,791.6,6344.7138671875
917,791.7,9593.955078125
918,791.8,12634.3232421875
919,791.9,17749.87890625
920,792.0,25236.00390625
921,792.1,31463.54296875
922,792.2,33513.86328125
923,792.3,32900.8984375
924,792.4,32237.71484375
925,792.5,31021.244140625
926,792.6,27349.103515625
927,792.7,21700.28515625
928,792.8,16568.115234375
929,792.9,13378.7158203125
930,793.0,11572.103515625
931,793.1,10317.0087890625
932,793.2,9909.7783203125
933,793.3,9886.712890625
934,793.4,10261.6982421875
935,793.5,10963.962890625
936,793.6,12927.416015625
937,793.7,16777.888671875
938,793.8,21345.18359375
939,793.9,24564.6953125
940,794.0,25754.234375
941,794.1,25536.037109375
942,794.2,25547.5234375
943,794.3,26116.26953125
944,794.4,26084.53515625
945,794.5,25564.458984375
946,794.6,25763.8125
947,794.7,25883.67578125
948,794.8,22966.05078125
949,794.9,15901.6328125
950,795.0,8917.478515625
951,795.1,6437.6025390625
952,795.2,8415.2587890625
953,795.3,11327.3623046875
954,795.4,11903.94140625
955,795.5,10695.8994140625
956,795.6,9615.3544921875
957,795.7,8685.0869140625
958,795.8,6644.56787109375
959,795.9,3809.84838867188
960,796.0,1762.03833007813
961,796.1,1054.39807128906
962,796.2,1612.39208984375
963,796.3,2271.72607421875
964,796.4,3014.09619140625
965,796.5,3830.45239257813
966,796.6,3848.396484375
967,796.7,2674.51025390625
968,796.8,979.51806640625
969,796.9,139.048004150391
970,797.0,63.1640090942383
971,797.1,563.712036132813
972,797.2,873.902038574219
973,797.3,918.234069824219
974,797.4,948.924133300781
975,797.5,1066.38598632813
976,797.6,1345.19018554688
977,797.7,1836.81604003906
978,797.8,1940.58813476563
979,797.9,1325.18603515625
980,798.0,468.384094238281
981,798.1,82.8339996337891
982,798.2,112.147994995117
983,798.3,108.912002563477
984,798.4,58.2020072937012
985,798.5,24.9940013885498
986,798.6,42.8020095825195
987,798.7,162.729995727539
988,798.8,298.340057373047
989,798.9,329.08203125
990,799.0,228.866058349609
991,799.1,96.4560089111328
992,799.2,33.1940040588379
993,799.3,31.2480049133301
994,799.4,47.9340019226074
995,799.5,103.210006713867
996,799.6,176.298004150391
997,799.7,233.724029541016
998,799.8,333.902038574219
999,799.9,498.160003662109
1000,800.0,584.716003417969
1001,800.1,452.156005859375
1002,800.2,249.468017578125
1003,800.3,196.204010009766
1004,800.4,299.464019775391
1005,800.5,562.688049316406
1006,800.6,901.484008789063
1007,800.7,1490.80395507813
1008,800.8,1850.3740234375
1009,800.9,1740.66796875
1010,801.0,1184.35205078125
1011,801.1,562.324035644531
1012,801.2,355.544036865234
1013,801.3,416.224029541016
1014,801.4,681.190063476563
1015,801.5,874.429992675781
1016,801.6,1036.5400390625
1017,801.7,1119.59606933594
1018,801.8,1039.28002929688
1019,801.9,724.906066894531
1020,802.0,376.776031494141
1021,802.1,219.526000976563
