lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
FA(15:3),-0.654645591469041,4.908241324614687,4.161728037789543,0.04134720022232928,0.14202195322049058,FA,40395.242767333984,33147.76251220703,24759.28147888184,53052.06362915039,34287.20227050781,41779.98306274414,142284.43029785156
omega-linoleoyloxy-Cer(d18:0/34:0),-0.6545229706226224,2.007338257172152,4.153920689022925,0.04153823874181111,0.14202195322049058,Cer,7259.640510559082,8137.480575561523,9162.120582580566,7786.54056930542,7835.780506134033,8408.600540161133,9813.820762634276
PE(44:10),0.6908407782339568,6.346462017423879,4.181240125633849,0.04087378185969121,0.14202195322049058,PE,171923.1323852539,332317.42419433594,305949.6999511719,257714.0001220703,113188.2880859375,97269.38739013672,102233.94763183594
DG(42:3)_C18:1,-0.6537802222803455,4.111265843857066,4.150491131762848,0.0416224497203114,0.14213295793380412,DAG,36347.122631073,39345.96283340454,36586.70267868042,34992.14232254028,36684.54249191284,37172.78243637085,36006.32258605957
CAR(6:0),-0.6533152281649984,8.243780373887246,4.146124210117705,0.04172993687409481,0.14234937240243548,CAR,659750.1077651978,662540.148525238,631077.8258399963,667030.5301513672,636977.8434486389,677512.7648277283,602169.6025390625
[TG(59:13)|TG(58:6)]_FA18:0,0.6871701186777751,7.53168375755258,4.1386295484844595,0.04191509040665554,0.142663626494943,TAG,467883.4514160156,720712.17822265625,942656.453125,534045.03564453125,243298.056640625,284670.1809082031,95682.386962890625
CAR(5:0),-0.6526057183415894,9.838538930996926,4.137031187237881,0.04195468904360115,0.142663626494943,CAR,1948138.7857055664,1949749.258693695,1960291.0150604248,1998952.542640686,1917030.2900390625,2023406.5439453125,1862701.5966796875
DG(33:5)_C18:1,-0.6527712130410008,6.581225310419702,4.138884353552726,0.041908781363268525,0.142663626494943,DAG,214450.43504333496,196901.4539527893,200185.53327560425,199827.8752746582,199865.5146560669,207190.7554664612,202510.99340820312
[TG(62:8)|TG(61:1)]_FA14:0,-0.6522999578148491,4.372735373275083,4.131919184665095,0.04208160062373935,0.14277776178503798,TAG,46594.80346679688,63491.66424560547,54452.68389892578,47866.5637512207,34221.78283691406,72123.9245300293,16025.281311035156
DG(28:2)_C18:2,-0.652181705102386,4.64820010749386,4.13033594214221,0.04212098829233225,0.14277776178503798,DAG,51712.08387756348,46826.60324478149,51892.46363449097,51707.90363311768,47205.54336166382,54225.82363128662,60896.28402709961
DG(42:4)_C18:1,-0.6521870170932551,4.752328223028132,4.1305336513894915,0.04211606759510695,0.14277776178503798,DAG,56590.864349365234,55236.48394393921,58026.8635597229,55509.08387756348,56407.2039642334,56599.30376815796,59354.62457275391
Cer(d18:2/23:0),-0.6514778878524589,3.966858672279722,4.120562618623694,0.04236498698741529,0.14345415845581233,Cer,30690.282245635983,31373.68225860596,31437.722034454346,35886.88261413574,32020.642280578613,32825.34239196777,35503.162536621094
[TG(52:6)]_FA20:4,0.6848842539923907,7.6639485036097135,4.112061311585421,0.042578437098116706,0.14381898655402917,TAG,408324.2707519531,1064850.6079101562,781812.87060546875,667540.6457519531,276010.0400390625,301073.10009765625,111193.94787597656
PC(44:2),0.6849439129094307,6.526288000894279,4.112588261312341,0.04256517367675777,0.14381898655402917,PC,213393.59329223636,578076.3035430908,392133.02264404297,175189.75091552734,157137.15008544922,110433.62744140624,35209.3625793457
SM(d16:1/24:0),-0.6507003923138108,5.353475509161138,4.110949713611944,0.04260643047587601,0.14381898655402917,SM,41344.24279785156,39263.00285720825,41501.96284866333,39268.90293884277,42053.06271362305,38785.76266860962,228127.1362915039
[TG(48:6)]_FA16:1,-0.6504085293380654,4.987280529633026,4.107977118591862,0.042681384452055084,0.1439214499757385,TAG,74126.36511230469,81523.08587646484,77548.56561279297,87047.58557128906,68313.62469482422,92025.92681884766,28042.322052001957
[TG(58:12)|TG(57:5)]_FA18:0,0.6841584291654328,6.766798401530447,4.103498025380759,0.042794586722651067,0.1440022224754901,TAG,407360.9644775391,388476.6431274414,339434.9885864258,339529.74795532227,150895.5303955078,141699.11029052734,108736.48699951172
DG(36:7)|DG(35:0)_C16:1,-0.6500790300861985,10.850727987250693,4.10429851572917,0.042774332401555835,0.1440022224754901,DAG,152685.56927490234,518621.48693466187,322797.7469177246,88452.60580444336,522152.48933029175,13621.901008605955,15056646.359405518
DG(40:3)_C18:1,-0.6498241136009311,3.999189099053824,4.099400854010952,0.04289841298278087,0.14405117450097177,DAG,33993.042419433594,35036.382541656494,33617.22245788574,33537.76231002808,33859.00234222412,34278.22244262695,33459.64236450195
DG(44:4)_C18:1,-0.6498072700285376,4.419046127339952,4.099622570420252,0.0428927877023276,0.14405117450097177,DAG,45438.18312454224,44661.34327316284,47739.16339492798,40276.28284835816,42931.32307815552,46230.72339630127,47810.92339706421
DG(33:4)_C18:2,-0.6494003886543149,5.034904435324633,4.094850237315768,0.04301404053547918,0.14413946916717685,DAG,63352.72441482544,63495.86442947388,65359.8051071167,68566.74520492554,66815.90474319458,63685.38479232788,82581.466064453125
DG(34:1)_C18:0,-0.6494373111663533,5.139090286708645,4.09530671501625,0.04300242702471067,0.14413946916717685,DAG,61943.10409164429,64897.76447677612,66636.78481674194,62778.46420288086,65463.00450897217,62738.94449234009,107205.48748779295
DG(35:6)_C18:0,-0.6489771974964921,3.8218990010400753,4.088163572920962,0.04318453836300677,0.14456069014255482,DAG,27714.421882629395,29217.94212341309,30413.84224700928,26063.88192749023,28879.822025299072,27834.461853027344,34969.36227416992
Cer(d18:1/33:0),-0.6488238571399799,2.5675266184988192,4.082976164064334,0.0433172974333632,0.14485483815281144,Cer,10692.7607421875,11909.420837402344,11354.480892181396,12346.24089050293,11063.140811920166,12087.440929412842,15613.561149597168
Cer(d16:1/17:0),-0.648205120357846,3.973715520048105,4.0785428628275895,0.04343109717763692,0.14493500578307586,Cer,34269.12244796753,31040.902389526367,30938.80218887329,32845.502140045166,31667.962142944336,32895.742458343506,36450.52267456055
PS(P-40:0),0.6820482904436282,6.515472120219133,4.079005643181517,0.043419203242350234,0.14493500578307586,PS,224537.45385742188,523629.4747314453,305470.28283691406,210045.6345214844,144941.67065429688,104444.38789367676,81851.465576171875
[TG(59:13)|TG(58:6)]_FA22:5,0.6816501966645349,8.323190391095691,4.074644088879722,0.04353143588638251,0.14499038099973843,TAG,1289385.453918457,748036.9141845703,1472752.1646728516,1234491.275390625,295835.2790527344,652587.2843017578,77172.36541748047
DG(40:5)_C18:1,-0.6478978389805408,3.7832804688756965,4.074406759552971,0.0435375516543993,0.14499038099973843,DAG,29880.601860046387,28905.562034606937,30900.122093200684,27260.241771698,28771.40198898315,29697.402378082275,29045.50202178955
[TG(53:6)]_FA14:0,0.6814483856863346,5.5279026275016285,4.0717470037020576,0.04360615308640078,0.14506912990702608,TAG,175690.37463378906,176002.6287841797,127619.32940673828,156025.4711303711,62342.86492919922,63853.28393554688,40315.22271728516
DG(35:6)_C18:1,-0.6474620700601178,4.158880113590524,4.069311200394623,0.04366907801490858,0.14512885144604531,DAG,38610.50271606445,37086.04273223877,39189.00284194946,35616.16235733032,36438.34271240234,38786.64264297485,38631.74266052246
DG(36:6)_C18:2,-0.6467956471109703,3.905939817254949,4.0604154321422925,0.043899698190252835,0.14574519141969744,DAG,28292.76219177246,32439.522331237797,30375.922386169437,31696.822273254395,28613.142181396484,32686.942321777344,35194.90222930908
[TG(55:8)|TG(54:1)]_FA16:0,0.6795845552276086,5.79131361753403,4.050356620061052,0.044162014649011,0.14616494489472664,TAG,177512.29333496094,180265.7126464844,193200.3521728516,234691.23779296875,74648.505126953125,81950.32556152344,34390.22247314453
DG(32:3)_C18:2,-0.6460470824141517,6.979023067750339,4.052544026361829,0.04410483084501492,0.14616494489472664,DAG,185022.113155365,170120.39182662964,178491.57076644895,172533.31107330322,178924.73147201538,173723.25164031982,545395.2413330078
omega-linoleoyloxy-Cer(d18:0/31:0),-0.6465120969512889,2.0228614064225385,4.05108697768847,0.044142912757773226,0.14616494489472664,Cer,7942.880462646484,7911.880535125732,8469.18063735962,7988.02059173584,8545.240634918213,7592.220607757568,10269.740734100342
CE(18:1),-0.6454388733176348,6.979408364284593,4.04479754889303,0.044307692918424596,0.1463469038359838,CE,183393.0930480957,185177.5731506348,179756.55293655396,184836.57362747192,182170.4724884033,183604.2731628418,525504.0968017578
DG(dO-38:9)|DG(35:2)_C18:1,-0.6455596480425312,4.684849254524935,4.045508867150545,0.04428902427847612,0.1463469038359838,DAG,56487.20420837402,52974.143436431885,52861.4838256836,51448.1236114502,52746.82372283936,53942.52373504639,57985.12417602539
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,-0.6446780990245874,4.81942876114898,4.034382623249371,0.04458198455944755,0.14680210629932372,DAG,60303.324310302734,57026.384338378906,57812.78427505493,60188.96376037598,59512.20413970947,57880.80365371704,63167.164642333984
[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,-0.6446780990245874,4.81942876114898,4.034382623249371,0.04458198455944755,0.14680210629932372,TAG,106079.12713623048,111824.40795898438,108535.6079711914,135603.78839111328,86181.38555908203,96121.9672241211,37488.22271728516
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,-0.6449427457296116,3.789429277217965,4.036629099894299,0.044522669624675396,0.14680210629932372,DAG,29460.86213684082,26912.82192993164,30201.222164154053,27626.18200302124,28119.162021636963,28887.34217453003,31685.402374267574
[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,-0.6449427457296116,3.789429277217965,4.036629099894299,0.044522669624675396,0.14680210629932372,TAG,57869.64358520508,65975.14468383789,65373.40447998047,59704.8044128418,38036.12265014648,47270.32318115234,23553.10162353516
PE(40:3),0.6782102213962216,6.598086720980681,4.034734644497804,0.04457268445868298,0.14680210629932372,PE,212537.87573242188,417149.50646972656,456555.29455566406,233034.99682617188,140538.1697998047,121822.087890625,93184.80627441406
DG(36:4)|DG(O-37:4)_C18:0,-0.6436508260363217,3.804967700507658,4.020183371165558,0.04495882508722534,0.14789207803922136,DAG,27851.561820983887,28245.84202575684,30023.602088928223,27662.121940612797,27782.82191467285,28932.602005004883,33375.92207336426
[TG(57:9)|TG(56:2)]_FA18:1,0.6766276096400516,6.657384851701871,4.016570248701555,0.04505524973926517,0.14805834104746302,TAG,341248.14434814453,333286.8820800781,394893.7442626953,396288.3464355469,134860.1102294922,157992.74938964844,43103.04278564453
DG(34:4)|DG(dO-36:4)_C18:2,-0.6421250765133799,6.933978479868093,4.002439440690068,0.045434460190585835,0.14884974927413247,DAG,115092.34873199464,109289.10734176636,114823.60787200928,108504.28799819946,109035.28771591188,113926.06843948364,709841.7547607422
DG(38:5)_C16:0,0.6754648752888638,5.886387674111397,4.002999632916726,0.045419363211194975,0.14884974927413247,DAG,236466.51693725583,198451.6749267578,173213.39151000977,198913.6751403809,122455.3692779541,38571.94290924072,54797.063903808594
SM(d18:2/15:0),-0.6423354542225663,5.3677283295722065,4.004260134989977,0.04538541245139083,0.14884974927413247,SM,43949.923248291016,45020.94348144531,43187.04275512695,44756.12335205078,43480.80310058594,44585.18328857422,220162.15649414065
CAR(10:3)_QUAL,-0.6417247270710572,8.263046917523097,3.997822462518343,0.045559087593735025,0.14910666903142283,CAR,647800.7481269836,666427.1296043396,641976.5270996094,678101.4078559875,647108.7614135742,663728.0073547363,633677.98193359375
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:0,-0.6415826305305036,3.736484253501049,3.993834896139561,0.04566701494281332,0.14930846729529745,DAG,27678.92195892334,24745.761798858643,30934.56217956543,25024.881881713867,27652.621913909912,26345.041778564453,31889.96241760254
DG(42:6)_C18:2,-0.6411576154306976,4.744303292473114,3.9893721509915854,0.04578812296555876,0.14955290770228555,DAG,47971.32344818115,44767.22303390503,48211.40316772461,40865.70269012451,46487.50357437134,43988.86322021485,91836.86674499512
[TG(54:12)|TG(53:5)]_FA18:0,-0.6407051656685648,4.955731173472813,3.984206232606084,0.045928736103838165,0.1498604968726853,TAG,69596.42486572266,85574.8052368164,82238.28573608398,72510.1654663086,80043.70526123047,73916.265380859375,30899.78234863281
CE(17:0),-0.640184786262491,7.07062041324863,3.978114177352381,0.046095143031372535,0.15025154198205976,CE,200712.8336791992,198325.39394378665,207838.91492080688,197015.35388565063,202724.47535324097,197002.6145133972,543111.2984619141
SM(d18:1/26:1(17Z)),-0.6398176840286961,8.153256725204402,3.9732575484040353,0.046228258928642,0.1505333920915517,SM,127196.96937942503,111143.56796264648,119566.9490737915,112779.02848434448,118272.72902297974,115825.20834732056,2088754.373046875
"Cer(d14:2(4E,6E)/16:0)",-0.6400575901050672,2.592681564174823,3.9715375554807792,0.04627549950932942,0.1505353194723851,Cer,11321.26067352295,11514.200801849363,10662.360801696776,13160.741027832031,11204.700759887695,11989.680801391602,16321.661117553713
1-O-pentacosanoyl-Cer(d18:1/16:0),-0.6400308441542444,2.1595823299706716,3.9691154927397747,0.04634210912636551,0.15060018746302264,Cer,9095.020606994629,7373.140491485596,8424.600608825684,8506.620639801025,8803.960636138916,7818.5405769348145,12938.94090270996
SM(d16:1/18:0),-0.6388944724501715,5.436344103072338,3.960106607568946,0.04659075261756335,0.15125589406124437,SM,29962.80206298828,31988.84226989746,29360.84197998047,30495.142196655277,29521.46221923828,30947.862075805664,279586.8795776367
DG(34:1)_C18:1,-0.6386041896961132,5.4133308799662085,3.957739606214716,0.046656314415068983,0.15131650916324385,DAG,88357.48596572876,86128.54608917236,81080.06600952148,84533.50579071045,85539.18603515625,83321.02564620972,107462.4071044922
[TG(52:7)|TG(51:0)]_FA16:1,-0.6384214070112953,5.949609120642916,3.955773431012858,0.04671084797954879,0.15134127151606822,TAG,139827.6703491211,144262.03063964844,169368.4312133789,186452.2139892578,143141.71014404297,174984.3133544922,43612.923095703125
[TG(54:11)|TG(53:4)]_FA22:6,-0.6379981704419215,5.647896417278045,3.950348326323365,0.04686166675167536,0.15138474090962575,TAG,116552.86822509766,123707.82885742188,145483.35125732422,130886.54861450195,100421.60734558104,156299.20977783203,37512.84271240234
1-O-tricosanoyl-Cer(d18:1/16:0),-0.63828483207164,2.2304858998891137,3.947479982846403,0.046941614571503226,0.15138474090962575,Cer,7998.040481567383,8090.720592498779,8871.680603027344,10224.440731048584,9259.84059906006,8220.380592346191,13541.00082397461
Cer(d18:1/26:0),-0.6383422443123689,3.4867019098214302,3.9523783415747857,0.046805171978474946,0.15138474090962575,Cer,22249.281448364258,21697.98156738281,20970.22149658203,23237.241790771484,21254.00148010254,22522.101669311523,29251.602096557617
Cer(d18:2/32:0),-0.6378420253071077,3.9124552635016734,3.9468632152946554,0.04695882418671688,0.15138474090962575,Cer,31399.442066192627,29600.90216827393,30699.501998901367,31163.422164916992,30555.882301330566,30450.602027893063,35888.52264404297
DG(40:4)_C16:1,0.670664694285568,5.927814638693685,3.948090017961476,0.04692459935276873,0.15138474090962575,DAG,256197.61709594727,169522.15008544922,176020.79222106934,143136.69054412842,84793.20590209961,64610.924449920654,103761.70715332033
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,-0.6369801315554671,6.011971720606972,3.9375528071949475,0.04721942159325445,0.15161897858848966,TAG,178887.19116210938,183000.7315673828,181618.6123046875,209671.8935546875,160660.85095214844,155187.95141601562,95813.34716796876
[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,-0.6369801315554671,6.011971720606972,3.9375528071949475,0.04721942159325445,0.15161897858848966,DAG,139680.43033981323,130041.04875946043,135699.44955825806,132807.24991226196,132920.72943115234,134176.20957183838,145012.23127746582
DG(34:3)_C18:1,-0.6373009630435357,6.461785583763422,3.9413642288732267,0.04711255637834584,0.15161897858848966,DAG,95930.50619506836,87294.24612426758,89671.30631256104,87210.5866394043,91869.36641311646,86856.76600265503,483603.3756103516
DG(38:3)_C18:2,-0.6370962520276983,5.499236254673998,3.9388009445215175,0.047184398008331734,0.15161897858848966,DAG,91028.68656158449,91626.62643432616,92227.68642044067,91819.14627075195,86233.46606826782,95705.02640533449,109760.32781982422
DG(39:7)|DG(38:0)|DG(dO-40:0)_C18:2,-0.6371948239888702,4.014449497107684,3.938831408771648,0.04718354350327609,0.15161897858848966,DAG,34022.162296295166,31416.42219543457,33776.00227355957,30994.16235733032,31472.342254638672,33161.722480773926,39789.14269256592
Cer(d18:0/21:0),-0.6369225009984258,4.9683330016950755,3.935559930300201,0.04727539992824896,0.15164782859687814,Cer,34575.242374420166,33170.462520599365,36202.96236801148,37818.78269577026,36982.622661590576,33378.38228607178,161184.93188476562
DG(40:10)|DG(39:3)_C18:2,-0.6366578421890547,4.940078889185278,3.932961796239169,0.047348484584106156,0.1517314396751843,DAG,61776.74417114258,61948.444538116455,64431.82475280762,57831.984199523926,59906.64430999756,62096.78449630737,76717.20587158203
SM(d18:0/24:0),-0.6366043560639971,4.510791058270116,3.931220107101808,0.04739754443836217,0.15173797212559,SM,30403.20225906372,29869.142181396484,28342.94186019897,29741.302227020264,29821.582229614258,28862.94205474853,105951.06567382812
DG(39:4)_C16:0,0.6687043994881713,5.257263259447523,3.925501766939249,0.047558995859930286,0.15210394414271064,DAG,108161.4469909668,106886.7681274414,119811.78857421876,151924.92965698242,60228.62435913086,37513.82257461548,54527.50387573242
[TG(47:6)]_FA18:1,-0.6349281367162927,4.958905691752871,3.9114819323633583,0.047957291272293916,0.15239780821397725,TAG,80268.6861114502,87846.54527282715,78157.02532958984,74304.88528442383,61713.784912109375,96990.80764770508,23798.62149047852
DG(28:2)_C18:0,-0.6354445514843872,5.122963681079654,3.9178650957392165,0.04777551465634426,0.15239780821397725,DAG,72847.0450515747,68652.16511535645,74102.08542251587,70083.46516418457,74467.58542251587,67150.44478988647,82155.06555175781
DG(30:3)_C18:1,-0.6352861772561761,4.62324425911472,3.915529891435,0.04784193099354188,0.15239780821397725,DAG,51857.66382217407,52238.02375411987,48214.60325622559,50393.18383026123,50381.223457336426,50011.94353866577,57749.2841796875
DG(31:2)|DG(P-14:0/18:1)_C18:2,-0.6352869685044727,4.662230026927337,3.9155052975212357,0.04784263099553923,0.15239780821397725,DAG,47164.74363327026,50480.68349838257,51884.063579559326,47469.68346405029,47713.08326339722,49879.84348678589,67861.68505859375
DG(44:6)_C18:1,-0.6347713603007079,4.488715143064842,3.9089891088869995,0.04802847870433095,0.15239780821397725,DAG,47033.1033782959,46205.383392333984,50795.74320602417,44715.36304855347,45596.983390808105,47927.98335266113,49408.42366409302
LPG(17:2),-0.63500541365468,4.853522979658982,3.9122252220818154,0.047936086740426036,0.15239780821397725,PG,45731.62279891968,65243.24433135986,64245.42425537109,71934.4252319336,64114.84454345703,58214.72393798828,60700.24426269531
PC(44:3),0.6672001431647684,6.723960438179862,3.9089818421998643,0.04802868638165939,0.15239780821397725,PC,238761.6389160156,692717.4573364258,442539.106628418,192239.9961242676,186724.71463012692,125264.66983032228,34065.50262451172
PG(38:7)|PG(37:0)|PG(O-38:0),0.6676983269697386,7.068787559637013,3.914680810885329,0.04786610412491286,0.15239780821397725,PG,433268.5697021485,586010.0842285156,436481.5354003906,453739.5910644531,201307.59521484372,181098.0328369141,82049.54602050781
Cer(d15:1/16:0),-0.6345846042855922,3.427761258968067,3.905043898753675,0.048141369841825606,0.15260530498975564,Cer,20711.66142654419,18694.381340026852,22164.481693267822,22260.80139923096,21802.86159133911,19758.721378326416,28685.962020874023
[TG(54:8)|TG(53:1)]_FA20:4,0.6657437180116617,5.70116189511477,3.8922012226739753,0.04851080322954909,0.15362547794087825,TAG,101075.44653320312,267412.642578125,197986.93408203125,176710.41213989258,81398.74543762207,67292.98483276367,30783.98208618164
DG(40:10)|DG(39:3)_C18:1,-0.6331748996160462,4.013269830180021,3.8884223029538703,0.04862007680999256,0.15382057633906468,DAG,34544.82247543335,32097.08238220215,31570.38218688965,30911.122024536133,31747.02198410034,32142.142337799072,40660.7428894043
CAR(5:1),-0.6323463343454856,9.721204023053874,3.879910742267384,0.04886715525719148,0.15429971625729638,CAR,1823965.5098495483,1830863.4466629028,1835514.3876953125,1838699.5673294067,1772249.6962890625,1851849.365478516,1686422.3232421875
DG(28:2)_C18:1,-0.6324451915937068,6.499046546728237,3.880849372852026,0.04883984323739029,0.15429971625729638,DAG,178844.15320587158,187879.77396392825,185678.3924255371,182282.73286437988,181638.9930419922,181571.1524620056,219368.2958984375
FA(14:1),-0.6319331306401818,6.181867700624908,3.8741964390237627,0.049033776822665354,0.15467305330537195,FA,99321.76708984376,79433.84576416016,89721.7066040039,138378.7296142578,94595.487060546875,106942.0675048828,314367.603515625
PI(32:1)|PI(O-33:1)|PI(P-33:0),0.6639687565997908,8.267090145962161,3.8725719582453166,0.049081253977285674,0.15467305330537195,PI,1217713.8190917969,943635.44873046875,932311.00634765625,1248237.9243164062,414648.1728515625,460604.3305664063,199953.154296875
[TG(54:9)|TG(53:2)]_FA18:0,0.6636083228805552,6.224224817124654,3.8682226591772633,0.049208605931346586,0.1547006375558022,TAG,162455.5728149414,353922.5290527344,266987.7201538086,274877.1583251953,113750.5089111328,98510.587890625,48886.80364990234
DG(42:8)|DG(41:1)_C18:0,-0.6315806883117617,5.070259399004895,3.8695353062303184,0.04917013354921602,0.1547006375558022,DAG,71057.24482345581,73099.24536895752,71808.04507446289,64780.14436340332,68540.924659729,70155.10520553589,75599.96533203125
DG(42:8)|DG(41:1)_C18:1,-0.6313705495455278,6.08986223432462,3.867362776772552,0.04923382546321936,0.1547006375558022,DAG,149510.31093597412,146823.0901222229,148406.03108596802,141235.24962234497,145961.65050506592,143585.30993652344,140359.35009765625
Cer(d18:0/24:0),-0.6312251932639366,5.3580790925788815,3.865192277793028,0.049297544863270426,0.15475017244530512,Cer,78241.06517028809,80732.28576660156,78222.44567871094,75196.94541931152,80157.6254272461,74123.305934906,115357.70776367188
DG(36:5)_C18:2,-0.6309832673487625,5.084478824883919,3.8620927018200746,0.04938869024177226,0.1548856204180749,DAG,71760.3250617981,68415.40481567383,68859.7248878479,71665.20495986938,69786.18492126465,68909.3650932312,78404.32556152344
[TG(57:12)|TG(56:5)]_FA16:1,0.6628514230072302,6.085378130823682,3.8596344452289486,0.049461103689342215,0.15496211806359933,TAG,243247.2755126953,206193.69482421875,262747.6788330078,216106.17443847656,76552.525634765625,110824.64697265624,60011.24449920654
SM(d18:2/21:0),-0.6306705862519192,5.1848594883994865,3.857380438066684,0.049527599070660386,0.15501994393891472,SM,38128.8825378418,34951.68245315552,37152.78268051148,33009.12229537964,36227.62261581421,34541.70222854614,203882.7945556641
DG(44:5)_C16:0,0.6613618566324506,5.703820834176594,3.842705487355488,0.0499628396701068,0.15623070117774673,DAG,189547.05277633667,181147.1542892456,156834.892288208,155537.7312927246,89784.6662902832,47804.68348693848,63433.664154052734
[TG(62:12)|TG(61:5)]_FA22:6,0.661157628727509,7.489127670859944,3.840765765500691,0.050020671045995654,0.1562601214573359,TAG,424538.3096923828,455689.91271972656,625015.1412353516,346523.86267089844,177780.25427246094,196089.7142944336,500200.0968322754
CE(14:1),-0.628948289564956,6.516184770813457,3.837290784711513,0.05012445196562563,0.1563579695482347,CE,169920.09197235107,165459.99153137207,172219.63164520264,164208.97136306763,171071.3720588684,160378.71139526367,276747.3796386719
FA(22:4),-0.6289449876606803,4.761469967385836,3.836473296603345,0.05014889943675951,0.1563579695482347,FA,57531.02429199219,51153.18395996094,48586.70373535156,53607.44354248047,48090.20349121094,55975.5237121582,73046.98486328125
DG(39:4)_C18:1,-0.6288512054457207,3.729477027731231,3.834441299524684,0.05020972212781495,0.15639649933055874,DAG,29391.221920013428,30337.92191696167,30796.74216079712,28805.402145385742,28477.90217590332,30380.58209991455,23448.26173400879
DG(30:1)_C18:1,-0.6285056910203788,4.864059989097544,3.8310718061759417,0.05031075126169176,0.15656007166970037,DAG,54246.74401473999,55909.68365478516,54882.36401367188,55249.18419647217,53827.2836265564,54789.324001312256,83178.74649047852
[TG(52:9)|TG(51:2)]_FA20:4,-0.6281422980670993,5.201635793687195,3.826988612489004,0.050433467613402665,0.15679075143395993,TAG,81806.14590454102,84616.5259399414,91422.786376953125,103020.60647583008,81076.58544921875,96971.04724121094,42306.14288330078
[TG(51:8)|TG(50:1)]_FA18:1,0.6597620471758291,9.787889702599307,3.8252581340784673,0.05048557084444079,0.15680167191050087,TAG,3793613.21875,2529250.083984375,3036404.078125,3459540.669921875,1211310.7373046875,1383106.650390625,358201.666015625
Cer(d18:0/32:0),-0.6277183756118255,3.560140695081487,3.8196457294109507,0.050654947433318886,0.15687477482468334,Cer,22826.641647338867,20060.901279449463,22175.70143127441,21389.281394958496,22609.881462097168,20031.18146514893,35743.24252319336
Cer(d18:1/28:0),-0.6278290459011947,3.0668154228406936,3.8202964587315478,0.05063527834534137,0.15687477482468334,Cer,17810.301300048828,17153.28123474121,16063.501041412354,17524.70118713379,16671.301147460938,17116.481063842773,20015.42143249512
DG(34:5)_C18:0,-0.6279086791354181,3.6601212060295745,3.8224859006248897,0.05056915904834546,0.15687477482468334,DAG,25212.16188430786,26699.64185333252,27022.641925811768,26060.261684417725,28246.64194869995,23491.92148590088,29006.86210632324
Cer(d18:2/15:0),-0.6272328179032388,3.238026146326585,3.8132852938905444,0.050847625202579814,0.15697180406554972,Cer,18023.201122283936,19654.66143798828,18533.261352539062,20469.681411743164,19047.941455841064,18718.28148651123,22950.80187988281
DG(33:4)_C18:0,-0.6271514633560169,6.4423788840454055,3.8150422443968637,0.050794324269690536,0.15697180406554972,DAG,179270.07190322876,173101.15240478516,185453.59252166748,173395.9126548767,180354.653339386,170158.57264328003,207783.83520507807
DG(44:7)|DG(43:0)_C18:1,-0.6269449740034445,5.474819218625522,3.8121910529737875,0.05088085127132476,0.15697180406554972,DAG,91147.26634216309,98012.50681304932,98083.24660491943,89609.0463180542,92753.08674621582,92821.8862800598,96493.9673614502
PG(41:7)|PG(P-42:6)|PG(40:0)|PG(O-41:0),0.6586944494996058,8.894249418945002,3.8132490722891816,0.05084872468590375,0.15697180406554972,PG,1456213.767578125,1677718.72265625,1793038.196044922,1532545.3576660156,603162.623046875,701919.5869140625,449957.37145996094
DG(29:1)_C18:1,-0.626342239119248,4.481729892281297,3.804082179936472,0.05112778957593016,0.15755132465983285,DAG,45201.0631980896,46376.50324630737,45159.60327911377,47528.04358291626,44632.78316497803,46091.90353775024,52314.58364868164
DG(35:4)|DG(O-36:4)|DG(dO-37:4)_C18:2,-0.6262578193748598,4.274358089499195,3.8028199207535636,0.05116634280864729,0.15755132465983285,DAG,39962.48249053955,39314.86262130737,38825.50269317627,39294.8228225708,38534.98268890381,38964.74279403687,46965.44367980957
DG(32:5)_C18:1,-0.6260907827956677,4.8820958487638615,3.8009601419603882,0.051223202130807076,0.15757604697437028,DAG,47782.903202056885,46860.64332199097,43492.62317657471,43900.702854156494,43448.74313735962,46146.423095703125,115489.04736328124
LPG(18:3),-0.627435932335192,-0.03903046377018708,3.790742364443304,0.05153678628415355,0.15838972317996525,PG,2006.9401359558103,2206.340156555176,2038.5401306152344,2136.280139923096,2090.100154876709,2040.780128479004,2005.480136871338
Cer(d18:2/27:0),-0.6248485550858012,4.031189851515577,3.785281012318137,0.05170522756574683,0.15875620300158425,Cer,38640.102630615234,34329.52233886719,33609.10205078125,36398.92272949219,38087.46257019043,32256.44221496582,32103.202209472656
Cer(d18:0/16:0),-0.6244780527352404,5.223237025568643,3.7816102318543017,0.05181877048529912,0.15880263281677137,Cer,78953.02548217773,75252.78522109985,78735.70473480225,79401.46519088745,79478.40533447266,74172.90507507324,84237.666015625
