Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PE (40:2),PE,66278.86462402344,100745.24603271484,84027.40576171875,121731.02685546875,100530.12719726562,112945.96856689453,115456.06689453125,35060.76248168945,91887.56744384766,104153.06732177734,124172.42895507812,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:3),PE,68065.74530029297,154299.9907836914,72431.52478027344,81602.70568847656,65584.76483154297,112210.18756103516,92162.10552978516,43123.06266784668,73483.8051147461,74864.06579589844,64576.34442138672,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:4),PE,94385.52587890625,760687.1936035156,111653.58801269531,130021.98754882812,125022.1078491211,221170.7969970703,198964.59356689453,47655.763671875,222646.49810791016,220669.2905883789,70988.00439453125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:5),PE,115063.2691040039,1518788.2669677734,146776.56866455078,209642.67919921875,183642.33361816406,231337.7371826172,213024.81323242188,35289.64235687256,239750.2362060547,248301.68072509766,68147.14532470703,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:7),PE,114347.46765136719,1141078.9094238281,135378.4296875,175334.63116455078,159175.81201171875,197652.41479492188,175214.7928466797,51138.66367340088,183730.5733642578,185141.65380859375,76985.52502441406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:8),PE,77524.4252319336,125990.22821044922,75727.18548583984,77279.38543701172,67052.24383544922,98407.86682128906,87020.32666015625,43035.003479003906,69709.86474609375,70444.12469482422,73820.48571777344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (40:9),PE,64628.94396972656,94415.88604736328,66534.1449584961,70276.0054321289,62449.64440917969,79086.34606933594,74423.66540527344,41173.20315551758,64811.3447265625,57283.28399658203,68818.30487060547,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:0),PE,44321.82342529297,56612.504455566406,51743.04333496094,52183.443603515625,44644.00305175781,66080.86535644531,59434.92462158203,29048.88208770752,45102.64303588867,46999.22348022461,80385.34509277344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:1),PE,53383.22375488281,62868.10418701172,56858.36358642578,85506.8671875,69612.60543823242,71771.68475341797,75580.82604980469,30013.60231781006,74227.6849975586,51678.72393798828,44949.74362182617,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:10),PE,70530.24487304688,117572.5482788086,74253.46478271484,90432.52618408203,78209.22549438477,97350.00671386719,102713.34716796875,31958.662170410156,83381.54541015625,71539.98553466797,88553.50668334961,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:11),PE,241893.3168334961,320758.8933105469,272442.42028808594,242331.01403808594,302422.82427978516,261159.31939697266,322813.0189819336,36101.68260192871,255497.31665039062,287462.3624267578,567797.3109130859,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:2),PE,66606.80499267578,72604.36431884766,78762.64501953125,119731.3677368164,85278.84655761719,93406.8060913086,106673.62817382812,34152.78252410889,102453.62579345703,62101.70376586914,54594.463134765625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:2)_2,PE,63531.66455078125,72113.70513916016,69506.58502197266,116158.88647460938,79856.20602416992,90418.56652832031,99823.04724121094,34159.762798309326,93389.54559326172,61070.22528076172,50915.143798828125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:3),PE,78398.38586425781,81672.20513916016,77437.74536132812,65811.62506103516,67467.12536621094,114661.88806152344,92248.96618652344,38203.14283370972,65528.50469970703,70925.62475585938,82177.765625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:4),PE,43840.023345947266,62459.76416015625,45165.30340576172,49106.86413574219,39917.10272216797,61351.56427001953,54260.003967285156,31433.162269592285,41475.04263305664,42793.28298950195,47901.96307373047,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:5),PE,42238.60317993164,67804.8046875,46638.623596191406,51075.36376953125,45371.323486328125,64100.84454345703,54428.823181152344,33997.26235961914,44696.863372802734,45748.54348754883,48342.28338623047,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:6),PE,48343.90301513672,89591.28601074219,49622.84341430664,54145.303955078125,44544.02291870117,66062.68426513672,60284.364196777344,31401.742126464844,45832.723236083984,50801.80337524414,51214.32336425781,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:7),PE,51893.983642578125,127887.36779785156,54899.90362548828,62052.72442626953,55402.38400268555,67824.44525146484,65919.06469726562,36794.062561035156,56035.14343261719,54087.56414794922,62931.244384765625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (42:9),PE,69626.24530029297,105516.72705078125,75325.34484863281,118275.947265625,87573.56628417969,96084.7260131836,91534.48724365234,34528.04281616211,96460.76690673828,69067.34558105469,60611.303955078125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:0),PE,35058.622482299805,37639.10301589966,32281.662399291992,36182.142669677734,30311.742233276367,53505.183502197266,43218.403747558594,23450.14172744751,33127.402282714844,31173.482299804688,41320.123123168945,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:1),PE,32710.542282104492,39979.08292388916,35628.58254623413,35529.14239501953,29294.46183013916,50476.34410858154,39074.68257904053,24431.86181640625,30370.182159423828,31392.42214202881,46303.14366149902,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:12),PE,45334.14288330078,170452.43188476562,53293.503845214844,54863.9841003418,53598.983947753906,66323.52410888672,53288.20373535156,28614.662071228027,45499.26318359375,43930.68313598633,52815.76443481445,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:2),PE,33953.1826171875,40525.762634277344,35054.60235595703,43865.86315917969,34761.9225769043,56689.60333251953,41544.003326416016,28594.201725006104,34562.64208984375,34012.002380371094,39921.40255737305,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:3),PE,35594.222595214844,41280.042724609375,36006.96224975586,37839.40246582031,33244.84246826172,51180.16342163086,42332.72326660156,27932.442138671875,35370.88250732422,36689.342346191406,49494.123046875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:4),PE,35575.742279052734,44858.843505859375,33047.14260864258,36964.12252807617,32567.962188720703,50140.943298339844,40639.22268676758,28269.581775665283,29963.881927490234,33438.522216796875,39237.183044433594,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:5),PE,43379.703552246094,47722.003356933594,39737.64270019531,41022.6628112793,39512.642578125,53839.04364013672,48734.98321533203,26877.541900634766,35554.302825927734,36290.162689208984,42072.36312866211,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:6),PE,46836.86349487305,51200.203033447266,44584.203033447266,40201.70260620117,36031.00262451172,55680.90414428711,46228.063415527344,27094.461906433105,35394.982482910156,38968.92283630371,50487.563568115234,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:7),PE,42221.82275390625,50834.603271484375,42044.1630859375,50776.743560791016,40375.88262939453,54146.58349609375,47192.22329711914,29279.322265625,45718.023193359375,39101.483001708984,42247.16329956055,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (44:8),PE,38304.40280151367,49112.8239440918,41201.2229309082,46285.72311401367,37925.902587890625,57767.624114990234,49946.54360961914,28761.421920776367,39683.56268310547,35632.16271972656,44680.182678222656,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (46:1),PE,37524.36264038086,34909.32211303711,32414.242553710938,30911.162170410156,26624.941917419434,42830.04309082031,32985.762268066406,20710.401405334473,26916.962005615234,27062.701858520508,32585.642639160156,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PE (52:4),PE,19069.201400756836,26650.121826171875,23546.321685791016,24739.581939697266,21553.561492919922,31303.022232055664,25348.441688537598,18264.801345825195,21123.68147277832,21115.30145263672,21515.601501464844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (18:0),PE,58259.00473022461,61541.56369018555,48301.2841835022,87235.38650512695,67998.24432373047,68434.84518432617,73352.38534545898,15873.121112823486,94478.68685913086,61698.66418457031,12523.880874633789,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (18:1),PE,89633.5266418457,72327.48443603516,12160.660861968994,279862.32400512695,148631.49182128906,88891.66566467285,142770.71334838867,5630.180393218994,245327.7536315918,74815.1655883789,2986.2802352905273,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (20:0),PE,29478.642379760742,32500.622528076172,30815.881912231445,2783.3202018737793,188155.89178466797,36508.081939697266,35661.482421875,22160.401580810547,15283.621147155762,29335.7822265625,50394.444076538086,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (28:0),PE,48371.463439941406,58265.92395019531,53387.48393249512,52840.56433105469,52067.26428222656,66828.90417480469,66795.44430541992,25904.281951904297,48961.7033996582,47881.92323303223,64770.42544555664,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (30:0),PE,258728.23880004883,205352.39477539062,299391.9656829834,1213748.0204467773,608331.2410583496,392232.96560668945,525280.4710388184,23502.061813354492,1027866.1252593994,263581.3807373047,42619.00257873535,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (32:1),PE,72962.62512207031,74894.84509277344,128986.6098022461,65969.18420410156,64135.5048828125,81184.94616699219,76362.72442626953,48284.9035949707,66968.12506103516,61535.884765625,74534.8853149414,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (32:5),PE,50194.744049072266,46124.86294555664,48099.46327209473,42425.143005371094,39448.462951660156,52302.68395996094,46034.20330810547,28231.061798095703,43061.142974853516,43602.36289978027,42055.64291381836,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:0),PE,49303.323181152344,76490.28527832031,51857.58364868164,61508.28451538086,51572.62405395508,67218.92413330078,63391.60482788086,27093.56212234497,57004.86404418945,55357.88400268555,61414.24447631836,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:1),PE,57550.344299316406,180214.29208374023,65437.044860839844,73229.0054321289,64594.14321899414,78657.66473388672,70563.58502197266,29313.401958465576,66999.5837097168,69418.00555419922,89238.78762817383,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:2),PE,71953.30606079102,212843.49102783203,84383.22570800781,99510.06637573242,97508.3265991211,93294.78701782227,84561.72573852539,31933.142013549805,97547.72811889648,76969.54638671875,64707.64520263672,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:3),PE,55282.58401489258,56634.50411987305,55188.64404296875,47300.94332885742,43527.863708496094,58090.26452636719,57702.6044921875,25005.84161376953,45347.08282470703,46661.623291015625,51130.023376464844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (34:4),PE,45902.363372802734,53227.12371826172,49387.02340698242,46795.20349121094,41090.96270751953,66599.54431152344,57064.104064941406,31786.362422943115,42283.68325805664,41446.3830871582,54821.244232177734,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:0),PE,42019.52331542969,56029.22424316406,44316.443359375,43819.60314941406,39522.24295043945,55579.62380981445,52393.543548583984,26786.701789855957,44015.74319458008,38816.042907714844,47888.66329956055,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:1),PE,63939.564880371094,188185.89334106445,74112.36511230469,77275.22518920898,69295.54571533203,78624.86639404297,68186.92483520508,27655.82179260254,61104.56430053711,61800.52429199219,46045.104095458984,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:2),PE,66436.28430175781,372612.7882080078,93111.14819335938,110745.04824829102,96484.94665527344,86115.74621582031,79278.64544677734,28715.342037200928,62982.884185791016,70934.02456665039,60238.78433227539,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:3),PE,73958.4057006836,355444.48974609375,92067.74609375,108141.18801879883,87503.5458984375,90162.94595336914,77896.52615356445,24860.44164276123,65456.62390136719,69075.72525024414,54553.723693847656,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:4),PE,59484.423767089844,123112.60919189453,69384.96466064453,55740.54397583008,55261.423736572266,90751.82592773438,81019.20614624023,25320.441844940186,63800.684967041016,65351.78482055664,58951.66506958008,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (36:5),PE,46849.123474121094,94679.78692626953,50049.983825683594,52161.163024902344,46174.74336242676,65726.00509643555,59482.58499145508,22330.481693267822,52713.86338806152,49022.363189697266,52111.863830566406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:0),PE,168150.01196289062,259868.32385253906,192607.27532958984,483311.96057128906,330781.2565307617,248295.6967163086,311507.16522216797,35859.18236923218,434109.3088378906,176599.2120361328,98827.6455078125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:1),PE,82840.64544677734,142108.53106689453,78888.90551757812,89627.46673583984,76857.80560302734,84167.84533691406,78842.14636230469,38610.84281158447,68399.52453613281,68185.32489013672,64799.56494140625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:2),PE,72569.96545410156,218705.3944091797,83318.48474121094,101493.08856201172,85834.10720825195,103986.54620361328,80958.96423339844,38215.10263824463,70190.78576660156,65491.543884277344,62723.40478515625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:3),PE,60734.46450805664,223888.29766845703,74089.00482177734,77196.9859008789,69946.80499267578,82042.2865600586,74375.80487060547,35139.6026802063,55881.184478759766,59506.10467529297,53738.78381347656,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:4),PE,74814.22509765625,251572.85284423828,88279.34564208984,92259.64654541016,76852.68505859375,130877.2294921875,117602.40686035156,33944.762268066406,105482.54672241211,100034.32611083984,57848.88397216797,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:5),PE,63721.72448730469,317891.9416503906,73673.26568603516,89653.82635498047,67733.74475097656,121092.02825927734,105389.40771484375,29663.561908721924,106895.44869995117,106535.42791748047,47719.54364013672,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (38:6),PE,62296.16436767578,420892.0932006836,72588.4253540039,85843.6252746582,72878.2057800293,135226.8091430664,116059.18835449219,29924.901988983154,126103.1506652832,130335.78955078125,48624.98318481445,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (40:0),PE,110757.32702636719,1102122.1311035156,138543.8302001953,163702.7117919922,160263.25170898438,189717.6336669922,172467.27172851562,51347.343868255615,182942.13348388672,181560.6749267578,74184.26550292969,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (40:2),PE,58632.30407714844,85187.08569335938,64676.50451660156,65797.86517333984,55556.823822021484,75470.1650390625,70881.3451538086,36153.582458496094,55774.68371582031,54995.184143066406,67354.98455810547,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (40:3),PE,65741.94567871094,98173.6869506836,70007.96466064453,111680.80676269531,89495.08508300781,98596.84716796875,91777.10650634766,33346.962268829346,89640.32452392578,63903.40478515625,62180.68426513672,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (40:4),PE,71587.60455322266,172143.6708984375,72971.56536865234,76129.68475341797,66077.70501708984,98214.52746582031,89598.7660522461,38826.08278656006,78298.72467041016,71622.3646850586,65576.48498535156,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (40:5),PE,94633.66625976562,256266.21923828125,105076.02661132812,133113.02880859375,119582.74963378906,139818.8900756836,130401.96868896484,40565.242919921875,124384.84704589844,129952.68920898438,103374.60748291016,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (40:6),PE,492855.51678466797,1070407.8138427734,607141.5827636719,1045784.4044189453,905141.4517822266,675794.8889160156,759719.2194824219,36789.18246459961,827124.1087036133,900752.5665893555,704991.9232788086,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (42:0),PE,48315.16345214844,117293.88818359375,50130.363708496094,55289.00402832031,52142.643310546875,64279.8642578125,63108.14465332031,32577.382232666016,46132.603118896484,49865.383728027344,54419.50369262695,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (42:2),PE,60586.56423950195,97621.16668701172,66411.26470947266,98470.36627197266,84865.9067993164,95726.40612792969,85301.68579101562,35548.142654418945,85502.44543457031,64363.624450683594,55708.50402832031,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
PEo (42:4),PE,152996.3904724121,207443.07788085938,174174.71676635742,168282.70806884766,197447.8748779297,173441.2123413086,194501.28955078125,34530.30256652832,162053.28964233398,195157.37670898438,324055.8346557617,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: hippoBlank1,5,5,10xBlank_01202023
