Lipid,Class,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-diencephalon10x_01202023,M1FAD173-5xFAD-Diencephalon10x_01182023,M2FAD173-5xFAD-Diencephalon10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PG (44:6),PG,45148.56329345703,33732.92266845703,35773.90287780762,33014.842376708984,41252.9033203125,40664.16311645508,34859.08248901367,32164.90200805664,32855.98263549805,29619.32179260254,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PG (44:7),PG,44898.802978515625,34147.74264526367,38421.242919921875,33340.382263183594,43665.802978515625,41975.58322143555,36995.62266540527,32634.682189941406,34361.982421875,30537.3224029541,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PG (44:8),PG,46435.10307312012,32788.08201599121,39977.22344970703,37485.542877197266,40206.22254943848,39163.66271972656,37373.22262573242,32170.701919555664,36344.56268310547,27194.722106933594,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (20:0),PG,114376.78848266602,99179.10736083984,9004.700626373291,1752.1801261901855,106353.24645996094,111833.12884521484,123521.9282836914,7293.420551300049,1648.2601051330566,129101.58911132812,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (28:0),PG,50857.203186035156,44760.9430847168,42382.58331298828,49329.743713378906,51344.883880615234,51423.883728027344,43285.282974243164,40643.56301879883,42008.8830871582,39178.362701416016,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (30:0),PG,123809.14752197266,79108.62628173828,144128.23057556152,107639.56756591797,121970.80911254883,110258.84930419922,101886.22778320312,135901.11166381836,112289.70913696289,36833.5026550293,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (30:1),PG,65055.28451538086,57333.80349731445,63989.965423583984,62933.76449584961,65734.34509277344,62013.884368896484,53894.06335449219,53240.38414001465,50412.70373535156,31758.76239013672,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (32:0),PG,59870.904205322266,48537.143615722656,51577.30422973633,47509.843505859375,52410.18362426758,67573.68389892578,52174.24380493164,42973.76338195801,70712.22467041016,42436.62286376953,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (32:1),PG,43894.94357299805,38342.92288208008,41316.342849731445,35941.222747802734,43399.40313720703,44685.443450927734,43116.12322998047,31902.102264404297,31763.241943359375,36412.56280517578,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (34:0),PG,167314.27221679688,113057.68807983398,140704.85055541992,103531.3472290039,147962.90979003906,144800.19140625,137951.48767089844,127518.47024536133,108975.42572021484,83248.26483154297,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (34:2),PG,63146.04479980469,57613.323486328125,54465.34353637695,55877.66387939453,57677.22416687012,62742.48425292969,62336.42428588867,48829.98388671875,45797.00338745117,43904.3034362793,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (34:3),PG,60478.383850097656,46906.86361694336,48718.64352416992,50387.72393798828,53470.9235534668,55239.32369995117,48015.223693847656,42450.76290893555,42789.183044433594,42189.14324951172,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (34:4),PG,61385.484436035156,51455.54376220703,45702.043365478516,47100.963287353516,57459.58367919922,55837.5837097168,52802.26397705078,44142.38342285156,47042.123138427734,38706.40280151367,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (36:0),PG,67894.82437133789,56470.32360839844,65157.86471557617,57598.74435424805,63029.284240722656,66638.3044128418,74250.78521728516,57272.52355957031,57981.7038269043,34644.582427978516,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (36:1),PG,230704.61492919922,150245.22924804688,307595.07818603516,218115.9921875,212902.25555419922,228189.5577392578,267436.33978271484,283170.20001220703,209126.19213867188,53039.72396850586,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (36:2),PG,67103.50463867188,55921.523834228516,56361.884857177734,54165.263732910156,59199.32434082031,65004.32421875,61816.52429199219,48079.2633972168,47908.923278808594,42934.363037109375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (36:4),PG,62151.44415283203,49680.02340698242,51396.08380126953,52823.943908691406,57019.96417236328,61228.124603271484,54145.663482666016,44735.542877197266,44089.00305175781,36157.40249633789,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (36:5),PG,59320.704345703125,46413.14306640625,52142.023681640625,48857.323822021484,54220.224029541016,58850.42404174805,53354.26318359375,42615.76316833496,42119.902770996094,40131.24282836914,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (38:0),PG,155034.89208984375,120346.66806030273,239445.99801635742,123637.14877319336,162514.95251464844,148778.8544921875,217882.8976135254,242934.30303955078,134640.6496887207,38564.10284423828,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (38:1),PG,69299.40502929688,70490.60546875,69651.22485351562,64217.26419067383,70282.40417480469,88166.9465637207,112122.6078491211,67446.6044921875,58819.804931640625,41037.882232666016,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (38:2),PG,81405.80499267578,71116.94439697266,96534.12768554688,66282.70516967773,81415.66632080078,93094.1068725586,123847.58911132812,85559.98693847656,65325.624755859375,44233.76318359375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (38:3),PG,102999.38684082031,77985.62548828125,106422.64846801758,71745.64501953125,100311.42752075195,91012.02655029297,125071.16854858398,91530.44647216797,65831.74401855469,43287.62268066406,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (38:4),PG,83205.18591308594,75568.14498901367,68758.68542480469,68570.02490234375,80301.1851196289,85623.70581054688,82073.98608398438,66444.8850402832,60345.164611816406,49617.463287353516,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (38:6),PG,62539.08416748047,52358.62384033203,60699.52423095703,60136.244049072266,64729.784423828125,65833.02439880371,61032.90444946289,50604.5837097168,56200.48391723633,40650.76266479492,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (40:0),PG,102478.54705810547,71142.16455078125,85162.96621704102,72680.26531982422,101454.26635742188,127744.94946289062,128338.18969726562,78485.54486083984,76255.92431640625,47382.54318237305,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (40:1),PG,71901.48519897461,64559.40512084961,77493.76443481445,62264.8447265625,79098.52471923828,93215.3662109375,139178.4486694336,79367.60546875,69999.86489868164,42035.14306640625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (40:2),PG,69324.22463989258,60411.30471801758,87120.08511352539,54822.10385131836,66584.02459716797,66074.88467407227,92730.96719360352,57301.52362060547,52351.78341674805,47293.363342285156,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (40:4),PG,61135.78384399414,53703.48419189453,55063.844146728516,53548.64385986328,55666.54376220703,54964.463775634766,55922.2041015625,44864.68298339844,56461.584045410156,37771.54263305664,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (40:5),PG,63562.32467651367,50655.46398925781,57307.144134521484,51800.1237487793,56943.264221191406,61393.64437866211,54145.66390991211,46708.28289794922,47307.823150634766,43497.00296020508,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (40:6),PG,125998.02877807617,104974.52770996094,129591.58856201172,103898.68588256836,122254.33013916016,129706.07000732422,133155.06811523438,110165.54736328125,95192.44805908203,117214.88705444336,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (40:9),PG,269319.83880615234,101213.80633544922,612374.8541870117,217792.73303222656,218527.59844970703,200792.33477783203,303335.9182128906,193919.05346679688,168442.53268432617,40586.04315185547,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (42:0),PG,55096.283447265625,43748.382751464844,45940.32308959961,44321.06332397461,52528.963623046875,58730.62384033203,50193.84341430664,40204.54263305664,43817.163177490234,36547.522888183594,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (42:1),PG,62784.88461303711,47595.622955322266,60541.04409790039,48821.023498535156,58909.24411010742,58962.70458984375,52864.74353027344,44111.583068847656,49487.56359863281,37186.402770996094,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (42:2),PG,96294.626953125,95882.7466430664,93256.12655639648,81612.76623535156,91254.00811767578,110912.52880859375,112713.70788574219,74202.70458984375,84755.68759155273,41483.44284057617,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (42:4),PG,145619.43072509766,112220.50759887695,117360.78512573242,115833.44854736328,143740.29278564453,129006.68927001953,124974.1713256836,107923.90731811523,125516.89013671875,260236.63716125488,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGo (42:6),PG,88599.08703613281,70965.72583007812,76203.62435913086,73886.56579589844,83804.84512329102,82242.24591064453,84952.82583618164,64340.86489868164,72211.08517456055,65426.144622802734,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGp (16:0),PG,122069.18914794922,101734.84680175781,102588.56823730469,79185.10583496094,108143.8862915039,96737.1254272461,113934.62670898438,80719.92443847656,77906.76550292969,126885.62969970703,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGp (20:0),PG,58984.74429321289,47526.683532714844,1536.0001068115234,2121.320156097412,56985.76461791992,76613.60510253906,62363.304107666016,1497.4600982666016,1833.8201370239258,51600.16357421875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGp (28:0),PG,52739.06344604492,51070.86331176758,54693.92346191406,58634.88412475586,55938.70420837402,58198.224060058594,51979.98352050781,40892.702713012695,46896.683197021484,37398.582275390625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGp (30:1),PG,78239.08456420898,56960.34420776367,87349.36724853516,71705.98443603516,73189.6450805664,73660.46533203125,79343.82583618164,76744.08724975586,58196.304290771484,41657.723571777344,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGp (34:4),PG,56967.36407470703,47266.22341918945,62098.104248046875,47672.543701171875,48838.863342285156,55859.82376098633,51915.663635253906,37744.942794799805,189333.27404785156,39228.48287963867,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGp (36:5),PG,105093.00598144531,91574.78665161133,85710.74560546875,81570.76574707031,96549.64642333984,105980.40783691406,115259.33010864258,79874.9446105957,106385.1282043457,75559.30596923828,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGp (38:6),PG,176993.6121826172,136844.36950683594,124424.86944580078,126596.38885498047,162678.26916503906,179898.9305419922,160630.13061523438,106568.44653320312,120876.5093383789,122761.30865478516,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGp (42:2),PG,58250.90368652344,46171.34356689453,52098.22317504883,46996.38366699219,61280.44470214844,59022.164611816406,55299.08383178711,41528.46337890625,43659.40310668945,48403.54284667969,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PGp (42:4),PG,50016.62373352051,37711.06271362305,45208.543029785156,38542.30252075195,50037.223693847656,46959.683532714844,44103.62307739258,34371.80221557617,38437.26252746582,32466.142684936523,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (14:1),PI,70079.9447593689,550871.9754638672,619566.3386230469,593264.8675537109,607243.7204589844,604533.6967773438,471780.5607910156,557731.1015625,568436.5787353516,276031.0588378906,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (20:1),PI,80597.72583007812,156028.97131347656,135442.548828125,153404.39111328125,176337.99072265625,165071.912109375,162509.8291015625,112579.84814453125,140278.310546875,119808.26794433594,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (24:0),PI,24730.181701660156,76735.80584716797,131636.69116210938,82418.20629882812,84000.90612792969,102650.82592773438,93005.08676147461,68874.76431274414,94340.60583496094,46573.70297241211,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (26:0),PI,30201.982330322266,76965.00576782227,136643.06964111328,71160.0844116211,75220.20477294922,103417.34777832031,90860.4264831543,65520.745056152344,73266.48541259766,63134.92413330078,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (26:1),PI,107050.32697677612,173937.8916015625,175526.85180664062,164137.63232421875,178687.63256835938,173766.71264648438,162546.8115234375,157340.9306640625,154262.11206054688,144399.28955078125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (28:0),PI,33278.442321777344,145623.56951904297,210847.853515625,99512.1669921875,112084.2495727539,195373.49578857422,119199.4076538086,139012.63159179688,119413.64901733398,71032.00482177734,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (28:1),PI,23009.561557769775,81748.34619140625,103639.18815612793,62457.46334838867,67810.78399658203,91720.92657470703,59826.52377319336,70419.28469085693,53344.82411956787,45244.50390625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (28:2),PI,14813.681037902832,44569.30319213867,49293.24336242676,39313.843338012695,48041.20364379883,48834.64323425293,47890.08352661133,38904.96280670166,35043.66226196289,40523.60314178467,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (30:0),PI,180620.233127594,503670.77685546875,600745.9233398438,371013.24755859375,357370.9462890625,609979.5649414062,369863.10888671875,482991.9484863281,433582.06982421875,232384.59716796875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (30:1),PI,58668.24398803711,259149.71643066406,331844.76916503906,163220.0106201172,159271.89099121094,299681.939453125,173713.4306640625,242862.4569091797,140924.70776367188,90841.66625976562,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (30:2),PI,27674.901805877686,117826.70809936523,113952.34664916992,77401.26596069336,98734.16665649414,118375.00805664062,103222.1470336914,85535.46490478516,81310.84552001953,94457.12591552734,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (30:3),PI,13624.020961761475,46468.0036315918,44443.52345275879,36983.302673339844,52883.96446228027,46183.78335571289,45992.06312561035,38032.10270690918,40218.02278137207,59143.68330383301,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (30:4),PI,14883.041118621826,56594.64394378662,55272.86380004883,51849.923263549805,61434.00435638428,63289.32426452637,52124.543548583984,41317.18298339844,38948.12258911133,35465.4022064209,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (32:0),PI,280792.08029556274,841673.4555664062,1022960.29296875,603373.828125,668516.2817382812,994461.80859375,649407.4189453125,878776.3989257812,686272.1884765625,359021.90576171875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (32:1),PI,177726.95261001587,633433.8061523438,731231.4521484375,363487.14404296875,379101.685546875,695660.8833007812,428982.66748046875,574713.3654785156,354317.765625,225152.615234375,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (32:2),PI,204110.29377365112,401856.66748046875,412517.89111328125,316571.44384765625,312086.48193359375,423891.84619140625,334695.443359375,356966.22802734375,305596.583984375,258897.87841796875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (32:3),PI,14850.261013031006,57898.944580078125,55555.143814086914,49103.28366088867,61423.8046875,56341.38383483887,56064.48393249512,41206.92315673828,49413.6238861084,37263.662841796875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (32:4),PI,14999.861114501953,81539.48597717285,74745.18518829346,79951.76582336426,90194.12619018555,87537.88430786133,74675.38552856445,64488.26512145996,61843.16426086426,33829.00190734863,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (32:5),PI,14830.341152191162,73261.28625488281,76148.80502319336,62165.52488708496,81582.96562194824,70268.8256072998,75195.48400878906,59188.10517883301,62756.283920288086,37329.70248413086,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (34:0),PI,280374.07820510864,512041.5361328125,623987.62890625,460397.4150390625,467545.91259765625,587753.8369140625,489278.2939453125,496137.53271484375,489661.81396484375,475098.173828125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (34:1),PI,122307.40782928467,579147.099609375,889017.3286132812,458133.41259765625,529532.5502929688,606621.6520996094,576836.7194824219,730402.2119140625,379717.8098144531,558142.7624511719,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (34:2),PI,133015.08963012695,400424.6218261719,430897.6337890625,266769.8801269531,268655.44140625,384849.6345214844,367502.78173828125,369554.0876464844,237568.619140625,178375.07104492188,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
PI (34:3),PI,21821.04155731201,100206.666015625,94210.12837219238,59920.004959106445,72940.00534057617,90497.20620727539,94420.10650634766,76094.30541992188,57143.803802490234,47541.063903808594,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: diencephalon,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: diencephalonBlank1,4,5,10xBlank_01202023
