Lipid,Class,DOD100-M2-5xFAD-cerebellum10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PE (28:1),PE,37440.54232788086,46239.00344848633,48045.34341430664,39208.98287963867,39352.72302246094,50996.76333618164,44288.48342895508,42361.66311645508,32579.0623626709,47295.98419189453,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (28:2),PE,136401.10986328125,133948.8095703125,286470.91857910156,117456.06787109375,128674.48828125,140547.0692138672,135746.05029296875,113798.00646972656,110710.66857910156,146885.65112304688,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (30:0),PE,79296.12536621094,75554.52551269531,80821.94580078125,76933.54522705078,66190.62426757812,88238.826171875,79048.08557128906,92805.20642089844,72541.68469238281,74780.46563720703,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (30:1),PE,72877.64569091797,51599.763610839844,54257.9836730957,49837.723693847656,44739.76364135742,60172.40396118164,54344.68453979492,55477.243255615234,57366.885009765625,54649.66275024414,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (30:2),PE,45899.5223236084,50787.24398803711,44301.34329223633,40603.10319519043,38113.843032836914,56308.68371582031,47996.26393890381,41383.363052368164,35995.8224029541,52722.92385864258,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (30:3),PE,39093.20281982422,43132.86264038086,44109.06301879883,44284.12336730957,65669.26536560059,58744.844482421875,45057.38333129883,53277.36395263672,39840.9822845459,58449.96423339844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (30:4),PE,45415.62287902832,41992.08345031738,47166.463439941406,37428.702728271484,39660.622802734375,52413.82327270508,40303.98318481445,41801.443115234375,38189.7430267334,47089.9833984375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (32:0),PE,187457.65814208984,261463.02154541016,240980.83654785156,195761.7950439453,170944.87139892578,244499.41925048828,216466.9794921875,227054.33221435547,172130.13214111328,185644.4490661621,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (32:1),PE,42542.963302612305,66484.20449829102,44712.44291687012,49265.66290283203,42984.582580566406,60885.50378417969,50180.5231628418,62630.443939208984,41673.96339416504,54137.703063964844,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (32:2),PE,70710.30422973633,74279.62493896484,80203.00512695312,85063.6264038086,68783.44396972656,92820.2866821289,82056.72619628906,91664.78536987305,79552.52615356445,50881.72332763672,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (32:3),PE,141503.61053466797,144703.0697631836,187737.17568969727,209636.97650146484,157764.17178344727,180806.95275878906,185133.37530517578,187362.59118652344,149138.2308807373,50290.68280029297,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (32:4),PE,85113.06616210938,64060.8642578125,72901.54541015625,60177.4641418457,53436.22383117676,80647.6462097168,72167.986328125,65082.26544189453,69488.46559143066,51685.40298461914,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (32:5),PE,59246.18395996094,63523.62451171875,69932.16516113281,55070.60430908203,53272.74401855469,73927.42517089844,64276.20446777344,70940.92529296875,57212.36395263672,67241.04461669922,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (34:1),PE,97476.26751708984,973435.7173461914,124678.24728393555,201921.23623657227,157185.43017578125,274734.0186767578,211544.17364501953,365012.78649902344,184711.49322509766,52022.14367675781,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (34:2),PE,54193.68411254883,148519.83154296875,56112.14352416992,71479.74475097656,61943.804428100586,83776.94680786133,64081.964263916016,97770.3076171875,63147.884216308594,52828.1637878418,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (34:3),PE,48607.423583984375,63621.14514160156,52789.9040222168,53621.42379760742,48024.68328857422,66555.00463867188,56023.364196777344,50760.16403198242,48529.06311035156,55874.963958740234,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (34:4),PE,42863.822692871094,44286.08322143555,46545.14291381836,37768.04202270508,37906.34272766113,55567.44445800781,45379.52346801758,42499.40270996094,38752.862396240234,48958.36328125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (34:5),PE,87671.88589477539,93285.00634765625,99418.50830078125,77768.06481933594,75245.36538696289,124391.1098022461,101024.74618530273,78414.92559814453,74101.2847290039,74190.10473632812,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (34:6),PE,51572.28369140625,60776.04406738281,59830.24426269531,56005.36413574219,44888.06317138672,74780.2857055664,61457.543884277344,63138.96417236328,52197.62384033203,57863.9440612793,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (36:0),PE,85005.76495361328,431734.6954345703,86971.32678222656,98408.82775878906,83373.30627441406,206373.65618896484,132945.00997924805,185379.63247680664,130815.3285522461,59809.82385253906,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (36:1),PE,134731.98907470703,1244609.7805175781,172173.63153076172,283695.4572753906,227267.65991210938,314689.60345458984,264106.02337646484,403051.85009765625,226926.11395263672,60567.34436035156,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (36:3),PE,63544.78454589844,221315.19537353516,80474.40618896484,89454.86618041992,75218.50451660156,111959.9878540039,98921.3275756836,116180.44973754883,76930.44589233398,54986.563903808594,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (36:4),PE,90158.34686279297,559349.3607788086,102856.64764404297,134353.0316772461,116063.86828613281,278199.33880615234,197238.79290771484,288006.28106689453,187002.9920654297,73179.7250366211,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (36:5),PE,51304.52362060547,91052.52709960938,60682.14404296875,61262.50457763672,50581.823638916016,78252.62469482422,67601.16442871094,67767.5244140625,53577.14404296875,53825.96405029297,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (36:6),PE,51467.30383300781,63950.664794921875,58942.22381591797,54655.50369262695,48691.94384765625,77793.68518066406,60141.02453613281,55471.28384399414,52593.32374572754,56641.84390258789,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (36:7),PE,42627.402770996094,60969.78387451172,47953.643493652344,48760.343353271484,41993.14309692383,59515.88366699219,50492.40365600586,52240.1032409668,44729.54312133789,48742.32336425781,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (36:8),PE,75476.08502197266,202231.75463867188,78872.12576293945,86972.64633178711,80958.8060913086,96517.408203125,84208.52520751953,95941.20663452148,76875.08605957031,58118.60437011719,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:0),PE,94582.10607910156,941812.0842285156,113379.98852539062,146215.62927246094,122230.26849365234,262306.2798461914,174315.65057373047,214216.5955810547,168119.25256347656,72184.90588378906,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:0)_2,PE,93566.90606689453,950928.0861206055,117352.40826416016,143329.3104248047,120181.70947265625,278558.69885253906,181098.83184814453,205195.55017089844,172629.5323486328,67109.26397705078,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:1),PE,82178.7456665039,382086.4870605469,89471.56524658203,102882.14761352539,97547.92712402344,138464.55053710938,105895.30786132812,138117.92803955078,96305.38562011719,59624.66455078125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:2),PE,73058.16522216797,245160.23406982422,83100.54656982422,100969.54724121094,83866.20571899414,100242.58819580078,91422.28692626953,101125.3657836914,71535.62490844727,60375.42492675781,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:3),PE,85050.12573242188,524390.9202880859,101305.76641845703,132220.94989013672,109434.94592285156,274412.50341796875,191857.15368652344,267357.10205078125,174310.86975097656,65347.904357910156,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:5),PE,165438.3931274414,1274035.000366211,156268.4711303711,232977.1368408203,195951.17321777344,379571.1047973633,263377.45709228516,402690.8424682617,270807.56213378906,57860.28399658203,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:6),PE,175239.7344970703,3131269.6923828125,246956.33514404297,368426.6857910156,326698.9053955078,992508.4794921875,607292.7166748047,887661.8643188477,591610.7357788086,71421.02490234375,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:7),PE,213849.6118774414,313067.58837890625,251490.49932861328,594845.4786376953,492326.65509033203,496837.0963745117,353105.70556640625,643243.8280029297,368436.4611816406,115742.64880371094,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:8),PE,83092.92608642578,146085.79071044922,84675.50671386719,89293.98718261719,77781.54583740234,103691.0263671875,84146.30548095703,95686.14617919922,74504.38513183594,66760.24517822266,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (38:9),PE,72320.40521240234,233437.91467285156,87041.52624511719,105302.04803466797,91012.26593017578,97380.68737792969,93708.4868774414,91585.3666381836,70014.5249633789,68791.42498779297,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:0) | PEp (42:6),PE,735348.6887207031,957557.6149902344,858828.2256469727,645828.7900390625,648275.5864868164,800198.1977539062,713660.6779785156,558756.7760620117,562627.7478637695,739565.6359863281,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:0) | PEp (42:6)_2,PE,698550.5284423828,867068.5789794922,803946.0573730469,596324.5944213867,636996.6857910156,719276.8778076172,639406.1754150391,547221.0676879883,505161.4763183594,704371.3571777344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:1),PE,48651.30358886719,74330.94519042969,53883.62414550781,62275.44421386719,51253.823669433594,72810.76477050781,64397.40447998047,60178.70407104492,51317.162994384766,60797.52395629883,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:10),PE,78932.36517333984,106271.70678710938,82655.94543457031,132855.12890625,101875.06616210938,162900.990234375,96610.82611083984,169137.81268310547,97040.64611816406,67112.2446899414,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:2),PE,66278.86462402344,100745.24603271484,84027.40576171875,121731.02685546875,100530.12719726562,141695.30920410156,118208.70935058594,138472.5887451172,72104.26544189453,124172.42895507812,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:3),PE,68065.74530029297,154299.9907836914,72431.52478027344,81602.70568847656,65584.76483154297,113235.48876953125,90775.72637939453,94619.54638671875,74415.4457397461,64576.34442138672,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:4),PE,94385.52587890625,760687.1936035156,111653.58801269531,130021.98754882812,125022.1078491211,369221.6298828125,249479.69677734375,320296.03759765625,218520.57653808594,70988.00439453125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:5),PE,115063.2691040039,1518788.2669677734,146776.56866455078,209642.67919921875,183642.33361816406,437240.26904296875,273071.9189453125,396678.18713378906,253974.4393310547,68147.14532470703,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:7),PE,114347.46765136719,1141078.9094238281,135378.4296875,175334.63116455078,159175.81201171875,316690.32373046875,229236.85998535156,285049.1793823242,191215.71466064453,76985.52502441406,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:8),PE,77524.4252319336,125990.22821044922,75727.18548583984,77279.38543701172,67052.24383544922,101895.8275756836,84553.90563964844,91674.18566894531,77233.66564941406,73820.48571777344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (40:9),PE,64628.94396972656,94415.88604736328,66534.1449584961,70276.0054321289,62449.64440917969,89511.40588378906,70852.90533447266,69128.96514892578,62451.46432495117,68818.30487060547,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:0),PE,44321.82342529297,56612.504455566406,51743.04333496094,52183.443603515625,44644.00305175781,76234.0650024414,59089.56427001953,59094.36462402344,43964.6828918457,80385.34509277344,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:1),PE,53383.22375488281,62868.10418701172,56858.36358642578,85506.8671875,69612.60543823242,80123.86584472656,71070.84484863281,92693.48788452148,57040.12448120117,44949.74362182617,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:10),PE,70530.24487304688,117572.5482788086,74253.46478271484,90432.52618408203,78209.22549438477,120221.0078125,91929.2056274414,105109.48913574219,69129.1851196289,88553.50668334961,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:11),PE,241893.3168334961,320758.8933105469,272442.42028808594,242331.01403808594,302422.82427978516,336079.50744628906,274845.4053955078,231877.8159790039,239085.26123046875,567797.3109130859,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:2),PE,66606.80499267578,72604.36431884766,78762.64501953125,119731.3677368164,85278.84655761719,110175.44714355469,86668.9058227539,127458.84686279297,65980.20532226562,54594.463134765625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:2)_2,PE,63531.66455078125,72113.70513916016,69506.58502197266,116158.88647460938,79856.20602416992,103248.1275024414,78270.70489501953,123858.24884033203,65511.88540649414,50915.143798828125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:3),PE,78398.38586425781,81672.20513916016,77437.74536132812,65811.62506103516,67467.12536621094,112199.82806396484,77081.02587890625,80656.34600830078,72275.46594238281,82177.765625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:4),PE,43840.023345947266,62459.76416015625,45165.30340576172,49106.86413574219,39917.10272216797,61524.60412597656,52206.823791503906,57988.724365234375,45284.183197021484,47901.96307373047,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:5),PE,42238.60317993164,67804.8046875,46638.623596191406,51075.36376953125,45371.323486328125,70070.94458007812,52993.403381347656,53321.5234375,47786.64340209961,48342.28338623047,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:6),PE,48343.90301513672,89591.28601074219,49622.84341430664,54145.303955078125,44544.02291870117,76354.86538696289,61058.74432373047,61370.263916015625,48814.6233215332,51214.32336425781,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:7),PE,51893.983642578125,127887.36779785156,54899.90362548828,62052.72442626953,55402.38400268555,77579.80535888672,59538.924560546875,62347.70440673828,51500.70361328125,62931.244384765625,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (42:9),PE,69626.24530029297,105516.72705078125,75325.34484863281,118275.947265625,87573.56628417969,114205.7494506836,79611.20532226562,127197.9291381836,77644.02557373047,60611.303955078125,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (44:0),PE,35058.622482299805,37639.10301589966,32281.662399291992,36182.142669677734,30311.742233276367,50326.54362487793,39747.30229187012,37956.702880859375,32796.22211456299,41320.123123168945,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (44:1),PE,32710.542282104492,39979.08292388916,35628.58254623413,35529.14239501953,29294.46183013916,49304.54325866699,38533.48267364502,35213.5622253418,31411.482456207275,46303.14366149902,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (44:12),PE,45334.14288330078,170452.43188476562,53293.503845214844,54863.9841003418,53598.983947753906,65093.964294433594,52799.38345336914,54213.16342163086,40281.86251831055,52815.76443481445,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (44:2),PE,33953.1826171875,40525.762634277344,35054.60235595703,43865.86315917969,34761.9225769043,48901.08352661133,41608.26330566406,41813.86306762695,31025.142211914062,39921.40255737305,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (44:3),PE,35594.222595214844,41280.042724609375,36006.96224975586,37839.40246582031,33244.84246826172,49010.64343261719,42610.843017578125,41338.6828918457,33556.80253601074,49494.123046875,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (44:4),PE,35575.742279052734,44858.843505859375,33047.14260864258,36964.12252807617,32567.962188720703,49406.343811035156,39633.10287475586,37149.44256591797,33140.5421295166,39237.183044433594,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (44:5),PE,43379.703552246094,47722.003356933594,39737.64270019531,41022.6628112793,39512.642578125,55609.72430419922,43227.823181152344,41108.502990722656,34826.722595214844,42072.36312866211,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
PE (44:6),PE,46836.86349487305,51200.203033447266,44584.203033447266,40201.70260620117,36031.00262451172,61859.82421875,44831.203186035156,48250.40319824219,43588.40286254883,50487.563568115234,Genotype: 5xFAD | Brain Region: cerebellum,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD__Brain Region: cerebellum vs Genotype: 5xFAD__Brain Region: cortexBlank1,5,4,10xBlank_01202023
