,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition,OzESI_Intensity,Retention_Time,n-7,n-9,n-10,n-12,db_pos
315,Unknown,820.7,603.5,11292023_FAD185_M3_5xFAD_dienc_O3on_01,820.7 -> 603.5,13330.0,15.76,738.7,710.7,696.7,668.7,
321,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD185_M3_5xFAD_dienc_O3on_01,902.8 -> 603.5,640504.0,15.75,820.8,792.8,778.8,750.8,
312,Unknown,794.7,605.5,11292023_FAD185_M3_5xFAD_dienc_O3on_01,794.7 -> 605.5,26632.0,17.25,712.7,684.7,670.7,642.7,
322,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD185_M3_5xFAD_dienc_O3on_01,904.8 -> 605.5,113419.0,17.26,822.8,794.8,780.8,752.8,
323,"[TG(55:8),TG(54:1)]_FA18:1",906.8,607.5,11292023_FAD185_M3_5xFAD_dienc_O3on_01,906.8 -> 607.5,11159.0,17.26,824.8,796.8,782.8,754.8,
314,Unknown,818.7,629.5,11292023_FAD185_M3_5xFAD_dienc_O3on_01,818.7 -> 629.5,10424.0,15.76,736.7,708.7,694.7,666.7,
324,"[TG(57:11),TG(56:4)]_FA18:1",928.8,629.5,11292023_FAD185_M3_5xFAD_dienc_O3on_01,928.8 -> 629.5,23102.0,15.74,846.8,818.8,804.8,776.8,
325,"[TG(57:9),TG(56:2)]_FA18:1",932.9,633.6,11292023_FAD185_M3_5xFAD_dienc_O3on_01,932.9 -> 633.6,11112.0,17.25,850.9,822.9,808.9,780.9,
330,[TG(50:3)]_FA18:1,846.8,547.5,11292023_FAD185_M3_5xFAD_hippo_O3on_01,846.8 -> 547.5,10020.0,17.26,764.8,736.8,722.8,694.8,
326,Unknown,788.7,599.5,11292023_FAD185_M3_5xFAD_hippo_O3on_01,788.7 -> 599.5,47498.0,12.75,706.7,678.7,664.7,636.7,
331,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD185_M3_5xFAD_hippo_O3on_01,898.8 -> 599.5,65075.0,12.75,816.8,788.8,774.8,746.8,
327,Unknown,790.7,601.5,11292023_FAD185_M3_5xFAD_hippo_O3on_01,790.7 -> 601.5,49946.0,14.26,708.7,680.7,666.7,638.7,
332,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD185_M3_5xFAD_hippo_O3on_01,900.8 -> 601.5,187247.0,14.24,818.8,790.8,776.8,748.8,
328,Unknown,792.7,603.5,11292023_FAD185_M3_5xFAD_hippo_O3on_01,792.7 -> 603.5,64495.0,15.77,710.7,682.7,668.7,640.7,
333,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD185_M3_5xFAD_hippo_O3on_01,902.8 -> 603.5,251122.0,15.75,820.8,792.8,778.8,750.8,
329,Unknown,794.7,605.5,11292023_FAD185_M3_5xFAD_hippo_O3on_01,794.7 -> 605.5,11838.0,17.25,712.7,684.7,670.7,642.7,
334,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD185_M3_5xFAD_hippo_O3on_01,904.8 -> 605.5,44208.0,17.26,822.8,794.8,780.8,752.8,
335,Unknown,694.6,505.4,11292023_FAD189_M1_5xFAD_cereb_O3on_01,694.6 -> 505.4,13535.0,12.76,612.6,584.6,570.6,542.6,
337,[TG(45:3)]_FA16:1,776.7,505.4,11292023_FAD189_M1_5xFAD_cereb_O3on_01,776.7 -> 505.4,15886.0,12.75,694.7,666.7,652.7,624.7,
336,Unknown,736.7,547.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,736.7 -> 547.5,30689.0,12.76,654.7,626.7,612.7,584.7,
345,[TG(50:3)]_FA18:1,846.8,547.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,846.8 -> 547.5,63262.0,14.24,764.8,736.8,722.8,694.8,
338,Unknown,786.7,597.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,786.7 -> 597.5,11959.0,12.75,704.7,676.7,662.7,634.7,
347,[TG(54:6)]_FA18:1,896.8,597.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,896.8 -> 597.5,33737.0,12.75,814.8,786.8,772.8,744.8,
339,Unknown,788.7,599.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,788.7 -> 599.5,197166.0,12.75,706.7,678.7,664.7,636.7,
346,[TG(52:5)]_FA16:1,870.8,599.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,870.8 -> 599.5,77903.0,12.75,788.8,760.8,746.8,718.8,
348,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,898.8 -> 599.5,276576.0,14.24,816.8,788.8,774.8,746.8,
340,Unknown,790.7,601.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,790.7 -> 601.5,255355.0,14.26,708.7,680.7,666.7,638.7,
343,Unknown,818.7,601.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,818.7 -> 601.5,13319.0,14.25,736.7,708.7,694.7,666.7,
349,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,900.8 -> 601.5,616078.0,14.24,818.8,790.8,776.8,748.8,
341,Unknown,792.7,603.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,792.7 -> 603.5,148817.0,15.77,710.7,682.7,668.7,640.7,
350,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,902.8 -> 603.5,517257.0,15.75,820.8,792.8,778.8,750.8,
342,Unknown,794.7,605.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,794.7 -> 605.5,24635.0,15.77,712.7,684.7,670.7,642.7,
351,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,904.8 -> 605.5,53204.0,17.26,822.8,794.8,780.8,752.8,
344,Unknown,818.7,629.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,818.7 -> 629.5,10674.0,14.25,736.7,708.7,694.7,666.7,
352,"[TG(57:11),TG(56:4)]_FA18:1",928.8,629.5,11292023_FAD189_M1_5xFAD_cereb_O3on_01,928.8 -> 629.5,18668.0,15.74,846.8,818.8,804.8,776.8,
353,Unknown,694.6,505.4,11292023_FAD189_M1_5xFAD_cortex_O3on_01,694.6 -> 505.4,13898.0,12.76,612.6,584.6,570.6,542.6,
355,[TG(45:3)]_FA16:1,776.7,505.4,11292023_FAD189_M1_5xFAD_cortex_O3on_01,776.7 -> 505.4,14507.0,12.75,694.7,666.7,652.7,624.7,
354,Unknown,736.7,547.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,736.7 -> 547.5,30674.0,12.76,654.7,626.7,612.7,584.7,
363,[TG(50:3)]_FA18:1,846.8,547.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,846.8 -> 547.5,68798.0,14.24,764.8,736.8,722.8,694.8,
364,[TG(52:6)]_FA18:2,868.8,571.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,868.8 -> 571.5,17931.0,11.27,786.8,758.8,744.8,716.8,
356,Unknown,786.7,597.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,786.7 -> 597.5,10411.0,11.24,704.7,676.7,662.7,634.7,
366,[TG(54:6)]_FA18:1,896.8,597.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,896.8 -> 597.5,43387.0,12.75,814.8,786.8,772.8,744.8,
357,Unknown,788.7,599.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,788.7 -> 599.5,258954.0,12.75,706.7,678.7,664.7,636.7,
365,[TG(52:5)]_FA16:1,870.8,599.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,870.8 -> 599.5,82604.0,12.75,788.8,760.8,746.8,718.8,
367,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,898.8 -> 599.5,289089.0,14.24,816.8,788.8,774.8,746.8,
358,Unknown,790.7,601.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,790.7 -> 601.5,273950.0,14.26,708.7,680.7,666.7,638.7,
361,Unknown,818.7,601.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,818.7 -> 601.5,17512.0,14.25,736.7,708.7,694.7,666.7,
368,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,900.8 -> 601.5,740881.0,14.24,818.8,790.8,776.8,748.8,
359,Unknown,792.7,603.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,792.7 -> 603.5,181201.0,15.77,710.7,682.7,668.7,640.7,
369,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,902.8 -> 603.5,659393.0,15.75,820.8,792.8,778.8,750.8,
360,Unknown,794.7,605.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,794.7 -> 605.5,28464.0,15.77,712.7,684.7,670.7,642.7,
370,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,904.8 -> 605.5,70769.0,17.26,822.8,794.8,780.8,752.8,
362,Unknown,818.7,629.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,818.7 -> 629.5,18761.0,15.76,736.7,708.7,694.7,666.7,
371,"[TG(57:11),TG(56:4)]_FA18:1",928.8,629.5,11292023_FAD189_M1_5xFAD_cortex_O3on_01,928.8 -> 629.5,28668.0,15.74,846.8,818.8,804.8,776.8,
372,Unknown,736.7,547.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,736.7 -> 547.5,10133.0,18.76,654.7,626.7,612.7,584.7,
377,[TG(50:3)]_FA18:1,846.8,547.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,846.8 -> 547.5,19652.0,14.24,764.8,736.8,722.8,694.8,
373,Unknown,788.7,599.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,788.7 -> 599.5,37317.0,12.75,706.7,678.7,664.7,636.7,
378,[TG(52:5)]_FA16:1,870.8,599.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,870.8 -> 599.5,15337.0,12.75,788.8,760.8,746.8,718.8,
379,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,898.8 -> 599.5,61758.0,14.24,816.8,788.8,774.8,746.8,
374,Unknown,790.7,601.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,790.7 -> 601.5,48453.0,14.26,708.7,680.7,666.7,638.7,
380,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,900.8 -> 601.5,113067.0,14.24,818.8,790.8,776.8,748.8,
375,Unknown,792.7,603.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,792.7 -> 603.5,59995.0,15.77,710.7,682.7,668.7,640.7,
381,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,902.8 -> 603.5,211570.0,15.75,820.8,792.8,778.8,750.8,
376,Unknown,794.7,605.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,794.7 -> 605.5,12111.0,17.25,712.7,684.7,670.7,642.7,
382,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD189_M1_5xFAD_dienc_O3on_01,904.8 -> 605.5,38444.0,17.26,822.8,794.8,780.8,752.8,
387,[TG(50:3)]_FA18:1,846.8,547.5,11292023_FAD189_M1_5xFAD_hippo_O3on_01,846.8 -> 547.5,10237.0,18.75,764.8,736.8,722.8,694.8,
383,Unknown,788.7,599.5,11292023_FAD189_M1_5xFAD_hippo_O3on_01,788.7 -> 599.5,11893.0,12.75,706.7,678.7,664.7,636.7,
388,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD189_M1_5xFAD_hippo_O3on_01,898.8 -> 599.5,16984.0,14.24,816.8,788.8,774.8,746.8,
384,Unknown,790.7,601.5,11292023_FAD189_M1_5xFAD_hippo_O3on_01,790.7 -> 601.5,19927.0,14.26,708.7,680.7,666.7,638.7,
389,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD189_M1_5xFAD_hippo_O3on_01,900.8 -> 601.5,38488.0,14.24,818.8,790.8,776.8,748.8,
385,Unknown,792.7,603.5,11292023_FAD189_M1_5xFAD_hippo_O3on_01,792.7 -> 603.5,61499.0,15.77,710.7,682.7,668.7,640.7,
390,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD189_M1_5xFAD_hippo_O3on_01,902.8 -> 603.5,179254.0,15.75,820.8,792.8,778.8,750.8,
386,Unknown,794.7,605.5,11292023_FAD189_M1_5xFAD_hippo_O3on_01,794.7 -> 605.5,15171.0,17.25,712.7,684.7,670.7,642.7,
391,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD189_M1_5xFAD_hippo_O3on_01,904.8 -> 605.5,40464.0,17.26,822.8,794.8,780.8,752.8,
393,"[TG(42:2)]_FA18:1 | DG(44:9),DG(43:2)_C18:1",736.6,437.3,11292023_FAD189_M2_5xFAD_cereb_O3on_01,736.6 -> 437.3,12221.0,12.76,654.6,626.6,612.6,584.6,
392,Unknown,694.6,505.4,11292023_FAD189_M2_5xFAD_cereb_O3on_01,694.6 -> 505.4,20891.0,12.76,612.6,584.6,570.6,542.6,
396,[TG(45:3)]_FA16:1,776.7,505.4,11292023_FAD189_M2_5xFAD_cereb_O3on_01,776.7 -> 505.4,12074.0,12.75,694.7,666.7,652.7,624.7,
394,Unknown,736.7,547.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,736.7 -> 547.5,35350.0,12.76,654.7,626.7,612.7,584.7,
405,[TG(50:3)]_FA18:1,846.8,547.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,846.8 -> 547.5,56092.0,12.75,764.8,736.8,722.8,694.8,
407,[TG(54:6)]_FA18:1,896.8,597.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,896.8 -> 597.5,27046.0,12.75,814.8,786.8,772.8,744.8,
395,Unknown,760.7,599.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,760.7 -> 599.5,12312.0,12.76,678.7,650.7,636.7,608.7,
397,Unknown,788.7,599.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,788.7 -> 599.5,236325.0,12.75,706.7,678.7,664.7,636.7,
406,[TG(52:5)]_FA16:1,870.8,599.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,870.8 -> 599.5,55066.0,11.26,788.8,760.8,746.8,718.8,
408,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,898.8 -> 599.5,301705.0,12.75,816.8,788.8,774.8,746.8,
398,Unknown,790.7,601.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,790.7 -> 601.5,192701.0,14.26,708.7,680.7,666.7,638.7,
401,Unknown,818.7,601.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,818.7 -> 601.5,21385.0,14.25,736.7,708.7,694.7,666.7,
409,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,900.8 -> 601.5,606883.0,14.24,818.8,790.8,776.8,748.8,
399,Unknown,792.7,603.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,792.7 -> 603.5,241039.0,15.77,710.7,682.7,668.7,640.7,
403,Unknown,820.7,603.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,820.7 -> 603.5,17728.0,15.76,738.7,710.7,696.7,668.7,
410,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,902.8 -> 603.5,808372.0,15.75,820.8,792.8,778.8,750.8,
400,Unknown,794.7,605.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,794.7 -> 605.5,40468.0,15.77,712.7,684.7,670.7,642.7,
411,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,904.8 -> 605.5,133360.0,17.26,822.8,794.8,780.8,752.8,
412,"[TG(55:8),TG(54:1)]_FA18:1",906.8,607.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,906.8 -> 607.5,10887.0,17.26,824.8,796.8,782.8,754.8,
402,Unknown,818.7,629.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,818.7 -> 629.5,20104.0,15.76,736.7,708.7,694.7,666.7,
413,"[TG(57:11),TG(56:4)]_FA18:1",928.8,629.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,928.8 -> 629.5,29642.0,15.74,846.8,818.8,804.8,776.8,
404,Unknown,820.7,631.5,11292023_FAD189_M2_5xFAD_cereb_O3on_01,820.7 -> 631.5,12212.0,17.25,738.7,710.7,696.7,668.7,
414,"[TG(57:9),TG(56:2)]_FA18:1",932.9,633.6,11292023_FAD189_M2_5xFAD_cereb_O3on_01,932.9 -> 633.6,11737.0,17.25,850.9,822.9,808.9,780.9,
419,[TG(50:3)]_FA18:1,846.8,547.5,11292023_FAD189_M2_5xFAD_cortex_O3on_01,846.8 -> 547.5,11334.0,12.75,764.8,736.8,722.8,694.8,
415,Unknown,788.7,599.5,11292023_FAD189_M2_5xFAD_cortex_O3on_01,788.7 -> 599.5,39882.0,12.75,706.7,678.7,664.7,636.7,
420,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD189_M2_5xFAD_cortex_O3on_01,898.8 -> 599.5,50526.0,12.75,816.8,788.8,774.8,746.8,
416,Unknown,790.7,601.5,11292023_FAD189_M2_5xFAD_cortex_O3on_01,790.7 -> 601.5,37346.0,14.26,708.7,680.7,666.7,638.7,
421,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD189_M2_5xFAD_cortex_O3on_01,900.8 -> 601.5,136973.0,14.24,818.8,790.8,776.8,748.8,
417,Unknown,792.7,603.5,11292023_FAD189_M2_5xFAD_cortex_O3on_01,792.7 -> 603.5,54351.0,15.77,710.7,682.7,668.7,640.7,
422,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD189_M2_5xFAD_cortex_O3on_01,902.8 -> 603.5,182861.0,15.75,820.8,792.8,778.8,750.8,
418,Unknown,794.7,605.5,11292023_FAD189_M2_5xFAD_cortex_O3on_01,794.7 -> 605.5,11720.0,17.25,712.7,684.7,670.7,642.7,
423,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD189_M2_5xFAD_cortex_O3on_01,904.8 -> 605.5,32131.0,17.26,822.8,794.8,780.8,752.8,
428,[TG(50:3)]_FA18:1,846.8,547.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,846.8 -> 547.5,11026.0,12.75,764.8,736.8,722.8,694.8,
424,Unknown,788.7,599.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,788.7 -> 599.5,68929.0,12.75,706.7,678.7,664.7,636.7,
429,[TG(52:5)]_FA16:1,870.8,599.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,870.8 -> 599.5,14026.0,12.75,788.8,760.8,746.8,718.8,
430,[TG(54:5)]_FA18:1,898.8,599.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,898.8 -> 599.5,81497.0,12.75,816.8,788.8,774.8,746.8,
425,Unknown,790.7,601.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,790.7 -> 601.5,61343.0,14.26,708.7,680.7,666.7,638.7,
431,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,900.8 -> 601.5,193592.0,14.24,818.8,790.8,776.8,748.8,
426,Unknown,792.7,603.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,792.7 -> 603.5,68003.0,15.77,710.7,682.7,668.7,640.7,
432,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,902.8 -> 603.5,245279.0,15.75,820.8,792.8,778.8,750.8,
427,Unknown,794.7,605.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,794.7 -> 605.5,12161.0,17.25,712.7,684.7,670.7,642.7,
433,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD189_M2_5xFAD_dienc_O3on_01,904.8 -> 605.5,49489.0,17.26,822.8,794.8,780.8,752.8,
435,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,11292023_FAD189_M2_5xFAD_hippo_O3on_01,900.8 -> 601.5,18643.0,14.24,818.8,790.8,776.8,748.8,
434,Unknown,792.7,603.5,11292023_FAD189_M2_5xFAD_hippo_O3on_01,792.7 -> 603.5,27485.0,15.77,710.7,682.7,668.7,640.7,
436,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,11292023_FAD189_M2_5xFAD_hippo_O3on_01,902.8 -> 603.5,93056.0,15.75,820.8,792.8,778.8,750.8,
437,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,11292023_FAD189_M2_5xFAD_hippo_O3on_01,904.8 -> 605.5,20759.0,17.26,822.8,794.8,780.8,752.8,
438,Unknown,626.5,437.3,12012023_DOD73_M2_5xFAD_liver_O3on_01,626.5 -> 437.3,31699.0,14.25,544.5,516.5,502.5,474.5,
442,"[TG(42:2)]_FA18:1 | DG(44:9),DG(43:2)_C18:1",736.6,437.3,12012023_DOD73_M2_5xFAD_liver_O3on_01,736.6 -> 437.3,117874.0,14.25,654.6,626.6,612.6,584.6,
439,Unknown,692.6,503.4,12012023_DOD73_M2_5xFAD_liver_O3on_01,692.6 -> 503.4,11929.0,12.76,610.6,582.6,568.6,540.6,
447,[TG(45:4)]_FA16:1,774.7,503.4,12012023_DOD73_M2_5xFAD_liver_O3on_01,774.7 -> 503.4,11179.0,12.75,692.7,664.7,650.7,622.7,
440,Unknown,694.6,505.4,12012023_DOD73_M2_5xFAD_liver_O3on_01,694.6 -> 505.4,50744.0,14.25,612.6,584.6,570.6,542.6,
448,[TG(45:3)]_FA16:1,776.7,505.4,12012023_DOD73_M2_5xFAD_liver_O3on_01,776.7 -> 505.4,88740.0,12.75,694.7,666.7,652.7,624.7,
443,Unknown,736.7,547.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,736.7 -> 547.5,95384.0,12.76,654.7,626.7,612.7,584.7,
466,[TG(50:3)]_FA18:1,846.8,547.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,846.8 -> 547.5,188887.0,14.24,764.8,736.8,722.8,694.8,
467,[TG(52:6)]_FA18:2,868.8,571.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,868.8 -> 571.5,73075.0,11.27,786.8,758.8,744.8,716.8,
449,Unknown,786.7,597.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,786.7 -> 597.5,43669.0,12.75,704.7,676.7,662.7,634.7,
469,[TG(54:6)]_FA18:1,896.8,597.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,896.8 -> 597.5,168695.0,12.75,814.8,786.8,772.8,744.8,
441,Unknown,718.6,599.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,718.6 -> 599.5,12708.0,11.25,636.6,608.6,594.6,566.6,
446,Unknown,760.7,599.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,760.7 -> 599.5,21483.0,12.76,678.7,650.7,636.7,608.7,
450,Unknown,788.7,599.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,788.7 -> 599.5,384965.0,12.75,706.7,678.7,664.7,636.7,
457,Unknown,816.7,599.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,816.7 -> 599.5,23225.0,14.25,734.7,706.7,692.7,664.7,
468,[TG(52:5)]_FA16:1,870.8,599.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,870.8 -> 599.5,385893.0,12.75,788.8,760.8,746.8,718.8,
470,[TG(54:5)]_FA18:1,898.8,599.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,898.8 -> 599.5,604460.0,14.24,816.8,788.8,774.8,746.8,
444,Unknown,748.6,601.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,748.6 -> 601.5,10552.0,12.76,666.6,638.6,624.6,596.6,
451,Unknown,790.7,601.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,790.7 -> 601.5,362212.0,14.26,708.7,680.7,666.7,638.7,
459,Unknown,818.7,601.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,818.7 -> 601.5,42508.0,14.25,736.7,708.7,694.7,666.7,
471,"[TG(55:11),TG(54:4)]_FA18:1",900.8,601.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,900.8 -> 601.5,1262090.0,15.75,818.8,790.8,776.8,748.8,
445,Unknown,750.6,603.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,750.6 -> 603.5,12289.0,14.25,668.6,640.6,626.6,598.6,
452,Unknown,792.7,603.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,792.7 -> 603.5,658198.0,15.77,710.7,682.7,668.7,640.7,
461,Unknown,820.7,603.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,820.7 -> 603.5,49301.0,15.76,738.7,710.7,696.7,668.7,
473,"[TG(55:10),TG(54:3)]_FA18:1",902.8,603.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,902.8 -> 603.5,1970473.0,15.75,820.8,792.8,778.8,750.8,
453,Unknown,794.7,605.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,794.7 -> 605.5,238107.0,17.25,712.7,684.7,670.7,642.7,
463,Unknown,822.7,605.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,822.7 -> 605.5,15352.0,17.25,740.7,712.7,698.7,670.7,
474,"[TG(55:9),TG(54:2)]_FA18:1",904.8,605.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,904.8 -> 605.5,1051175.0,17.26,822.8,794.8,780.8,752.8,
454,Unknown,796.7,607.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,796.7 -> 607.5,40850.0,17.25,714.7,686.7,672.7,644.7,
475,"[TG(55:8),TG(54:1)]_FA18:1",906.8,607.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,906.8 -> 607.5,112488.0,18.77,824.8,796.8,782.8,754.8,
476,"[TG(56:11),TG(55:4)]_FA18:1",914.8,615.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,914.8 -> 615.5,14777.0,15.75,832.8,804.8,790.8,762.8,
477,"[TG(56:10),TG(55:3)]_FA18:1",916.8,617.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,916.8 -> 617.5,31194.0,17.26,834.8,806.8,792.8,764.8,
455,Unknown,812.8,623.6,12012023_DOD73_M2_5xFAD_liver_O3on_01,812.8 -> 623.6,27388.0,12.74,730.8,702.8,688.8,660.8,
478,"[TG(56:7),TG(55:0)]_FA18:1",922.9,623.6,12012023_DOD73_M2_5xFAD_liver_O3on_01,922.9 -> 623.6,56838.0,12.75,840.9,812.9,798.9,770.9,
456,Unknown,814.7,625.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,814.7 -> 625.5,28147.0,14.25,732.7,704.7,690.7,662.7,
480,[TG(56:6)]_FA18:1,924.8,625.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,924.8 -> 625.5,123849.0,14.23,842.8,814.8,800.8,772.8,
458,Unknown,816.7,627.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,816.7 -> 627.5,24177.0,14.25,734.7,706.7,692.7,664.7,
481,"[TG(57:12),TG(56:5)]_FA18:1",926.8,627.5,12012023_DOD73_M2_5xFAD_liver_O3on_01,926.8 -> 627.5,69110.0,15.74,844.8,816.8,802.8,774.8,
