lipid,logFC,logCPM,LR,PValue,FDR,type,DOD93_F4_Female_5xFAD_cerebellum,DOD93_F4_Female_5xFAD_cortex,DOD93_F4_Female_5xFAD_diencephalon,DOD93_F4_Female_5xFAD_hippocampus,DOD94_F3_Female_WT_cerebellum,DOD94_F3_Female_WT_cortex,DOD94_F3_Female_WT_diencephalon,DOD94_F3_Female_WT_hippocampus,DOD94_F4_Female_5xFAD_cerebellum,DOD94_F4_Female_5xFAD_cortex,DOD94_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_hippocampus,Blank_Blank_Blank_Blank_Blank
[TG(51:9)|TG(50:2)]_FA18:2,-0.16517030206723668,10.474370351530302,0.36513591207244644,0.5456676249913963,0.9998739444784502,TAG,3822258,3682634.49609375,3018381.6875,2468625.724609375,2001910.01171875,2931005.134765625,3701836.130859375,1363103.03515625,11163393.2734375,3322130.3828125,2737281.7158203125,2235377.923828125,639774.8681640625
[TG(51:9)|TG(50:2)]_FA18:3,-0.16883542900710619,7.4122655335644145,0.3813968403810577,0.5368566175230821,0.9998739444784502,TAG,454112.5520019531,430333.9904785156,371312.76403808594,286146.1583251953,288298.40173339844,405235.5275878906,459094.2344970703,269637.4187011719,947593.5474853516,390927.50646972656,351860.3835449219,336535.78271484375,91702.225830078125
[TG(51:9)|TG(50:2)]_FA20:4,0.012482195981568994,5.073477728537684,0.0021146985120594763,0.9633215270734391,0.9998739444784502,TAG,86761.72576904297,108447.26733398438,53478.22375488281,80385.38580322266,69454.56484985352,64082.00457763672,123047.80847167967,58532.78436279297,73818.885498046875,79510.42547607422,77253.52526855469,79035.86563110352,34312.14239501953
[TG(52:10)|TG(51:3)]_FA14:0,-0.2809635170697958,6.005148582783931,1.0462565523775993,0.30637081447058995,0.9998739444784502,TAG,174218.0750732422,174804.25061035156,100997.52780151369,102428.46771240234,142163.87091064453,129718.04898071288,148844.0518798828,198751.6148681641,155150.75164794922,186193.9945068359,144943.6703491211,179412.1142578125,44885.722412109375
[TG(52:10)|TG(51:3)]_FA16:0,-0.21896613935004214,5.3830656838393445,0.6387924388247941,0.42414841108471996,0.9998739444784502,TAG,104533.28805541992,110073.46862792967,66974.6646118164,87706.50619506836,89084.14642333984,99399.72735595705,116712.24841308594,95519.02655029295,136874.90881347656,102895.80764770508,97832.20697021484,90893.5859375,31416.362426757812
[TG(52:10)|TG(51:3)]_FA16:1,-0.13198032938480092,5.693499608461534,0.23375042375482735,0.6287567827056968,0.9998739444784502,TAG,134112.72857666016,143510.83044433594,84071.2660522461,117137.7680053711,90064.96621704102,120732.30938720705,132621.48962402344,76034.64562988281,263877.15625,144358.1908569336,110887.30731201172,89364.0654296875,37751.36267089844
[TG(52:10)|TG(51:3)]_FA18:0,-0.07347166919099325,4.880019842573123,0.07277552193295378,0.7873376758736687,0.9998739444784502,TAG,77701.86560058594,74917.94561767578,52753.723541259766,67535.52505493164,65648.1047668457,67765.90533447266,73274.6455078125,65729.18447875977,76635.8251953125,70343.5248413086,67233.6240234375,67017.84512329102,32206.042114257812
[TG(52:10)|TG(51:3)]_FA18:1,-0.19043953222332952,5.635897569382661,0.4843523123727209,0.4864574838953172,0.9998739444784502,TAG,123669.14837646484,131932.9288330078,80363.4052734375,109338.30798339844,98659.00714111328,126063.64880371094,135330.60961914062,78016.42584228516,237462.5952758789,132233.0288696289,107475.76684570312,78346.66534423828,39346.22268676758
[TG(52:10)|TG(51:3)]_FA18:2,-0.1587034250958756,7.5085575305601555,0.337275601363217,0.5614060336719993,0.9998739444784502,TAG,470918.6940917969,456165.5126953125,305603.9025878906,425761.990234375,327946.60302734375,432719.54919433594,491625.7001953125,268968.83935546875,849288.92919921875,525747.7197265625,395955.40625,333729.40478515625,134665.1290283203
[TG(52:10)|TG(51:3)]_FA18:3,0.2275248467068018,8.456163740790958,0.7138261476502521,0.39817654236955363,0.9998739444784502,TAG,1349105.8432617188,764192.5905761719,770888.19384765625,943859.133544922,590598.6999511719,673576.4255371094,940600.884765625,576747.60205078125,1006399.828125,590542.3005371094,1056122.5161132812,930234.02197265625,197218.77465820312
[TG(52:10)|TG(51:3)]_FA22:5,-0.12103821087321241,5.595335524858236,0.19677105880043655,0.657339875906522,0.9998739444784502,TAG,120825.7687072754,112532.2481842041,108089.50723266602,104797.22790527344,137744.97134399414,81874.84506225586,75657.2650756836,136435.63018798828,129647.2485961914,132132.8493347168,122437.3681640625,129199.5104675293,28960.982009887695
[TG(52:4)]_FA14:0,0.19609926221972943,5.3201682990573325,0.5290436923776269,0.46700918872485603,0.9998739444784502,TAG,96790.0870361328,107478.4874267578,114683.6879272461,99207.72692871094,84993.66638183594,71243.46502685547,71633.864990234375,86598.20620727539,107283.18756103516,110373.7466430664,79467.1259765625,105399.90612792967,33564.94241333008
[TG(52:4)]_FA16:0,-0.3859778290088057,8.810742804357691,1.9566387251616106,0.16187325740322867,0.9998739444784502,TAG,845229.97998046875,2005314.5098876953,443358.6895751953,577962.2185058594,822426.9315185547,1009654.7579345704,1812122.2934570312,590144.6213378906,3188101.8751220703,873643.4839477539,725780.5703125,787259.5095214844,62756.04425048828
[TG(52:4)]_FA20:4,-0.326750559459057,10.002055952871345,1.4095525629309122,0.2351306845296256,0.9998739444784502,TAG,2628571.53515625,2712175.671875,1896237.1303710935,1506977.06640625,1330478.953125,2088043.6713867188,2696871.1533203125,824084.49267578125,9501021.496582031,2261608.4819335938,1981855.529296875,1564406.9301757812,342702.3056640625
[TG(52:5)]_FA14:0,0.30593620982712216,4.836405345687323,1.2973239378302424,0.2547026162957876,0.9998739444784502,TAG,72497.1653137207,61468.2248840332,105407.38681030272,66782.28500366211,68743.72509765625,48453.00360107422,49557.08322143555,57167.644104003906,83267.6657409668,78909.28607177734,55824.6842956543,54904.18374633789,27806.302032470703
[TG(52:6)]_FA14:0,0.09854469152724045,4.533359300640593,0.13265254038213925,0.7156974932374515,0.9998739444784502,TAG,50186.42346191406,63159.145263671875,51355.52346801758,62572.723876953125,55004.68423461914,49298.283935546875,46915.40350341797,45622.14318847656,62668.66427612305,54055.52362060547,53337.80407714844,45697.88287353515,31966.622344970703
[TG(52:6)]_FA16:0,-0.04359690444332357,5.837942328191879,0.02568695733197046,0.8726671994495284,0.9998739444784502,TAG,165910.6127319336,140840.92950439453,116792.64819335938,120461.00912475586,116388.9871826172,130719.28784179688,160067.97265625,131336.56964111328,143895.12982177734,119333.72778320312,143152.98992919922,140311.88958740234,45473.023040771484
[TG(52:6)]_FA18:0,-0.3320344370461802,6.932936347396411,1.4547936945527908,0.22776031850910752,0.9998739444784502,TAG,374388.8052368164,315812.8614501953,178174.0919189453,180660.5535888672,226781.1762084961,291092.4606933594,369925.3063964844,371902.4448852539,261456,335853.2048339844,281997.15979003906,378759.98791503906,37933.282958984375
[TG(52:7)|TG(51:0)]_FA14:0,0.352939442095485,4.88696507572772,1.7319292755443243,0.1881646986670829,0.9998739444784502,TAG,75492.20617675781,68969.76483154297,81040.48474121094,100393.04598999023,63712.66473388672,60751.784423828125,54859.90396118164,55859.483642578125,67663.62506103516,68408.24542236328,62956.42413330078,63665.844177246094,35673.96228027344
[TG(52:7)|TG(51:0)]_FA16:1,0.03158303128759397,5.8352821645452675,0.013559076460239794,0.9073011034617793,0.9998739444784502,TAG,172097.27239990234,151521.75115966797,119156.70849609376,120969.5687866211,108978.88873291016,116610.7265625,152003.47039794922,120141.26748657228,149197.9916381836,129104.04809570312,147472.37103271484,145786.82861328125,43612.923095703125
[TG(52:7)|TG(51:0)]_FA18:0,0.3200002750309073,7.7988107808466856,1.4208574686490465,0.23326231950984602,0.9998739444784502,TAG,942972.8248291016,458360.5518798828,522055.87744140625,628790.08056640625,352093.7634277344,378098.7663574219,601621.7702636719,355630.1647949219,593143.4063720703,329852.3239746094,713988.93310546875,657051.8034667969,78594.10485839844
[TG(52:7)|TG(51:0)]_FA18:1,-0.3268717681004388,7.006018809400893,1.4105421872773158,0.23496640792991252,0.9998739444784502,TAG,396278.8501586914,335740.0462036133,182084.11401367188,193311.69470214844,247475.93713378903,298011.41973876953,348628.4832763672,400778.66717529297,291004.2811279297,361258.3237915039,317067.2604980469,382975.8873291016,40519.502868652344
[TG(52:7)|TG(51:0)]_FA20:4,-0.216481849454558,5.690410341464999,0.6245234355798175,0.42937129903696347,0.9998739444784502,TAG,116215.7685546875,168561.39379882812,57566.723876953125,124348.1481628418,107748.12844848631,130762.62896728516,148555.31286621094,82444.00588989258,253539.15557861328,100570.40747070312,114324.26818847656,104945.9877319336,34978.24252319336
[TG(52:7)|TG(51:0)]_FA22:5,0.2720924436551143,6.346421250842808,1.0239430646111032,0.3115855255920723,0.9998739444784502,TAG,272457.8589782715,245069.23364257812,123429.16845703124,224715.4956665039,208213.4324645996,156820.33203125,97628.86706542967,169498.0118408203,276247.782623291,200993.2556152344,145025.67022705078,126440.28799438477,127203.62783813477
[TG(52:8)|TG(51:1)]_FA14:0,-0.03298668657372704,4.492978129777338,0.014715853242933008,0.9034463577652284,0.9998739444784502,TAG,48062.90350341797,54887.443908691406,48903.56335449219,55184.66394042969,54697.68362426758,47633.82369995117,45571.20281982422,48326.30303955078,63199.22448730469,60104.10418701172,48398.16326904297,45098.323333740234,31837.04232788086
[TG(52:8)|TG(51:1)]_FA16:0,0.03211225852126025,6.251089999955548,0.014018123133837435,0.9057521875058082,0.9998739444784502,TAG,212415.7156982422,196476.19201660156,157381.85205078125,183665.35473632812,152982.59045410156,165513.75048828125,200583.67456054688,118105.607421875,277714.4006347656,181864.65307617188,187278.4514160156,151839.7901611328,63604.72448730469
[TG(52:8)|TG(51:1)]_FA18:0,-0.1363144290147229,6.6053919522088655,0.2492765402907935,0.6175849489163269,0.9998739444784502,TAG,270574.69763183594,246083.6766357422,166107.25073242188,210863.73571777344,176248.11157226562,222060.89489746097,256759.41430664065,144489.08984375,433240.4689941406,261996.8592529297,230574.2559814453,197377.67578125,75193.16491699219
[TG(52:8)|TG(51:1)]_FA18:1,0.29499003903319915,8.101644720936632,1.2054355598666007,0.27223798528970206,0.9998739444784502,TAG,1118149.5334472656,586832.14111328125,642587.9453125,758779.6569824219,468067.06884765625,511302.0915527344,702716.701171875,436478.53125,779424.0869140625,459244.4331054687,865647.314453125,716429.6481933594,109954.64831542967
[TG(52:8)|TG(51:1)]_FA18:2,-0.29527859625014236,7.0859030468632636,1.1542078735878931,0.2826700236097808,0.9998739444784502,TAG,401395.6284179687,372686.10760498047,203676.6954345703,208190.89501953125,256634.67834472656,316180.7039794922,395528.24627685547,420512.4915161133,331297.7827758789,365029.6677246094,312600.4440307617,380761.9660644531,47031.223083496094
[TG(52:8)|TG(51:1)]_FA20:4,0.1836057000346184,5.061851696605708,0.46336087963345585,0.49605743621789855,0.9998739444784502,TAG,90485.76593017578,80600.80557250977,88624.4264831543,86832.50637817383,72963.52554321289,60422.364654541016,64718.62423706055,64266.88461303711,95694.56652832033,88847.44512939453,82731.04504394531,70319.64456176758,31374.921936035156
[TG(52:8)|TG(51:1)]_FA22:5,0.17750725108142099,5.351699181647149,0.4329130376163448,0.5105630160190759,0.9998739444784502,TAG,102836.46746826172,107056.16725158691,107090.2680053711,97691.16586303712,108101.46806335448,67598.46476745605,65519.56463623047,90444.26638793944,114242.00827026369,103007.6672668457,86710.64569091797,84041.98599243164,51432.78370666504
[TG(52:8)|TG(51:1)]_FA22:6,0.2284478506750823,6.448663681481676,0.7196477278193925,0.396259485118248,0.9998739444784502,TAG,284471.02017211914,262133.55868530273,138743.43084716797,223568.45440673828,235906.73684692383,166839.27227783203,109180.02767944336,181323.7127380371,296808.3631286621,224995.05603027344,151634.53088378906,131724.82913208008,138021.5485534668
[TG(52:9)|TG(51:2)]_FA14:0,0.07626840289375142,4.618268147658125,0.07932773366655965,0.7782105205140455,0.9998739444784502,TAG,55638.60400390625,61863.06448364258,58917.823669433594,58976.244140625,57210.26379394531,49228.84313964844,48468.80358886719,50297.04376220703,69162.64514160156,58306.52426147461,53085.64367675781,51155.1240234375,36903.74264526367
[TG(52:9)|TG(51:2)]_FA16:0,-0.16132594088196506,5.51998156032937,0.34841453611170436,0.5550119977077305,0.9998739444784502,TAG,109282.76770019533,127924.90966796876,74571.865234375,102051.9071044922,90582.8057861328,106989.36724853516,124117.58807373048,69001.8247680664,215608.595703125,122625.06811523438,98364.70697021484,77481.44543457031,42355.14306640625
[TG(52:9)|TG(51:2)]_FA16:1,0.05985764697583705,6.389236095260242,0.048808973263475774,0.8251488616049492,0.9998739444784502,TAG,241398.85607910156,214806.2939453125,170878.7520751953,214006.9561767578,148502.2498779297,180646.8126220703,203661.9156494141,128351.00939941406,317894.5217285156,224966.0145263672,212142.51501464844,163846.11108398438,62796.16467285156
[TG(52:9)|TG(51:2)]_FA18:0,-0.1649036931338209,5.253645339937974,0.36392541777058796,0.5463342001825645,0.9998739444784502,TAG,90162.52673339844,100654.02746582033,60954.684020996094,91064.70690917967,81543.265869140625,90938.107177734375,105100.72631835938,63911.46502685547,166740.6314086914,97406.56677246094,78643.7456665039,64505.724365234375,36647.80255126953
[TG(52:9)|TG(51:2)]_FA18:1,-0.09605278617108655,7.127983994746951,0.1241753175845588,0.7245494121056777,0.9998739444784502,TAG,391554.2844238281,367042.16149902344,252259.41748046875,309611.72106933594,254111.31713867188,332508.80432128906,351280.94287109375,200316.1954345703,652045.3864746094,391433.62756347656,335161.76416015625,253388.5567626953,84004.7660522461
[TG(52:9)|TG(51:2)]_FA18:2,0.22970222454588257,8.262178138512295,0.7276624760852428,0.39364192185045765,0.9998739444784502,TAG,1133753.3894042969,669120.94775390625,687812.3430175781,872657.580078125,516239.4001464844,543979.87451171875,824591.5280761719,501387.5361328125,937887.61669921875,574426.57470703125,891673.90771484375,806522.13818359375,150051.01025390625
[TG(52:9)|TG(51:2)]_FA18:3,-0.3050110670629951,7.267607573648698,1.2305186716130265,0.26730619250786614,0.9998739444784502,TAG,478430.8928222656,407200.3278808594,227573.89782714844,219996.05419921875,296845.119140625,382829.62536621094,437030.7302246094,469476.3508911133,348182.30181884766,388804.62890625,358668.6418457031,459361.7491455078,62521.504150390625
[TG(52:9)|TG(51:2)]_FA20:4,0.04668273692713623,5.0278310662168595,0.02965551234399655,0.8632741980167975,0.9998739444784502,TAG,90299.04638671876,81573.82595825195,63918.84436035156,79236.16595458984,65222.264892578125,66480.824951171875,75010.92547607422,71351.3646850586,80310.48602294922,66399.1646118164,82011.76550292969,81942.06573486328,42306.14288330078
[TG(52:9)|TG(51:2)]_FA22:6,0.09770335474753111,5.498538658405096,0.13040137347661584,0.7180162436642405,0.9998739444784502,TAG,108292.54693603516,120473.52786254884,113475.00872802734,104395.64855957033,119034.54843139648,77687.30516052246,74936.50534057617,106179.90731811523,129099.82962036131,117292.38842773438,96438.52615356444,96815.32696533205,51785.94403076172
[TG(53:10)|TG(52:3)]_FA14:0,-0.0234526760039509,4.615855085289028,0.007444293973321692,0.9312435808636195,0.9998739444784502,TAG,58097.764221191406,58962.30401611328,52496.10354614258,59041.80389404297,54931.044006347656,47588.883544921875,47400.28308105469,51324.78369140625,76959.54522705078,62820.86364746094,58995.06439208984,53797.42321777344,31029.902282714844
[TG(53:10)|TG(52:3)]_FA18:3,0.1390026761244825,10.094295058097506,0.2647651925071841,0.6068651419360824,0.9998739444784502,TAG,4820738.958984375,2592546.87890625,2168054.171875,1765274.189453125,1618534.546875,2027614.3740234375,2471969.71875,1094343.1435546875,7697038.95703125,2069616.5078125,2107954.802734375,1639965.939453125,796008.09375
[TG(53:10)|TG(52:3)]_FA20:4,-0.3214801102214426,7.1666615324161915,1.3650376138061802,0.24266632354246323,0.9998739444784502,TAG,379333.2291870117,382502.3854980469,253231.638671875,212685.3731689453,226742.41876220703,300088.00018310547,417322.9705810547,288538.9581298828,806512.4600830078,351730.8233642578,297083.13830566406,334745.8463745117,54285.32391357422
[TG(53:10)|TG(52:3)]_FA22:5,-0.0807963364824997,5.725309138371266,0.08796408816340318,0.7667815286206442,0.9998739444784502,TAG,150594.19033813477,113721.52737426758,112399.16796875,118416.16772460938,131878.6099243164,82224.70571899414,101899.66778564452,133113.98950195312,160885.23120117188,139243.49098205566,149720.8911972046,123727.14923095705,37958.802825927734
[TG(53:10)|TG(52:3)]_FA22:6,0.04190206691017939,5.7236905558718725,0.023885269689344568,0.8771771944181088,0.9998739444784502,TAG,123399.90869140624,123310.94863891602,143690.48974609375,126406.69012451172,148371.69006347656,93032.78646850586,80548.92559814453,141391.4503479004,164600.77178955078,139605.14932250977,116979.54846191406,104137.48736572266,41906.30322265625
[TG(53:6)]_FA14:0,-0.018532258913921785,4.7162306383757615,0.004650136122904769,0.9456328695898975,0.9998739444784502,TAG,54700.063232421875,62149.90435791016,51655.00354003906,74340.80520629883,67155.06509399414,56468.34405517578,53859.803466796875,61169.64453125,59456.26348876953,65575.64413452148,56450.683990478516,54498.44357299805,40315.22271728515
[TG(53:6)]_FA16:0,0.29997292112187746,5.408582056499988,1.246808365816321,0.2641629387427285,0.9998739444784502,TAG,158530.78997802734,96612.42681884766,104695.40704345705,95887.546142578125,87971.32604980469,89979.18731689453,93554.54724121094,78212.46496582031,103188.90747070312,88017.76531982422,94391.54626464844,87696.50549316406,53581.26361083984
[TG(53:6)]_FA16:1,0.03144128763918201,4.829730858107462,0.01343644582914294,0.9077193653450583,0.9998739444784502,TAG,72881.845458984375,71686.62484741211,63733.963928222656,67780.14505004883,59433.36456298828,63506.26419067383,69840.18447875977,53618.78387451172,74035.18536376953,71167.26452636719,72271.48474121094,62368.004486083984,28478.601959228516
[TG(53:6)]_FA18:0,0.13026391934377826,5.940965788659643,0.2323586799872146,0.6297803914120702,0.9998739444784502,TAG,228249.83557128903,141284.6494140625,127123.56909179688,130142.76806640624,108223.2686767578,117821.24987792967,134597.330078125,94899.406982421875,319761.96350097656,126572.54833984376,122898.78918457033,110639.14807128906,58318.82434082031
[TG(53:6)]_FA18:1,-0.381568645947845,6.143507988041707,1.912838190804905,0.16664832838187155,0.9998739444784502,TAG,192519.69403076172,185068.3935546875,104181.2476196289,106221.62683105467,149519.5111694336,165024.19110107422,208495.5735778809,219130.15377807617,168758.87158203125,195645.1148681641,158660.65130615234,198632.83502197263,30317.642120361328
[TG(53:6)]_FA18:2,-0.3684512499935107,6.387032124423352,1.7856687124119617,0.18145477905763302,0.9998739444784502,TAG,226846.97604370117,230124.75720214844,118703.74853515624,128613.1889038086,155706.55157470703,191690.79553222656,253216.51666259769,249652.53924560547,210366.2561035156,232380.8969116211,200924.3154296875,241530.9570007324,31827.92218017578
[TG(53:6)]_FA18:3,-0.1792631734867117,5.930651511237927,0.4295745338853294,0.5121977918419091,0.9998739444784502,TAG,151099.6314086914,174519.47265625,97253.68701171876,127914.548828125,128712.36938476562,145417.92974853516,182163.4520263672,112644.54858398438,270925.1394042969,134262.9697265625,122696.24908447266,115813.78814697266,46627.563049316406
[TG(53:6)]_FA20:4,-0.20569228134316275,5.540265209867687,0.5643243462677674,0.45252312607948403,0.9998739444784502,TAG,112255.20861816406,129366.60888671876,67965.40521240234,101578.62719726562,97540.14749145508,109811.32708740234,126899.52960205078,70842.90432739258,230318.99688720703,115947.68841552734,96011.38763427734,77719.44567871094,44729.52337646485
[TG(53:6)]_FA22:5,7.459332271610774e-4,5.68235876633019,7.545653829765797e-6,0.9978082654492143,0.9998739444784502,TAG,143990.03091430664,124691.40835571288,113304.26824951172,114553.0086364746,122896.3289489746,93302.5264892578,98600.08697509766,108178.86672973631,159918.03131103516,124320.78860473631,142316.34991455078,120681.00869750977,42153.80310058594
[TG(53:7)|TG(52:0)]_FA14:0,0.1634993034122216,4.821996046848598,0.36689796082332293,0.5447000197051121,0.9998739444784502,TAG,65414.26544189453,63227.46417236328,77053.68572998047,78175.60498046875,61655.703857421875,58599.28466796875,55217.643127441406,57783.22384643555,73485.3646850586,72506.98458862305,61608.843994140625,56974.384033203125,36951.72262573242
[TG(53:7)|TG(52:0)]_FA16:1,0.36007055425803436,5.430757708087492,1.8035398590446339,0.1792851316318372,0.9998739444784502,TAG,170899.97229003906,100772.3667602539,109133.08911132812,97086.28759765624,80680.80651855469,85550.96563720703,91211.02575683594,72777.3056640625,111597.60900878906,97800.4873046875,101296.9266357422,88465.36572265625,49637.303649902344
[TG(53:7)|TG(52:0)]_FA18:0,0.020428154057595647,9.173424004383051,0.005668149613484275,0.9399862735045594,0.9998739444784502,TAG,2416976.10546875,1301941.89453125,1040841.0849609376,945516.3466796876,829070.7001953125,995932.708984375,1367483.17578125,540270.9990234375,4646276.2783203125,1068108.6328125,1057736.6748046875,852378.7626953125,394852.66943359375
[TG(53:7)|TG(52:0)]_FA18:1,0.06521420367838296,6.879367415296248,0.057959636288615,0.8097503750342071,0.9998739444784502,TAG,493738.458984375,281152.2391357422,217647.33642578125,200137.03454589844,201395.95361328125,239535.37548828125,271091.35986328125,226261.09423828125,517894.3120117187,283210.1611328125,251692.017578125,244409.35803222656,72478.16540527344
[TG(53:7)|TG(52:0)]_FA20:4,-0.10418931336529841,4.954441837039203,0.14599213574894065,0.7023952227356189,0.9998739444784502,TAG,78615.34552001953,78953.64569091797,55697.5637512207,69393.34393310547,70347.68496704102,69861.0852355957,72234.64505004883,66959.06498718262,97879.70706176758,72875.66510009766,70639.34478759766,67701.80462646484,34689.36242675781
[TG(53:7)|TG(52:0)]_FA22:5,-0.2934640419455207,6.5115436508080995,1.1402256303870217,0.28560465573548804,0.9998739444784502,TAG,241986.47750854492,229111.9749755859,157331.8117980957,159047.95083618164,209553.87536621097,205278.53634643555,215294.7561340332,259651.4389038086,237257.03594970703,266632.1768798828,211563.2350158691,253631.6975097656,42476.90316772461
[TG(53:7)|TG(52:0)]_FA22:6,-0.030098681715184494,6.062715780448232,0.012256312033969152,0.9118477200639792,0.9998739444784502,TAG,205957.97555541992,167798.41204833984,133079.54959106445,137638.67095947266,146878.55068969727,132741.61074829102,134677.6300048828,160097.93069458008,196278.7947692871,162177.65161132812,175797.5712890625,167885.21200561523,46139.10357666016
[TG(53:8)|TG(52:1)]_FA16:0,-0.35179812684524076,8.221639632176881,1.6303485978260142,0.20165483935839204,0.9998739444784502,TAG,574145.865234375,860014.3200683594,619316.44482421875,443174.2302246094,426162.2258300781,503739.3310546875,777051.337890625,227295.9150390625,2939192.874267578,546730.59814453125,594142.3447265625,496332.2175292969,116756.40869140624
[TG(53:8)|TG(52:1)]_FA18:1,0.20507831859561698,9.938489757159344,0.5790261149813887,0.4466943061296149,0.9998739444784502,TAG,4679102.68359375,2311245.166015625,1925395.447265625,1624294.326171875,1415574.783203125,1714359.048828125,2064273.38671875,954963.5078125,7053821.34765625,1946178.466796875,1902853.50390625,1361960.8505859375,647312.46484375
[TG(53:8)|TG(52:1)]_FA18:2,-0.21064572843616072,7.832620293742897,0.5916312178087537,0.44178902925520586,0.9998739444784502,TAG,809180.6923828125,587585.44091796875,344884.64709472656,322865.0419921875,392281.52880859375,498499.7550048828,613693.5568847656,610575.1226806641,829384.7209472656,589145.8154296875,484866.2731933594,593960.923828125,91027.24670410156
[TG(53:8)|TG(52:1)]_FA20:4,-0.17208860469451298,5.055648841279064,0.39608747772376773,0.529116795411361,0.9998739444784502,TAG,81853.06558227539,88911.34661865234,62230.20477294922,63760.524505615234,74400.76483154297,82119.805419921875,77981.98526000977,80985.42547607422,85546.80651855469,81200.7251586914,79479.86602783203,83337.16571044922,29752.482147216797
[TG(53:8)|TG(52:1)]_FA22:5,-0.12159163679672633,6.059094725349538,0.19857065196720214,0.6558770565873471,0.9998739444784502,TAG,177325.13208007812,159275.0714111328,153906.39154052734,127980.56939697266,150552.4913635254,134668.88970947266,138708.03131103516,182339.9312744141,172279.79275512695,185683.35357666016,158548.05157470703,187923.97369384769,31597.502166748047
[TG(53:8)|TG(52:1)]_FA22:6,-0.3340329804939178,6.912627301779008,1.4721016042467459,0.22501440042716775,0.9998739444784502,TAG,326797.70263671875,310227.3651123047,200315.8143005371,185022.87408447263,281188.2551879883,270232.879989624,302043.40048217773,362081.8237915039,298511.44229125977,353732.72567749023,270293.158782959,338947.06283569336,50821.16337585449
[TG(53:9)|TG(52:2)]_FA14:0,0.08662808509236632,4.843415559740504,0.10242379037407545,0.7489401533636849,0.9998739444784502,TAG,67278.564453125,80825.74578857422,63711.58477783203,72014.6646118164,70447.62442016602,52839.3034362793,57490.70440673828,58719.824310302734,90764.286865234375,70571.2055053711,62012.66442871094,58714.56378173828,33486.602447509766
[TG(53:9)|TG(52:2)]_FA18:2,0.11881393808175475,10.06307480589197,0.19315757128060795,0.6603014897055863,0.9998739444784502,TAG,4606202.1328125,2550900.2421875,2038312.896484375,1835654.47265625,1507412.310546875,1825401.654296875,2391527.267578125,1114763.716796875,7868148.078125,2197642.85546875,1948513.90234375,1591342.21875,765101.7705078125
[TG(53:9)|TG(52:2)]_FA18:3,-0.19719903348088622,7.958300299265273,0.519090631496737,0.47122985066539996,0.9998739444784502,TAG,891041.4812011719,635069.2593994141,401797.345703125,335491.88232421875,444477.2121582031,583295.1193847656,668812.3045654297,674473.7707519531,817911.8356933594,623733.1291503906,542334.1760253906,652981.7053222656,95707.38659667967
[TG(53:9)|TG(52:2)]_FA20:4,0.04746554542976691,4.984560221855242,0.03066012190049605,0.8610008071987166,0.9998739444784502,TAG,69865.72465515137,79704.04522705078,89935.26583862305,65991.40496826172,63724.7639465332,67871.18496704102,73810.40536499023,67585.22491455078,83380.72644042969,73844.8254699707,72725.20541381836,79015.9457397461,32140.202362060547
[TG(53:9)|TG(52:2)]_FA22:5,0.34347864549739127,5.65676977810159,1.63941503950889,0.20040574592811441,0.9998739444784502,TAG,112972.66632080078,107169.94741821288,217641.6751403809,112822.14688110352,130479.3080444336,89473.5871887207,72263.98538208008,111658.08770751952,148670.23184204102,113180.58825683594,112015.48712158205,99197.90655517578,38677.00259399414
[TG(53:9)|TG(52:2)]_FA22:6,-0.0989135082282476,6.176775080427874,0.13164806897975723,0.7167293474509041,0.9998739444784502,TAG,200919.79454040527,184887.23287963867,154181.3116455078,142045.15060424805,170136.15254211426,141379.21090698242,154381.78982543945,200810.73455810547,194075.8146057129,197365.3733215332,171620.8938293457,187380.69342041016,33593.002517700195
[TG(54:10)|TG(53:3)]_FA14:0,0.0790058731720149,4.2901332737472915,0.08513789466451271,0.7704517897974962,0.9998739444784502,TAG,46894.74301147461,42984.32302856445,48332.56298828125,49860.223388671875,42664.2033996582,39885.602935791016,36025.822357177734,40823.28308105469,52417.36389160156,51702.343200683594,43366.08331298828,42030.843017578125,28021.441986083984
[TG(54:10)|TG(53:3)]_FA16:0,-0.16648497429435608,5.05530018542023,0.3708834541105688,0.5425231033788052,0.9998739444784502,TAG,80408.086181640625,90915.34689331056,54887.44354248047,70644.76446533203,79253.605224609375,72657.60528564453,87058.56622314453,66572.22497558594,124962.64923095705,77223.60549926758,74161.18518066406,64672.68420410156,34218.342681884766
[TG(54:10)|TG(53:3)]_FA16:1,-0.08020085147542413,5.329565734102139,0.08667404828293002,0.7684487785333174,0.9998739444784502,TAG,95350.12677001952,111793.06811523438,75568.46478271484,90812.04656982422,86432.20654296875,78917.60540771484,100322.08770751952,65656.38482666016,178510.95135498047,102542.18756103516,86971.12628173828,75404.12518310547,40010.48278808594
[TG(54:10)|TG(53:3)]_FA18:0,-0.08314016975872648,5.236754685479394,0.09312119254354911,0.7602460838866315,0.9998739444784502,TAG,95913.766357421875,109344.52801513672,60930.58477783203,86984.40710449219,80504.46533203125,77021.40563964844,103632.10662841795,62862.32458496094,170137.19067382812,83993.10583496094,79596.925048828125,71259.48541259766,35282.08224487305
