Lipid,Class,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PG (34:2),PG,72865.54510498047,59468.704833984375,66565.54452514648,59144.984619140625,25164.001960754395,66322.66430664062,18729.521453857422,50971.34387207031,51579.94384765625,45983.30322265625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (34:3),PG,72847.94598388672,58371.244567871094,59765.58447265625,55731.06414794922,23883.321411132812,69338.10418701172,18821.62124633789,52959.46432495117,57098.12414550781,50424.14373779297,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (34:4),PG,65700.20458984375,51828.843688964844,58445.26416015625,57604.164001464844,21463.98167037964,65353.26452636719,18820.901405334473,52110.52355957031,51496.02392578125,45698.94369506836,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (34:5),PG,136217.45016479492,106144.8264465332,89846.84503173828,94560.66693115234,44998.28350067139,136859.2509765625,18886.521327972412,69591.08529663086,99814.38790893555,70728.80438232422,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (34:5)_2,PG,120037.7671508789,94973.30615234375,87226.1467590332,90437.16638183594,41845.60361480713,125280.52908325195,15567.101219177246,68075.24481201172,92482.32647705078,70120.16534423828,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (34:6),PG,82189.62564086914,61685.084411621094,88466.5267944336,61463.224182128906,24153.501556396484,81264.82537841797,15447.06103515625,58262.48403930664,63944.04525756836,49891.1640625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (36:0),PG,163240.29028320312,133486.2294921875,120362.70886230469,120062.92929077148,60285.365142822266,192551.75201416016,26809.32172012329,110802.34716796875,125020.51040649414,112770.00897216797,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (36:1),PG,319739.82080078125,168404.01171875,166981.65258789062,166357.49145507812,127548.14990234375,288672.16015625,78201.06611633301,108305.64794921875,125836.62841796875,142614.4111328125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (36:2),PG,224894.81396484375,156952.45068359375,136565.0096435547,124319.60900878906,76272.4460144043,183601.09423828125,36417.28263092041,118402.70867919922,100915.50714111328,75807.625,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (36:3),PG,72386.58462524414,59820.203552246094,62004.744201660156,58023.80438232422,18850.161560058594,65631.92492675781,15298.441036224365,50154.80368041992,55483.66384887695,47194.82287597656,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (36:4),PG,84260.36657714844,71186.66528320312,70165.92352294922,65921.06439208984,32641.962490081787,75829.1049194336,25278.081565856934,68529.38482666016,67130.60446166992,64116.624450683594,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (36:5),PG,63652.204681396484,56045.08367919922,55682.70397949219,51790.00421142578,21976.8013381958,59659.6833190918,16411.4612159729,42524.802810668945,52034.184020996094,42303.02325439453,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (36:6),PG,70225.76593017578,54638.984313964844,63869.40368652344,51691.30374145508,24445.661491394043,74582.12594604492,15210.240997314453,48829.70324707031,57779.20390319824,35202.042388916016,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (36:7),PG,77981.22583007812,60613.324645996094,76128.12466430664,68683.0655670166,24791.101776123047,72210.74502563477,15057.661075592041,71342.98461914062,58086.88381958008,40557.30270385742,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (36:8),PG,292627.7795410156,193368.91564941406,387173.6243286133,277586.10552978516,87291.60531616211,291947.18048095703,26512.662017822266,366350.0997314453,174112.8104248047,56242.584411621094,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:0) | PGp (40:6),PG,167925.13342285156,124772.2085571289,198558.65600585938,141366.56799316406,64613.38435745239,161618.36865234375,20422.941493988037,172754.33142089844,102031.88842773438,45743.74346923828,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:1),PG,105921.36688232422,90607.34552001953,106595.76861572266,87448.78564453125,41153.2223815918,99646.46673583984,22715.701496124268,88475.28649902344,80918.98516845703,49655.80303955078,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:2),PG,143769.7691040039,135439.39141845703,174621.65255737305,98696.74505615234,43362.363021850586,130693.92932128906,19836.72134399414,110809.54754638672,83248.826171875,48587.86279296875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:3),PG,79688.54602050781,70741.84423828125,67800.78381347656,58550.32345581055,29682.382263183594,79485.98468017578,18435.241374969482,54960.804290771484,58011.385009765625,45920.02325439453,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:4),PG,126488.54956054688,90277.52606201172,90394.20678710938,92182.96667480469,48413.9035949707,120148.58947753906,30956.52191925049,69125.44512939453,83124.24609375,61057.764404296875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:5),PG,80117.82525634766,63794.76446533203,72651.28466796875,68546.22485351562,26989.82211303711,73927.52569580078,21626.38148498535,59987.023834228516,65208.20443725586,46921.72302246094,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:6),PG,93351.48645019531,65490.14456176758,93411.40649414062,67631.82458496094,27388.561851501465,87110.2064819336,18452.281299591064,74571.26538085938,64447.90481567383,41587.902740478516,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:7),PG,229901.9549560547,161570.07202148438,350485.86111450195,182212.89190673828,34410.322174072266,203782.6960144043,18223.08132171631,307632.7173461914,135423.55123901367,47670.643798828125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:8),PG,75823.2456665039,69245.04504394531,70308.88424682617,64020.744689941406,22462.30145263672,77060.34555053711,18022.501342773438,56750.54397583008,61920.12422180176,43721.88293457031,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (38:9),PG,95750.58721923828,78785.52627563477,112607.68743896484,75827.7045288086,39702.363441467285,93376.02520751953,19675.56132888794,91437.76556396484,67737.94451904297,48835.36358642578,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:0) | PGp (42:6),PG,359981.8244628906,318848.20373535156,273436.478515625,273960.65966796875,135677.29107666016,464600.61712646484,21515.90158843994,287721.15829467773,312534.71978759766,414513.41119384766,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:0) | PGp (42:6)_2,PG,327849.5430908203,292347.3389892578,255408.5947265625,264658.8729248047,131266.3504638672,412492.5054321289,19603.58136367798,276890.36279296875,294281.2544555664,379299.68127441406,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:1),PG,67263.86441040039,50071.84387207031,63952.144958496094,47450.92346191406,23245.461639404297,66906.82513427734,17818.441158294678,48038.52365112305,54954.8232421875,39614.50277709961,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:10),PG,384750.24334716797,132398.00854492188,845022.247467041,280562.9995727539,129807.72835540771,463966.2941894531,16758.88115310669,580517.6903991699,174710.93518066406,41414.763244628906,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:2),PG,235470.77667236328,115554.06912231445,335838.4853210449,147535.951171875,76551.7446899414,347649.522857666,16520.401206970215,258131.09802246094,255713.45468139648,82514.9857788086,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:3),PG,76191.64556884766,65587.74530029297,61867.403869628906,60491.684020996094,36191.12243652344,79251.36560058594,21746.221614837646,50706.882873535156,57895.22384643555,45485.20330810547,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:4),PG,125203.90905761719,73237.7451171875,72138.82513427734,84477.04565429688,42139.5632019043,116841.72814941406,28611.821926116943,56802.7444152832,73788.02526855469,62290.7841796875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:5),PG,189214.67333984375,98597.66650390625,96212.92736816406,116205.888671875,64978.18493652344,177841.2919921875,37855.122802734375,78225.32598876953,96434.52734375,85592.88562011719,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:6),PG,1134166.7529296875,439533.611328125,377455.34423828125,608337.8232421875,354938.38525390625,1052223.6748046875,211167.71599578857,235693.47827148438,381514.23046875,353904.54736328125,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:7),PG,109157.82763671875,76022.64544677734,83356.36633300781,77835.32458496094,40730.54299926758,91645.96643066406,21362.02161026001,63645.72442626953,72676.9052734375,48032.46319580078,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:8),PG,74316.80572509766,64786.14407348633,75138.02499389648,58737.784423828125,27508.02239227295,75666.74548339844,17509.26124572754,58926.044372558594,60564.2048034668,40546.40286254883,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (40:9),PG,81593.3857421875,62658.38494873047,107797.2470703125,67421.0844116211,29688.461975097656,83229.08557128906,16273.801120758057,82038.46615600586,60889.50390625,46388.383697509766,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:0),PG,189561.2371826172,67832.3440246582,130338.26936340332,146706.37237548828,68713.50551605225,169393.93257141113,13106.000846862793,116755.30819702148,133589.48892211914,68010.10345458984,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:1),PG,54910.443756103516,48594.683349609375,56337.74450683594,54736.624084472656,25507.08155441284,62865.26379394531,14279.060962677002,45950.02322387695,54596.583740234375,31529.662155151367,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:10),PG,68879.08529663086,53123.06378173828,52832.76388549805,55560.32455444336,24708.581535339355,69781.86499023438,15188.161148071289,48440.62322998047,55082.80325317383,65537.6849975586,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:11),PG,216991.89895629883,187432.17050170898,160206.6521911621,169173.9524230957,83331.62501525879,228535.6756591797,12267.180835723877,182255.35772705078,208171.13256835938,425765.8896789551,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:2),PG,62108.044525146484,46965.04309082031,59099.223205566406,54113.34405517578,22684.981590270996,80196.0258178711,11833.5608253479,51695.8635559082,55664.164154052734,35810.40270996094,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:3),PG,220453.49542236328,102580.22747802734,184676.6134033203,162115.51239013672,99294.28620910645,350365.9991455078,19322.52142715454,165360.6512451172,170311.46923828125,68653.12451171875,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:4),PG,55963.2038269043,39670.802337646484,67969.06617736816,42449.64309692383,22655.54167175293,48464.703063964844,12770.020935058594,75447.72491455078,45708.92263793945,30665.162048339844,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:5),PG,59732.404235839844,39687.96212768555,51533.30358886719,44770.422912597656,20230.341522216797,50403.783294677734,14707.681129455566,39506.94271850586,43562.34313964844,34417.342712402344,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:6),PG,105658.96765136719,78566.76510620117,109208.22689819336,80434.82650756836,39154.982513427734,90700.34619140625,18662.481163024902,95723.30657958984,62147.084899902344,39467.10256958008,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:7),PG,64392.66424560547,45759.76330566406,52550.043701171875,48609.30310058594,23748.501571655273,60929.243713378906,15393.440952301025,48460.32388305664,48879.663635253906,40694.882751464844,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:8),PG,81313.66589355469,58426.36376953125,76391.74569702148,64025.48516845703,30970.20191192627,77273.60430908203,15195.761013031006,60710.244689941406,59639.60369873047,42254.74349975586,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (42:9),PG,112536.04901123047,107231.66885375977,108513.7671508789,102591.74752807617,33391.121994018555,120306.48858642578,19244.60147857666,109033.5083618164,112847.12774658203,41169.52258300781,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:0),PG,37497.342529296875,29381.022003173828,35008.48229980469,31383.362274169922,16122.541278839111,34207.362243652344,11685.120811462402,31948.582260131836,30665.86213684082,24744.541900634766,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:1),PG,39869.24317932129,31131.60206604004,33978.18241119385,31751.201873779297,17701.44123840332,35479.082317352295,10789.880771636963,28371.362007141113,32538.62176513672,28024.14193725586,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:10),PG,75019.96502685547,51835.90432739258,51927.18307495117,43259.36364746094,32366.682357788086,77176.56573486328,18112.281135559082,48668.963287353516,51034.10382080078,38662.6628112793,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:12),PG,70893.74499511719,43432.78308105469,42709.36306762695,46312.2431640625,26781.062210083008,67658.10437011719,19115.141216278076,35759.882583618164,40126.462493896484,36960.40249633789,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:2),PG,42002.942794799805,36351.96240234375,35662.54256820679,32748.462493896484,22577.181579589844,43260.18308258057,13581.680980682373,35899.36251068115,35758.80247116089,31114.98211669922,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:3),PG,41804.962619781494,33163.26206970215,34672.08222579956,30187.46196746826,18195.38122177124,37125.26272201538,12682.740783691406,29588.841995239258,33471.502128601074,27819.921768188477,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:4),PG,42994.663024902344,31155.66227722168,37252.70248413086,33523.26232910156,15426.741050720215,35791.72230529785,11552.980819702148,32956.862243652344,36705.56217956543,28805.081985473633,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:5),PG,44946.94287109375,33023.262268066406,35485.38265991211,31194.802139282227,16722.52109527588,38269.742614746094,12794.760967254639,33681.68276977539,35610.422454833984,22608.84161376953,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:6),PG,45148.56329345703,33732.92266845703,35773.90287780762,33014.842376708984,17751.361476898193,40325.40313720703,9616.060745239258,32565.08203125,33500.04235839844,29619.32179260254,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:7),PG,44898.802978515625,34147.74264526367,38421.242919921875,33340.382263183594,15914.261043548584,43274.66339111328,13543.620952606201,32848.762451171875,36396.122955322266,30537.3224029541,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PG (44:8),PG,46435.10307312012,32788.08201599121,39977.22344970703,37485.542877197266,16814.241256713867,42678.563232421875,11692.180862426758,34471.92233276367,36415.20248413086,27194.722106933594,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PGo (20:0),PG,114376.78848266602,99179.10736083984,9004.700626373291,1752.1801261901855,28041.38144302368,98826.92810058594,27449.401885986328,6305.00040435791,1461.240104675293,129101.58911132812,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PGo (28:0),PG,50857.203186035156,44760.9430847168,42382.58331298828,49329.743713378906,21045.82145690918,52671.1237487793,14882.08101272583,37862.38247680664,43574.40287780762,39178.362701416016,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PGo (30:0),PG,123809.14752197266,79108.62628173828,144128.23057556152,107639.56756591797,31629.402252197266,113457.84951782227,14154.360939025879,121858.84671020508,72096.92391967773,36833.5026550293,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PGo (30:1),PG,65055.28451538086,57333.80349731445,63989.965423583984,62933.76449584961,26649.961490631104,71310.86465454102,9686.560729980469,49727.52391052246,58193.40414428711,31758.76239013672,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PGo (32:0),PG,59870.904205322266,48537.143615722656,51577.30422973633,47509.843505859375,22482.701446533203,55467.88374328613,16062.341209411621,45061.963134765625,48704.16369628906,42436.62286376953,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PGo (32:1),PG,43894.94357299805,38342.92288208008,41316.342849731445,35941.222747802734,19090.901374816895,47523.2633972168,12604.56079864502,34452.90252685547,38692.88232421875,36412.56280517578,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PGo (34:0),PG,167314.27221679688,113057.68807983398,140704.85055541992,103531.3472290039,40604.98337554932,137601.86975097656,17940.541332244873,121748.86920166016,92854.70626831055,83248.26483154297,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PGo (34:2),PG,63146.04479980469,57613.323486328125,54465.34353637695,55877.66387939453,23408.081672668457,62527.34460449219,16770.801071166992,55263.423889160156,53493.923736572266,43904.3034362793,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
PGo (34:3),PG,60478.383850097656,46906.86361694336,48718.64352416992,50387.72393798828,25228.301795959473,57566.00387573242,15976.06116104126,43929.38342285156,45866.763107299805,42189.14324951172,Genotype: 5xFAD | Brain Region: cortex,Genotype: 5xFAD | Brain Region: hippo,Genotype: 5xFAD__Brain Region: cortex vs Genotype: 5xFAD__Brain Region: hippoBlank1,4,5,10xBlank_01202023
