lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD73m2_500x_N1__liverLD__8_8_23_x,FAD131m1_500x_N1__liverLD__8_8_23_x,FAD131m2_500x_N1__liverLD__8_8_23_x,FAD131m4_500x_N1__liverLD__8_8_23_x,FAD173m1_500x_N1__liverLD__8_8_23_x,DOD73m2_500x_N1__liverLD__8_8_23_y,FAD131m1_500x_N1__liverLD__8_8_23_y,FAD131m2_500x_N1__liverLD__8_8_23_y,FAD131m4_500x_N1__liverLD__8_8_23_y,FAD173m1_500x_N1__liverLD__8_8_23_y,Blank_500x_N1__liverLD__8_8_23
PE (34:3),0,7.337388380566947,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2395.180191040039,2291.2401695251465,3148.300247192383,2089.820137023926,3124.560188293457,2395.180191040039,2291.2401695251465,3148.300247192383,2089.820137023926,3124.560188293457,1872.6001434326172
PE (34:4),0,7.043445058553512,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2050.320152282715,2236.3401679992676,2136.2401542663574,1923.9001502990725,2101.820152282715,2050.320152282715,2236.3401679992676,2136.2401542663574,1923.9001502990725,2101.820152282715,1912.460147857666
PE (34:5),0,6.99394316579104,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1967.0201416015625,1952.2201347351072,1914.4401512145996,2181.7401580810547,2048.260154724121,1967.0201416015625,1952.2201347351072,1914.4401512145996,2181.7401580810547,2048.260154724121,1897.5001373291016
PE (34:6),0,6.980498665163871,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1935.0001411437988,2061.860149383545,2073.7401542663574,1986.7801399230957,1900.380146026611,1935.0001411437988,2061.860149383545,2073.7401542663574,1986.7801399230957,1900.380146026611,1913.280158996582
PE (36:0),0,7.04989589310299,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2292.320167541504,2043.420150756836,2026.4401473999023,1951.7201461791992,2162.3201751708984,2292.320167541504,2043.420150756836,2026.4401473999023,1951.7201461791992,2162.3201751708984,1949.500144958496
PE (36:1),0,7.797589903690324,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,4205.0002517700195,4357.060348510742,3715.9602432250977,2194.0801582336426,3762.860301971435,4205.0002517700195,4357.060348510742,3715.9602432250977,2194.0801582336426,3762.860301971435,2080.960147857666
PE (36:2),0,9.739170190839063,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,19996.121551513672,17490.8212890625,14048.34112548828,4702.700355529785,16980.48117828369,19996.121551513672,17490.8212890625,14048.34112548828,4702.700355529785,16980.48117828369,1926.6201362609863
PE (36:5),0,7.8838490205049485,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,3867.9803428649902,5690.860374450684,4186.860324859619,2295.5201683044434,3462.7002487182617,3867.9803428649902,5690.860374450684,4186.860324859619,2295.5201683044434,3462.7002487182617,1971.1401557922363
PE (36:6),0,7.010798033531887,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2109.0801429748535,2057.6401443481445,1949.5601501464844,1901.1601486206057,2178.3801612854004,2109.0801429748535,2057.6401443481445,1949.5601501464844,1901.1601486206057,2178.3801612854004,1899.4601402282717
PE (38:1),0,7.090962387772253,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2097.2001609802246,1955.8601417541504,2384.4201850891113,1885.5601348876953,2526.200164794922,2097.2001609802246,1955.8601417541504,2384.4201850891113,1885.5601348876953,2526.200164794922,1866.8001327514648
PE (38:2),0,7.379452536195891,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2373.1801795959473,3091.6202125549316,2829.1002082824707,2059.900161743164,3109.080207824707,2373.1801795959473,3091.6202125549316,2829.1002082824707,2059.900161743164,3109.080207824707,1899.1401329040527
PE (38:3),0,9.148055441375854,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,9494.660724639893,10953.440521240234,11280.420684814451,2830.6002082824707,13704.60087966919,9494.660724639893,10953.440521240234,11280.420684814451,2830.6002082824707,13704.60087966919,1927.3001441955569
PE (38:4),0,11.783017102014911,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,68160.64474868774,79806.80770111084,78572.26818466187,7798.80069732666,70999.56424713135,68160.64474868774,79806.80770111084,78572.26818466187,7798.80069732666,70999.56424713135,1964.7801399230957
PE (38:5),0,10.8875750194576,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,28490.802070617676,48630.64295959473,41811.20292663574,4684.260395050049,40176.40256881714,28490.802070617676,48630.64295959473,41811.20292663574,4684.260395050049,40176.40256881714,1929.080150604248
PE (38:6),0,11.470211527163421,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,53412.422859191895,70748.02540588379,61257.0866317749,6293.380500793457,54080.58355331421,53412.422859191895,70748.02540588379,61257.0866317749,6293.380500793457,54080.58355331421,1866.7401275634768
PE (40:2),0,6.93857255628459,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1891.2401428222656,1966.7401275634768,1870.7201385498047,2013.0601539611816,1924.340133666992,1891.2401428222656,1966.7401275634768,1870.7201385498047,2013.0601539611816,1924.340133666992,1866.4001388549805
PE (40:3),0,7.060227897122247,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2045.0601501464844,1996.900146484375,2228.7601432800293,1930.2001457214355,2359.6001472473145,2045.0601501464844,1996.900146484375,2228.7601432800293,1930.2001457214355,2359.6001472473145,1945.540138244629
PE (40:4),0,7.400932891334636,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2331.460189819336,3117.8402137756348,2824.900215148926,2194.3601722717285,3214.5202407836914,2331.460189819336,3117.8402137756348,2824.900215148926,2194.3601722717285,3214.5202407836914,1889.680145263672
PE (40:5),0,8.19898413921072,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,6524.240467071533,5815.820461273193,4825.3603515625,2389.140182495117,4967.44034576416,6524.240467071533,5815.820461273193,4825.3603515625,2389.140182495117,4967.44034576416,1909.220142364502
PE (42:0),0,6.943454608820215,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1916.5201263427737,1872.3801345825195,1971.9001388549805,1929.10013961792,1982.2401428222656,1916.5201263427737,1872.3801345825195,1971.9001388549805,1929.10013961792,1982.2401428222656,1923.0801315307615
PE (42:1),0,6.943158042833177,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1961.720157623291,1898.880146026611,1982.3601531982424,1947.8201484680176,1887.380126953125,1961.720157623291,1898.880146026611,1982.3601531982424,1947.8201484680176,1887.380126953125,1908.240146636963
PE (42:2),0,6.923756392687854,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1869.7601432800293,1935.8601379394531,1906.3601531982424,1866.3001441955569,1979.5001258850095,1869.7601432800293,1935.8601379394531,1906.3601531982424,1866.3001441955569,1979.5001258850095,1867.18013381958
PE (42:3),0,6.960712707502536,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1870.5801315307615,1999.380146026611,1919.4001350402832,1981.3601455688477,2046.7401313781736,1870.5801315307615,1999.380146026611,1919.4001350402832,1981.3601455688477,2046.7401313781736,1892.660140991211
PE (42:4),0,6.955311678110831,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1966.080139160156,2100.520164489746,1935.4801292419431,1903.880142211914,1887.2601318359375,1966.080139160156,2100.520164489746,1935.4801292419431,1903.880142211914,1887.2601318359375,1866.820140838623
PE (42:5),0,6.994241875047181,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1951.4401359558103,1908.2001457214355,2131.060157775879,1984.540138244629,2073.6801528930664,1951.4401359558103,1908.2001457214355,2131.060157775879,1984.540138244629,2073.6801528930664,1933.5801429748535
PE (42:6),0,7.095379309506306,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2133.6601600646973,2414.6601600646973,2008.340145111084,1940.9801292419431,2379.3001823425293,2133.6601600646973,2414.6601600646973,2008.340145111084,1940.9801292419431,2379.3001823425293,1896.340145111084
PE (44:0),0,6.981747835383498,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1912.800136566162,1982.3801383972168,1978.7801551818848,1964.560146331787,2095.000148773194,1912.800136566162,1982.3801383972168,1978.7801551818848,1964.560146331787,2095.000148773194,1974.7601432800293
PE (44:1),0,6.89830444528965,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1889.3001403808591,1872.260150909424,1871.0201416015625,1866.4201354980469,1873.9401359558103,1889.3001403808591,1872.260150909424,1871.0201416015625,1866.4201354980469,1873.9401359558103,1867.420139312744
PE (44:10),0,6.916612128403952,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1898.9001426696775,1945.9001541137695,1869.8001327514648,1913.060131072998,1878.1001358032229,1898.9001426696775,1945.9001541137695,1869.8001327514648,1913.060131072998,1878.1001358032229,1867.3201370239256
PE (44:12),0,6.909079889692658,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1870.0801429748535,1889.9401359558103,1908.7401428222656,1883.6001319885256,1898.7801361083984,1870.0801429748535,1889.9401359558103,1908.7401428222656,1883.6001319885256,1898.7801361083984,1866.4001388549805
PE (44:2),0,6.934347742165882,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1924.18013381958,1961.000129699707,1916.700134277344,1922.5001487731936,1910.8801307678225,1924.18013381958,1961.000129699707,1916.700134277344,1922.5001487731936,1910.8801307678225,1867.4601402282717
PE (44:3),0,6.92530226893314,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1960.400146484375,1878.5601425170896,1929.6601333618164,1865.940139770508,1933.6201362609863,1960.400146484375,1878.5601425170896,1929.6601333618164,1865.940139770508,1933.6201362609863,1867.1001243591309
PE (44:4),0,6.90932765709263,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1870.320125579834,1872.4201278686523,1870.18013381958,1915.040138244629,1916.760124206543,1870.320125579834,1872.4201278686523,1870.18013381958,1915.040138244629,1916.760124206543,1880.9401359558103
PE (44:5),0,6.941599012437447,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1984.12015914917,1936.340133666992,1871.2001266479492,1959.6801376342771,1874.700122833252,1984.12015914917,1936.340133666992,1871.2001266479492,1959.6801376342771,1874.700122833252,1987.7201385498047
PE (44:6),0,6.93572704116067,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1960.9601402282717,1928.1001319885256,1934.240135192871,1883.0201377868652,1938.7201461791992,1960.9601402282717,1928.1001319885256,1934.240135192871,1883.0201377868652,1938.7201461791992,1867.440143585205
PE (46:1),0,6.934550894420587,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1912.8001403808591,1914.5801315307615,1933.0001411437988,1908.6801414489744,1945.500144958496,1912.8001403808591,1914.5801315307615,1933.0001411437988,1908.6801414489744,1945.500144958496,1909.260150909424
PE (52:4),0,6.934098693120071,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1911.800136566162,1914.3601303100584,1912.740135192871,1907.760139465332,1916.2401275634768,1911.800136566162,1914.3601303100584,1912.740135192871,1907.760139465332,1916.2401275634768,2003.5201606750488
PEo (18:0),0,7.062296888569259,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2227.4801635742188,1990.6201400756836,2167.74015045166,2147.0601387023926,2066.320152282715,2227.4801635742188,1990.6201400756836,2167.74015045166,2147.0601387023926,2066.320152282715,1899.840133666992
PEo (18:1),0,7.077392235955072,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2205.8401641845703,2040.960147857666,2215.0201568603516,2097.4201622009277,2046.5601348876953,2205.8401641845703,2040.960147857666,2215.0201568603516,2097.4201622009277,2046.5601348876953,2127.140167236328
PEo (20:0),0,7.003712105525469,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2074.64013671875,2079.360153198242,1965.8601417541504,1998.8601570129397,1988.240146636963,2074.64013671875,2079.360153198242,1965.8601417541504,1998.8601570129397,1988.240146636963,1966.740146636963
PEo (28:0),0,6.9318519848440685,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1900.1801300048828,1899.3001441955569,2028.5201416015625,1894.4201431274416,1882.920139312744,1900.1801300048828,1899.3001441955569,2028.5201416015625,1894.4201431274416,1882.920139312744,1889.4601440429688
PEo (30:0),0,6.962087615804537,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1869.7401390075684,1925.4201354980469,1904.9201278686523,2106.08016204834,2010.1801528930664,1869.7401390075684,1925.4201354980469,1904.9201278686523,2106.08016204834,2010.1801528930664,1910.620147705078
PEo (32:1),0,6.931761753136503,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1920.9401626586912,1906.6801376342771,1984.880146026611,1908.1801528930664,1874.5001373291016,1920.9401626586912,1906.6801376342771,1984.880146026611,1908.1801528930664,1874.5001373291016,1907.7001419067385
PEo (32:5),0,6.947584839716847,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1921.9801406860352,2008.4001502990725,1872.1801261901855,2022.6601638793943,1873.600128173828,1921.9801406860352,2008.4001502990725,1872.1801261901855,2022.6601638793943,1873.600128173828,1933.8201446533203
PEo (34:0),0,6.9230172467529245,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1907.7201309204104,1941.6201210021973,1907.4201431274416,1866.68013381958,1920.580139160156,1907.7201309204104,1941.6201210021973,1907.4201431274416,1866.68013381958,1920.580139160156,1883.9601364135744
PEo (34:1),0,6.99728206883383,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1905.2401428222656,1941.2801399230957,2107.7801475524902,1931.1801528930664,2178.0201377868652,1905.2401428222656,1941.2801399230957,2107.7801475524902,1931.1801528930664,2178.0201377868652,1951.780143737793
PEo (34:2),0,7.014069551456806,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2059.3001556396484,2228.380157470703,1874.1801300048828,2115.9601516723633,1929.8601379394531,2059.3001556396484,2228.380157470703,1874.1801300048828,2115.9601516723633,1929.8601379394531,1929.5401344299316
PEo (34:3),0,6.96246200807088,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1975.1801376342771,1959.1201438903809,1969.1801528930664,1931.7001457214355,1991.5601196289065,1975.1801376342771,1959.1201438903809,1969.1801528930664,1931.7001457214355,1991.5601196289065,1899.8201484680176
PEo (34:4),0,6.954419593285451,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1946.900146484375,1917.6001472473145,1982.3201446533203,1912.660144805908,1979.1401481628416,1946.900146484375,1917.6001472473145,1982.3201446533203,1912.660144805908,1979.1401481628416,1953.720157623291
PEo (36:0),0,6.994219442882285,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1974.02014541626,1992.9801445007324,1926.0201377868652,2059.8601455688477,2061.840156555176,1974.02014541626,1992.9801445007324,1926.0201377868652,2059.8601455688477,2061.840156555176,2000.2201385498047
PEo (36:1),0,7.073262631199633,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2100.220142364502,2189.9401626586914,1937.5601387023928,2237.6201515197754,2203.280158996582,2100.220142364502,2189.9401626586914,1937.5601387023928,2237.6201515197754,2203.280158996582,1939.960147857666
PEo (36:2),0,7.1677500410779835,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2523.560188293457,2050.840156555176,2029.1201515197752,2121.160144805908,2766.9001998901367,2523.560188293457,2050.840156555176,2029.1201515197752,2121.160144805908,2766.9001998901367,1866.64013671875
PEo (36:3),0,7.035188534906232,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1963.740135192871,1872.8001441955569,2304.8001708984375,2074.020164489746,2183.940155029297,1963.740135192871,1872.8001441955569,2304.8001708984375,2074.020164489746,2183.940155029297,1867.860149383545
PEo (36:4),0,6.9794530757428435,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1921.140151977539,1962.8601303100584,2084.7401428222656,2030.4401512145996,1972.2401275634768,1921.140151977539,1962.8601303100584,2084.7401428222656,2030.4401512145996,1972.2401275634768,1866.8601417541504
PEo (36:5),0,7.034360054748259,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2099.360153198242,2187.6001510620117,1870.200134277344,2140.1601486206055,2099.460132598877,2099.360153198242,2187.6001510620117,1870.200134277344,2140.1601486206055,2099.460132598877,1866.880146026611
PEo (38:0),0,8.101766615900033,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,5236.860282897949,5827.400424957275,4412.860206604004,2206.180149078369,5192.420379638672,5236.860282897949,5827.400424957275,4412.860206604004,2206.180149078369,5192.420379638672,1889.720142364502
PEo (38:1),0,6.993083718638347,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2187.3401641845703,1967.0401306152344,2046.580150604248,1969.5401458740232,1904.8201332092283,2187.3401641845703,1967.0401306152344,2046.580150604248,1969.5401458740232,1904.8201332092283,1866.8601417541504
PEo (38:2),0,7.077937001711263,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2141.360153198242,2010.6601600646973,2235.1201515197754,2173.3401641845703,2159.7601623535156,2141.360153198242,2010.6601600646973,2235.1201515197754,2173.3401641845703,2159.7601623535156,1910.180145263672
PEo (38:3),0,6.988779894969948,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,1967.240135192871,2065.080150604248,1957.3801307678225,1893.7201461791992,2101.140148162842,1967.240135192871,2065.080150604248,1957.3801307678225,1893.7201461791992,2101.140148162842,1983.0001411437988
PEo (38:4),0,7.53255443266021,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,3133.620265960694,3341.860248565674,3240.980224609375,2099.4401473999023,3217.2402114868164,3133.620265960694,3341.860248565674,3240.980224609375,2099.4401473999023,3217.2402114868164,1991.7401390075684
PEo (38:5),0,7.220148078969874,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2541.2001876831055,2233.280158996582,2530.4201736450195,2032.880153656006,2564.6001892089844,2541.2001876831055,2233.280158996582,2530.4201736450195,2032.880153656006,2564.6001892089844,1975.540138244629
PEo (38:6),0,7.1056814915179745,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2200.0001678466797,2415.2201538085938,2147.600143432617,2081.580150604248,2132.540145874023,2200.0001678466797,2415.2201538085938,2147.600143432617,2081.580150604248,2132.540145874023,1867.0401420593264
PEo (40:0),0,9.84579648680136,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,15464.841171264648,24117.262145996097,16341.220832824709,3943.120277404785,19188.36111831665,15464.841171264648,24117.262145996097,16341.220832824709,3943.120277404785,19188.36111831665,1868.300136566162
PEo (40:2),0,7.404360693300163,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,3184.5201988220215,3599.140281677246,2621.700206756592,1913.0601272583008,2422.0001792907715,3184.5201988220215,3599.140281677246,2621.700206756592,1913.0601272583008,2422.0001792907715,1867.440143585205
PEo (40:3),0,7.0721568097965894,0,1,1,5,5,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,Genotype_ 5xFAD | Sex_ Male | Brain Region_ Liver | Time Period_ New Data,PE,2156.240165710449,2141.2401542663574,2073.1801528930664,1962.8801345825195,2311.9801597595215,2156.240165710449,2141.2401542663574,2073.1801528930664,1962.8801345825195,2311.9801597595215,1970.1201362609863
