lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD73-5xFAD-M2liver_033123,FAD131-5xFAD-M1liver_033123,FAD131-5xFAD-M2liver_033123,FAD131-5xFAD-M4liver_033123,FAD173-5xFAD-M1liver_033123,DOD73m2_500x_N1__liverLD__8_8_23,FAD131m1_500x_N1__liverLD__8_8_23,FAD131m2_500x_N1__liverLD__8_8_23,FAD131m4_500x_N1__liverLD__8_8_23,FAD173m1_500x_N1__liverLD__8_8_23,Blank_500x_N1__liverLD__8_8_23
PE (44:1),0.7493488312362713,8.058822880118546,12.970460670919755,3.1644415036416495e-4,6.227782639754812e-4,5,5,Time Period_ Older Data,Time Period_ New Data,PE,46616.543212890625,47234.963638305664,50413.9436340332,48005.86325836182,50932.10372924805,1889.3001403808591,1872.260150909424,1871.0201416015625,1866.4201354980469,1873.9401359558103,1867.420139312744
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",0.7466013946278773,10.34863304345188,12.930034139311509,3.233518857004531e-4,6.343463744951565e-4,5,5,Time Period_ Older Data,Time Period_ New Data,CE,205946.43334960935,276739.91984558105,293973.599899292,152646.49005126953,263308.8188018799,9503.700653076172,9786.04067993164,8990.300636291504,8816.700626373291,8819.180606842041,9270.880668640137
Lyso_PI(22:1) | PI (22:1),-0.7466819638775325,7.5155546778763656,12.880367258251404,3.3204707291213323e-4,6.493364981392828e-4,5,5,Time Period_ Older Data,Time Period_ New Data,PI,18328.4013671875,19243.581451416016,18055.281311035156,18447.161254882812,19524.04135131836,1926.4001388549805,2047.6401405334473,2050.0601387023926,2228.9201622009277,1916.720142364502,2180.560161590576
PSo (36:5),0.7315913344945342,8.128396984465315,12.372773546939417,4.3563998096437373e-4,8.492222413735893e-4,5,5,Time Period_ Older Data,Time Period_ New Data,PS,47140.76354980469,52012.68371582031,54250.404052734375,50599.00378417969,50144.78369140625,2026.3601531982424,2012.3801345825195,1959.4201354980469,1958.640151977539,1959.5601425170896,1958.000144958496
PE (22:6),0.7295958326719001,8.351175111816472,12.315576673480052,4.4919391103275615e-4,8.728815432056081e-4,5,5,Time Period_ Older Data,Time Period_ New Data,PE,61239.62438964844,54636.263671875,62058.68426513672,58346.563903808594,64226.48504638672,2295.260154724121,2545.0801696777344,2819.5002250671387,1974.8201522827148,2129.1801376342773,1911.6801376342771
Lyso_PI(20:0) | PI (20:0),-0.7262722523302462,7.576276368776206,12.195657662427813,4.790088569939145e-4,9.278913707806646e-4,5,5,Time Period_ Older Data,Time Period_ New Data,PI,19583.72131347656,19826.261260986328,17678.581268310547,20962.641540527344,20921.061645507812,1926.5201301574707,2272.4801635742188,2387.3001747131348,2089.380157470703,1949.4801292419431,2186.5601654052734
PE (32:3),0.7241571241686026,8.099067233413217,12.124158433719131,4.977278806849823e-4,9.611297006330693e-4,5,5,Time Period_ Older Data,Time Period_ New Data,PE,53421.96368408203,49690.14367675781,50387.623962402344,46893.30352783203,48576.36346435547,1926.8801307678225,1908.4401359558103,1889.9001350402832,1975.2001495361328,2059.880153656006,1872.7801246643064
"18:3 Cholesteryl ester, 16:2 Stigmasteryl ester, 16:3 Sitosteryl ester",0.721025307418191,10.843723093867455,12.072192242500904,5.117948359737909e-4,9.852050592495476e-4,5,5,Time Period_ Older Data,Time Period_ New Data,CE,288172.8215332031,384476.5457763672,390682.3272705078,255557.0780029297,387639.5881958008,13062.680919647217,13973.520977020264,12106.640914916992,13831.981033325195,13908.720901489258,9596.980686187744
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",-0.7161122343985269,11.604960144239515,11.915267816120377,5.567573298467664e-4,0.0010684190504224552,5,5,Time Period_ Older Data,Time Period_ New Data,CE,294389.98150634766,410220.330078125,391361.0276489258,256653.89776611328,393576.3296508789,26728.861919403076,41525.44277191162,39880.4026260376,38525.48285675049,38519.90280914307,18138.161308288574
Lyso_PI(22:0) | PI (22:0),-0.7119107434485203,7.796806316372961,11.730028626143792,6.149964656488752e-4,0.0011765149777630656,5,5,Time Period_ Older Data,Time Period_ New Data,PI,23262.52178955078,24792.421630859375,22789.401428222656,21926.561462402344,21737.84164428711,1954.5201301574707,2756.120216369629,2693.3201942443848,2821.720203399658,1917.1401290893557,2792.1801986694336
15:0 Campesteryl ester_simulated | 16:0 Cholesteryl ester,0.7073615610409473,11.1694915998388,11.625059712520084,6.50691515292822e-4,0.0012409472861312023,5,5,Time Period_ Older Data,Time Period_ New Data,CE,433084.33026123047,386755.9862060547,426680.9898071289,481075.57385253906,360613.8235473633,16486.081218719482,15311.101108551024,17561.821308135986,17056.68120956421,16481.281227111816,15103.381072998049
Lyso_PI(13:0),-0.7064080821185348,7.55815153839325,11.543236192070509,6.79961777040071e-4,0.0012927668353601351,5,5,Time Period_ Older Data,Time Period_ New Data,PI,19612.361267089844,19936.341278076172,21189.321350097656,19102.401306152344,19089.06134033203,1883.6401329040527,2564.860179901123,2043.9801597595217,2091.960147857666,1886.9201316833496,2130.780158996582
PSo (32:0),0.693079067659515,8.09284806222512,11.1154663992711,8.561079352189198e-4,0.0016226538095226296,5,5,Time Period_ Older Data,Time Period_ New Data,PS,52445.04382324219,46515.20343017578,50568.16326904297,47680.22381591797,47310.26348876953,1961.540126800537,1961.200134277344,1959.9401321411133,1959.2001419067385,1958.5601348876953,1985.5401458740232
Lyso_PC(15:1),-0.6922967440074794,7.612314663790317,11.091876137248558,8.670671890178439e-4,0.001638384627101202,5,5,Time Period_ Older Data,Time Period_ New Data,PC,20139.76153564453,19700.061401367188,20368.48135375977,21092.92152404785,20368.30155944824,1912.68013381958,2511.0001831054688,1883.1001319885256,2412.8801879882812,1932.2601470947263,2442.340175628662
"PIo (36:3), PIp (36:2)",-0.688580323858333,7.469968553623166,10.969034534207918,9.264701649185439e-4,0.001745277130244107,5,5,Time Period_ Older Data,Time Period_ New Data,PI,14572.341217041016,23630.901473999023,22271.041107177734,11469.320877075195,21452.04135131836,1926.4801406860352,1961.9601287841797,1949.6801376342771,1955.4001388549805,1916.5801315307615,2115.520149230957
Lyso_PC(16:1),-0.6852622874941918,7.862485142555954,10.880122029166458,9.720184204211904e-4,0.001825498009083699,5,5,Time Period_ Older Data,Time Period_ New Data,PC,25564.14196777344,29056.822174072266,27928.422103881836,21744.921478271484,23116.961486816406,2639.380210876465,2415.380184173584,3370.5002670288086,2605.72017288208,2217.4201698303223,2040.4801445007324
Cer(d18:1/16:0),-0.6843774927405268,7.976148512158617,10.854434460286285,9.855945757731865e-4,0.0018453685674051153,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,27773.801971435547,26997.14175415039,27263.98193359375,24626.401977539062,27179.24188232422,3420.7402114868164,2833.6401901245117,2185.5001373291016,2825.5802040100098,2683.680187225342,2777.880172729492
PEo (40:5),0.6780885074560341,8.240756648841295,10.650162241551698,0.0011006125082934312,0.002054476682147738,5,5,Time Period_ Older Data,Time Period_ New Data,PE,52418.42303466797,51614.803955078125,54134.704040527344,63034.144104003906,51755.52404785156,1872.500129699707,2378.9601554870605,2391.900177001953,2004.8001556396484,2423.580181121826,1888.620128631592
CerP(d18:1/14:0),-0.6743140962867539,7.47832747253791,10.52392506959015,0.0011783893472488399,0.0021930146160280524,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,19182.301193237305,18051.561233520508,20816.121322631836,16755.2412109375,20409.78131866455,1953.9201545715332,1963.7801628112793,1807.5401344299316,1892.1001205444336,2217.820167541504,1978.680145263672
PEo (40:6),0.6663408868073766,8.456503281809823,10.294515213733206,0.0013342620257915424,0.0024756186984565966,5,5,Time Period_ Older Data,Time Period_ New Data,PE,60703.72454833984,58735.76431274414,62352.763916015625,78650.32568359375,58961.104248046875,2554.6201515197754,2826.980182647705,2784.540153503418,2125.66015625,2796.800205230713,1866.9801406860352
PC (40:1),0.6626536146579577,9.931910948491728,10.20706745892284,0.0013990346224835985,0.0025725532162683483,5,5,Time Period_ Older Data,Time Period_ New Data,PC,220845.6376953125,229493.37170410156,240327.5186767578,108387.5478515625,126975.48815917967,10939.60075378418,8806.68058013916,7507.360588073731,2783.7001914978027,8021.320495605469,2197.920150756836
"PIo (36:1), PIp (36:0)",0.6639300760536617,8.075149772051601,10.2079925840453,0.0013983329842747396,0.0025725532162683483,5,5,Time Period_ Older Data,Time Period_ New Data,PI,45274.3837890625,37529.36291503906,77142.34460449219,25111.081939697266,56481.26361083984,1925.760139465332,1920.240135192871,2084.080146789551,1965.5601501464844,1916.6001358032229,1932.8001441955569
PSo (40:2),0.664233130122342,8.077100217676486,10.217173760346668,0.0013913890308738922,0.0025725532162683483,5,5,Time Period_ Older Data,Time Period_ New Data,PS,44788.58319091797,48955.80358886719,46886.06335449219,47770.563537597656,51342.38397216797,1960.9001388549805,1962.780143737793,1959.8001327514648,1959.5601387023928,1960.2401428222656,1988.7201309204104
"PIo (36:2), PIp (36:1)",0.6612995063098814,8.06700031356783,10.127531948598204,0.001460708651895734,0.0026779658618088457,5,5,Time Period_ Older Data,Time Period_ New Data,PI,23645.941802978516,43121.802017211914,121854.94665527344,18062.2010345459,34083.30261230469,1925.5401344299316,2011.6201362609863,1961.2401428222656,1915.9801445007324,1916.7001304626465,2018.2401428222656
Lyso_PS(20:5) | PS (20:5),0.6607070910359627,8.073362324729949,10.109900162642543,0.0014747495251279223,0.002695684591925223,5,5,Time Period_ Older Data,Time Period_ New Data,PS,47123.382904052734,50781.80355834961,51934.86364746094,44811.68356323242,44738.582946777344,1961.140121459961,1963.440139770508,1959.160125732422,1959.500144958496,1960.4801445007324,1958.7401275634768
PE (26:0),0.660097503805896,8.158926823756556,10.094536355054586,0.0014870957175103006,0.0027102099467051634,5,5,Time Period_ Older Data,Time Period_ New Data,PE,50903.70346069336,50892.44354248047,49238.82327270508,52050.003662109375,51807.98358154297,1980.0401420593264,2044.660140991211,2197.1001510620117,2178.9201583862305,2048.5201568603516,1963.940139770508
Cer(d18:2/16:0),-0.6495140618570262,7.430213057176974,9.769239296407363,0.0017745586100668387,0.0032245666778795653,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,17949.241333007812,19688.921340942383,19715.601287841797,18112.461349487305,19259.9412689209,1834.280128479004,2089.120147705078,1786.8401374816897,1761.3401184082031,2160.240135192871,1666.9001235961914
PE (36:0),0.643094923611702,8.149975938678883,9.58541856018141,0.0019612872253339042,0.003553390972957897,5,5,Time Period_ Older Data,Time Period_ New Data,PE,51678.563720703125,53378.90399169922,48041.14318847656,48929.323303222656,50229.42333984375,2292.320167541504,2043.420150756836,2026.4401473999023,1951.7201461791992,2162.3201751708984,1949.500144958496
PEo (38:2),0.6424010747697643,8.179882528160395,9.565936721017707,0.0019822102955567855,0.003580766985521935,5,5,Time Period_ Older Data,Time Period_ New Data,PE,51989.24395751953,53126.46374511719,51265.06408691406,52092.063415527344,49886.78369140625,2141.360153198242,2010.6601600646973,2235.1201515197754,2173.3401641845703,2159.7601623535156,1910.180145263672
PCo(44:4),-0.6395837321268821,7.3191954227572475,9.469793565175538,0.002088828778237437,0.0037623348754218166,5,5,Time Period_ Older Data,Time Period_ New Data,PC,24646.201873779297,14796.70111465454,14807.580841064451,12060.960777282717,20046.101333618164,1729.200122833252,1650.5201301574707,1911.720142364502,1712.7001342773438,1711.280117034912,1783.2401428222656
Lyso_PC(4:0),-0.6324442301857781,7.9496978354045185,9.280975349740253,0.002315461036866811,0.004158379004985293,5,5,Time Period_ Older Data,Time Period_ New Data,PC,26045.321899414062,27664.502044677734,25498.54180908203,28285.442169189453,27421.46173095703,2793.460216522217,2295.7601623535156,2647.360210418701,2825.1602096557617,2977.120204925537,2622.780185699463
PSo (34:0),0.6198686343464237,8.055106566366948,8.907848842135682,0.0028394755402170015,0.005084642246435096,5,5,Time Period_ Older Data,Time Period_ New Data,PS,47102.4033203125,47997.103271484375,45922.343200683594,46671.12341308594,45560.263244628906,1961.4201354980469,1962.440128326416,1962.2601432800293,1990.0001335144043,1960.140151977539,1959.6801414489744
PEo (32:1),0.6183305352626786,8.018057808242107,8.862905518804155,0.00291023975910449,0.005196254178574973,5,5,Time Period_ Older Data,Time Period_ New Data,PE,43930.5029296875,49693.003479003906,44664.76321411133,43211.4033203125,45883.20330810547,1920.9401626586912,1906.6801376342771,1984.880146026611,1908.1801528930664,1874.5001373291016,1907.7001419067385
PE (42:2),0.6158979229982626,8.008863204277173,8.793637034899419,0.0030228299672270557,0.0053816857219996135,5,5,Time Period_ Older Data,Time Period_ New Data,PE,45175.8232421875,42234.342864990234,46139.983306884766,45743.72314453125,46689.463439941406,1869.7601432800293,1935.8601379394531,1906.3601531982424,1866.3001441955569,1979.5001258850095,1867.18013381958
PS (42:3),0.6134152604885261,8.046764260798996,8.72452526169042,0.003139578090706409,0.005573429694164691,5,5,Time Period_ Older Data,Time Period_ New Data,PS,45341.72351074219,48615.543518066406,47902.883361816406,43414.82312011719,46293.88327026367,1961.1401443481443,1962.0401344299316,1959.7001457214355,1958.9201354980469,1960.4401359558103,1959.580139160156
Cer(d18:0/16:0),0.6128474967778302,8.357644473363285,8.717736320955211,0.003151290775574818,0.005578146890097954,5,5,Time Period_ Older Data,Time Period_ New Data,Cer,58309.224060058594,60306.48455810547,56995.40399169922,58995.843994140625,58613.80438232422,2419.220188140869,2242.0401496887207,2435.6601791381836,2575.2801971435547,2738.0601921081543,1853.7801208496096
PS (32:1),0.6103067781120377,8.047109402891065,8.637030149675077,0.003293979621219382,0.0058140156065075626,5,5,Time Period_ Older Data,Time Period_ New Data,PS,46557.9035949707,44235.06326293945,48414.023529052734,46856.68353271485,45231.10302734375,1977.3201332092283,1963.1201362609863,1960.080135345459,1958.8001327514648,1959.080135345459,1958.740135192871
Lyso_PC(22:1),0.6079293974061866,8.917744454271466,8.590205487867806,0.0033797586638712363,0.0059483752484133755,5,5,Time Period_ Older Data,Time Period_ New Data,PC,83288.385498046875,84373.165771484375,86819.34582519531,84616.44592285156,87262.4072265625,4188.2802810668945,3805.080276489258,3368.0402488708496,3785.760234832764,3000.2802200317383,3256.720226287842
PI (40:5),0.6082858210745818,8.089774326305704,8.581815760439866,0.003395366190844259,0.005958819297891919,5,5,Time Period_ Older Data,Time Period_ New Data,PI,41291.142333984375,51624.42500305176,64679.486152648926,35422.222564697266,47207.74277496338,1926.14013671875,1947.4801445007324,2401.660182952881,1974.4401321411133,1915.8201370239256,1912.5601348876953
PE (40:3),0.6065233647798387,8.141140652337018,8.534056696109047,0.0034856193193749177,0.006099833808906106,5,5,Time Period_ Older Data,Time Period_ New Data,PE,49631.143493652344,50346.16339111328,51287.4033203125,48939.08349609375,48036.502990722656,2045.0601501464844,1996.900146484375,2228.7601432800293,1930.2001457214355,2359.6001472473145,1945.540138244629
Lyso_PI(15:1) | PIp (16:0),-0.6026120758172865,7.659870404696991,8.423891988291459,0.003703222455720864,0.006462280545960488,5,5,Time Period_ Older Data,Time Period_ New Data,PI,20524.761352539062,21889.72149658203,21308.96142578125,23971.28173828125,22126.58142089844,1883.9001350402832,2158.760154724121,2191.560157775879,2672.900215148926,1883.2401313781736,2419.1801681518555
Lyso_PC(11:0),-0.5997248581869172,7.5426675822669615,8.341889530411308,0.0038741284947960827,0.006741421335577364,5,5,Time Period_ Older Data,Time Period_ New Data,PC,21339.781448364258,20381.40145874023,17324.121215820312,19827.081329345703,25611.74185180664,2293.4201622009277,1938.9801445007324,2251.900177001953,2070.3001441955566,1716.7001113891602,1791.1801223754885
PE (40:2),0.5977777794881259,8.014143979882173,8.28781248729652,0.003991203934259794,0.006925582038039529,5,5,Time Period_ Older Data,Time Period_ New Data,PE,42098.00308227539,42911.70333862305,47747.94320678711,44450.78302001953,48698.22344970703,1891.2401428222656,1966.7401275634768,1870.7201385498047,2013.0601539611816,1924.340133666992,1866.4001388549805
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",0.5940632809067284,10.384466703759655,8.219825101382938,0.004143519351183923,0.007169685169464316,5,5,Time Period_ Older Data,Time Period_ New Data,CE,199579.47518920896,276432.15826416016,283204.7405395508,150922.0499267578,261169.54040527344,10460.900741577148,10370.700695037842,9856.000675201416,9399.76070022583,10036.360691070557,9720.780685424805
PEo (38:0),-0.5927914122826144,8.60766590840507,8.174313918605407,0.004248773670277077,0.00733121731341927,5,5,Time Period_ Older Data,Time Period_ New Data,PE,47298.743591308594,47138.90344238281,48477.782958984375,44069.86297607422,45629.22332763672,5236.860282897949,5827.400424957275,4412.860206604004,2206.180149078369,5192.420379638672,1889.720142364502
PC (34:3),0.5892915321697161,11.911089898422846,8.094698343860728,0.004439492673114242,0.007638903593961936,5,5,Time Period_ Older Data,Time Period_ New Data,PC,819535.884979248,982939.9408569336,1013040.0764160156,156403.052734375,690556.8792724609,18533.181747436523,66714.42390823364,44197.682750701904,12788.440883636476,16308.120929718018,2145.740161895752
Lyso_PC(20:5),-0.5702849703957291,7.812440736614011,7.553575353566232,0.005989112725744129,0.010276583395705804,5,5,Time Period_ Older Data,Time Period_ New Data,PC,24796.2216796875,25352.281631469727,24461.62176513672,23004.361724853516,26959.661712646484,2544.540199279785,2384.000171661377,1886.0001373291016,2757.040199279785,2400.840171813965,2586.6401596069336
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",0.5686225608398422,10.972089046293403,7.537793215250105,0.006041799736281679,0.010338190659859761,5,5,Time Period_ Older Data,Time Period_ New Data,CE,294205.46014404297,404242.4270019531,389475.8056640625,253274.03649902344,399530.48626708984,14709.421012878418,15681.02112197876,15762.041149139404,14904.241035461426,14789.661037445068,15102.501056671144
PE (20:3),0.5653555340975038,8.089935418787261,7.421123721178397,0.006446254427363867,0.01099970284558488,5,5,Time Period_ Older Data,Time Period_ New Data,PE,46757.6633605957,46887.54376220703,46567.28366088867,49247.34344482422,47023.4035949707,2167.080146789551,2083.700149536133,1959.5001411437988,2077.7001571655273,2075.320167541504,1899.6001243591309
PEo (36:0),0.564899576861043,8.05131816639261,7.40799778608789,0.006493454995460614,0.011049636124872206,5,5,Time Period_ Older Data,Time Period_ New Data,PE,49565.303649902344,47215.04333496094,45283.143310546875,44983.243103027344,41607.20294189453,1974.02014541626,1992.9801445007324,1926.0201377868652,2059.8601455688477,2061.840156555176,2000.2201385498047
PC (38:3),-0.5626550837830997,11.839724143550097,7.384529578340789,0.006578727466267003,0.011154030846796448,5,5,Time Period_ Older Data,Time Period_ New Data,PC,812198.576965332,467542.2560729981,540536.2777099609,172718.29302978516,337196.3048095703,34156.50241851807,70980.22420120239,82008.58585739136,10580.960803985596,26796.681812286377,2371.9201622009277
PE (42:3),0.563897806220987,8.017627388345865,7.381172616112721,0.006591018227652447,0.011154030846796448,5,5,Time Period_ Older Data,Time Period_ New Data,PE,45380.00323486328,43291.802978515625,43609.58312988281,44720.58316040039,46939.42364501953,1870.5801315307615,1999.380146026611,1919.4001350402832,1981.3601455688477,2046.7401313781736,1892.660140991211
15:1 Campesteryl ester_simulated | 16:1 Cholesteryl ester,0.560443011375913,11.504297509729296,7.325372177617964,0.006798788417248132,0.011474119630205067,5,5,Time Period_ Older Data,Time Period_ New Data,CE,535552.8375244141,481713.9729003906,498225.01708984375,579250.8642578125,444289.9498291016,20336.40142059326,23602.90170288086,23726.781665802,22505.321563720703,21550.041522979736,18229.441314697266
SM (d18:1/24:1)15Z)),0.5570642066890715,11.634594970800665,7.23835289820272,0.007136241619694415,0.01201072360036,5,5,Time Period_ Older Data,Time Period_ New Data,SM,691411.9628601074,745430.0417785645,843589.4886474609,156610.81063842773,549516.480255127,42420.90249633789,39688.86343765259,9535.660697937012,7700.800495147705,32892.68298339844,2602.980178833008
PS (34:2),0.54095670252872885,8.006778490054806,6.79608285432802,0.009135809463770865,0.015334219699408319,5,5,Time Period_ Older Data,Time Period_ New Data,PS,45214.96307373047,44116.60299682617,46007.14306640625,41870.16256713867,42947.30303955078,1961.340145111084,1962.4001426696775,1959.260139465332,1958.9001350402832,1959.400146484375,1958.6201515197752
PEo (32:5),0.5399953004568785,7.990836847861311,6.771718803644635,0.009261359869089918,0.015502711085215734,5,5,Time Period_ Older Data,Time Period_ New Data,PE,48239.64318847656,40483.862884521484,44594.16354370117,43689.482971191406,40534.282775878906,1921.9801406860352,2008.4001502990725,1872.1801261901855,2022.6601638793943,1873.600128173828,1933.8201446533203
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",0.5369410148405364,11.462089195290824,6.727345433981326,0.009494579711559665,0.015850030087590117,5,5,Time Period_ Older Data,Time Period_ New Data,CE,526446.7568359375,515568.9758300781,510220.7159423828,489595.0556640625,500443.7147216797,21017.161445617676,22131.501747131348,20237.80131912231,23239.541675567627,26787.502017974857,9296.26068496704
Lyso_PI(22:6) | PI (22:6),-0.5358140509136089,7.643739177181157,6.669025810405714,0.00981027977630573,0.016332790114065757,5,5,Time Period_ Older Data,Time Period_ New Data,PI,23515.76156616211,21207.28143310547,21405.401428222656,23251.621643066406,22642.80145263672,1929.3601303100584,2243.6601638793945,1953.4001388549805,2478.6601791381836,1916.9001350402832,2337.8001861572266
PE (40:5),-0.5334068500508005,8.72574043077038,6.628334003556365,0.010036909611220795,0.016665057467687358,5,5,Time Period_ Older Data,Time Period_ New Data,PE,52829.143798828125,53588.32415771485,52318.26348876953,50708.32336425781,50201.84338378906,6524.240467071533,5815.820461273193,4825.3603515625,2389.140182495117,4967.44034576416,1909.220142364502
PS (38:0),0.5335891835652887,8.008707770125564,6.613282679249579,0.010122090155663495,0.016761310580346002,5,5,Time Period_ Older Data,Time Period_ New Data,PS,43629.203125,43855.36294555664,43725.203125,44380.142822265625,43600.42303466797,1961.0001335144043,1975.120132446289,1959.6401329040527,1959.240135192871,1959.700134277344,2024.9001426696775
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",0.5280561697470822,10.156778596439871,6.50329882717196,0.01076745327478139,0.017782174845215378,5,5,Time Period_ Older Data,Time Period_ New Data,CAR,186955.3337402344,181111.3923339844,204502.91455078125,183929.73364257812,230808.876953125,10065.640720367432,8857.42060470581,8641.180652618408,8485.280597686768,8339.140609741211,7469.680561065674
Lyso_PI(17:0),0.5276968079519563,8.194527292078163,6.472517924746512,0.010955520696033736,0.018044387028761447,5,5,Time Period_ Older Data,Time Period_ New Data,PI,49513.68310546875,49811.743408203125,50865.343994140625,49420.983642578125,46418.72314453125,1883.0801277160645,2690.4601821899414,2110.2801475524902,2469.8201751708984,1910.0201377868652,2584.7601737976074
SM (d18:0/18:0),-0.5207221559478044,9.237093067639051,6.322547387364239,0.011921225075185945,0.01958259905683878,5,5,Time Period_ Older Data,Time Period_ New Data,SM,78170.18705749512,91534.26496887208,98228.94766235352,36795.7428894043,71322.02340698242,8681.480606079102,9733.460678100586,3900.7402381896977,4929.160305023193,7765.980617523193,2435.0401763916016
PE (14:1),0.5152342152196139,8.218184753106351,6.173317123459,0.01296912135266091,0.02124728391818915,5,5,Time Period_ Older Data,Time Period_ New Data,PE,51183.96350097656,51851.703369140625,51978.983337402344,50860.42370605469,51018.863830566406,2162.240161895752,2168.5201530456543,2514.0601959228516,2546.0802001953125,2237.2001571655273,1895.2401390075684
PS (36:0),0.49484124159314685,7.992429189682394,5.692259387087283,0.01703990186093803,0.02784238606455657,5,5,Time Period_ Older Data,Time Period_ New Data,PS,41914.442932128906,44074.30285644531,43572.522857666016,43329.52313232422,41965.62316894531,1961.0801429748535,2028.6401405334473,1973.3001289367676,1958.5601387023928,1960.9601402282717,1958.240146636963
PEo (40:3),0.49429467623345175,8.090697149920308,5.681810967884523,0.017141665917943923,0.027934566681093797,5,5,Time Period_ Older Data,Time Period_ New Data,PE,46022.10321044922,47293.5634765625,46537.84326171875,45488.16326904297,45966.40319824219,2156.240165710449,2141.2401542663574,2073.1801528930664,1962.8801345825195,2311.9801597595215,1970.1201362609863
PEo (30:0),0.49373119437674284,7.981558787999884,5.666679265439285,0.017290156407137876,0.028102206719780823,5,5,Time Period_ Older Data,Time Period_ New Data,PE,42885.42288208008,44597.783294677734,44289.063049316406,38246.582763671875,43681.363189697266,1869.7401390075684,1925.4201354980469,1904.9201278686523,2106.08016204834,2010.1801528930664,1910.620147705078
PI (36:0),0.4887539589224664,7.973911778379869,5.553225730760909,0.018446660933651077,0.02990300825033964,5,5,Time Period_ Older Data,Time Period_ New Data,PI,39367.1435546875,47696.36334228515,59452.24377441406,25626.881896972656,39182.70281982422,1925.120128631592,1978.380146026611,1975.9201431274416,1913.6201438903809,1917.120132446289,2079.380153656006
PEo (36:1),0.4883112046963225,8.089594616756202,5.54577406333383,0.018525361594779,0.029951765728041643,5,5,Time Period_ Older Data,Time Period_ New Data,PE,48772.94348144531,45410.04315185547,45314.56329345703,44469.00323486328,47019.50344848633,2100.220142364502,2189.9401626586914,1937.5601387023928,2237.6201515197754,2203.280158996582,1939.960147857666
SM (d18:2/14:0),0.48693954682910073,7.9604558491796,5.511302571596957,0.018893970639424166,0.03046776417247457,5,5,Time Period_ Older Data,Time Period_ New Data,SM,39674.48278808594,42687.92321777344,38016.522705078125,41509.98309326172,41369.46270751953,1781.8201293945312,1796.6001319885254,1948.6001319885256,1902.3001289367676,1965.620128631592,2522.5601959228516
Lyso_PI(14:1),0.48609377312287066,8.393169951247476,5.499900137829058,0.019017559679521134,0.03050733531923182,5,5,Time Period_ Older Data,Time Period_ New Data,PI,53903.56335449219,53789.68359375,53123.04406738281,56951.36437988281,57616.04333496094,1971.0401458740232,2723.180187225342,2696.820198059082,3413.70023727417,1908.3801383972168,3303.060245513916
"PIo (32:1), PIp (32:0)",-0.48651300531700864,7.540546083826534,5.5016457112944614,0.018998585688305366,0.03050733531923182,5,5,Time Period_ Older Data,Time Period_ New Data,PI,21139.62173461914,21003.621459960938,22201.661560058594,22443.34161376953,20969.301696777344,1926.4401321411133,1919.9401245117188,1927.0401344299316,2061.1401557922363,1944.5001335144043,2002.4601440429688
PE (34:6),0.48568580081024154,7.994690877117498,5.484736061773006,0.01918321598803951,0.03069314558086322,5,5,Time Period_ Older Data,Time Period_ New Data,PE,41485.36267089844,43168.50308227539,41967.28286743164,44233.50289916992,44198.143127441406,1935.0001411437988,2061.860149383545,2073.7401542663574,1986.7801399230957,1900.380146026611,1913.280158996582
PS (36:1),0.4853329771034376,7.978111182976908,5.476394869018726,0.019274972380358277,0.030760059550001807,5,5,Time Period_ Older Data,Time Period_ New Data,PS,41243.28317260742,43434.30294799805,42360.24298095703,42690.74334716797,42203.20315551758,1961.3801307678225,1962.2401275634768,1968.2801246643064,1958.7001457214355,1960.040138244629,1958.8401412963867
PE (52:4),-0.48207741531498133,7.5131385187132045,5.401592488673199,0.02011838660945535,0.03202306499076097,5,5,Time Period_ Older Data,Time Period_ New Data,PE,21078.361434936523,22572.12142944336,21144.52147293091,21208.30145263672,19646.9013671875,1911.800136566162,1914.3601303100584,1912.740135192871,1907.760139465332,1916.2401275634768,2003.5201606750488
PE (26:1),0.4767479711320474,8.013350537984197,5.286024399741848,0.021497241859700967,0.03412964171540153,5,5,Time Period_ Older Data,Time Period_ New Data,PE,43933.343322753906,41529.66259765625,44856.043212890625,43038.663330078125,43801.12316894531,1956.3401489257812,2174.8801612854004,1953.0801467895508,2022.3601379394531,2009.7201347351072,1959.6401443481443
PE (36:6),0.47217719382386153,8.017266900480548,5.185787979145118,0.02277234375849695,0.03606108934507486,5,5,Time Period_ Older Data,Time Period_ New Data,PE,43247.10302734375,45834.52325439453,42059.10290527344,42189.04330444336,44798.68325805664,2109.0801429748535,2057.6401443481445,1949.5601501464844,1901.1601486206057,2178.3801612854004,1899.4601402282717
