lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD73m2_500x_N1__liverLD__8_8_23,FAD131m1_500x_N1__liverLD__8_8_23,FAD131m2_500x_N1__liverLD__8_8_23,FAD131m4_500x_N1__liverLD__8_8_23,FAD173m1_500x_N1__liverLD__8_8_23,DOD73-5xFAD-M2liver_033123,FAD131-5xFAD-M1liver_033123,FAD131-5xFAD-M2liver_033123,FAD131-5xFAD-M4liver_033123,FAD173-5xFAD-M1liver_033123,Blank_500x_N1__liverLD__8_8_23
PC (42:6),-1.6656750167074308,9.02248008589672,61.60055451149253,4.20700141721806e-15,1.8250090654974124e-14,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2915.500186920166,1998.0201377868652,2094.840156555176,1917.1401443481443,3299.960250854492,133667.5712890625,131684.71032714844,132931.1697998047,86295.8662109375,115075.5693359375,1927.040153503418
PCo(34:2),-1.6550952909444983,9.566300158741736,60.92807223592432,5.919864836843854e-15,2.5500956220250448e-14,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2811.180206298828,6054.400520324707,3405.8802337646484,2889.0401725769043,3066.720226287842,91591.66458129884,111535.98864746094,111711.9506225586,41644.002868652344,527287.5131225586,2126.380142211914
Lyso_PI(22:2) | PI (22:2),1.6531142934969218,7.216903790505201,60.623447192240704,6.910595956155535e-15,2.956199381244312e-14,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1934.700138092041,1991.720142364502,1915.2601318359375,2139.5001678466797,1916.5201377868652,8570.20053100586,9386.240585327148,10062.800796508787,9352.5406494140625,11251.600814819336,1930.3001441955569
1-O-carboceroyl-Cer(d18:1/18:0),1.6532769144106596,7.021522550202566,60.590060863969775,7.028800454866574e-15,2.9860283311709026e-14,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1758.7401275634766,1687.4401092529297,1737.940128326416,1762.900119781494,1688.5601119995115,7887.820468902588,10345.180625915527,10388.600868225098,4972.780319213867,8970.620422363281,1704.800121307373
Lyso_PC(22:4),-1.6467991528511878,8.762291224788038,60.23651061557386,8.411733565751176e-15,3.549060189385427e-14,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2026.6401443481443,1972.360126495361,1868.1001319885256,2008.6601600646973,2297.3801612854004,102477.68688964844,100241.82800292967,105193.12817382812,93288.82604980467,90868.22644042967,2059.7001571655273
Lyso_PI(22:4) | PI (22:4),1.5985970965085503,7.332523063401317,56.88819570440519,4.613065522560411e-14,1.933094123739601e-13,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.140121459961,2294.9001846313477,2054.800163269043,2296.3201751708984,1972.6801376342771,11791.500762939451,10050.240615844728,10205.260665893557,11269.280792236328,10371.200775146484,2183.6001586914062
1-O-carboceroyl-Cer(d18:1/16:0),-1.5922645154034185,9.513656385914024,56.59530170240828,5.353961209013714e-14,2.2284054761840863e-13,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,3283.7802238464355,5583.520454406738,2669.180164337158,2023.3801383972168,4672.500343322754,113573.20904159546,235828.2760810852,286637.5709724426,26846.222297668457,188823.78869247437,1844.6401329040527
SM (d18:1/26:1)17Z)),-1.5863144721369247,9.728173588415709,56.21144514258731,6.508158891002158e-14,2.6906213938639795e-13,5,5,Time Period_ New Data,Time Period_ Older Data,SM,4650.0803718566895,6483.360488891602,2578.6401748657227,2627.820167541504,4994.080413818359,216923.49560546875,225007.63623046875,247767.09619140625,110503.50708007812,185104.9559326172,1807.5201301574707
SM (d16:1/22:1),-1.5824396707589627,11.419060306430492,56.028500310352236,7.142804361725417e-14,2.9333116578819045e-13,5,5,Time Period_ New Data,Time Period_ Older Data,SM,17770.581073760986,22612.60189819336,6243.56033706665,8255.520553588867,15306.08154296875,717992.0911560059,840923.3633728027,919650.0657958984,137105.21014404297,621776.4838256836,2453.7401695251465
SM (d18:0/26:0),-1.5808046119362908,9.687419414359168,55.834452300587884,7.883776607811173e-14,3.216163172458068e-13,5,5,Time Period_ New Data,Time Period_ Older Data,SM,5665.040374755859,4113.100250244141,2616.0802154541016,3334.840217590332,4762.200351715088,201321.07482910156,220709.97204589844,238901.5733642578,112645.50830078124,173328.0509033203,2496.3401794433594
PI (32:3),1.5572496779713092,7.2404337863598,54.093698367873905,1.9115332635209255e-13,7.746740067953224e-13,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1927.140151977539,2058.8201484680176,1981.5201606750488,2031.1401405334473,1915.9401321411133,8617.060562133789,11026.500793457031,10390.58073425293,11210.100799560549,10735.10075378418,1945.9601287841797
PI (40:6),-1.5518459594354324,8.755130804294986,53.79111499204339,2.2297881510637096e-13,8.977447719315327e-13,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.8401260375977,2729.460189819336,2198.560146331787,1938.660140991211,1916.7201385498047,83462.24653625488,101447.30703735352,131084.45068359375,77878.90339660645,91172.82693481444,1912.380146026611
Lyso_PI(17:1) | PIp (18:0),1.5510218246518068,7.764095526499226,53.75681146438758,2.2690617411984194e-13,9.076246964793678e-13,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1893.5201301574707,3582.300247192383,2524.4401779174805,3809.6002922058105,1929.660140991211,15766.661071777344,14677.201095581057,14547.1611328125,14375.70100402832,13067.02084350586,3336.3202323913574
PI (34:5),1.5502160326512286,7.240611533325013,53.62571015017296,2.4256419585015097e-13,9.63997062217374e-13,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1955.1201438903809,2042.3001403808591,1972.6401443481443,1970.0201416015625,1917.1401443481443,10304.440689086914,8191.980529785156,11852.400833129885,9585.760696411133,12041.720947265623,2002.7601432800293
Cer(d18:1/22:0),1.5448115314564501,7.827525757275364,53.37112720179171,2.761255384078661e-13,1.0903418696105484e-12,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,3674.1402320861816,3290.320243835449,2833.580192565918,2256.7001762390137,3733.6002883911137,16935.281127929688,16337.781143188477,18543.801177978516,15014.921089172363,16519.141174316406,1879.9001350402832
Lyso_PI(20:4) | PI (20:4),1.5291117551000086,7.2903393384914015,52.24344281090357,4.902938296306231e-13,1.923700630907413e-12,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.18013381958,2104.080139160156,2066.760150909424,2097.4801597595215,1917.4601249694824,10664.320770263672,11303.420852661133,9672.380752563477,11610.960861206057,10762.380676269531,2128.0201568603516
15:1 Cholesteryl ester,-1.5240765648628651,11.047224618903124,52.131670110564826,5.190107044223472e-13,2.023484771671936e-12,5,5,Time Period_ New Data,Time Period_ Older Data,CE,10741.840732574465,10239.020755767822,10431.480724334717,10876.82075881958,10540.300720214844,508496.5587158203,438516.2509765625,455777.6730957031,537842.7579956055,401359.5675048828,10276.380741119385
15:0 Cholesteryl ester,-1.5055228356618038,11.042331476689975,50.92232042950592,9.609460477753042e-13,3.722910474399921e-12,5,5,Time Period_ New Data,Time Period_ Older Data,CE,10874.340755462646,10458.340728759766,11052.460815429688,10360.64070892334,10476.920707702637,500697.69384765625,423330.630859375,465915.3526611328,535240.1566162109,403107.68908691406,10115.340724945068
PIo (42:0),1.5057738155356768,7.223179103224786,50.715116028816084,1.0679389119379002e-12,4.1115648109609164e-12,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.5801467895508,1959.740146636963,1983.52014541626,1913.7601203918457,1916.1401252746584,12360.600952148438,10074.860778808594,10689.740692138672,9207.100662231443,10388.04071044922,1932.240135192871
PIp (28:0),1.5038752855681168,7.27895179696019,50.59990928423957,1.1325027613509618e-12,4.3330540434297665e-12,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.2601432800293,2042.2201347351072,2062.7001609802246,2028.7801361083984,1917.0801429748535,11207.320846557615,12980.580871582031,10264.260711669922,9240.500701904297,10640.400833129885,2123.4401626586914
PEo (34:1),-1.5022372354939193,8.64105336318576,50.53075948382445,1.1731166167647104e-12,4.460739727944825e-12,5,5,Time Period_ New Data,Time Period_ Older Data,PE,1905.2401428222656,1941.2801399230957,2107.7801475524902,1931.1801528930664,2178.0201377868652,77681.08557128906,76009.62503051758,86927.56463623047,127100.20922851562,71045.60446166992,1951.780143737793
"Cer(d14:2(4E,6E)/16:0)",1.4992787711853033,7.178273176598717,50.28369680309814,1.330503188256527e-12,5.028159288135096e-12,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1848.160140991211,1804.000129699707,1718.3001098632812,1910.8001403808591,1971.760124206543,9602.800636291504,10676.380744934082,10004.140781402588,9362.640663146973,10919.260772705078,2028.8001327514648
1-O-cerotoyl-Cer(d18:1/16:0),-1.49684064055178,8.53764770938545,50.16669935564513,1.4122417321694628e-12,5.3045177257096895e-12,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1827.9601364135744,1760.0801315307615,1829.700138092041,1932.6601486206057,2012.2001457214355,56626.68326950073,118284.70900344849,124009.0466156006,21522.68152618408,91505.28868865968,1898.200138092041
"PIo (34:3), PIp (34:2)",1.480489735788525,7.247171359933878,49.09609817731253,2.4372453985065934e-12,9.099049487757948e-12,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.060131072998,1971.580139160156,1971.940143585205,2015.720157623291,1917.460132598877,12044.920875549316,10842.58074951172,8409.74063873291,10500.840774536133,12348.540962219238,1976.1201438903809
PC (44:6),1.4757493375548025,7.521575915275048,48.85029440180949,2.7626395437399147e-12,1.0251722644239683e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2568.520175933838,2913.120220184326,2531.800189971924,2192.4601707458496,2362.7801551818848,12184.300956726074,15972.960815429688,17557.341094970703,9508.960647583008,14620.66082382202,1571.2801132202148
Lyso_PI(15:0) | PIo (16:0),-1.454888248978439,8.960468943935675,47.56010193754014,5.334316551171539e-12,1.967628141030939e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1883.940143585205,3620.720272064209,2577.8801879882812,2870.72021484375,1874.240119934082,105419.08666992188,109794.26806640624,109901.607421875,109166.228515625,107434.78759765624,2658.920181274414
Lyso_PI(20:3) | PI (20:3),1.4506008568324757,7.277936065406422,47.21145648723114,6.372687498367871e-12,2.336652082734886e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.100128173828,2091.02014541626,1914.660140991211,2043.3601531982424,1927.0201301574707,10678.300765991213,11999.700805664062,10471.880798339844,10986.380844116213,11755.620880126951,2089.0201530456543
PI (40:0),1.4366125215206453,7.266246571084602,46.339042314045514,9.946218745623567e-12,3.6253673060971106e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.6201362609863,2011.280143737793,2010.7601356506348,2020.2801399230957,1916.0001373291016,10902.420867919922,10508.74087524414,11763.100769042969,11033.42074584961,12163.50067138672,1965.6001510620115
PC (44:0),1.4341167425467483,7.056729374491287,46.14915608715937,1.0958420776813313e-11,3.970815999127648e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1942.240135192871,1608.0201148986816,1727.6401290893557,1746.040138244629,1586.4201049804688,10013.440780639648,10276.460674285889,11689.5608253479,9580.880683898926,7663.600517272949,1628.0001182556152
PE (36:2),1.4272054639280205,9.956607210198964,45.96074071847556,1.2064665089672553e-11,4.3461015761627436e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PE,19996.121551513672,17490.8212890625,14048.34112548828,4702.700355529785,16980.48117828369,94767.06774902344,84913.006591796875,89684.82629394531,62719.94421386719,85295.42639160156,1926.6201362609863
Lyso_PC(8:0),1.41827270533215,7.4112777800202485,45.233633464872426,1.7487587191144426e-11,6.26299634287498e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2479.920177459717,2131.5601501464844,2201.2801628112793,2005.4801483154297,2360.320171356201,12584.460891723633,11644.760887145996,13857.160903930664,13042.561004638672,13375.520797729492,1839.6201210021973
Lyso_PI(20:2) | PI (20:2),1.4046761825535323,7.305707580851667,44.37791342729648,2.7072423289539176e-11,9.639660547026666e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1984.2001457214355,1989.940139770508,1989.6401405334473,2116.380138397217,1919.1401405334473,10060.140655517578,12059.94090270996,10908.00067138672,12209.880767822266,13048.020736694336,2131.020175933838
PC (44:1),1.404929417986722,7.061848302187841,44.3572359481111,2.735988526571088e-11,9.686028346941324e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1766.6001319885254,1762.240135192871,1885.660140991211,1585.2401161193848,1618.1801109313965,10117.860633850098,10703.280769348145,11615.440956115724,6973.320507049561,10911.160667419434,1612.9001121520996
Lyso_PC(22:2),-1.4027018688577673,8.576064115918225,44.28840883488556,2.8338923726550955e-11,9.975301151745937e-11,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1845.860122680664,2157.2201499938965,2268.860149383545,1882.400127410889,1975.080135345459,84554.42517089844,84696.285888671875,83519.88659667969,79111.985595703125,81250.92663574219,1866.4801483154297
PS (32:2),-1.3988066608801242,8.540410034613997,44.04539095034169,3.2084848356187656e-11,1.122969692466568e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1977.160144805908,1962.860126495361,1959.340129852295,1959.700134277344,1959.5801315307615,78420.10498046875,80640.84558105469,79385.1455078125,80417.02551269531,80610.74572753906,2062.760139465332
"PIo (40:4), PIp (40:3)",1.3990170400882438,7.2790660166729975,44.03271130791495,3.229336484838414e-11,1.1238820760793578e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.9601554870603,1932.440143585205,2139.66015625,2029.460147857666,1916.5401344299316,10780.220809936523,13464.64093017578,12818.660949707031,9379.360778808594,11903.240783691406,1926.3401260375977
PC (42:1),-1.3879714293874574,8.658671167823943,43.40919988266111,4.440952999468894e-11,1.5368691279060893e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2839.3802185058594,1910.580150604248,2049.6801414489746,1704.8801307678225,2406.1201667785645,94304.727783203125,96977.48620605467,91107.94543457033,75315.78430175781,82564.5859375,1695.320125579834
PC (44:4),1.3860319162179533,7.23289165600522,43.246012366600056,4.827205000041549e-11,1.661205743031058e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1914.7201309204104,2170.6001586914062,1882.68013381958,1955.8401489257812,1942.920150756836,15726.461097717283,9775.540672302246,13654.2007522583,8587.680656433105,10558.840728759766,1570.6601219177246
1-O-palmitoyl-Cer(d18:1/16:0),1.3858290273471179,7.18403969946396,43.21751282629889,4.898030937317438e-11,1.6762150318819675e-10,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1863.300148010254,1792.7001190185547,1891.720127105713,1788.6401290893557,1857.9601402282717,10560.500732421877,11993.200759887695,11152.820747375488,9148.94063949585,11511.2407913208,1922.420146942139
PCp(32:4),-1.3824638025835096,8.939311188920092,43.10677431181096,5.1832476711031754e-11,1.7640224118229593e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2634.7401809692383,2464.4201698303223,2648.8801879882812,3364.720226287842,1984.200138092041,88756.98571777344,119369.4094543457,105134.62857055664,36173.58200073242,181299.3497619629,2503.8601684570312
"PIo (36:5), PIp (36:4)",1.3835574097409404,7.260327430782557,43.09449036664207,5.215893179308329e-11,1.7653792299197422e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.9401321411133,2051.8401489257812,1913.2601356506348,1946.3801383972168,1915.5601348876953,11060.180725097656,12196.000854492188,10262.7607421875,12527.700988769531,11548.120849609377,1953.2201347351072
Lyso_PS(21:0),-1.3816292460798663,8.53707314823085,43.00942041886278,5.447691760016949e-11,1.833758537798055e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1960.9401550292969,1963.460117340088,1958.960132598877,1959.580135345459,2067.9801445007324,81078.60559082031,80597.845458984375,80485.32604980469,80490.22619628906,75861.74560546875,1958.8201446533203
SM (d18:1/24:0),-1.36945389758725,11.357520385608899,42.446607233827535,7.263830597410158e-11,2.4318041565242704e-10,5,5,Time Period_ New Data,Time Period_ Older Data,SM,26901.082176208496,17944.841457366943,4752.740371704102,7306.860488891602,17871.361450195312,685694.2684020996,729233.4771118164,854940.8862915039,152032.6085205078,553325.957824707,2891.0402030944824
PI (32:1),-1.3658721069877342,8.520265262398192,42.06501652848458,8.828859862034947e-11,2.9397717162235286e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1960.560131072998,1940.2201385498047,1913.4801445007324,2006.840160369873,1977.720142364502,66623.84387207031,90787.16784667967,136103.78771972656,41326.682861328125,58078.64453125,2163.2801475524902
PC (44:3),1.3660726286024185,7.141352180469383,42.03502787633239,8.96529991000984e-11,2.969153088476377e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1784.880146026611,2173.3201751708984,1842.20015335083,1794.3401260375977,1560.8401184082031,11906.960872650146,9751.440673828123,13143.32088470459,8938.280673980713,11075.54084777832,1570.4001159667969
PS (30:0),-1.3603547995182186,8.507744157556154,41.737378235201206,1.0439400238489492e-10,3.4388612550318327e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.740135192871,1963.500129699707,1959.400146484375,1960.0201301574707,1959.420139312744,76818.10583496094,76815.805419921875,79168.10559082031,75297.845458984375,80441.76550292969,1957.9001388549805
PC (38:5),1.3564892662652046,12.816139569009511,41.69506008630924,1.0667818524320257e-10,3.495412878181531e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PC,57716.12557220459,242157.2003898621,166123.19081497192,21687.701538085938,50219.74454879761,747288.5485839844,734504.263671875,879024.1754150391,285958.3627319336,563769.5778198242,1991.5801467895508
PE (38:3),1.3521910819722522,9.395352816567224,41.40027122075754,1.2404017604050183e-10,4.0427909228015407e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PE,9494.660724639893,10953.440521240234,11280.420684814451,2830.6002082824707,13704.60087966919,60123.36358642578,61951.583984375,64805.324768066406,43971.70306396485,59911.88439941406,1927.3001441955569
"PIo (38:5), PIp (38:4)",1.3479777347488349,7.2730738457195,40.98131881990506,1.5369127891222694e-10,4.98283304262799e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.9001350402832,2071.1401443481445,1913.5401306152344,1971.1401481628416,1936.52014541626,10673.20069885254,13479.880981445312,12789.800888061523,9621.720611572266,13057.520965576172,1912.9201278686523
Lyso_PC(14:0),-1.3417355559907973,9.315595876654562,40.7189419744742,1.7577503446890269e-10,5.668974933656757e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PC,3499.5602493286133,3588.100238800049,3723.120273590088,3298.2002601623535,2899.56018447876,131255.22900390625,140521.9296875,127343.42919921876,134088.44946289062,131161.4501953125,4473.560279846191
CerP(d18:1/26:1(17Z)),1.3417700575526192,7.143938876621793,40.59806831878642,1.8699142883597578e-10,5.99930834182089e-10,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1858.420139312744,1802.1601371765137,1650.8601188659668,1874.2601165771484,1814.9001350402832,9543.900772094728,11904.880794525146,12029.50082397461,10389.620754241943,11006.44073486328,1705.7001190185547
"PIo (40:3), PIp (40:2)",1.3361110889057013,7.322439672290886,40.29161866141102,2.1874539621454493e-10,6.981718345500501e-10,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.4801445007324,2023.440143585205,2200.920166015625,1987.1001472473145,1916.7801322937012,10377.060859680176,15646.661254882812,14547.221145629885,7288.580520629883,13869.301132202148,2073.1601600646973
O-behenoylcarnitine,1.3157040496516956,11.29053345917973,39.29589296464292,3.642065862435082e-10,1.1564497790000054e-9,5,5,Time Period_ New Data,Time Period_ Older Data,CAR,30511.88215637207,29072.842010498047,39892.06301879883,31641.202209472656,26519.78196716309,179824.51150512695,181549.45281982425,197831.7540283203,194057.23443603516,224834.854888916,30668.6220703125
Cer(d18:1/24:0),1.3132752551920244,8.052169158764547,39.05011438639991,4.130649269121776e-10,1.298204056009701e-9,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,3932.380256652832,3389.7602195739746,2697.080184936523,2963.760227203369,3948.040283203125,19778.12139892578,23330.861557006836,22058.22148132324,21265.521423339844,18586.801300048828,3040.900192260742
PS (32:0),-1.314450464865808,8.477719296998037,39.055626403924165,4.1190034172295467e-10,1.298204056009701e-9,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1961.2201385498047,1962.9601364135744,1959.18013381958,1958.8601417541504,1959.6601371765137,79100.70587158203,75759.485107421875,74057.42565917969,70085.225341796875,77257.66516113281,1983.3001518249512
PI (38:3),-1.31132738947782,9.265187085174794,38.95485187827218,4.3372099163292297e-10,1.3562037098775662e-9,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1926.5401306152344,4295.120227813721,6848.9204597473145,2488.880195617676,1916.2801361083984,69368.40603637695,218934.4571685791,245792.97732543945,15502.541015625,126672.03045654295,1972.9401321411133
Cer(d18:2/18:1),1.3111718599345126,7.315710017022197,38.84898524838634,4.5789188868617073e-10,1.424552542579198e-9,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1933.9801406860352,1861.7401313781736,2376.720169067383,1940.940128326416,1947.74015045166,12146.300811767578,10604.48077392578,14127.740982055664,12780.820945739746,12970.120922088625,1930.54012298584
Lyso_PC(3:1),1.3012440371995462,7.506836404901307,38.30352081115745,6.055329495041835e-10,1.8744135522340554e-9,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2488.580177307129,2445.040184020996,1834.880146026611,2372.1001777648926,2221.800178527832,14430.900970458984,13115.12094116211,14542.641036987305,14489.180923461914,14491.481048583984,2342.740165710449
Cer(d18:2/20:1),1.2831974847554513,7.475646729204828,37.2755750068584,1.0256111362391918e-9,3.1588822996167106e-9,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1970.4401473999023,2384.380153656006,2297.2801628112793,2213.3401527404785,2157.1801681518555,14096.920989990234,13032.520935058594,15118.180953979492,14093.621055603027,13553.040939331057,2351.9601821899414
PIp (42:4),1.2798168781155548,7.284173801007022,37.063122298595964,1.1436633009214103e-9,3.5049581759581528e-9,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.0801429748535,2007.0801467895508,1930.4001388549805,1958.10013961792,1938.3401222229004,11767.761039733889,10726.340637207031,14935.041297912598,13144.02089691162,11478.180950164797,1925.7601432800293
Lyso_PI(18:0) | PI (18:0),-1.261048707245104,8.687831429781406,36.06369198430866,1.9097218666188754e-9,5.823706286322907e-9,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1888.6601333618164,2902.220203399658,2662.6601905822754,2283.68017578125,1874.4001350402832,87554.86669921875,89305.885498046875,78315.96533203125,82041.345458984375,91441.14599609376,2440.18017578125
"PIo (40:6), PIp (40:5)",1.257391833695789,7.286580346030283,35.81204012041465,2.173008417623898e-9,6.593956577617346e-9,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.700138092041,1980.500144958496,1913.3401374816897,1944.7801513671875,1917.300136566162,11566.080856323242,12699.840881347656,13420.321075439451,12196.140892028809,12647.780792236328,1988.8201484680176
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",-1.247674851023184,9.98494560300337,35.40751460525742,2.6745301950402647e-9,8.076032353650995e-9,5,5,Time Period_ New Data,Time Period_ Older Data,CAR,5116.380317687988,6034.160453796387,5840.020404815674,5838.920433044434,5863.720390319824,198197.03442382812,197497.19409179688,213080.95361328125,200223.0334472656,243164.9384765625,5976.240436553955
1-O-eicosanoyl-Cer(d18:1/16:0),1.2462757976163341,7.137606987976313,35.18125221559144,3.00401615332823e-9,9.015380213455671e-9,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1755.4001235961914,1802.5601272583008,1726.0201301574707,1705.0001182556152,1811.0001220703125,11178.260723114014,12303.560836791992,12328.060791015623,9729.480697631836,11770.480796813965,1690.6401100158691
PC (44:2),1.2463507586610665,7.072569086451695,35.17421985402841,3.0148836428114743e-9,9.015380213455671e-9,5,5,Time Period_ New Data,Time Period_ Older Data,PC,1669.1801261901855,1628.0401229858398,1744.4401245117188,1591.4801216125488,1712.000129699707,11192.980880737305,12151.240676879885,11148.360721588137,8330.500625610352,11549.540878295898,1697.1201210021973
PI (38:5),-1.241863566273556,8.805893179536879,35.02004618127859,3.263284321329684e-9,9.71102967120331e-9,5,5,Time Period_ New Data,Time Period_ Older Data,PI,2001.3601531982424,2900.3202209472656,3759.720272064209,2270.900161743164,2017.4601516723633,65698.3257598877,130756.47328186037,156807.43269348145,17332.840896606445,106522.46670532228,1963.040138244629
Lyso_PC(22:0),-1.239821032738891,8.697903997740113,34.89741238901368,3.475424478277869e-9,1.0292603262592152e-8,5,5,Time Period_ New Data,Time Period_ Older Data,PC,2543.360176086426,2517.18017578125,1912.9801292419431,2630.3001976013184,2304.000160217285,86843.1865234375,86746.786376953125,90524.8858642578,83896.966796875,86064.646484375,2138.280170440674
PI (24:0),-1.2386979017007413,8.622548160296542,34.827307917902246,3.60284390110409e-9,1.0618908340096265e-8,5,5,Time Period_ New Data,Time Period_ Older Data,PI,1925.7201461791992,2329.060173034668,2403.700164794922,2603.240188598633,1917.020133972168,78238.445068359375,90356.206298828125,81773.525634765625,78046.00537109375,79416.56591796875,2354.040184020996
1-O-myristoyl-Cer(d18:1/16:0),1.234940481239385,7.163665923151307,34.56373558684472,4.12520337533131e-9,1.210059656763851e-8,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1802.6801300048828,1873.5201416015625,1669.1401176452637,1828.760139465332,1688.980125427246,11886.22095489502,10779.68073272705,13350.980964660645,10098.280784606934,12056.160987854004,1815.600128173828
CerP(d18:1/26:0),1.2345748595889054,7.167369213415389,34.545702507208546,4.1635976034010234e-9,1.2155337079123366e-8,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,1759.0801277160645,1828.1401329040527,1827.440139770508,1791.600128173828,1740.6601333618164,12391.88079071045,12312.800827026367,11289.06071472168,10861.000793457031,11819.060813903809,1740.5001335144043
Cer(d18:1/26:0),1.223990376506485,7.712117596580809,34.03556426479305,5.411389118878744e-9,1.572365894919484e-8,5,5,Time Period_ New Data,Time Period_ Older Data,Cer,2610.3801765441895,2692.860191345215,2544.120178222656,2542.480178833008,2843.8002166748047,18196.42124938965,17532.78125,17875.001419067383,15792.981155395508,18058.881301879883,2265.1601600646973
"(7Z,10Z,13Z,16Z)-docosatetraenoylcarnitine",-1.218783163397405,10.075642338302204,33.835413331137175,5.997709828255923e-9,1.7345489456364545e-8,5,5,Time Period_ New Data,Time Period_ Older Data,CAR,6231.680446624756,5658.200393676758,6238.640438079834,6927.740459442139,5781.840427398682,212029.17529296875,203605.61474609375,223207.55737304688,211958.2744140625,258782.97802734375,6689.760471343994
O-arachidonoylcarnitine,-1.2164946612606367,10.837210765791333,33.73286380371076,6.3223523042410486e-9,1.8198920651460214e-8,5,5,Time Period_ New Data,Time Period_ Older Data,CAR,10463.54071044922,10386.300773620604,10312.58074951172,11067.380786895752,10514.420692443848,359051.26611328125,348501.76611328125,384076.0673828125,360059.00390625,441488.2314453125,10346.120727539062
PSo (20:0),-1.1870254952808188,8.39286026771057,32.03820204502877,1.5117037845514933e-8,4.33120712224986e-8,5,5,Time Period_ New Data,Time Period_ Older Data,PS,1960.7201309204104,1963.7801322937012,1959.660140991211,1959.6601333618164,1960.2601165771484,65763.54431152344,66917.26501464844,73208.18524169922,77590.18518066406,60809.243896484375,1958.2601318359375
PCo(34:0),-1.177823997476951,9.10468672995353,31.616139221228423,1.8786179052274236e-8,5.3575399519448745e-8,5,5,Time Period_ New Data,Time Period_ Older Data,PC,3712.240234375,3823.360294342041,3594.240264892578,2461.960174560547,2852.9202423095703,119330.6714630127,148351.0516357422,145349.00772094727,45306.32312011719,116788.48788452148,2530.200183868408
